ko:K19744	paeu:BN889_04293
ko:K13895	paeu:BN889_02252
ko:K13895	paeu:BN889_02253
ko:K02014	paeu:BN889_02552
ko:K02014	paeu:BN889_02553
ko:K00045	paeu:BN889_02561
ko:K00854	paeu:BN889_02564
ko:K02073	paeu:BN889_02572
ko:K02071	paeu:BN889_02574
ko:K04091	paeu:BN889_02580
ko:K11907	paeu:BN889_02595
ko:K15726	paeu:BN889_02744
ko:K15726	paeu:BN889_02745
ko:K07789	paeu:BN889_02754
ko:K07788	paeu:BN889_02756
ko:K03310	paeu:BN889_02763
ko:K03406	paeu:BN889_02834
ko:K07679	paeu:BN889_02846
ko:K02014	paeu:BN889_02854
ko:K02014	paeu:BN889_02855
ko:K09458	paeu:BN889_03313
ko:K00912	paeu:BN889_03330
ko:K02238	paeu:BN889_03333
ko:K09808	paeu:BN889_03337
ko:K09808	paeu:BN889_03338
ko:K11734	paeu:BN889_03351
ko:K01703	paeu:BN889_03486
ko:K07001	paeu:BN889_03594
ko:K06163	paeu:BN889_03752
ko:K06164	paeu:BN889_03754
ko:K02768	paeu:BN889_03935
ko:K08483	paeu:BN889_03935
ko:K11183	paeu:BN889_03935
ko:K03435	paeu:BN889_03937
ko:K03435	paeu:BN889_03939
ko:K01908	paeu:BN889_03947
ko:K00864	paeu:BN889_03958
ko:K01990	paeu:BN889_04485
ko:K03466	paeu:BN889_02882
ko:K03406	paeu:BN889_02926
ko:K09471	paeu:BN889_03082
ko:K13541	paeu:BN889_03243
ko:K11734	paeu:BN889_03352
ko:K01825	paeu:BN889_03367
ko:K08309	paeu:BN889_03373
ko:K00111	paeu:BN889_03378
ko:K03574	paeu:BN889_03529
ko:K03724	paeu:BN889_03631
ko:K01993	paeu:BN889_03780
ko:K12538	paeu:BN889_03782
ko:K12537	paeu:BN889_03783
ko:K00161	paeu:BN889_03796
ko:K00121	paeu:BN889_04017
ko:K00121	paeu:BN889_04018
ko:K01937	paeu:BN889_04027
ko:K02337	paeu:BN889_04030
ko:K11189	paeu:BN889_04157
ko:K02803	paeu:BN889_04159
ko:K02804	paeu:BN889_04159
ko:K17713	paeu:BN889_04225
ko:K01892	paeu:BN889_04228
ko:K01892	paeu:BN889_04229
ko:K03072	paeu:BN889_04249
ko:K00371	paeu:BN889_04301
ko:K02558	paeu:BN889_04465
ko:K03527	paeu:BN889_05066
ko:K00262	paeu:BN889_05099
ko:K02035	paeu:BN889_05896
ko:K02035	paeu:BN889_05897
ko:K05297	paeu:BN889_05936
ko:K11688	paeu:BN889_05137
ko:K02168	paeu:BN889_05965
ko:K18473	paeu:BN889_05755
ko:K11904	paeu:BN889_05859
ko:K11914	paeu:BN889_01781
ko:K11894	paeu:BN889_01783
ko:K07645	paeu:BN889_05316
ko:K16234	paeu:BN889_06316
ko:K11912	paeu:BN889_00116
ko:K11912	paeu:BN889_00117
ko:K11904	paeu:BN889_02599
ko:K11916	paeu:BN889_01790
ko:K18459	paeu:BN889_00343
ko:K18480	paeu:BN889_03565
ko:K11904	paeu:BN889_06748
ko:K11913	paeu:BN889_00127
ko:K11913	paeu:BN889_00128
ko:K11904	paeu:BN889_00139
ko:K11904	paeu:BN889_00145
ko:K11904	paeu:BN889_02960
ko:K11904	paeu:BN889_03654
ko:K11904	paeu:BN889_07274
ko:K11904	paeu:BN889_05655
ko:K11904	paeu:BN889_06703
ko:K00681	paeu:BN889_00216
ko:K00681	paeu:BN889_00426
ko:K00681	paeu:BN889_00427
ko:K00681	paeu:BN889_01445
ko:K00681	paeu:BN889_01446
ko:K19296	paeu:BN889_03921
ko:K04065	paeu:BN889_05276
ko:K02664	paeu:BN889_05598
ko:K12537	paeu:BN889_01326
ko:K02663	paeu:BN889_05599
ko:K07794	paeu:BN889_00774
ko:K13053	paeu:BN889_03360
ko:K18131	paeu:BN889_00493
ko:K18691	paeu:BN889_04165
ko:K18691	paeu:BN889_04163
ko:K18691	paeu:BN889_04164
ko:K00249	paeu:BN889_01267
ko:K01971	paeu:BN889_02343
ko:K06218	paeu:BN889_03003
ko:K21645	paeu:BN889_06030
ko:K09690	paeu:BN889_02952
ko:K12994	paeu:BN889_06055
ko:K09690	paeu:BN889_06058
ko:K18800	paeu:BN889_05809
ko:K18893	paeu:BN889_03580
ko:K18831	paeu:BN889_06205
ko:K20862	paeu:BN889_06216
ko:K09892	paeu:BN889_05814
ko:K18781	paeu:BN889_07249
ko:K18954	paeu:BN889_00297
ko:K07483	paeu:BN889_01034
ko:K18850	paeu:BN889_02898
ko:K03497	paeu:BN889_00016
ko:K03496	paeu:BN889_00017
ko:K18916	paeu:BN889_06572
ko:K03497	paeu:BN889_06888
ko:K03496	paeu:BN889_06896
ko:K00520	paeu:BN889_07001
ko:K10673	paeu:BN889_06183
ko:K03503	paeu:BN889_06187
ko:K03205	paeu:BN889_07040
ko:K03205	paeu:BN889_07127
ko:K03497	paeu:BN889_06281
ko:K03111	paeu:BN889_07192
ko:K08363	paeu:BN889_06323
ko:K08364	paeu:BN889_06324
ko:K00520	paeu:BN889_06325
ko:K03111	paeu:BN889_06428
ko:K03169	paeu:BN889_06429
ko:K03496	paeu:BN889_05580
ko:K03111	paeu:BN889_06470
ko:K03169	paeu:BN889_06471
ko:K11811	paeu:BN889_06496
ko:K03496	paeu:BN889_06591
ko:K03502	paeu:BN889_06667
ko:K03502	paeu:BN889_06677
ko:K03646	paeu:BN889_01025
ko:K03496	paeu:BN889_01551
ko:K03496	paeu:BN889_01552
ko:K13060	paeu:BN889_01520
ko:K14060	paeu:BN889_01632
ko:K11811	paeu:BN889_02488
ko:K04056	paeu:BN889_01818
ko:K04053	paeu:BN889_01844
ko:K04054	paeu:BN889_01846
ko:K04343	paeu:BN889_02007
ko:K03497	paeu:BN889_02814
ko:K01856	paeu:BN889_02733
ko:K05599	paeu:BN889_02736
ko:K03496	paeu:BN889_02822
ko:K17850	paeu:BN889_04562
ko:K03205	paeu:BN889_04182
ko:K18974	paeu:BN889_07008
ko:K07665	paeu:BN889_03118
ko:K07497	paeu:BN889_01039
ko:K07497	paeu:BN889_07005
ko:K19055	paeu:BN889_01987
ko:K03976	paeu:BN889_03960
ko:K09472	paeu:BN889_04659
ko:K18001	paeu:BN889_01049
ko:K18002	paeu:BN889_01050
ko:K18003	paeu:BN889_01051
ko:K00042	paeu:BN889_01593
ko:K18073	paeu:BN889_01933
ko:K03892	paeu:BN889_02485
ko:K11917	paeu:BN889_02583
ko:K02661	paeu:BN889_00480
ko:K07050	paeu:BN889_02305
ko:K00335	paeu:BN889_02909
ko:K00335	paeu:BN889_02910
ko:K12545	paeu:BN889_03785
ko:K00130	paeu:BN889_05963
ko:K12987	paeu:BN889_06402
ko:K18979	paeu:BN889_05489
ko:K03526	paeu:BN889_04230
ko:K14742	paeu:BN889_04075
ko:K07481	paeu:BN889_06701
ko:K03761	paeu:BN889_06145
ko:K07215	paeu:BN889_06367
ko:K12240	paeu:BN889_04699
ko:K08642	paeu:BN889_02023
ko:K01800	paeu:BN889_02185
ko:K16635	paeu:BN889_04272
ko:K07665	paeu:BN889_06920
ko:K10954	paeu:BN889_06308
ko:K12241	paeu:BN889_04697
ko:K08085	paeu:BN889_05057
ko:K02675	paeu:BN889_05062
ko:K00557	paeu:BN889_05256
ko:K05799	paeu:BN889_05308
ko:K06599	paeu:BN889_00485
ko:K07483	paeu:BN889_01037
ko:K04059	paeu:BN889_01823
ko:K04060	paeu:BN889_01824
ko:K04049	paeu:BN889_01837
ko:K04051	paeu:BN889_01842
ko:K04052	paeu:BN889_01843
ko:K07483	paeu:BN889_07052
ko:K07483	paeu:BN889_06361
ko:K07483	paeu:BN889_06546
ko:K07483	paeu:BN889_06547
ko:K07483	paeu:BN889_06576
ko:K01800	paeu:BN889_02701
ko:K00336	paeu:BN889_02911
ko:K18979	paeu:BN889_05490
ko:K00433	paeu:BN889_07075
ko:K00632	paeu:BN889_03365
ko:K18991	paeu:BN889_00649
ko:K09472	paeu:BN889_00267
ko:K12238	paeu:BN889_04703
ko:K06600	paeu:BN889_00486
ko:K19048	paeu:BN889_06682
ko:K18130	paeu:BN889_04114
ko:K18072	paeu:BN889_01932
ko:K12993	paeu:BN889_06056
ko:K01185	paeu:BN889_04990
ko:K19000	paeu:BN889_00988
ko:K11020	paeu:BN889_01223
ko:K00986	paeu:BN889_00665
ko:K19057	paeu:BN889_07002
ko:K00249	paeu:BN889_02783
ko:K19059	paeu:BN889_07003
ko:K07746	paeu:BN889_06807
ko:K12239	paeu:BN889_04700
ko:K02030	paeu:BN889_05712
ko:K00148	paeu:BN889_06021
ko:K00148	paeu:BN889_06023
ko:K06992	paeu:BN889_01887
ko:K05375	paeu:BN889_02633
ko:K11383	paeu:BN889_06093
ko:K06893	paeu:BN889_01957
ko:K12988	paeu:BN889_05550
ko:K00108	paeu:BN889_05962
ko:K12979	paeu:BN889_00984
ko:K05913	paeu:BN889_04548
ko:K12239	paeu:BN889_04701
ko:K09017	paeu:BN889_00510
ko:K00091	paeu:BN889_05161
ko:K12976	paeu:BN889_05192
ko:K01802	paeu:BN889_06395
ko:K03293	paeu:BN889_00819
ko:K03668	paeu:BN889_00971
ko:K06858	paeu:BN889_04494
ko:K19147	paeu:BN889_06904
ko:K06867	paeu:BN889_02722
ko:K01154	paeu:BN889_06239
ko:K06992	paeu:BN889_02115
ko:K01239	paeu:BN889_00195
ko:K04050	paeu:BN889_01840
ko:K11918	paeu:BN889_02588
ko:K11919	paeu:BN889_02592
ko:K00344	paeu:BN889_02954
ko:K16291	paeu:BN889_03183
ko:K01505	paeu:BN889_03450
ko:K00632	paeu:BN889_03835
ko:K01802	paeu:BN889_04110
ko:K07749	paeu:BN889_04127
ko:K06893	paeu:BN889_03701
ko:K05799	paeu:BN889_00170
ko:K09017	paeu:BN889_01598
ko:K13877	paeu:BN889_05222
ko:K00249	paeu:BN889_01640
ko:K09017	paeu:BN889_00219
ko:K00108	paeu:BN889_04103
ko:K01271	paeu:BN889_05021
ko:K01710	paeu:BN889_05741
ko:K07452	paeu:BN889_06903
ko:K19092	paeu:BN889_06806
ko:K00525	paeu:BN889_01233
ko:K00525	paeu:BN889_06107
ko:K22468	paeu:BN889_02654
ko:K11085	paeu:BN889_05547
ko:K19068	paeu:BN889_06737
ko:K02030	paeu:BN889_05711
ko:K00344	paeu:BN889_05823
ko:K01406	paeu:BN889_01328
ko:K19057	paeu:BN889_06326
ko:K03446	paeu:BN889_03162
ko:K12979	paeu:BN889_05036
ko:K19168	paeu:BN889_00784
ko:K00146	paeu:BN889_04522
ko:K06884	paeu:BN889_02353
ko:K19221	paeu:BN889_01356
ko:K12349	paeu:BN889_00872
ko:K19267	paeu:BN889_06958
ko:K07497	paeu:BN889_00854
ko:K19246	paeu:BN889_01249
ko:K19344	paeu:BN889_00598
ko:K00020	paeu:BN889_03948
ko:K00020	paeu:BN889_03949
ko:K00020	paeu:BN889_03680
ko:K01066	paeu:BN889_05977
ko:K19290	paeu:BN889_03911
ko:K01992	paeu:BN889_03778
ko:K00986	paeu:BN889_00782
ko:K04771	paeu:BN889_00790
ko:K19293	paeu:BN889_03917
ko:K19294	paeu:BN889_03919
ko:K19295	paeu:BN889_03920
ko:K19302	paeu:BN889_04456
ko:K03722	paeu:BN889_01106
ko:K03722	paeu:BN889_01107
ko:K07497	paeu:BN889_01032
ko:K07497	paeu:BN889_01033
ko:K07497	paeu:BN889_06990
ko:K07497	paeu:BN889_07051
ko:K07497	paeu:BN889_07335
ko:K19342	paeu:BN889_03774
ko:K19345	paeu:BN889_00597
ko:K06148	paeu:BN889_00890
ko:K19339	paeu:BN889_03769
ko:K01795	paeu:BN889_03916
ko:K19291	paeu:BN889_03913
ko:K19337	paeu:BN889_06041
ko:K19337	paeu:BN889_03533
ko:K06867	paeu:BN889_03648
ko:K19300	paeu:BN889_04573
ko:K19353	paeu:BN889_07282
ko:K00526	paeu:BN889_01231
ko:K19416	paeu:BN889_02871
ko:K19340	paeu:BN889_03772
ko:K19341	paeu:BN889_03773
ko:K06867	paeu:BN889_05133
ko:K19291	paeu:BN889_03912
ko:K19292	paeu:BN889_03914
ko:K19577	paeu:BN889_04843
ko:K19577	paeu:BN889_04844
ko:K18567	paeu:BN889_02290
ko:K18567	paeu:BN889_03664
ko:K11690	paeu:BN889_05749
ko:K21699	paeu:BN889_00183
ko:K19610	paeu:BN889_00975
ko:K19609	paeu:BN889_00976
ko:K12536	paeu:BN889_01324
ko:K20260	paeu:BN889_04685
ko:K19610	paeu:BN889_02961
ko:K19611	paeu:BN889_02963
ko:K07344	paeu:BN889_07135
ko:K07216	paeu:BN889_01792
ko:K07216	paeu:BN889_01793
ko:K05343	paeu:BN889_02362
ko:K06884	paeu:BN889_02402
ko:K07344	paeu:BN889_04173
ko:K10024	paeu:BN889_00927
ko:K07487	paeu:BN889_06387
ko:K02483	paeu:BN889_04553
ko:K18148	paeu:BN889_06079
ko:K03446	paeu:BN889_01315
ko:K00799	paeu:BN889_04893
ko:K20257	paeu:BN889_01052
ko:K19713	paeu:BN889_02711
ko:K07165	paeu:BN889_02240
ko:K19713	paeu:BN889_05081
ko:K00992	paeu:BN889_00695
ko:K19711	paeu:BN889_00764
ko:K19696	paeu:BN889_03356
ko:K07165	paeu:BN889_02292
ko:K07165	paeu:BN889_00203
ko:K07666	paeu:BN889_05315
ko:K08305	paeu:BN889_04438
ko:K01003	paeu:BN889_05423
ko:K19784	paeu:BN889_01284
ko:K07119	paeu:BN889_01764
ko:K07119	paeu:BN889_02410
ko:K00799	paeu:BN889_03123
ko:K06131	paeu:BN889_02365
ko:K06132	paeu:BN889_05889
ko:K00995	paeu:BN889_02848
ko:K07497	paeu:BN889_00306
ko:K07147	paeu:BN889_05224
ko:K13877	paeu:BN889_01332
ko:K15777	paeu:BN889_03167
ko:K17722	paeu:BN889_00514
ko:K13775	paeu:BN889_03230
ko:K19803	paeu:BN889_05778
ko:K07798	paeu:BN889_03138
ko:K20260	paeu:BN889_02059
ko:K14731	paeu:BN889_02296
ko:K21636	paeu:BN889_02080
ko:K09796	paeu:BN889_04207
ko:K09471	paeu:BN889_05888
ko:K20971	paeu:BN889_04420
ko:K11915	paeu:BN889_00120
ko:K20258	paeu:BN889_02808
ko:K01139	paeu:BN889_05921
ko:K20444	paeu:BN889_01158
ko:K20266	paeu:BN889_04175
ko:K20266	paeu:BN889_07133
ko:K20276	paeu:BN889_02028
ko:K20265	paeu:BN889_05347
ko:K20277	paeu:BN889_03734
ko:K20276	paeu:BN889_02029
ko:K20260	paeu:BN889_02058
ko:K13061	paeu:BN889_03861
ko:K20261	paeu:BN889_06777
ko:K20261	paeu:BN889_06963
ko:K20261	paeu:BN889_06967
ko:K20260	paeu:BN889_04684
ko:K20261	paeu:BN889_06463
ko:K20261	paeu:BN889_07359
ko:K20262	paeu:BN889_06679
ko:K20261	paeu:BN889_06723
ko:K20320	paeu:BN889_07150
ko:K20262	paeu:BN889_04687
ko:K20320	paeu:BN889_04563
ko:K20259	paeu:BN889_02807
ko:K20444	paeu:BN889_01159
ko:K20455	paeu:BN889_00824
ko:K20533	paeu:BN889_02829
ko:K20531	paeu:BN889_02827
ko:K20534	paeu:BN889_05365
ko:K20527	paeu:BN889_07129
ko:K20527	paeu:BN889_04180
ko:K20531	paeu:BN889_04172
ko:K20528	paeu:BN889_04178
ko:K20528	paeu:BN889_07130
ko:K20531	paeu:BN889_07136
ko:K20532	paeu:BN889_07137
ko:K20532	paeu:BN889_04171
ko:K20532	paeu:BN889_02828
ko:K20533	paeu:BN889_04170
ko:K20533	paeu:BN889_07138
ko:K20938	paeu:BN889_02542
ko:K20938	paeu:BN889_02543
ko:K20938	paeu:BN889_02570
ko:K20528	paeu:BN889_04179
ko:K20527	paeu:BN889_07042
ko:K20528	paeu:BN889_07043
ko:K20529	paeu:BN889_07044
ko:K20529	paeu:BN889_07131
ko:K20529	paeu:BN889_04177
ko:K20530	paeu:BN889_04176
ko:K20530	paeu:BN889_07132
ko:K20530	paeu:BN889_07045
ko:K20972	paeu:BN889_05406
ko:K07076	paeu:BN889_01489
ko:K01214	paeu:BN889_02370
ko:K11529	paeu:BN889_01592
ko:K20881	paeu:BN889_05758
ko:K01046	paeu:BN889_05357
ko:K01046	paeu:BN889_06996
ko:K20987	paeu:BN889_02436
ko:K21147	paeu:BN889_02302
ko:K21008	paeu:BN889_03417
ko:K21006	paeu:BN889_03421
ko:K21007	paeu:BN889_03418
ko:K21010	paeu:BN889_03415
ko:K21011	paeu:BN889_03414
ko:K16011	paeu:BN889_02434
ko:K16011	paeu:BN889_06059
ko:K20997	paeu:BN889_02433
ko:K20998	paeu:BN889_02437
ko:K20999	paeu:BN889_02438
ko:K21000	paeu:BN889_02439
ko:K21001	paeu:BN889_02440
ko:K21002	paeu:BN889_02441
ko:K21003	paeu:BN889_02442
ko:K21004	paeu:BN889_02443
ko:K21005	paeu:BN889_02444
ko:K20940	paeu:BN889_04688
ko:K00821	paeu:BN889_00612
ko:K21135	paeu:BN889_01523
ko:K21137	paeu:BN889_00210
ko:K21405	paeu:BN889_06620
ko:K21021	paeu:BN889_01195
ko:K21019	paeu:BN889_04820
ko:K21061	paeu:BN889_01348
ko:K01768	paeu:BN889_03568
ko:K20973	paeu:BN889_03151
ko:K20974	paeu:BN889_01725
ko:K20975	paeu:BN889_02147
ko:K00840	paeu:BN889_00933
ko:K21062	paeu:BN889_01333
ko:K20976	paeu:BN889_03715
ko:K20977	paeu:BN889_03716
ko:K20978	paeu:BN889_03717
ko:K07689	paeu:BN889_02850
ko:K21053	paeu:BN889_00200
ko:K21020	paeu:BN889_00221
ko:K21103	paeu:BN889_04683
ko:K21022	paeu:BN889_01178
ko:K21023	paeu:BN889_01849
ko:K21024	paeu:BN889_04858
ko:K21029	paeu:BN889_05194
ko:K21025	paeu:BN889_05501
ko:K21009	paeu:BN889_03416
ko:K08968	paeu:BN889_03148
ko:K21136	paeu:BN889_00209
ko:K21025	paeu:BN889_05500
ko:K21025	paeu:BN889_05502
ko:K13609	paeu:BN889_01331
ko:K21007	paeu:BN889_03419
ko:K21006	paeu:BN889_03420
ko:K20968	paeu:BN889_01835
ko:K21133	paeu:BN889_01524
ko:K21134	paeu:BN889_00211
ko:K00249	paeu:BN889_05541
ko:K20971	paeu:BN889_04419
ko:K21012	paeu:BN889_03413
ko:K00249	paeu:BN889_06516
ko:K00632	paeu:BN889_03284
ko:K21218	paeu:BN889_03894
ko:K00248	paeu:BN889_05570
ko:K00249	paeu:BN889_04930
ko:K00560	paeu:BN889_00405
ko:K00287	paeu:BN889_00415
ko:K02316	paeu:BN889_00669
ko:K09935	paeu:BN889_05090
ko:K01520	paeu:BN889_05901
ko:K14059	paeu:BN889_06838
ko:K04068	paeu:BN889_07048
ko:K00526	paeu:BN889_01232
ko:K02314	paeu:BN889_05467
ko:K02314	paeu:BN889_05468
ko:K03546	paeu:BN889_04765
ko:K02314	paeu:BN889_07319
ko:K06223	paeu:BN889_07330
ko:K03676	paeu:BN889_05700
ko:K06909	paeu:BN889_06630
ko:K09961	paeu:BN889_06632
ko:K01185	paeu:BN889_06654
ko:K14744	paeu:BN889_04991
ko:K07336	paeu:BN889_05039
ko:K17680	paeu:BN889_06759
ko:K14059	paeu:BN889_02127
ko:K03553	paeu:BN889_04005
ko:K06217	paeu:BN889_04427
ko:K06906	paeu:BN889_00730
ko:K06905	paeu:BN889_00732
ko:K03791	paeu:BN889_00733
ko:K06903	paeu:BN889_00719
ko:K06907	paeu:BN889_00725
ko:K06908	paeu:BN889_00727
ko:K02335	paeu:BN889_06103
ko:K03863	paeu:BN889_03197
ko:K00108	paeu:BN889_02325
ko:K02482	paeu:BN889_02831
ko:K16637	paeu:BN889_02403
ko:K21253	paeu:BN889_01204
ko:K03862	paeu:BN889_03196
ko:K21416	paeu:BN889_04615
ko:K21417	paeu:BN889_04616
ko:K21405	paeu:BN889_06619
ko:K21405	paeu:BN889_04467
ko:K21405	paeu:BN889_04468
ko:K21420	paeu:BN889_02886
ko:K21472	paeu:BN889_00004
ko:K11690	paeu:BN889_00923
ko:K22044	paeu:BN889_05691
ko:K21429	paeu:BN889_00657
ko:K21429	paeu:BN889_00658
ko:K01451	paeu:BN889_03263
ko:K01420	paeu:BN889_01649
ko:K01451	paeu:BN889_04832
ko:K21700	paeu:BN889_00181
ko:K21711	paeu:BN889_06039
ko:K10914	paeu:BN889_00329
ko:K21563	paeu:BN889_00608
ko:K21498	paeu:BN889_06296
ko:K10914	paeu:BN889_07200
ko:K21607	paeu:BN889_04544
ko:K21757	paeu:BN889_02734
ko:K21825	paeu:BN889_00931
ko:K21829	paeu:BN889_04295
ko:K21826	paeu:BN889_05971
ko:K21831	paeu:BN889_05456
ko:K21833	paeu:BN889_05992
ko:K21834	paeu:BN889_05994
ko:K21830	paeu:BN889_05869
ko:K21833	paeu:BN889_05993
ko:K21832	paeu:BN889_06009
ko:K08365	paeu:BN889_06956
ko:K21990	paeu:BN889_03083
ko:K03892	paeu:BN889_06501
ko:K05802	paeu:BN889_01491
ko:K03741	paeu:BN889_02487
ko:K03741	paeu:BN889_06500
ko:K22132	paeu:BN889_01244
ko:K22067	paeu:BN889_01911
ko:K01816	paeu:BN889_01594
ko:K01816	paeu:BN889_01595
ko:K03595	paeu:BN889_00796
ko:K07183	paeu:BN889_01910
ko:K00304	paeu:BN889_06017
ko:K00302	paeu:BN889_06018
ko:K22112	paeu:BN889_03735
ko:K22209	paeu:BN889_04490
ko:K01046	paeu:BN889_06995
ko:K12242	paeu:BN889_04704
ko:K22292	paeu:BN889_03522
ko:K22250	paeu:BN889_05615
ko:K01337	paeu:BN889_04643
ko:K22296	paeu:BN889_01716
ko:K01337	paeu:BN889_04642
ko:K22345	paeu:BN889_00876
ko:K22303	paeu:BN889_00247
ko:K02257	paeu:BN889_00163
ko:K02257	paeu:BN889_01425
ko:K11391	paeu:BN889_05138
ko:K11206	paeu:BN889_05015
ko:K22491	paeu:BN889_05190
ko:K22452	paeu:BN889_03211
ko:K22468	paeu:BN889_00193
ko:K01626	paeu:BN889_06665
ko:K22549	paeu:BN889_01346
ko:K22550	paeu:BN889_01347
ko:K09123	paeu:BN889_01338
ko:K22548	paeu:BN889_01334
