ko:K02495	elu:UM146_19570
ko:K01160	elu:UM146_03390
ko:K07451	elu:UM146_03440
ko:K06904	elu:UM146_03470
ko:K06866	elu:UM146_03820
ko:K07313	elu:UM146_07975
ko:K06217	elu:UM146_12510
ko:K06223	elu:UM146_16990
ko:K04068	elu:UM146_21445
ko:K06919	elu:UM146_13210
ko:K02314	elu:UM146_04890
ko:K01160	elu:UM146_04930
ko:K14744	elu:UM146_04955
ko:K06909	elu:UM146_04980
ko:K07336	elu:UM146_13625
ko:K00558	elu:UM146_21920
ko:K02316	elu:UM146_00970
ko:K03676	elu:UM146_18215
ko:K02315	elu:UM146_22560
ko:K06217	elu:UM146_14250
ko:K01520	elu:UM146_18355
ko:K14623	elu:UM146_18380
ko:K14744	elu:UM146_10640
ko:K00857	elu:UM146_10880
ko:K00560	elu:UM146_02290
ko:K06197	elu:UM146_10970
ko:K03546	elu:UM146_15375
ko:K00558	elu:UM146_07385
ko:K07497	elu:UM146_21805
ko:K07497	elu:UM146_21810
ko:K00525	elu:UM146_05635
ko:K02335	elu:UM146_19550
ko:K21393	elu:UM146_18065
ko:K21449	elu:UM146_18175
ko:K21470	elu:UM146_12925
ko:K21498	elu:UM146_14930
ko:K01451	elu:UM146_20080
ko:K07334	elu:UM146_14935
ko:K07334	elu:UM146_09645
ko:K21498	elu:UM146_09650
ko:K21602	elu:UM146_18040
ko:K21739	elu:UM146_15800
ko:K21740	elu:UM146_15805
ko:K21741	elu:UM146_15810
ko:K21742	elu:UM146_01000
ko:K21746	elu:UM146_15795
ko:K21698	elu:UM146_00195
ko:K21695	elu:UM146_00200
ko:K21936	elu:UM146_17670
ko:K21948	elu:UM146_02880
ko:K21963	elu:UM146_15875
ko:K21965	elu:UM146_15885
ko:K21974	elu:UM146_11270
ko:K21975	elu:UM146_11265
ko:K21966	elu:UM146_15890
ko:K21968	elu:UM146_15900
ko:K21990	elu:UM146_05085
ko:K22041	elu:UM146_11765
ko:K22015	elu:UM146_20620
ko:K22015	elu:UM146_20615
ko:K22024	elu:UM146_14165
ko:K22051	elu:UM146_21045
ko:K21964	elu:UM146_15880
ko:K21967	elu:UM146_15895
ko:K21972	elu:UM146_11280
ko:K21973	elu:UM146_11275
ko:K08319	elu:UM146_02885
ko:K22131	elu:UM146_02870
ko:K01816	elu:UM146_14815
ko:K01816	elu:UM146_22365
ko:K05275	elu:UM146_09970
ko:K03595	elu:UM146_03890
ko:K22130	elu:UM146_02875
ko:K22129	elu:UM146_14170
ko:K22105	elu:UM146_20090
ko:K22104	elu:UM146_00275
ko:K22110	elu:UM146_22240
ko:K03079	elu:UM146_18090
ko:K08994	elu:UM146_09415
ko:K03078	elu:UM146_18085
ko:K03077	elu:UM146_18095
ko:K15634	elu:UM146_22745
ko:K22304	elu:UM146_10760
ko:K22293	elu:UM146_09290
ko:K22302	elu:UM146_04870
ko:K13566	elu:UM146_16110
ko:K11206	elu:UM146_14385
ko:K07319	elu:UM146_24356
ko:K22501	elu:UM146_12680
ko:K00424	elu:UM146_13955
