ko:K19744	pap:PSPA7_1243
ko:K14234	pap:PSPA7_5158
ko:K11962	pap:PSPA7_5582
ko:K11963	pap:PSPA7_5583
ko:K07090	pap:PSPA7_0433
ko:K02625	pap:PSPA7_0315
ko:K10001	pap:PSPA7_5821
ko:K08721	pap:PSPA7_5238
ko:K17716	pap:PSPA7_1980
ko:K00108	pap:PSPA7_1426
ko:K16872	pap:PSPA7_1833
ko:K18289	pap:PSPA7_4632
ko:K02030	pap:PSPA7_5716
ko:K02030	pap:PSPA7_4742
ko:K18150	pap:PSPA7_1402
ko:K02030	pap:PSPA7_5874
ko:K17316	pap:PSPA7_1940
ko:K02030	pap:PSPA7_6012
ko:K01992	pap:PSPA7_1067
ko:K02030	pap:PSPA7_5815
ko:K17315	pap:PSPA7_1939
ko:K11209	pap:PSPA7_3650
ko:K19609	pap:PSPA7_3963
ko:K11209	pap:PSPA7_4348
ko:K08738	pap:PSPA7_0619
ko:K18346	pap:PSPA7_4771
ko:K17060	pap:PSPA7_4049
ko:K17061	pap:PSPA7_4050
ko:K17247	pap:PSPA7_5405
ko:K17103	pap:PSPA7_5407
ko:K17218	pap:PSPA7_2918
ko:K17218	pap:PSPA7_2666
ko:K18456	pap:PSPA7_0219
ko:K17713	pap:PSPA7_1314
ko:K17228	pap:PSPA7_1154
ko:K17317	pap:PSPA7_1941
ko:K10112	pap:PSPA7_1942
ko:K02029	pap:PSPA7_5814
ko:K01990	pap:PSPA7_2345
ko:K01399	pap:PSPA7_1397
ko:K01992	pap:PSPA7_1729
ko:K01992	pap:PSPA7_2346
ko:K17686	pap:PSPA7_1187
ko:K01990	pap:PSPA7_1467
ko:K01990	pap:PSPA7_1068
ko:K10111	pap:PSPA7_2922
ko:K01533	pap:PSPA7_3783
ko:K18139	pap:PSPA7_0527
ko:K09788	pap:PSPA7_4725
ko:K17723	pap:PSPA7_0540
ko:K19746	pap:PSPA7_1242
ko:K19746	pap:PSPA7_2008
ko:K07263	pap:PSPA7_0467
ko:K07263	pap:PSPA7_0466
ko:K17838	pap:PSPA7_6316
ko:K15856	pap:PSPA7_6244
ko:K17758	pap:PSPA7_5678
ko:K17759	pap:PSPA7_5678
ko:K00138	pap:PSPA7_3310
ko:K17735	pap:PSPA7_6172
ko:K00135	pap:PSPA7_0343
ko:K17737	pap:PSPA7_3296
ko:K17736	pap:PSPA7_6176
ko:K18001	pap:PSPA7_4401
ko:K18000	pap:PSPA7_4402
ko:K18002	pap:PSPA7_4400
ko:K18003	pap:PSPA7_4399
ko:K18004	pap:PSPA7_0904
ko:K17940	pap:PSPA7_2611
ko:K00004	pap:PSPA7_1000
ko:K01267	pap:PSPA7_1878
ko:K04343	pap:PSPA7_5338
ko:K04343	pap:PSPA7_3432
ko:K07483	pap:PSPA7_4797
ko:K06998	pap:PSPA7_3380
ko:K18148	pap:PSPA7_6268
ko:K18138	pap:PSPA7_4944
ko:K00004	pap:PSPA7_0934
ko:K00123	pap:PSPA7_5532
ko:K18093	pap:PSPA7_4550
ko:K18029	pap:PSPA7_3672
ko:K03585	pap:PSPA7_4943
ko:K18073	pap:PSPA7_3498
ko:K18072	pap:PSPA7_3499
ko:K17850	pap:PSPA7_0985
ko:K04343	pap:PSPA7_3719
ko:K18100	pap:PSPA7_1647
ko:K18101	pap:PSPA7_1648
ko:K18099	pap:PSPA7_1649
ko:K18118	pap:PSPA7_6235
ko:K18235	pap:PSPA7_0574
ko:K18292	pap:PSPA7_4631
ko:K18304	pap:PSPA7_3898
ko:K18291	pap:PSPA7_4636
ko:K18296	pap:PSPA7_5239
ko:K18295	pap:PSPA7_5240
ko:K18294	pap:PSPA7_5241
ko:K18298	pap:PSPA7_2745
ko:K18299	pap:PSPA7_2744
ko:K18300	pap:PSPA7_2743
ko:K18305	pap:PSPA7_0893
ko:K18306	pap:PSPA7_0892
ko:K18307	pap:PSPA7_0891
ko:K18308	pap:PSPA7_0890
ko:K01791	pap:PSPA7_1971
ko:K01791	pap:PSPA7_1982
ko:K18139	pap:PSPA7_3271
ko:K18301	pap:PSPA7_1461
ko:K18303	pap:PSPA7_1463
ko:K00138	pap:PSPA7_1085
ko:K11904	pap:PSPA7_0163
ko:K11904	pap:PSPA7_3960
ko:K11904	pap:PSPA7_0169
ko:K18473	pap:PSPA7_5914
ko:K11904	pap:PSPA7_2888
ko:K18459	pap:PSPA7_0379
ko:K18480	pap:PSPA7_1912
ko:K19296	pap:PSPA7_1595
ko:K18540	pap:PSPA7_1543
ko:K18691	pap:PSPA7_1353
ko:K21645	pap:PSPA7_6216
ko:K18800	pap:PSPA7_5964
ko:K18893	pap:PSPA7_1898
ko:K20862	pap:PSPA7_6024
ko:K09892	pap:PSPA7_5969
ko:K18954	pap:PSPA7_0334
ko:K18843	pap:PSPA7_2400
ko:K18850	pap:PSPA7_2577
ko:K18930	pap:PSPA7_5492
ko:K01971	pap:PSPA7_3173
ko:K18974	pap:PSPA7_5341
ko:K19055	pap:PSPA7_3451
ko:K03976	pap:PSPA7_1563
ko:K07063	pap:PSPA7_0110
ko:K03526	pap:PSPA7_1311
ko:K18991	pap:PSPA7_0667
ko:K07746	pap:PSPA7_4524
ko:K07746	pap:PSPA7_5523
ko:K19058	pap:PSPA7_0091
ko:K07326	pap:PSPA7_0042
ko:K05913	pap:PSPA7_1002
ko:K19057	pap:PSPA7_0105
ko:K19059	pap:PSPA7_0106
ko:K03668	pap:PSPA7_4585
ko:K06858	pap:PSPA7_1056
ko:K01154	pap:PSPA7_6044
ko:K19092	pap:PSPA7_4525
ko:K22468	pap:PSPA7_2825
ko:K19068	pap:PSPA7_1981
ko:K02030	pap:PSPA7_5872
ko:K01406	pap:PSPA7_4143
ko:K19168	pap:PSPA7_4758
ko:K07448	pap:PSPA7_5377
ko:K19221	pap:PSPA7_4118
ko:K12349	pap:PSPA7_4675
ko:K19246	pap:PSPA7_4211
ko:K01066	pap:PSPA7_2860
ko:K19344	pap:PSPA7_0618
ko:K01066	pap:PSPA7_6169
ko:K19290	pap:PSPA7_1604
ko:K01992	pap:PSPA7_1730
ko:K01992	pap:PSPA7_5973
ko:K04771	pap:PSPA7_4753
ko:K19293	pap:PSPA7_1599
ko:K19294	pap:PSPA7_1597
ko:K19295	pap:PSPA7_1596
ko:K19302	pap:PSPA7_1098
ko:K00059	pap:PSPA7_0262
ko:K19342	pap:PSPA7_1734
ko:K19345	pap:PSPA7_0617
ko:K19353	pap:PSPA7_5131
ko:K19271	pap:PSPA7_4187
ko:K01795	pap:PSPA7_1600
ko:K19337	pap:PSPA7_6227
ko:K19337	pap:PSPA7_1946
ko:K19300	pap:PSPA7_3721
ko:K19300	pap:PSPA7_0973
ko:K19339	pap:PSPA7_1739
ko:K19416	pap:PSPA7_2604
ko:K19340	pap:PSPA7_1736
ko:K19341	pap:PSPA7_1735
ko:K19291	pap:PSPA7_1603
ko:K19292	pap:PSPA7_1602
ko:K19577	pap:PSPA7_4926
ko:K18567	pap:PSPA7_1820
ko:K21699	pap:PSPA7_0209
ko:K19610	pap:PSPA7_4581
ko:K19609	pap:PSPA7_4580
ko:K11209	pap:PSPA7_0127
ko:K19610	pap:PSPA7_3962
ko:K19611	pap:PSPA7_3964
ko:K03446	pap:PSPA7_2113
ko:K00799	pap:PSPA7_4972
ko:K20261	pap:PSPA7_0886
ko:K20257	pap:PSPA7_4398
ko:K19594	pap:PSPA7_1625
ko:K19713	pap:PSPA7_2757
ko:K19713	pap:PSPA7_5211
ko:K00992	pap:PSPA7_0741
ko:K19711	pap:PSPA7_4777
ko:K19696	pap:PSPA7_2155
ko:K07666	pap:PSPA7_5497
ko:K20260	pap:PSPA7_3385
ko:K20260	pap:PSPA7_0888
ko:K19784	pap:PSPA7_4174
ko:K06132	pap:PSPA7_6085
ko:K00799	pap:PSPA7_2344
ko:K06131	pap:PSPA7_3151
ko:K00995	pap:PSPA7_2615
ko:K13877	pap:PSPA7_4139
ko:K15777	pap:PSPA7_2316
ko:K17722	pap:PSPA7_0542
ko:K19803	pap:PSPA7_5938
ko:K21636	pap:PSPA7_3365
ko:K09796	pap:PSPA7_1330
ko:K20971	pap:PSPA7_1134
ko:K11915	pap:PSPA7_0146
ko:K20260	pap:PSPA7_3384
ko:K20266	pap:PSPA7_3702
ko:K20276	pap:PSPA7_3412
ko:K20277	pap:PSPA7_1769
ko:K20262	pap:PSPA7_0883
ko:K20320	pap:PSPA7_0984
ko:K20259	pap:PSPA7_2662
ko:K20455	pap:PSPA7_4724
ko:K20429	pap:PSPA7_4288
ko:K20444	pap:PSPA7_4280
ko:K20534	pap:PSPA7_5538
ko:K20527	pap:PSPA7_3706
ko:K20531	pap:PSPA7_3699
ko:K20532	pap:PSPA7_3698
ko:K20533	pap:PSPA7_3697
ko:K20262	pap:PSPA7_3379
ko:K20261	pap:PSPA7_3382
ko:K20528	pap:PSPA7_3705
ko:K20529	pap:PSPA7_3704
ko:K20530	pap:PSPA7_3703
ko:K20972	pap:PSPA7_5576
ko:K07076	pap:PSPA7_3933
ko:K01214	pap:PSPA7_3146
ko:K11529	pap:PSPA7_3833
ko:K20881	pap:PSPA7_5917
ko:K01046	pap:PSPA7_5359
ko:K20987	pap:PSPA7_3007
ko:K21008	pap:PSPA7_2075
ko:K21006	pap:PSPA7_2073
ko:K21007	pap:PSPA7_2074
ko:K21010	pap:PSPA7_2077
ko:K21011	pap:PSPA7_2078
ko:K16011	pap:PSPA7_3009
ko:K16011	pap:PSPA7_6242
ko:K20997	pap:PSPA7_3010
ko:K20998	pap:PSPA7_3006
ko:K20999	pap:PSPA7_3005
ko:K21000	pap:PSPA7_3004
ko:K21001	pap:PSPA7_3003
ko:K21002	pap:PSPA7_3002
ko:K21003	pap:PSPA7_3001
ko:K21004	pap:PSPA7_3000
ko:K21005	pap:PSPA7_2999
ko:K20940	pap:PSPA7_0881
ko:K21135	pap:PSPA7_3894
ko:K21137	pap:PSPA7_0235
ko:K21061	pap:PSPA7_4123
ko:K21021	pap:PSPA7_4249
ko:K21019	pap:PSPA7_4901
ko:K01768	pap:PSPA7_1908
ko:K20973	pap:PSPA7_2331
ko:K20974	pap:PSPA7_3663
ko:K20975	pap:PSPA7_3319
ko:K00840	pap:PSPA7_4620
ko:K21062	pap:PSPA7_4138
ko:K20976	pap:PSPA7_1785
ko:K20977	pap:PSPA7_1784
ko:K20978	pap:PSPA7_1783
ko:K07689	pap:PSPA7_2613
ko:K21053	pap:PSPA7_0226
ko:K21020	pap:PSPA7_0249
ko:K21103	pap:PSPA7_0889
ko:K13877	pap:PSPA7_3072
ko:K21023	pap:PSPA7_3579
ko:K21024	pap:PSPA7_4938
ko:K21029	pap:PSPA7_5312
ko:K21025	pap:PSPA7_5688
ko:K21009	pap:PSPA7_2076
ko:K08968	pap:PSPA7_2333
ko:K21136	pap:PSPA7_0234
ko:K13609	pap:PSPA7_4140
ko:K21133	pap:PSPA7_3893
ko:K21134	pap:PSPA7_0236
ko:K21012	pap:PSPA7_2079
ko:K21218	pap:PSPA7_1621
ko:K03863	pap:PSPA7_5630
ko:K02030	pap:PSPA7_2252
ko:K03862	pap:PSPA7_5628
ko:K21416	pap:PSPA7_0937
ko:K21417	pap:PSPA7_0936
ko:K11688	pap:PSPA7_5260
ko:K21405	pap:PSPA7_0941
ko:K21420	pap:PSPA7_2589
ko:K22044	pap:PSPA7_5854
ko:K21405	pap:PSPA7_1088
ko:K01451	pap:PSPA7_4914
ko:K21711	pap:PSPA7_6226
ko:K10914	pap:PSPA7_0351
ko:K21563	pap:PSPA7_0628
ko:K21498	pap:PSPA7_5378
ko:K21700	pap:PSPA7_0207
ko:K21712	pap:PSPA7_1419
ko:K21757	pap:PSPA7_2728
ko:K21825	pap:PSPA7_4621
ko:K21829	pap:PSPA7_1241
ko:K21826	pap:PSPA7_6166
ko:K21831	pap:PSPA7_5647
ko:K21833	pap:PSPA7_6185
ko:K21834	pap:PSPA7_6186
ko:K21830	pap:PSPA7_6065
ko:K21832	pap:PSPA7_6200
ko:K21990	pap:PSPA7_2455
ko:K22003	pap:PSPA7_3934
ko:K05802	pap:PSPA7_3931
ko:K22131	pap:PSPA7_0652
ko:K22132	pap:PSPA7_4216
ko:K22067	pap:PSPA7_3518
ko:K22209	pap:PSPA7_1061
ko:K22292	pap:PSPA7_1957
ko:K22250	pap:PSPA7_5795
ko:K22296	pap:PSPA7_3671
ko:K01337	pap:PSPA7_0919
ko:K22345	pap:PSPA7_4671
ko:K22303	pap:PSPA7_0272
ko:K02257	pap:PSPA7_0188
ko:K02257	pap:PSPA7_4069
ko:K11391	pap:PSPA7_5261
ko:K13566	pap:PSPA7_1318
ko:K11206	pap:PSPA7_5089
ko:K22491	pap:PSPA7_5308
ko:K22452	pap:PSPA7_2281
ko:K22468	pap:PSPA7_0218
ko:K22549	pap:PSPA7_4126
ko:K22550	pap:PSPA7_4124
ko:K09123	pap:PSPA7_4133
ko:K22548	pap:PSPA7_4137
