ko:K07713	sea:SeAg_B4418
ko:K20861	sea:SeAg_B0903
ko:K18829	sea:SeAg_B4732
ko:K20866	sea:SeAg_B4259
ko:K20881	sea:SeAg_B3695
ko:K20862	sea:SeAg_B4178
ko:K07319	sea:SeAg_B3577
ko:K18800	sea:SeAg_B3214
ko:K18778	sea:SeAg_B0158
ko:K18831	sea:SeAg_B1264
ko:K18831	sea:SeAg_B4263
ko:K18657	sea:SeAg_B1017
ko:K18890	sea:SeAg_B0501
ko:K03976	sea:SeAg_B0541
ko:K19055	sea:SeAg_B1894
ko:K03526	sea:SeAg_B2675
ko:K18979	sea:SeAg_B4634
ko:K18997	sea:SeAg_B1070
ko:K18988	sea:SeAg_B0411
ko:K19048	sea:SeAg_B0318
ko:K19046	sea:SeAg_B3070
ko:K19000	sea:SeAg_B0278
ko:K19227	sea:SeAg_B1457
ko:K07746	sea:SeAg_B3096
ko:K19222	sea:SeAg_B1806
ko:K19166	sea:SeAg_B4264
ko:K19226	sea:SeAg_B1458
ko:K19235	sea:SeAg_B0877
ko:K19236	sea:SeAg_B1970
ko:K19123	sea:SeAg_B3071
ko:K07448	sea:SeAg_B4815
ko:K19163	sea:SeAg_B4794
ko:K00590	sea:SeAg_B4803
ko:K19238	sea:SeAg_B2440
ko:K22044	sea:SeAg_B0863
ko:K19125	sea:SeAg_B3068
ko:K19228	sea:SeAg_B1456
ko:K19126	sea:SeAg_B3067
ko:K19234	sea:SeAg_B1796
ko:K19162	sea:SeAg_B0515
ko:K19168	sea:SeAg_B3202
ko:K19164	sea:SeAg_B4793
ko:K09951	sea:SeAg_B3065
ko:K19270	sea:SeAg_B2474
ko:K01992	sea:SeAg_B0850
ko:K01992	sea:SeAg_B0851
ko:K01992	sea:SeAg_B3787
ko:K19265	sea:SeAg_B2549
ko:K01066	sea:SeAg_B4265
ko:K03722	sea:SeAg_B1310
ko:K19416	sea:SeAg_B1043
ko:K19335	sea:SeAg_B1477
ko:K19353	sea:SeAg_B4359
ko:K19267	sea:SeAg_B4679
ko:K19337	sea:SeAg_B1237
ko:K19304	sea:SeAg_B1234
ko:K19334	sea:SeAg_B4753
ko:K19302	sea:SeAg_B0901
ko:K19270	sea:SeAg_B1849
ko:K19354	sea:SeAg_B3925
ko:K19336	sea:SeAg_B1476
ko:K19333	sea:SeAg_B1289
ko:K21637	sea:SeAg_B3301
ko:K19303	sea:SeAg_B1742
ko:K19611	sea:SeAg_B0624
ko:K02257	sea:SeAg_B0478
ko:K20023	sea:SeAg_B3915
ko:K19592	sea:SeAg_B0388
ko:K19594	sea:SeAg_B0384
ko:K19709	sea:SeAg_B1815
ko:K19688	sea:SeAg_B0896
ko:K19745	sea:SeAg_B3567
ko:K19778	sea:SeAg_B1603
ko:K00799	sea:SeAg_B0898
ko:K01785	sea:SeAg_B4252
ko:K06131	sea:SeAg_B0847
ko:K00799	sea:SeAg_B2489
ko:K06132	sea:SeAg_B2041
ko:K15777	sea:SeAg_B3370
ko:K19784	sea:SeAg_B4074
ko:K19802	sea:SeAg_B1469
ko:K16136	sea:SeAg_B1709
ko:K19803	sea:SeAg_B2362
ko:K19804	sea:SeAg_B1441
ko:K07497	sea:SeAg_B0359
ko:K19166	sea:SeAg_B1265
ko:K19810	sea:SeAg_B4611
ko:K07497	sea:SeAg_B1118
ko:K07497	sea:SeAg_B1088
ko:K07497	sea:SeAg_B0725
ko:K07126	sea:SeAg_B0477
ko:K07126	sea:SeAg_B0476
ko:K07497	sea:SeAg_B2654
ko:K21636	sea:SeAg_B4734
ko:K20265	sea:SeAg_B2501
ko:K20276	sea:SeAg_B2835
ko:K19591	sea:SeAg_B0546
ko:K01612	sea:SeAg_B3043
ko:K01236	sea:SeAg_B1605
ko:K20542	sea:SeAg_B3825
ko:K20534	sea:SeAg_B4458
ko:K20543	sea:SeAg_B3824
ko:K20534	sea:SeAg_B0603
ko:K20541	sea:SeAg_B3826
ko:K21394	sea:SeAg_B3885
ko:K22132	sea:SeAg_B3133
ko:K20609	sea:SeAg_B1549
ko:K01214	sea:SeAg_B1607
ko:K21029	sea:SeAg_B0886
ko:K21023	sea:SeAg_B3579
ko:K21084	sea:SeAg_B2251
ko:K21021	sea:SeAg_B2817
ko:K21085	sea:SeAg_B1132
ko:K21086	sea:SeAg_B3818
ko:K21087	sea:SeAg_B1335
ko:K21089	sea:SeAg_B2306
ko:K08968	sea:SeAg_B1284
ko:K21090	sea:SeAg_B1304
ko:K03292	sea:SeAg_B0170
ko:K03892	sea:SeAg_B2124
ko:K21393	sea:SeAg_B3886
ko:K21395	sea:SeAg_B3887
ko:K21449	sea:SeAg_B3908
ko:K21470	sea:SeAg_B1001
ko:K21602	sea:SeAg_B3881
ko:K21645	sea:SeAg_B0800
ko:K21739	sea:SeAg_B0609
ko:K21740	sea:SeAg_B0610
ko:K21741	sea:SeAg_B0611
ko:K21746	sea:SeAg_B0608
ko:K21698	sea:SeAg_B3558
ko:K21695	sea:SeAg_B3557
ko:K21759	sea:SeAg_B3044
ko:K21948	sea:SeAg_B3038
ko:K21990	sea:SeAg_B2533
ko:K22041	sea:SeAg_B1972
ko:K22024	sea:SeAg_B0195
ko:K22025	sea:SeAg_B3035
ko:K22051	sea:SeAg_B4625
ko:K03741	sea:SeAg_B2123
ko:K08319	sea:SeAg_B3039
ko:K22131	sea:SeAg_B3036
ko:K14274	sea:SeAg_B2812
ko:K22130	sea:SeAg_B3037
ko:K22129	sea:SeAg_B0194
ko:K22104	sea:SeAg_B3531
ko:K22110	sea:SeAg_B4297
ko:K22110	sea:SeAg_B4247
ko:K22270	sea:SeAg_B2321
ko:K03079	sea:SeAg_B3890
ko:K03078	sea:SeAg_B3889
ko:K03077	sea:SeAg_B3891
ko:K03077	sea:SeAg_B0112
ko:K15634	sea:SeAg_B4909
ko:K22397	sea:SeAg_B3733
ko:K22293	sea:SeAg_B1661
ko:K13566	sea:SeAg_B0342
ko:K11206	sea:SeAg_B0672
ko:K22488	sea:SeAg_B2996
ko:K22486	sea:SeAg_B2998
ko:K22489	sea:SeAg_B3041
ko:K00424	sea:SeAg_B0778
ko:K22487	sea:SeAg_B2994
ko:K22505	sea:SeAg_B2993
ko:K22512	sea:SeAg_B3017
ko:K22504	sea:SeAg_B3020
ko:K22506	sea:SeAg_B3016
ko:K22507	sea:SeAg_B3012
ko:K22508	sea:SeAg_B3011
ko:K22509	sea:SeAg_B3010
ko:K22510	sea:SeAg_B3009
ko:K22511	sea:SeAg_B3019
ko:K22513	sea:SeAg_B3015
ko:K22514	sea:SeAg_B3014
