ko:K02495	ese:ECSF_3720
ko:K03502	ese:ECSF_1129
ko:K07724	ese:ECSF_1160
ko:K13654	ese:ECSF_1373
ko:K10748	ese:ECSF_1471
ko:K04565	ese:ECSF_1509
ko:K03169	ese:ECSF_1623
ko:K09797	ese:ECSF_1627
ko:K08722	ese:ECSF_2168
ko:K11685	ese:ECSF_2466
ko:K07724	ese:ECSF_3020
ko:K05785	ese:ECSF_3699
ko:K12684	ese:ECSF_4010
ko:K12684	ese:ECSF_4014
ko:K07480	ese:ECSF_4266
ko:K15773	ese:ECSF_4167
ko:K07480	ese:ECSF_4173
ko:K07480	ese:ECSF_4282
ko:K07480	ese:ECSF_4283
ko:K03497	ese:ECSF_P1-0001
ko:K12068	ese:ECSF_P1-0014
ko:K12067	ese:ECSF_P1-0015
ko:K12066	ese:ECSF_P1-0016
ko:K12065	ese:ECSF_P1-0017
ko:K12063	ese:ECSF_P1-0026
ko:K12061	ese:ECSF_P1-0028
ko:K12060	ese:ECSF_P1-0029
ko:K12059	ese:ECSF_P1-0031
ko:K12058	ese:ECSF_P1-0032
ko:K12057	ese:ECSF_P1-0034
ko:K12072	ese:ECSF_P1-0041
ko:K12056	ese:ECSF_P1-0042
ko:K01355	ese:ECSF_0496
ko:K07796	ese:ECSF_0502
ko:K07810	ese:ECSF_0503
ko:K05839	ese:ECSF_0420
ko:K03646	ese:ECSF_0672
ko:K03674	ese:ECSF_0774
ko:K07484	ese:ECSF_4190
ko:K03761	ese:ECSF_2426
ko:K03761	ese:ECSF_2429
ko:K18839	ese:ECSF_4017
ko:K07483	ese:ECSF_4182
ko:K03976	ese:ECSF_0443
ko:K18840	ese:ECSF_4016
ko:K07483	ese:ECSF_P1-0093
ko:K19055	ese:ECSF_1648
ko:K07497	ese:ECSF_1176
ko:K07483	ese:ECSF_1719
ko:K18979	ese:ECSF_4053
ko:K07484	ese:ECSF_1094
ko:K07484	ese:ECSF_1870
ko:K07484	ese:ECSF_3563
ko:K07484	ese:ECSF_4245
ko:K07484	ese:ECSF_P1-0049
ko:K07484	ese:ECSF_P1-0061
ko:K18997	ese:ECSF_0906
ko:K18988	ese:ECSF_0336
ko:K19000	ese:ECSF_0204
ko:K01185	ese:ECSF_1065
ko:K07484	ese:ECSF_1869
ko:K07484	ese:ECSF_3562
ko:K07484	ese:ECSF_4246
ko:K07484	ese:ECSF_P1-0048
ko:K07484	ese:ECSF_P1-0062
ko:K07484	ese:ECSF_4189
ko:K19227	ese:ECSF_1281
ko:K19229	ese:ECSF_1279
ko:K07452	ese:ECSF_4220
ko:K19147	ese:ECSF_4219
ko:K19155	ese:ECSF_2966
ko:K19156	ese:ECSF_2965
ko:K19221	ese:ECSF_1250
ko:K19222	ese:ECSF_1546
ko:K19166	ese:ECSF_2926
ko:K19226	ese:ECSF_1282
ko:K19235	ese:ECSF_0744
ko:K19236	ese:ECSF_1013
ko:K02777	ese:ECSF_2281
ko:K18922	ese:ECSF_2550
ko:K19163	ese:ECSF_P1-0118
ko:K19163	ese:ECSF_0055
ko:K19158	ese:ECSF_1906
ko:K16291	ese:ECSF_1848
ko:K19238	ese:ECSF_2140
ko:K01710	ese:ECSF_1930
ko:K01710	ese:ECSF_3628
ko:K00336	ese:ECSF_2160
ko:K19228	ese:ECSF_1280
ko:K22044	ese:ECSF_0734
ko:K19159	ese:ECSF_1907
ko:K08280	ese:ECSF_1922
ko:K19168	ese:ECSF_2691
ko:K19164	ese:ECSF_0054
ko:K00633	ese:ECSF_0313
ko:K19270	ese:ECSF_2170
ko:K01992	ese:ECSF_0718
ko:K01992	ese:ECSF_0719
ko:K01992	ese:ECSF_3308
ko:K19265	ese:ECSF_2831
ko:K01066	ese:ECSF_3740
ko:K19416	ese:ECSF_0884
ko:K03722	ese:ECSF_0725
ko:K07496	ese:ECSF_1784
ko:K07496	ese:ECSF_3223
ko:K19267	ese:ECSF_4105
ko:K01785	ese:ECSF_3730
ko:K19337	ese:ECSF_1711
ko:K19338	ese:ECSF_1845
ko:K19304	ese:ECSF_1714
ko:K19334	ese:ECSF_4141
ko:K19302	ese:ECSF_0766
ko:K19270	ese:ECSF_1589
ko:K19354	ese:ECSF_3451
ko:K19333	ese:ECSF_1684
ko:K19303	ese:ECSF_1517
ko:K21636	ese:ECSF_4127
ko:K19577	ese:ECSF_1519
ko:K02796	ese:ECSF_1675
ko:K19611	ese:ECSF_0524
ko:K02257	ese:ECSF_0388
ko:K19709	ese:ECSF_1554
ko:K19688	ese:ECSF_0761
ko:K19775	ese:ECSF_2937
ko:K19745	ese:ECSF_3077
ko:K19777	ese:ECSF_3337
ko:K19778	ese:ECSF_3336
ko:K19776	ese:ECSF_3539
ko:K00799	ese:ECSF_0763
ko:K06131	ese:ECSF_0715
ko:K00799	ese:ECSF_2178
ko:K06132	ese:ECSF_0946
ko:K07497	ese:ECSF_P1-0080
ko:K07147	ese:ECSF_1820
ko:K15777	ese:ECSF_2883
ko:K19784	ese:ECSF_3558
ko:K13069	ese:ECSF_1432
ko:K19802	ese:ECSF_1306
ko:K02538	ese:ECSF_3499
ko:K01023	ese:ECSF_2880
ko:K19803	ese:ECSF_2056
ko:K19804	ese:ECSF_1262
ko:K07497	ese:ECSF_P1-0100
ko:K06867	ese:ECSF_1580
ko:K19810	ese:ECSF_4034
ko:K19956	ese:ECSF_3872
ko:K19956	ese:ECSF_2728
ko:K22105	ese:ECSF_3826
ko:K07484	ese:ECSF_P1-0103
ko:K07484	ese:ECSF_P1-0106
ko:K20117	ese:ECSF_3671
ko:K20118	ese:ECSF_3671
ko:K20265	ese:ECSF_1401
ko:K07686	ese:ECSF_3516
ko:K20542	ese:ECSF_3359
ko:K20543	ese:ECSF_3358
ko:K20541	ese:ECSF_3360
ko:K21394	ese:ECSF_3413
ko:K22111	ese:ECSF_4249
ko:K22132	ese:ECSF_2603
ko:K02790	ese:ECSF_1482
ko:K02791	ese:ECSF_1482
ko:K20609	ese:ECSF_4238
ko:K02438	ese:ECSF_3252
ko:K02790	ese:ECSF_2630
ko:K02791	ese:ECSF_2630
ko:K02790	ese:ECSF_4175
ko:K02791	ese:ECSF_4175
ko:K21084	ese:ECSF_1956
ko:K21085	ese:ECSF_1807
ko:K04333	ese:ECSF_0939
ko:K21086	ese:ECSF_3353
ko:K21087	ese:ECSF_1139
ko:K21088	ese:ECSF_1322
ko:K21089	ese:ECSF_2009
ko:K21021	ese:ECSF_2440
ko:K21028	ese:ECSF_1618
ko:K21090	ese:ECSF_1671
ko:K00525	ese:ECSF_2472
ko:K00526	ese:ECSF_2473
ko:K06217	ese:ECSF_0926
ko:K00558	ese:ECSF_1812
ko:K00560	ese:ECSF_2642
ko:K16711	ese:ECSF_1932
ko:K06197	ese:ECSF_1194
ko:K00857	ese:ECSF_1219
ko:K02316	ese:ECSF_2910
ko:K03546	ese:ECSF_0357
ko:K14059	ese:ECSF_1326
ko:K02314	ese:ECSF_3911
ko:K06919	ese:ECSF_2228
ko:K06217	ese:ECSF_0598
ko:K06223	ese:ECSF_3208
ko:K04068	ese:ECSF_4126
ko:K06866	ese:ECSF_2418
ko:K00558	ese:ECSF_4165
ko:K09935	ese:ECSF_0724
ko:K07336	ese:ECSF_0730
ko:K06191	ese:ECSF_2470
ko:K00558	ese:ECSF_4217
ko:K07313	ese:ECSF_1695
ko:K02315	ese:ECSF_4295
ko:K03676	ese:ECSF_3446
ko:K01520	ese:ECSF_3476
ko:K00980	ese:ECSF_2781
ko:K00525	ese:ECSF_2115
ko:K07334	ese:ECSF_1392
ko:K02335	ese:ECSF_3716
ko:K21393	ese:ECSF_3414
ko:K21395	ese:ECSF_3415
ko:K21449	ese:ECSF_3438
ko:K21470	ese:ECSF_0846
ko:K21498	ese:ECSF_0446
ko:K01451	ese:ECSF_3824
ko:K07334	ese:ECSF_0445
ko:K21498	ese:ECSF_1391
ko:K21602	ese:ECSF_3409
ko:K21739	ese:ECSF_0278
ko:K21740	ese:ECSF_0277
ko:K21741	ese:ECSF_0276
ko:K21742	ese:ECSF_2904
ko:K21746	ese:ECSF_0279
ko:K21698	ese:ECSF_3067
ko:K21695	ese:ECSF_3066
ko:K21936	ese:ECSF_3330
ko:K21948	ese:ECSF_2531
ko:K21963	ese:ECSF_0263
ko:K21965	ese:ECSF_0261
ko:K21966	ese:ECSF_0260
ko:K21974	ese:ECSF_1105
ko:K21975	ese:ECSF_1107
ko:K21968	ese:ECSF_0258
ko:K21976	ese:ECSF_1108
ko:K21990	ese:ECSF_2223
ko:K22041	ese:ECSF_1011
ko:K22015	ese:ECSF_3959
ko:K22015	ese:ECSF_3958
ko:K22024	ese:ECSF_0616
ko:K22051	ese:ECSF_4048
ko:K21964	ese:ECSF_0262
ko:K21967	ese:ECSF_0259
ko:K21972	ese:ECSF_1103
ko:K21973	ese:ECSF_1104
ko:K08319	ese:ECSF_2530
ko:K22131	ese:ECSF_2533
ko:K01816	ese:ECSF_0471
ko:K05275	ese:ECSF_1339
ko:K22130	ese:ECSF_2532
ko:K22129	ese:ECSF_0615
ko:K03595	ese:ECSF_2405
ko:K22104	ese:ECSF_3051
ko:K22110	ese:ECSF_4251
ko:K22110	ese:ECSF_3725
ko:K03079	ese:ECSF_3418
ko:K08994	ese:ECSF_1418
ko:K03078	ese:ECSF_3417
ko:K03077	ese:ECSF_3419
ko:K15634	ese:ECSF_4330
ko:K22396	ese:ECSF_4229
ko:K22293	ese:ECSF_1435
ko:K22397	ese:ECSF_4230
ko:K13566	ese:ECSF_0226
ko:K11206	ese:ECSF_0565
ko:K07319	ese:ECSF_P1-0135
