ko:K16238	kpv:KPNIH29_05445
ko:K12661	kpv:KPNIH29_18560
ko:K12944	kpv:KPNIH29_18590
ko:K01911	kpv:KPNIH29_18595
ko:K02549	kpv:KPNIH29_18600
ko:K01661	kpv:KPNIH29_18605
ko:K08680	kpv:KPNIH29_18610
ko:K02551	kpv:KPNIH29_18615
ko:K02552	kpv:KPNIH29_18620
ko:K02348	kpv:KPNIH29_18625
ko:K00784	kpv:KPNIH29_18630
ko:K00343	kpv:KPNIH29_18635
ko:K00342	kpv:KPNIH29_18640
ko:K00341	kpv:KPNIH29_18645
ko:K00340	kpv:KPNIH29_18650
ko:K00339	kpv:KPNIH29_18655
ko:K00338	kpv:KPNIH29_18660
ko:K00337	kpv:KPNIH29_18665
ko:K00335	kpv:KPNIH29_18675
ko:K00334	kpv:KPNIH29_18680
ko:K13378	kpv:KPNIH29_18685
ko:K00331	kpv:KPNIH29_18690
ko:K00330	kpv:KPNIH29_18695
ko:K14260	kpv:KPNIH29_18710
ko:K08722	kpv:KPNIH29_18715
ko:K09161	kpv:KPNIH29_18730
ko:K09899	kpv:KPNIH29_18735
ko:K00925	kpv:KPNIH29_18740
ko:K13788	kpv:KPNIH29_18745
ko:K02074	kpv:KPNIH29_20640
ko:K08305	kpv:KPNIH29_20645
ko:K02783	kpv:KPNIH29_20650
ko:K02782	kpv:KPNIH29_20655
ko:K02783	kpv:KPNIH29_20655
ko:K02781	kpv:KPNIH29_20660
ko:K00068	kpv:KPNIH29_20665
ko:K02466	kpv:KPNIH29_20670
ko:K02468	kpv:KPNIH29_20675
ko:K02467	kpv:KPNIH29_20680
ko:K12266	kpv:KPNIH29_20685
ko:K12264	kpv:KPNIH29_20695
ko:K12265	kpv:KPNIH29_20700
ko:K07241	kpv:KPNIH29_20705
ko:K04656	kpv:KPNIH29_20710
ko:K05796	kpv:KPNIH29_20715
ko:K03487	kpv:KPNIH29_20720
ko:K02752	kpv:KPNIH29_20730
ko:K02753	kpv:KPNIH29_20730
ko:K01223	kpv:KPNIH29_20735
ko:K19048	kpv:KPNIH29_20740
ko:K08315	kpv:KPNIH29_20745
ko:K15834	kpv:KPNIH29_20750
ko:K15832	kpv:KPNIH29_20755
ko:K15831	kpv:KPNIH29_20760
ko:K15830	kpv:KPNIH29_20765
ko:K15829	kpv:KPNIH29_20770
ko:K15828	kpv:KPNIH29_20775
ko:K15827	kpv:KPNIH29_20780
ko:K15833	kpv:KPNIH29_20785
ko:K04651	kpv:KPNIH29_20790
ko:K04652	kpv:KPNIH29_20795
ko:K04653	kpv:KPNIH29_20800
ko:K04654	kpv:KPNIH29_20805
ko:K04655	kpv:KPNIH29_20810
ko:K15836	kpv:KPNIH29_20815
ko:K01223	kpv:KPNIH29_20820
ko:K16077	kpv:KPNIH29_20830
ko:K02761	kpv:KPNIH29_20835
ko:K02760	kpv:KPNIH29_20840
ko:K02761	kpv:KPNIH29_20845
ko:K02759	kpv:KPNIH29_20850
ko:K00847	kpv:KPNIH29_20855
ko:K07217	kpv:KPNIH29_10465
ko:K00425	kpv:KPNIH29_10470
ko:K00426	kpv:KPNIH29_10475
ko:K03182	kpv:KPNIH29_10505
ko:K01424	kpv:KPNIH29_10525
ko:K12974	kpv:KPNIH29_10540
ko:K11250	kpv:KPNIH29_10545
ko:K13069	kpv:KPNIH29_10565
ko:K09712	kpv:KPNIH29_10570
ko:K03449	kpv:KPNIH29_10590
ko:K19055	kpv:KPNIH29_10605
ko:K03503	kpv:KPNIH29_10620
ko:K03502	kpv:KPNIH29_10625
ko:K11607	kpv:KPNIH29_20870
ko:K11605	kpv:KPNIH29_20875
ko:K11606	kpv:KPNIH29_20880
ko:K07088	kpv:KPNIH29_20895
ko:K11216	kpv:KPNIH29_23060
ko:K00219	kpv:KPNIH29_23065
ko:K11391	kpv:KPNIH29_23070
ko:K07043	kpv:KPNIH29_23085
ko:K07862	kpv:KPNIH29_23100
ko:K01685	kpv:KPNIH29_23110
ko:K01812	kpv:KPNIH29_23115
ko:K08191	kpv:KPNIH29_23120
ko:K15977	kpv:KPNIH29_23160
ko:K07393	kpv:KPNIH29_23165
ko:K06911	kpv:KPNIH29_23180
ko:K00865	kpv:KPNIH29_23205
ko:K01630	kpv:KPNIH29_23215
ko:K12299	kpv:KPNIH29_23220
ko:K01708	kpv:KPNIH29_23230
ko:K08302	kpv:KPNIH29_23250
ko:K16370	kpv:KPNIH29_23255
ko:K02769	kpv:KPNIH29_23260
ko:K02770	kpv:KPNIH29_23260
ko:K11189	kpv:KPNIH29_23265
ko:K16371	kpv:KPNIH29_23270
ko:K02773	kpv:KPNIH29_23275
ko:K02774	kpv:KPNIH29_23280
ko:K02775	kpv:KPNIH29_23285
ko:K00094	kpv:KPNIH29_23290
ko:K02436	kpv:KPNIH29_23295
ko:K07056	kpv:KPNIH29_23305
ko:K07121	kpv:KPNIH29_23310
ko:K07460	kpv:KPNIH29_23315
ko:K12961	kpv:KPNIH29_23320
ko:K07733	kpv:KPNIH29_25720
ko:K13979	kpv:KPNIH29_25770
ko:K02073	kpv:KPNIH29_25795
ko:K18991	kpv:KPNIH29_25800
ko:K09958	kpv:KPNIH29_25810
ko:K07006	kpv:KPNIH29_25815
ko:K03585	kpv:KPNIH29_25855
ko:K18138	kpv:KPNIH29_25860
ko:K18139	kpv:KPNIH29_25865
ko:K07552	kpv:KPNIH29_25870
ko:K07106	kpv:KPNIH29_25875
ko:K11191	kpv:KPNIH29_25880
ko:K11192	kpv:KPNIH29_25880
ko:K16514	kpv:KPNIH29_25900
ko:K10218	kpv:KPNIH29_25905
ko:K16515	kpv:KPNIH29_25910
ko:K16516	kpv:KPNIH29_25915
ko:K04099	kpv:KPNIH29_25920
ko:K02760	kpv:KPNIH29_25935
ko:K02761	kpv:KPNIH29_25940
ko:K02759	kpv:KPNIH29_25945
ko:K02024	kpv:KPNIH29_25950
ko:K11082	kpv:KPNIH29_25955
ko:K11083	kpv:KPNIH29_25960
ko:K11084	kpv:KPNIH29_25965
ko:K11081	kpv:KPNIH29_25970
ko:K09996	kpv:KPNIH29_02185
ko:K18979	kpv:KPNIH29_02210
ko:K17758	kpv:KPNIH29_02215
ko:K17759	kpv:KPNIH29_02215
ko:K06925	kpv:KPNIH29_02220
ko:K01448	kpv:KPNIH29_02225
ko:K03572	kpv:KPNIH29_02230
ko:K00791	kpv:KPNIH29_02235
ko:K03666	kpv:KPNIH29_02240
ko:K03665	kpv:KPNIH29_02245
ko:K04088	kpv:KPNIH29_02250
ko:K04087	kpv:KPNIH29_02255
ko:K09937	kpv:KPNIH29_02270
ko:K01939	kpv:KPNIH29_02275
ko:K13771	kpv:KPNIH29_02280
ko:K12573	kpv:KPNIH29_02285
ko:K03218	kpv:KPNIH29_02290
ko:K09456	kpv:KPNIH29_02295
ko:K06889	kpv:KPNIH29_02310
ko:K03477	kpv:KPNIH29_02315
ko:K03476	kpv:KPNIH29_02320
ko:K03475	kpv:KPNIH29_02325
ko:K02822	kpv:KPNIH29_02330
ko:K02821	kpv:KPNIH29_02335
ko:K03078	kpv:KPNIH29_02340
ko:K03079	kpv:KPNIH29_02345
ko:K03077	kpv:KPNIH29_02350
ko:K02990	kpv:KPNIH29_02365
ko:K02686	kpv:KPNIH29_02370
ko:K02963	kpv:KPNIH29_02375
ko:K02939	kpv:KPNIH29_02380
ko:K07269	kpv:KPNIH29_02385
ko:K03773	kpv:KPNIH29_02390
ko:K11737	kpv:KPNIH29_02395
ko:K07322	kpv:KPNIH29_02400
ko:K01119	kpv:KPNIH29_02425
ko:K01082	kpv:KPNIH29_02430
ko:K07109	kpv:KPNIH29_02435
ko:K12308	kpv:KPNIH29_02450
ko:K02532	kpv:KPNIH29_02455
ko:K03503	kpv:KPNIH29_06665
ko:K07127	kpv:KPNIH29_06675
ko:K01647	kpv:KPNIH29_06690
ko:K07345	kpv:KPNIH29_06705
ko:K02517	kpv:KPNIH29_06730
ko:K03765	kpv:KPNIH29_06740
ko:K03757	kpv:KPNIH29_06745
ko:K03305	kpv:KPNIH29_06755
ko:K04567	kpv:KPNIH29_06760
ko:K03335	kpv:KPNIH29_06770
ko:K00010	kpv:KPNIH29_06785
ko:K02529	kpv:KPNIH29_06790
ko:K17213	kpv:KPNIH29_06795
ko:K17215	kpv:KPNIH29_06800
ko:K03484	kpv:KPNIH29_06820
ko:K13633	kpv:KPNIH29_12820
ko:K00549	kpv:KPNIH29_12830
ko:K11959	kpv:KPNIH29_12835
ko:K11960	kpv:KPNIH29_12840
ko:K11961	kpv:KPNIH29_12845
ko:K11962	kpv:KPNIH29_12850
ko:K11963	kpv:KPNIH29_12855
ko:K15268	kpv:KPNIH29_12870
ko:K13630	kpv:KPNIH29_12875
ko:K13632	kpv:KPNIH29_12880
ko:K03712	kpv:KPNIH29_12885
ko:K05595	kpv:KPNIH29_12895
ko:K08159	kpv:KPNIH29_12900
ko:K00016	kpv:KPNIH29_12915
ko:K03829	kpv:KPNIH29_12920
ko:K08324	kpv:KPNIH29_12930
ko:K01425	kpv:KPNIH29_12935
ko:K00041	kpv:KPNIH29_12955
ko:K11903	kpv:KPNIH29_12975
ko:K01607	kpv:KPNIH29_12985
ko:K00598	kpv:KPNIH29_12990
ko:K00459	kpv:KPNIH29_13020
ko:K02072	kpv:KPNIH29_13025
ko:K02073	kpv:KPNIH29_13035
ko:K06137	kpv:KPNIH29_13900
ko:K06138	kpv:KPNIH29_13905
ko:K06139	kpv:KPNIH29_13910
ko:K01951	kpv:KPNIH29_13920
ko:K05515	kpv:KPNIH29_13925
ko:K09936	kpv:KPNIH29_13930
ko:K09936	kpv:KPNIH29_13935
ko:K03782	kpv:KPNIH29_13945
ko:K06916	kpv:KPNIH29_13950
ko:K07507	kpv:KPNIH29_13955
ko:K08369	kpv:KPNIH29_13960
ko:K02759	kpv:KPNIH29_13965
ko:K02760	kpv:KPNIH29_13970
ko:K05989	kpv:KPNIH29_13990
ko:K02761	kpv:KPNIH29_13995
ko:K02030	kpv:KPNIH29_14025
ko:K04063	kpv:KPNIH29_14035
ko:K05343	kpv:KPNIH29_14065
ko:K02972	kpv:KPNIH29_14115
ko:K00027	kpv:KPNIH29_14125
ko:K01507	kpv:KPNIH29_14150
ko:K13953	kpv:KPNIH29_14160
ko:K02035	kpv:KPNIH29_14165
ko:K02033	kpv:KPNIH29_14170
ko:K02199	kpv:KPNIH29_15275
ko:K02198	kpv:KPNIH29_15280
ko:K02197	kpv:KPNIH29_15285
ko:K02196	kpv:KPNIH29_15290
ko:K02195	kpv:KPNIH29_15295
ko:K02194	kpv:KPNIH29_15300
ko:K02193	kpv:KPNIH29_15305
ko:K06151	kpv:KPNIH29_15315
ko:K06152	kpv:KPNIH29_15320
ko:K02010	kpv:KPNIH29_15335
ko:K02011	kpv:KPNIH29_15340
ko:K02012	kpv:KPNIH29_15345
ko:K13574	kpv:KPNIH29_15355
ko:K02028	kpv:KPNIH29_15395
ko:K02029	kpv:KPNIH29_15400
ko:K02030	kpv:KPNIH29_15405
ko:K02016	kpv:KPNIH29_15420
ko:K02015	kpv:KPNIH29_15425
ko:K02015	kpv:KPNIH29_15430
ko:K02013	kpv:KPNIH29_15435
ko:K02014	kpv:KPNIH29_15440
ko:K02049	kpv:KPNIH29_15445
ko:K02050	kpv:KPNIH29_15450
ko:K02051	kpv:KPNIH29_15455
ko:K15553	kpv:KPNIH29_15460
ko:K04091	kpv:KPNIH29_15470
ko:K05810	kpv:KPNIH29_15490
ko:K05819	kpv:KPNIH29_15495
ko:K01666	kpv:KPNIH29_15500
ko:K04073	kpv:KPNIH29_15505
ko:K02554	kpv:KPNIH29_15510
ko:K05713	kpv:KPNIH29_15520
ko:K05712	kpv:KPNIH29_15525
ko:K05818	kpv:KPNIH29_15530
ko:K02016	kpv:KPNIH29_15535
ko:K09816	kpv:KPNIH29_16875
ko:K03551	kpv:KPNIH29_16880
ko:K03550	kpv:KPNIH29_16885
ko:K01159	kpv:KPNIH29_16890
ko:K08310	kpv:KPNIH29_16900
ko:K01876	kpv:KPNIH29_16905
ko:K07136	kpv:KPNIH29_16920
ko:K15256	kpv:KPNIH29_16925
ko:K15257	kpv:KPNIH29_16930
ko:K06201	kpv:KPNIH29_16935
ko:K09907	kpv:KPNIH29_16940
ko:K01887	kpv:KPNIH29_16945
ko:K15532	kpv:KPNIH29_16950
ko:K16210	kpv:KPNIH29_16955
ko:K11604	kpv:KPNIH29_20865
ko:K14064	kpv:KPNIH29_16960
ko:K00697	kpv:KPNIH29_16965
ko:K01087	kpv:KPNIH29_16970
ko:K10538	kpv:KPNIH29_16975
ko:K10539	kpv:KPNIH29_16980
ko:K10537	kpv:KPNIH29_16985
ko:K02255	kpv:KPNIH29_16990
ko:K16210	kpv:KPNIH29_17000
ko:K02217	kpv:KPNIH29_17025
ko:K03834	kpv:KPNIH29_17035
ko:K07039	kpv:KPNIH29_17040
ko:K01714	kpv:KPNIH29_17045
ko:K00995	kpv:KPNIH29_17065
ko:K03703	kpv:KPNIH29_17070
ko:K07689	kpv:KPNIH29_17075
ko:K07782	kpv:KPNIH29_17085
ko:K10010	kpv:KPNIH29_17090
ko:K10009	kpv:KPNIH29_17095
ko:K05396	kpv:KPNIH29_17100
ko:K02424	kpv:KPNIH29_17105
ko:K01176	kpv:KPNIH29_17110
ko:K07781	kpv:KPNIH29_17120
ko:K09781	kpv:KPNIH29_17140
ko:K07095	kpv:KPNIH29_18755
ko:K07589	kpv:KPNIH29_18770
ko:K07071	kpv:KPNIH29_18775
ko:K10017	kpv:KPNIH29_18790
ko:K10015	kpv:KPNIH29_18795
ko:K10016	kpv:KPNIH29_18800
ko:K10014	kpv:KPNIH29_18805
ko:K10013	kpv:KPNIH29_18810
ko:K03186	kpv:KPNIH29_18820
ko:K00764	kpv:KPNIH29_18825
ko:K03558	kpv:KPNIH29_18830
ko:K03749	kpv:KPNIH29_18835
ko:K11754	kpv:KPNIH29_18840
ko:K01963	kpv:KPNIH29_18845
ko:K03975	kpv:KPNIH29_18850
ko:K06173	kpv:KPNIH29_18855
ko:K03473	kpv:KPNIH29_18865
ko:K00647	kpv:KPNIH29_18880
ko:K15461	kpv:KPNIH29_18885
ko:K09906	kpv:KPNIH29_18895
ko:K07090	kpv:KPNIH29_18900
ko:K07261	kpv:KPNIH29_18905
ko:K01736	kpv:KPNIH29_18910
ko:K07320	kpv:KPNIH29_18915
ko:K08296	kpv:KPNIH29_18925
ko:K01782	kpv:KPNIH29_18930
ko:K06076	kpv:KPNIH29_18945
ko:K04754	kpv:KPNIH29_18950
ko:K11921	kpv:KPNIH29_18975
ko:K03449	kpv:KPNIH29_18985
ko:K14261	kpv:KPNIH29_18990
ko:K02478	kpv:KPNIH29_19005
ko:K01652	kpv:KPNIH29_20900
ko:K07401	kpv:KPNIH29_20905
ko:K16087	kpv:KPNIH29_20910
ko:K07225	kpv:KPNIH29_20915
ko:K02016	kpv:KPNIH29_20920
ko:K02015	kpv:KPNIH29_20925
ko:K02013	kpv:KPNIH29_20930
ko:K03555	kpv:KPNIH29_20935
ko:K18922	kpv:KPNIH29_20940
ko:K03186	kpv:KPNIH29_20955
ko:K03087	kpv:KPNIH29_20980
ko:K06194	kpv:KPNIH29_20985
ko:K00573	kpv:KPNIH29_20990
ko:K03787	kpv:KPNIH29_20995
ko:K06176	kpv:KPNIH29_21000
ko:K01770	kpv:KPNIH29_21005
ko:K00991	kpv:KPNIH29_21010
ko:K05589	kpv:KPNIH29_21015
ko:K00860	kpv:KPNIH29_21025
ko:K00956	kpv:KPNIH29_21030
ko:K00957	kpv:KPNIH29_21035
ko:K02302	kpv:KPNIH29_21040
ko:K09612	kpv:KPNIH29_21045
ko:K00390	kpv:KPNIH29_21050
ko:K00381	kpv:KPNIH29_21055
ko:K00380	kpv:KPNIH29_21060
ko:K01737	kpv:KPNIH29_21070
ko:K10026	kpv:KPNIH29_21075
ko:K01689	kpv:KPNIH29_21090
ko:K01937	kpv:KPNIH29_21095
ko:K04765	kpv:KPNIH29_21100
ko:K00951	kpv:KPNIH29_21105
ko:K03215	kpv:KPNIH29_21110
ko:K07678	kpv:KPNIH29_21115
ko:K00865	kpv:KPNIH29_21120
ko:K01706	kpv:KPNIH29_21125
ko:K13918	kpv:KPNIH29_21130
ko:K03535	kpv:KPNIH29_21135
ko:K06175	kpv:KPNIH29_21145
ko:K07089	kpv:KPNIH29_23330
ko:K05520	kpv:KPNIH29_23340
ko:K09979	kpv:KPNIH29_23345
ko:K07461	kpv:KPNIH29_23350
ko:K03824	kpv:KPNIH29_23355
ko:K08303	kpv:KPNIH29_23365
ko:K03835	kpv:KPNIH29_23380
ko:K05592	kpv:KPNIH29_23385
ko:K05803	kpv:KPNIH29_23390
ko:K00962	kpv:KPNIH29_23395
ko:K02956	kpv:KPNIH29_23405
ko:K03177	kpv:KPNIH29_23410
ko:K02834	kpv:KPNIH29_23415
ko:K02519	kpv:KPNIH29_23420
ko:K02600	kpv:KPNIH29_23425
ko:K09748	kpv:KPNIH29_23430
ko:K01940	kpv:KPNIH29_23445
ko:K03075	kpv:KPNIH29_23470
ko:K03431	kpv:KPNIH29_23475
ko:K00796	kpv:KPNIH29_23480
ko:K03798	kpv:KPNIH29_23485
ko:K02427	kpv:KPNIH29_23490
ko:K07574	kpv:KPNIH29_23495
ko:K03624	kpv:KPNIH29_23500
ko:K07259	kpv:KPNIH29_23505
ko:K03979	kpv:KPNIH29_23510
ko:K02899	kpv:KPNIH29_23520
ko:K02888	kpv:KPNIH29_23525
ko:K02523	kpv:KPNIH29_23530
ko:K07724	kpv:KPNIH29_23535
ko:K00790	kpv:KPNIH29_23540
ko:K07122	kpv:KPNIH29_23550
ko:K07323	kpv:KPNIH29_23555
ko:K02067	kpv:KPNIH29_23560
ko:K02066	kpv:KPNIH29_23565
ko:K02065	kpv:KPNIH29_23570
ko:K07301	kpv:KPNIH29_23575
ko:K06041	kpv:KPNIH29_23580
ko:K03270	kpv:KPNIH29_23585
ko:K11719	kpv:KPNIH29_23590
ko:K03430	kpv:KPNIH29_25980
ko:K05306	kpv:KPNIH29_25985
ko:K07726	kpv:KPNIH29_26000
ko:K07784	kpv:KPNIH29_26010
ko:K07783	kpv:KPNIH29_26015
ko:K07675	kpv:KPNIH29_26020
ko:K01653	kpv:KPNIH29_26030
ko:K01652	kpv:KPNIH29_26035
ko:K08154	kpv:KPNIH29_26055
ko:K13636	kpv:KPNIH29_26060
ko:K13629	kpv:KPNIH29_26070
ko:K01753	kpv:KPNIH29_26075
ko:K06871	kpv:KPNIH29_26080
ko:K00389	kpv:KPNIH29_26090
ko:K01232	kpv:KPNIH29_26095
ko:K02749	kpv:KPNIH29_26100
ko:K02750	kpv:KPNIH29_26100
ko:K03482	kpv:KPNIH29_26105
ko:K07085	kpv:KPNIH29_26110
ko:K04081	kpv:KPNIH29_26120
ko:K04080	kpv:KPNIH29_26125
ko:K08194	kpv:KPNIH29_26140
ko:K01684	kpv:KPNIH29_26145
ko:K01631	kpv:KPNIH29_26150
ko:K00883	kpv:KPNIH29_26155
ko:K02470	kpv:KPNIH29_26180
ko:K03629	kpv:KPNIH29_26185
ko:K02338	kpv:KPNIH29_26190
ko:K02313	kpv:KPNIH29_26195
ko:K02914	kpv:KPNIH29_26200
ko:K08998	kpv:KPNIH29_26210
ko:K03217	kpv:KPNIH29_26215
ko:K03650	kpv:KPNIH29_26220
ko:K08163	kpv:KPNIH29_26230
ko:K07304	kpv:KPNIH29_02465
ko:K07278	kpv:KPNIH29_02470
ko:K09800	kpv:KPNIH29_02475
ko:K01507	kpv:KPNIH29_02495
ko:K02058	kpv:KPNIH29_02500
ko:K02056	kpv:KPNIH29_02510
ko:K02057	kpv:KPNIH29_02515
ko:K02057	kpv:KPNIH29_02520
ko:K03841	kpv:KPNIH29_02525
ko:K02558	kpv:KPNIH29_02530
ko:K07483	kpv:KPNIH29_02550
ko:K09889	kpv:KPNIH29_02560
ko:K03592	kpv:KPNIH29_02565
ko:K15536	kpv:KPNIH29_02570
ko:K01465	kpv:KPNIH29_02605
ko:K01042	kpv:KPNIH29_02610
ko:K18918	kpv:KPNIH29_02630
ko:K06218	kpv:KPNIH29_02635
ko:K02760	kpv:KPNIH29_02665
ko:K01222	kpv:KPNIH29_02670
ko:K02761	kpv:KPNIH29_02675
ko:K01226	kpv:KPNIH29_02680
ko:K02818	kpv:KPNIH29_02685
ko:K02819	kpv:KPNIH29_02685
ko:K03485	kpv:KPNIH29_02690
ko:K01531	kpv:KPNIH29_02695
ko:K09022	kpv:KPNIH29_02700
ko:K00610	kpv:KPNIH29_02705
ko:K00609	kpv:KPNIH29_02710
ko:K00611	kpv:KPNIH29_02720
ko:K09893	kpv:KPNIH29_02725
ko:K01193	kpv:KPNIH29_06825
ko:K02809	kpv:KPNIH29_06830
ko:K02810	kpv:KPNIH29_06830
ko:K16077	kpv:KPNIH29_06835
ko:K00847	kpv:KPNIH29_06840
ko:K02013	kpv:KPNIH29_06865
ko:K02015	kpv:KPNIH29_06870
ko:K02016	kpv:KPNIH29_06875
ko:K10013	kpv:KPNIH29_06910
ko:K01130	kpv:KPNIH29_06930
ko:K06871	kpv:KPNIH29_06935
ko:K18831	kpv:KPNIH29_06960
ko:K06995	kpv:KPNIH29_06975
ko:K09471	kpv:KPNIH29_06980
ko:K02014	kpv:KPNIH29_06995
ko:K19236	kpv:KPNIH29_09945
ko:K07448	kpv:KPNIH29_26470
ko:K05714	kpv:KPNIH29_15515
ko:K03445	kpv:KPNIH29_25990
ko:K19278	kpv:KPNIH29_26625
ko:K11745	kpv:KPNIH29_04030
ko:K22444	kpv:KPNIH29_09435
ko:K16291	kpv:KPNIH29_17200
ko:K19148	kpv:KPNIH29_26040
ko:K19162	kpv:KPNIH29_06140
ko:K03646	kpv:KPNIH29_13480
ko:K13631	kpv:KPNIH29_14890
ko:K02099	kpv:KPNIH29_02445
ko:K00101	kpv:KPNIH29_15655
ko:K02777	kpv:KPNIH29_19175
ko:K19168	kpv:KPNIH29_22100
ko:K11932	kpv:KPNIH29_08310
ko:K19238	kpv:KPNIH29_17245
ko:K01710	kpv:KPNIH29_17770
ko:K01710	kpv:KPNIH29_27440
ko:K01710	kpv:KPNIH29_00695
ko:K19228	kpv:KPNIH29_11190
ko:K19234	kpv:KPNIH29_15600
ko:K19235	kpv:KPNIH29_08635
ko:K04771	kpv:KPNIH29_04750
ko:K18699	kpv:KPNIH29_12780
ko:K07451	kpv:KPNIH29_27340
ko:K04772	kpv:KPNIH29_23715
ko:K19165	kpv:KPNIH29_24605
ko:K00336	kpv:KPNIH29_18670
ko:K00557	kpv:KPNIH29_00520
ko:K19265	kpv:KPNIH29_19030
ko:K19270	kpv:KPNIH29_18725
ko:K01582	kpv:KPNIH29_04865
ko:K00839	kpv:KPNIH29_13640
ko:K14228	kpv:KPNIH29_17050
ko:K01992	kpv:KPNIH29_03245
ko:K01992	kpv:KPNIH29_08470
ko:K01992	kpv:KPNIH29_08475
ko:K01066	kpv:KPNIH29_00190
ko:K14220	kpv:KPNIH29_17185
ko:K14220	kpv:KPNIH29_17215
ko:K14220	kpv:KPNIH29_17255
ko:K14220	kpv:KPNIH29_17270
ko:K03722	kpv:KPNIH29_16605
ko:K19416	kpv:KPNIH29_09405
ko:K14235	kpv:KPNIH29_00565
ko:K00020	kpv:KPNIH29_13220
ko:K11645	kpv:KPNIH29_18010
ko:K19335	kpv:KPNIH29_11510
ko:K03722	kpv:KPNIH29_08530
ko:K07497	kpv:KPNIH29_11440
ko:K07497	kpv:KPNIH29_18240
ko:K07497	kpv:KPNIH29_15260
ko:K07497	kpv:KPNIH29_02555
ko:K07497	kpv:KPNIH29_17375
ko:K07497	kpv:KPNIH29_17380
ko:K07497	kpv:KPNIH29_03000
ko:K07497	kpv:KPNIH29_26780
ko:K07497	kpv:KPNIH29_03020
ko:K07497	kpv:KPNIH29_07470
ko:K07497	kpv:KPNIH29_26825
ko:K07497	kpv:KPNIH29_26830
ko:K07497	kpv:KPNIH29_26895
ko:K07497	kpv:KPNIH29_22160
ko:K07497	kpv:KPNIH29_22505
ko:K07497	kpv:KPNIH29_27490
ko:K07497	kpv:KPNIH29_27525
ko:K00529	kpv:KPNIH29_19740
ko:K00529	kpv:KPNIH29_22320
ko:K19267	kpv:KPNIH29_02415
ko:K17214	kpv:KPNIH29_06805
ko:K19337	kpv:KPNIH29_16845
ko:K19338	kpv:KPNIH29_17210
ko:K19304	kpv:KPNIH29_16860
ko:K19505	kpv:KPNIH29_03560
ko:K19334	kpv:KPNIH29_02715
ko:K19302	kpv:KPNIH29_08760
ko:K01175	kpv:KPNIH29_07900
ko:K19270	kpv:KPNIH29_10925
ko:K19336	kpv:KPNIH29_11505
ko:K19333	kpv:KPNIH29_16710
ko:K02031	kpv:KPNIH29_15055
ko:K02031	kpv:KPNIH29_07165
ko:K02031	kpv:KPNIH29_07225
ko:K01980	kpv:KPNIH29_19945
ko:K01980	kpv:KPNIH29_01015
ko:K14233	kpv:KPNIH29_09415
ko:K14233	kpv:KPNIH29_17175
ko:K14232	kpv:KPNIH29_25060
ko:K14227	kpv:KPNIH29_01005
ko:K14227	kpv:KPNIH29_04950
ko:K14218	kpv:KPNIH29_00545
ko:K14218	kpv:KPNIH29_01010
ko:K14218	kpv:KPNIH29_04955
ko:K14227	kpv:KPNIH29_00540
ko:K19303	kpv:KPNIH29_14885
ko:K01096	kpv:KPNIH29_11105
ko:K19510	kpv:KPNIH29_03590
ko:K19577	kpv:KPNIH29_14900
ko:K19507	kpv:KPNIH29_03570
ko:K06884	kpv:KPNIH29_14090
ko:K06884	kpv:KPNIH29_09535
ko:K06884	kpv:KPNIH29_10450
ko:K14219	kpv:KPNIH29_00740
ko:K19611	kpv:KPNIH29_07345
ko:K11209	kpv:KPNIH29_18765
ko:K02532	kpv:KPNIH29_08725
ko:K19506	kpv:KPNIH29_03565
ko:K19508	kpv:KPNIH29_03575
ko:K19509	kpv:KPNIH29_03580
ko:K19509	kpv:KPNIH29_07065
ko:K02796	kpv:KPNIH29_16660
ko:K19585	kpv:KPNIH29_20285
ko:K19697	kpv:KPNIH29_21535
ko:K19688	kpv:KPNIH29_08730
ko:K14230	kpv:KPNIH29_22885
ko:K19776	kpv:KPNIH29_26160
ko:K08172	kpv:KPNIH29_17445
ko:K19775	kpv:KPNIH29_23125
ko:K19778	kpv:KPNIH29_22895
ko:K19778	kpv:KPNIH29_22920
ko:K15540	kpv:KPNIH29_06710
ko:K19784	kpv:KPNIH29_26245
ko:K00799	kpv:KPNIH29_08740
ko:K06131	kpv:KPNIH29_08455
ko:K00799	kpv:KPNIH29_18760
ko:K07119	kpv:KPNIH29_14465
ko:K15777	kpv:KPNIH29_22740
ko:K07147	kpv:KPNIH29_23815
ko:K01271	kpv:KPNIH29_00980
ko:K07274	kpv:KPNIH29_10675
ko:K07484	kpv:KPNIH29_19055
ko:K07484	kpv:KPNIH29_27265
ko:K07484	kpv:KPNIH29_26870
ko:K19802	kpv:KPNIH29_11290
ko:K01185	kpv:KPNIH29_06495
ko:K05710	kpv:KPNIH29_19730
ko:K19803	kpv:KPNIH29_18320
ko:K19804	kpv:KPNIH29_11115
ko:K21613	kpv:KPNIH29_14405
ko:K02444	kpv:KPNIH29_11620
ko:K07662	kpv:KPNIH29_00345
ko:K07484	kpv:KPNIH29_26865
ko:K07484	kpv:KPNIH29_19060
ko:K07484	kpv:KPNIH29_02990
ko:K02464	kpv:KPNIH29_04595
ko:K19810	kpv:KPNIH29_02105
ko:K21638	kpv:KPNIH29_01580
ko:K21636	kpv:KPNIH29_02645
ko:K00086	kpv:KPNIH29_22955
ko:K22468	kpv:KPNIH29_14205
ko:K00040	kpv:KPNIH29_18310
ko:K21405	kpv:KPNIH29_20400
