ko:K19744	pfw:PF1751_v1c20450
ko:K01895	pfw:PF1751_v1c20410
ko:K10022	pfw:PF1751_v1c20420
ko:K00140	pfw:PF1751_v1c20470
ko:K10544	pfw:PF1751_v1c20480
ko:K10545	pfw:PF1751_v1c20490
ko:K10543	pfw:PF1751_v1c20500
ko:K01805	pfw:PF1751_v1c20510
ko:K02529	pfw:PF1751_v1c20520
ko:K07267	pfw:PF1751_v1c20530
ko:K05358	pfw:PF1751_v1c20540
ko:K03406	pfw:PF1751_v1c20550
ko:K02014	pfw:PF1751_v1c20600
ko:K10537	pfw:PF1751_v1c20670
ko:K10539	pfw:PF1751_v1c20680
ko:K10538	pfw:PF1751_v1c20690
ko:K01785	pfw:PF1751_v1c20700
ko:K11209	pfw:PF1751_v1c20750
ko:K17213	pfw:PF1751_v1c20760
ko:K00010	pfw:PF1751_v1c20780
ko:K02529	pfw:PF1751_v1c20800
ko:K07223	pfw:PF1751_v1c20850
ko:K06153	pfw:PF1751_v1c20860
ko:K02035	pfw:PF1751_v1c20880
ko:K02033	pfw:PF1751_v1c20890
ko:K02034	pfw:PF1751_v1c20900
ko:K00128	pfw:PF1751_v1c28580
ko:K00363	pfw:PF1751_v1c28670
ko:K00362	pfw:PF1751_v1c28680
ko:K03406	pfw:PF1751_v1c28700
ko:K08191	pfw:PF1751_v1c28770
ko:K03762	pfw:PF1751_v1c28790
ko:K08223	pfw:PF1751_v1c28830
ko:K01426	pfw:PF1751_v1c28870
ko:K01053	pfw:PF1751_v1c28910
ko:K01061	pfw:PF1751_v1c28970
ko:K17850	pfw:PF1751_v1c28980
ko:K01467	pfw:PF1751_v1c28990
ko:K11689	pfw:PF1751_v1c29010
ko:K11688	pfw:PF1751_v1c29020
ko:K18292	pfw:PF1751_v1c29030
ko:K18289	pfw:PF1751_v1c29040
ko:K03543	pfw:PF1751_v1c33030
ko:K07677	pfw:PF1751_v1c33060
ko:K07677	pfw:PF1751_v1c33080
ko:K07687	pfw:PF1751_v1c33090
ko:K07345	pfw:PF1751_v1c33100
ko:K07347	pfw:PF1751_v1c33120
ko:K09800	pfw:PF1751_v1c33130
ko:K07278	pfw:PF1751_v1c33140
ko:K01142	pfw:PF1751_v1c33160
ko:K02040	pfw:PF1751_v1c33170
ko:K01640	pfw:PF1751_v1c33210
ko:K00666	pfw:PF1751_v1c33220
ko:K00253	pfw:PF1751_v1c33230
ko:K01969	pfw:PF1751_v1c33240
ko:K13766	pfw:PF1751_v1c33250
ko:K01968	pfw:PF1751_v1c33260
ko:K01885	pfw:PF1751_v1c37120
ko:K03702	pfw:PF1751_v1c37130
ko:K00832	pfw:PF1751_v1c37140
ko:K08324	pfw:PF1751_v1c37170
ko:K01173	pfw:PF1751_v1c37200
ko:K02016	pfw:PF1751_v1c37210
ko:K02015	pfw:PF1751_v1c37220
ko:K02013	pfw:PF1751_v1c37230
ko:K09962	pfw:PF1751_v1c37280
ko:K00549	pfw:PF1751_v1c37310
ko:K01720	pfw:PF1751_v1c41360
ko:K01659	pfw:PF1751_v1c41390
ko:K03417	pfw:PF1751_v1c41400
ko:K01665	pfw:PF1751_v1c41450
ko:K19166	pfw:PF1751_v1c41460
ko:K18831	pfw:PF1751_v1c41470
ko:K02203	pfw:PF1751_v1c41480
ko:K00390	pfw:PF1751_v1c41490
ko:K16841	pfw:PF1751_v1c41510
ko:K00059	pfw:PF1751_v1c41530
ko:K00940	pfw:PF1751_v1c45460
ko:K04044	pfw:PF1751_v1c45490
ko:K04082	pfw:PF1751_v1c45500
ko:K13628	pfw:PF1751_v1c45510
ko:K04488	pfw:PF1751_v1c45520
ko:K04487	pfw:PF1751_v1c45530
ko:K13643	pfw:PF1751_v1c45540
ko:K00640	pfw:PF1751_v1c45550
ko:K15396	pfw:PF1751_v1c45560
ko:K01092	pfw:PF1751_v1c45570
ko:K03074	pfw:PF1751_v1c45590
ko:K03072	pfw:PF1751_v1c45600
ko:K03210	pfw:PF1751_v1c45610
ko:K00773	pfw:PF1751_v1c45620
ko:K07568	pfw:PF1751_v1c45630
ko:K08738	pfw:PF1751_v1c45690
ko:K03046	pfw:PF1751_v1c49570
ko:K03043	pfw:PF1751_v1c49580
ko:K02935	pfw:PF1751_v1c49590
ko:K02864	pfw:PF1751_v1c49600
ko:K03406	pfw:PF1751_v1c01180
ko:K03119	pfw:PF1751_v1c01240
ko:K02051	pfw:PF1751_v1c01250
ko:K02049	pfw:PF1751_v1c01260
ko:K02050	pfw:PF1751_v1c01270
ko:K03543	pfw:PF1751_v1c01310
ko:K03088	pfw:PF1751_v1c01330
ko:K07165	pfw:PF1751_v1c01340
ko:K02014	pfw:PF1751_v1c01350
ko:K06075	pfw:PF1751_v1c01400
ko:K11935	pfw:PF1751_v1c01470
ko:K11931	pfw:PF1751_v1c01480
ko:K11936	pfw:PF1751_v1c01490
ko:K11937	pfw:PF1751_v1c01500
ko:K07326	pfw:PF1751_v1c01510
ko:K15125	pfw:PF1751_v1c01520
ko:K07114	pfw:PF1751_v1c01600
ko:K03088	pfw:PF1751_v1c01610
ko:K03415	pfw:PF1751_v1c09240
ko:K00090	pfw:PF1751_v1c09250
ko:K16011	pfw:PF1751_v1c09370
ko:K01729	pfw:PF1751_v1c09410
ko:K16081	pfw:PF1751_v1c09440
ko:K00066	pfw:PF1751_v1c09480
ko:K09861	pfw:PF1751_v1c09490
ko:K09861	pfw:PF1751_v1c09500
ko:K07175	pfw:PF1751_v1c09520
ko:K03637	pfw:PF1751_v1c09530
ko:K03636	pfw:PF1751_v1c09540
ko:K03635	pfw:PF1751_v1c09550
ko:K03732	pfw:PF1751_v1c09580
ko:K06999	pfw:PF1751_v1c09590
ko:K09969	pfw:PF1751_v1c09600
ko:K09970	pfw:PF1751_v1c09610
ko:K09971	pfw:PF1751_v1c09620
ko:K09972	pfw:PF1751_v1c09630
ko:K03449	pfw:PF1751_v1c09650
ko:K01608	pfw:PF1751_v1c17490
ko:K09781	pfw:PF1751_v1c17530
ko:K04754	pfw:PF1751_v1c17540
ko:K02002	pfw:PF1751_v1c17580
ko:K14393	pfw:PF1751_v1c17600
ko:K01647	pfw:PF1751_v1c17610
ko:K00241	pfw:PF1751_v1c17620
ko:K00242	pfw:PF1751_v1c17630
ko:K00239	pfw:PF1751_v1c17640
ko:K00240	pfw:PF1751_v1c17650
ko:K00164	pfw:PF1751_v1c17660
ko:K00658	pfw:PF1751_v1c17670
ko:K00382	pfw:PF1751_v1c17680
ko:K01903	pfw:PF1751_v1c17690
ko:K01902	pfw:PF1751_v1c17700
ko:K03311	pfw:PF1751_v1c17710
ko:K01919	pfw:PF1751_v1c02250
ko:K02614	pfw:PF1751_v1c02260
ko:K06959	pfw:PF1751_v1c02270
ko:K07659	pfw:PF1751_v1c02280
ko:K07638	pfw:PF1751_v1c02290
ko:K05844	pfw:PF1751_v1c02300
ko:K04762	pfw:PF1751_v1c02330
ko:K04083	pfw:PF1751_v1c02350
ko:K01610	pfw:PF1751_v1c02360
ko:K04095	pfw:PF1751_v1c02390
ko:K03654	pfw:PF1751_v1c02420
ko:K07107	pfw:PF1751_v1c02430
ko:K02379	pfw:PF1751_v1c02460
ko:K08312	pfw:PF1751_v1c02500
ko:K01082	pfw:PF1751_v1c02510
ko:K10126	pfw:PF1751_v1c02530
ko:K10125	pfw:PF1751_v1c02540
ko:K00067	pfw:PF1751_v1c02550
ko:K01790	pfw:PF1751_v1c02560
ko:K00973	pfw:PF1751_v1c02570
ko:K01710	pfw:PF1751_v1c02580
ko:K10536	pfw:PF1751_v1c02600
ko:K02014	pfw:PF1751_v1c02620
ko:K01821	pfw:PF1751_v1c02640
ko:K01784	pfw:PF1751_v1c02690
ko:K15257	pfw:PF1751_v1c10240
ko:K15256	pfw:PF1751_v1c10250
ko:K14475	pfw:PF1751_v1c10270
ko:K01338	pfw:PF1751_v1c10280
ko:K02433	pfw:PF1751_v1c10300
ko:K00059	pfw:PF1751_v1c10330
ko:K00059	pfw:PF1751_v1c10340
ko:K02055	pfw:PF1751_v1c10370
ko:K00117	pfw:PF1751_v1c10390
ko:K02014	pfw:PF1751_v1c10400
ko:K00428	pfw:PF1751_v1c10640
ko:K03576	pfw:PF1751_v1c10690
ko:K03797	pfw:PF1751_v1c18410
ko:K02052	pfw:PF1751_v1c18440
ko:K02053	pfw:PF1751_v1c18450
ko:K02054	pfw:PF1751_v1c18460
ko:K02055	pfw:PF1751_v1c18480
ko:K09816	pfw:PF1751_v1c18510
ko:K09817	pfw:PF1751_v1c18520
ko:K09815	pfw:PF1751_v1c18530
ko:K01703	pfw:PF1751_v1c18580
ko:K01704	pfw:PF1751_v1c18590
ko:K16135	pfw:PF1751_v1c18600
ko:K11103	pfw:PF1751_v1c18610
ko:K01561	pfw:PF1751_v1c18620
ko:K04750	pfw:PF1751_v1c18630
ko:K13639	pfw:PF1751_v1c18640
ko:K04091	pfw:PF1751_v1c18680
ko:K00299	pfw:PF1751_v1c18690
ko:K04487	pfw:PF1751_v1c18710
ko:K01262	pfw:PF1751_v1c18720
ko:K11939	pfw:PF1751_v1c18780
ko:K05515	pfw:PF1751_v1c18810
ko:K02014	pfw:PF1751_v1c18840
ko:K02336	pfw:PF1751_v1c18850
ko:K10440	pfw:PF1751_v1c26550
ko:K10439	pfw:PF1751_v1c26560
ko:K02529	pfw:PF1751_v1c26570
ko:K00854	pfw:PF1751_v1c26580
ko:K03719	pfw:PF1751_v1c26590
ko:K08303	pfw:PF1751_v1c26610
ko:K09458	pfw:PF1751_v1c26630
ko:K03406	pfw:PF1751_v1c26650
ko:K18093	pfw:PF1751_v1c26660
ko:K03406	pfw:PF1751_v1c26830
ko:K07552	pfw:PF1751_v1c26840
ko:K10012	pfw:PF1751_v1c26880
ko:K10011	pfw:PF1751_v1c26890
ko:K13014	pfw:PF1751_v1c26900
ko:K07264	pfw:PF1751_v1c26910
ko:K12962	pfw:PF1751_v1c26920
ko:K12963	pfw:PF1751_v1c26930
ko:K00012	pfw:PF1751_v1c26940
ko:K07168	pfw:PF1751_v1c26960
ko:K01692	pfw:PF1751_v1c26990
ko:K00626	pfw:PF1751_v1c27010
ko:K08482	pfw:PF1751_v1c27050
ko:K02919	pfw:PF1751_v1c36300
ko:K01118	pfw:PF1751_v1c40290
ko:K03767	pfw:PF1751_v1c40330
ko:K18893	pfw:PF1751_v1c40340
ko:K06188	pfw:PF1751_v1c40350
ko:K09919	pfw:PF1751_v1c40360
ko:K03088	pfw:PF1751_v1c40390
ko:K16872	pfw:PF1751_v1c40400
ko:K03578	pfw:PF1751_v1c40410
ko:K00906	pfw:PF1751_v1c40420
ko:K03406	pfw:PF1751_v1c40430
ko:K00860	pfw:PF1751_v1c40520
ko:K00873	pfw:PF1751_v1c44420
ko:K01676	pfw:PF1751_v1c44450
ko:K10125	pfw:PF1751_v1c44460
ko:K10126	pfw:PF1751_v1c44470
ko:K03761	pfw:PF1751_v1c44480
ko:K00845	pfw:PF1751_v1c44550
ko:K01690	pfw:PF1751_v1c44560
ko:K00134	pfw:PF1751_v1c44570
ko:K07165	pfw:PF1751_v1c44590
ko:K16087	pfw:PF1751_v1c44600
ko:K07215	pfw:PF1751_v1c44610
ko:K09790	pfw:PF1751_v1c44620
ko:K03406	pfw:PF1751_v1c44630
ko:K07338	pfw:PF1751_v1c44660
ko:K09947	pfw:PF1751_v1c44670
ko:K03585	pfw:PF1751_v1c44680
ko:K03186	pfw:PF1751_v1c48540
ko:K02558	pfw:PF1751_v1c48550
ko:K00138	pfw:PF1751_v1c48570
ko:K03735	pfw:PF1751_v1c48590
ko:K03736	pfw:PF1751_v1c48600
ko:K03975	pfw:PF1751_v1c48620
ko:K09933	pfw:PF1751_v1c48630
ko:K01507	pfw:PF1751_v1c48640
ko:K07733	pfw:PF1751_v1c48690
ko:K03630	pfw:PF1751_v1c48720
ko:K13481	pfw:PF1751_v1c41010
ko:K13482	pfw:PF1751_v1c41020
ko:K07402	pfw:PF1751_v1c41030
ko:K01487	pfw:PF1751_v1c41040
ko:K05782	pfw:PF1751_v1c41060
ko:K09923	pfw:PF1751_v1c41070
ko:K07259	pfw:PF1751_v1c41080
ko:K03981	pfw:PF1751_v1c44940
ko:K04763	pfw:PF1751_v1c44950
ko:K02884	pfw:PF1751_v1c44970
ko:K00554	pfw:PF1751_v1c44980
ko:K02860	pfw:PF1751_v1c44990
ko:K02959	pfw:PF1751_v1c45000
ko:K03106	pfw:PF1751_v1c45010
ko:K08289	pfw:PF1751_v1c45050
ko:K06938	pfw:PF1751_v1c45070
ko:K03710	pfw:PF1751_v1c45120
ko:K01443	pfw:PF1751_v1c45130
ko:K00820	pfw:PF1751_v1c45140
ko:K11189	pfw:PF1751_v1c45150
ko:K02803	pfw:PF1751_v1c45160
ko:K02804	pfw:PF1751_v1c45160
ko:K01952	pfw:PF1751_v1c45180
ko:K02004	pfw:PF1751_v1c49050
ko:K09950	pfw:PF1751_v1c49060
ko:K07275	pfw:PF1751_v1c49070
ko:K00067	pfw:PF1751_v1c49080
ko:K07027	pfw:PF1751_v1c49120
ko:K06889	pfw:PF1751_v1c49130
ko:K00598	pfw:PF1751_v1c49170
ko:K15125	pfw:PF1751_v1c49190
ko:K03111	pfw:PF1751_v1c49210
ko:K03701	pfw:PF1751_v1c49230
ko:K03594	pfw:PF1751_v1c49240
ko:K03781	pfw:PF1751_v1c49250
ko:K02879	pfw:PF1751_v1c49260
ko:K03040	pfw:PF1751_v1c49270
ko:K02986	pfw:PF1751_v1c49280
ko:K02948	pfw:PF1751_v1c49290
ko:K02952	pfw:PF1751_v1c49300
ko:K02863	pfw:PF1751_v1c49610
ko:K02867	pfw:PF1751_v1c49620
ko:K02601	pfw:PF1751_v1c49630
ko:K03525	pfw:PF1751_v1c49660
ko:K03524	pfw:PF1751_v1c49670
ko:K01866	pfw:PF1751_v1c49690
ko:K09001	pfw:PF1751_v1c49710
ko:K15724	pfw:PF1751_v1c49720
ko:K00145	pfw:PF1751_v1c49730
ko:K08973	pfw:PF1751_v1c49740
ko:K00459	pfw:PF1751_v1c49750
ko:K06867	pfw:PF1751_v1c38290
ko:K19265	pfw:PF1751_v1c02200
ko:K03574	pfw:PF1751_v1c30290
ko:K01066	pfw:PF1751_v1c03460
ko:K19290	pfw:PF1751_v1c09470
ko:K01992	pfw:PF1751_v1c53030
ko:K04771	pfw:PF1751_v1c13990
ko:K19293	pfw:PF1751_v1c09420
ko:K19294	pfw:PF1751_v1c09400
ko:K00020	pfw:PF1751_v1c46520
ko:K19295	pfw:PF1751_v1c09390
ko:K03722	pfw:PF1751_v1c12770
ko:K19353	pfw:PF1751_v1c23520
ko:K00249	pfw:PF1751_v1c08070
ko:K01406	pfw:PF1751_v1c26180
ko:K06600	pfw:PF1751_v1c27680
ko:K09017	pfw:PF1751_v1c06330
ko:K09691	pfw:PF1751_v1c40530
ko:K17214	pfw:PF1751_v1c22430
ko:K01795	pfw:PF1751_v1c09430
ko:K19337	pfw:PF1751_v1c54870
ko:K19337	pfw:PF1751_v1c43410
ko:K19416	pfw:PF1751_v1c31820
ko:K01785	pfw:PF1751_v1c33910
ko:K06867	pfw:PF1751_v1c47580
ko:K19291	pfw:PF1751_v1c09460
ko:K19292	pfw:PF1751_v1c09450
ko:K07749	pfw:PF1751_v1c44890
ko:K19300	pfw:PF1751_v1c45260
ko:K19302	pfw:PF1751_v1c48460
ko:K19294	pfw:PF1751_v1c40470
ko:K08646	pfw:PF1751_v1c37440
ko:K02650	pfw:PF1751_v1c07620
ko:K21699	pfw:PF1751_v1c06350
ko:K19610	pfw:PF1751_v1c31930
ko:K19609	pfw:PF1751_v1c31920
ko:K16238	pfw:PF1751_v1c16430
ko:K00675	pfw:PF1751_v1c32520
ko:K19591	pfw:PF1751_v1c06180
ko:K19577	pfw:PF1751_v1c13310
ko:K19577	pfw:PF1751_v1c15770
ko:K19577	pfw:PF1751_v1c28410
ko:K09690	pfw:PF1751_v1c40540
ko:K10024	pfw:PF1751_v1c42680
ko:K14225	pfw:PF1751_v1t0170
ko:K14228	pfw:PF1751_v1t0060
ko:K14228	pfw:PF1751_v1t0070
ko:K14228	pfw:PF1751_v1t0630
ko:K14224	pfw:PF1751_v1t0190
ko:K14224	pfw:PF1751_v1t0210
ko:K14224	pfw:PF1751_v1t0450
ko:K14224	pfw:PF1751_v1t0470
ko:K14224	pfw:PF1751_v1t0230
ko:K14220	pfw:PF1751_v1t0490
ko:K19707	pfw:PF1751_v1c29920
ko:K14233	pfw:PF1751_v1t0510
ko:K14232	pfw:PF1751_v1t0150
ko:K14232	pfw:PF1751_v1t0130
ko:K14229	pfw:PF1751_v1t0140
ko:K14229	pfw:PF1751_v1t0560
ko:K14220	pfw:PF1751_v1t0120
ko:K14220	pfw:PF1751_v1t0500
ko:K14223	pfw:PF1751_v1t0110
ko:K00992	pfw:PF1751_v1c49980
ko:K14230	pfw:PF1751_v1t0700
ko:K14233	pfw:PF1751_v1t0180
ko:K14230	pfw:PF1751_v1t0620
ko:K14230	pfw:PF1751_v1t0570
ko:K14230	pfw:PF1751_v1t0580
ko:K14218	pfw:PF1751_v1t0020
ko:K14218	pfw:PF1751_v1t0090
ko:K14218	pfw:PF1751_v1t0600
ko:K14218	pfw:PF1751_v1t0300
ko:K14218	pfw:PF1751_v1t0680
ko:K14218	pfw:PF1751_v1t0460
ko:K14218	pfw:PF1751_v1t0480
ko:K14228	pfw:PF1751_v1t0590
ko:K14231	pfw:PF1751_v1t0050
ko:K14219	pfw:PF1751_v1t0030
ko:K14219	pfw:PF1751_v1t0530
ko:K14219	pfw:PF1751_v1t0540
ko:K14219	pfw:PF1751_v1t0520
ko:K14236	pfw:PF1751_v1t0670
ko:K14235	pfw:PF1751_v1t0640
ko:K14237	pfw:PF1751_v1t0440
ko:K14237	pfw:PF1751_v1t0270
ko:K14237	pfw:PF1751_v1t0250
ko:K14237	pfw:PF1751_v1t0410
ko:K14221	pfw:PF1751_v1t0260
ko:K14221	pfw:PF1751_v1t0430
ko:K14221	pfw:PF1751_v1t0280
ko:K14221	pfw:PF1751_v1t0420
ko:K14232	pfw:PF1751_v1t0400
ko:K14226	pfw:PF1751_v1t0360
ko:K14226	pfw:PF1751_v1t0380
ko:K14222	pfw:PF1751_v1t0340
ko:K14228	pfw:PF1751_v1t0330
ko:K07315	pfw:PF1751_v1c29930
ko:K01977	pfw:PF1751_v1r050
ko:K01977	pfw:PF1751_v1r130
ko:K01977	pfw:PF1751_v1r010
ko:K01977	pfw:PF1751_v1r080
ko:K01977	pfw:PF1751_v1r160
ko:K01977	pfw:PF1751_v1r190
ko:K01985	pfw:PF1751_v1r030
ko:K01985	pfw:PF1751_v1r110
ko:K01985	pfw:PF1751_v1r170
ko:K01985	pfw:PF1751_v1r040
ko:K01985	pfw:PF1751_v1r070
ko:K01985	pfw:PF1751_v1r140
ko:K01985	pfw:PF1751_v1r100
ko:K14230	pfw:PF1751_v1t0100
ko:K14233	pfw:PF1751_v1t0550
ko:K14233	pfw:PF1751_v1t0350
ko:K14225	pfw:PF1751_v1t0660
ko:K14234	pfw:PF1751_v1t0160
ko:K14234	pfw:PF1751_v1t0040
ko:K14234	pfw:PF1751_v1t0650
ko:K14227	pfw:PF1751_v1t0010
ko:K14227	pfw:PF1751_v1t0080
ko:K14227	pfw:PF1751_v1t0290
ko:K14227	pfw:PF1751_v1t0610
ko:K14227	pfw:PF1751_v1t0690
ko:K14228	pfw:PF1751_v1t0370
ko:K14219	pfw:PF1751_v1t0390
ko:K14225	pfw:PF1751_v1t0200
ko:K14225	pfw:PF1751_v1t0220
ko:K14225	pfw:PF1751_v1t0240
ko:K14225	pfw:PF1751_v1t0310
ko:K07666	pfw:PF1751_v1c26470
ko:K07645	pfw:PF1751_v1c26460
ko:K18300	pfw:PF1751_v1c25650
ko:K00505	pfw:PF1751_v1c21280
ko:K01652	pfw:PF1751_v1c25910
ko:K01003	pfw:PF1751_v1c26670
ko:K06132	pfw:PF1751_v1c53880
ko:K00799	pfw:PF1751_v1c30020
ko:K00799	pfw:PF1751_v1c18200
ko:K06131	pfw:PF1751_v1c49110
ko:K19784	pfw:PF1751_v1c23180
ko:K07119	pfw:PF1751_v1c17990
ko:K07119	pfw:PF1751_v1c40860
ko:K07147	pfw:PF1751_v1c46670
ko:K15777	pfw:PF1751_v1c16960
ko:K17722	pfw:PF1751_v1c33790
ko:K18896	pfw:PF1751_v1c19160
ko:K13028	pfw:PF1751_v1c35540
ko:K19803	pfw:PF1751_v1c02340
ko:K19802	pfw:PF1751_v1c25920
ko:K19954	pfw:PF1751_v1c49890
ko:K00380	pfw:PF1751_v1c28690
ko:K21636	pfw:PF1751_v1c30600
ko:K05770	pfw:PF1751_v1c37270
ko:K09796	pfw:PF1751_v1c30830
ko:K09796	pfw:PF1751_v1c05620
ko:K09471	pfw:PF1751_v1c53850
ko:K20036	pfw:PF1751_v1c21520
ko:K20971	pfw:PF1751_v1c48140
ko:K11915	pfw:PF1751_v1c54240
ko:K20807	pfw:PF1751_v1c35580
ko:K20444	pfw:PF1751_v1c39920
ko:K09691	pfw:PF1751_v1c37910
ko:K20455	pfw:PF1751_v1c41380
ko:K00001	pfw:PF1751_v1c35640
ko:K09788	pfw:PF1751_v1c41370
ko:K20972	pfw:PF1751_v1c05720
ko:K00130	pfw:PF1751_v1c51090
ko:K20757	pfw:PF1751_v1c24480
ko:K01214	pfw:PF1751_v1c28260
ko:K11529	pfw:PF1751_v1c17460
ko:K20881	pfw:PF1751_v1c02490
ko:K14055	pfw:PF1751_v1c30890
ko:K20987	pfw:PF1751_v1c18970
ko:K21008	pfw:PF1751_v1c02720
ko:K21006	pfw:PF1751_v1c02700
ko:K21007	pfw:PF1751_v1c02710
ko:K21010	pfw:PF1751_v1c02740
ko:K21011	pfw:PF1751_v1c02750
ko:K16011	pfw:PF1751_v1c18990
ko:K20997	pfw:PF1751_v1c19000
ko:K20998	pfw:PF1751_v1c18960
ko:K20999	pfw:PF1751_v1c18950
ko:K21000	pfw:PF1751_v1c18940
ko:K21001	pfw:PF1751_v1c18930
ko:K21002	pfw:PF1751_v1c18920
ko:K21003	pfw:PF1751_v1c18910
ko:K21004	pfw:PF1751_v1c18900
ko:K21005	pfw:PF1751_v1c18890
ko:K21062	pfw:PF1751_v1c27920
ko:K13877	pfw:PF1751_v1c27930
ko:K13877	pfw:PF1751_v1c20650
ko:K20938	pfw:PF1751_v1c32810
ko:K21135	pfw:PF1751_v1c09190
ko:K21137	pfw:PF1751_v1c02030
ko:K00821	pfw:PF1751_v1c50310
ko:K21021	pfw:PF1751_v1c46600
ko:K20973	pfw:PF1751_v1c17030
ko:K20974	pfw:PF1751_v1c17840
ko:K20975	pfw:PF1751_v1c34160
ko:K20976	pfw:PF1751_v1c39250
ko:K20977	pfw:PF1751_v1c39260
ko:K20978	pfw:PF1751_v1c39270
ko:K21053	pfw:PF1751_v1c06280
ko:K07689	pfw:PF1751_v1c20180
ko:K00840	pfw:PF1751_v1c42620
ko:K21024	pfw:PF1751_v1c43560
ko:K21029	pfw:PF1751_v1c07090
ko:K21023	pfw:PF1751_v1c24170
ko:K21060	pfw:PF1751_v1c27940
ko:K21009	pfw:PF1751_v1c02730
ko:K08968	pfw:PF1751_v1c17050
ko:K21136	pfw:PF1751_v1c02020
ko:K21133	pfw:PF1751_v1c09180
ko:K21134	pfw:PF1751_v1c02040
ko:K21012	pfw:PF1751_v1c02760
ko:K00632	pfw:PF1751_v1c15400
ko:K21218	pfw:PF1751_v1c11060
ko:K00529	pfw:PF1751_v1c20830
ko:K06223	pfw:PF1751_v1c35730
ko:K03791	pfw:PF1751_v1c35750
ko:K06217	pfw:PF1751_v1c48210
ko:K00287	pfw:PF1751_v1c52180
ko:K00560	pfw:PF1751_v1c52300
ko:K02315	pfw:PF1751_v1c36150
ko:K00558	pfw:PF1751_v1c48740
ko:K03676	pfw:PF1751_v1c03130
ko:K06903	pfw:PF1751_v1c11220
ko:K00558	pfw:PF1751_v1c36400
ko:K06907	pfw:PF1751_v1c11290
ko:K06908	pfw:PF1751_v1c11300
ko:K06906	pfw:PF1751_v1c11330
ko:K06905	pfw:PF1751_v1c11350
ko:K03791	pfw:PF1751_v1c11360
ko:K03553	pfw:PF1751_v1c11390
ko:K10747	pfw:PF1751_v1c12590
ko:K07336	pfw:PF1751_v1c12660
ko:K02314	pfw:PF1751_v1c05030
ko:K03546	pfw:PF1751_v1c29450
ko:K01520	pfw:PF1751_v1c53970
ko:K02316	pfw:PF1751_v1c50160
ko:K14059	pfw:PF1751_v1c14100
ko:K00558	pfw:PF1751_v1c14130
ko:K06952	pfw:PF1751_v1c14150
ko:K06919	pfw:PF1751_v1c14260
ko:K06903	pfw:PF1751_v1c14410
ko:K06907	pfw:PF1751_v1c14460
ko:K06908	pfw:PF1751_v1c14470
ko:K06906	pfw:PF1751_v1c14500
ko:K06905	pfw:PF1751_v1c14520
ko:K03791	pfw:PF1751_v1c14530
ko:K06223	pfw:PF1751_v1c14550
ko:K07336	pfw:PF1751_v1c07790
ko:K02483	pfw:PF1751_v1c31230
ko:K01046	pfw:PF1751_v1c05360
ko:K05710	pfw:PF1751_v1c20820
ko:K03892	pfw:PF1751_v1c27630
ko:K00146	pfw:PF1751_v1c34980
ko:K00525	pfw:PF1751_v1c42330
ko:K02335	pfw:PF1751_v1c00800
ko:K21281	pfw:PF1751_v1c27860
ko:K05799	pfw:PF1751_v1c53130
ko:K00108	pfw:PF1751_v1c19840
ko:K05375	pfw:PF1751_v1c38730
ko:K20938	pfw:PF1751_v1c02090
ko:K02032	pfw:PF1751_v1c16030
ko:K02031	pfw:PF1751_v1c16020
ko:K02482	pfw:PF1751_v1c10620
ko:K21196	pfw:PF1751_v1c52220
ko:K00108	pfw:PF1751_v1c51100
ko:K21310	pfw:PF1751_v1c30210
ko:K00526	pfw:PF1751_v1c42720
ko:K00526	pfw:PF1751_v1c24470
ko:K21416	pfw:PF1751_v1c22160
ko:K21417	pfw:PF1751_v1c22170
ko:K21405	pfw:PF1751_v1c31720
ko:K21405	pfw:PF1751_v1c22150
ko:K21420	pfw:PF1751_v1c32200
ko:K03651	pfw:PF1751_v1c30080
ko:K11690	pfw:PF1751_v1c29000
ko:K21405	pfw:PF1751_v1c48560
ko:K21405	pfw:PF1751_v1c20790
ko:K02483	pfw:PF1751_v1c17970
ko:K02483	pfw:PF1751_v1c12680
ko:K02483	pfw:PF1751_v1c22280
ko:K02483	pfw:PF1751_v1c23840
ko:K21470	pfw:PF1751_v1c29960
ko:K22044	pfw:PF1751_v1c38710
ko:K00344	pfw:PF1751_v1c00220
ko:K01420	pfw:PF1751_v1c40820
ko:K01420	pfw:PF1751_v1c30870
ko:K21699	pfw:PF1751_v1c42740
ko:K21711	pfw:PF1751_v1c54850
ko:K10914	pfw:PF1751_v1c01870
ko:K16637	pfw:PF1751_v1c15890
ko:K21645	pfw:PF1751_v1c37860
ko:K21757	pfw:PF1751_v1c46430
ko:K21825	pfw:PF1751_v1c42640
ko:K21829	pfw:PF1751_v1c20430
ko:K21826	pfw:PF1751_v1c51020
ko:K21831	pfw:PF1751_v1c28500
ko:K21833	pfw:PF1751_v1c50890
ko:K21834	pfw:PF1751_v1c50880
ko:K21830	pfw:PF1751_v1c52160
ko:K21826	pfw:PF1751_v1c20370
ko:K21829	pfw:PF1751_v1c50650
ko:K21832	pfw:PF1751_v1c50840
ko:K21990	pfw:PF1751_v1c51390
ko:K22044	pfw:PF1751_v1c49090
ko:K22003	pfw:PF1751_v1c14700
ko:K03741	pfw:PF1751_v1c27650
ko:K01816	pfw:PF1751_v1c17480
ko:K22132	pfw:PF1751_v1c12080
ko:K22067	pfw:PF1751_v1c41160
ko:K22294	pfw:PF1751_v1c24750
