ko:K18893	pfn:HZ99_25390
ko:K00821	pfn:HZ99_15185
ko:K21021	pfn:HZ99_21450
ko:K20973	pfn:HZ99_27500
ko:K20974	pfn:HZ99_26330
ko:K20976	pfn:HZ99_25900
ko:K20977	pfn:HZ99_25895
ko:K20978	pfn:HZ99_25890
ko:K07689	pfn:HZ99_05135
ko:K21053	pfn:HZ99_21355
ko:K00840	pfn:HZ99_09915
ko:K21024	pfn:HZ99_10335
ko:K21029	pfn:HZ99_22820
ko:K21023	pfn:HZ99_03840
ko:K21060	pfn:HZ99_05410
ko:K08968	pfn:HZ99_27510
ko:K21136	pfn:HZ99_18970
ko:K21133	pfn:HZ99_12055
ko:K21134	pfn:HZ99_18980
ko:K21218	pfn:HZ99_11330
ko:K02316	pfn:HZ99_14810
ko:K03676	pfn:HZ99_19785
ko:K03546	pfn:HZ99_01050
ko:K03553	pfn:HZ99_11155
ko:K03791	pfn:HZ99_11170
ko:K06905	pfn:HZ99_11175
ko:K06906	pfn:HZ99_11185
ko:K06908	pfn:HZ99_11200
ko:K06907	pfn:HZ99_11205
ko:K02315	pfn:HZ99_01425
ko:K03791	pfn:HZ99_01485
ko:K03791	pfn:HZ99_01635
ko:K06903	pfn:HZ99_11240
ko:K00287	pfn:HZ99_16090
ko:K00560	pfn:HZ99_16145
ko:K02314	pfn:HZ99_20745
ko:K18640	pfn:HZ99_21500
ko:K01520	pfn:HZ99_16950
ko:K07336	pfn:HZ99_12720
ko:K14744	pfn:HZ99_08800
ko:K01185	pfn:HZ99_08805
ko:K06217	pfn:HZ99_13490
ko:K14059	pfn:HZ99_08920
ko:K01046	pfn:HZ99_20895
ko:K00146	pfn:HZ99_07040
ko:K00108	pfn:HZ99_00610
ko:K02335	pfn:HZ99_18220
ko:K05375	pfn:HZ99_27760
ko:K21196	pfn:HZ99_16105
ko:K00108	pfn:HZ99_15520
ko:K21135	pfn:HZ99_05520
ko:K21310	pfn:HZ99_00795
ko:K00526	pfn:HZ99_09985
ko:K00526	pfn:HZ99_01950
ko:K03892	pfn:HZ99_17685
ko:K21405	pfn:HZ99_05875
ko:K21420	pfn:HZ99_05670
ko:K02483	pfn:HZ99_00390
ko:K02483	pfn:HZ99_05505
ko:K02483	pfn:HZ99_03980
ko:K02483	pfn:HZ99_09630
ko:K21405	pfn:HZ99_13675
ko:K21470	pfn:HZ99_00845
ko:K22044	pfn:HZ99_26720
ko:K00344	pfn:HZ99_17945
ko:K21498	pfn:HZ99_15830
ko:K01420	pfn:HZ99_08355
ko:K01451	pfn:HZ99_24690
ko:K21711	pfn:HZ99_17265
ko:K10914	pfn:HZ99_18825
ko:K21825	pfn:HZ99_09925
ko:K21826	pfn:HZ99_15480
ko:K21833	pfn:HZ99_15425
ko:K21834	pfn:HZ99_15420
ko:K21830	pfn:HZ99_16080
ko:K21832	pfn:HZ99_15400
ko:K21990	pfn:HZ99_15685
ko:K03741	pfn:HZ99_17675
ko:K03741	pfn:HZ99_17690
ko:K05802	pfn:HZ99_04930
ko:K03741	pfn:HZ99_15055
ko:K01816	pfn:HZ99_26140
ko:K22132	pfn:HZ99_24095
ko:K22067	pfn:HZ99_08515
ko:K03595	pfn:HZ99_11705
ko:K07183	pfn:HZ99_08520
ko:K00304	pfn:HZ99_15375
ko:K00302	pfn:HZ99_15370
ko:K08994	pfn:HZ99_02620
ko:K08994	pfn:HZ99_07765
ko:K22278	pfn:HZ99_11650
ko:K22292	pfn:HZ99_27045
ko:K22250	pfn:HZ99_20100
ko:K22345	pfn:HZ99_22980
ko:K17758	pfn:HZ99_20635
ko:K22303	pfn:HZ99_18855
ko:K02257	pfn:HZ99_18160
ko:K02257	pfn:HZ99_23235
ko:K11206	pfn:HZ99_12465
ko:K13566	pfn:HZ99_23620
ko:K11391	pfn:HZ99_13130
ko:K22491	pfn:HZ99_23010
ko:K22491	pfn:HZ99_22870
ko:K03219	pfn:HZ99_08505
