ko:K02495	senj:CFSAN001992_13695
ko:K07307	senj:CFSAN001992_06825
ko:K16013	senj:CFSAN001992_06865
ko:K16012	senj:CFSAN001992_06870
ko:K10000	senj:CFSAN001992_06985
ko:K09998	senj:CFSAN001992_07000
ko:K02822	senj:CFSAN001992_07015
ko:K08344	senj:CFSAN001992_06075
ko:K02510	senj:CFSAN001992_06115
ko:K01826	senj:CFSAN001992_06125
ko:K00484	senj:CFSAN001992_06155
ko:K01424	senj:CFSAN001992_18045
ko:K02428	senj:CFSAN001992_18060
ko:K01585	senj:CFSAN001992_18140
ko:K01480	senj:CFSAN001992_18145
ko:K02798	senj:CFSAN001992_18160
ko:K02799	senj:CFSAN001992_18165
ko:K02800	senj:CFSAN001992_18165
ko:K02173	senj:CFSAN001992_18185
ko:K06934	senj:CFSAN001992_18210
ko:K03442	senj:CFSAN001992_18230
ko:K00058	senj:CFSAN001992_18255
ko:K01934	senj:CFSAN001992_18260
ko:K13285	senj:CFSAN001992_19100
ko:K13286	senj:CFSAN001992_19105
ko:K13287	senj:CFSAN001992_19110
ko:K13284	senj:CFSAN001992_19115
ko:K11607	senj:CFSAN001992_19225
ko:K11604	senj:CFSAN001992_19230
ko:K04655	senj:CFSAN001992_19245
ko:K04652	senj:CFSAN001992_19260
ko:K02466	senj:CFSAN001992_19355
ko:K00068	senj:CFSAN001992_19360
ko:K02782	senj:CFSAN001992_19370
ko:K02783	senj:CFSAN001992_19370
ko:K02783	senj:CFSAN001992_19375
ko:K08305	senj:CFSAN001992_19380
ko:K03743	senj:CFSAN001992_19390
ko:K03475	senj:CFSAN001992_07020
ko:K05844	senj:CFSAN001992_07060
ko:K07258	senj:CFSAN001992_07120
ko:K00652	senj:CFSAN001992_07450
ko:K06910	senj:CFSAN001992_07465
ko:K01479	senj:CFSAN001992_07485
ko:K07404	senj:CFSAN001992_07500
ko:K02017	senj:CFSAN001992_07530
ko:K01784	senj:CFSAN001992_07565
ko:K01785	senj:CFSAN001992_07580
ko:K01834	senj:CFSAN001992_07585
ko:K03560	senj:CFSAN001992_07650
ko:K00523	senj:CFSAN001992_00960
ko:K00146	senj:CFSAN001992_17930
ko:K03605	senj:CFSAN001992_03905
ko:K07496	senj:CFSAN001992_10520
ko:K07757	senj:CFSAN001992_07230
ko:K06970	senj:CFSAN001992_07310
ko:K07027	senj:CFSAN001992_07380
ko:K03635	senj:CFSAN001992_07400
ko:K00241	senj:CFSAN001992_07730
ko:K07120	senj:CFSAN001992_07740
ko:K05522	senj:CFSAN001992_07745
ko:K01854	senj:CFSAN001992_07795
ko:K01545	senj:CFSAN001992_07850
ko:K03756	senj:CFSAN001992_07890
ko:K01835	senj:CFSAN001992_07905
ko:K03711	senj:CFSAN001992_07930
ko:K02564	senj:CFSAN001992_07975
ko:K02566	senj:CFSAN001992_07990
ko:K04720	senj:CFSAN001992_08105
ko:K07258	senj:CFSAN001992_08145
ko:K03326	senj:CFSAN001992_08195
ko:K05966	senj:CFSAN001992_08235
ko:K03386	senj:CFSAN001992_08290
ko:K07054	senj:CFSAN001992_21150
ko:K01439	senj:CFSAN001992_21170
ko:K00616	senj:CFSAN001992_21220
ko:K08483	senj:CFSAN001992_21410
ko:K02784	senj:CFSAN001992_21415
ko:K03647	senj:CFSAN001992_19485
ko:K00135	senj:CFSAN001992_19565
ko:K07793	senj:CFSAN001992_19580
ko:K07017	senj:CFSAN001992_19655
ko:K05812	senj:CFSAN001992_20395
ko:K03803	senj:CFSAN001992_20460
ko:K03757	senj:CFSAN001992_20745
ko:K00385	senj:CFSAN001992_20790
ko:K06889	senj:CFSAN001992_20805
ko:K01092	senj:CFSAN001992_20810
ko:K04488	senj:CFSAN001992_20835
ko:K13628	senj:CFSAN001992_20840
ko:K01011	senj:CFSAN001992_20885
ko:K02009	senj:CFSAN001992_01325
ko:K03325	senj:CFSAN001992_01425
ko:K00575	senj:CFSAN001992_01840
ko:K06201	senj:CFSAN001992_01895
ko:K09815	senj:CFSAN001992_01970
ko:K01885	senj:CFSAN001992_21485
ko:K08478	senj:CFSAN001992_21600
ko:K08475	senj:CFSAN001992_21605
ko:K08476	senj:CFSAN001992_21610
ko:K01782	senj:CFSAN001992_21645
ko:K00647	senj:CFSAN001992_21700
ko:K07052	senj:CFSAN001992_21705
ko:K02821	senj:CFSAN001992_21865
ko:K02822	senj:CFSAN001992_21870
ko:K03475	senj:CFSAN001992_21875
ko:K17473	senj:CFSAN001992_14780
ko:K01992	senj:CFSAN001992_10130
ko:K01250	senj:CFSAN001992_08050
ko:K11070	senj:CFSAN001992_05490
ko:K00813	senj:CFSAN001992_06665
ko:K05601	senj:CFSAN001992_06940
ko:K17686	senj:CFSAN001992_08700
ko:K19229	senj:CFSAN001992_03015
ko:K19789	senj:CFSAN001992_00245
ko:K00483	senj:CFSAN001992_06150
ko:K01497	senj:CFSAN001992_02930
ko:K00632	senj:CFSAN001992_13775
ko:K01187	senj:CFSAN001992_09180
ko:K17722	senj:CFSAN001992_00430
ko:K13638	senj:CFSAN001992_16515
ko:K17723	senj:CFSAN001992_00425
ko:K06518	senj:CFSAN001992_12520
ko:K02477	senj:CFSAN001992_00570
ko:K00661	senj:CFSAN001992_08850
ko:K01130	senj:CFSAN001992_17965
ko:K08485	senj:CFSAN001992_16935
ko:K01791	senj:CFSAN001992_14060
ko:K06518	senj:CFSAN001992_00455
ko:K17758	senj:CFSAN001992_12095
ko:K17759	senj:CFSAN001992_12095
ko:K11928	senj:CFSAN001992_06025
ko:K00344	senj:CFSAN001992_12655
ko:K13695	senj:CFSAN001992_04885
ko:K18140	senj:CFSAN001992_16605
ko:K03585	senj:CFSAN001992_08825
ko:K18015	senj:CFSAN001992_22120
ko:K03605	senj:CFSAN001992_17815
ko:K12979	senj:CFSAN001992_12440
ko:K03292	senj:CFSAN001992_13360
ko:K17938	senj:CFSAN001992_09315
ko:K18325	senj:CFSAN001992_08430
ko:K18895	senj:CFSAN001992_19665
ko:K01066	senj:CFSAN001992_08750
ko:K05396	senj:CFSAN001992_01685
ko:K00996	senj:CFSAN001992_01020
ko:K00249	senj:CFSAN001992_07150
ko:K04103	senj:CFSAN001992_21525
ko:K18148	senj:CFSAN001992_09620
ko:K18141	senj:CFSAN001992_16600
ko:K00001	senj:CFSAN001992_13475
ko:K18142	senj:CFSAN001992_16595
ko:K17948	senj:CFSAN001992_05995
ko:K02032	senj:CFSAN001992_05295
ko:K01007	senj:CFSAN001992_04850
ko:K21469	senj:CFSAN001992_21195
ko:K07782	senj:CFSAN001992_01700
ko:K18288	senj:CFSAN001992_17985
ko:K08156	senj:CFSAN001992_09220
ko:K02198	senj:CFSAN001992_00160
ko:K02014	senj:CFSAN001992_10005
ko:K01956	senj:CFSAN001992_10700
ko:K08138	senj:CFSAN001992_12745
ko:K00123	senj:CFSAN001992_13510
ko:K01572	senj:CFSAN001992_16795
ko:K07307	senj:CFSAN001992_04095
ko:K02193	senj:CFSAN001992_00165
ko:K21430	senj:CFSAN001992_07130
ko:K19597	senj:CFSAN001992_09425
ko:K07789	senj:CFSAN001992_00780
ko:K07005	senj:CFSAN001992_07895
ko:K02198	senj:CFSAN001992_22310
ko:K07666	senj:CFSAN001992_00140
ko:K07689	senj:CFSAN001992_00145
ko:K06957	senj:CFSAN001992_21155
ko:K15461	senj:CFSAN001992_21690
ko:K19164	senj:CFSAN001992_22615
ko:K01185	senj:CFSAN001992_19870
ko:K01175	senj:CFSAN001992_07915
ko:K18290	senj:CFSAN001992_17980
ko:K09709	senj:CFSAN001992_07155
ko:K18324	senj:CFSAN001992_21180
ko:K18326	senj:CFSAN001992_00770
ko:K18828	senj:CFSAN001992_18405
ko:K04333	senj:CFSAN001992_05935
ko:K00984	senj:CFSAN001992_05275
ko:K18479	senj:CFSAN001992_13610
ko:K18446	senj:CFSAN001992_17525
ko:K18475	senj:CFSAN001992_01665
ko:K00681	senj:CFSAN001992_15875
ko:K00335	senj:CFSAN001992_21960
ko:K07794	senj:CFSAN001992_19585
ko:K18691	senj:CFSAN001992_20705
ko:K18697	senj:CFSAN001992_20695
ko:K18765	senj:CFSAN001992_16675
ko:K18850	senj:CFSAN001992_05460
ko:K18889	senj:CFSAN001992_08905
ko:K18862	senj:CFSAN001992_09135
ko:K18862	senj:CFSAN001992_15510
ko:K21645	senj:CFSAN001992_11405
ko:K11741	senj:CFSAN001992_12165
ko:K20861	senj:CFSAN001992_07100
ko:K20866	senj:CFSAN001992_13580
ko:K20881	senj:CFSAN001992_16100
ko:K20862	senj:CFSAN001992_13935
ko:K07319	senj:CFSAN001992_16620
ko:K18800	senj:CFSAN001992_18285
ko:K18778	senj:CFSAN001992_10300
ko:K18831	senj:CFSAN001992_13560
ko:K18657	senj:CFSAN001992_06635
ko:K18890	senj:CFSAN001992_08900
ko:K06218	senj:CFSAN001992_03835
ko:K03553	senj:CFSAN001992_19395
ko:K18918	senj:CFSAN001992_11725
ko:K05839	senj:CFSAN001992_08845
ko:K05785	senj:CFSAN001992_13795
ko:K07724	senj:CFSAN001992_17025
ko:K11685	senj:CFSAN001992_19520
ko:K03503	senj:CFSAN001992_01470
ko:K03502	senj:CFSAN001992_01475
ko:K07790	senj:CFSAN001992_02155
ko:K03746	senj:CFSAN001992_02705
ko:K10748	senj:CFSAN001992_04230
ko:K04565	senj:CFSAN001992_04390
ko:K03169	senj:CFSAN001992_05105
ko:K03674	senj:CFSAN001992_07075
ko:K03646	senj:CFSAN001992_07645
ko:K03503	senj:CFSAN001992_00020
ko:K03496	senj:CFSAN001992_22530
ko:K18320	senj:CFSAN001992_22565
ko:K08722	senj:CFSAN001992_21925
ko:K03761	senj:CFSAN001992_20375
ko:K18838	senj:CFSAN001992_11485
ko:K07483	senj:CFSAN001992_08520
ko:K07483	senj:CFSAN001992_14875
ko:K03976	senj:CFSAN001992_08720
ko:K07483	senj:CFSAN001992_00125
ko:K01699	senj:CFSAN001992_01235
ko:K19055	senj:CFSAN001992_05190
ko:K03526	senj:CFSAN001992_20935
ko:K18979	senj:CFSAN001992_12100
ko:K18988	senj:CFSAN001992_09320
ko:K18997	senj:CFSAN001992_06090
ko:K18837	senj:CFSAN001992_11480
ko:K19000	senj:CFSAN001992_09790
ko:K19227	senj:CFSAN001992_03055
ko:K07746	senj:CFSAN001992_18790
ko:K19222	senj:CFSAN001992_04770
ko:K02777	senj:CFSAN001992_21405
ko:K19166	senj:CFSAN001992_13555
ko:K19226	senj:CFSAN001992_03060
ko:K19235	senj:CFSAN001992_07245
ko:K19236	senj:CFSAN001992_05530
ko:K07448	senj:CFSAN001992_11475
ko:K19163	senj:CFSAN001992_22610
ko:K16291	senj:CFSAN001992_01360
ko:K19238	senj:CFSAN001992_22055
ko:K01710	senj:CFSAN001992_00940
ko:K01710	senj:CFSAN001992_14050
ko:K19148	senj:CFSAN001992_14650
ko:K00336	senj:CFSAN001992_21965
ko:K22044	senj:CFSAN001992_07305
ko:K19228	senj:CFSAN001992_03020
ko:K19234	senj:CFSAN001992_04725
ko:K19162	senj:CFSAN001992_08840
ko:K19168	senj:CFSAN001992_18340
ko:K19270	senj:CFSAN001992_21915
ko:K01992	senj:CFSAN001992_07355
ko:K01992	senj:CFSAN001992_07360
ko:K01992	senj:CFSAN001992_15715
ko:K19265	senj:CFSAN001992_21520
ko:K01066	senj:CFSAN001992_13550
ko:K03722	senj:CFSAN001992_02365
ko:K19416	senj:CFSAN001992_06505
ko:K19298	senj:CFSAN001992_03045
ko:K03722	senj:CFSAN001992_07330
ko:K19335	senj:CFSAN001992_03150
ko:K07497	senj:CFSAN001992_05380
ko:K19353	senj:CFSAN001992_13100
ko:K19267	senj:CFSAN001992_11875
ko:K19337	senj:CFSAN001992_01995
ko:K19298	senj:CFSAN001992_05405
ko:K19304	senj:CFSAN001992_01975
ko:K19334	senj:CFSAN001992_11630
ko:K19302	senj:CFSAN001992_07110
ko:K19270	senj:CFSAN001992_04985
ko:K19354	senj:CFSAN001992_15115
ko:K19336	senj:CFSAN001992_03145
ko:K19333	senj:CFSAN001992_02260
ko:K21637	senj:CFSAN001992_17925
ko:K01785	senj:CFSAN001992_13615
ko:K06884	senj:CFSAN001992_02820
ko:K06884	senj:CFSAN001992_04015
ko:K06884	senj:CFSAN001992_06045
ko:K19303	senj:CFSAN001992_04430
ko:K19303	senj:CFSAN001992_04435
ko:K19611	senj:CFSAN001992_19640
ko:K19611	senj:CFSAN001992_08410
ko:K02257	senj:CFSAN001992_09010
ko:K02796	senj:CFSAN001992_02315
ko:K19592	senj:CFSAN001992_09420
ko:K19594	senj:CFSAN001992_09435
ko:K19697	senj:CFSAN001992_01150
ko:K19709	senj:CFSAN001992_04810
ko:K19688	senj:CFSAN001992_07175
ko:K19745	senj:CFSAN001992_16670
ko:K19778	senj:CFSAN001992_03745
ko:K02194	senj:CFSAN001992_00175
ko:K00799	senj:CFSAN001992_07125
ko:K06131	senj:CFSAN001992_07375
ko:K00799	senj:CFSAN001992_21840
ko:K06132	senj:CFSAN001992_05905
ko:K15777	senj:CFSAN001992_17590
ko:K07147	senj:CFSAN001992_16665
ko:K07119	senj:CFSAN001992_03590
ko:K19784	senj:CFSAN001992_14390
ko:K19802	senj:CFSAN001992_03115
ko:K01023	senj:CFSAN001992_17575
ko:K02194	senj:CFSAN001992_00170
ko:K03606	senj:CFSAN001992_00905
ko:K03606	senj:CFSAN001992_00910
ko:K19804	senj:CFSAN001992_02950
ko:K19803	senj:CFSAN001992_00295
ko:K19804	senj:CFSAN001992_02945
ko:K08598	senj:CFSAN001992_19205
ko:K08598	senj:CFSAN001992_19210
ko:K07011	senj:CFSAN001992_07790
ko:K19810	senj:CFSAN001992_12190
ko:K03168	senj:CFSAN001992_02905
ko:K03168	senj:CFSAN001992_02910
ko:K00766	senj:CFSAN001992_02840
ko:K21638	senj:CFSAN001992_06095
ko:K21636	senj:CFSAN001992_11710
ko:K19956	senj:CFSAN001992_18170
ko:K07686	senj:CFSAN001992_14685
ko:K20265	senj:CFSAN001992_21785
ko:K20276	senj:CFSAN001992_20000
ko:K19591	senj:CFSAN001992_08695
ko:K01612	senj:CFSAN001992_18930
ko:K01236	senj:CFSAN001992_03755
ko:K20542	senj:CFSAN001992_15550
ko:K20534	senj:CFSAN001992_08505
ko:K20543	senj:CFSAN001992_15555
ko:K20541	senj:CFSAN001992_15545
ko:K21394	senj:CFSAN001992_15290
ko:K22132	senj:CFSAN001992_18630
ko:K20609	senj:CFSAN001992_03475
ko:K01214	senj:CFSAN001992_03765
ko:K02438	senj:CFSAN001992_15945
ko:K02790	senj:CFSAN001992_04260
ko:K02791	senj:CFSAN001992_04260
ko:K21029	senj:CFSAN001992_07215
ko:K21023	senj:CFSAN001992_16610
ko:K21084	senj:CFSAN001992_00805
ko:K21021	senj:CFSAN001992_20315
ko:K21085	senj:CFSAN001992_01525
ko:K21086	senj:CFSAN001992_15580
ko:K21087	senj:CFSAN001992_02480
ko:K21089	senj:CFSAN001992_00560
ko:K08968	senj:CFSAN001992_02235
ko:K21090	senj:CFSAN001992_02335
ko:K00525	senj:CFSAN001992_22170
ko:K00525	senj:CFSAN001992_19480
ko:K00526	senj:CFSAN001992_19475
ko:K00287	senj:CFSAN001992_10590
ko:K02315	senj:CFSAN001992_11305
ko:K04068	senj:CFSAN001992_11715
ko:K02314	senj:CFSAN001992_12650
ko:K01520	senj:CFSAN001992_14995
ko:K03676	senj:CFSAN001992_15140
ko:K06223	senj:CFSAN001992_16160
ko:K02316	senj:CFSAN001992_17480
ko:K00560	senj:CFSAN001992_18565
ko:K06191	senj:CFSAN001992_19490
ko:K06903	senj:CFSAN001992_19905
ko:K06907	senj:CFSAN001992_19940
ko:K06908	senj:CFSAN001992_19945
ko:K06906	senj:CFSAN001992_19965
ko:K06905	senj:CFSAN001992_19970
ko:K06905	senj:CFSAN001992_20085
ko:K06866	senj:CFSAN001992_20415
ko:K06223	senj:CFSAN001992_20475
ko:K06919	senj:CFSAN001992_19690
ko:K06223	senj:CFSAN001992_19790
ko:K06906	senj:CFSAN001992_20095
ko:K06908	senj:CFSAN001992_20115
ko:K06907	senj:CFSAN001992_20120
ko:K06903	senj:CFSAN001992_20145
ko:K14744	senj:CFSAN001992_20575
ko:K03791	senj:CFSAN001992_02085
ko:K07313	senj:CFSAN001992_02205
ko:K06197	senj:CFSAN001992_02625
ko:K00857	senj:CFSAN001992_02710
ko:K14059	senj:CFSAN001992_03260
ko:K06217	senj:CFSAN001992_06015
ko:K03791	senj:CFSAN001992_06365
ko:K02314	senj:CFSAN001992_06430
ko:K06217	senj:CFSAN001992_08010
ko:K03546	senj:CFSAN001992_09215
ko:K16711	senj:CFSAN001992_00930
ko:K00558	senj:CFSAN001992_01500
ko:K03292	senj:CFSAN001992_10250
ko:K05934	senj:CFSAN001992_01300
ko:K02335	senj:CFSAN001992_13715
ko:K03892	senj:CFSAN001992_01405
ko:K21393	senj:CFSAN001992_15285
ko:K21395	senj:CFSAN001992_15280
ko:K21470	senj:CFSAN001992_06680
ko:K21602	senj:CFSAN001992_15310
ko:K21739	senj:CFSAN001992_08480
ko:K21740	senj:CFSAN001992_08475
ko:K21741	senj:CFSAN001992_08470
ko:K21746	senj:CFSAN001992_08485
ko:K21698	senj:CFSAN001992_16715
ko:K21695	senj:CFSAN001992_16720
ko:K21759	senj:CFSAN001992_18925
ko:K21948	senj:CFSAN001992_18955
ko:K21966	senj:CFSAN001992_00115
ko:K21990	senj:CFSAN001992_21620
ko:K22041	senj:CFSAN001992_05540
ko:K22015	senj:CFSAN001992_12445
ko:K22015	senj:CFSAN001992_12450
ko:K22024	senj:CFSAN001992_10180
ko:K22025	senj:CFSAN001992_18970
ko:K22051	senj:CFSAN001992_12125
ko:K03741	senj:CFSAN001992_01410
ko:K08319	senj:CFSAN001992_18950
ko:K22131	senj:CFSAN001992_18965
ko:K14274	senj:CFSAN001992_20335
ko:K22130	senj:CFSAN001992_18960
ko:K03595	senj:CFSAN001992_20640
ko:K22129	senj:CFSAN001992_10185
ko:K22105	senj:CFSAN001992_13060
ko:K22104	senj:CFSAN001992_16850
ko:K22110	senj:CFSAN001992_13435
ko:K22110	senj:CFSAN001992_05990
ko:K22110	senj:CFSAN001992_13635
ko:K22270	senj:CFSAN001992_00485
ko:K03079	senj:CFSAN001992_15265
ko:K08994	senj:CFSAN001992_03945
ko:K03078	senj:CFSAN001992_15270
ko:K03077	senj:CFSAN001992_15260
ko:K03077	senj:CFSAN001992_10505
ko:K15634	senj:CFSAN001992_11110
ko:K22300	senj:CFSAN001992_06455
ko:K22293	senj:CFSAN001992_04030
ko:K13566	senj:CFSAN001992_09650
ko:K11206	senj:CFSAN001992_08175
ko:K22488	senj:CFSAN001992_19155
ko:K22486	senj:CFSAN001992_19145
ko:K22489	senj:CFSAN001992_18940
ko:K22501	senj:CFSAN001992_02500
ko:K00424	senj:CFSAN001992_07670
ko:K22487	senj:CFSAN001992_19165
ko:K22505	senj:CFSAN001992_19170
ko:K22512	senj:CFSAN001992_19050
ko:K22504	senj:CFSAN001992_19035
ko:K22506	senj:CFSAN001992_19055
ko:K22507	senj:CFSAN001992_19075
ko:K22508	senj:CFSAN001992_19080
ko:K22509	senj:CFSAN001992_19085
ko:K22510	senj:CFSAN001992_19090
ko:K22511	senj:CFSAN001992_19040
ko:K22513	senj:CFSAN001992_19060
ko:K22514	senj:CFSAN001992_19065
