ko:K02495	seeb:SEEB0189_022330
ko:K01834	seeb:SEEB0189_015490
ko:K02013	seeb:SEEB0189_015495
ko:K02015	seeb:SEEB0189_015500
ko:K01571	seeb:SEEB0189_015515
ko:K01573	seeb:SEEB0189_015520
ko:K01677	seeb:SEEB0189_015540
ko:K01678	seeb:SEEB0189_015545
ko:K01626	seeb:SEEB0189_015550
ko:K16264	seeb:SEEB0189_015560
ko:K03811	seeb:SEEB0189_015565
ko:K03517	seeb:SEEB0189_015570
ko:K03640	seeb:SEEB0189_015605
ko:K03641	seeb:SEEB0189_015610
ko:K03646	seeb:SEEB0189_015615
ko:K03560	seeb:SEEB0189_015620
ko:K03562	seeb:SEEB0189_015625
ko:K15536	seeb:SEEB0189_020180
ko:K03592	seeb:SEEB0189_020185
ko:K09889	seeb:SEEB0189_020190
ko:K06605	seeb:SEEB0189_020195
ko:K06606	seeb:SEEB0189_020200
ko:K00010	seeb:SEEB0189_020210
ko:K03336	seeb:SEEB0189_020215
ko:K03338	seeb:SEEB0189_020225
ko:K06606	seeb:SEEB0189_020235
ko:K01201	seeb:SEEB0189_020240
ko:K00010	seeb:SEEB0189_020245
ko:K03335	seeb:SEEB0189_020250
ko:K00140	seeb:SEEB0189_020260
ko:K03337	seeb:SEEB0189_020265
ko:K02558	seeb:SEEB0189_020295
ko:K03841	seeb:SEEB0189_020300
ko:K01507	seeb:SEEB0189_020305
ko:K09800	seeb:SEEB0189_020325
ko:K07278	seeb:SEEB0189_020330
ko:K07304	seeb:SEEB0189_020335
ko:K07109	seeb:SEEB0189_020350
ko:K01082	seeb:SEEB0189_020355
ko:K01119	seeb:SEEB0189_020360
ko:K07322	seeb:SEEB0189_020380
ko:K11737	seeb:SEEB0189_020385
ko:K03773	seeb:SEEB0189_020390
ko:K07269	seeb:SEEB0189_020395
ko:K02939	seeb:SEEB0189_020405
ko:K02963	seeb:SEEB0189_020410
ko:K02686	seeb:SEEB0189_020415
ko:K02990	seeb:SEEB0189_020420
ko:K03077	seeb:SEEB0189_020430
ko:K07107	seeb:SEEB0189_015630
ko:K00426	seeb:SEEB0189_015645
ko:K00425	seeb:SEEB0189_015650
ko:K01902	seeb:SEEB0189_015655
ko:K01903	seeb:SEEB0189_015660
ko:K00658	seeb:SEEB0189_015665
ko:K00164	seeb:SEEB0189_015670
ko:K00240	seeb:SEEB0189_015675
ko:K00239	seeb:SEEB0189_015680
ko:K00242	seeb:SEEB0189_015685
ko:K00241	seeb:SEEB0189_015690
ko:K01647	seeb:SEEB0189_015695
ko:K07120	seeb:SEEB0189_015700
ko:K05522	seeb:SEEB0189_015705
ko:K07160	seeb:SEEB0189_015710
ko:K03305	seeb:SEEB0189_015730
ko:K01669	seeb:SEEB0189_015735
ko:K01545	seeb:SEEB0189_015745
ko:K01546	seeb:SEEB0189_015750
ko:K01547	seeb:SEEB0189_015755
ko:K01548	seeb:SEEB0189_015760
ko:K07646	seeb:SEEB0189_015765
ko:K07667	seeb:SEEB0189_015770
ko:K01581	seeb:SEEB0189_015780
ko:K03756	seeb:SEEB0189_015785
ko:K01835	seeb:SEEB0189_015795
ko:K03645	seeb:SEEB0189_015800
ko:K03839	seeb:SEEB0189_015815
ko:K03711	seeb:SEEB0189_015820
ko:K13794	seeb:SEEB0189_015825
ko:K13796	seeb:SEEB0189_015830
ko:K13795	seeb:SEEB0189_015835
ko:K03288	seeb:SEEB0189_015840
ko:K01886	seeb:SEEB0189_015855
ko:K02802	seeb:SEEB0189_015860
ko:K02803	seeb:SEEB0189_015860
ko:K02804	seeb:SEEB0189_015860
ko:K02564	seeb:SEEB0189_015865
ko:K07308	seeb:SEEB0189_020900
ko:K07307	seeb:SEEB0189_020905
ko:K07306	seeb:SEEB0189_020910
ko:K07701	seeb:SEEB0189_020915
ko:K07703	seeb:SEEB0189_020920
ko:K07792	seeb:SEEB0189_020925
ko:K01676	seeb:SEEB0189_020930
ko:K11104	seeb:SEEB0189_020935
ko:K07406	seeb:SEEB0189_020940
ko:K01584	seeb:SEEB0189_020950
ko:K03755	seeb:SEEB0189_020960
ko:K03759	seeb:SEEB0189_020965
ko:K03760	seeb:SEEB0189_020970
ko:K07771	seeb:SEEB0189_020975
ko:K07643	seeb:SEEB0189_020980
ko:K03762	seeb:SEEB0189_020990
ko:K06193	seeb:SEEB0189_020995
ko:K04750	seeb:SEEB0189_021000
ko:K09994	seeb:SEEB0189_021005
ko:K07126	seeb:SEEB0189_021025
ko:K11102	seeb:SEEB0189_021030
ko:K04018	seeb:SEEB0189_021035
ko:K04017	seeb:SEEB0189_021040
ko:K04016	seeb:SEEB0189_021045
ko:K04015	seeb:SEEB0189_021050
ko:K04014	seeb:SEEB0189_021055
ko:K04013	seeb:SEEB0189_021060
ko:K03385	seeb:SEEB0189_021065
ko:K01895	seeb:SEEB0189_021070
ko:K14393	seeb:SEEB0189_021080
ko:K06518	seeb:SEEB0189_021090
ko:K03316	seeb:SEEB0189_021100
ko:K06901	seeb:SEEB0189_021110
ko:K00799	seeb:SEEB0189_021115
ko:K13639	seeb:SEEB0189_021120
ko:K13631	seeb:SEEB0189_021125
ko:K01443	seeb:SEEB0189_015870
ko:K02565	seeb:SEEB0189_015875
ko:K02566	seeb:SEEB0189_015880
ko:K01953	seeb:SEEB0189_015885
ko:K03184	seeb:SEEB0189_015925
ko:K06168	seeb:SEEB0189_015930
ko:K07042	seeb:SEEB0189_015940
ko:K06189	seeb:SEEB0189_015945
ko:K03820	seeb:SEEB0189_015950
ko:K10001	seeb:SEEB0189_015955
ko:K10003	seeb:SEEB0189_015960
ko:K10002	seeb:SEEB0189_015965
ko:K10004	seeb:SEEB0189_015970
ko:K04045	seeb:SEEB0189_015985
ko:K07126	seeb:SEEB0189_016010
ko:K16850	seeb:SEEB0189_016030
ko:K16849	seeb:SEEB0189_016035
ko:K01869	seeb:SEEB0189_016040
ko:K03643	seeb:SEEB0189_016045
ko:K02340	seeb:SEEB0189_016050
ko:K00969	seeb:SEEB0189_016055
ko:K04720	seeb:SEEB0189_016060
ko:K09710	seeb:SEEB0189_016075
ko:K00783	seeb:SEEB0189_016080
ko:K05515	seeb:SEEB0189_016085
ko:K05837	seeb:SEEB0189_016090
ko:K03642	seeb:SEEB0189_016095
ko:K07258	seeb:SEEB0189_016100
ko:K09158	seeb:SEEB0189_016105
ko:K03801	seeb:SEEB0189_016110
ko:K03644	seeb:SEEB0189_016120
ko:K03425	seeb:SEEB0189_016125
ko:K02342	seeb:SEEB0189_017985
ko:K03469	seeb:SEEB0189_017990
ko:K01069	seeb:SEEB0189_018000
ko:K08307	seeb:SEEB0189_018005
ko:K06222	seeb:SEEB0189_018030
ko:K03273	seeb:SEEB0189_018065
ko:K02071	seeb:SEEB0189_018070
ko:K02072	seeb:SEEB0189_018075
ko:K02073	seeb:SEEB0189_018080
ko:K06080	seeb:SEEB0189_018085
ko:K01881	seeb:SEEB0189_018095
ko:K06079	seeb:SEEB0189_018100
ko:K15034	seeb:SEEB0189_018105
ko:K04075	seeb:SEEB0189_018125
ko:K08234	seeb:SEEB0189_018130
ko:K01962	seeb:SEEB0189_018145
ko:K02337	seeb:SEEB0189_018150
ko:K03470	seeb:SEEB0189_018155
ko:K00748	seeb:SEEB0189_018160
ko:K00677	seeb:SEEB0189_018165
ko:K06199	seeb:SEEB0189_016135
ko:K03704	seeb:SEEB0189_016140
ko:K12973	seeb:SEEB0189_016145
ko:K03326	seeb:SEEB0189_016150
ko:K07702	seeb:SEEB0189_016155
ko:K07700	seeb:SEEB0189_016160
ko:K01910	seeb:SEEB0189_016165
ko:K01646	seeb:SEEB0189_016170
ko:K01644	seeb:SEEB0189_016175
ko:K01643	seeb:SEEB0189_016180
ko:K05964	seeb:SEEB0189_016185
ko:K05966	seeb:SEEB0189_016190
ko:K01169	seeb:SEEB0189_016200
ko:K06140	seeb:SEEB0189_016205
ko:K11932	seeb:SEEB0189_016215
ko:K03387	seeb:SEEB0189_016240
ko:K03386	seeb:SEEB0189_016245
ko:K03805	seeb:SEEB0189_016250
ko:K14287	seeb:SEEB0189_016265
ko:K08317	seeb:SEEB0189_016270
ko:K06200	seeb:SEEB0189_016280
ko:K00216	seeb:SEEB0189_016290
ko:K01252	seeb:SEEB0189_016295
ko:K02363	seeb:SEEB0189_016300
ko:K02361	seeb:SEEB0189_016305
ko:K02016	seeb:SEEB0189_016310
ko:K08225	seeb:SEEB0189_016315
ko:K02015	seeb:SEEB0189_016320
ko:K02015	seeb:SEEB0189_016325
ko:K02013	seeb:SEEB0189_016330
ko:K02364	seeb:SEEB0189_016340
ko:K07214	seeb:SEEB0189_016350
ko:K19611	seeb:SEEB0189_016355
ko:K02362	seeb:SEEB0189_016360
ko:K06048	seeb:SEEB0189_016365
ko:K01579	seeb:SEEB0189_018405
ko:K15540	seeb:SEEB0189_018415
ko:K07347	seeb:SEEB0189_018420
ko:K07347	seeb:SEEB0189_018465
ko:K01673	seeb:SEEB0189_018485
ko:K00760	seeb:SEEB0189_018490
ko:K00117	seeb:SEEB0189_018495
ko:K14588	seeb:SEEB0189_018500
ko:K00797	seeb:SEEB0189_018510
ko:K01611	seeb:SEEB0189_018515
ko:K02526	seeb:SEEB0189_018535
ko:K09910	seeb:SEEB0189_018540
ko:K01682	seeb:SEEB0189_018585
ko:K00382	seeb:SEEB0189_018610
ko:K00627	seeb:SEEB0189_018615
ko:K00163	seeb:SEEB0189_018620
ko:K11734	seeb:SEEB0189_018630
ko:K03807	seeb:SEEB0189_018645
ko:K03806	seeb:SEEB0189_018650
ko:K00767	seeb:SEEB0189_018655
ko:K10679	seeb:SEEB0189_016390
ko:K02793	seeb:SEEB0189_016395
ko:K02795	seeb:SEEB0189_016405
ko:K19509	seeb:SEEB0189_016410
ko:K12686	seeb:SEEB0189_016430
ko:K16053	seeb:SEEB0189_016435
ko:K11732	seeb:SEEB0189_016440
ko:K07644	seeb:SEEB0189_016475
ko:K08087	seeb:SEEB0189_016545
ko:K08088	seeb:SEEB0189_016550
ko:K07688	seeb:SEEB0189_016555
ko:K07348	seeb:SEEB0189_016560
ko:K07350	seeb:SEEB0189_016565
ko:K07347	seeb:SEEB0189_016570
ko:K07346	seeb:SEEB0189_016575
ko:K07351	seeb:SEEB0189_016580
ko:K07345	seeb:SEEB0189_016585
ko:K01491	seeb:SEEB0189_016590
ko:K14761	seeb:SEEB0189_016595
ko:K07038	seeb:SEEB0189_016600
ko:K01883	seeb:SEEB0189_016615
ko:K03768	seeb:SEEB0189_016620
ko:K03269	seeb:SEEB0189_016625
ko:K01588	seeb:SEEB0189_016630
ko:K01589	seeb:SEEB0189_016635
ko:K00926	seeb:SEEB0189_016640
ko:K02336	seeb:SEEB0189_018900
ko:K03580	seeb:SEEB0189_018905
ko:K06177	seeb:SEEB0189_018910
ko:K05801	seeb:SEEB0189_018915
ko:K04744	seeb:SEEB0189_018920
ko:K03771	seeb:SEEB0189_018925
ko:K00097	seeb:SEEB0189_018930
ko:K02528	seeb:SEEB0189_018935
ko:K06195	seeb:SEEB0189_018940
ko:K01525	seeb:SEEB0189_018945
ko:K11746	seeb:SEEB0189_018960
ko:K08368	seeb:SEEB0189_018985
ko:K03855	seeb:SEEB0189_018990
ko:K00313	seeb:SEEB0189_018995
ko:K03522	seeb:SEEB0189_019000
ko:K03521	seeb:SEEB0189_019005
ko:K05245	seeb:SEEB0189_019015
ko:K08297	seeb:SEEB0189_019020
ko:K08298	seeb:SEEB0189_019025
ko:K02182	seeb:SEEB0189_019030
ko:K08299	seeb:SEEB0189_019035
ko:K08279	seeb:SEEB0189_019040
ko:K08277	seeb:SEEB0189_019045
ko:K01955	seeb:SEEB0189_019050
ko:K01956	seeb:SEEB0189_019055
ko:K00215	seeb:SEEB0189_019065
ko:K05966	seeb:SEEB0189_019070
ko:K05964	seeb:SEEB0189_019075
ko:K01643	seeb:SEEB0189_019080
ko:K01644	seeb:SEEB0189_019085
ko:K01646	seeb:SEEB0189_019090
ko:K01910	seeb:SEEB0189_019095
ko:K01573	seeb:SEEB0189_019105
ko:K01571	seeb:SEEB0189_019110
ko:K01572	seeb:SEEB0189_019115
ko:K07700	seeb:SEEB0189_019120
ko:K07702	seeb:SEEB0189_019125
ko:K12700	seeb:SEEB0189_019130
ko:K02381	seeb:SEEB0189_016655
ko:K00073	seeb:SEEB0189_016660
ko:K02083	seeb:SEEB0189_016665
ko:K14977	seeb:SEEB0189_016670
ko:K00865	seeb:SEEB0189_016675
ko:K01466	seeb:SEEB0189_016685
ko:K10975	seeb:SEEB0189_016690
ko:K01608	seeb:SEEB0189_016710
ko:K10973	seeb:SEEB0189_016715
ko:K01483	seeb:SEEB0189_016720
ko:K10972	seeb:SEEB0189_016725
ko:K06917	seeb:SEEB0189_016730
ko:K02072	seeb:SEEB0189_016735
ko:K02071	seeb:SEEB0189_016740
ko:K02073	seeb:SEEB0189_016745
ko:K02004	seeb:SEEB0189_016755
ko:K02003	seeb:SEEB0189_016760
ko:K10804	seeb:SEEB0189_016765
ko:K05838	seeb:SEEB0189_016775
ko:K02069	seeb:SEEB0189_016780
ko:K02068	seeb:SEEB0189_016785
ko:K07340	seeb:SEEB0189_016795
ko:K09973	seeb:SEEB0189_016815
ko:K11751	seeb:SEEB0189_016825
ko:K08223	seeb:SEEB0189_016830
ko:K03455	seeb:SEEB0189_016835
ko:K00892	seeb:SEEB0189_016840
ko:K01772	seeb:SEEB0189_016850
ko:K00939	seeb:SEEB0189_016855
ko:K04079	seeb:SEEB0189_016860
ko:K06187	seeb:SEEB0189_016865
ko:K09747	seeb:SEEB0189_016870
ko:K02343	seeb:SEEB0189_016875
ko:K00759	seeb:SEEB0189_016880
ko:K09790	seeb:SEEB0189_016885
ko:K04067	seeb:SEEB0189_016890
ko:K07347	seeb:SEEB0189_019415
ko:K06143	seeb:SEEB0189_019430
ko:K07641	seeb:SEEB0189_019435
ko:K07663	seeb:SEEB0189_019440
ko:K05805	seeb:SEEB0189_019445
ko:K05804	seeb:SEEB0189_019450
ko:K03720	seeb:SEEB0189_019465
ko:K08309	seeb:SEEB0189_019470
ko:K06211	seeb:SEEB0189_019480
ko:K04485	seeb:SEEB0189_019485
ko:K01079	seeb:SEEB0189_019490
ko:K07186	seeb:SEEB0189_019495
ko:K03800	seeb:SEEB0189_019500
ko:K03784	seeb:SEEB0189_019530
ko:K01839	seeb:SEEB0189_019535
ko:K00758	seeb:SEEB0189_019540
ko:K01619	seeb:SEEB0189_019545
ko:K03424	seeb:SEEB0189_019560
ko:K04065	seeb:SEEB0189_019575
ko:K02837	seeb:SEEB0189_019580
ko:K08723	seeb:SEEB0189_019585
ko:K03789	seeb:SEEB0189_019590
ko:K02344	seeb:SEEB0189_019595
ko:K00564	seeb:SEEB0189_019600
ko:K02257	seeb:SEEB0189_017095
ko:K00525	seeb:SEEB0189_008185
ko:K20534	seeb:SEEB0189_016520
ko:K19592	seeb:SEEB0189_017535
ko:K19594	seeb:SEEB0189_017550
ko:K19688	seeb:SEEB0189_015090
ko:K19709	seeb:SEEB0189_012750
ko:K19745	seeb:SEEB0189_002975
ko:K19778	seeb:SEEB0189_011705
ko:K19776	seeb:SEEB0189_000705
ko:K00799	seeb:SEEB0189_015045
ko:K06131	seeb:SEEB0189_015295
ko:K00799	seeb:SEEB0189_007835
ko:K06132	seeb:SEEB0189_013830
ko:K07147	seeb:SEEB0189_002970
ko:K15777	seeb:SEEB0189_003925
ko:K07119	seeb:SEEB0189_011565
ko:K19784	seeb:SEEB0189_000630
ko:K07662	seeb:SEEB0189_022050
ko:K19802	seeb:SEEB0189_011100
ko:K07126	seeb:SEEB0189_017100
ko:K19803	seeb:SEEB0189_008450
ko:K19804	seeb:SEEB0189_010965
ko:K19810	seeb:SEEB0189_020705
ko:K07126	seeb:SEEB0189_017105
ko:K01185	seeb:SEEB0189_014440
ko:K07493	seeb:SEEB0189_010195
ko:K09709	seeb:SEEB0189_015070
ko:K21636	seeb:SEEB0189_020115
ko:K20023	seeb:SEEB0189_001380
ko:K07484	seeb:SEEB0189_000395
ko:K20265	seeb:SEEB0189_007780
ko:K07686	seeb:SEEB0189_000925
ko:K20276	seeb:SEEB0189_006390
ko:K19591	seeb:SEEB0189_016800
ko:K01612	seeb:SEEB0189_005545
ko:K01236	seeb:SEEB0189_011715
ko:K20542	seeb:SEEB0189_001795
ko:K20534	seeb:SEEB0189_016490
ko:K20543	seeb:SEEB0189_001800
ko:K20541	seeb:SEEB0189_001790
ko:K21394	seeb:SEEB0189_001520
ko:K22132	seeb:SEEB0189_005190
ko:K20609	seeb:SEEB0189_011450
ko:K01214	seeb:SEEB0189_011725
ko:K02438	seeb:SEEB0189_002190
ko:K21029	seeb:SEEB0189_015130
ko:K21021	seeb:SEEB0189_006470
ko:K21023	seeb:SEEB0189_002915
ko:K21084	seeb:SEEB0189_008890
ko:K21085	seeb:SEEB0189_009550
ko:K21086	seeb:SEEB0189_001825
ko:K21087	seeb:SEEB0189_010500
ko:K21089	seeb:SEEB0189_008710
ko:K08968	seeb:SEEB0189_010260
ko:K21090	seeb:SEEB0189_010355
ko:K00525	seeb:SEEB0189_006135
ko:K00526	seeb:SEEB0189_006130
ko:K06223	seeb:SEEB0189_002450
ko:K01520	seeb:SEEB0189_001205
ko:K03676	seeb:SEEB0189_001355
ko:K11089	seeb:SEEB0189_002270
ko:K00560	seeb:SEEB0189_005115
ko:K02316	seeb:SEEB0189_003815
ko:K06191	seeb:SEEB0189_006145
ko:K06217	seeb:SEEB0189_013945
ko:K16711	seeb:SEEB0189_009010
ko:K00558	seeb:SEEB0189_009525
ko:K07313	seeb:SEEB0189_010230
ko:K06197	seeb:SEEB0189_010645
ko:K00857	seeb:SEEB0189_010750
ko:K14744	seeb:SEEB0189_014435
ko:K02315	seeb:SEEB0189_019665
ko:K06919	seeb:SEEB0189_019900
ko:K06217	seeb:SEEB0189_015935
ko:K04068	seeb:SEEB0189_020120
ko:K03546	seeb:SEEB0189_017325
ko:K02314	seeb:SEEB0189_021215
ko:K06866	seeb:SEEB0189_006590
ko:K03292	seeb:SEEB0189_018635
ko:K05934	seeb:SEEB0189_009330
ko:K02335	seeb:SEEB0189_022350
ko:K21393	seeb:SEEB0189_001515
ko:K21395	seeb:SEEB0189_001510
ko:K21449	seeb:SEEB0189_001410
ko:K21470	seeb:SEEB0189_014595
ko:K21602	seeb:SEEB0189_001540
ko:K21645	seeb:SEEB0189_015530
ko:K21739	seeb:SEEB0189_016460
ko:K21740	seeb:SEEB0189_016455
ko:K21741	seeb:SEEB0189_016450
ko:K21746	seeb:SEEB0189_016465
ko:K21698	seeb:SEEB0189_003020
ko:K21695	seeb:SEEB0189_003025
ko:K21759	seeb:SEEB0189_005540
ko:K21948	seeb:SEEB0189_005570
ko:K21990	seeb:SEEB0189_007605
ko:K22041	seeb:SEEB0189_013510
ko:K22015	seeb:SEEB0189_021015
ko:K22015	seeb:SEEB0189_021020
ko:K22024	seeb:SEEB0189_018525
ko:K22025	seeb:SEEB0189_005585
ko:K22051	seeb:SEEB0189_020635
ko:K08319	seeb:SEEB0189_005565
ko:K22131	seeb:SEEB0189_005580
ko:K01816	seeb:SEEB0189_016705
ko:K14274	seeb:SEEB0189_006490
ko:K03595	seeb:SEEB0189_006655
ko:K22130	seeb:SEEB0189_005575
ko:K22129	seeb:SEEB0189_018530
ko:K22105	seeb:SEEB0189_021710
ko:K22104	seeb:SEEB0189_003160
ko:K22110	seeb:SEEB0189_022090
ko:K22110	seeb:SEEB0189_013920
ko:K22110	seeb:SEEB0189_022275
ko:K22270	seeb:SEEB0189_008635
ko:K03079	seeb:SEEB0189_001495
ko:K08994	seeb:SEEB0189_011885
ko:K03078	seeb:SEEB0189_001500
ko:K03077	seeb:SEEB0189_001490
ko:K03077	seeb:SEEB0189_018885
ko:K15634	seeb:SEEB0189_019455
ko:K22397	seeb:SEEB0189_002215
ko:K22293	seeb:SEEB0189_011975
ko:K13566	seeb:SEEB0189_017755
ko:K11206	seeb:SEEB0189_016130
ko:K22488	seeb:SEEB0189_005800
ko:K22486	seeb:SEEB0189_005790
ko:K22489	seeb:SEEB0189_005555
ko:K07319	seeb:SEEB0189_000280
ko:K22501	seeb:SEEB0189_010520
ko:K00424	seeb:SEEB0189_015640
ko:K22487	seeb:SEEB0189_005810
ko:K22505	seeb:SEEB0189_005815
ko:K22512	seeb:SEEB0189_005695
ko:K22504	seeb:SEEB0189_005680
ko:K22506	seeb:SEEB0189_005700
ko:K22507	seeb:SEEB0189_005720
ko:K22508	seeb:SEEB0189_005725
ko:K22509	seeb:SEEB0189_005730
ko:K22510	seeb:SEEB0189_005735
ko:K22511	seeb:SEEB0189_005685
ko:K22513	seeb:SEEB0189_005705
ko:K22514	seeb:SEEB0189_005710
