ko:K19272	kpc:KPNIH10_26765
ko:K03149	kpc:KPNIH10_01140
ko:K03154	kpc:KPNIH10_01145
ko:K03148	kpc:KPNIH10_01150
ko:K00788	kpc:KPNIH10_01155
ko:K03147	kpc:KPNIH10_01160
ko:K07740	kpc:KPNIH10_01165
ko:K03426	kpc:KPNIH10_01170
ko:K01599	kpc:KPNIH10_01175
ko:K05982	kpc:KPNIH10_01180
ko:K09891	kpc:KPNIH10_01185
ko:K05787	kpc:KPNIH10_01190
ko:K07803	kpc:KPNIH10_01200
ko:K07709	kpc:KPNIH10_01205
ko:K01945	kpc:KPNIH10_01215
ko:K00602	kpc:KPNIH10_01220
ko:K03827	kpc:KPNIH10_01245
ko:K00651	kpc:KPNIH10_01250
ko:K01638	kpc:KPNIH10_01255
ko:K01637	kpc:KPNIH10_01260
ko:K00906	kpc:KPNIH10_01265
ko:K13641	kpc:KPNIH10_01270
ko:K00548	kpc:KPNIH10_01275
ko:K03324	kpc:KPNIH10_01280
ko:K00014	kpc:KPNIH10_01285
ko:K02815	kpc:KPNIH10_01295
ko:K02814	kpc:KPNIH10_01300
ko:K02813	kpc:KPNIH10_01305
ko:K02812	kpc:KPNIH10_01310
ko:K00068	kpc:KPNIH10_01315
ko:K06182	kpc:KPNIH10_01325
ko:K03453	kpc:KPNIH10_01335
ko:K00928	kpc:KPNIH10_01340
ko:K07483	kpc:KPNIH10_01895
ko:K04084	kpc:KPNIH10_01920
ko:K03926	kpc:KPNIH10_01925
ko:K07791	kpc:KPNIH10_01930
ko:K01744	kpc:KPNIH10_01935
ko:K07113	kpc:KPNIH10_01940
ko:K16263	kpc:KPNIH10_01945
ko:K04078	kpc:KPNIH10_01950
ko:K04077	kpc:KPNIH10_01955
ko:K13409	kpc:KPNIH10_01970
ko:K13408	kpc:KPNIH10_01975
ko:K07347	kpc:KPNIH10_01995
ko:K07481	kpc:KPNIH10_02010
ko:K02356	kpc:KPNIH10_02030
ko:K16347	kpc:KPNIH10_02035
ko:K16348	kpc:KPNIH10_02040
ko:K11741	kpc:KPNIH10_02045
ko:K03098	kpc:KPNIH10_02050
ko:K00247	kpc:KPNIH10_02055
ko:K00246	kpc:KPNIH10_02060
ko:K00245	kpc:KPNIH10_02065
ko:K00244	kpc:KPNIH10_02070
ko:K04568	kpc:KPNIH10_02075
ko:K01613	kpc:KPNIH10_02090
ko:K06949	kpc:KPNIH10_02095
ko:K13288	kpc:KPNIH10_02100
ko:K09996	kpc:KPNIH10_02105
ko:K18979	kpc:KPNIH10_02125
ko:K17758	kpc:KPNIH10_02130
ko:K17759	kpc:KPNIH10_02130
ko:K06925	kpc:KPNIH10_02135
ko:K01448	kpc:KPNIH10_02140
ko:K03572	kpc:KPNIH10_02145
ko:K00791	kpc:KPNIH10_02150
ko:K03666	kpc:KPNIH10_02155
ko:K03665	kpc:KPNIH10_02160
ko:K04088	kpc:KPNIH10_02165
ko:K04087	kpc:KPNIH10_02170
ko:K03592	kpc:KPNIH10_02450
ko:K15536	kpc:KPNIH10_02455
ko:K01465	kpc:KPNIH10_02485
ko:K01042	kpc:KPNIH10_02490
ko:K18918	kpc:KPNIH10_02510
ko:K06218	kpc:KPNIH10_02515
ko:K02760	kpc:KPNIH10_02535
ko:K01222	kpc:KPNIH10_02540
ko:K02761	kpc:KPNIH10_02545
ko:K01226	kpc:KPNIH10_02550
ko:K02818	kpc:KPNIH10_02555
ko:K02819	kpc:KPNIH10_02555
ko:K03485	kpc:KPNIH10_02560
ko:K01531	kpc:KPNIH10_02565
ko:K09022	kpc:KPNIH10_02570
ko:K00610	kpc:KPNIH10_02575
ko:K00609	kpc:KPNIH10_02580
ko:K03710	kpc:KPNIH10_02610
ko:K00611	kpc:KPNIH10_02615
ko:K09893	kpc:KPNIH10_02620
ko:K06169	kpc:KPNIH10_02625
ko:K03828	kpc:KPNIH10_02630
ko:K01873	kpc:KPNIH10_02635
ko:K02339	kpc:KPNIH10_02640
ko:K01255	kpc:KPNIH10_02645
ko:K07091	kpc:KPNIH10_02650
ko:K11720	kpc:KPNIH10_02655
ko:K06915	kpc:KPNIH10_02660
ko:K06606	kpc:KPNIH10_02665
ko:K00140	kpc:KPNIH10_02670
ko:K03337	kpc:KPNIH10_02675
ko:K03338	kpc:KPNIH10_02705
ko:K03336	kpc:KPNIH10_02710
ko:K00010	kpc:KPNIH10_02715
ko:K06605	kpc:KPNIH10_02720
ko:K00883	kpc:KPNIH10_03295
ko:K01631	kpc:KPNIH10_03300
ko:K00041	kpc:KPNIH10_03335
ko:K01002	kpc:KPNIH10_03380
ko:K02317	kpc:KPNIH10_03395
ko:K00481	kpc:KPNIH10_03410
ko:K18954	kpc:KPNIH10_03415
ko:K02761	kpc:KPNIH10_03435
ko:K13255	kpc:KPNIH10_03440
ko:K00564	kpc:KPNIH10_03470
ko:K02344	kpc:KPNIH10_03475
ko:K03789	kpc:KPNIH10_03480
ko:K08723	kpc:KPNIH10_03485
ko:K02837	kpc:KPNIH10_03490
ko:K04065	kpc:KPNIH10_03495
ko:K03424	kpc:KPNIH10_03510
ko:K03317	kpc:KPNIH10_03515
ko:K01619	kpc:KPNIH10_03520
ko:K00758	kpc:KPNIH10_03525
ko:K01839	kpc:KPNIH10_03530
ko:K03784	kpc:KPNIH10_03535
ko:K03800	kpc:KPNIH10_03540
ko:K07186	kpc:KPNIH10_03545
ko:K01079	kpc:KPNIH10_03550
ko:K04485	kpc:KPNIH10_03555
ko:K06211	kpc:KPNIH10_03560
ko:K08309	kpc:KPNIH10_03570
ko:K03531	kpc:KPNIH10_04120
ko:K02535	kpc:KPNIH10_04125
ko:K13301	kpc:KPNIH10_04130
ko:K03070	kpc:KPNIH10_04135
ko:K03574	kpc:KPNIH10_04140
ko:K09862	kpc:KPNIH10_04145
ko:K18778	kpc:KPNIH10_04150
ko:K00859	kpc:KPNIH10_04155
ko:K00364	kpc:KPNIH10_04160
ko:K02505	kpc:KPNIH10_04165
ko:K02504	kpc:KPNIH10_04170
ko:K02682	kpc:KPNIH10_04175
ko:K00767	kpc:KPNIH10_04180
ko:K03806	kpc:KPNIH10_04185
ko:K03807	kpc:KPNIH10_04190
ko:K11734	kpc:KPNIH10_04205
ko:K00163	kpc:KPNIH10_04215
ko:K00627	kpc:KPNIH10_04220
ko:K00382	kpc:KPNIH10_04225
ko:K01682	kpc:KPNIH10_04245
ko:K09910	kpc:KPNIH10_04250
ko:K01611	kpc:KPNIH10_04255
ko:K00797	kpc:KPNIH10_04260
ko:K07483	kpc:KPNIH10_04275
ko:K14588	kpc:KPNIH10_04295
ko:K00117	kpc:KPNIH10_04300
ko:K00760	kpc:KPNIH10_04305
ko:K01673	kpc:KPNIH10_04310
ko:K01990	kpc:KPNIH10_04315
ko:K01992	kpc:KPNIH10_04320
ko:K01579	kpc:KPNIH10_04335
ko:K01918	kpc:KPNIH10_04340
ko:K00606	kpc:KPNIH10_04345
ko:K00950	kpc:KPNIH10_04350
ko:K00970	kpc:KPNIH10_04355
ko:K01894	kpc:KPNIH10_04360
ko:K06204	kpc:KPNIH10_04365
ko:K06206	kpc:KPNIH10_04370
ko:K01975	kpc:KPNIH10_04375
ko:K15735	kpc:KPNIH10_04920
ko:K11735	kpc:KPNIH10_04925
ko:K07250	kpc:KPNIH10_04930
ko:K00135	kpc:KPNIH10_04935
ko:K15736	kpc:KPNIH10_04940
ko:K15737	kpc:KPNIH10_04945
ko:K09982	kpc:KPNIH10_04950
ko:K02775	kpc:KPNIH10_04965
ko:K00058	kpc:KPNIH10_04970
ko:K00059	kpc:KPNIH10_04975
ko:K00880	kpc:KPNIH10_04980
ko:K02443	kpc:KPNIH10_04985
ko:K00382	kpc:KPNIH10_05000
ko:K00627	kpc:KPNIH10_05005
ko:K02035	kpc:KPNIH10_17575
ko:K00854	kpc:KPNIH10_17595
ko:K12660	kpc:KPNIH10_18140
ko:K12944	kpc:KPNIH10_18175
ko:K01911	kpc:KPNIH10_18180
ko:K02549	kpc:KPNIH10_18185
ko:K01661	kpc:KPNIH10_18190
ko:K08680	kpc:KPNIH10_18195
ko:K02551	kpc:KPNIH10_18200
ko:K02552	kpc:KPNIH10_18205
ko:K02348	kpc:KPNIH10_18210
ko:K00784	kpc:KPNIH10_18215
ko:K00343	kpc:KPNIH10_18220
ko:K00342	kpc:KPNIH10_18225
ko:K00341	kpc:KPNIH10_18230
ko:K00340	kpc:KPNIH10_18235
ko:K00339	kpc:KPNIH10_18240
ko:K00338	kpc:KPNIH10_18245
ko:K00337	kpc:KPNIH10_18250
ko:K00336	kpc:KPNIH10_18255
ko:K00335	kpc:KPNIH10_18260
ko:K00334	kpc:KPNIH10_18265
ko:K13378	kpc:KPNIH10_18270
ko:K00331	kpc:KPNIH10_18275
ko:K00330	kpc:KPNIH10_18280
ko:K14260	kpc:KPNIH10_18290
ko:K08722	kpc:KPNIH10_18295
ko:K09161	kpc:KPNIH10_18310
ko:K09899	kpc:KPNIH10_18315
ko:K00925	kpc:KPNIH10_18320
ko:K13788	kpc:KPNIH10_18325
ko:K07095	kpc:KPNIH10_18335
ko:K07589	kpc:KPNIH10_18350
ko:K07071	kpc:KPNIH10_18355
ko:K10017	kpc:KPNIH10_18365
ko:K10015	kpc:KPNIH10_18370
ko:K10016	kpc:KPNIH10_18375
ko:K10014	kpc:KPNIH10_18380
ko:K10013	kpc:KPNIH10_18385
ko:K03186	kpc:KPNIH10_18390
ko:K19303	kpc:KPNIH10_14675
ko:K03556	kpc:KPNIH10_05020
ko:K07733	kpc:KPNIH10_05050
ko:K03496	kpc:KPNIH10_05080
ko:K00147	kpc:KPNIH10_05095
ko:K00931	kpc:KPNIH10_05100
ko:K11929	kpc:KPNIH10_05105
ko:K02042	kpc:KPNIH10_05130
ko:K02042	kpc:KPNIH10_05135
ko:K02044	kpc:KPNIH10_05140
ko:K02041	kpc:KPNIH10_05145
ko:K02029	kpc:KPNIH10_05180
ko:K02029	kpc:KPNIH10_05185
ko:K02028	kpc:KPNIH10_05190
ko:K02237	kpc:KPNIH10_05740
ko:K12500	kpc:KPNIH10_05745
ko:K06920	kpc:KPNIH10_05750
ko:K11938	kpc:KPNIH10_05760
ko:K01738	kpc:KPNIH10_05765
ko:K05800	kpc:KPNIH10_05770
ko:K18889	kpc:KPNIH10_05775
ko:K18890	kpc:KPNIH10_05780
ko:K04752	kpc:KPNIH10_05790
ko:K03320	kpc:KPNIH10_05795
ko:K10805	kpc:KPNIH10_05800
ko:K09914	kpc:KPNIH10_05805
ko:K07443	kpc:KPNIH10_05810
ko:K10111	kpc:KPNIH10_05855
ko:K15770	kpc:KPNIH10_05860
ko:K15771	kpc:KPNIH10_05865
ko:K15772	kpc:KPNIH10_05870
ko:K01224	kpc:KPNIH10_05875
ko:K12308	kpc:KPNIH10_05880
ko:K02778	kpc:KPNIH10_05885
ko:K02024	kpc:KPNIH10_05890
ko:K02909	kpc:KPNIH10_05900
ko:K02919	kpc:KPNIH10_05905
ko:K00375	kpc:KPNIH10_05915
ko:K00661	kpc:KPNIH10_05925
ko:K05839	kpc:KPNIH10_05930
ko:K19162	kpc:KPNIH10_05935
ko:K18138	kpc:KPNIH10_05940
ko:K03585	kpc:KPNIH10_05945
ko:K03577	kpc:KPNIH10_05950
ko:K05802	kpc:KPNIH10_05955
ko:K04067	kpc:KPNIH10_05970
ko:K09790	kpc:KPNIH10_05975
ko:K00759	kpc:KPNIH10_05980
ko:K02343	kpc:KPNIH10_05985
ko:K09747	kpc:KPNIH10_05990
ko:K06187	kpc:KPNIH10_05995
ko:K04079	kpc:KPNIH10_06000
ko:K00939	kpc:KPNIH10_06005
ko:K01772	kpc:KPNIH10_06010
ko:K00892	kpc:KPNIH10_06015
ko:K03455	kpc:KPNIH10_06020
ko:K01096	kpc:KPNIH10_10800
ko:K03484	kpc:KPNIH10_06645
ko:K01193	kpc:KPNIH10_06650
ko:K02809	kpc:KPNIH10_06655
ko:K02810	kpc:KPNIH10_06655
ko:K16077	kpc:KPNIH10_06660
ko:K00847	kpc:KPNIH10_06665
ko:K02013	kpc:KPNIH10_06685
ko:K02015	kpc:KPNIH10_06690
ko:K02016	kpc:KPNIH10_06695
ko:K10013	kpc:KPNIH10_06720
ko:K01130	kpc:KPNIH10_06740
ko:K06871	kpc:KPNIH10_06745
ko:K06995	kpc:KPNIH10_06775
ko:K09471	kpc:KPNIH10_06780
ko:K02014	kpc:KPNIH10_06795
ko:K11732	kpc:KPNIH10_06800
ko:K16053	kpc:KPNIH10_06870
ko:K02795	kpc:KPNIH10_06910
ko:K02794	kpc:KPNIH10_06915
ko:K02793	kpc:KPNIH10_06920
ko:K03644	kpc:KPNIH10_07475
ko:K03801	kpc:KPNIH10_07485
ko:K09158	kpc:KPNIH10_07490
ko:K07258	kpc:KPNIH10_07495
ko:K03642	kpc:KPNIH10_07500
ko:K05837	kpc:KPNIH10_07505
ko:K05515	kpc:KPNIH10_07510
ko:K00783	kpc:KPNIH10_07515
ko:K09710	kpc:KPNIH10_07520
ko:K02226	kpc:KPNIH10_07525
ko:K00969	kpc:KPNIH10_07530
ko:K02340	kpc:KPNIH10_07535
ko:K03643	kpc:KPNIH10_07540
ko:K01869	kpc:KPNIH10_07545
ko:K10004	kpc:KPNIH10_07565
ko:K10002	kpc:KPNIH10_07570
ko:K10003	kpc:KPNIH10_07575
ko:K10001	kpc:KPNIH10_07580
ko:K03820	kpc:KPNIH10_07585
ko:K06189	kpc:KPNIH10_07590
ko:K07042	kpc:KPNIH10_07595
ko:K06168	kpc:KPNIH10_07605
ko:K03184	kpc:KPNIH10_07610
ko:K01953	kpc:KPNIH10_07655
ko:K02566	kpc:KPNIH10_07660
ko:K02565	kpc:KPNIH10_07665
ko:K01443	kpc:KPNIH10_07670
ko:K02564	kpc:KPNIH10_07675
ko:K02802	kpc:KPNIH10_07680
ko:K02803	kpc:KPNIH10_07680
ko:K02804	kpc:KPNIH10_07680
ko:K01886	kpc:KPNIH10_07685
ko:K03711	kpc:KPNIH10_07705
ko:K03839	kpc:KPNIH10_07710
ko:K03645	kpc:KPNIH10_07725
ko:K01835	kpc:KPNIH10_07730
ko:K00615	kpc:KPNIH10_08305
ko:K00615	kpc:KPNIH10_08310
ko:K11927	kpc:KPNIH10_08315
ko:K13650	kpc:KPNIH10_08345
ko:K06970	kpc:KPNIH10_08355
ko:K10038	kpc:KPNIH10_08365
ko:K10037	kpc:KPNIH10_08370
ko:K10036	kpc:KPNIH10_08375
ko:K04047	kpc:KPNIH10_08380
ko:K11939	kpc:KPNIH10_08385
ko:K11934	kpc:KPNIH10_08390
ko:K11924	kpc:KPNIH10_08410
ko:K01223	kpc:KPNIH10_08420
ko:K03492	kpc:KPNIH10_08425
ko:K19235	kpc:KPNIH10_08430
ko:K01187	kpc:KPNIH10_08450
ko:K08191	kpc:KPNIH10_08455
ko:K07757	kpc:KPNIH10_08470
ko:K00656	kpc:KPNIH10_08475
ko:K04069	kpc:KPNIH10_08480
ko:K03750	kpc:KPNIH10_08490
ko:K13051	kpc:KPNIH10_08495
ko:K13889	kpc:KPNIH10_08510
ko:K13890	kpc:KPNIH10_08515
ko:K13891	kpc:KPNIH10_08520
ko:K14441	kpc:KPNIH10_08525
ko:K07258	kpc:KPNIH10_08555
ko:K11534	kpc:KPNIH10_08560
ko:K08160	kpc:KPNIH10_08570
ko:K00135	kpc:KPNIH10_09450
ko:K03451	kpc:KPNIH10_09460
ko:K07246	kpc:KPNIH10_09465
ko:K16135	kpc:KPNIH10_09470
ko:K09471	kpc:KPNIH10_09475
ko:K09472	kpc:KPNIH10_09480
ko:K14056	kpc:KPNIH10_09485
ko:K09473	kpc:KPNIH10_09490
ko:K09470	kpc:KPNIH10_09495
ko:K14052	kpc:KPNIH10_09500
ko:K07124	kpc:KPNIH10_09515
ko:K01085	kpc:KPNIH10_09525
ko:K03809	kpc:KPNIH10_09535
ko:K09016	kpc:KPNIH10_09550
ko:K09024	kpc:KPNIH10_09555
ko:K09019	kpc:KPNIH10_09560
ko:K09023	kpc:KPNIH10_09565
ko:K09021	kpc:KPNIH10_09570
ko:K09020	kpc:KPNIH10_09575
ko:K09018	kpc:KPNIH10_09580
ko:K11928	kpc:KPNIH10_09600
ko:K03317	kpc:KPNIH10_09610
ko:K07243	kpc:KPNIH10_09615
ko:K07224	kpc:KPNIH10_09620
ko:K16301	kpc:KPNIH10_09625
ko:K03673	kpc:KPNIH10_09635
ko:K01755	kpc:KPNIH10_00520
ko:K04761	kpc:KPNIH10_00525
ko:K00322	kpc:KPNIH10_00530
ko:K00557	kpc:KPNIH10_00545
ko:K16092	kpc:KPNIH10_00555
ko:K01776	kpc:KPNIH10_00560
ko:K09897	kpc:KPNIH10_00605
ko:K07391	kpc:KPNIH10_00610
ko:K01652	kpc:KPNIH10_00615
ko:K11258	kpc:KPNIH10_00620
ko:K00826	kpc:KPNIH10_00625
ko:K01687	kpc:KPNIH10_00630
ko:K01754	kpc:KPNIH10_00635
ko:K02521	kpc:KPNIH10_00640
ko:K00053	kpc:KPNIH10_00645
ko:K03769	kpc:KPNIH10_00650
ko:K03769	kpc:KPNIH10_00655
ko:K03656	kpc:KPNIH10_00660
ko:K07150	kpc:KPNIH10_00665
ko:K07481	kpc:KPNIH10_00670
ko:K01524	kpc:KPNIH10_00680
ko:K03732	kpc:KPNIH10_00685
ko:K03671	kpc:KPNIH10_00690
ko:K03628	kpc:KPNIH10_00695
ko:K02851	kpc:KPNIH10_00700
ko:K05790	kpc:KPNIH10_00705
ko:K01791	kpc:KPNIH10_00710
ko:K02472	kpc:KPNIH10_00715
ko:K01710	kpc:KPNIH10_00720
ko:K00973	kpc:KPNIH10_00725
ko:K16704	kpc:KPNIH10_00730
ko:K02805	kpc:KPNIH10_00735
ko:K16693	kpc:KPNIH10_00740
ko:K12582	kpc:KPNIH10_00745
ko:K02853	kpc:KPNIH10_00750
ko:K02852	kpc:KPNIH10_00755
ko:K02498	kpc:KPNIH10_00790
ko:K02496	kpc:KPNIH10_00795
ko:K01719	kpc:KPNIH10_00800
ko:K01810	kpc:KPNIH10_01345
ko:K09022	kpc:KPNIH10_01360
ko:K13256	kpc:KPNIH10_01385
ko:K10110	kpc:KPNIH10_01390
ko:K10109	kpc:KPNIH10_01395
ko:K10108	kpc:KPNIH10_01400
ko:K10111	kpc:KPNIH10_01405
ko:K02024	kpc:KPNIH10_01410
ko:K05775	kpc:KPNIH10_01415
ko:K03181	kpc:KPNIH10_01420
ko:K03179	kpc:KPNIH10_01425
ko:K00631	kpc:KPNIH10_01430
ko:K00901	kpc:KPNIH10_01435
ko:K01356	kpc:KPNIH10_01440
ko:K03327	kpc:KPNIH10_01445
ko:K09823	kpc:KPNIH10_01455
ko:K05539	kpc:KPNIH10_01465
ko:K01775	kpc:KPNIH10_01485
ko:K00832	kpc:KPNIH10_01490
ko:K03788	kpc:KPNIH10_01495
ko:K03701	kpc:KPNIH10_01510
ko:K03111	kpc:KPNIH10_01515
ko:K18325	kpc:KPNIH10_01530
ko:K07277	kpc:KPNIH10_01545
ko:K01092	kpc:KPNIH10_01555
ko:K13631	kpc:KPNIH10_01600
ko:K13639	kpc:KPNIH10_01605
ko:K00799	kpc:KPNIH10_01610
ko:K09937	kpc:KPNIH10_02180
ko:K01939	kpc:KPNIH10_02185
ko:K13771	kpc:KPNIH10_02190
ko:K12573	kpc:KPNIH10_02195
ko:K03218	kpc:KPNIH10_02200
ko:K09456	kpc:KPNIH10_02205
ko:K06889	kpc:KPNIH10_02220
ko:K03477	kpc:KPNIH10_02225
ko:K03476	kpc:KPNIH10_02230
ko:K03475	kpc:KPNIH10_02240
ko:K06911	kpc:KPNIH10_09650
ko:K12972	kpc:KPNIH10_09665
ko:K04477	kpc:KPNIH10_09670
ko:K11941	kpc:KPNIH10_09695
ko:K03670	kpc:KPNIH10_09700
ko:K03669	kpc:KPNIH10_09705
ko:K12147	kpc:KPNIH10_09715
ko:K07316	kpc:KPNIH10_17040
ko:K01156	kpc:KPNIH10_17045
ko:K03746	kpc:KPNIH10_17125
ko:K07733	kpc:KPNIH10_17150
ko:K03566	kpc:KPNIH10_17180
ko:K07168	kpc:KPNIH10_17230
ko:K01251	kpc:KPNIH10_17235
ko:K00768	kpc:KPNIH10_17240
ko:K02233	kpc:KPNIH10_17245
ko:K09802	kpc:KPNIH10_17250
ko:K07470	kpc:KPNIH10_17260
ko:K07258	kpc:KPNIH10_17270
ko:K01141	kpc:KPNIH10_17275
ko:K07483	kpc:KPNIH10_17280
ko:K02355	kpc:KPNIH10_17290
ko:K00765	kpc:KPNIH10_17315
ko:K00007	kpc:KPNIH10_17600
ko:K03435	kpc:KPNIH10_17610
ko:K00039	kpc:KPNIH10_17615
ko:K00941	kpc:KPNIH10_17635
ko:K00878	kpc:KPNIH10_17640
ko:K01486	kpc:KPNIH10_17655
ko:K06901	kpc:KPNIH10_17660
ko:K03593	kpc:KPNIH10_17680
ko:K01874	kpc:KPNIH10_17685
ko:K02477	kpc:KPNIH10_17695
ko:K02478	kpc:KPNIH10_17700
ko:K05846	kpc:KPNIH10_17710
ko:K05847	kpc:KPNIH10_17715
ko:K05846	kpc:KPNIH10_17720
ko:K05845	kpc:KPNIH10_17725
ko:K05349	kpc:KPNIH10_17730
ko:K03777	kpc:KPNIH10_17735
ko:K03823	kpc:KPNIH10_17740
ko:K07262	kpc:KPNIH10_17745
ko:K01223	kpc:KPNIH10_17765
ko:K02755	kpc:KPNIH10_17770
ko:K02756	kpc:KPNIH10_17770
ko:K02757	kpc:KPNIH10_17770
ko:K03488	kpc:KPNIH10_17775
ko:K07267	kpc:KPNIH10_17780
ko:K05541	kpc:KPNIH10_17785
ko:K06518	kpc:KPNIH10_17790
ko:K01489	kpc:KPNIH10_17800
ko:K03748	kpc:KPNIH10_17805
ko:K10541	kpc:KPNIH10_17810
ko:K10542	kpc:KPNIH10_17815
ko:K10540	kpc:KPNIH10_17820
ko:K02529	kpc:KPNIH10_17825
ko:K07148	kpc:KPNIH10_17830
ko:K01495	kpc:KPNIH10_17835
ko:K01070	kpc:KPNIH10_17845
ko:K16089	kpc:KPNIH10_17850
ko:K11733	kpc:KPNIH10_17855
ko:K00764	kpc:KPNIH10_18395
ko:K03558	kpc:KPNIH10_18400
ko:K03749	kpc:KPNIH10_18405
ko:K11754	kpc:KPNIH10_18410
ko:K01963	kpc:KPNIH10_18415
ko:K03975	kpc:KPNIH10_18420
ko:K06173	kpc:KPNIH10_18425
ko:K03473	kpc:KPNIH10_18435
ko:K00647	kpc:KPNIH10_18450
ko:K15461	kpc:KPNIH10_18455
ko:K09906	kpc:KPNIH10_18465
ko:K07090	kpc:KPNIH10_18470
ko:K07261	kpc:KPNIH10_18475
ko:K01736	kpc:KPNIH10_18480
ko:K07320	kpc:KPNIH10_18485
ko:K08296	kpc:KPNIH10_18495
ko:K01782	kpc:KPNIH10_18500
ko:K06076	kpc:KPNIH10_18515
ko:K04754	kpc:KPNIH10_18520
ko:K11921	kpc:KPNIH10_18545
ko:K03449	kpc:KPNIH10_18555
ko:K14261	kpc:KPNIH10_18560
ko:K02478	kpc:KPNIH10_18565
ko:K02477	kpc:KPNIH10_18570
ko:K00845	kpc:KPNIH10_18575
ko:K03322	kpc:KPNIH10_18600
ko:K11535	kpc:KPNIH10_18605
ko:K01885	kpc:KPNIH10_18635
ko:K07733	kpc:KPNIH10_19310
ko:K01951	kpc:KPNIH10_19345
ko:K00088	kpc:KPNIH10_19350
ko:K03601	kpc:KPNIH10_19355
ko:K03977	kpc:KPNIH10_19370
ko:K17713	kpc:KPNIH10_19375
ko:K01892	kpc:KPNIH10_19385
ko:K03526	kpc:KPNIH10_19390
ko:K15539	kpc:KPNIH10_19395
ko:K06941	kpc:KPNIH10_19400
ko:K00940	kpc:KPNIH10_19405
ko:K05367	kpc:KPNIH10_19410
ko:K06894	kpc:KPNIH10_19415
ko:K01011	kpc:KPNIH10_19420
ko:K07751	kpc:KPNIH10_19435
ko:K04755	kpc:KPNIH10_19445
ko:K04044	kpc:KPNIH10_19450
ko:K04082	kpc:KPNIH10_19455
ko:K13628	kpc:KPNIH10_19460
ko:K04488	kpc:KPNIH10_19465
ko:K04487	kpc:KPNIH10_19470
ko:K13643	kpc:KPNIH10_19475
ko:K15396	kpc:KPNIH10_19480
ko:K01092	kpc:KPNIH10_19485
ko:K14187	kpc:KPNIH10_19775
ko:K02001	kpc:KPNIH10_20340
ko:K02002	kpc:KPNIH10_20345
ko:K15974	kpc:KPNIH10_20360
ko:K03543	kpc:KPNIH10_20365
ko:K03446	kpc:KPNIH10_20370
ko:K01649	kpc:KPNIH10_20375
ko:K07173	kpc:KPNIH10_20385
ko:K01919	kpc:KPNIH10_20390
ko:K03563	kpc:KPNIH10_20435
ko:K01872	kpc:KPNIH10_20440
ko:K03565	kpc:KPNIH10_20445
ko:K03743	kpc:KPNIH10_20455
ko:K02077	kpc:KPNIH10_20460
ko:K02075	kpc:KPNIH10_20465
ko:K02074	kpc:KPNIH10_20470
ko:K08305	kpc:KPNIH10_20475
ko:K02783	kpc:KPNIH10_20480
ko:K02782	kpc:KPNIH10_20485
ko:K02783	kpc:KPNIH10_20485
ko:K02781	kpc:KPNIH10_20490
ko:K00068	kpc:KPNIH10_20495
ko:K02466	kpc:KPNIH10_20500
ko:K02468	kpc:KPNIH10_20505
ko:K02467	kpc:KPNIH10_20510
ko:K12266	kpc:KPNIH10_20515
ko:K12264	kpc:KPNIH10_20520
ko:K12265	kpc:KPNIH10_20525
ko:K07241	kpc:KPNIH10_20530
ko:K04656	kpc:KPNIH10_20535
ko:K05796	kpc:KPNIH10_20540
ko:K03487	kpc:KPNIH10_20545
ko:K02752	kpc:KPNIH10_20550
ko:K02753	kpc:KPNIH10_20550
ko:K01223	kpc:KPNIH10_20555
ko:K19048	kpc:KPNIH10_20560
ko:K08315	kpc:KPNIH10_20565
ko:K15834	kpc:KPNIH10_20570
ko:K15832	kpc:KPNIH10_20575
ko:K15831	kpc:KPNIH10_20580
ko:K15830	kpc:KPNIH10_20585
ko:K15829	kpc:KPNIH10_20590
ko:K00956	kpc:KPNIH10_20860
ko:K00957	kpc:KPNIH10_20865
ko:K02302	kpc:KPNIH10_20870
ko:K09612	kpc:KPNIH10_20875
ko:K00390	kpc:KPNIH10_20880
ko:K00381	kpc:KPNIH10_20885
ko:K00380	kpc:KPNIH10_20890
ko:K01737	kpc:KPNIH10_20895
ko:K10026	kpc:KPNIH10_20900
ko:K01689	kpc:KPNIH10_20910
ko:K01937	kpc:KPNIH10_20915
ko:K04765	kpc:KPNIH10_20920
ko:K00951	kpc:KPNIH10_20925
ko:K03215	kpc:KPNIH10_20930
ko:K07678	kpc:KPNIH10_20935
ko:K00865	kpc:KPNIH10_20940
ko:K01706	kpc:KPNIH10_20945
ko:K13918	kpc:KPNIH10_20950
ko:K03535	kpc:KPNIH10_20955
ko:K06175	kpc:KPNIH10_20965
ko:K15723	kpc:KPNIH10_20975
ko:K06879	kpc:KPNIH10_20980
ko:K06966	kpc:KPNIH10_20985
ko:K03837	kpc:KPNIH10_20990
ko:K01752	kpc:KPNIH10_20995
ko:K15553	kpc:KPNIH10_21000
ko:K04091	kpc:KPNIH10_21040
ko:K01146	kpc:KPNIH10_21050
ko:K00048	kpc:KPNIH10_21055
ko:K01628	kpc:KPNIH10_21060
ko:K02429	kpc:KPNIH10_21065
ko:K01818	kpc:KPNIH10_21070
ko:K00879	kpc:KPNIH10_21075
ko:K02431	kpc:KPNIH10_21080
ko:K02430	kpc:KPNIH10_21085
ko:K06968	kpc:KPNIH10_21090
ko:K03566	kpc:KPNIH10_21100
ko:K01766	kpc:KPNIH10_21110
ko:K02426	kpc:KPNIH10_21115
ko:K03581	kpc:KPNIH10_21380
