ko:K10440	smk:Sinme_5390
ko:K11529	smk:Sinme_5960
ko:K11751	smk:Sinme_2857
ko:K01214	smk:Sinme_4457
ko:K02438	smk:Sinme_2902
ko:K19591	smk:Sinme_4693
ko:K20966	smk:Sinme_0566
ko:K21054	smk:Sinme_2212
ko:K21062	smk:Sinme_3914
ko:K21014	smk:Sinme_2280
ko:K00821	smk:Sinme_0161
ko:K01768	smk:Sinme_0109
ko:K01768	smk:Sinme_3587
ko:K01768	smk:Sinme_0232
ko:K01768	smk:Sinme_4267
ko:K01768	smk:Sinme_5233
ko:K01768	smk:Sinme_0986
ko:K01768	smk:Sinme_1933
ko:K01768	smk:Sinme_2499
ko:K01768	smk:Sinme_2824
ko:K21116	smk:Sinme_5616
ko:K01768	smk:Sinme_5528
ko:K13877	smk:Sinme_3911
ko:K13609	smk:Sinme_3912
ko:K00632	smk:Sinme_4240
ko:K00529	smk:Sinme_2573
ko:K07313	smk:Sinme_4827
ko:K07474	smk:Sinme_0804
ko:K09961	smk:Sinme_0806
ko:K09960	smk:Sinme_0808
ko:K06952	smk:Sinme_0899
ko:K02314	smk:Sinme_0927
ko:K03553	smk:Sinme_1704
ko:K03791	smk:Sinme_0836
ko:K01493	smk:Sinme_1440
ko:K00287	smk:Sinme_2104
ko:K00560	smk:Sinme_2106
ko:K00857	smk:Sinme_2445
ko:K09882	smk:Sinme_2728
ko:K06904	smk:Sinme_2311
ko:K02316	smk:Sinme_2364
ko:K03676	smk:Sinme_2673
ko:K03791	smk:Sinme_5658
ko:K06217	smk:Sinme_0039
ko:K01520	smk:Sinme_3675
ko:K06952	smk:Sinme_0240
ko:K06919	smk:Sinme_0254
ko:K02483	smk:Sinme_0727
ko:K09806	smk:Sinme_2387
ko:K15270	smk:Sinme_2184
ko:K00249	smk:Sinme_2231
ko:K01271	smk:Sinme_2391
ko:K01800	smk:Sinme_2993
ko:K01768	smk:Sinme_3048
ko:K01144	smk:Sinme_2075
ko:K02335	smk:Sinme_3502
ko:K02054	smk:Sinme_3796
ko:K02057	smk:Sinme_4356
ko:K02022	smk:Sinme_4816
ko:K07005	smk:Sinme_5883
ko:K02031	smk:Sinme_5939
ko:K02022	smk:Sinme_3003
ko:K02032	smk:Sinme_5448
ko:K02032	smk:Sinme_3712
ko:K02032	smk:Sinme_6440
ko:K01784	smk:Sinme_3679
ko:K02032	smk:Sinme_6090
ko:K02032	smk:Sinme_6813
ko:K02483	smk:Sinme_4305
ko:K05799	smk:Sinme_4019
ko:K05710	smk:Sinme_2576
ko:K02031	smk:Sinme_6752
ko:K02031	smk:Sinme_6907
ko:K05710	smk:Sinme_5132
ko:K02057	smk:Sinme_5379
ko:K03651	smk:Sinme_0106
ko:K21394	smk:Sinme_4136
ko:K21395	smk:Sinme_4134
ko:K02483	smk:Sinme_3952
ko:K21393	smk:Sinme_4135
ko:K21393	smk:Sinme_5361
ko:K21395	smk:Sinme_5360
ko:K22044	smk:Sinme_4948
ko:K21420	smk:Sinme_0999
ko:K21405	smk:Sinme_4065
ko:K21470	smk:Sinme_1004
ko:K21470	smk:Sinme_1763
ko:K21622	smk:Sinme_4760
ko:K00344	smk:Sinme_1575
ko:K10914	smk:Sinme_0110
ko:K02493	smk:Sinme_4392
ko:K07334	smk:Sinme_0846
ko:K21498	smk:Sinme_3111
ko:K21603	smk:Sinme_0372
ko:K01451	smk:Sinme_0203
ko:K21645	smk:Sinme_5454
ko:K21621	smk:Sinme_4759
ko:K22081	smk:Sinme_3418
ko:K07334	smk:Sinme_3112
ko:K00344	smk:Sinme_3790
ko:K00344	smk:Sinme_4911
ko:K00344	smk:Sinme_5514
ko:K21703	smk:Sinme_3969
ko:K21829	smk:Sinme_1945
ko:K21832	smk:Sinme_6153
ko:K21832	smk:Sinme_0578
ko:K21832	smk:Sinme_6508
ko:K21948	smk:Sinme_4358
ko:K21910	smk:Sinme_2206
ko:K21929	smk:Sinme_0745
ko:K21929	smk:Sinme_4455
ko:K22025	smk:Sinme_5366
ko:K22024	smk:Sinme_4021
ko:K22044	smk:Sinme_5812
ko:K05802	smk:Sinme_0648
ko:K05802	smk:Sinme_1979
ko:K22025	smk:Sinme_4365
ko:K00302	smk:Sinme_2907
ko:K00304	smk:Sinme_2908
ko:K05275	smk:Sinme_5856
ko:K22082	smk:Sinme_3419
ko:K22067	smk:Sinme_5005
ko:K08319	smk:Sinme_1608
ko:K08319	smk:Sinme_4360
ko:K22083	smk:Sinme_3420
ko:K03595	smk:Sinme_0867
ko:K22130	smk:Sinme_4362
ko:K00015	smk:Sinme_3501
ko:K14274	smk:Sinme_3441
ko:K22129	smk:Sinme_4018
ko:K07183	smk:Sinme_5004
ko:K22104	smk:Sinme_3878
ko:K03892	smk:Sinme_4697
ko:K03892	smk:Sinme_0871
ko:K22215	smk:Sinme_0533
ko:K22217	smk:Sinme_0530
ko:K22186	smk:Sinme_5368
ko:K22216	smk:Sinme_0529
ko:K01687	smk:Sinme_4052
ko:K22293	smk:Sinme_5471
ko:K22310	smk:Sinme_0026
ko:K11991	smk:Sinme_0509
ko:K02257	smk:Sinme_0613
ko:K22293	smk:Sinme_5376
ko:K22342	smk:Sinme_3433
ko:K22344	smk:Sinme_3431
ko:K22343	smk:Sinme_3432
ko:K22348	smk:Sinme_0229
ko:K11206	smk:Sinme_2672
ko:K00590	smk:Sinme_2322
ko:K09123	smk:Sinme_3904
ko:K22551	smk:Sinme_4703
ko:K22548	smk:Sinme_3903
