ko:K19586	ecli:ECNIH5_15685
ko:K01835	ecli:ECNIH5_06275
ko:K03756	ecli:ECNIH5_06280
ko:K01581	ecli:ECNIH5_06285
ko:K07667	ecli:ECNIH5_06290
ko:K07646	ecli:ECNIH5_06295
ko:K01548	ecli:ECNIH5_06300
ko:K01547	ecli:ECNIH5_06305
ko:K01546	ecli:ECNIH5_06310
ko:K01545	ecli:ECNIH5_06315
ko:K01669	ecli:ECNIH5_06325
ko:K07160	ecli:ECNIH5_06345
ko:K05522	ecli:ECNIH5_06350
ko:K01647	ecli:ECNIH5_06355
ko:K00241	ecli:ECNIH5_06360
ko:K00242	ecli:ECNIH5_06365
ko:K00239	ecli:ECNIH5_06370
ko:K00240	ecli:ECNIH5_06375
ko:K00164	ecli:ECNIH5_06380
ko:K00658	ecli:ECNIH5_06385
ko:K01903	ecli:ECNIH5_06390
ko:K01902	ecli:ECNIH5_06395
ko:K11922	ecli:ECNIH5_06400
ko:K11198	ecli:ECNIH5_06405
ko:K11199	ecli:ECNIH5_06405
ko:K11200	ecli:ECNIH5_06405
ko:K15524	ecli:ECNIH5_06410
ko:K00425	ecli:ECNIH5_06415
ko:K00426	ecli:ECNIH5_06420
ko:K07107	ecli:ECNIH5_06435
ko:K03562	ecli:ECNIH5_06440
ko:K03560	ecli:ECNIH5_06445
ko:K02356	ecli:ECNIH5_02125
ko:K16347	ecli:ECNIH5_02130
ko:K16348	ecli:ECNIH5_02135
ko:K11741	ecli:ECNIH5_02145
ko:K03098	ecli:ECNIH5_02150
ko:K17850	ecli:ECNIH5_02165
ko:K00247	ecli:ECNIH5_02170
ko:K00246	ecli:ECNIH5_02175
ko:K00245	ecli:ECNIH5_02180
ko:K00244	ecli:ECNIH5_02185
ko:K04568	ecli:ECNIH5_02190
ko:K01613	ecli:ECNIH5_02205
ko:K06949	ecli:ECNIH5_02210
ko:K13288	ecli:ECNIH5_02215
ko:K18979	ecli:ECNIH5_02235
ko:K17758	ecli:ECNIH5_02240
ko:K17759	ecli:ECNIH5_02240
ko:K06925	ecli:ECNIH5_02245
ko:K01448	ecli:ECNIH5_02250
ko:K03572	ecli:ECNIH5_02255
ko:K00791	ecli:ECNIH5_02260
ko:K03666	ecli:ECNIH5_02265
ko:K03665	ecli:ECNIH5_02270
ko:K04088	ecli:ECNIH5_02275
ko:K04087	ecli:ECNIH5_02280
ko:K09937	ecli:ECNIH5_02285
ko:K01939	ecli:ECNIH5_02290
ko:K13771	ecli:ECNIH5_02295
ko:K12573	ecli:ECNIH5_02300
ko:K03218	ecli:ECNIH5_02305
ko:K09456	ecli:ECNIH5_02315
ko:K06889	ecli:ECNIH5_02335
ko:K03477	ecli:ECNIH5_02340
ko:K03476	ecli:ECNIH5_02345
ko:K03475	ecli:ECNIH5_02350
ko:K02822	ecli:ECNIH5_02355
ko:K02821	ecli:ECNIH5_02360
ko:K03078	ecli:ECNIH5_02365
ko:K03079	ecli:ECNIH5_02370
ko:K03077	ecli:ECNIH5_02375
ko:K02990	ecli:ECNIH5_02385
ko:K03646	ecli:ECNIH5_06450
ko:K03641	ecli:ECNIH5_06455
ko:K03640	ecli:ECNIH5_06460
ko:K03517	ecli:ECNIH5_06495
ko:K03811	ecli:ECNIH5_06500
ko:K16264	ecli:ECNIH5_06505
ko:K01626	ecli:ECNIH5_06515
ko:K01834	ecli:ECNIH5_06520
ko:K01785	ecli:ECNIH5_06525
ko:K00849	ecli:ECNIH5_06530
ko:K00965	ecli:ECNIH5_06535
ko:K01784	ecli:ECNIH5_06540
ko:K05776	ecli:ECNIH5_06545
ko:K02019	ecli:ECNIH5_06550
ko:K02020	ecli:ECNIH5_06560
ko:K02018	ecli:ECNIH5_06565
ko:K02017	ecli:ECNIH5_06570
ko:K07404	ecli:ECNIH5_06580
ko:K01051	ecli:ECNIH5_06585
ko:K01468	ecli:ECNIH5_06590
ko:K01479	ecli:ECNIH5_06595
ko:K05836	ecli:ECNIH5_06600
ko:K01712	ecli:ECNIH5_06605
ko:K01745	ecli:ECNIH5_06610
ko:K06910	ecli:ECNIH5_06615
ko:K00833	ecli:ECNIH5_06620
ko:K01012	ecli:ECNIH5_06625
ko:K00652	ecli:ECNIH5_06630
ko:K02169	ecli:ECNIH5_06635
ko:K01935	ecli:ECNIH5_06640
ko:K03702	ecli:ECNIH5_06650
ko:K03639	ecli:ECNIH5_06660
ko:K03638	ecli:ECNIH5_06665
ko:K03637	ecli:ECNIH5_06670
ko:K03636	ecli:ECNIH5_06675
ko:K03635	ecli:ECNIH5_06680
ko:K06890	ecli:ECNIH5_06685
ko:K07027	ecli:ECNIH5_06690
ko:K08305	ecli:ECNIH5_16690
ko:K02783	ecli:ECNIH5_16695
ko:K02782	ecli:ECNIH5_16700
ko:K02783	ecli:ECNIH5_16700
ko:K02781	ecli:ECNIH5_16705
ko:K07107	ecli:ECNIH5_20720
ko:K00647	ecli:ECNIH5_20740
ko:K00059	ecli:ECNIH5_20750
ko:K09458	ecli:ECNIH5_20755
ko:K06133	ecli:ECNIH5_20760
ko:K13727	ecli:ECNIH5_20765
ko:K05794	ecli:ECNIH5_20790
ko:K00058	ecli:ECNIH5_20810
ko:K07007	ecli:ECNIH5_20815
ko:K16322	ecli:ECNIH5_20820
ko:K06144	ecli:ECNIH5_20825
ko:K06149	ecli:ECNIH5_20830
ko:K15984	ecli:ECNIH5_20835
ko:K01414	ecli:ECNIH5_20840
ko:K07115	ecli:ECNIH5_20845
ko:K00383	ecli:ECNIH5_20850
ko:K01194	ecli:ECNIH5_20855
ko:K07058	ecli:ECNIH5_20890
ko:K07290	ecli:ECNIH5_20900
ko:K00874	ecli:ECNIH5_20910
ko:K11103	ecli:ECNIH5_20920
ko:K00694	ecli:ECNIH5_20945
ko:K03524	ecli:ECNIH5_20975
ko:K00075	ecli:ECNIH5_20980
ko:K03292	ecli:ECNIH5_21785
ko:K06207	ecli:ECNIH5_21795
ko:K01915	ecli:ECNIH5_21800
ko:K07708	ecli:ECNIH5_21805
ko:K07712	ecli:ECNIH5_21810
ko:K09894	ecli:ECNIH5_21825
ko:K03978	ecli:ECNIH5_21835
ko:K03673	ecli:ECNIH5_21850
ko:K09896	ecli:ECNIH5_21860
ko:K03752	ecli:ECNIH5_21865
ko:K03753	ecli:ECNIH5_21870
ko:K02686	ecli:ECNIH5_02390
ko:K02963	ecli:ECNIH5_02395
ko:K02939	ecli:ECNIH5_02400
ko:K07269	ecli:ECNIH5_02410
ko:K03773	ecli:ECNIH5_02415
ko:K11737	ecli:ECNIH5_02420
ko:K07322	ecli:ECNIH5_02425
ko:K01119	ecli:ECNIH5_02455
ko:K01082	ecli:ECNIH5_02460
ko:K07109	ecli:ECNIH5_02465
ko:K07304	ecli:ECNIH5_02485
ko:K07278	ecli:ECNIH5_02490
ko:K09800	ecli:ECNIH5_02495
ko:K01507	ecli:ECNIH5_02505
ko:K02058	ecli:ECNIH5_02510
ko:K02056	ecli:ECNIH5_02515
ko:K02057	ecli:ECNIH5_02520
ko:K02057	ecli:ECNIH5_02525
ko:K03841	ecli:ECNIH5_02535
ko:K02558	ecli:ECNIH5_02540
ko:K09889	ecli:ECNIH5_02545
ko:K03592	ecli:ECNIH5_02550
ko:K15536	ecli:ECNIH5_02555
ko:K01465	ecli:ECNIH5_02585
ko:K01042	ecli:ECNIH5_02590
ko:K01226	ecli:ECNIH5_02620
ko:K03485	ecli:ECNIH5_02630
ko:K01531	ecli:ECNIH5_02635
ko:K09022	ecli:ECNIH5_02655
ko:K00610	ecli:ECNIH5_02660
ko:K01993	ecli:ECNIH5_06725
ko:K11927	ecli:ECNIH5_06735
ko:K07349	ecli:ECNIH5_06745
ko:K07347	ecli:ECNIH5_06755
ko:K07345	ecli:ECNIH5_06765
ko:K13650	ecli:ECNIH5_06785
ko:K06970	ecli:ECNIH5_06790
ko:K10038	ecli:ECNIH5_06800
ko:K10037	ecli:ECNIH5_06805
ko:K10036	ecli:ECNIH5_06810
ko:K04047	ecli:ECNIH5_06815
ko:K11939	ecli:ECNIH5_06820
ko:K11934	ecli:ECNIH5_06825
ko:K11924	ecli:ECNIH5_06840
ko:K03543	ecli:ECNIH5_06850
ko:K03446	ecli:ECNIH5_06855
ko:K01223	ecli:ECNIH5_06870
ko:K02761	ecli:ECNIH5_06875
ko:K03492	ecli:ECNIH5_06880
ko:K19235	ecli:ECNIH5_06885
ko:K01187	ecli:ECNIH5_06895
ko:K08191	ecli:ECNIH5_06900
ko:K07757	ecli:ECNIH5_06915
ko:K00656	ecli:ECNIH5_06920
ko:K04069	ecli:ECNIH5_06925
ko:K08313	ecli:ECNIH5_06930
ko:K03750	ecli:ECNIH5_06940
ko:K13051	ecli:ECNIH5_06945
ko:K13892	ecli:ECNIH5_06950
ko:K13889	ecli:ECNIH5_06955
ko:K13890	ecli:ECNIH5_06960
ko:K13891	ecli:ECNIH5_06965
ko:K14441	ecli:ECNIH5_06970
ko:K07451	ecli:ECNIH5_22465
ko:K04772	ecli:ECNIH5_19590
ko:K04771	ecli:ECNIH5_04030
ko:K01977	ecli:ECNIH5_21005
ko:K14237	ecli:ECNIH5_06475
ko:K14237	ecli:ECNIH5_15330
ko:K14237	ecli:ECNIH5_15335
ko:K14237	ecli:ECNIH5_15340
ko:K14233	ecli:ECNIH5_07750
ko:K14233	ecli:ECNIH5_07785
ko:K14222	ecli:ECNIH5_13445
ko:K14235	ecli:ECNIH5_21310
ko:K01977	ecli:ECNIH5_21340
ko:K14227	ecli:ECNIH5_04225
ko:K14227	ecli:ECNIH5_21000
ko:K14227	ecli:ECNIH5_21335
ko:K14218	ecli:ECNIH5_15305
ko:K14218	ecli:ECNIH5_15310
ko:K14223	ecli:ECNIH5_06175
ko:K19270	ecli:ECNIH5_14980
ko:K07497	ecli:ECNIH5_14335
ko:K07497	ecli:ECNIH5_14340
ko:K07497	ecli:ECNIH5_16040
ko:K07497	ecli:ECNIH5_12230
ko:K07497	ecli:ECNIH5_22165
ko:K07497	ecli:ECNIH5_04530
ko:K07497	ecli:ECNIH5_04535
ko:K19265	ecli:ECNIH5_15280
ko:K19265	ecli:ECNIH5_18200
ko:K14218	ecli:ECNIH5_04230
ko:K14218	ecli:ECNIH5_21330
ko:K14218	ecli:ECNIH5_20995
ko:K14233	ecli:ECNIH5_16645
ko:K14234	ecli:ECNIH5_04440
ko:K14223	ecli:ECNIH5_06185
ko:K14223	ecli:ECNIH5_06190
ko:K14230	ecli:ECNIH5_06180
ko:K14230	ecli:ECNIH5_06200
ko:K14230	ecli:ECNIH5_17170
ko:K14230	ecli:ECNIH5_17175
ko:K14230	ecli:ECNIH5_17180
ko:K14230	ecli:ECNIH5_19260
ko:K14228	ecli:ECNIH5_06195
ko:K14228	ecli:ECNIH5_03160
ko:K14228	ecli:ECNIH5_03170
ko:K14228	ecli:ECNIH5_01050
ko:K14228	ecli:ECNIH5_03165
ko:K14229	ecli:ECNIH5_06470
ko:K14229	ecli:ECNIH5_06480
ko:K14229	ecli:ECNIH5_06485
ko:K14229	ecli:ECNIH5_06490
ko:K14229	ecli:ECNIH5_15345
ko:K01992	ecli:ECNIH5_06710
ko:K01992	ecli:ECNIH5_06715
ko:K01066	ecli:ECNIH5_21725
ko:K14237	ecli:ECNIH5_09285
ko:K14237	ecli:ECNIH5_09280
ko:K14220	ecli:ECNIH5_13765
ko:K14220	ecli:ECNIH5_13850
ko:K14220	ecli:ECNIH5_13840
ko:K14220	ecli:ECNIH5_13785
ko:K01985	ecli:ECNIH5_01535
ko:K01985	ecli:ECNIH5_21320
ko:K01985	ecli:ECNIH5_20985
ko:K01985	ecli:ECNIH5_02040
ko:K01985	ecli:ECNIH5_19785
ko:K01985	ecli:ECNIH5_04240
ko:K01985	ecli:ECNIH5_16155
ko:K19416	ecli:ECNIH5_07740
ko:K01985	ecli:ECNIH5_21875
ko:K01985	ecli:ECNIH5_19775
ko:K14219	ecli:ECNIH5_16625
ko:K14219	ecli:ECNIH5_16635
ko:K14219	ecli:ECNIH5_16630
ko:K14219	ecli:ECNIH5_16640
ko:K14226	ecli:ECNIH5_01045
ko:K03722	ecli:ECNIH5_12680
ko:K11645	ecli:ECNIH5_14215
ko:K11745	ecli:ECNIH5_03465
ko:K03722	ecli:ECNIH5_06740
ko:K07496	ecli:ECNIH5_16015
ko:K00529	ecli:ECNIH5_17900
ko:K01980	ecli:ECNIH5_21880
ko:K01980	ecli:ECNIH5_20990
ko:K01980	ecli:ECNIH5_04235
ko:K01980	ecli:ECNIH5_21325
ko:K01980	ecli:ECNIH5_16160
ko:K01980	ecli:ECNIH5_01530
ko:K01980	ecli:ECNIH5_02035
ko:K01980	ecli:ECNIH5_19790
ko:K14234	ecli:ECNIH5_01365
ko:K14230	ecli:ECNIH5_18740
ko:K01978	ecli:ECNIH5_21895
ko:K19271	ecli:ECNIH5_09805
ko:K19267	ecli:ECNIH5_02445
ko:K19337	ecli:ECNIH5_12925
ko:K19338	ecli:ECNIH5_13775
ko:K19304	ecli:ECNIH5_12940
ko:K19334	ecli:ECNIH5_02695
ko:K19302	ecli:ECNIH5_07000
ko:K01175	ecli:ECNIH5_06265
ko:K19270	ecli:ECNIH5_08800
ko:K14234	ecli:ECNIH5_01380
ko:K14234	ecli:ECNIH5_19780
ko:K14233	ecli:ECNIH5_07915
ko:K14233	ecli:ECNIH5_07935
ko:K14225	ecli:ECNIH5_02220
ko:K14225	ecli:ECNIH5_02225
ko:K14225	ecli:ECNIH5_13450
ko:K14225	ecli:ECNIH5_02230
ko:K19271	ecli:ECNIH5_22840
ko:K14223	ecli:ECNIH5_06170
ko:K19333	ecli:ECNIH5_12780
ko:K06867	ecli:ECNIH5_16500
ko:K02031	ecli:ECNIH5_04310
ko:K14225	ecli:ECNIH5_17625
ko:K14225	ecli:ECNIH5_01375
ko:K14236	ecli:ECNIH5_11970
ko:K14236	ecli:ECNIH5_11975
ko:K14236	ecli:ECNIH5_01370
ko:K14232	ecli:ECNIH5_14690
ko:K14232	ecli:ECNIH5_01055
ko:K14232	ecli:ECNIH5_01330
ko:K14224	ecli:ECNIH5_02030
ko:K14224	ecli:ECNIH5_16165
ko:K14224	ecli:ECNIH5_21885
ko:K14224	ecli:ECNIH5_19795
ko:K14231	ecli:ECNIH5_02045
ko:K14231	ecli:ECNIH5_18115
ko:K14238	ecli:ECNIH5_00705
ko:K14219	ecli:ECNIH5_01040
ko:K14219	ecli:ECNIH5_05455
ko:K14219	ecli:ECNIH5_15235
ko:K01977	ecli:ECNIH5_01525
ko:K01977	ecli:ECNIH5_02025
ko:K01977	ecli:ECNIH5_04220
ko:K01977	ecli:ECNIH5_19800
ko:K14228	ecli:ECNIH5_02755
ko:K14228	ecli:ECNIH5_13440
ko:K14228	ecli:ECNIH5_19270
ko:K14221	ecli:ECNIH5_04245
ko:K14221	ecli:ECNIH5_04300
ko:K14221	ecli:ECNIH5_21315
ko:K19303	ecli:ECNIH5_09335
ko:K01096	ecli:ECNIH5_10130
ko:K19577	ecli:ECNIH5_09325
ko:K06884	ecli:ECNIH5_17415
ko:K06884	ecli:ECNIH5_07815
ko:K07733	ecli:ECNIH5_04450
ko:K19611	ecli:ECNIH5_05755
ko:K11209	ecli:ECNIH5_15050
ko:K19215	ecli:ECNIH5_02160
ko:K22003	ecli:ECNIH5_13720
ko:K02796	ecli:ECNIH5_12730
ko:K19585	ecli:ECNIH5_15680
ko:K17881	ecli:ECNIH5_22890
ko:K12205	ecli:ECNIH5_23175
ko:K19688	ecli:ECNIH5_06975
ko:K05875	ecli:ECNIH5_18775
ko:K07666	ecli:ECNIH5_15665
ko:K05875	ecli:ECNIH5_13090
ko:K19776	ecli:ECNIH5_00260
ko:K19775	ecli:ECNIH5_18885
ko:K19745	ecli:ECNIH5_19685
ko:K00799	ecli:ECNIH5_06985
ko:K06131	ecli:ECNIH5_06695
ko:K00799	ecli:ECNIH5_15045
ko:K07119	ecli:ECNIH5_10615
ko:K15777	ecli:ECNIH5_18590
ko:K07147	ecli:ECNIH5_19690
ko:K19784	ecli:ECNIH5_00175
ko:K01271	ecli:ECNIH5_21025
ko:K05874	ecli:ECNIH5_03075
ko:K19802	ecli:ECNIH5_10335
ko:K00146	ecli:ECNIH5_11750
ko:K19803	ecli:ECNIH5_14615
ko:K19804	ecli:ECNIH5_10140
ko:K21613	ecli:ECNIH5_10655
ko:K07484	ecli:ECNIH5_22115
ko:K01457	ecli:ECNIH5_22675
ko:K01185	ecli:ECNIH5_04505
ko:K07662	ecli:ECNIH5_21555
ko:K19810	ecli:ECNIH5_02120
ko:K07497	ecli:ECNIH5_18275
ko:K07274	ecli:ECNIH5_08565
ko:K21638	ecli:ECNIH5_09560
ko:K21638	ecli:ECNIH5_08430
ko:K21636	ecli:ECNIH5_02615
ko:K19956	ecli:ECNIH5_17840
ko:K07484	ecli:ECNIH5_18355
ko:K20074	ecli:ECNIH5_12460
ko:K01139	ecli:ECNIH5_00745
ko:K20264	ecli:ECNIH5_00655
ko:K07686	ecli:ECNIH5_00385
ko:K20117	ecli:ECNIH5_05395
ko:K20118	ecli:ECNIH5_05395
ko:K00042	ecli:ECNIH5_19055
ko:K19591	ecli:ECNIH5_05295
ko:K01612	ecli:ECNIH5_16870
ko:K01236	ecli:ECNIH5_11025
ko:K20542	ecli:ECNIH5_20935
ko:K20534	ecli:ECNIH5_09980
ko:K20534	ecli:ECNIH5_04490
ko:K20543	ecli:ECNIH5_20930
ko:K20541	ecli:ECNIH5_20940
ko:K03198	ecli:ECNIH5_23395
ko:K03200	ecli:ECNIH5_23405
ko:K22132	ecli:ECNIH5_17160
ko:K00130	ecli:ECNIH5_05705
ko:K03199	ecli:ECNIH5_23400
ko:K03195	ecli:ECNIH5_23430
ko:K01214	ecli:ECNIH5_11035
ko:K02081	ecli:ECNIH5_19070
ko:K02790	ecli:ECNIH5_19115
ko:K02791	ecli:ECNIH5_19115
ko:K02438	ecli:ECNIH5_20460
ko:K02790	ecli:ECNIH5_17015
ko:K02791	ecli:ECNIH5_17015
ko:K02790	ecli:ECNIH5_15800
ko:K02791	ecli:ECNIH5_15800
ko:K02790	ecli:ECNIH5_09520
ko:K02791	ecli:ECNIH5_09520
ko:K21029	ecli:ECNIH5_06935
ko:K04333	ecli:ECNIH5_07975
ko:K21084	ecli:ECNIH5_14150
ko:K21085	ecli:ECNIH5_13630
ko:K21086	ecli:ECNIH5_20905
ko:K21089	ecli:ECNIH5_14410
ko:K21021	ecli:ECNIH5_16250
ko:K02495	ecli:ECNIH5_21820
ko:K08968	ecli:ECNIH5_12805
ko:K21028	ecli:ECNIH5_08650
ko:K00821	ecli:ECNIH5_20190
ko:K00344	ecli:ECNIH5_01725
ko:K21090	ecli:ECNIH5_12710
ko:K21264	ecli:ECNIH5_02805
ko:K00525	ecli:ECNIH5_16555
ko:K00526	ecli:ECNIH5_16560
ko:K02335	ecli:ECNIH5_21840
ko:K18640	ecli:ECNIH5_23035
ko:K00558	ecli:ECNIH5_13655
ko:K16711	ecli:ECNIH5_14030
ko:K00558	ecli:ECNIH5_23345
ko:K02316	ecli:ECNIH5_18725
ko:K06866	ecli:ECNIH5_16105
ko:K06223	ecli:ECNIH5_20255
ko:K00857	ecli:ECNIH5_11935
ko:K06197	ecli:ECNIH5_12070
ko:K00558	ecli:ECNIH5_12215
ko:K06191	ecli:ECNIH5_16545
ko:K03553	ecli:ECNIH5_16665
ko:K18640	ecli:ECNIH5_21970
ko:K07313	ecli:ECNIH5_12830
ko:K00560	ecli:ECNIH5_17235
ko:K03546	ecli:ECNIH5_04760
ko:K01520	ecli:ECNIH5_00790
ko:K03676	ecli:ECNIH5_00935
ko:K02314	ecli:ECNIH5_01730
ko:K06217	ecli:ECNIH5_06155
ko:K04068	ecli:ECNIH5_02610
ko:K02315	ecli:ECNIH5_03095
ko:K00287	ecli:ECNIH5_03470
ko:K06217	ecli:ECNIH5_07905
ko:K22468	ecli:ECNIH5_10815
ko:K03292	ecli:ECNIH5_03775
ko:K00525	ecli:ECNIH5_14770
ko:K00526	ecli:ECNIH5_14775
ko:K03293	ecli:ECNIH5_01035
ko:K03892	ecli:ECNIH5_22735
ko:K13695	ecli:ECNIH5_08890
ko:K21470	ecli:ECNIH5_07550
ko:K01420	ecli:ECNIH5_09610
ko:K00863	ecli:ECNIH5_19495
ko:K21602	ecli:ECNIH5_21110
ko:K01451	ecli:ECNIH5_16995
ko:K21698	ecli:ECNIH5_19640
ko:K21695	ecli:ECNIH5_19635
ko:K21759	ecli:ECNIH5_16865
ko:K13638	ecli:ECNIH5_19870
ko:K21973	ecli:ECNIH5_10935
ko:K21965	ecli:ECNIH5_00550
ko:K21974	ecli:ECNIH5_09040
ko:K21966	ecli:ECNIH5_00555
ko:K21968	ecli:ECNIH5_00565
ko:K21975	ecli:ECNIH5_09035
ko:K21976	ecli:ECNIH5_09030
ko:K21974	ecli:ECNIH5_11460
ko:K21975	ecli:ECNIH5_11465
ko:K21976	ecli:ECNIH5_11470
ko:K21990	ecli:ECNIH5_15230
ko:K22041	ecli:ECNIH5_08325
ko:K22015	ecli:ECNIH5_01865
ko:K22015	ecli:ECNIH5_01870
ko:K22015	ecli:ECNIH5_09025
ko:K22044	ecli:ECNIH5_06795
ko:K22051	ecli:ECNIH5_02200
ko:K21964	ecli:ECNIH5_00545
ko:K21967	ecli:ECNIH5_00560
ko:K21972	ecli:ECNIH5_09050
ko:K21973	ecli:ECNIH5_09045
ko:K02464	ecli:ECNIH5_07265
ko:K15576	ecli:ECNIH5_12040
ko:K05275	ecli:ECNIH5_09650
ko:K14274	ecli:ECNIH5_16205
ko:K03595	ecli:ECNIH5_15995
ko:K22105	ecli:ECNIH5_21365
ko:K22110	ecli:ECNIH5_17380
ko:K22110	ecli:ECNIH5_21790
ko:K03079	ecli:ECNIH5_21145
ko:K08994	ecli:ECNIH5_11190
ko:K03892	ecli:ECNIH5_07040
ko:K03078	ecli:ECNIH5_21140
ko:K03077	ecli:ECNIH5_21150
ko:K03077	ecli:ECNIH5_03525
ko:K15634	ecli:ECNIH5_03305
ko:K02257	ecli:ECNIH5_04965
ko:K22397	ecli:ECNIH5_02700
ko:K22396	ecli:ECNIH5_02705
ko:K22293	ecli:ECNIH5_09895
ko:K11206	ecli:ECNIH5_06030
ko:K13566	ecli:ECNIH5_04340
ko:K07319	ecli:ECNIH5_22000
ko:K00424	ecli:ECNIH5_06425
ko:K22489	ecli:ECNIH5_16880
