ko:K19272	kpne:KU54_00025
ko:K02881	kpne:KU54_002125
ko:K02988	kpne:KU54_002130
ko:K02907	kpne:KU54_002135
ko:K02876	kpne:KU54_002140
ko:K03076	kpne:KU54_002145
ko:K02952	kpne:KU54_002150
ko:K02948	kpne:KU54_002155
ko:K02986	kpne:KU54_002160
ko:K03040	kpne:KU54_002165
ko:K02879	kpne:KU54_002170
ko:K03282	kpne:KU54_002185
ko:K03499	kpne:KU54_002190
ko:K03500	kpne:KU54_002195
ko:K00604	kpne:KU54_002200
ko:K01462	kpne:KU54_002205
ko:K04096	kpne:KU54_002210
ko:K03747	kpne:KU54_002215
ko:K07479	kpne:KU54_002220
ko:K05366	kpne:KU54_001795
ko:K12288	kpne:KU54_001800
ko:K12289	kpne:KU54_001805
ko:K12290	kpne:KU54_001810
ko:K12291	kpne:KU54_001815
ko:K02507	kpne:KU54_001820
ko:K00891	kpne:KU54_001825
ko:K01735	kpne:KU54_001830
ko:K03112	kpne:KU54_001835
ko:K01783	kpne:KU54_001845
ko:K01091	kpne:KU54_001850
ko:K01867	kpne:KU54_001855
ko:K02302	kpne:KU54_001860
ko:K00363	kpne:KU54_001865
ko:K00362	kpne:KU54_001870
ko:K01485	kpne:KU54_001880
ko:K06141	kpne:KU54_001885
ko:K03767	kpne:KU54_001890
ko:K04095	kpne:KU54_001900
ko:K01664	kpne:KU54_001905
ko:K10914	kpne:KU54_001920
ko:K07397	kpne:KU54_001925
ko:K00855	kpne:KU54_001930
ko:K09898	kpne:KU54_001935
ko:K07019	kpne:KU54_001940
ko:K06158	kpne:KU54_001950
ko:K11748	kpne:KU54_001955
ko:K11747	kpne:KU54_001960
ko:K07070	kpne:KU54_001965
ko:K03775	kpne:KU54_001970
ko:K03745	kpne:KU54_001975
ko:K03772	kpne:KU54_001980
ko:K07235	kpne:KU54_001990
ko:K07236	kpne:KU54_001995
ko:K07237	kpne:KU54_002000
ko:K02950	kpne:KU54_002005
ko:K02992	kpne:KU54_002010
ko:K02355	kpne:KU54_002015
ko:K02358	kpne:KU54_002020
ko:K02192	kpne:KU54_002025
ko:K03594	kpne:KU54_002030
ko:K02506	kpne:KU54_002035
ko:K02946	kpne:KU54_002040
ko:K02906	kpne:KU54_002045
ko:K02926	kpne:KU54_002050
ko:K02892	kpne:KU54_002055
ko:K02886	kpne:KU54_002060
ko:K02965	kpne:KU54_002065
ko:K02890	kpne:KU54_002070
ko:K02982	kpne:KU54_002075
ko:K02878	kpne:KU54_002080
ko:K05804	kpne:KU54_006285
ko:K18900	kpne:KU54_006295
ko:K03664	kpne:KU54_006305
ko:K09801	kpne:KU54_006315
ko:K06186	kpne:KU54_006320
ko:K03631	kpne:KU54_006330
ko:K00858	kpne:KU54_006335
ko:K03687	kpne:KU54_006340
ko:K03106	kpne:KU54_006355
ko:K02959	kpne:KU54_006360
ko:K02860	kpne:KU54_006365
ko:K00554	kpne:KU54_006370
ko:K02884	kpne:KU54_006375
ko:K01626	kpne:KU54_006410
ko:K14187	kpne:KU54_006415
ko:K14170	kpne:KU54_006425
ko:K05809	kpne:KU54_006430
ko:K05807	kpne:KU54_006435
ko:K06180	kpne:KU54_006440
ko:K05810	kpne:KU54_006445
ko:K19265	kpne:KU54_007345
ko:K01977	kpne:KU54_021770
ko:K14222	kpne:KU54_009250
ko:K14219	kpne:KU54_007415
ko:K19276	kpne:KU54_01075
ko:K14223	kpne:KU54_018820
ko:K14223	kpne:KU54_018825
ko:K19270	kpne:KU54_007650
ko:K14228	kpne:KU54_009255
ko:K14228	kpne:KU54_023090
ko:K14228	kpne:KU54_023095
ko:K14228	kpne:KU54_023100
ko:K14228	kpne:KU54_025945
ko:K14228	kpne:KU54_023820
ko:K14237	kpne:KU54_007285
ko:K14237	kpne:KU54_007290
ko:K14237	kpne:KU54_018490
ko:K14237	kpne:KU54_007295
ko:K14237	kpne:KU54_018500
ko:K00839	kpne:KU54_012710
ko:K01066	kpne:KU54_026605
ko:K14237	kpne:KU54_011400
ko:K01992	kpne:KU54_000645
ko:K01992	kpne:KU54_018160
ko:K01992	kpne:KU54_018165
ko:K01992	kpne:KU54_023535
ko:K01980	kpne:KU54_025745
ko:K01985	kpne:KU54_002255
ko:K01985	kpne:KU54_026705
ko:K01985	kpne:KU54_025675
ko:K01985	kpne:KU54_025750
ko:K01985	kpne:KU54_021750
ko:K01985	kpne:KU54_023550
ko:K01985	kpne:KU54_025455
ko:K01985	kpne:KU54_006470
ko:K01985	kpne:KU54_026215
ko:K01985	kpne:KU54_002265
ko:K03722	kpne:KU54_009700
ko:K19416	kpne:KU54_017000
ko:K14235	kpne:KU54_025760
ko:K00020	kpne:KU54_013110
ko:K07497	kpne:KU54_024730
ko:K07497	kpne:KU54_024810
ko:K07497	kpne:KU54_00400
ko:K07497	kpne:KU54_023745
ko:K07497	kpne:KU54_023755
ko:K07497	kpne:KU54_01205
ko:K07497	kpne:KU54_015685
ko:K07497	kpne:KU54_003755
ko:K07497	kpne:KU54_008595
ko:K07497	kpne:KU54_008765
ko:K07497	kpne:KU54_001085
ko:K07497	kpne:KU54_019465
ko:K11645	kpne:KU54_008350
ko:K11745	kpne:KU54_022700
ko:K19335	kpne:KU54_014560
ko:K07496	kpne:KU54_00450
ko:K07496	kpne:KU54_00455
ko:K03722	kpne:KU54_018105
ko:K00529	kpne:KU54_004255
ko:K19267	kpne:KU54_024280
ko:K01978	kpne:KU54_026990
ko:K17214	kpne:KU54_019840
ko:K19337	kpne:KU54_009460
ko:K19271	kpne:KU54_011325
ko:K19338	kpne:KU54_009090
ko:K19304	kpne:KU54_009445
ko:K19505	kpne:KU54_023225
ko:K19334	kpne:KU54_024005
ko:K19302	kpne:KU54_017870
ko:K01175	kpne:KU54_018720
ko:K19270	kpne:KU54_015490
ko:K14233	kpne:KU54_016490
ko:K14233	kpne:KU54_016510
ko:K19271	kpne:KU54_01475
ko:K19336	kpne:KU54_014565
ko:K19333	kpne:KU54_009595
ko:K01785	kpne:KU54_006685
ko:K02031	kpne:KU54_008420
ko:K02031	kpne:KU54_019395
ko:K02031	kpne:KU54_011305
ko:K01980	kpne:KU54_006465
ko:K14233	kpne:KU54_016990
ko:K14233	kpne:KU54_009130
ko:K14232	kpne:KU54_001075
ko:K01977	kpne:KU54_023565
ko:K01977	kpne:KU54_025470
ko:K01977	kpne:KU54_026225
ko:K14228	kpne:KU54_002795
ko:K18817	kpne:KU54_01085
ko:K19303	kpne:KU54_011475
ko:K01096	kpne:KU54_015290
ko:K19510	kpne:KU54_023195
ko:K19577	kpne:KU54_011460
ko:K19507	kpne:KU54_023215
ko:K09691	kpne:KU54_008655
ko:K00984	kpne:KU54_01030
ko:K19504	kpne:KU54_023200
ko:K06884	kpne:KU54_016025
ko:K06884	kpne:KU54_012260
ko:K06884	kpne:KU54_016610
ko:K02532	kpne:KU54_017905
ko:K14219	kpne:KU54_025935
ko:K19611	kpne:KU54_019270
ko:K11209	kpne:KU54_007610
ko:K15634	kpne:KU54_012565
ko:K19506	kpne:KU54_023220
ko:K09690	kpne:KU54_008650
ko:K19508	kpne:KU54_023210
ko:K19509	kpne:KU54_023205
ko:K19061	kpne:KU54_00010
ko:K19509	kpne:KU54_019540
ko:K02796	kpne:KU54_009645
ko:K19585	kpne:KU54_006275
ko:K19697	kpne:KU54_005015
ko:K01980	kpne:KU54_026710
ko:K01980	kpne:KU54_021755
ko:K19688	kpne:KU54_017900
ko:K14230	kpne:KU54_003375
ko:K19776	kpne:KU54_000040
ko:K19775	kpne:KU54_003135
ko:K19778	kpne:KU54_003340
ko:K19778	kpne:KU54_003365
ko:K08172	kpne:KU54_008840
ko:K19784	kpne:KU54_026935
ko:K00799	kpne:KU54_017890
ko:K00799	kpne:KU54_021535
ko:K06131	kpne:KU54_018180
ko:K00799	kpne:KU54_007615
ko:K07119	kpne:KU54_011895
ko:K20938	kpne:KU54_005340
ko:K15777	kpne:KU54_003520
ko:K07147	kpne:KU54_002445
ko:K01271	kpne:KU54_026175
ko:K02032	kpne:KU54_008425
ko:K07274	kpne:KU54_015790
ko:K01185	kpne:KU54_020165
ko:K19802	kpne:KU54_015105
ko:K02464	kpne:KU54_022120
ko:K19803	kpne:KU54_008045
ko:K21613	kpne:KU54_011955
ko:K19804	kpne:KU54_015280
ko:K07484	kpne:KU54_01445
ko:K07484	kpne:KU54_00950
ko:K01185	kpne:KU54_016760
ko:K19956	kpne:KU54_025405
ko:K07662	kpne:KU54_026415
ko:K19810	kpne:KU54_024590
ko:K15540	kpne:KU54_019935
ko:K18825	kpne:KU54_01050
ko:K21638	kpne:KU54_025125
ko:K21636	kpne:KU54_024075
ko:K00086	kpne:KU54_003305
ko:K22468	kpne:KU54_012150
ko:K21405	kpne:KU54_006160
ko:K00040	kpne:KU54_008055
ko:K20034	kpne:KU54_016150
ko:K07484	kpne:KU54_01435
ko:K14226	kpne:KU54_025940
ko:K14234	kpne:KU54_025655
ko:K14238	kpne:KU54_000460
ko:K01980	kpne:KU54_023555
ko:K01980	kpne:KU54_025460
ko:K01980	kpne:KU54_025680
ko:K14231	kpne:KU54_024720
ko:K14225	kpne:KU54_004515
ko:K14230	kpne:KU54_018795
ko:K14230	kpne:KU54_018815
ko:K14231	kpne:KU54_004075
ko:K14225	kpne:KU54_009245
ko:K14225	kpne:KU54_024495
ko:K14225	kpne:KU54_024490
ko:K14225	kpne:KU54_024500
ko:K14225	kpne:KU54_025645
ko:K14233	kpne:KU54_005960
ko:K14219	kpne:KU54_020315
ko:K14224	kpne:KU54_006460
ko:K14224	kpne:KU54_025465
ko:K14224	kpne:KU54_023560
ko:K14224	kpne:KU54_026715
ko:K14229	kpne:KU54_007280
ko:K14229	kpne:KU54_018480
ko:K14229	kpne:KU54_018495
ko:K14229	kpne:KU54_018505
ko:K14229	kpne:KU54_018485
ko:K14229	kpne:KU54_018475
ko:K14218	kpne:KU54_007315
ko:K14218	kpne:KU54_007320
ko:K14218	kpne:KU54_021760
ko:K14218	kpne:KU54_025740
ko:K14218	kpne:KU54_025685
ko:K14218	kpne:KU54_026205
ko:K14220	kpne:KU54_009030
ko:K14220	kpne:KU54_009085
ko:K14220	kpne:KU54_009045
ko:K14220	kpne:KU54_009120
ko:K14236	kpne:KU54_010330
ko:K14236	kpne:KU54_025650
ko:K14236	kpne:KU54_010335
ko:K14237	kpne:KU54_011405
ko:K14237	kpne:KU54_011410
ko:K14228	kpne:KU54_018800
ko:K14220	kpne:KU54_020175
ko:K14221	kpne:KU54_021690
ko:K14221	kpne:KU54_021745
ko:K14221	kpne:KU54_025755
ko:K14227	kpne:KU54_021765
ko:K14227	kpne:KU54_025735
ko:K14227	kpne:KU54_025690
ko:K14227	kpne:KU54_026200
ko:K14232	kpne:KU54_025950
ko:K01980	kpne:KU54_026210
ko:K21265	kpne:KU54_023485
ko:K01139	kpne:KU54_000575
ko:K01980	kpne:KU54_002250
ko:K14234	kpne:KU54_021400
ko:K14232	kpne:KU54_007950
ko:K14223	kpne:KU54_018805
ko:K14223	kpne:KU54_018810
ko:K07686	kpne:KU54_000175
ko:K14234	kpne:KU54_002260
ko:K14234	kpne:KU54_025640
ko:K14230	kpne:KU54_002825
ko:K14230	kpne:KU54_005225
ko:K14230	kpne:KU54_005230
ko:K14230	kpne:KU54_005220
ko:K14219	kpne:KU54_005965
ko:K14219	kpne:KU54_005975
ko:K14219	kpne:KU54_005985
ko:K14219	kpne:KU54_005970
ko:K22443	kpne:KU54_016700
ko:K01612	kpne:KU54_005600
ko:K00526	kpne:KU54_007860
ko:K20542	kpne:KU54_001195
ko:K20542	kpne:KU54_001155
ko:K20543	kpne:KU54_001145
ko:K20543	kpne:KU54_001200
ko:K19591	kpne:KU54_020420
ko:K20541	kpne:KU54_001190
ko:K19060	kpne:KU54_00005
ko:K21759	kpne:KU54_005605
ko:K20541	kpne:KU54_001140
ko:K22602	kpne:KU54_012680
ko:K03892	kpne:KU54_00200
ko:K12063	kpne:KU54_00725
ko:K22132	kpne:KU54_005240
ko:K22003	kpne:KU54_009945
ko:K00130	kpne:KU54_019365
ko:K00632	kpne:KU54_026165
ko:K02790	kpne:KU54_014120
ko:K02791	kpne:KU54_014120
ko:K18301	kpne:KU54_010690
ko:K02438	kpne:KU54_001635
ko:K11529	kpne:KU54_015405
ko:K02487	kpne:KU54_003830
ko:K01200	kpne:KU54_022050
ko:K21029	kpne:KU54_017945
ko:K21086	kpne:KU54_004725
ko:K04333	kpne:KU54_004160
ko:K21085	kpne:KU54_009170
ko:K21088	kpne:KU54_012515
ko:K21021	kpne:KU54_006400
ko:K00525	kpne:KU54_007865
ko:K02495	kpne:KU54_026655
ko:K13075	kpne:KU54_012850
ko:K21028	kpne:KU54_015640
ko:K08968	kpne:KU54_009570
ko:K13609	kpne:KU54_023300
ko:K00821	kpne:KU54_001910
ko:K21090	kpne:KU54_009665
ko:K00525	kpne:KU54_006080
ko:K00632	kpne:KU54_007440
ko:K02335	kpne:KU54_026670
ko:K09961	kpne:KU54_020140
ko:K14744	kpne:KU54_020160
ko:K02314	kpne:KU54_020235
ko:K18640	kpne:KU54_024820
ko:K03546	kpne:KU54_021085
ko:K02314	kpne:KU54_025205
ko:K06919	kpne:KU54_021460
ko:K00287	kpne:KU54_022695
ko:K02315	kpne:KU54_023175
ko:K06919	kpne:KU54_023760
ko:K04068	kpne:KU54_024080
ko:K06919	kpne:KU54_002335
ko:K06904	kpne:KU54_002355
ko:K07336	kpne:KU54_015450
ko:K06217	kpne:KU54_016520
ko:K02316	kpne:KU54_003390
ko:K02314	kpne:KU54_016930
ko:K02314	kpne:KU54_003770
ko:K14623	kpne:KU54_000085
ko:K06905	kpne:KU54_017625
ko:K06906	kpne:KU54_017630
ko:K06908	kpne:KU54_017650
ko:K06907	kpne:KU54_017655
ko:K06903	kpne:KU54_017690
ko:K01185	kpne:KU54_017730
ko:K06223	kpne:KU54_017800
ko:K00558	kpne:KU54_009150
ko:K01520	kpne:KU54_000665
ko:K00560	kpne:KU54_004945
ko:K07313	kpne:KU54_009540
ko:K03676	kpne:KU54_000800
ko:K06217	kpne:KU54_018840
ko:K03553	kpne:KU54_005940
ko:K06197	kpne:KU54_010220
ko:K00857	kpne:KU54_010375
ko:K09960	kpne:KU54_014865
ko:K09961	kpne:KU54_014875
ko:K06191	kpne:KU54_006090
ko:K06909	kpne:KU54_014880
ko:K06919	kpne:KU54_014930
ko:K06223	kpne:KU54_001840
ko:K06866	kpne:KU54_006520
ko:K03292	kpne:KU54_022320
ko:K01582	kpne:KU54_019895
ko:K00526	kpne:KU54_006075
ko:K05799	kpne:KU54_022305
ko:K02032	kpne:KU54_011300
ko:K02032	kpne:KU54_019400
ko:K02485	kpne:KU54_010355
ko:K05934	kpne:KU54_005165
ko:K03292	kpne:KU54_003660
ko:K21416	kpne:KU54_021480
ko:K21417	kpne:KU54_021485
ko:K03973	kpne:KU54_015150
ko:K13695	kpne:KU54_010565
ko:K00146	kpne:KU54_014370
ko:K21470	kpne:KU54_017225
ko:K03651	kpne:KU54_023850
ko:K01451	kpne:KU54_019740
ko:K01420	kpne:KU54_014015
ko:K00863	kpne:KU54_003260
ko:K01451	kpne:KU54_015175
ko:K21698	kpne:KU54_002495
ko:K21695	kpne:KU54_002500
ko:K00875	kpne:KU54_008360
ko:K21948	kpne:KU54_013605
ko:K13638	kpne:KU54_002180
ko:K21973	kpne:KU54_013645
ko:K21963	kpne:KU54_021335
ko:K21965	kpne:KU54_021325
ko:K21964	kpne:KU54_019600
ko:K21965	kpne:KU54_019605
ko:K21974	kpne:KU54_018360
ko:K21975	kpne:KU54_018365
ko:K21966	kpne:KU54_021320
ko:K21967	kpne:KU54_019615
ko:K21966	kpne:KU54_019610
ko:K21968	kpne:KU54_021310
ko:K21976	kpne:KU54_018370
ko:K21990	kpne:KU54_007420
ko:K22041	kpne:KU54_016210
ko:K22015	kpne:KU54_024970
ko:K22015	kpne:KU54_024965
ko:K22015	kpne:KU54_010980
ko:K22024	kpne:KU54_013425
ko:K22044	kpne:KU54_018070
ko:K22051	kpne:KU54_024530
ko:K21964	kpne:KU54_021330
ko:K21967	kpne:KU54_021315
ko:K21968	kpne:KU54_019620
ko:K21972	kpne:KU54_018350
ko:K21973	kpne:KU54_018355
ko:K08319	kpne:KU54_013600
ko:K15576	kpne:KU54_010250
ko:K22131	kpne:KU54_013615
ko:K05275	kpne:KU54_004745
ko:K22444	kpne:KU54_016710
ko:K14274	kpne:KU54_006420
ko:K13874	kpne:KU54_013090
ko:K22130	kpne:KU54_013610
ko:K22129	kpne:KU54_013430
ko:K03595	kpne:KU54_006580
ko:K22105	kpne:KU54_026250
ko:K22110	kpne:KU54_004770
ko:K03892	kpne:KU54_004565
ko:K08994	kpne:KU54_012340
ko:K03077	kpne:KU54_022615
ko:K15634	kpne:KU54_022970
ko:K02257	kpne:KU54_020815
ko:K22293	kpne:KU54_013710
ko:K13566	kpne:KU54_021675
ko:K11206	kpne:KU54_018980
ko:K00424	kpne:KU54_018550
ko:K22489	kpne:KU54_005590
