ko:K19744	paes:SCV20265_1135
ko:K11904	paes:SCV20265_2563
ko:K07645	paes:SCV20265_5432
ko:K11904	paes:SCV20265_2945
ko:K11916	paes:SCV20265_3740
ko:K18459	paes:SCV20265_0298
ko:K11904	paes:SCV20265_1759
ko:K18480	paes:SCV20265_1842
ko:K11912	paes:SCV20265_0075
ko:K11904	paes:SCV20265_0269
ko:K11904	paes:SCV20265_5762
ko:K00681	paes:SCV20265_4072
ko:K00681	paes:SCV20265_0169
ko:K00681	paes:SCV20265_0376
ko:K19296	paes:SCV20265_1512
ko:K18540	paes:SCV20265_1459
ko:K02030	paes:SCV20265_5812
ko:K04065	paes:SCV20265_5393
ko:K07326	paes:SCV20265_2847
ko:K02664	paes:SCV20265_5714
ko:K07794	paes:SCV20265_4774
ko:K13053	paes:SCV20265_2040
ko:K02663	paes:SCV20265_5715
ko:K00249	paes:SCV20265_4235
ko:K18691	paes:SCV20265_1240
ko:K21645	paes:SCV20265_6159
ko:K09690	paes:SCV20265_2571
ko:K12994	paes:SCV20265_6181
ko:K09690	paes:SCV20265_6184
ko:K18800	paes:SCV20265_5941
ko:K18893	paes:SCV20265_1828
ko:K20862	paes:SCV20265_6006
ko:K07316	paes:SCV20265_2506
ko:K09892	paes:SCV20265_5947
ko:K18954	paes:SCV20265_0252
ko:K07483	paes:SCV20265_2887
ko:K07483	paes:SCV20265_4704
ko:K18850	paes:SCV20265_2623
ko:K18930	paes:SCV20265_5427
ko:K01971	paes:SCV20265_3244
ko:K18916	paes:SCV20265_1024
ko:K03497	paes:SCV20265_2320
ko:K08364	paes:SCV20265_2374
ko:K08363	paes:SCV20265_2375
ko:K03496	paes:SCV20265_3960
ko:K03169	paes:SCV20265_2388
ko:K03111	paes:SCV20265_2389
ko:K13060	paes:SCV20265_3992
ko:K03497	paes:SCV20265_6303
ko:K03496	paes:SCV20265_6304
ko:K03496	paes:SCV20265_5699
ko:K08151	paes:SCV20265_4293
ko:K03205	paes:SCV20265_5029
ko:K03496	paes:SCV20265_5046
ko:K03497	paes:SCV20265_5055
ko:K01856	paes:SCV20265_2801
ko:K04054	paes:SCV20265_3686
ko:K11811	paes:SCV20265_2107
ko:K03497	paes:SCV20265_2118
ko:K03496	paes:SCV20265_2126
ko:K04053	paes:SCV20265_3688
ko:K04056	paes:SCV20265_3714
ko:K03111	paes:SCV20265_4476
ko:K03503	paes:SCV20265_4505
ko:K03205	paes:SCV20265_2139
ko:K03646	paes:SCV20265_4549
ko:K11811	paes:SCV20265_3045
ko:K18973	paes:SCV20265_6248
ko:K07665	paes:SCV20265_2416
ko:K10954	paes:SCV20265_5314
ko:K19055	paes:SCV20265_3559
ko:K07497	paes:SCV20265_0264
ko:K07497	paes:SCV20265_2510
ko:K07497	paes:SCV20265_4541
ko:K03976	paes:SCV20265_1480
ko:K00042	paes:SCV20265_3921
ko:K03892	paes:SCV20265_3048
ko:K12545	paes:SCV20265_1638
ko:K07215	paes:SCV20265_4845
ko:K12987	paes:SCV20265_4809
ko:K07481	paes:SCV20265_3131
ko:K03526	paes:SCV20265_1196
ko:K03761	paes:SCV20265_6264
ko:K07481	paes:SCV20265_1023
ko:K07481	paes:SCV20265_1028
ko:K07481	paes:SCV20265_5035
ko:K08642	paes:SCV20265_3526
ko:K16635	paes:SCV20265_1157
ko:K08365	paes:SCV20265_2376
ko:K12241	paes:SCV20265_0737
ko:K12240	paes:SCV20265_0736
ko:K08085	paes:SCV20265_5179
ko:K05799	paes:SCV20265_5424
ko:K06599	paes:SCV20265_0433
ko:K04052	paes:SCV20265_3689
ko:K04051	paes:SCV20265_3690
ko:K04049	paes:SCV20265_3694
ko:K04060	paes:SCV20265_3708
ko:K04059	paes:SCV20265_3709
ko:K00335	paes:SCV20265_2612
ko:K00336	paes:SCV20265_2610
ko:K00433	paes:SCV20265_2530
ko:K00632	paes:SCV20265_2035
ko:K18991	paes:SCV20265_0592
ko:K12238	paes:SCV20265_0733
ko:K06600	paes:SCV20265_0434
ko:K12993	paes:SCV20265_6182
ko:K19000	paes:SCV20265_4583
ko:K11020	paes:SCV20265_4274
ko:K07746	paes:SCV20265_4537
ko:K00148	paes:SCV20265_6151
ko:K19129	paes:SCV20265_2889
ko:K06992	paes:SCV20265_3647
ko:K11383	paes:SCV20265_6218
ko:K06893	paes:SCV20265_3586
ko:K00020	paes:SCV20265_1492
ko:K03458	paes:SCV20265_3914
ko:K12988	paes:SCV20265_5667
ko:K00108	paes:SCV20265_6100
ko:K12979	paes:SCV20265_4587
ko:K07326	paes:SCV20265_0040
ko:K05913	paes:SCV20265_0877
ko:K12239	paes:SCV20265_0735
ko:K09017	paes:SCV20265_0455
ko:K00091	paes:SCV20265_5267
ko:K01802	paes:SCV20265_4817
ko:K03293	paes:SCV20265_4734
ko:K03668	paes:SCV20265_4598
ko:K06858	paes:SCV20265_0929
ko:K19127	paes:SCV20265_2891
ko:K06867	paes:SCV20265_2812
ko:K06992	paes:SCV20265_3441
ko:K01239	paes:SCV20265_0147
ko:K11918	paes:SCV20265_2954
ko:K11919	paes:SCV20265_2950
ko:K00344	paes:SCV20265_2569
ko:K01046	paes:SCV20265_2245
ko:K16291	paes:SCV20265_2253
ko:K00632	paes:SCV20265_2165
ko:K01505	paes:SCV20265_1958
ko:K01802	paes:SCV20265_1292
ko:K07749	paes:SCV20265_1276
ko:K06893	paes:SCV20265_1716
ko:K05799	paes:SCV20265_0123
ko:K09017	paes:SCV20265_3917
ko:K00108	paes:SCV20265_1299
ko:K01271	paes:SCV20265_5125
ko:K01710	paes:SCV20265_5879
ko:K19092	paes:SCV20265_4538
ko:K00525	paes:SCV20265_4267
ko:K00525	paes:SCV20265_6231
ko:K22468	paes:SCV20265_2879
ko:K07012	paes:SCV20265_2892
ko:K19130	paes:SCV20265_2888
ko:K02030	paes:SCV20265_5811
ko:K00344	paes:SCV20265_5956
ko:K01406	paes:SCV20265_4165
ko:K03446	paes:SCV20265_2275
ko:K19128	paes:SCV20265_2890
ko:K12979	paes:SCV20265_5140
ko:K19168	paes:SCV20265_4766
ko:K06884	paes:SCV20265_3235
ko:K07216	paes:SCV20265_3738
ko:K19221	paes:SCV20265_4141
ko:K12349	paes:SCV20265_4683
ko:K19246	paes:SCV20265_4254
ko:K19344	paes:SCV20265_0544
ko:K00020	paes:SCV20265_1737
ko:K01066	paes:SCV20265_6115
ko:K19290	paes:SCV20265_1522
ko:K01992	paes:SCV20265_1646
ko:K01992	paes:SCV20265_5952
ko:K04771	paes:SCV20265_4759
ko:K19293	paes:SCV20265_1517
ko:K19294	paes:SCV20265_1514
ko:K19295	paes:SCV20265_1513
ko:K19302	paes:SCV20265_0965
ko:K03722	paes:SCV20265_4392
ko:K07497	paes:SCV20265_2297
ko:K07497	paes:SCV20265_2516
ko:K07497	paes:SCV20265_5838
ko:K07497	paes:SCV20265_2894
ko:K19342	paes:SCV20265_1650
ko:K19345	paes:SCV20265_0543
ko:K19353	paes:SCV20265_5145
ko:K00249	paes:SCV20265_5010
ko:K01795	paes:SCV20265_1518
ko:K19337	paes:SCV20265_6170
ko:K19337	paes:SCV20265_1875
ko:K06867	paes:SCV20265_1764
ko:K19300	paes:SCV20265_0848
ko:K19339	paes:SCV20265_1655
ko:K19416	paes:SCV20265_2650
ko:K19340	paes:SCV20265_1652
ko:K19341	paes:SCV20265_1651
ko:K06867	paes:SCV20265_5244
ko:K19291	paes:SCV20265_1521
ko:K19292	paes:SCV20265_1520
ko:K19577	paes:SCV20265_4928
ko:K18567	paes:SCV20265_1750
ko:K18567	paes:SCV20265_3291
ko:K11690	paes:SCV20265_5887
ko:K21699	paes:SCV20265_0136
ko:K19586	paes:SCV20265_2134
ko:K19586	paes:SCV20265_2322
ko:K19610	paes:SCV20265_4594
ko:K19609	paes:SCV20265_4593
ko:K19585	paes:SCV20265_2135
ko:K19585	paes:SCV20265_2321
ko:K06884	paes:SCV20265_3185
ko:K07344	paes:SCV20265_5021
ko:K07344	paes:SCV20265_2147
ko:K20260	paes:SCV20265_0750
ko:K19610	paes:SCV20265_2562
ko:K19611	paes:SCV20265_2560
ko:K02483	paes:SCV20265_0869
ko:K10024	paes:SCV20265_4635
ko:K03446	paes:SCV20265_4181
ko:K00799	paes:SCV20265_4975
ko:K20261	paes:SCV20265_3493
ko:K20257	paes:SCV20265_4442
ko:K19594	paes:SCV20265_1541
ko:K19713	paes:SCV20265_2829
ko:K07165	paes:SCV20265_3336
ko:K19713	paes:SCV20265_5199
ko:K00992	paes:SCV20265_0628
ko:K19711	paes:SCV20265_4784
ko:K19696	paes:SCV20265_2044
ko:K07666	paes:SCV20265_5431
ko:K08305	paes:SCV20265_0983
ko:K01003	paes:SCV20265_5532
ko:K20260	paes:SCV20265_3496
ko:K19784	paes:SCV20265_4218
ko:K07119	paes:SCV20265_3177
ko:K07119	paes:SCV20265_3763
ko:K00799	paes:SCV20265_2412
ko:K06131	paes:SCV20265_3225
ko:K06132	paes:SCV20265_6035
ko:K00995	paes:SCV20265_2671
ko:K07147	paes:SCV20265_5343
ko:K13877	paes:SCV20265_4161
ko:K15777	paes:SCV20265_2271
ko:K17722	paes:SCV20265_0460
ko:K13775	paes:SCV20265_2214
ko:K19803	paes:SCV20265_5914
ko:K21636	paes:SCV20265_3472
ko:K09471	paes:SCV20265_6034
ko:K09796	paes:SCV20265_1215
ko:K20034	paes:SCV20265_5039
ko:K20971	paes:SCV20265_1002
ko:K11915	paes:SCV20265_0076
ko:K20260	paes:SCV20265_3495
ko:K01139	paes:SCV20265_6064
ko:K20266	paes:SCV20265_5023
ko:K20266	paes:SCV20265_2145
ko:K20265	paes:SCV20265_5460
ko:K20276	paes:SCV20265_3523
ko:K20277	paes:SCV20265_1685
ko:K20261	paes:SCV20265_0748
ko:K20260	paes:SCV20265_0751
ko:K13061	paes:SCV20265_1566
ko:K20262	paes:SCV20265_3490
ko:K20262	paes:SCV20265_0745
ko:K20320	paes:SCV20265_0858
ko:K20259	paes:SCV20265_2685
ko:K20455	paes:SCV20265_4729
ko:K20429	paes:SCV20265_4346
ko:K20444	paes:SCV20265_4338
ko:K20534	paes:SCV20265_5476
ko:K20527	paes:SCV20265_5027
ko:K20528	paes:SCV20265_2142
ko:K20531	paes:SCV20265_2148
ko:K20531	paes:SCV20265_5020
ko:K20532	paes:SCV20265_2149
ko:K20532	paes:SCV20265_5019
ko:K20533	paes:SCV20265_2150
ko:K20527	paes:SCV20265_2141
ko:K20528	paes:SCV20265_5026
ko:K20529	paes:SCV20265_5025
ko:K20529	paes:SCV20265_2143
ko:K20530	paes:SCV20265_2144
ko:K20530	paes:SCV20265_5024
ko:K20533	paes:SCV20265_5018
ko:K20972	paes:SCV20265_5515
ko:K07076	paes:SCV20265_4019
ko:K01214	paes:SCV20265_3219
ko:K11529	paes:SCV20265_3922
ko:K20881	paes:SCV20265_5895
ko:K01046	paes:SCV20265_5470
ko:K20987	paes:SCV20265_3093
ko:K21008	paes:SCV20265_1983
ko:K21006	paes:SCV20265_1981
ko:K21007	paes:SCV20265_1982
ko:K21010	paes:SCV20265_1985
ko:K21011	paes:SCV20265_1986
ko:K16011	paes:SCV20265_3095
ko:K16011	paes:SCV20265_6185
ko:K20997	paes:SCV20265_3096
ko:K20998	paes:SCV20265_3092
ko:K20999	paes:SCV20265_3091
ko:K21000	paes:SCV20265_3090
ko:K21001	paes:SCV20265_3089
ko:K21002	paes:SCV20265_3088
ko:K21003	paes:SCV20265_3087
ko:K21004	paes:SCV20265_3086
ko:K21005	paes:SCV20265_3085
ko:K20940	paes:SCV20265_0744
ko:K00821	paes:SCV20265_0558
ko:K21135	paes:SCV20265_3989
ko:K21137	paes:SCV20265_0162
ko:K21061	paes:SCV20265_4146
ko:K21021	paes:SCV20265_4305
ko:K21019	paes:SCV20265_4905
ko:K01768	paes:SCV20265_1839
ko:K20973	paes:SCV20265_2286
ko:K20974	paes:SCV20265_3801
ko:K20975	paes:SCV20265_3417
ko:K00840	paes:SCV20265_4629
ko:K21062	paes:SCV20265_4160
ko:K20976	paes:SCV20265_1701
ko:K20977	paes:SCV20265_1700
ko:K20978	paes:SCV20265_1699
ko:K07689	paes:SCV20265_2669
ko:K21053	paes:SCV20265_0152
ko:K21020	paes:SCV20265_0174
ko:K21103	paes:SCV20265_0753
ko:K13877	paes:SCV20265_3157
ko:K21022	paes:SCV20265_4320
ko:K21023	paes:SCV20265_3683
ko:K21024	paes:SCV20265_4941
ko:K21029	paes:SCV20265_5301
ko:K21025	paes:SCV20265_5620
ko:K21009	paes:SCV20265_1984
ko:K08968	paes:SCV20265_2288
ko:K21136	paes:SCV20265_0161
ko:K13609	paes:SCV20265_4162
ko:K20968	paes:SCV20265_3697
ko:K21133	paes:SCV20265_3988
ko:K21134	paes:SCV20265_0163
ko:K21012	paes:SCV20265_1987
ko:K00249	paes:SCV20265_3150
ko:K21218	paes:SCV20265_1537
ko:K02314	paes:SCV20265_5591
ko:K04068	paes:SCV20265_2520
ko:K03546	paes:SCV20265_4851
ko:K06217	paes:SCV20265_0995
ko:K03676	paes:SCV20265_5802
ko:K00560	paes:SCV20265_0357
ko:K00287	paes:SCV20265_0365
ko:K06223	paes:SCV20265_2760
ko:K06903	paes:SCV20265_5854
ko:K06907	paes:SCV20265_5859
ko:K06908	paes:SCV20265_5860
ko:K06906	paes:SCV20265_5864
ko:K06905	paes:SCV20265_5865
ko:K07336	paes:SCV20265_5143
ko:K02314	paes:SCV20265_4460
ko:K06223	paes:SCV20265_4467
ko:K09935	paes:SCV20265_5208
ko:K02316	paes:SCV20265_0608
ko:K03791	paes:SCV20265_1387
ko:K01520	paes:SCV20265_6047
ko:K03791	paes:SCV20265_0646
ko:K03553	paes:SCV20265_1439
ko:K02335	paes:SCV20265_6227
ko:K03863	paes:SCV20265_5565
ko:K05375	paes:SCV20265_2906
ko:K20938	paes:SCV20265_2971
ko:K20938	paes:SCV20265_2995
ko:K00108	paes:SCV20265_3260
ko:K02482	paes:SCV20265_2684
ko:K16637	paes:SCV20265_3184
ko:K21253	paes:SCV20265_4295
ko:K00526	paes:SCV20265_4268
ko:K03862	paes:SCV20265_5564
ko:K21416	paes:SCV20265_0815
ko:K21417	paes:SCV20265_0814
ko:K03892	paes:SCV20265_2312
ko:K21405	paes:SCV20265_0819
ko:K21472	paes:SCV20265_6292
ko:K21420	paes:SCV20265_2635
ko:K11690	paes:SCV20265_4638
ko:K21405	paes:SCV20265_0954
ko:K22044	paes:SCV20265_5794
ko:K01451	paes:SCV20265_2184
ko:K01420	paes:SCV20265_3873
ko:K01451	paes:SCV20265_4917
ko:K21711	paes:SCV20265_6168
ko:K10914	paes:SCV20265_0284
ko:K21563	paes:SCV20265_0554
ko:K21498	paes:SCV20265_5324
ko:K21700	paes:SCV20265_0134
ko:K21757	paes:SCV20265_2799
ko:K21825	paes:SCV20265_4631
ko:K21829	paes:SCV20265_1133
ko:K21826	paes:SCV20265_6110
ko:K21831	paes:SCV20265_5581
ko:K21833	paes:SCV20265_6128
ko:K21834	paes:SCV20265_6129
ko:K21830	paes:SCV20265_6018
ko:K21832	paes:SCV20265_6141
ko:K21990	paes:SCV20265_2450
ko:K03741	paes:SCV20265_2314
ko:K03741	paes:SCV20265_3046
ko:K05802	paes:SCV20265_4017
ko:K03741	paes:SCV20265_2112
ko:K01816	paes:SCV20265_3920
ko:K22131	paes:SCV20265_0579
ko:K22132	paes:SCV20265_4259
ko:K22067	paes:SCV20265_3621
ko:K03595	paes:SCV20265_4754
ko:K07183	paes:SCV20265_3622
ko:K00304	paes:SCV20265_6147
ko:K00302	paes:SCV20265_6148
ko:K22112	paes:SCV20265_1684
ko:K03892	paes:SCV20265_2114
ko:K22209	paes:SCV20265_0933
ko:K12242	paes:SCV20265_0732
ko:K22292	paes:SCV20265_1888
ko:K22250	paes:SCV20265_5729
ko:K22296	paes:SCV20265_3809
ko:K01337	paes:SCV20265_0789
ko:K22345	paes:SCV20265_4679
ko:K22303	paes:SCV20265_0199
ko:K02257	paes:SCV20265_0116
ko:K02257	paes:SCV20265_4090
ko:K11391	paes:SCV20265_5251
ko:K13566	paes:SCV20265_1202
ko:K11206	paes:SCV20265_5102
ko:K22491	paes:SCV20265_5297
ko:K22452	paes:SCV20265_2233
ko:K22468	paes:SCV20265_0145
ko:K22549	paes:SCV20265_4148
ko:K22550	paes:SCV20265_4147
ko:K09123	paes:SCV20265_4155
ko:K22548	paes:SCV20265_4159
