ko:K02495	ecoi:ECOPMV1_04229
ko:K03578	ecoi:ECOPMV1_01561
ko:K07248	ecoi:ECOPMV1_01563
ko:K00134	ecoi:ECOPMV1_01564
ko:K12262	ecoi:ECOPMV1_01565
ko:K09794	ecoi:ECOPMV1_01572
ko:K03817	ecoi:ECOPMV1_01573
ko:K03304	ecoi:ECOPMV1_01575
ko:K16868	ecoi:ECOPMV1_01576
ko:K05782	ecoi:ECOPMV1_01578
ko:K01070	ecoi:ECOPMV1_02315
ko:K16089	ecoi:ECOPMV1_02316
ko:K11733	ecoi:ECOPMV1_02317
ko:K01151	ecoi:ECOPMV1_02320
ko:K10213	ecoi:ECOPMV1_02322
ko:K16326	ecoi:ECOPMV1_02323
ko:K16324	ecoi:ECOPMV1_02324
ko:K02769	ecoi:ECOPMV1_02327
ko:K02770	ecoi:ECOPMV1_02327
ko:K02768	ecoi:ECOPMV1_02329
ko:K11183	ecoi:ECOPMV1_02329
ko:K03291	ecoi:ECOPMV1_02330
ko:K06940	ecoi:ECOPMV1_02331
ko:K02356	ecoi:ECOPMV1_02332
ko:K13694	ecoi:ECOPMV1_02336
ko:K13893	ecoi:ECOPMV1_02338
ko:K13894	ecoi:ECOPMV1_02339
ko:K13895	ecoi:ECOPMV1_02340
ko:K13896	ecoi:ECOPMV1_02341
ko:K07552	ecoi:ECOPMV1_02343
ko:K02897	ecoi:ECOPMV1_02346
ko:K06899	ecoi:ECOPMV1_02347
ko:K09904	ecoi:ECOPMV1_02348
ko:K07014	ecoi:ECOPMV1_02349
ko:K07685	ecoi:ECOPMV1_02353
ko:K02199	ecoi:ECOPMV1_02355
ko:K02198	ecoi:ECOPMV1_02356
ko:K02197	ecoi:ECOPMV1_02357
ko:K02196	ecoi:ECOPMV1_02358
ko:K02195	ecoi:ECOPMV1_02359
ko:K02194	ecoi:ECOPMV1_02360
ko:K02568	ecoi:ECOPMV1_02363
ko:K03582	ecoi:ECOPMV1_03107
ko:K01407	ecoi:ECOPMV1_03108
ko:K03583	ecoi:ECOPMV1_03109
ko:K02681	ecoi:ECOPMV1_03110
ko:K02680	ecoi:ECOPMV1_03112
ko:K02679	ecoi:ECOPMV1_03113
ko:K13292	ecoi:ECOPMV1_03115
ko:K08484	ecoi:ECOPMV1_03116
ko:K08311	ecoi:ECOPMV1_03117
ko:K03573	ecoi:ECOPMV1_03119
ko:K08227	ecoi:ECOPMV1_03123
ko:K05939	ecoi:ECOPMV1_03124
ko:K02529	ecoi:ECOPMV1_03127
ko:K01586	ecoi:ECOPMV1_03128
ko:K01815	ecoi:ECOPMV1_03133
ko:K13480	ecoi:ECOPMV1_03140
ko:K01751	ecoi:ECOPMV1_03143
ko:K01464	ecoi:ECOPMV1_03145
ko:K00926	ecoi:ECOPMV1_03146
ko:K07402	ecoi:ECOPMV1_03147
ko:K07141	ecoi:ECOPMV1_03149
ko:K12527	ecoi:ECOPMV1_03150
ko:K12529	ecoi:ECOPMV1_03152
ko:K12528	ecoi:ECOPMV1_03153
ko:K16346	ecoi:ECOPMV1_03154
ko:K07726	ecoi:ECOPMV1_03893
ko:K01879	ecoi:ECOPMV1_03896
ko:K01878	ecoi:ECOPMV1_03897
ko:K01805	ecoi:ECOPMV1_03903
ko:K10543	ecoi:ECOPMV1_03904
ko:K10545	ecoi:ECOPMV1_03905
ko:K10544	ecoi:ECOPMV1_03906
ko:K02529	ecoi:ECOPMV1_03907
ko:K00835	ecoi:ECOPMV1_03910
ko:K08092	ecoi:ECOPMV1_03913
ko:K00880	ecoi:ECOPMV1_03919
ko:K00138	ecoi:ECOPMV1_03923
ko:K13954	ecoi:ECOPMV1_03925
ko:K03833	ecoi:ECOPMV1_03926
ko:K01042	ecoi:ECOPMV1_03927
ko:K00009	ecoi:ECOPMV1_03932
ko:K02562	ecoi:ECOPMV1_03933
ko:K14762	ecoi:ECOPMV1_03935
ko:K00427	ecoi:ECOPMV1_03939
ko:K06222	ecoi:ECOPMV1_00215
ko:K08307	ecoi:ECOPMV1_00219
ko:K11911	ecoi:ECOPMV1_00227
ko:K11891	ecoi:ECOPMV1_00228
ko:K11910	ecoi:ECOPMV1_00229
ko:K11909	ecoi:ECOPMV1_00230
ko:K11907	ecoi:ECOPMV1_00231
ko:K11892	ecoi:ECOPMV1_00232
ko:K11893	ecoi:ECOPMV1_00233
ko:K11906	ecoi:ECOPMV1_00234
ko:K11895	ecoi:ECOPMV1_00236
ko:K11896	ecoi:ECOPMV1_00237
ko:K11905	ecoi:ECOPMV1_00238
ko:K11900	ecoi:ECOPMV1_00239
ko:K11901	ecoi:ECOPMV1_00240
ko:K11903	ecoi:ECOPMV1_00241
ko:K03271	ecoi:ECOPMV1_00254
ko:K02400	ecoi:ECOPMV1_00259
ko:K02557	ecoi:ECOPMV1_00260
ko:K02346	ecoi:ECOPMV1_00261
ko:K03533	ecoi:ECOPMV1_01020
ko:K05516	ecoi:ECOPMV1_01022
ko:K01085	ecoi:ECOPMV1_01023
ko:K03809	ecoi:ECOPMV1_01025
ko:K09016	ecoi:ECOPMV1_01027
ko:K09024	ecoi:ECOPMV1_01029
ko:K09019	ecoi:ECOPMV1_01030
ko:K09023	ecoi:ECOPMV1_01031
ko:K09021	ecoi:ECOPMV1_01032
ko:K09018	ecoi:ECOPMV1_01034
ko:K13821	ecoi:ECOPMV1_01036
ko:K07243	ecoi:ECOPMV1_01039
ko:K07224	ecoi:ECOPMV1_01040
ko:K16301	ecoi:ECOPMV1_01041
ko:K11937	ecoi:ECOPMV1_01044
ko:K11936	ecoi:ECOPMV1_01045
ko:K11931	ecoi:ECOPMV1_01046
ko:K11935	ecoi:ECOPMV1_01047
ko:K14155	ecoi:ECOPMV1_01057
ko:K07038	ecoi:ECOPMV1_01827
ko:K06956	ecoi:ECOPMV1_01828
ko:K15722	ecoi:ECOPMV1_01829
ko:K03781	ecoi:ECOPMV1_01830
ko:K03490	ecoi:ECOPMV1_01833
ko:K02759	ecoi:ECOPMV1_01834
ko:K02761	ecoi:ECOPMV1_01835
ko:K02760	ecoi:ECOPMV1_01836
ko:K04064	ecoi:ECOPMV1_01837
ko:K05984	ecoi:ECOPMV1_01839
ko:K09975	ecoi:ECOPMV1_01840
ko:K05526	ecoi:ECOPMV1_01842
ko:K01484	ecoi:ECOPMV1_01843
ko:K06447	ecoi:ECOPMV1_01844
ko:K00673	ecoi:ECOPMV1_01845
ko:K00840	ecoi:ECOPMV1_01846
ko:K01142	ecoi:ECOPMV1_01847
ko:K05777	ecoi:ECOPMV1_01852
ko:K05778	ecoi:ECOPMV1_01853
ko:K05779	ecoi:ECOPMV1_01854
ko:K08320	ecoi:ECOPMV1_01857
ko:K00262	ecoi:ECOPMV1_01859
ko:K01008	ecoi:ECOPMV1_01861
ko:K04773	ecoi:ECOPMV1_01863
ko:K08281	ecoi:ECOPMV1_01865
ko:K08369	ecoi:ECOPMV1_01866
ko:K11537	ecoi:ECOPMV1_02608
ko:K03815	ecoi:ECOPMV1_02609
ko:K14347	ecoi:ECOPMV1_02612
ko:K09954	ecoi:ECOPMV1_02613
ko:K01972	ecoi:ECOPMV1_02614
ko:K03528	ecoi:ECOPMV1_02615
ko:K06203	ecoi:ECOPMV1_02616
ko:K01738	ecoi:ECOPMV1_02617
ko:K00868	ecoi:ECOPMV1_02621
ko:K12339	ecoi:ECOPMV1_02623
ko:K02045	ecoi:ECOPMV1_02624
ko:K02047	ecoi:ECOPMV1_02625
ko:K02046	ecoi:ECOPMV1_02626
ko:K02048	ecoi:ECOPMV1_02627
ko:K07106	ecoi:ECOPMV1_02629
ko:K11191	ecoi:ECOPMV1_02630
ko:K11192	ecoi:ECOPMV1_02630
ko:K07223	ecoi:ECOPMV1_02631
ko:K01448	ecoi:ECOPMV1_02635
ko:K00228	ecoi:ECOPMV1_02636
ko:K04033	ecoi:ECOPMV1_02637
ko:K04025	ecoi:ECOPMV1_02638
ko:K04026	ecoi:ECOPMV1_02639
ko:K03736	ecoi:ECOPMV1_02640
ko:K03735	ecoi:ECOPMV1_02641
ko:K04019	ecoi:ECOPMV1_02642
ko:K04023	ecoi:ECOPMV1_02643
ko:K04022	ecoi:ECOPMV1_02644
ko:K04024	ecoi:ECOPMV1_02645
ko:K04021	ecoi:ECOPMV1_02646
ko:K04027	ecoi:ECOPMV1_02648
ko:K04020	ecoi:ECOPMV1_02649
ko:K04032	ecoi:ECOPMV1_02650
ko:K04030	ecoi:ECOPMV1_02651
ko:K04029	ecoi:ECOPMV1_02652
ko:K04031	ecoi:ECOPMV1_02653
ko:K00029	ecoi:ECOPMV1_02654
ko:K11391	ecoi:ECOPMV1_03400
ko:K07043	ecoi:ECOPMV1_03401
ko:K07862	ecoi:ECOPMV1_03406
ko:K01685	ecoi:ECOPMV1_03408
ko:K01812	ecoi:ECOPMV1_03409
ko:K08191	ecoi:ECOPMV1_03410
ko:K15977	ecoi:ECOPMV1_03418
ko:K06911	ecoi:ECOPMV1_03422
ko:K01752	ecoi:ECOPMV1_03426
ko:K00656	ecoi:ECOPMV1_03428
ko:K03838	ecoi:ECOPMV1_03430
ko:K01754	ecoi:ECOPMV1_03431
ko:K07592	ecoi:ECOPMV1_03432
ko:K00865	ecoi:ECOPMV1_03434
ko:K16371	ecoi:ECOPMV1_03441
ko:K02746	ecoi:ECOPMV1_03443
ko:K02747	ecoi:ECOPMV1_03444
ko:K02079	ecoi:ECOPMV1_03446
ko:K02082	ecoi:ECOPMV1_03447
ko:K01631	ecoi:ECOPMV1_04189
ko:K00883	ecoi:ECOPMV1_04190
ko:K09760	ecoi:ECOPMV1_04192
ko:K03183	ecoi:ECOPMV1_04193
ko:K03690	ecoi:ECOPMV1_04194
ko:K03688	ecoi:ECOPMV1_04195
ko:K03116	ecoi:ECOPMV1_04196
ko:K03117	ecoi:ECOPMV1_04197
ko:K03118	ecoi:ECOPMV1_04198
ko:K03424	ecoi:ECOPMV1_04199
ko:K03182	ecoi:ECOPMV1_04201
ko:K05368	ecoi:ECOPMV1_04202
ko:K01825	ecoi:ECOPMV1_04204
ko:K03753	ecoi:ECOPMV1_04215
ko:K03752	ecoi:ECOPMV1_04216
ko:K09896	ecoi:ECOPMV1_04217
ko:K03673	ecoi:ECOPMV1_04219
ko:K03978	ecoi:ECOPMV1_04225
ko:K09894	ecoi:ECOPMV1_04228
ko:K07712	ecoi:ECOPMV1_04231
ko:K07708	ecoi:ECOPMV1_04232
ko:K01915	ecoi:ECOPMV1_04233
ko:K06207	ecoi:ECOPMV1_04234
ko:K00130	ecoi:ECOPMV1_00315
ko:K08277	ecoi:ECOPMV1_00035
ko:K03319	ecoi:ECOPMV1_00773
ko:K01681	ecoi:ECOPMV1_00774
ko:K01051	ecoi:ECOPMV1_00775
ko:K00833	ecoi:ECOPMV1_00777
ko:K01012	ecoi:ECOPMV1_00778
ko:K02169	ecoi:ECOPMV1_00780
ko:K01935	ecoi:ECOPMV1_00781
ko:K03702	ecoi:ECOPMV1_00782
ko:K03638	ecoi:ECOPMV1_00785
ko:K03637	ecoi:ECOPMV1_00786
ko:K03636	ecoi:ECOPMV1_00787
ko:K06890	ecoi:ECOPMV1_00789
ko:K06890	ecoi:ECOPMV1_00790
ko:K01993	ecoi:ECOPMV1_00798
ko:K11927	ecoi:ECOPMV1_00800
ko:K13574	ecoi:ECOPMV1_00803
ko:K16090	ecoi:ECOPMV1_00807
ko:K13650	ecoi:ECOPMV1_00809
ko:K10037	ecoi:ECOPMV1_00813
ko:K10036	ecoi:ECOPMV1_00814
ko:K04047	ecoi:ECOPMV1_00815
ko:K11939	ecoi:ECOPMV1_00816
ko:K11934	ecoi:ECOPMV1_00817
ko:K08303	ecoi:ECOPMV1_01580
ko:K02054	ecoi:ECOPMV1_01585
ko:K02053	ecoi:ECOPMV1_01586
ko:K00137	ecoi:ECOPMV1_01587
ko:K09936	ecoi:ECOPMV1_01590
ko:K03823	ecoi:ECOPMV1_01591
ko:K11738	ecoi:ECOPMV1_01595
ko:K11208	ecoi:ECOPMV1_01597
ko:K00675	ecoi:ECOPMV1_01604
ko:K00373	ecoi:ECOPMV1_01607
ko:K00371	ecoi:ECOPMV1_01608
ko:K00370	ecoi:ECOPMV1_01609
ko:K02575	ecoi:ECOPMV1_01610
ko:K08349	ecoi:ECOPMV1_01613
ko:K02972	ecoi:ECOPMV1_01620
ko:K13243	ecoi:ECOPMV1_01623
ko:K02573	ecoi:ECOPMV1_02365
ko:K02567	ecoi:ECOPMV1_02366
ko:K02570	ecoi:ECOPMV1_02367
ko:K02572	ecoi:ECOPMV1_02368
ko:K08276	ecoi:ECOPMV1_02370
ko:K00116	ecoi:ECOPMV1_02371
ko:K06159	ecoi:ECOPMV1_02372
ko:K03919	ecoi:ECOPMV1_02373
ko:K10778	ecoi:ECOPMV1_02374
ko:K03734	ecoi:ECOPMV1_02375
ko:K09475	ecoi:ECOPMV1_02376
ko:K07676	ecoi:ECOPMV1_02378
ko:K07687	ecoi:ECOPMV1_02379
ko:K07677	ecoi:ECOPMV1_02380
ko:K07710	ecoi:ECOPMV1_02381
ko:K07714	ecoi:ECOPMV1_02382
ko:K01034	ecoi:ECOPMV1_02383
ko:K02106	ecoi:ECOPMV1_02385
ko:K06894	ecoi:ECOPMV1_02389
ko:K09934	ecoi:ECOPMV1_02390
ko:K02469	ecoi:ECOPMV1_02392
ko:K11107	ecoi:ECOPMV1_02397
ko:K01126	ecoi:ECOPMV1_02399
ko:K02445	ecoi:ECOPMV1_02400
ko:K00111	ecoi:ECOPMV1_02401
ko:K00112	ecoi:ECOPMV1_02402
ko:K00113	ecoi:ECOPMV1_02403
ko:K12660	ecoi:ECOPMV1_02406
ko:K12661	ecoi:ECOPMV1_02408
ko:K06901	ecoi:ECOPMV1_03156
ko:K04567	ecoi:ECOPMV1_03162
ko:K02836	ecoi:ECOPMV1_03163
ko:K07462	ecoi:ECOPMV1_03164
ko:K03981	ecoi:ECOPMV1_03165
ko:K03840	ecoi:ECOPMV1_03167
ko:K09159	ecoi:ECOPMV1_03169
ko:K06980	ecoi:ECOPMV1_03170
ko:K11068	ecoi:ECOPMV1_03171
ko:K09900	ecoi:ECOPMV1_03172
ko:K01223	ecoi:ECOPMV1_03173
ko:K00281	ecoi:ECOPMV1_03174
ko:K02437	ecoi:ECOPMV1_03175
ko:K00605	ecoi:ECOPMV1_03176
ko:K03185	ecoi:ECOPMV1_03178
ko:K09895	ecoi:ECOPMV1_03180
ko:K09888	ecoi:ECOPMV1_03181
ko:K01807	ecoi:ECOPMV1_03186
ko:K05596	ecoi:ECOPMV1_03188
ko:K09807	ecoi:ECOPMV1_03191
ko:K06895	ecoi:ECOPMV1_03192
ko:K01624	ecoi:ECOPMV1_03194
ko:K00927	ecoi:ECOPMV1_03195
ko:K02839	ecoi:ECOPMV1_00266
ko:K11750	ecoi:ECOPMV1_00270
ko:K00931	ecoi:ECOPMV1_00273
ko:K00147	ecoi:ECOPMV1_00274
ko:K08996	ecoi:ECOPMV1_00281
ko:K02919	ecoi:ECOPMV1_00289
ko:K02909	ecoi:ECOPMV1_00290
ko:K13735	ecoi:ECOPMV1_00298
ko:K00782	ecoi:ECOPMV1_00306
ko:K07357	ecoi:ECOPMV1_00312
ko:K07345	ecoi:ECOPMV1_01069
ko:K07351	ecoi:ECOPMV1_01070
ko:K07347	ecoi:ECOPMV1_01072
ko:K06946	ecoi:ECOPMV1_01097
ko:K12687	ecoi:ECOPMV1_01099
ko:K12972	ecoi:ECOPMV1_01112
ko:K06214	ecoi:ECOPMV1_01116
ko:K04338	ecoi:ECOPMV1_01117
ko:K04337	ecoi:ECOPMV1_01118
ko:K04335	ecoi:ECOPMV1_01120
ko:K08369	ecoi:ECOPMV1_01872
ko:K09916	ecoi:ECOPMV1_01874
ko:K00134	ecoi:ECOPMV1_01876
ko:K01792	ecoi:ECOPMV1_01877
ko:K07180	ecoi:ECOPMV1_01880
ko:K09786	ecoi:ECOPMV1_01881
ko:K03449	ecoi:ECOPMV1_01887
ko:K09712	ecoi:ECOPMV1_01889
ko:K13069	ecoi:ECOPMV1_01890
ko:K11250	ecoi:ECOPMV1_01895
ko:K03684	ecoi:ECOPMV1_01896
ko:K07285	ecoi:ECOPMV1_01898
ko:K09917	ecoi:ECOPMV1_01903
ko:K01665	ecoi:ECOPMV1_01904
ko:K01752	ecoi:ECOPMV1_01906
ko:K00563	ecoi:ECOPMV1_01914
ko:K08169	ecoi:ECOPMV1_01919
ko:K03799	ecoi:ECOPMV1_01920
ko:K03797	ecoi:ECOPMV1_01921
ko:K00615	ecoi:ECOPMV1_02656
ko:K12945	ecoi:ECOPMV1_02658
ko:K07674	ecoi:ECOPMV1_02660
ko:K06999	ecoi:ECOPMV1_02665
ko:K06957	ecoi:ECOPMV1_02666
ko:K01923	ecoi:ECOPMV1_02668
ko:K07287	ecoi:ECOPMV1_02670
ko:K01714	ecoi:ECOPMV1_02671
ko:K03567	ecoi:ECOPMV1_02672
ko:K03564	ecoi:ECOPMV1_02673
ko:K10763	ecoi:ECOPMV1_02677
ko:K00761	ecoi:ECOPMV1_02679
ko:K01933	ecoi:ECOPMV1_02680
ko:K11175	ecoi:ECOPMV1_02681
ko:K00937	ecoi:ECOPMV1_02682
ko:K01524	ecoi:ECOPMV1_02683
ko:K01951	ecoi:ECOPMV1_02689
ko:K03601	ecoi:ECOPMV1_02691
ko:K13735	ecoi:ECOPMV1_02694
ko:K03977	ecoi:ECOPMV1_02696
ko:K01892	ecoi:ECOPMV1_02699
ko:K15539	ecoi:ECOPMV1_02701
ko:K06941	ecoi:ECOPMV1_02702
ko:K00940	ecoi:ECOPMV1_02703
ko:K05367	ecoi:ECOPMV1_02704
ko:K10984	ecoi:ECOPMV1_03449
ko:K10985	ecoi:ECOPMV1_03450
ko:K10986	ecoi:ECOPMV1_03451
ko:K02080	ecoi:ECOPMV1_03452
ko:K07056	ecoi:ECOPMV1_03453
ko:K07121	ecoi:ECOPMV1_03454
ko:K07460	ecoi:ECOPMV1_03455
ko:K07089	ecoi:ECOPMV1_03458
ko:K05520	ecoi:ECOPMV1_03460
ko:K09979	ecoi:ECOPMV1_03461
ko:K07461	ecoi:ECOPMV1_03462
ko:K03824	ecoi:ECOPMV1_03463
ko:K08303	ecoi:ECOPMV1_03465
ko:K03835	ecoi:ECOPMV1_03468
ko:K05592	ecoi:ECOPMV1_03469
ko:K05803	ecoi:ECOPMV1_03470
ko:K00962	ecoi:ECOPMV1_03471
ko:K02834	ecoi:ECOPMV1_03475
ko:K02519	ecoi:ECOPMV1_03476
ko:K02600	ecoi:ECOPMV1_03477
ko:K09748	ecoi:ECOPMV1_03478
ko:K19789	ecoi:ECOPMV1_02345
ko:K04065	ecoi:ECOPMV1_04835
ko:K02770	ecoi:ECOPMV1_03994
ko:K02058	ecoi:ECOPMV1_00328
ko:K04771	ecoi:ECOPMV1_00167
ko:K01069	ecoi:ECOPMV1_00220
ko:K01485	ecoi:ECOPMV1_00343
ko:K01487	ecoi:ECOPMV1_03155
ko:K01840	ecoi:ECOPMV1_02203
ko:K06518	ecoi:ECOPMV1_02302
ko:K01838	ecoi:ECOPMV1_01513
ko:K00108	ecoi:ECOPMV1_00314
ko:K02477	ecoi:ECOPMV1_02286
ko:K00537	ecoi:ECOPMV1_02676
ko:K01497	ecoi:ECOPMV1_01475
ko:K01271	ecoi:ECOPMV1_04205
ko:K01467	ecoi:ECOPMV1_04613
ko:K17722	ecoi:ECOPMV1_02307
ko:K01659	ecoi:ECOPMV1_00339
ko:K11928	ecoi:ECOPMV1_01038
ko:K17723	ecoi:ECOPMV1_02308
ko:K05799	ecoi:ECOPMV1_00118
ko:K13638	ecoi:ECOPMV1_03603
ko:K07749	ecoi:ECOPMV1_02578
ko:K02081	ecoi:ECOPMV1_03440
ko:K02226	ecoi:ECOPMV1_00655
ko:K00042	ecoi:ECOPMV1_03435
ko:K05540	ecoi:ECOPMV1_03570
ko:K08173	ecoi:ECOPMV1_04488
ko:K00537	ecoi:ECOPMV1_03825
ko:K06518	ecoi:ECOPMV1_04518
ko:K00632	ecoi:ECOPMV1_02500
ko:K02477	ecoi:ECOPMV1_02585
ko:K14744	ecoi:ECOPMV1_02886
ko:K12246	ecoi:ECOPMV1_03248
ko:K12985	ecoi:ECOPMV1_03959
ko:K07274	ecoi:ECOPMV1_01879
ko:K02058	ecoi:ECOPMV1_02728
ko:K00661	ecoi:ECOPMV1_00446
ko:K00042	ecoi:ECOPMV1_04781
ko:K11747	ecoi:ECOPMV1_03662
ko:K01130	ecoi:ECOPMV1_04135
ko:K02026	ecoi:ECOPMV1_01508
ko:K02768	ecoi:ECOPMV1_03996
ko:K04772	ecoi:ECOPMV1_03538
ko:K03292	ecoi:ECOPMV1_03999
ko:K03772	ecoi:ECOPMV1_03658
ko:K17758	ecoi:ECOPMV1_04630
ko:K17759	ecoi:ECOPMV1_04630
ko:K01791	ecoi:ECOPMV1_04119
ko:K01739	ecoi:ECOPMV1_04338
ko:K07459	ecoi:ECOPMV1_00879
ko:K07684	ecoi:ECOPMV1_01352
ko:K14742	ecoi:ECOPMV1_01899
ko:K03566	ecoi:ECOPMV1_03065
ko:K00884	ecoi:ECOPMV1_01198
ko:K01190	ecoi:ECOPMV1_00346
ko:K01654	ecoi:ECOPMV1_03252
ko:K06867	ecoi:ECOPMV1_00321
ko:K00632	ecoi:ECOPMV1_04203
ko:K02027	ecoi:ECOPMV1_01506
ko:K02058	ecoi:ECOPMV1_04696
ko:K00971	ecoi:ECOPMV1_02204
ko:K01035	ecoi:ECOPMV1_02384
ko:K01582	ecoi:ECOPMV1_04591
ko:K03719	ecoi:ECOPMV1_00928
ko:K10038	ecoi:ECOPMV1_00812
ko:K08194	ecoi:ECOPMV1_04030
ko:K02483	ecoi:ECOPMV1_02057
ko:K04753	ecoi:ECOPMV1_03325
ko:K01138	ecoi:ECOPMV1_01631
ko:K00344	ecoi:ECOPMV1_04486
ko:K01187	ecoi:ECOPMV1_00389
ko:K00042	ecoi:ECOPMV1_00497
ko:K13695	ecoi:ECOPMV1_01807
ko:K01791	ecoi:ECOPMV1_03250
ko:K03276	ecoi:ECOPMV1_03961
ko:K02032	ecoi:ECOPMV1_04532
ko:K00557	ecoi:ECOPMV1_04373
ko:K00104	ecoi:ECOPMV1_03277
ko:K02031	ecoi:ECOPMV1_04533
ko:K07782	ecoi:ECOPMV1_02006
ko:K08351	ecoi:ECOPMV1_03889
ko:K11645	ecoi:ECOPMV1_02255
ko:K02464	ecoi:ECOPMV1_03646
ko:K03973	ecoi:ECOPMV1_01502
ko:K17938	ecoi:ECOPMV1_00364
ko:K03605	ecoi:ECOPMV1_01005
ko:K12222	ecoi:ECOPMV1_p00088
ko:K01066	ecoi:ECOPMV1_00463
ko:K01096	ecoi:ECOPMV1_01476
ko:K03668	ecoi:ECOPMV1_01549
ko:K08483	ecoi:ECOPMV1_04772
ko:K11183	ecoi:ECOPMV1_04772
ko:K02768	ecoi:ECOPMV1_04772
ko:K13053	ecoi:ECOPMV1_00988
ko:K10014	ecoi:ECOPMV1_02468
ko:K18148	ecoi:ECOPMV1_00265
ko:K03446	ecoi:ECOPMV1_01535
ko:K02769	ecoi:ECOPMV1_03995
ko:K07812	ecoi:ECOPMV1_01965
ko:K11745	ecoi:ECOPMV1_00048
ko:K01582	ecoi:ECOPMV1_00192
ko:K07645	ecoi:ECOPMV1_03332
ko:K18142	ecoi:ECOPMV1_03576
ko:K17948	ecoi:ECOPMV1_04756
ko:K00956	ecoi:ECOPMV1_03011
ko:K09017	ecoi:ECOPMV1_01035
ko:K00879	ecoi:ECOPMV1_03060
ko:K22597	ecoi:ECOPMV1_01505
ko:K21430	ecoi:ECOPMV1_00839
ko:K01007	ecoi:ECOPMV1_01801
ko:K03605	ecoi:ECOPMV1_03298
ko:K05874	ecoi:ECOPMV1_04809
ko:K18865	ecoi:ECOPMV1_02232
ko:K08156	ecoi:ECOPMV1_00382
ko:K07713	ecoi:ECOPMV1_02783
ko:K10678	ecoi:ECOPMV1_00854
ko:K00087	ecoi:ECOPMV1_03138
ko:K03275	ecoi:ECOPMV1_03962
ko:K05875	ecoi:ECOPMV1_01978
ko:K18324	ecoi:ECOPMV1_02661
ko:K18326	ecoi:ECOPMV1_02236
ko:K21637	ecoi:ECOPMV1_04771
ko:K07733	ecoi:ECOPMV1_00885
ko:K10550	ecoi:ECOPMV1_04547
ko:K03293	ecoi:ECOPMV1_04129
ko:K07559	ecoi:ECOPMV1_04792
ko:K02654	ecoi:ECOPMV1_p00095
ko:K14155	ecoi:ECOPMV1_03100
ko:K11606	ecoi:ECOPMV1_01543
ko:K16090	ecoi:ECOPMV1_00808
ko:K08173	ecoi:ECOPMV1_01674
ko:K00873	ecoi:ECOPMV1_01773
ko:K06887	ecoi:ECOPMV1_04170
ko:K09016	ecoi:ECOPMV1_01028
ko:K07056	ecoi:ECOPMV1_01055
ko:K08302	ecoi:ECOPMV1_01058
ko:K01708	ecoi:ECOPMV1_01062
ko:K01708	ecoi:ECOPMV1_01063
ko:K01708	ecoi:ECOPMV1_01064
ko:K12299	ecoi:ECOPMV1_03437
ko:K12299	ecoi:ECOPMV1_03438
ko:K11929	ecoi:ECOPMV1_00271
ko:K00931	ecoi:ECOPMV1_00272
ko:K07259	ecoi:ECOPMV1_03492
ko:K02688	ecoi:ECOPMV1_00337
ko:K08162	ecoi:ECOPMV1_01143
ko:K00031	ecoi:ECOPMV1_01283
ko:K06946	ecoi:ECOPMV1_02148
ko:K17758	ecoi:ECOPMV1_04631
ko:K17759	ecoi:ECOPMV1_04631
ko:K11904	ecoi:ECOPMV1_03082
ko:K18471	ecoi:ECOPMV1_01868
ko:K18478	ecoi:ECOPMV1_04236
ko:K11904	ecoi:ECOPMV1_01599
ko:K11904	ecoi:ECOPMV1_00243
ko:K01671	ecoi:ECOPMV1_04238
ko:K18446	ecoi:ECOPMV1_03371
ko:K11894	ecoi:ECOPMV1_00235
ko:K18507	ecoi:ECOPMV1_03756
ko:K18514	ecoi:ECOPMV1_01667
ko:K18522	ecoi:ECOPMV1_03125
ko:K00681	ecoi:ECOPMV1_03761
ko:K18525	ecoi:ECOPMV1_03847
ko:K18521	ecoi:ECOPMV1_03066
ko:K18518	ecoi:ECOPMV1_01787
ko:K18504	ecoi:ECOPMV1_03521
ko:K18505	ecoi:ECOPMV1_04136
ko:K18519	ecoi:ECOPMV1_02053
ko:K18511	ecoi:ECOPMV1_02944
ko:K18512	ecoi:ECOPMV1_01546
ko:K18508	ecoi:ECOPMV1_00849
ko:K18513	ecoi:ECOPMV1_02377
ko:K18517	ecoi:ECOPMV1_01394
ko:K18523	ecoi:ECOPMV1_03126
ko:K18524	ecoi:ECOPMV1_04801
ko:K18506	ecoi:ECOPMV1_00074
ko:K18520	ecoi:ECOPMV1_02245
ko:K18502	ecoi:ECOPMV1_02043
ko:K18503	ecoi:ECOPMV1_00471
ko:K18509	ecoi:ECOPMV1_01566
ko:K18510	ecoi:ECOPMV1_01539
ko:K18515	ecoi:ECOPMV1_03049
ko:K18516	ecoi:ECOPMV1_04226
ko:K18528	ecoi:ECOPMV1_04366
ko:K18527	ecoi:ECOPMV1_04224
ko:K00335	ecoi:ECOPMV1_02442
ko:K18691	ecoi:ECOPMV1_02740
ko:K18697	ecoi:ECOPMV1_02742
ko:K18702	ecoi:ECOPMV1_02575
ko:K18765	ecoi:ECOPMV1_03555
ko:K12227	ecoi:ECOPMV1_p00086
ko:K18928	ecoi:ECOPMV1_00304
ko:K18850	ecoi:ECOPMV1_01207
ko:K18837	ecoi:ECOPMV1_02160
ko:K21645	ecoi:ECOPMV1_04787
ko:K18889	ecoi:ECOPMV1_00435
ko:K18895	ecoi:ECOPMV1_01081
ko:K18838	ecoi:ECOPMV1_01106
