ko:K02495	senc:SEET0819_03850
ko:K07126	senc:SEET0819_09150
ko:K01582	senc:SEET0819_20250
ko:K19810	senc:SEET0819_05540
ko:K07497	senc:SEET0819_10620
ko:K07126	senc:SEET0819_09145
ko:K02485	senc:SEET0819_15505
ko:K00632	senc:SEET0819_03745
ko:K00042	senc:SEET0819_23245
ko:K00146	senc:SEET0819_22650
ko:K01271	senc:SEET0819_03755
ko:K09017	senc:SEET0819_12260
ko:K03973	senc:SEET0819_15175
ko:K02032	senc:SEET0819_12940
ko:K05874	senc:SEET0819_06575
ko:K21636	senc:SEET0819_06130
ko:K20023	senc:SEET0819_02245
ko:K20265	senc:SEET0819_18890
ko:K07686	senc:SEET0819_02775
ko:K20276	senc:SEET0819_20620
ko:K19591	senc:SEET0819_09450
ko:K01612	senc:SEET0819_21445
ko:K01236	senc:SEET0819_14490
ko:K20542	senc:SEET0819_01805
ko:K20534	senc:SEET0819_04830
ko:K20543	senc:SEET0819_01800
ko:K20534	senc:SEET0819_09760
ko:K20534	senc:SEET0819_09740
ko:K20534	senc:SEET0819_19085
ko:K20541	senc:SEET0819_01810
ko:K21394	senc:SEET0819_02115
ko:K22132	senc:SEET0819_21800
ko:K01977	senc:SEET0819_03305
ko:K01214	senc:SEET0819_14480
ko:K14226	senc:SEET0819_03515
ko:K14228	senc:SEET0819_03520
ko:K14228	senc:SEET0819_06685
ko:K14228	senc:SEET0819_06675
ko:K14228	senc:SEET0819_06680
ko:K14228	senc:SEET0819_06300
ko:K14223	senc:SEET0819_10350
ko:K14223	senc:SEET0819_10355
ko:K14229	senc:SEET0819_10695
ko:K14229	senc:SEET0819_10710
ko:K14229	senc:SEET0819_19540
ko:K14229	senc:SEET0819_10705
ko:K14229	senc:SEET0819_10715
ko:K14219	senc:SEET0819_20920
ko:K14219	senc:SEET0819_20930
ko:K14219	senc:SEET0819_20925
ko:K14219	senc:SEET0819_20935
ko:K14218	senc:SEET0819_03785
ko:K14218	senc:SEET0819_04480
ko:K14218	senc:SEET0819_08185
ko:K14218	senc:SEET0819_19500
ko:K14218	senc:SEET0819_19505
ko:K14237	senc:SEET0819_13775
ko:K14237	senc:SEET0819_10700
ko:K14234	senc:SEET0819_19295
ko:K14230	senc:SEET0819_23075
ko:K02438	senc:SEET0819_01275
ko:K14232	senc:SEET0819_01900
ko:K01977	senc:SEET0819_08175
ko:K14230	senc:SEET0819_10345
ko:K14230	senc:SEET0819_10365
ko:K14234	senc:SEET0819_00575
ko:K14234	senc:SEET0819_04510
ko:K14234	senc:SEET0819_04525
ko:K14234	senc:SEET0819_08630
ko:K14224	senc:SEET0819_00590
ko:K14224	senc:SEET0819_03310
ko:K14224	senc:SEET0819_20480
ko:K14224	senc:SEET0819_04685
ko:K11529	senc:SEET0819_02005
ko:K14232	senc:SEET0819_03525
ko:K14232	senc:SEET0819_18325
ko:K14228	senc:SEET0819_10360
ko:K14228	senc:SEET0819_16720
ko:K14223	senc:SEET0819_10335
ko:K14223	senc:SEET0819_10340
ko:K14220	senc:SEET0819_17020
ko:K14220	senc:SEET0819_17075
ko:K14220	senc:SEET0819_17140
ko:K14220	senc:SEET0819_17130
ko:K14236	senc:SEET0819_04515
ko:K14236	senc:SEET0819_15530
ko:K14236	senc:SEET0819_15535
ko:K14231	senc:SEET0819_05475
ko:K14231	senc:SEET0819_22565
ko:K14237	senc:SEET0819_19525
ko:K14237	senc:SEET0819_19530
ko:K14237	senc:SEET0819_19535
ko:K14233	senc:SEET0819_11665
ko:K14233	senc:SEET0819_12315
ko:K14230	senc:SEET0819_00045
ko:K14230	senc:SEET0819_21815
ko:K14230	senc:SEET0819_21810
ko:K21029	senc:SEET0819_11195
ko:K04333	senc:SEET0819_12360
ko:K21023	senc:SEET0819_00545
ko:K21084	senc:SEET0819_17715
ko:K21021	senc:SEET0819_20540
ko:K03077	senc:SEET0819_07385
ko:K21085	senc:SEET0819_16940
ko:K21086	senc:SEET0819_01775
ko:K21087	senc:SEET0819_15740
ko:K21089	senc:SEET0819_17975
ko:K08968	senc:SEET0819_15980
ko:K00821	senc:SEET0819_00940
ko:K21090	senc:SEET0819_15885
ko:K00525	senc:SEET0819_20850
ko:K00526	senc:SEET0819_20855
ko:K00558	senc:SEET0819_16965
ko:K06903	senc:SEET0819_04815
ko:K03546	senc:SEET0819_08935
ko:K16711	senc:SEET0819_17590
ko:K00560	senc:SEET0819_21875
ko:K06905	senc:SEET0819_04845
ko:K06908	senc:SEET0819_04875
ko:K06907	senc:SEET0819_04880
ko:K02314	senc:SEET0819_05045
ko:K06919	senc:SEET0819_22100
ko:K06223	senc:SEET0819_01015
ko:K02316	senc:SEET0819_23060
ko:K04068	senc:SEET0819_06125
ko:K06217	senc:SEET0819_10315
ko:K01185	senc:SEET0819_19200
ko:K01160	senc:SEET0819_19220
ko:K17680	senc:SEET0819_19265
ko:K07455	senc:SEET0819_19350
ko:K03676	senc:SEET0819_02270
ko:K02315	senc:SEET0819_06625
ko:K01520	senc:SEET0819_02415
ko:K00857	senc:SEET0819_15490
ko:K06197	senc:SEET0819_15595
ko:K00287	senc:SEET0819_07320
ko:K06223	senc:SEET0819_11335
ko:K07313	senc:SEET0819_16010
ko:K06866	senc:SEET0819_20415
ko:K09961	senc:SEET0819_16375
ko:K06909	senc:SEET0819_16380
ko:K03791	senc:SEET0819_16400
ko:K06905	senc:SEET0819_20640
ko:K06906	senc:SEET0819_20650
ko:K06217	senc:SEET0819_12285
ko:K10906	senc:SEET0819_16505
ko:K14059	senc:SEET0819_16525
ko:K06191	senc:SEET0819_20840
ko:K03553	senc:SEET0819_20960
ko:K03292	senc:SEET0819_07630
ko:K05934	senc:SEET0819_17280
ko:K00526	senc:SEET0819_18480
ko:K02335	senc:SEET0819_03830
ko:K13695	senc:SEET0819_13355
ko:K03892	senc:SEET0819_17170
ko:K21393	senc:SEET0819_02120
ko:K21395	senc:SEET0819_02125
ko:K21449	senc:SEET0819_02215
ko:K21470	senc:SEET0819_11890
ko:K07497	senc:SEET0819_02025
ko:K01420	senc:SEET0819_15000
ko:K21602	senc:SEET0819_02095
ko:K21645	senc:SEET0819_10760
ko:K21739	senc:SEET0819_09785
ko:K21740	senc:SEET0819_09790
ko:K21741	senc:SEET0819_09795
ko:K21746	senc:SEET0819_09780
ko:K21698	senc:SEET0819_00440
ko:K21695	senc:SEET0819_00435
ko:K21759	senc:SEET0819_21450
ko:K21948	senc:SEET0819_21420
ko:K13638	senc:SEET0819_00665
ko:K21990	senc:SEET0819_19065
ko:K22041	senc:SEET0819_12710
ko:K22015	senc:SEET0819_05245
ko:K22015	senc:SEET0819_05240
ko:K22024	senc:SEET0819_07710
ko:K22025	senc:SEET0819_21405
ko:K22051	senc:SEET0819_05610
ko:K03741	senc:SEET0819_17165
ko:K08319	senc:SEET0819_21425
ko:K22131	senc:SEET0819_21410
ko:K01816	senc:SEET0819_09550
ko:K14274	senc:SEET0819_20520
ko:K22130	senc:SEET0819_21415
ko:K22129	senc:SEET0819_07705
ko:K03595	senc:SEET0819_20350
ko:K22105	senc:SEET0819_04445
ko:K22104	senc:SEET0819_00310
ko:K22110	senc:SEET0819_04100
ko:K22110	senc:SEET0819_03905
ko:K22270	senc:SEET0819_18050
ko:K03079	senc:SEET0819_02140
ko:K08994	senc:SEET0819_14305
ko:K03078	senc:SEET0819_02135
ko:K03077	senc:SEET0819_02145
ko:K15634	senc:SEET0819_06835
ko:K22397	senc:SEET0819_01250
ko:K22293	senc:SEET0819_14215
ko:K13566	senc:SEET0819_08555
ko:K11206	senc:SEET0819_10120
ko:K22488	senc:SEET0819_21190
ko:K22486	senc:SEET0819_21200
ko:K22489	senc:SEET0819_21435
ko:K22487	senc:SEET0819_21180
ko:K22505	senc:SEET0819_21175
ko:K22512	senc:SEET0819_21295
ko:K22504	senc:SEET0819_21310
ko:K22506	senc:SEET0819_21290
ko:K22507	senc:SEET0819_21270
ko:K22508	senc:SEET0819_21265
ko:K22509	senc:SEET0819_21260
ko:K22510	senc:SEET0819_21255
ko:K22511	senc:SEET0819_21305
ko:K22513	senc:SEET0819_21285
ko:K22514	senc:SEET0819_21280
