ko:K07591	eoj:ECO26_4224
ko:K15587	eoj:ECO26_4566
ko:K15580	eoj:ECO26_1899
ko:K15586	eoj:ECO26_4565
ko:K10824	eoj:ECO26_4567
ko:K15580	eoj:ECO26_1754
ko:K15547	eoj:ECO26_5199
ko:K15549	eoj:ECO26_5200
ko:K15550	eoj:ECO26_5198
ko:K15545	eoj:ECO26_2297
ko:K15721	eoj:ECO26_2869
ko:K15552	eoj:ECO26_0400
ko:K16301	eoj:ECO26_1256
ko:K15738	eoj:ECO26_1076
ko:K15554	eoj:ECO26_1061
ko:K15461	eoj:ECO26_3312
ko:K15540	eoj:ECO26_0143
ko:K15553	eoj:ECO26_1063
ko:K02428	eoj:ECO26_4053
ko:K15633	eoj:ECO26_4985
ko:K15773	eoj:ECO26_2108
ko:K15551	eoj:ECO26_0398
ko:K15724	eoj:ECO26_0159
ko:K15722	eoj:ECO26_2505
ko:K10831	eoj:ECO26_0399
ko:K15735	eoj:ECO26_3733
ko:K04765	eoj:ECO26_3851
ko:K15736	eoj:ECO26_3729
ko:K15737	eoj:ECO26_3728
ko:K00254	eoj:ECO26_1072
ko:K01692	eoj:ECO26_1997
ko:K18140	eoj:ECO26_4370
ko:K15723	eoj:ECO26_3863
ko:K15833	eoj:ECO26_3790
ko:K15827	eoj:ECO26_3789
ko:K15460	eoj:ECO26_3622
ko:K15585	eoj:ECO26_4564
ko:K15828	eoj:ECO26_3788
ko:K15583	eoj:ECO26_1757
ko:K15836	eoj:ECO26_3796
ko:K15539	eoj:ECO26_3563
ko:K16348	eoj:ECO26_5316
ko:K15835	eoj:ECO26_3479
ko:K15536	eoj:ECO26_5406
ko:K16347	eoj:ECO26_5315
ko:K01082	eoj:ECO26_5384
ko:K15342	eoj:ECO26_3824
ko:K15832	eoj:ECO26_3784
ko:K15841	eoj:ECO26_ncRNA40
ko:K15830	eoj:ECO26_3786
ko:K15834	eoj:ECO26_3783
ko:K15831	eoj:ECO26_3785
ko:K15268	eoj:ECO26_2141
ko:K15829	eoj:ECO26_3787
ko:K15866	eoj:ECO26_1998
ko:K15977	eoj:ECO26_3590
ko:K03111	eoj:ECO26_p2-25
ko:K03712	eoj:ECO26_2132
ko:K10906	eoj:ECO26_1919
ko:K15984	eoj:ECO26_4584
ko:K15974	eoj:ECO26_3752
ko:K15977	eoj:ECO26_4208
ko:K18968	eoj:ECO26_0418
ko:K18872	eoj:ECO26_ncRNA42
ko:K18843	eoj:ECO26_2036
ko:K10906	eoj:ECO26_2279
ko:K16041	eoj:ECO26_3149
ko:K16042	eoj:ECO26_0889
ko:K16042	eoj:ECO26_1810
ko:K15922	eoj:ECO26_4712
ko:K16135	eoj:ECO26_2568
ko:K16092	eoj:ECO26_5083
ko:K16089	eoj:ECO26_4071
ko:K16138	eoj:ECO26_2346
ko:K16139	eoj:ECO26_2344
ko:K16091	eoj:ECO26_5459
ko:K16089	eoj:ECO26_3067
ko:K07480	eoj:ECO26_2850
ko:K07480	eoj:ECO26_2144
ko:K16088	eoj:ECO26_1435
ko:K02503	eoj:ECO26_1436
ko:K16090	eoj:ECO26_0932
ko:K16136	eoj:ECO26_2348
ko:K16089	eoj:ECO26_1316
ko:K16140	eoj:ECO26_2343
ko:K16137	eoj:ECO26_2378
ko:K07347	eoj:ECO26_0142
ko:K02014	eoj:ECO26_1349
ko:K03503	eoj:ECO26_1696
ko:K03502	eoj:ECO26_1697
ko:K03746	eoj:ECO26_1749
ko:K09022	eoj:ECO26_4218
ko:K07473	eoj:ECO26_0242
ko:K00526	eoj:ECO26_3228
ko:K00287	eoj:ECO26_0049
ko:K07796	eoj:ECO26_0644
ko:K05839	eoj:ECO26_0494
ko:K03646	eoj:ECO26_0800
ko:K05791	eoj:ECO26_1308
ko:K05792	eoj:ECO26_1309
ko:K05793	eoj:ECO26_1310
ko:K03674	eoj:ECO26_0976
ko:K16052	eoj:ECO26_1900
ko:K03111	eoj:ECO26_5176
ko:K16053	eoj:ECO26_0649
ko:K07347	eoj:ECO26_3018
ko:K16076	eoj:ECO26_0593
ko:K10013	eoj:ECO26_3298
ko:K16066	eoj:ECO26_2150
ko:K16074	eoj:ECO26_1911
ko:K11929	eoj:ECO26_0297
ko:K01250	eoj:ECO26_0726
ko:K05708	eoj:ECO26_3585
ko:K09471	eoj:ECO26_1868
ko:K01185	eoj:ECO26_1208
ko:K02035	eoj:ECO26_2085
ko:K16346	eoj:ECO26_3971
ko:K02031	eoj:ECO26_2082
ko:K01834	eoj:ECO26_0809
ko:K16322	eoj:ECO26_4095
ko:K16324	eoj:ECO26_3076
ko:K05709	eoj:ECO26_3586
ko:K11747	eoj:ECO26_4439
ko:K15772	eoj:ECO26_2697
ko:K11645	eoj:ECO26_3006
ko:K02533	eoj:ECO26_5609
ko:K07812	eoj:ECO26_2724
ko:K16370	eoj:ECO26_2496
ko:K16322	eoj:ECO26_4580
ko:K16371	eoj:ECO26_3004
ko:K16329	eoj:ECO26_3077
ko:K18842	eoj:ECO26_5392
ko:K16325	eoj:ECO26_3073
ko:K04015	eoj:ECO26_5191
ko:K16326	eoj:ECO26_3075
ko:K16328	eoj:ECO26_3078
ko:K04014	eoj:ECO26_5190
ko:K01160	eoj:ECO26_1198
ko:K16263	eoj:ECO26_5307
ko:K16291	eoj:ECO26_2880
ko:K16264	eoj:ECO26_0806
ko:K16328	eoj:ECO26_3072
ko:K10544	eoj:ECO26_5033
ko:K11391	eoj:ECO26_4186
ko:K16703	eoj:ECO26_2955
ko:K16704	eoj:ECO26_4796
ko:K03776	eoj:ECO26_4173
ko:K16692	eoj:ECO26_2971
ko:K16711	eoj:ECO26_2954
ko:K07662	eoj:ECO26_4672
ko:K16710	eoj:ECO26_2956
ko:K16695	eoj:ECO26_2957
ko:K00370	eoj:ECO26_2067
ko:K19234	eoj:ECO26_2406
ko:K16692	eoj:ECO26_1536
ko:K19230	eoj:ECO26_1857
ko:K18831	eoj:ECO26_3780
ko:K18831	eoj:ECO26_4184
ko:K10111	eoj:ECO26_5150
ko:K10108	eoj:ECO26_5149
ko:K10014	eoj:ECO26_3297
ko:K18828	eoj:ECO26_3520
ko:K09472	eoj:ECO26_1867
ko:K18828	eoj:ECO26_p1-12
ko:K02849	eoj:ECO26_4968
ko:K17247	eoj:ECO26_2856
ko:K07091	eoj:ECO26_4088
ko:K18141	eoj:ECO26_4371
ko:K16787	eoj:ECO26_4019
ko:K16786	eoj:ECO26_4018
ko:K16785	eoj:ECO26_4017
ko:K07358	eoj:ECO26_5510
ko:K08302	eoj:ECO26_4360
ko:K16923	eoj:ECO26_4016
ko:K03559	eoj:ECO26_4111
ko:K00040	eoj:ECO26_5519
ko:K00151	eoj:ECO26_5556
ko:K08302	eoj:ECO26_4242
ko:K00265	eoj:ECO26_4316
ko:K17716	eoj:ECO26_2945
ko:K16868	eoj:ECO26_2028
ko:K06970	eoj:ECO26_0934
ko:K03585	eoj:ECO26_0497
ko:K06075	eoj:ECO26_2371
ko:K08302	eoj:ECO26_3005
ko:K01990	eoj:ECO26_0129
ko:K17467	eoj:ECO26_4030
ko:K19353	eoj:ECO26_5072
ko:K11209	eoj:ECO26_3290
ko:K19227	eoj:ECO26_1860
ko:K00681	eoj:ECO26_4534
ko:K10439	eoj:ECO26_4827
ko:K12678	eoj:ECO26_2111
ko:K12678	eoj:ECO26_1682
ko:K17713	eoj:ECO26_3559
ko:K08313	eoj:ECO26_0952
ko:K17468	eoj:ECO26_4029
ko:K17463	eoj:ECO26_4028
ko:K17465	eoj:ECO26_4032
ko:K17464	eoj:ECO26_4033
ko:K17466	eoj:ECO26_4031
ko:K10112	eoj:ECO26_2703
ko:K10112	eoj:ECO26_1886
ko:K17473	eoj:ECO26_4034
ko:K01992	eoj:ECO26_0130
ko:K01992	eoj:ECO26_0918
ko:K01992	eoj:ECO26_0919
ko:K01992	eoj:ECO26_4573
ko:K11070	eoj:ECO26_1457
ko:K05601	eoj:ECO26_1000
ko:K19221	eoj:ECO26_1834
ko:K17686	eoj:ECO26_0519
ko:K19789	eoj:ECO26_3097
ko:K06518	eoj:ECO26_3053
ko:K08485	eoj:ECO26_4310
ko:K17722	eoj:ECO26_3058
ko:K11928	eoj:ECO26_1253
ko:K17723	eoj:ECO26_3059
ko:K14744	eoj:ECO26_1210
ko:K01791	eoj:ECO26_4800
ko:K03275	eoj:ECO26_4971
ko:K17758	eoj:ECO26_5333
ko:K17759	eoj:ECO26_5333
ko:K00661	eoj:ECO26_0493
ko:K07483	eoj:ECO26_5247
ko:K18015	eoj:ECO26_3260
ko:K17938	eoj:ECO26_0410
ko:K07483	eoj:ECO26_3033
ko:K07483	eoj:ECO26_5469
ko:K07497	eoj:ECO26_1270
ko:K18148	eoj:ECO26_0291
ko:K07484	eoj:ECO26_1299
ko:K07497	eoj:ECO26_1116
ko:K18142	eoj:ECO26_4372
ko:K17948	eoj:ECO26_5507
ko:K05711	eoj:ECO26_3588
ko:K21430	eoj:ECO26_0964
ko:K21469	eoj:ECO26_3482
ko:K01007	eoj:ECO26_2431
ko:K03605	eoj:ECO26_4101
ko:K08156	eoj:ECO26_0428
ko:K10762	eoj:ECO26_2268
ko:K10678	eoj:ECO26_0978
ko:K07484	eoj:ECO26_2614
ko:K07484	eoj:ECO26_5482
ko:K07484	eoj:ECO26_2897
ko:K07484	eoj:ECO26_3034
ko:K07484	eoj:ECO26_5468
ko:K07484	eoj:ECO26_p1-84
ko:K07497	eoj:ECO26_2643
ko:K18324	eoj:ECO26_3513
ko:K18326	eoj:ECO26_2989
ko:K05710	eoj:ECO26_3587
ko:K02560	eoj:ECO26_p1-86
ko:K07357	eoj:ECO26_p1-91
ko:K19540	eoj:ECO26_4459
ko:K18829	eoj:ECO26_p1-11
ko:K21637	eoj:ECO26_5522
ko:K19577	eoj:ECO26_2386
ko:K11904	eoj:ECO26_2057
ko:K18479	eoj:ECO26_4710
ko:K18478	eoj:ECO26_4707
ko:K18446	eoj:ECO26_4156
ko:K18475	eoj:ECO26_0263
ko:K18522	eoj:ECO26_ncRNA47
ko:K18531	eoj:ECO26_4689
ko:K18525	eoj:ECO26_ncRNA60
ko:K18526	eoj:ECO26_ncRNA64
ko:K18521	eoj:ECO26_ncRNA46
ko:K18518	eoj:ECO26_ncRNA24
ko:K18504	eoj:ECO26_ncRNA58
ko:K18505	eoj:ECO26_ncRNA63
ko:K18511	eoj:ECO26_ncRNA44
ko:K18512	eoj:ECO26_ncRNA19
ko:K18530	eoj:ECO26_4688
ko:K18508	eoj:ECO26_ncRNA07
ko:K18513	eoj:ECO26_ncRNA37
ko:K18517	eoj:ECO26_ncRNA12
ko:K18517	eoj:ECO26_ncRNA15
ko:K18517	eoj:ECO26_ncRNA21
ko:K18517	eoj:ECO26_ncRNA22
ko:K18517	eoj:ECO26_ncRNA09
ko:K18517	eoj:ECO26_ncRNA08
ko:K18523	eoj:ECO26_ncRNA48
ko:K18524	eoj:ECO26_ncRNA70
ko:K04333	eoj:ECO26_1373
ko:K18506	eoj:ECO26_ncRNA01
ko:K18520	eoj:ECO26_ncRNA36
ko:K19591	eoj:ECO26_0522
ko:K18502	eoj:ECO26_ncRNA31
ko:K18503	eoj:ECO26_ncRNA04
ko:K18509	eoj:ECO26_ncRNA20
ko:K18515	eoj:ECO26_ncRNA45
ko:K18516	eoj:ECO26_ncRNA61
ko:K18528	eoj:ECO26_ncRNA66
ko:K18527	eoj:ECO26_ncRNA62
ko:K00335	eoj:ECO26_3272
ko:K18691	eoj:ECO26_3605
ko:K08968	eoj:ECO26_2602
ko:K18640	eoj:ECO26_2772
ko:K18640	eoj:ECO26_p1-52
ko:K18697	eoj:ECO26_3607
ko:K18702	eoj:ECO26_3431
ko:K18765	eoj:ECO26_4350
ko:K18640	eoj:ECO26_2451
ko:K18640	eoj:ECO26_p2-08
ko:K18850	eoj:ECO26_1645
ko:K18837	eoj:ECO26_5498
ko:K18889	eoj:ECO26_0483
ko:K18922	eoj:ECO26_0656
ko:K18837	eoj:ECO26_1362
ko:K18862	eoj:ECO26_1729
ko:K18862	eoj:ECO26_1730
ko:K18862	eoj:ECO26_1731
ko:K18862	eoj:ECO26_4629
ko:K18862	eoj:ECO26_4630
ko:K18862	eoj:ECO26_4631
ko:K18862	eoj:ECO26_4632
ko:K18838	eoj:ECO26_1361
ko:K18864	eoj:ECO26_ncRNA33
ko:K18837	eoj:ECO26_2913
ko:K18838	eoj:ECO26_5497
ko:K03630	eoj:ECO26_3418
ko:K07171	eoj:ECO26_3852
ko:K07172	eoj:ECO26_3853
ko:K18865	eoj:ECO26_ncRNA34
ko:K18865	eoj:ECO26_ncRNA35
ko:K18867	eoj:ECO26_ncRNA50
ko:K18868	eoj:ECO26_ncRNA53
ko:K07802	eoj:ECO26_1830
ko:K21645	eoj:ECO26_5523
ko:K18920	eoj:ECO26_5044
ko:K18921	eoj:ECO26_2018
ko:K00001	eoj:ECO26_4684
ko:K11741	eoj:ECO26_5317
ko:K18841	eoj:ECO26_5393
ko:K18838	eoj:ECO26_2912
ko:K18838	eoj:ECO26_3420
ko:K18869	eoj:ECO26_ncRNA54
ko:K18899	eoj:ECO26_4604
ko:K20861	eoj:ECO26_0971
ko:K18829	eoj:ECO26_3521
ko:K18831	eoj:ECO26_1174
ko:K18831	eoj:ECO26_1582
ko:K20866	eoj:ECO26_4705
ko:K20881	eoj:ECO26_4487
ko:K20862	eoj:ECO26_4774
ko:K07319	eoj:ECO26_4368
ko:K18800	eoj:ECO26_3995
ko:K18778	eoj:ECO26_0105
ko:K18657	eoj:ECO26_1073
ko:K18890	eoj:ECO26_0484
ko:K04565	eoj:ECO26_2375
ko:K10748	eoj:ECO26_2338
ko:K03630	eoj:ECO26_2910
ko:K03630	eoj:ECO26_5494
ko:K03169	eoj:ECO26_2538
ko:K03553	eoj:ECO26_3762
ko:K18929	eoj:ECO26_0341
ko:K08722	eoj:ECO26_3279
ko:K11685	eoj:ECO26_3738
ko:K05785	eoj:ECO26_4745
ko:K07724	eoj:ECO26_4292
ko:K18898	eoj:ECO26_4603
ko:K07389	eoj:ECO26_p1-01
ko:K18918	eoj:ECO26_2195
ko:K03497	eoj:ECO26_p2-27
ko:K18921	eoj:ECO26_p2-31
ko:K18921	eoj:ECO26_p2-32
ko:K12067	eoj:ECO26_p2-43
ko:K12066	eoj:ECO26_p2-44
ko:K12065	eoj:ECO26_p2-45
ko:K12063	eoj:ECO26_p2-54
ko:K12061	eoj:ECO26_p2-56
ko:K12060	eoj:ECO26_p2-57
ko:K12058	eoj:ECO26_p2-61
ko:K12057	eoj:ECO26_p2-63
ko:K12072	eoj:ECO26_p2-70
ko:K12056	eoj:ECO26_p2-71
ko:K22044	eoj:ECO26_0935
ko:K01185	eoj:ECO26_1948
ko:K01185	eoj:ECO26_2641
ko:K01185	eoj:ECO26_3692
ko:K18840	eoj:ECO26_5240
ko:K03976	eoj:ECO26_0516
ko:K19055	eoj:ECO26_2554
ko:K07483	eoj:ECO26_p1-79
ko:K07483	eoj:ECO26_p1-41
ko:K07483	eoj:ECO26_p1-92
ko:K07483	eoj:ECO26_p1-44
ko:K07484	eoj:ECO26_0893
ko:K07484	eoj:ECO26_1522
ko:K07484	eoj:ECO26_2211
ko:K07484	eoj:ECO26_3405
ko:K07484	eoj:ECO26_3948
ko:K07484	eoj:ECO26_4929
ko:K07484	eoj:ECO26_5439
ko:K07484	eoj:ECO26_5474
ko:K07484	eoj:ECO26_p1-40
ko:K07484	eoj:ECO26_p1-80
ko:K07497	eoj:ECO26_1342
ko:K07483	eoj:ECO26_2885
ko:K07483	eoj:ECO26_0853
ko:K07483	eoj:ECO26_1117
ko:K07483	eoj:ECO26_0839
ko:K07483	eoj:ECO26_1803
ko:K07483	eoj:ECO26_2216
ko:K07483	eoj:ECO26_4728
ko:K07483	eoj:ECO26_5451
ko:K07483	eoj:ECO26_5487
ko:K07483	eoj:ECO26_p1-75
ko:K07484	eoj:ECO26_1266
ko:K07484	eoj:ECO26_p1-85
ko:K07483	eoj:ECO26_2616
ko:K07483	eoj:ECO26_2898
ko:K07483	eoj:ECO26_2905
ko:K07483	eoj:ECO26_3157
ko:K07483	eoj:ECO26_4074
ko:K07483	eoj:ECO26_4376
ko:K07483	eoj:ECO26_5405
ko:K07483	eoj:ECO26_5480
ko:K18979	eoj:ECO26_5332
ko:K18997	eoj:ECO26_1554
ko:K18988	eoj:ECO26_0409
ko:K19048	eoj:ECO26_5539
ko:K19046	eoj:ECO26_3828
ko:K19000	eoj:ECO26_0191
ko:K07484	eoj:ECO26_2904
ko:K07484	eoj:ECO26_3156
ko:K07484	eoj:ECO26_5404
ko:K07484	eoj:ECO26_5481
ko:K07497	eoj:ECO26_4377
ko:K19229	eoj:ECO26_1858
ko:K07746	eoj:ECO26_2993
ko:K19155	eoj:ECO26_4233
ko:K19156	eoj:ECO26_4232
ko:K19222	eoj:ECO26_2414
ko:K19166	eoj:ECO26_1173
ko:K19226	eoj:ECO26_1861
ko:K19123	eoj:ECO26_3829
ko:K19235	eoj:ECO26_0945
ko:K19236	eoj:ECO26_1446
ko:K02777	eoj:ECO26_3470
ko:K18922	eoj:ECO26_3832
ko:K07497	eoj:ECO26_0852
ko:K01154	eoj:ECO26_5540
ko:K19158	eoj:ECO26_2927
ko:K22444	eoj:ECO26_2572
ko:K19166	eoj:ECO26_1583
ko:K01710	eoj:ECO26_2952
ko:K01710	eoj:ECO26_4798
ko:K19238	eoj:ECO26_3250
ko:K07319	eoj:ECO26_1482
ko:K19148	eoj:ECO26_4910
ko:K19228	eoj:ECO26_1859
ko:K19068	eoj:ECO26_2944
ko:K19125	eoj:ECO26_3826
ko:K19126	eoj:ECO26_3825
ko:K19159	eoj:ECO26_2928
ko:K19168	eoj:ECO26_3985
ko:K19164	eoj:ECO26_0050
ko:K09951	eoj:ECO26_3823
ko:K00336	eoj:ECO26_3271
ko:K19270	eoj:ECO26_3281
ko:K19265	eoj:ECO26_4108
ko:K01066	eoj:ECO26_4701
ko:K19416	eoj:ECO26_1097
ko:K19272	eoj:ECO26_p2-04
ko:K07497	eoj:ECO26_4073
ko:K07497	eoj:ECO26_3401
ko:K07497	eoj:ECO26_3694
ko:K07497	eoj:ECO26_p1-45
ko:K19335	eoj:ECO26_5420
ko:K07497	eoj:ECO26_0599
ko:K07497	eoj:ECO26_0861
ko:K07497	eoj:ECO26_1485
ko:K19267	eoj:ECO26_5381
ko:K19337	eoj:ECO26_2691
ko:K19338	eoj:ECO26_2879
ko:K19304	eoj:ECO26_2708
ko:K19334	eoj:ECO26_5421
ko:K19302	eoj:ECO26_0968
ko:K19353	eoj:ECO26_4075
ko:K19270	eoj:ECO26_2500
ko:K19354	eoj:ECO26_4982
ko:K19336	eoj:ECO26_5419
ko:K19333	eoj:ECO26_2597
ko:K21638	eoj:ECO26_1671
ko:K01785	eoj:ECO26_4711
ko:K19353	eoj:ECO26_p1-87
ko:K03722	eoj:ECO26_0926
ko:K19303	eoj:ECO26_2384
ko:K21636	eoj:ECO26_5408
ko:K07474	eoj:ECO26_1499
ko:K02796	eoj:ECO26_2589
ko:K19611	eoj:ECO26_0658
ko:K00525	eoj:ECO26_3744
ko:K02257	eoj:ECO26_0463
ko:K19688	eoj:ECO26_0963
ko:K19779	eoj:ECO26_2673
ko:K19775	eoj:ECO26_4201
ko:K19745	eoj:ECO26_4351
ko:K19777	eoj:ECO26_4600
ko:K19778	eoj:ECO26_4599
ko:K19780	eoj:ECO26_1916
ko:K19780	eoj:ECO26_2674
ko:K19776	eoj:ECO26_4887
ko:K00799	eoj:ECO26_0965
ko:K00799	eoj:ECO26_3289
ko:K06131	eoj:ECO26_0915
ko:K01612	eoj:ECO26_3807
ko:K06132	eoj:ECO26_1380
ko:K07119	eoj:ECO26_2050
ko:K07147	eoj:ECO26_2855
ko:K15777	eoj:ECO26_4140
ko:K19784	eoj:ECO26_4869
ko:K19802	eoj:ECO26_1893
ko:K12137	eoj:ECO26_3528
ko:K07497	eoj:ECO26_p1-15
ko:K01185	eoj:ECO26_2250
ko:K19803	eoj:ECO26_3087
ko:K19804	eoj:ECO26_1846
ko:K19810	eoj:ECO26_5313
ko:K19956	eoj:ECO26_5126
ko:K19956	eoj:ECO26_4023
ko:K07484	eoj:ECO26_2903
ko:K07484	eoj:ECO26_0874
ko:K07484	eoj:ECO26_3155
ko:K07484	eoj:ECO26_5403
ko:K20265	eoj:ECO26_2090
ko:K14219	eoj:ECO26_tRNA026
ko:K14219	eoj:ECO26_tRNA059
ko:K07686	eoj:ECO26_4914
ko:K15035	eoj:ssrA
ko:K21394	eoj:ECO26_5024
ko:K20542	eoj:ECO26_4621
ko:K20543	eoj:ECO26_4620
ko:K20552	eoj:ECO26_5251
ko:K20541	eoj:ECO26_4622
ko:K22111	eoj:ECO26_5506
ko:K22132	eoj:ECO26_3882
ko:K02438	eoj:ECO26_4521
ko:K01208	eoj:ECO26_2696
ko:K02791	eoj:ECO26_3887
ko:K02790	eoj:ECO26_3887
ko:K02790	eoj:ECO26_2349
ko:K02791	eoj:ECO26_2349
ko:K21029	eoj:ECO26_0953
ko:K21085	eoj:ECO26_2842
ko:K21086	eoj:ECO26_4615
ko:K21087	eoj:ECO26_1707
ko:K21088	eoj:ECO26_1910
ko:K21021	eoj:ECO26_3646
ko:K02495	eoj:ECO26_4723
ko:K21028	eoj:ECO26_2532
ko:K22443	eoj:ECO26_2571
ko:K21090	eoj:ECO26_2584
ko:K21091	eoj:ECO26_ncRNA16
ko:K21039	eoj:ECO26_0827
ko:K00525	eoj:ECO26_3227
ko:K00526	eoj:ECO26_3745
ko:K03546	eoj:ECO26_0429
ko:K01160	eoj:ECO26_0855
ko:K14744	eoj:ECO26_0864
ko:K09935	eoj:ECO26_0927
ko:K07336	eoj:ECO26_0931
ko:K06217	eoj:ECO26_0735
ko:K01160	eoj:ECO26_1479
ko:K14744	eoj:ECO26_1491
ko:K14744	eoj:ECO26_1610
ko:K07474	eoj:ECO26_1614
ko:K00857	eoj:ECO26_1750
ko:K07474	eoj:ECO26_1215
ko:K06197	eoj:ECO26_1733
ko:K14059	eoj:ECO26_2217
ko:K07455	eoj:ECO26_1918
ko:K14744	eoj:ECO26_2248
ko:K01160	eoj:ECO26_1793
ko:K01160	eoj:ECO26_1942
ko:K14744	eoj:ECO26_1949
ko:K06904	eoj:ECO26_2315
ko:K06903	eoj:ECO26_2467
ko:K06906	eoj:ECO26_2473
ko:K06908	eoj:ECO26_2477
ko:K06907	eoj:ECO26_2478
ko:K06905	eoj:ECO26_2479
ko:K14744	eoj:ECO26_1134
ko:K06903	eoj:ECO26_2789
ko:K07313	eoj:ECO26_2608
ko:K14744	eoj:ECO26_2639
ko:K01160	eoj:ECO26_2648
ko:K10906	eoj:ECO26_2671
ko:K07455	eoj:ECO26_2672
ko:K14744	eoj:ECO26_3356
ko:K07313	eoj:ECO26_3361
ko:K02314	eoj:ECO26_3369
ko:K07474	eoj:ECO26_3116
ko:K21039	eoj:ECO26_3221
ko:K07474	eoj:ECO26_3687
ko:K14744	eoj:ECO26_3690
ko:K01160	eoj:ECO26_3698
ko:K06952	eoj:ECO26_3710
ko:K02316	eoj:ECO26_4168
ko:K06866	eoj:ECO26_3626
ko:K06191	eoj:ECO26_3742
ko:K00560	eoj:ECO26_3899
ko:K14744	eoj:ECO26_3181
ko:K07313	eoj:ECO26_3189
ko:K06223	eoj:ECO26_4475
ko:K04068	eoj:ECO26_5407
ko:K01520	eoj:ECO26_4960
ko:K03676	eoj:ECO26_4987
ko:K02314	eoj:ECO26_5168
ko:K06906	eoj:ECO26_2795
ko:K06908	eoj:ECO26_2798
ko:K06907	eoj:ECO26_2799
ko:K00558	eoj:ECO26_2847
ko:K07741	eoj:ECO26_1240
ko:K21393	eoj:ECO26_5023
ko:K02335	eoj:ECO26_4726
ko:K21395	eoj:ECO26_5022
ko:K21449	eoj:ECO26_4995
ko:K21470	eoj:ECO26_1051
ko:K22105	eoj:ECO26_5080
ko:K21498	eoj:ECO26_0518
ko:K21511	eoj:ECO26_2240
ko:K21512	eoj:ECO26_0602
ko:K21498	eoj:ECO26_2075
ko:K21602	eoj:ECO26_5027
ko:K08319	eoj:ECO26_3801
ko:K21739	eoj:ECO26_0338
ko:K21740	eoj:ECO26_0337
ko:K21741	eoj:ECO26_0336
ko:K21512	eoj:ECO26_1140
ko:K21511	eoj:ECO26_1143
ko:K21512	eoj:ECO26_2243
ko:K21512	eoj:ECO26_1954
ko:K21511	eoj:ECO26_1957
ko:K21511	eoj:ECO26_2632
ko:K21512	eoj:ECO26_2635
ko:K21742	eoj:ECO26_4162
ko:K21746	eoj:ECO26_0339
ko:K21698	eoj:ECO26_4342
ko:K21695	eoj:ECO26_4341
ko:K21759	eoj:ECO26_3806
ko:K21948	eoj:ECO26_3802
ko:K21976	eoj:ECO26_5465
ko:K21963	eoj:ECO26_0329
ko:K21965	eoj:ECO26_0327
ko:K21966	eoj:ECO26_0326
ko:K21974	eoj:ECO26_1675
ko:K21975	eoj:ECO26_1676
ko:K21968	eoj:ECO26_0324
ko:K21976	eoj:ECO26_1677
ko:K21990	eoj:ECO26_3334
ko:K22041	eoj:ECO26_1444
ko:K22015	eoj:ECO26_5197
ko:K22014	eoj:ECO26_0601
ko:K22014	eoj:ECO26_2244
ko:K22014	eoj:ECO26_1953
ko:K22014	eoj:ECO26_2636
ko:K22051	eoj:ECO26_5328
ko:K22014	eoj:ECO26_1139
ko:K21964	eoj:ECO26_0328
ko:K21967	eoj:ECO26_0325
ko:K21972	eoj:ECO26_1673
ko:K21973	eoj:ECO26_1674
ko:K22131	eoj:ECO26_3804
ko:K01816	eoj:ECO26_0541
ko:K05275	eoj:ECO26_2005
ko:K03595	eoj:ECO26_3613
ko:K22130	eoj:ECO26_3803
ko:K22104	eoj:ECO26_4325
ko:K22110	eoj:ECO26_5508
ko:K22110	eoj:ECO26_4715
ko:K22214	eoj:ECO26_4007
ko:K03079	eoj:ECO26_5019
ko:K08994	eoj:ECO26_2121
ko:K03078	eoj:ECO26_5020
ko:K03077	eoj:ECO26_5018
ko:K22300	eoj:ECO26_2272
ko:K22302	eoj:ECO26_2202
ko:K22304	eoj:ECO26_1102
ko:K22302	eoj:ECO26_3203
ko:K22304	eoj:ECO26_2206
ko:K22304	eoj:ECO26_1462
ko:K22304	eoj:ECO26_1169
ko:K22304	eoj:ECO26_1773
ko:K22300	eoj:ECO26_1779
ko:K22302	eoj:ECO26_1780
ko:K22300	eoj:ECO26_2203
ko:K22304	eoj:ECO26_2277
ko:K22293	eoj:ECO26_2151
ko:K22302	eoj:ECO26_2271
ko:K22302	eoj:ECO26_1465
ko:K13566	eoj:ECO26_0235
ko:K11206	eoj:ECO26_0700
ko:K22488	eoj:ECO26_3935
ko:K22489	eoj:ECO26_3809
ko:K22487	eoj:ECO26_3933
ko:K07319	eoj:ECO26_p2-11
ko:K07319	eoj:ECO26_p1-55
ko:K00590	eoj:ECO26_p3-5
ko:K00424	eoj:ECO26_0795
ko:K22505	eoj:ECO26_3932
ko:K22508	eoj:ECO26_3940
ko:K22509	eoj:ECO26_3939
ko:K22486	eoj:ECO26_3925
