ko:K00984	seeh:SEEH1578_15545
ko:K07491	seeh:SEEH1578_13940
ko:K16012	seeh:SEEH1578_13985
ko:K16013	seeh:SEEH1578_13990
ko:K07307	seeh:SEEH1578_14030
ko:K07308	seeh:SEEH1578_14035
ko:K06212	seeh:SEEH1578_14070
ko:K02238	seeh:SEEH1578_14115
ko:K11085	seeh:SEEH1578_14120
ko:K08992	seeh:SEEH1578_17810
ko:K04774	seeh:SEEH1578_17855
ko:K01885	seeh:SEEH1578_21405
ko:K02784	seeh:SEEH1578_21475
ko:K08483	seeh:SEEH1578_21480
ko:K03747	seeh:SEEH1578_03095
ko:K03499	seeh:SEEH1578_03120
ko:K05499	seeh:SEEH1578_06735
ko:K08314	seeh:SEEH1578_06825
ko:K00867	seeh:SEEH1578_06910
ko:K03469	seeh:SEEH1578_10405
ko:K02342	seeh:SEEH1578_10410
ko:K06445	seeh:SEEH1578_10650
ko:K09476	seeh:SEEH1578_14195
ko:K10823	seeh:SEEH1578_17980
ko:K15583	seeh:SEEH1578_17985
ko:K15582	seeh:SEEH1578_17990
ko:K07126	seeh:SEEH1578_18050
ko:K00374	seeh:SEEH1578_18060
ko:K06039	seeh:SEEH1578_18100
ko:K06282	seeh:SEEH1578_18190
ko:K06281	seeh:SEEH1578_18195
ko:K00616	seeh:SEEH1578_21680
ko:K01439	seeh:SEEH1578_21730
ko:K07054	seeh:SEEH1578_21745
ko:K03548	seeh:SEEH1578_21780
ko:K02824	seeh:SEEH1578_21800
ko:K02506	seeh:SEEH1578_03285
ko:K07019	seeh:SEEH1578_03390
ko:K09898	seeh:SEEH1578_03395
ko:K10914	seeh:SEEH1578_03415
ko:K01664	seeh:SEEH1578_03430
ko:K03148	seeh:SEEH1578_06990
ko:K07709	seeh:SEEH1578_07045
ko:K13641	seeh:SEEH1578_07095
ko:K00548	seeh:SEEH1578_07100
ko:K01270	seeh:SEEH1578_10685
ko:K00769	seeh:SEEH1578_10690
ko:K13741	seeh:SEEH1578_14510
ko:K03286	seeh:SEEH1578_14590
ko:K07343	seeh:SEEH1578_14600
ko:K09909	seeh:SEEH1578_14625
ko:K06910	seeh:SEEH1578_14645
ko:K11179	seeh:SEEH1578_14660
ko:K13085	seeh:SEEH1578_14685
ko:K01297	seeh:SEEH1578_18260
ko:K11105	seeh:SEEH1578_18265
ko:K02793	seeh:SEEH1578_18405
ko:K02794	seeh:SEEH1578_18405
ko:K02795	seeh:SEEH1578_18410
ko:K00088	seeh:SEEH1578_21865
ko:K07308	seeh:SEEH1578_21955
ko:K07307	seeh:SEEH1578_21960
ko:K01011	seeh:SEEH1578_21980
ko:K13628	seeh:SEEH1578_22025
ko:K04488	seeh:SEEH1578_22030
ko:K01092	seeh:SEEH1578_22050
ko:K06889	seeh:SEEH1578_22055
ko:K16950	seeh:SEEH1578_22060
ko:K16951	seeh:SEEH1578_22065
ko:K00385	seeh:SEEH1578_22070
ko:K01974	seeh:SEEH1578_03670
ko:K02441	seeh:SEEH1578_03695
ko:K01561	seeh:SEEH1578_11070
ko:K00484	seeh:SEEH1578_14715
ko:K01826	seeh:SEEH1578_14745
ko:K02510	seeh:SEEH1578_14755
ko:K08344	seeh:SEEH1578_14800
ko:K03307	seeh:SEEH1578_14865
ko:K01788	seeh:SEEH1578_14870
ko:K04477	seeh:SEEH1578_14910
ko:K11392	seeh:SEEH1578_18510
ko:K13741	seeh:SEEH1578_18540
ko:K03757	seeh:SEEH1578_22115
ko:K03803	seeh:SEEH1578_22245
ko:K15460	seeh:SEEH1578_22270
ko:K05812	seeh:SEEH1578_22310
ko:K14233	seeh:SEEH1578_t23630
ko:K14227	seeh:SEEH1578_t23498
ko:K14227	seeh:SEEH1578_t23502
ko:K14227	seeh:SEEH1578_t23532
ko:K14231	seeh:SEEH1578_t23468
ko:K14231	seeh:SEEH1578_t23516
ko:K17686	seeh:SEEH1578_11930
ko:K19229	seeh:SEEH1578_17740
ko:K19789	seeh:SEEH1578_20390
ko:K03292	seeh:SEEH1578_06110
ko:K00483	seeh:SEEH1578_14720
ko:K01096	seeh:SEEH1578_17815
ko:K01659	seeh:SEEH1578_11265
ko:K17837	seeh:SEEH1578_04770
ko:K01840	seeh:SEEH1578_19695
ko:K01840	seeh:SEEH1578_19800
ko:K00971	seeh:SEEH1578_19700
ko:K04772	seeh:SEEH1578_02840
ko:K03892	seeh:SEEH1578_01290
ko:K00042	seeh:SEEH1578_12035
ko:K00537	seeh:SEEH1578_21790
ko:K01497	seeh:SEEH1578_17820
ko:K08194	seeh:SEEH1578_05300
ko:K17722	seeh:SEEH1578_20205
ko:K01485	seeh:SEEH1578_02775
ko:K02226	seeh:SEEH1578_12650
ko:K17723	seeh:SEEH1578_20210
ko:K05799	seeh:SEEH1578_09795
ko:K13638	seeh:SEEH1578_03135
ko:K03566	seeh:SEEH1578_00970
ko:K00042	seeh:SEEH1578_02385
ko:K06518	seeh:SEEH1578_07525
ko:K08173	seeh:SEEH1578_16755
ko:K01069	seeh:SEEH1578_10395
ko:K02477	seeh:SEEH1578_20065
ko:K00661	seeh:SEEH1578_11785
ko:K01187	seeh:SEEH1578_11435
ko:K03772	seeh:SEEH1578_03345
ko:K00146	seeh:SEEH1578_01775
ko:K05540	seeh:SEEH1578_03020
ko:K04771	seeh:SEEH1578_10165
ko:K03292	seeh:SEEH1578_04840
ko:K03292	seeh:SEEH1578_06105
ko:K00632	seeh:SEEH1578_05990
ko:K11747	seeh:SEEH1578_03365
ko:K01130	seeh:SEEH1578_01735
ko:K00971	seeh:SEEH1578_19805
ko:K00632	seeh:SEEH1578_21220
ko:K14059	seeh:SEEH1578_14230
ko:K08485	seeh:SEEH1578_02725
ko:K01791	seeh:SEEH1578_05715
ko:K01739	seeh:SEEH1578_06775
ko:K07459	seeh:SEEH1578_13905
ko:K07684	seeh:SEEH1578_18090
ko:K14742	seeh:SEEH1578_18360
ko:K00884	seeh:SEEH1578_15335
ko:K03767	seeh:SEEH1578_03445
ko:K01271	seeh:SEEH1578_06000
ko:K06518	seeh:SEEH1578_20180
ko:K02809	seeh:SEEH1578_22170
ko:K02810	seeh:SEEH1578_22170
ko:K17758	seeh:SEEH1578_07950
ko:K17759	seeh:SEEH1578_07950
ko:K11928	seeh:SEEH1578_14845
ko:K00344	seeh:SEEH1578_07395
ko:K13695	seeh:SEEH1578_15940
ko:K18140	seeh:SEEH1578_03045
ko:K07484	seeh:SEEH1578_00180
ko:K08351	seeh:SEEH1578_04305
ko:K00879	seeh:SEEH1578_00945
ko:K03973	seeh:SEEH1578_17705
ko:K10038	seeh:SEEH1578_13530
ko:K18015	seeh:SEEH1578_20710
ko:K03605	seeh:SEEH1578_01870
ko:K12979	seeh:SEEH1578_07605
ko:K03292	seeh:SEEH1578_06585
ko:K17938	seeh:SEEH1578_11300
ko:K00996	seeh:SEEH1578_19690
ko:K18325	seeh:SEEH1578_12335
ko:K07483	seeh:SEEH1578_22650
ko:K03719	seeh:SEEH1578_14000
ko:K11645	seeh:SEEH1578_19975
ko:K07645	seeh:SEEH1578_02035
ko:K03445	seeh:SEEH1578_05030
ko:K18895	seeh:SEEH1578_22685
ko:K01582	seeh:SEEH1578_22120
ko:K10014	seeh:SEEH1578_21045
ko:K01066	seeh:SEEH1578_11885
ko:K03668	seeh:SEEH1578_17490
ko:K02031	seeh:SEEH1578_15520
ko:K05396	seeh:SEEH1578_19045
ko:K00249	seeh:SEEH1578_13680
ko:K00557	seeh:SEEH1578_06885
ko:K13053	seeh:SEEH1578_14595
ko:K02032	seeh:SEEH1578_15525
ko:K04103	seeh:SEEH1578_21365
ko:K18148	seeh:SEEH1578_10675
ko:K18141	seeh:SEEH1578_03050
ko:K12227	seeh:SEEH1578_00030
ko:K00001	seeh:SEEH1578_06260
ko:K11745	seeh:SEEH1578_09460
ko:K01582	seeh:SEEH1578_10290
ko:K01801	seeh:SEEH1578_20155
ko:K18142	seeh:SEEH1578_03055
ko:K00956	seeh:SEEH1578_00675
ko:K17948	seeh:SEEH1578_14875
ko:K15347	seeh:SEEH1578_15355
ko:K02794	seeh:SEEH1578_12310
ko:K09017	seeh:SEEH1578_14830
ko:K02783	seeh:SEEH1578_22550
ko:K13739	seeh:SEEH1578_00730
ko:K01007	seeh:SEEH1578_15975
ko:K02483	seeh:SEEH1578_14705
ko:K21469	seeh:SEEH1578_21705
ko:K03605	seeh:SEEH1578_18205
ko:K07782	seeh:SEEH1578_19030
ko:K03605	seeh:SEEH1578_16895
ko:K00523	seeh:SEEH1578_19745
ko:K18292	seeh:SEEH1578_01725
ko:K08156	seeh:SEEH1578_11395
ko:K10678	seeh:SEEH1578_13770
ko:K07713	seeh:SEEH1578_07050
ko:K19597	seeh:SEEH1578_11180
ko:K07005	seeh:SEEH1578_12895
ko:K01175	seeh:SEEH1578_12880
ko:K18320	seeh:SEEH1578_00385
ko:K18320	seeh:SEEH1578_00430
ko:K05875	seeh:SEEH1578_02220
ko:K18290	seeh:SEEH1578_01720
ko:K05875	seeh:SEEH1578_18900
ko:K18324	seeh:SEEH1578_21720
ko:K18326	seeh:SEEH1578_19925
ko:K05874	seeh:SEEH1578_08720
ko:K06897	seeh:SEEH1578_00760
ko:K00059	seeh:SEEH1578_01230
ko:K11209	seeh:SEEH1578_01835
ko:K01571	seeh:SEEH1578_13225
ko:K03702	seeh:SEEH1578_13385
ko:K00123	seeh:SEEH1578_06220
ko:K13741	seeh:SEEH1578_06500
ko:K01521	seeh:SEEH1578_06610
ko:K02040	seeh:SEEH1578_03720
ko:K01561	seeh:SEEH1578_11075
ko:K17948	seeh:SEEH1578_14880
ko:K04333	seeh:SEEH1578_14940
ko:K00984	seeh:SEEH1578_00460
ko:K04753	seeh:SEEH1578_02005
ko:K01023	seeh:SEEH1578_02105
ko:K18476	seeh:SEEH1578_00490
ko:K11904	seeh:SEEH1578_10555
ko:K18479	seeh:SEEH1578_06130
ko:K18478	seeh:SEEH1578_06145
ko:K18446	seeh:SEEH1578_02155
ko:K18475	seeh:SEEH1578_19065
ko:K00681	seeh:SEEH1578_03835
ko:K01185	seeh:SEEH1578_14375
ko:K00335	seeh:SEEH1578_20895
ko:K07794	seeh:SEEH1578_22745
ko:K08087	seeh:SEEH1578_12195
ko:K18698	seeh:SEEH1578_00420
ko:K18691	seeh:SEEH1578_22155
ko:K18640	seeh:SEEH1578_00300
ko:K03791	seeh:SEEH1578_18655
ko:K18697	seeh:SEEH1578_22165
ko:K18765	seeh:SEEH1578_02975
ko:K06218	seeh:SEEH1578_08315
ko:K18850	seeh:SEEH1578_15380
ko:K18889	seeh:SEEH1578_11730
ko:K18862	seeh:SEEH1578_04205
ko:K18862	seeh:SEEH1578_11490
ko:K21645	seeh:SEEH1578_08610
ko:K18920	seeh:SEEH1578_00125
ko:K11741	seeh:SEEH1578_07875
ko:K09691	seeh:SEEH1578_13025
ko:K20861	seeh:SEEH1578_13735
ko:K20866	seeh:SEEH1578_06155
ko:K20881	seeh:SEEH1578_03560
ko:K20862	seeh:SEEH1578_05825
ko:K07319	seeh:SEEH1578_03030
ko:K18800	seeh:SEEH1578_01400
ko:K18778	seeh:SEEH1578_09735
ko:K18831	seeh:SEEH1578_06175
ko:K06218	seeh:SEEH1578_23786
ko:K18657	seeh:SEEH1578_14535
ko:K18890	seeh:SEEH1578_11735
ko:K07448	seeh:SEEH1578_08690
ko:K06218	seeh:SEEH1578_16965
ko:K07480	seeh:SEEH1578_00455
ko:K03553	seeh:SEEH1578_22945
ko:K18918	seeh:SEEH1578_08310
ko:K07724	seeh:SEEH1578_22545
ko:K11685	seeh:SEEH1578_22810
ko:K05839	seeh:SEEH1578_11790
ko:K03502	seeh:SEEH1578_19255
ko:K03503	seeh:SEEH1578_19260
ko:K03169	seeh:SEEH1578_15720
ko:K12204	seeh:SEEH1578_00005
ko:K12203	seeh:SEEH1578_00010
ko:K12214	seeh:SEEH1578_00035
ko:K12213	seeh:SEEH1578_00040
ko:K12209	seeh:SEEH1578_00045
ko:K12206	seeh:SEEH1578_00075
ko:K12218	seeh:SEEH1578_00130
ko:K12217	seeh:SEEH1578_00140
ko:K04565	seeh:SEEH1578_16430
ko:K03497	seeh:SEEH1578_00220
ko:K03496	seeh:SEEH1578_00310
ko:K10748	seeh:SEEH1578_16570
ko:K07480	seeh:SEEH1578_00445
ko:K15269	seeh:SEEH1578_00500
ko:K03194	seeh:SEEH1578_23701
ko:K03646	seeh:SEEH1578_13145
ko:K03496	seeh:SEEH1578_23821
ko:K03746	seeh:SEEH1578_23846
ko:K03169	seeh:SEEH1578_23856
ko:K03205	seeh:SEEH1578_23896
ko:K03196	seeh:SEEH1578_23901
ko:K03204	seeh:SEEH1578_23911
ko:K03203	seeh:SEEH1578_23916
ko:K03201	seeh:SEEH1578_23931
ko:K18923	seeh:SEEH1578_16970
ko:K05785	seeh:SEEH1578_05970
ko:K08722	seeh:SEEH1578_20930
ko:K07724	seeh:SEEH1578_02635
ko:K03674	seeh:SEEH1578_13760
ko:K03746	seeh:SEEH1578_18020
ko:K04565	seeh:SEEH1578_14465
ko:K07473	seeh:SEEH1578_03665
ko:K07790	seeh:SEEH1578_18595
ko:K12228	seeh:SEEH1578_00135
ko:K03761	seeh:SEEH1578_22330
ko:K03976	seeh:SEEH1578_11915
ko:K07483	seeh:SEEH1578_07750
ko:K07483	seeh:SEEH1578_04925
ko:K07483	seeh:SEEH1578_12205
ko:K01699	seeh:SEEH1578_19480
ko:K19055	seeh:SEEH1578_15635
ko:K04028	seeh:SEEH1578_21640
ko:K03526	seeh:SEEH1578_21930
ko:K12211	seeh:SEEH1578_00050
ko:K15367	seeh:SEEH1578_16220
ko:K18979	seeh:SEEH1578_07945
ko:K18997	seeh:SEEH1578_14785
ko:K18988	seeh:SEEH1578_11295
ko:K19048	seeh:SEEH1578_10575
ko:K19048	seeh:SEEH1578_08670
ko:K19046	seeh:SEEH1578_00715
ko:K19048	seeh:SEEH1578_10590
ko:K01185	seeh:SEEH1578_10905
ko:K19000	seeh:SEEH1578_10305
ko:K07497	seeh:SEEH1578_22635
ko:K08970	seeh:SEEH1578_01175
ko:K19227	seeh:SEEH1578_17730
ko:K07746	seeh:SEEH1578_00835
ko:K11748	seeh:SEEH1578_03370
ko:K19157	seeh:SEEH1578_03660
ko:K19222	seeh:SEEH1578_16055
ko:K02777	seeh:SEEH1578_21485
ko:K19166	seeh:SEEH1578_06180
ko:K19226	seeh:SEEH1578_17725
ko:K19123	seeh:SEEH1578_00720
ko:K19235	seeh:SEEH1578_13585
ko:K19236	seeh:SEEH1578_15310
ko:K19275	seeh:SEEH1578_00390
ko:K15352	seeh:SEEH1578_22705
ko:K15351	seeh:SEEH1578_16260
ko:K16291	seeh:SEEH1578_19355
ko:K19238	seeh:SEEH1578_20795
ko:K01710	seeh:SEEH1578_19765
ko:K01710	seeh:SEEH1578_05725
ko:K19148	seeh:SEEH1578_05135
ko:K22044	seeh:SEEH1578_13525
ko:K15353	seeh:SEEH1578_20475
ko:K15349	seeh:SEEH1578_17400
ko:K19125	seeh:SEEH1578_00705
ko:K19228	seeh:SEEH1578_17735
ko:K19126	seeh:SEEH1578_00700
ko:K19234	seeh:SEEH1578_16100
ko:K19162	seeh:SEEH1578_11795
ko:K19168	seeh:SEEH1578_01345
ko:K09951	seeh:SEEH1578_00690
ko:K00336	seeh:SEEH1578_20890
ko:K19270	seeh:SEEH1578_20940
ko:K07497	seeh:SEEH1578_22625
ko:K07497	seeh:SEEH1578_00510
ko:K07497	seeh:SEEH1578_10595
ko:K07497	seeh:SEEH1578_21855
ko:K07497	seeh:SEEH1578_11035
ko:K19265	seeh:SEEH1578_21370
ko:K01992	seeh:SEEH1578_03995
ko:K01992	seeh:SEEH1578_13470
ko:K01992	seeh:SEEH1578_13475
ko:K01066	seeh:SEEH1578_06185
ko:K03722	seeh:SEEH1578_18365
ko:K19416	seeh:SEEH1578_14665
ko:K03722	seeh:SEEH1578_13500
ko:K19335	seeh:SEEH1578_17630
ko:K19353	seeh:SEEH1578_06835
ko:K19267	seeh:SEEH1578_08170
ko:K19337	seeh:SEEH1578_18745
ko:K19304	seeh:SEEH1578_18760
ko:K19505	seeh:SEEH1578_08725
ko:K19334	seeh:SEEH1578_08400
ko:K19302	seeh:SEEH1578_13725
ko:K19270	seeh:SEEH1578_15840
ko:K19354	seeh:SEEH1578_04620
ko:K19336	seeh:SEEH1578_17635
ko:K19333	seeh:SEEH1578_18470
ko:K21637	seeh:SEEH1578_01780
ko:K01785	seeh:SEEH1578_06125
ko:K02485	seeh:SEEH1578_18030
ko:K03293	seeh:SEEH1578_05765
ko:K19303	seeh:SEEH1578_16390
ko:K19510	seeh:SEEH1578_08755
ko:K19507	seeh:SEEH1578_08735
ko:K19611	seeh:SEEH1578_12355
ko:K11209	seeh:SEEH1578_21020
ko:K00525	seeh:SEEH1578_22850
ko:K02257	seeh:SEEH1578_11625
ko:K19509	seeh:SEEH1578_12300
ko:K19506	seeh:SEEH1578_08730
ko:K12205	seeh:SEEH1578_00645
ko:K19508	seeh:SEEH1578_08740
ko:K19509	seeh:SEEH1578_08745
ko:K02796	seeh:SEEH1578_18415
ko:K20534	seeh:SEEH1578_11020
ko:K19592	seeh:SEEH1578_11185
ko:K19594	seeh:SEEH1578_11170
ko:K00525	seeh:SEEH1578_20660
ko:K19709	seeh:SEEH1578_16015
ko:K19688	seeh:SEEH1578_13655
ko:K19745	seeh:SEEH1578_02980
ko:K19778	seeh:SEEH1578_17050
ko:K19776	seeh:SEEH1578_05320
ko:K07119	seeh:SEEH1578_17190
ko:K00799	seeh:SEEH1578_13710
ko:K06131	seeh:SEEH1578_13455
ko:K00799	seeh:SEEH1578_21015
ko:K06132	seeh:SEEH1578_14970
ko:K07147	seeh:SEEH1578_02985
ko:K15777	seeh:SEEH1578_02090
ko:K19784	seeh:SEEH1578_05405
ko:K07662	seeh:SEEH1578_06340
ko:K19802	seeh:SEEH1578_17670
ko:K02775	seeh:SEEH1578_01265
ko:K07497	seeh:SEEH1578_07760
ko:K19803	seeh:SEEH1578_20340
ko:K19804	seeh:SEEH1578_17805
ko:K19810	seeh:SEEH1578_07850
ko:K07126	seeh:SEEH1578_11620
ko:K07126	seeh:SEEH1578_11615
ko:K07493	seeh:SEEH1578_18575
ko:K07011	seeh:SEEH1578_13005
ko:K09709	seeh:SEEH1578_13675
ko:K21638	seeh:SEEH1578_14775
ko:K21636	seeh:SEEH1578_08325
ko:K20023	seeh:SEEH1578_04570
ko:K20265	seeh:SEEH1578_21070
ko:K07686	seeh:SEEH1578_05100
ko:K20276	seeh:SEEH1578_22470
ko:K20117	seeh:SEEH1578_22590
ko:K20118	seeh:SEEH1578_22590
ko:K19591	seeh:SEEH1578_11935
ko:K01612	seeh:SEEH1578_23420
ko:K01236	seeh:SEEH1578_17040
ko:K20542	seeh:SEEH1578_04165
ko:K20534	seeh:SEEH1578_07185
ko:K20543	seeh:SEEH1578_04160
ko:K20534	seeh:SEEH1578_12220
ko:K03197	seeh:SEEH1578_23696
ko:K03200	seeh:SEEH1578_23936
ko:K20541	seeh:SEEH1578_04170
ko:K21394	seeh:SEEH1578_04440
ko:K22132	seeh:SEEH1578_00995
ko:K03199	seeh:SEEH1578_23691
ko:K03195	seeh:SEEH1578_23906
ko:K20609	seeh:SEEH1578_17305
ko:K01214	seeh:SEEH1578_17030
ko:K02081	seeh:SEEH1578_01255
ko:K02438	seeh:SEEH1578_03765
ko:K21029	seeh:SEEH1578_13615
ko:K21021	seeh:SEEH1578_22390
ko:K21023	seeh:SEEH1578_03040
ko:K21084	seeh:SEEH1578_19895
ko:K03077	seeh:SEEH1578_09530
ko:K21085	seeh:SEEH1578_19205
ko:K21086	seeh:SEEH1578_04135
ko:K21087	seeh:SEEH1578_18250
ko:K21089	seeh:SEEH1578_20075
ko:K08968	seeh:SEEH1578_18495
ko:K21090	seeh:SEEH1578_18395
ko:K00526	seeh:SEEH1578_22855
ko:K02335	seeh:SEEH1578_06050
ko:K03546	seeh:SEEH1578_11400
ko:K06919	seeh:SEEH1578_22525
ko:K06191	seeh:SEEH1578_22840
ko:K00558	seeh:SEEH1578_19230
ko:K03676	seeh:SEEH1578_04595
ko:K04068	seeh:SEEH1578_08320
ko:K00560	seeh:SEEH1578_01060
ko:K01520	seeh:SEEH1578_04740
ko:K06919	seeh:SEEH1578_04900
ko:K16711	seeh:SEEH1578_19775
ko:K06919	seeh:SEEH1578_00025
ko:K02315	seeh:SEEH1578_08770
ko:K06217	seeh:SEEH1578_12780
ko:K00558	seeh:SEEH1578_00440
ko:K06904	seeh:SEEH1578_20445
ko:K02316	seeh:SEEH1578_02195
ko:K06919	seeh:SEEH1578_21265
ko:K06903	seeh:SEEH1578_06480
ko:K06907	seeh:SEEH1578_06520
ko:K06908	seeh:SEEH1578_06525
ko:K06906	seeh:SEEH1578_06545
ko:K06905	seeh:SEEH1578_06550
ko:K06223	seeh:SEEH1578_14245
ko:K00857	seeh:SEEH1578_18015
ko:K06197	seeh:SEEH1578_18105
ko:K02314	seeh:SEEH1578_10845
ko:K14744	seeh:SEEH1578_10910
ko:K06223	seeh:SEEH1578_03500
ko:K11089	seeh:SEEH1578_03680
ko:K06903	seeh:SEEH1578_07170
ko:K06905	seeh:SEEH1578_07200
ko:K06908	seeh:SEEH1578_07230
ko:K06907	seeh:SEEH1578_07235
ko:K02314	seeh:SEEH1578_07400
ko:K06217	seeh:SEEH1578_14855
ko:K07313	seeh:SEEH1578_18525
ko:K06866	seeh:SEEH1578_22290
ko:K03292	seeh:SEEH1578_09785
ko:K07497	seeh:SEEH1578_07755
ko:K05934	seeh:SEEH1578_19415
ko:K21393	seeh:SEEH1578_04445
ko:K21395	seeh:SEEH1578_04450
ko:K21449	seeh:SEEH1578_04540
ko:K21470	seeh:SEEH1578_14175
ko:K21602	seeh:SEEH1578_04420
ko:K21645	seeh:SEEH1578_13205
ko:K21739	seeh:SEEH1578_12250
ko:K21740	seeh:SEEH1578_12255
ko:K21741	seeh:SEEH1578_12260
ko:K21746	seeh:SEEH1578_12245
ko:K21698	seeh:SEEH1578_02935
ko:K21695	seeh:SEEH1578_02930
ko:K21759	seeh:SEEH1578_23425
ko:K21948	seeh:SEEH1578_23395
ko:K21990	seeh:SEEH1578_21240
ko:K22041	seeh:SEEH1578_15300
ko:K22015	seeh:SEEH1578_07600
ko:K22015	seeh:SEEH1578_07595
ko:K22024	seeh:SEEH1578_09895
ko:K22025	seeh:SEEH1578_23380
ko:K22051	seeh:SEEH1578_07920
ko:K08319	seeh:SEEH1578_23400
ko:K22131	seeh:SEEH1578_23385
ko:K01816	seeh:SEEH1578_12030
ko:K22129	seeh:SEEH1578_09885
ko:K14274	seeh:SEEH1578_22370
ko:K22130	seeh:SEEH1578_23390
ko:K22129	seeh:SEEH1578_09890
ko:K03595	seeh:SEEH1578_22225
ko:K22105	seeh:SEEH1578_06875
ko:K22104	seeh:SEEH1578_02805
ko:K22110	seeh:SEEH1578_06295
ko:K22110	seeh:SEEH1578_14885
ko:K22110	seeh:SEEH1578_06100
ko:K22270	seeh:SEEH1578_20150
ko:K03079	seeh:SEEH1578_04465
ko:K08994	seeh:SEEH1578_16855
ko:K03078	seeh:SEEH1578_04460
ko:K03077	seeh:SEEH1578_04470
ko:K15634	seeh:SEEH1578_08965
ko:K22397	seeh:SEEH1578_03740
ko:K22293	seeh:SEEH1578_16770
ko:K22302	seeh:SEEH1578_10825
ko:K13566	seeh:SEEH1578_10645
ko:K11206	seeh:SEEH1578_12585
ko:K22488	seeh:SEEH1578_23175
ko:K22486	seeh:SEEH1578_23185
ko:K22489	seeh:SEEH1578_23410
ko:K07319	seeh:SEEH1578_00280
ko:K22501	seeh:SEEH1578_18230
ko:K00424	seeh:SEEH1578_13120
ko:K22487	seeh:SEEH1578_23165
ko:K22505	seeh:SEEH1578_23160
ko:K22512	seeh:SEEH1578_23285
ko:K22504	seeh:SEEH1578_23300
ko:K22506	seeh:SEEH1578_23280
ko:K22507	seeh:SEEH1578_23260
ko:K22508	seeh:SEEH1578_23255
ko:K22509	seeh:SEEH1578_23250
ko:K22510	seeh:SEEH1578_23245
ko:K22511	seeh:SEEH1578_23295
ko:K22513	seeh:SEEH1578_23275
ko:K22514	seeh:SEEH1578_23270
