ko:K01488	ect:ECIAI39_1434
ko:K14230	ect:ECIAI39_tRNA28
ko:K14287	ect:ECIAI39_0578
ko:K06147	ect:ECIAI39_1078
ko:K06147	ect:ECIAI39_1077
ko:K15034	ect:ECIAI39_0456
ko:K15035	ect:ECIAI39_miscRNA63
ko:K14415	ect:ECIAI39_3901
ko:K05374	ect:ECIAI39_1072
ko:K07491	ect:ECIAI39_0266
ko:K06858	ect:ECIAI39_0162
ko:K02484	ect:ECIAI39_1089
ko:K14744	ect:ECIAI39_4876
ko:K14235	ect:ECIAI39_tRNA55
ko:K14234	ect:ECIAI39_tRNA31
ko:K14234	ect:ECIAI39_tRNA87
ko:K15396	ect:ECIAI39_2733
ko:K14231	ect:ECIAI39_tRNA27
ko:K14231	ect:ECIAI39_tRNA43
ko:K14441	ect:ECIAI39_0814
ko:K14225	ect:ECIAI39_tRNA50
ko:K00674	ect:ECIAI39_0168
ko:K07497	ect:ECIAI39_0450
ko:K07497	ect:ECIAI39_4763
ko:K01624	ect:ECIAI39_4181
ko:K05372	ect:ECIAI39_1076
ko:K07483	ect:ECIAI39_3415
ko:K14623	ect:ECIAI39_4166
ko:K12520	ect:ECIAI39_4593
ko:K12521	ect:ECIAI39_3400
ko:K01985	ect:ECIAI39_5S_1
ko:K01985	ect:ECIAI39_5S_7
ko:K01985	ect:ECIAI39_5S_6
ko:K01985	ect:ECIAI39_5S_3
ko:K01985	ect:ECIAI39_5S_4
ko:K01985	ect:ECIAI39_5S_5
ko:K01985	ect:ECIAI39_5S_8
ko:K01985	ect:ECIAI39_5S_2
ko:K03307	ect:ECIAI39_4282
ko:K14227	ect:ECIAI39_tRNA45
ko:K14227	ect:ECIAI39_tRNA51
ko:K14227	ect:ECIAI39_tRNA83
ko:K14414	ect:ECIAI39_3902
ko:K07474	ect:ECIAI39_2685
ko:K14226	ect:ECIAI39_tRNA57
ko:K14237	ect:ECIAI39_tRNA71
ko:K14237	ect:ECIAI39_tRNA72
ko:K01978	ect:ECIAI39_miscRNA84
ko:K14219	ect:ECIAI39_tRNA18
ko:K01980	ect:ECIAI39_23S_2
ko:K01980	ect:ECIAI39_23S_5
ko:K01980	ect:ECIAI39_23S_1
ko:K01980	ect:ECIAI39_23S_3
ko:K01980	ect:ECIAI39_23S_7
ko:K01980	ect:ECIAI39_23S_6
ko:K01980	ect:ECIAI39_23S_4
ko:K21029	ect:ECIAI39_0803
ko:K14222	ect:ECIAI39_tRNA12
ko:K14170	ect:ECIAI39_2803
ko:K13735	ect:ECIAI39_2710
ko:K14261	ect:ECIAI39_2523
ko:K14230	ect:ECIAI39_tRNA25
ko:K14230	ect:ECIAI39_tRNA26
ko:K14230	ect:ECIAI39_tRNA49
ko:K00094	ect:ECIAI39_0926
ko:K14232	ect:ECIAI39_tRNA59
ko:K14219	ect:ECIAI39_tRNA61
ko:K14219	ect:ECIAI39_tRNA63
ko:K14219	ect:ECIAI39_tRNA64
ko:K14219	ect:ECIAI39_tRNA62
ko:K07273	ect:ECIAI39_0915
ko:K05517	ect:ECIAI39_3053
ko:K14225	ect:ECIAI39_tRNA11
ko:K14225	ect:ECIAI39_tRNA38
ko:K14225	ect:ECIAI39_tRNA37
ko:K14225	ect:ECIAI39_tRNA36
ko:K03604	ect:ECIAI39_1398
ko:K07726	ect:ECIAI39_3883
ko:K03722	ect:ECIAI39_1245
ko:K00813	ect:ECIAI39_2219
ko:K06919	ect:ECIAI39_2020
ko:K14977	ect:ECIAI39_0478
ko:K00847	ect:ECIAI39_4179
ko:K08316	ect:ECIAI39_3946
ko:K21906	ect:ECIAI39_4018
ko:K01035	ect:ECIAI39_2360
ko:K14682	ect:ECIAI39_3237
ko:K01138	ect:ECIAI39_1763
ko:K06867	ect:ECIAI39_1334
ko:K16013	ect:ECIAI39_2263
ko:K01146	ect:ECIAI39_3220
ko:K03535	ect:ECIAI39_3211
ko:K01160	ect:ECIAI39_4865
ko:K14591	ect:ECIAI39_0291
ko:K14588	ect:ECIAI39_0123
ko:K02538	ect:ECIAI39_4185
ko:K06919	ect:ECIAI39_0510
ko:K01138	ect:ECIAI39_4281
ko:K14742	ect:ECIAI39_1246
ko:K00090	ect:ECIAI39_4061
ko:K14761	ect:ECIAI39_0493
ko:K03566	ect:ECIAI39_3230
ko:K01671	ect:ECIAI39_3119
ko:K07483	ect:ECIAI39_0311
ko:K16012	ect:ECIAI39_2264
ko:K15256	ect:ECIAI39_1179
ko:K15257	ect:ECIAI39_1178
ko:K15582	ect:ECIAI39_1580
ko:K15584	ect:ECIAI39_3957
ko:K10824	ect:ECIAI39_3961
ko:K15587	ect:ECIAI39_3960
ko:K15580	ect:ECIAI39_1679
ko:K15586	ect:ECIAI39_3959
ko:K15547	ect:ECIAI39_4504
ko:K15580	ect:ECIAI39_1578
ko:K15549	ect:ECIAI39_4505
ko:K15550	ect:ECIAI39_4503
ko:K15545	ect:ECIAI39_1464
ko:K15721	ect:ECIAI39_1070
ko:K15461	ect:ECIAI39_2473
ko:K15738	ect:ECIAI39_2198
ko:K15554	ect:ECIAI39_2213
ko:K15540	ect:ECIAI39_0144
ko:K15553	ect:ECIAI39_2211
ko:K02428	ect:ECIAI39_3372
ko:K15633	ect:ECIAI39_4133
ko:K15551	ect:ECIAI39_0316
ko:K10831	ect:ECIAI39_0315
ko:K15724	ect:ECIAI39_0160
ko:K15735	ect:ECIAI39_2852
ko:K04765	ect:ECIAI39_3200
ko:K15722	ect:ECIAI39_1323
ko:K15736	ect:ECIAI39_2846
ko:K15737	ect:ECIAI39_2845
ko:K00254	ect:ECIAI39_2202
ko:K18138	ect:ECIAI39_1638
ko:K03585	ect:ECIAI39_1633
ko:K18140	ect:ECIAI39_3764
ko:K15723	ect:ECIAI39_3215
ko:K15835	ect:ECIAI39_2572
ko:K15833	ect:ECIAI39_2913
ko:K15827	ect:ECIAI39_2912
ko:K15460	ect:ECIAI39_2780
ko:K15585	ect:ECIAI39_3958
ko:K15828	ect:ECIAI39_2911
ko:K15583	ect:ECIAI39_1581
ko:K15539	ect:ECIAI39_2717
ko:K15836	ect:ECIAI39_2920
ko:K15536	ect:ECIAI39_4710
ko:K01082	ect:ECIAI39_4686
ko:K15832	ect:ECIAI39_2907
ko:K15834	ect:ECIAI39_2906
ko:K15841	ect:ECIAI39_miscRNA58
ko:K15830	ect:ECIAI39_2909
ko:K15831	ect:ECIAI39_2908
ko:K14415	ect:ECIAI39_0687
ko:K15268	ect:ECIAI39_1835
ko:K15829	ect:ECIAI39_2910
ko:K15977	ect:ECIAI39_2744
ko:K03712	ect:ECIAI39_1826
ko:K00971	ect:ECIAI39_0987
ko:K18139	ect:ECIAI39_1639
ko:K15984	ect:ECIAI39_3987
ko:K15974	ect:ECIAI39_2873
ko:K15977	ect:ECIAI39_3602
ko:K18968	ect:ECIAI39_0296
ko:K18872	ect:ECIAI39_miscRNA60
ko:K15922	ect:ECIAI39_3122
ko:K16135	ect:ECIAI39_1254
ko:K16092	ect:ECIAI39_3023
ko:K16138	ect:ECIAI39_1440
ko:K16139	ect:ECIAI39_1442
ko:K16091	ect:ECIAI39_4769
ko:K02503	ect:ECIAI39_2057
ko:K16301	ect:ECIAI39_2137
ko:K16090	ect:ECIAI39_0782
ko:K16345	ect:ECIAI39_4176
ko:K16136	ect:ECIAI39_1437
ko:K16140	ect:ECIAI39_1443
ko:K16137	ect:ECIAI39_1407
ko:K07347	ect:ECIAI39_0143
ko:K07483	ect:ECIAI39_3429
ko:K07483	ect:ECIAI39_3377
ko:K07483	ect:ECIAI39_2649
ko:K07483	ect:ECIAI39_0489
ko:K07480	ect:ECIAI39_4613
ko:K07480	ect:ECIAI39_3276
ko:K07480	ect:ECIAI39_2419
ko:K07480	ect:ECIAI39_0898
ko:K07480	ect:ECIAI39_0738
ko:K07480	ect:ECIAI39_0473
ko:K07497	ect:ECIAI39_1516
ko:K07497	ect:ECIAI39_1030
ko:K07483	ect:ECIAI39_1033
ko:K07480	ect:ECIAI39_3402
ko:K02014	ect:ECIAI39_3427
ko:K09022	ect:ECIAI39_3614
ko:K16052	ect:ECIAI39_1680
ko:K16087	ect:ECIAI39_4002
ko:K16087	ect:ECIAI39_1050
ko:K12516	ect:ECIAI39_1709
ko:K19221	ect:ECIAI39_0696
ko:K20037	ect:ECIAI39_4212
ko:K10109	ect:ECIAI39_4454
ko:K16053	ect:ECIAI39_0552
ko:K07347	ect:ECIAI39_0908
ko:K16076	ect:ECIAI39_1734
ko:K16077	ect:ECIAI39_2964
ko:K10013	ect:ECIAI39_2459
ko:K16066	ect:ECIAI39_1842
ko:K16074	ect:ECIAI39_1692
ko:K16346	ect:ECIAI39_3297
ko:K16321	ect:ECIAI39_4794
ko:K16322	ect:ECIAI39_3483
ko:K16324	ect:ECIAI39_2304
ko:K16328	ect:ECIAI39_4226
ko:K07347	ect:ECIAI39_0021
ko:K11645	ect:ECIAI39_0920
ko:K16370	ect:ECIAI39_1331
ko:K16322	ect:ECIAI39_3982
ko:K16371	ect:ECIAI39_0922
ko:K16329	ect:ECIAI39_2305
ko:K18842	ect:ECIAI39_4694
ko:K16329	ect:ECIAI39_4228
ko:K16325	ect:ECIAI39_2301
ko:K16324	ect:ECIAI39_4227
ko:K04015	ect:ECIAI39_4495
ko:K16328	ect:ECIAI39_2306
ko:K16328	ect:ECIAI39_4229
ko:K16326	ect:ECIAI39_2303
ko:K04014	ect:ECIAI39_4494
ko:K16263	ect:ECIAI39_4606
ko:K16291	ect:ECIAI39_1058
ko:K16264	ect:ECIAI39_0720
ko:K16703	ect:ECIAI39_0971
ko:K16704	ect:ECIAI39_2997
ko:K16692	ect:ECIAI39_0955
ko:K16711	ect:ECIAI39_0972
ko:K16710	ect:ECIAI39_0970
ko:K16695	ect:ECIAI39_0969
ko:K00370	ect:ECIAI39_1730
ko:K19234	ect:ECIAI39_1380
ko:K19230	ect:ECIAI39_1641
ko:K16137	ect:ECIAI39_3418
ko:K07091	ect:ECIAI39_3475
ko:K19235	ect:ECIAI39_0796
ko:K16787	ect:ECIAI39_3346
ko:K16786	ect:ECIAI39_3345
ko:K16785	ect:ECIAI39_3344
ko:K16923	ect:ECIAI39_3343
ko:K12678	ect:ECIAI39_1904
ko:K19956	ect:ECIAI39_3350
ko:K01990	ect:ECIAI39_0127
ko:K17195	ect:ECIAI39_4509
ko:K00374	ect:ECIAI39_1727
ko:K00373	ect:ECIAI39_1728
ko:K19227	ect:ECIAI39_1644
ko:K03526	ect:ECIAI39_2716
ko:K17247	ect:ECIAI39_1085
ko:K11209	ect:ECIAI39_2449
ko:K03585	ect:ECIAI39_0208
ko:K12678	ect:ECIAI39_2504
ko:K17713	ect:ECIAI39_2713
ko:K01992	ect:ECIAI39_0128
ko:K01992	ect:ECIAI39_0768
ko:K01992	ect:ECIAI39_0769
ko:K01992	ect:ECIAI39_3971
ko:K05601	ect:ECIAI39_0854
ko:K19221	ect:ECIAI39_1608
ko:K19789	ect:ECIAI39_2325
ko:K17722	ect:ECIAI39_2285
ko:K17723	ect:ECIAI39_2286
ko:K17758	ect:ECIAI39_4631
ko:K17759	ect:ECIAI39_4631
ko:K07483	ect:ECIAI39_1772
ko:K18015	ect:ECIAI39_2417
ko:K21379	ect:ECIAI39_0980
ko:K07483	ect:ECIAI39_3397
ko:K07483	ect:ECIAI39_4197
ko:K17938	ect:ECIAI39_0305
ko:K18148	ect:ECIAI39_0416
ko:K18141	ect:ECIAI39_3765
ko:K22597	ect:ECIAI39_1660
ko:K17948	ect:ECIAI39_4781
ko:K21430	ect:ECIAI39_0816
ko:K21469	ect:ECIAI39_2575
ko:K03605	ect:ECIAI39_3489
ko:K08156	ect:ECIAI39_0286
ko:K07495	ect:ECIAI39_4702
ko:K07495	ect:ECIAI39_1574
ko:K07495	ect:ECIAI39_2801
ko:K07495	ect:ECIAI39_2971
ko:K07495	ect:ECIAI39_3129
ko:K07495	ect:ECIAI39_3197
ko:K07495	ect:ECIAI39_3564
ko:K07495	ect:ECIAI39_3726
ko:K07495	ect:ECIAI39_3975
ko:K07495	ect:ECIAI39_4043
ko:K07495	ect:ECIAI39_4351
ko:K07483	ect:ECIAI39_0059
ko:K07483	ect:ECIAI39_0193
ko:K07483	ect:ECIAI39_0341
ko:K07483	ect:ECIAI39_0460
ko:K07483	ect:ECIAI39_0558
ko:K07483	ect:ECIAI39_2259
ko:K07483	ect:ECIAI39_2536
ko:K07483	ect:ECIAI39_2745
ko:K07483	ect:ECIAI39_2782
ko:K07483	ect:ECIAI39_2850
ko:K07483	ect:ECIAI39_2904
ko:K07483	ect:ECIAI39_3093
ko:K07483	ect:ECIAI39_3152
ko:K07483	ect:ECIAI39_3207
ko:K07483	ect:ECIAI39_3567
ko:K07483	ect:ECIAI39_3610
ko:K07483	ect:ECIAI39_3737
ko:K07483	ect:ECIAI39_4302
ko:K07483	ect:ECIAI39_4402
ko:K18320	ect:ECIAI39_1797
ko:K18320	ect:ECIAI39_1816
ko:K18324	ect:ECIAI39_2607
ko:K18326	ect:ECIAI39_0937
ko:K18997	ect:ECIAI39_2155
ko:K21637	ect:ECIAI39_4800
ko:K19577	ect:ECIAI39_1399
ko:K18471	ect:ECIAI39_1282
ko:K18479	ect:ECIAI39_3120
ko:K18478	ect:ECIAI39_3117
ko:K18446	ect:ECIAI39_3550
ko:K18507	ect:ECIAI39_miscRNA89
ko:K18522	ect:ECIAI39_miscRNA73
ko:K18531	ect:ECIAI39_3101
ko:K18525	ect:ECIAI39_miscRNA90
ko:K18526	ect:ECIAI39_miscRNA94
ko:K18521	ect:ECIAI39_miscRNA72
ko:K18518	ect:ECIAI39_miscRNA33
ko:K18504	ect:ECIAI39_miscRNA86
ko:K18505	ect:ECIAI39_miscRNA66
ko:K18511	ect:ECIAI39_miscRNA64
ko:K18512	ect:ECIAI39_miscRNA43
ko:K18519	ect:ECIAI39_miscRNA25
ko:K18530	ect:ECIAI39_3100
ko:K18508	ect:ECIAI39_miscRNA16
ko:K18513	ect:ECIAI39_miscRNA52
ko:K18523	ect:ECIAI39_miscRNA74
ko:K18524	ect:ECIAI39_miscRNA98
ko:K18506	ect:ECIAI39_miscRNA5
ko:K18520	ect:ECIAI39_miscRNA19
ko:K19591	ect:ECIAI39_0471
ko:K18502	ect:ECIAI39_miscRNA26
ko:K18515	ect:ECIAI39_miscRNA71
ko:K18516	ect:ECIAI39_miscRNA69
ko:K18528	ect:ECIAI39_miscRNA68
ko:K18527	ect:ECIAI39_miscRNA70
ko:K18691	ect:ECIAI39_2762
ko:K08968	ect:ECIAI39_1218
ko:K18697	ect:ECIAI39_2764
ko:K18702	ect:ECIAI39_2514
ko:K18765	ect:ECIAI39_3744
ko:K18928	ect:ECIAI39_0379
ko:K18850	ect:ECIAI39_2028
ko:K18837	ect:ECIAI39_4570
ko:K18889	ect:ECIAI39_0225
ko:K18837	ect:ECIAI39_4244
ko:K18862	ect:ECIAI39_1552
ko:K18862	ect:ECIAI39_1553
ko:K18838	ect:ECIAI39_4243
ko:K03630	ect:ECIAI39_4241
ko:K07171	ect:ECIAI39_3201
ko:K18864	ect:ECIAI39_miscRNA22
ko:K18865	ect:ECIAI39_miscRNA21
ko:K18867	ect:ECIAI39_miscRNA76
ko:K18868	ect:ECIAI39_miscRNA81
ko:K21645	ect:ECIAI39_4801
ko:K11741	ect:ECIAI39_4615
ko:K18841	ect:ECIAI39_4695
ko:K18788	ect:ECIAI39_0985
ko:K18869	ect:ECIAI39_miscRNA82
ko:K18899	ect:ECIAI39_4016
ko:K20861	ect:ECIAI39_0823
ko:K20866	ect:ECIAI39_3115
ko:K20881	ect:ECIAI39_3877
ko:K20862	ect:ECIAI39_2975
ko:K07319	ect:ECIAI39_3762
ko:K18800	ect:ECIAI39_3322
ko:K18778	ect:ECIAI39_0103
ko:K07483	ect:ECIAI39_3177
ko:K07483	ect:ECIAI39_3420
ko:K18657	ect:ECIAI39_2201
ko:K18890	ect:ECIAI39_0224
ko:K18871	ect:ECIAI39_miscRNA3
ko:K18929	ect:ECIAI39_0378
ko:K18898	ect:ECIAI39_4015
ko:K18863	ect:ECIAI39_miscRNA37
ko:K18863	ect:ECIAI39_miscRNA91
ko:K18863	ect:ECIAI39_miscRNA92
ko:K18918	ect:ECIAI39_4711
ko:K22044	ect:ECIAI39_0786
ko:K18839	ect:ECIAI39_4556
ko:K07483	ect:ECIAI39_4489
ko:K18840	ect:ECIAI39_4555
ko:K19055	ect:ECIAI39_1266
ko:K07497	ect:ECIAI39_4065
ko:K07497	ect:ECIAI39_4565
ko:K07497	ect:ECIAI39_3176
ko:K18979	ect:ECIAI39_4630
ko:K07483	ect:ECIAI39_0426
ko:K07483	ect:ECIAI39_1036
ko:K07483	ect:ECIAI39_1493
ko:K18988	ect:ECIAI39_0307
ko:K19048	ect:ECIAI39_4816
ko:K07497	ect:ECIAI39_0138
ko:K07497	ect:ECIAI39_0210
ko:K07497	ect:ECIAI39_0502
ko:K07497	ect:ECIAI39_1048
ko:K07497	ect:ECIAI39_1119
ko:K07497	ect:ECIAI39_1722
ko:K07497	ect:ECIAI39_1768
ko:K07497	ect:ECIAI39_1820
ko:K07497	ect:ECIAI39_1849
ko:K07497	ect:ECIAI39_1908
ko:K07497	ect:ECIAI39_1985
ko:K07497	ect:ECIAI39_1998
ko:K07497	ect:ECIAI39_2393
ko:K07497	ect:ECIAI39_2503
ko:K07497	ect:ECIAI39_2664
ko:K07497	ect:ECIAI39_2837
ko:K07497	ect:ECIAI39_3174
ko:K07497	ect:ECIAI39_4071
ko:K07497	ect:ECIAI39_4582
ko:K07497	ect:ECIAI39_4753
ko:K07497	ect:ECIAI39_4774
ko:K07497	ect:ECIAI39_4857
ko:K07483	ect:ECIAI39_4707
ko:K07483	ect:ECIAI39_4908
ko:K19000	ect:ECIAI39_0459
ko:K19229	ect:ECIAI39_1642
ko:K07746	ect:ECIAI39_0271
ko:K07746	ect:ECIAI39_0932
ko:K19147	ect:ECIAI39_4776
ko:K19155	ect:ECIAI39_3629
ko:K19156	ect:ECIAI39_3628
ko:K19157	ect:ECIAI39_0425
ko:K19222	ect:ECIAI39_1372
ko:K19226	ect:ECIAI39_1645
ko:K19236	ect:ECIAI39_2047
ko:K19163	ect:ECIAI39_0051
ko:K01154	ect:ECIAI39_4817
ko:K19238	ect:ECIAI39_2407
ko:K19148	ect:ECIAI39_4276
ko:K07319	ect:ECIAI39_4873
ko:K19092	ect:ECIAI39_0270
ko:K19228	ect:ECIAI39_1643
ko:K07495	ect:ECIAI39_0470
ko:K07334	ect:ECIAI39_1741
ko:K07495	ect:ECIAI39_1438
ko:K19168	ect:ECIAI39_3312
ko:K19164	ect:ECIAI39_0050
ko:K19270	ect:ECIAI39_2440
ko:K19265	ect:ECIAI39_3497
ko:K19416	ect:ECIAI39_2175
ko:K19268	ect:ECIAI39_0702
ko:K01785	ect:ECIAI39_3121
ko:K19267	ect:ECIAI39_4683
ko:K19353	ect:ECIAI39_3034
ko:K19337	ect:ECIAI39_1196
ko:K19338	ect:ECIAI39_1059
ko:K19304	ect:ECIAI39_1193
ko:K19334	ect:ECIAI39_4726
ko:K19302	ect:ECIAI39_0820
ko:K19270	ect:ECIAI39_1327
ko:K19354	ect:ECIAI39_4136
ko:K19333	ect:ECIAI39_1223
ko:K21638	ect:ECIAI39_1916
ko:K19303	ect:ECIAI39_1401
ko:K21636	ect:ECIAI39_4713
ko:K19611	ect:ECIAI39_0560
ko:K02257	ect:ECIAI39_0245
ko:K19709	ect:ECIAI39_1364
ko:K19688	ect:ECIAI39_0815
ko:K07497	ect:ECIAI39_0742
ko:K19775	ect:ECIAI39_3595
ko:K19745	ect:ECIAI39_3745
ko:K19777	ect:ECIAI39_4012
ko:K19778	ect:ECIAI39_4011
ko:K19776	ect:ECIAI39_4297
ko:K00799	ect:ECIAI39_0817
ko:K03630	ect:ECIAI39_1016
ko:K03630	ect:ECIAI39_4573
ko:K07497	ect:ECIAI39_0312
ko:K07483	ect:ECIAI39_0137
ko:K06131	ect:ECIAI39_0765
ko:K00799	ect:ECIAI39_2448
ko:K06132	ect:ECIAI39_2117
ko:K15777	ect:ECIAI39_3535
ko:K19784	ect:ECIAI39_4317
ko:K13069	ect:ECIAI39_1839
ko:K19802	ect:ECIAI39_1677
ko:K07483	ect:ECIAI39_0211
ko:K07483	ect:ECIAI39_0503
ko:K07483	ect:ECIAI39_0745
ko:K07483	ect:ECIAI39_0875
ko:K07483	ect:ECIAI39_1047
ko:K07483	ect:ECIAI39_1118
ko:K07483	ect:ECIAI39_1482
ko:K07483	ect:ECIAI39_1519
ko:K07483	ect:ECIAI39_1634
ko:K07483	ect:ECIAI39_1701
ko:K07483	ect:ECIAI39_1769
ko:K07483	ect:ECIAI39_1819
ko:K07483	ect:ECIAI39_1850
ko:K07483	ect:ECIAI39_1875
ko:K07483	ect:ECIAI39_1907
ko:K07483	ect:ECIAI39_1986
ko:K07483	ect:ECIAI39_1999
ko:K07483	ect:ECIAI39_2030
ko:K07483	ect:ECIAI39_2392
ko:K07483	ect:ECIAI39_2502
ko:K07483	ect:ECIAI39_2663
ko:K07483	ect:ECIAI39_2838
ko:K07483	ect:ECIAI39_2960
ko:K07483	ect:ECIAI39_3175
ko:K07483	ect:ECIAI39_4754
ko:K07483	ect:ECIAI39_4775
ko:K07497	ect:ECIAI39_0490
ko:K07497	ect:ECIAI39_3378
ko:K07497	ect:ECIAI39_3421
ko:K07497	ect:ECIAI39_0427
ko:K07497	ect:ECIAI39_0872
ko:K07497	ect:ECIAI39_1485
ko:K07497	ect:ECIAI39_1637
ko:K07497	ect:ECIAI39_1704
ko:K07497	ect:ECIAI39_2033
ko:K07497	ect:ECIAI39_2652
ko:K07497	ect:ECIAI39_2957
ko:K07497	ect:ECIAI39_3408
ko:K07497	ect:ECIAI39_3432
ko:K07497	ect:ECIAI39_1035
ko:K07497	ect:ECIAI39_1494
ko:K07497	ect:ECIAI39_4756
ko:K19803	ect:ECIAI39_2315
ko:K19804	ect:ECIAI39_1621
ko:K19810	ect:ECIAI39_4611
ko:K19956	ect:ECIAI39_4412
ko:K22105	ect:ECIAI39_3026
ko:K20038	ect:ECIAI39_4211
ko:K20265	ect:ECIAI39_1757
ko:K01612	ect:ECIAI39_2926
ko:K20429	ect:ECIAI39_0979
ko:K21394	ect:ECIAI39_4089
ko:K20542	ect:ECIAI39_4034
ko:K20543	ect:ECIAI39_4033
ko:K20541	ect:ECIAI39_4035
ko:K22443	ect:ECIAI39_1251
ko:K22111	ect:ECIAI39_4780
ko:K22132	ect:ECIAI39_3234
ko:K21084	ect:ECIAI39_0946
ko:K21085	ect:ECIAI39_1101
ko:K21086	ect:ECIAI39_4028
ko:K21087	ect:ECIAI39_1525
ko:K21088	ect:ECIAI39_1691
ko:K21089	ect:ECIAI39_0870
ko:K21021	ect:ECIAI39_2808
ko:K21028	ect:ECIAI39_1297
ko:K21090	ect:ECIAI39_1237
ko:K21091	ect:ECIAI39_miscRNA41
ko:K21039	ect:ECIAI39_0741
ko:K21393	ect:ECIAI39_4090
ko:K21395	ect:ECIAI39_4091
ko:K21470	ect:ECIAI39_2222
ko:K21511	ect:ECIAI39_1512
ko:K21512	ect:ECIAI39_1509
ko:K21602	ect:ECIAI39_4086
ko:K21739	ect:ECIAI39_0381
ko:K21740	ect:ECIAI39_0382
ko:K21741	ect:ECIAI39_0383
ko:K21742	ect:ECIAI39_3556
ko:K21746	ect:ECIAI39_0380
ko:K21698	ect:ECIAI39_3734
ko:K21695	ect:ECIAI39_3733
ko:K21759	ect:ECIAI39_2925
ko:K21936	ect:ECIAI39_4005
ko:K21963	ect:ECIAI39_0398
ko:K21965	ect:ECIAI39_0400
ko:K21966	ect:ECIAI39_0401
ko:K21974	ect:ECIAI39_1912
ko:K21975	ect:ECIAI39_1911
ko:K21968	ect:ECIAI39_0403
ko:K21976	ect:ECIAI39_1910
ko:K21990	ect:ECIAI39_2500
ko:K22041	ect:ECIAI39_2049
ko:K22015	ect:ECIAI39_4501
ko:K22051	ect:ECIAI39_4624
ko:K22014	ect:ECIAI39_1508
ko:K21967	ect:ECIAI39_0402
ko:K21972	ect:ECIAI39_1914
ko:K21973	ect:ECIAI39_1913
ko:K05275	ect:ECIAI39_1710
ko:K22444	ect:ECIAI39_1250
ko:K22104	ect:ECIAI39_3715
ko:K22110	ect:ECIAI39_4782
ko:K22110	ect:ECIAI39_3125
ko:K22214	ect:ECIAI39_3334
ko:K03079	ect:ECIAI39_4094
ko:K03078	ect:ECIAI39_4093
ko:K03077	ect:ECIAI39_4095
ko:K15634	ect:ECIAI39_4928
ko:K02560	ect:ECIAI39_4758
ko:K22293	ect:ECIAI39_1843
ko:K13566	ect:ECIAI39_0433
ko:K11206	ect:ECIAI39_0601
ko:K22489	ect:ECIAI39_2928
ko:K22486	ect:ECIAI39_4257
ko:K22486	ect:ECIAI39_3273
