ko:K01139	kpq:KPR0928_25190
ko:K01409	kpq:KPR0928_22430
ko:K02970	kpq:KPR0928_22435
ko:K03086	kpq:KPR0928_22445
ko:K03649	kpq:KPR0928_22450
ko:K07690	kpq:KPR0928_22470
ko:K07679	kpq:KPR0928_22485
ko:K02440	kpq:KPR0928_22505
ko:K05880	kpq:KPR0928_22550
ko:K00005	kpq:KPR0928_22555
ko:K05878	kpq:KPR0928_22565
ko:K05879	kpq:KPR0928_22570
ko:K05881	kpq:KPR0928_22575
ko:K06205	kpq:KPR0928_00005
ko:K03718	kpq:KPR0928_00010
ko:K01914	kpq:KPR0928_00015
ko:K03924	kpq:KPR0928_00025
ko:K03549	kpq:KPR0928_00030
ko:K00767	kpq:KPR0928_04190
ko:K03806	kpq:KPR0928_04195
ko:K03807	kpq:KPR0928_04200
ko:K11734	kpq:KPR0928_04215
ko:K00163	kpq:KPR0928_04225
ko:K00627	kpq:KPR0928_04230
ko:K00382	kpq:KPR0928_04235
ko:K01682	kpq:KPR0928_04255
ko:K09910	kpq:KPR0928_04260
ko:K01611	kpq:KPR0928_04265
ko:K00797	kpq:KPR0928_04270
ko:K14588	kpq:KPR0928_04305
ko:K00117	kpq:KPR0928_04310
ko:K00760	kpq:KPR0928_04315
ko:K01673	kpq:KPR0928_04320
ko:K01990	kpq:KPR0928_04325
ko:K01992	kpq:KPR0928_04330
ko:K01579	kpq:KPR0928_04345
ko:K01918	kpq:KPR0928_04350
ko:K00606	kpq:KPR0928_04355
ko:K00950	kpq:KPR0928_04360
ko:K00970	kpq:KPR0928_04365
ko:K01894	kpq:KPR0928_04370
ko:K06204	kpq:KPR0928_04375
ko:K06206	kpq:KPR0928_04380
ko:K01975	kpq:KPR0928_04385
ko:K03579	kpq:KPR0928_04390
ko:K02463	kpq:KPR0928_04400
ko:K02462	kpq:KPR0928_04405
ko:K02461	kpq:KPR0928_04410
ko:K02460	kpq:KPR0928_04415
ko:K02459	kpq:KPR0928_04420
ko:K02458	kpq:KPR0928_04425
ko:K02457	kpq:KPR0928_04430
ko:K02456	kpq:KPR0928_04435
ko:K02455	kpq:KPR0928_04440
ko:K02454	kpq:KPR0928_04445
ko:K07085	kpq:KPR0928_08710
ko:K05844	kpq:KPR0928_08735
ko:K11073	kpq:KPR0928_08745
ko:K11076	kpq:KPR0928_08750
ko:K11075	kpq:KPR0928_08755
ko:K11074	kpq:KPR0928_08760
ko:K03212	kpq:KPR0928_08770
ko:K09996	kpq:KPR0928_08785
ko:K09998	kpq:KPR0928_08790
ko:K09999	kpq:KPR0928_08795
ko:K09997	kpq:KPR0928_08800
ko:K10000	kpq:KPR0928_08805
ko:K11066	kpq:KPR0928_08825
ko:K01620	kpq:KPR0928_08840
ko:K00156	kpq:KPR0928_08845
ko:K15977	kpq:KPR0928_08850
ko:K11933	kpq:KPR0928_08855
ko:K05601	kpq:KPR0928_08860
ko:K06188	kpq:KPR0928_08870
ko:K07459	kpq:KPR0928_08875
ko:K13888	kpq:KPR0928_08880
ko:K05685	kpq:KPR0928_08885
ko:K03704	kpq:KPR0928_08890
ko:K06891	kpq:KPR0928_08895
ko:K03694	kpq:KPR0928_08900
ko:K02518	kpq:KPR0928_08905
ko:K00684	kpq:KPR0928_08910
ko:K16012	kpq:KPR0928_08915
ko:K16013	kpq:KPR0928_08920
ko:K00384	kpq:KPR0928_08925
ko:K03719	kpq:KPR0928_08930
ko:K03466	kpq:KPR0928_08935
ko:K03634	kpq:KPR0928_08940
ko:K07478	kpq:KPR0928_08945
ko:K01875	kpq:KPR0928_08950
ko:K08476	kpq:KPR0928_13260
ko:K08475	kpq:KPR0928_13265
ko:K08478	kpq:KPR0928_13270
ko:K11382	kpq:KPR0928_13275
ko:K03707	kpq:KPR0928_13290
ko:K06971	kpq:KPR0928_13295
ko:K00852	kpq:KPR0928_13300
ko:K10439	kpq:KPR0928_13305
ko:K02529	kpq:KPR0928_13310
ko:K02056	kpq:KPR0928_13315
ko:K02057	kpq:KPR0928_13320
ko:K07048	kpq:KPR0928_13325
ko:K01439	kpq:KPR0928_13335
ko:K02770	kpq:KPR0928_13370
ko:K02769	kpq:KPR0928_13375
ko:K02768	kpq:KPR0928_13385
ko:K17195	kpq:KPR0928_13390
ko:K03475	kpq:KPR0928_13395
ko:K02822	kpq:KPR0928_13400
ko:K02821	kpq:KPR0928_13405
ko:K08178	kpq:KPR0928_13450
ko:K02371	kpq:KPR0928_13475
ko:K02083	kpq:KPR0928_13480
ko:K02028	kpq:KPR0928_13490
ko:K02029	kpq:KPR0928_13505
ko:K02029	kpq:KPR0928_13510
ko:K01486	kpq:KPR0928_17680
ko:K06901	kpq:KPR0928_17685
ko:K09897	kpq:KPR0928_00605
ko:K07391	kpq:KPR0928_00610
ko:K01652	kpq:KPR0928_00615
ko:K11258	kpq:KPR0928_00620
ko:K00826	kpq:KPR0928_00625
ko:K01687	kpq:KPR0928_00630
ko:K01754	kpq:KPR0928_00635
ko:K02521	kpq:KPR0928_00640
ko:K00053	kpq:KPR0928_00645
ko:K03769	kpq:KPR0928_00650
ko:K03769	kpq:KPR0928_00655
ko:K03656	kpq:KPR0928_00660
ko:K07150	kpq:KPR0928_00665
ko:K01524	kpq:KPR0928_00685
ko:K03732	kpq:KPR0928_00690
ko:K03671	kpq:KPR0928_00695
ko:K03628	kpq:KPR0928_00700
ko:K02851	kpq:KPR0928_00705
ko:K05790	kpq:KPR0928_00710
ko:K01791	kpq:KPR0928_00715
ko:K02472	kpq:KPR0928_00720
ko:K00973	kpq:KPR0928_00730
ko:K16704	kpq:KPR0928_00735
ko:K02805	kpq:KPR0928_00740
ko:K16693	kpq:KPR0928_00745
ko:K12582	kpq:KPR0928_00750
ko:K02853	kpq:KPR0928_00755
ko:K02852	kpq:KPR0928_00760
ko:K02498	kpq:KPR0928_00795
ko:K02496	kpq:KPR0928_00800
ko:K01719	kpq:KPR0928_00805
ko:K01749	kpq:KPR0928_00810
ko:K05851	kpq:KPR0928_00815
ko:K06202	kpq:KPR0928_00820
ko:K01778	kpq:KPR0928_00830
ko:K09921	kpq:KPR0928_00835
ko:K03733	kpq:KPR0928_00840
ko:K03657	kpq:KPR0928_00850
ko:K03284	kpq:KPR0928_00855
ko:K05786	kpq:KPR0928_00860
ko:K01058	kpq:KPR0928_00870
ko:K00880	kpq:KPR0928_04990
ko:K00147	kpq:KPR0928_05010
ko:K00931	kpq:KPR0928_05015
ko:K11929	kpq:KPR0928_05020
ko:K02042	kpq:KPR0928_05045
ko:K02042	kpq:KPR0928_05050
ko:K02044	kpq:KPR0928_05055
ko:K02041	kpq:KPR0928_05060
ko:K02029	kpq:KPR0928_05095
ko:K02029	kpq:KPR0928_05100
ko:K02028	kpq:KPR0928_05105
ko:K02030	kpq:KPR0928_05110
ko:K01996	kpq:KPR0928_05120
ko:K01995	kpq:KPR0928_05125
ko:K01998	kpq:KPR0928_05130
ko:K01997	kpq:KPR0928_05135
ko:K01999	kpq:KPR0928_05140
ko:K03736	kpq:KPR0928_05145
ko:K03735	kpq:KPR0928_05150
ko:K16235	kpq:KPR0928_05165
ko:K00547	kpq:KPR0928_05170
ko:K15551	kpq:KPR0928_05175
ko:K10831	kpq:KPR0928_05180
ko:K15552	kpq:KPR0928_05185
ko:K03119	kpq:KPR0928_05190
ko:K01698	kpq:KPR0928_05200
ko:K17938	kpq:KPR0928_05215
ko:K01921	kpq:KPR0928_05235
ko:K08161	kpq:KPR0928_05245
ko:K01077	kpq:KPR0928_05255
ko:K00135	kpq:KPR0928_09620
ko:K03451	kpq:KPR0928_09630
ko:K07246	kpq:KPR0928_09635
ko:K16135	kpq:KPR0928_09640
ko:K09471	kpq:KPR0928_09645
ko:K14056	kpq:KPR0928_09655
ko:K09473	kpq:KPR0928_09660
ko:K09470	kpq:KPR0928_09665
ko:K14052	kpq:KPR0928_09670
ko:K07124	kpq:KPR0928_09685
ko:K01085	kpq:KPR0928_09695
ko:K03809	kpq:KPR0928_09705
ko:K09016	kpq:KPR0928_09725
ko:K09024	kpq:KPR0928_09730
ko:K09019	kpq:KPR0928_09735
ko:K09023	kpq:KPR0928_09740
ko:K09021	kpq:KPR0928_09745
ko:K09020	kpq:KPR0928_09750
ko:K09018	kpq:KPR0928_09755
ko:K13821	kpq:KPR0928_09770
ko:K11928	kpq:KPR0928_09775
ko:K03317	kpq:KPR0928_09785
ko:K07243	kpq:KPR0928_09790
ko:K07224	kpq:KPR0928_09795
ko:K16301	kpq:KPR0928_09800
ko:K03673	kpq:KPR0928_09810
ko:K06911	kpq:KPR0928_09825
ko:K02575	kpq:KPR0928_14070
ko:K00370	kpq:KPR0928_14075
ko:K00371	kpq:KPR0928_14080
ko:K00373	kpq:KPR0928_14085
ko:K00374	kpq:KPR0928_14090
ko:K00675	kpq:KPR0928_14095
ko:K02011	kpq:KPR0928_14100
ko:K02012	kpq:KPR0928_14105
ko:K02010	kpq:KPR0928_14110
ko:K02855	kpq:KPR0928_14120
ko:K16077	kpq:KPR0928_14135
ko:K01821	kpq:KPR0928_14140
ko:K11208	kpq:KPR0928_14145
ko:K02030	kpq:KPR0928_14150
ko:K02028	kpq:KPR0928_14155
ko:K02029	kpq:KPR0928_14160
ko:K02030	kpq:KPR0928_14170
ko:K11738	kpq:KPR0928_14200
ko:K02014	kpq:KPR0928_14215
ko:K01250	kpq:KPR0928_14230
ko:K03823	kpq:KPR0928_14245
ko:K09936	kpq:KPR0928_14250
ko:K00137	kpq:KPR0928_14305
ko:K02053	kpq:KPR0928_14310
ko:K11741	kpq:KPR0928_02050
ko:K06218	kpq:KPR0928_02520
ko:K18850	kpq:KPR0928_10190
ko:K14221	kpq:KPR0928_00590
ko:K14221	kpq:KPR0928_04760
ko:K14221	kpq:KPR0928_04820
ko:K18889	kpq:KPR0928_05690
ko:K21645	kpq:KPR0928_16155
ko:K14228	kpq:KPR0928_02780
ko:K01980	kpq:KPR0928_01030
ko:K18920	kpq:KPR0928_24795
ko:K14228	kpq:KPR0928_03465
ko:K14228	kpq:KPR0928_03470
ko:K14228	kpq:KPR0928_03475
ko:K14228	kpq:KPR0928_00780
ko:K14232	kpq:KPR0928_18040
ko:K14219	kpq:KPR0928_18550
ko:K18850	kpq:KPR0928_03020
ko:K20861	kpq:KPR0928_08470
ko:K20866	kpq:KPR0928_00165
ko:K20881	kpq:KPR0928_24020
ko:K20862	kpq:KPR0928_00845
ko:K18800	kpq:KPR0928_21465
ko:K18657	kpq:KPR0928_09180
ko:K18918	kpq:KPR0928_02515
ko:K18778	kpq:KPR0928_04160
ko:K18890	kpq:KPR0928_05695
ko:K14237	kpq:KPR0928_14735
ko:K18954	kpq:KPR0928_03425
ko:K14230	kpq:KPR0928_07555
ko:K14230	kpq:KPR0928_07535
ko:K09691	kpq:KPR0928_17380
ko:K14224	kpq:KPR0928_00080
ko:K14224	kpq:KPR0928_19465
ko:K14224	kpq:KPR0928_03030
ko:K14224	kpq:KPR0928_01235
ko:K14223	kpq:KPR0928_07525
ko:K14223	kpq:KPR0928_07530
ko:K14223	kpq:KPR0928_07540
ko:K14223	kpq:KPR0928_07545
ko:K14233	kpq:KPR0928_09815
ko:K14233	kpq:KPR0928_09835
ko:K14222	kpq:KPR0928_16785
ko:K14228	kpq:KPR0928_23025
ko:K14226	kpq:KPR0928_00775
ko:K00335	kpq:KPR0928_18280
ko:K03892	kpq:KPR0928_21290
ko:K01699	kpq:KPR0928_20755
ko:K04028	kpq:KPR0928_18860
ko:K00632	kpq:KPR0928_18525
ko:K00336	kpq:KPR0928_18275
ko:K02485	kpq:KPR0928_15725
ko:K08348	kpq:KPR0928_14005
ko:K07483	kpq:KPR0928_01845
ko:K07483	kpq:KPR0928_01900
ko:K07483	kpq:KPR0928_06890
ko:K07483	kpq:KPR0928_24695
ko:K14233	kpq:KPR0928_09320
ko:K14232	kpq:KPR0928_24700
ko:K01185	kpq:KPR0928_11330
ko:K08970	kpq:KPR0928_05755
ko:K11745	kpq:KPR0928_03850
ko:K02615	kpq:KPR0928_11915
ko:K00344	kpq:KPR0928_01480
ko:K03976	kpq:KPR0928_05955
ko:K14219	kpq:KPR0928_06070
ko:K19055	kpq:KPR0928_10415
ko:K09472	kpq:KPR0928_09650
ko:K03668	kpq:KPR0928_11810
ko:K06884	kpq:KPR0928_10270
ko:K09017	kpq:KPR0928_09760
ko:K06884	kpq:KPR0928_09715
ko:K01185	kpq:KPR0928_08605
ko:K00130	kpq:KPR0928_06990
ko:K00146	kpq:KPR0928_06700
ko:K01271	kpq:KPR0928_00995
ko:K00632	kpq:KPR0928_00985
ko:K08172	kpq:KPR0928_17195
ko:K01582	kpq:KPR0928_06495
ko:K00557	kpq:KPR0928_00545
ko:K07481	kpq:KPR0928_20730
ko:K07481	kpq:KPR0928_02015
ko:K07481	kpq:KPR0928_04995
ko:K07481	kpq:KPR0928_09310
ko:K07481	kpq:KPR0928_12510
ko:K07481	kpq:KPR0928_12560
ko:K07481	kpq:KPR0928_13885
ko:K07481	kpq:KPR0928_15980
ko:K07481	kpq:KPR0928_17020
ko:K07481	kpq:KPR0928_19620
ko:K03526	kpq:KPR0928_19125
ko:K14742	kpq:KPR0928_16360
ko:K07483	kpq:KPR0928_17430
ko:K07483	kpq:KPR0928_04285
ko:K12064	kpq:KPR0928_26505
ko:K07483	kpq:KPR0928_11420
ko:K03503	kpq:KPR0928_06415
ko:K11685	kpq:KPR0928_19765
ko:K03746	kpq:KPR0928_15715
ko:K07810	kpq:KPR0928_02990
ko:K07796	kpq:KPR0928_02995
ko:K10748	kpq:KPR0928_12120
ko:K04099	kpq:KPR0928_25460
ko:K03646	kpq:KPR0928_07820
ko:K03746	kpq:KPR0928_17110
ko:K15269	kpq:KPR0928_21160
ko:K07481	kpq:KPR0928_21190
ko:K03761	kpq:KPR0928_19450
ko:K07483	kpq:KPR0928_10590
ko:K07483	kpq:KPR0928_17265
ko:K05396	kpq:KPR0928_16830
ko:K14235	kpq:KPR0928_00595
ko:K01980	kpq:KPR0928_01240
ko:K14220	kpq:KPR0928_06215
ko:K14230	kpq:KPR0928_22455
ko:K07497	kpq:KPR0928_02850
ko:K18320	kpq:KPR0928_25950
ko:K15773	kpq:KPR0928_12980
ko:K07480	kpq:KPR0928_17435
ko:K07724	kpq:KPR0928_21835
ko:K07724	kpq:KPR0928_21850
ko:K18320	kpq:KPR0928_26135
ko:K18320	kpq:KPR0928_26160
ko:K00520	kpq:KPR0928_26185
ko:K07480	kpq:KPR0928_26195
ko:K03497	kpq:KPR0928_26285
ko:K03502	kpq:KPR0928_26300
ko:K03503	kpq:KPR0928_26305
ko:K03674	kpq:KPR0928_08720
ko:K03646	kpq:KPR0928_13340
ko:K03497	kpq:KPR0928_26400
ko:K12068	kpq:KPR0928_26485
ko:K12067	kpq:KPR0928_26490
ko:K12066	kpq:KPR0928_26495
ko:K12065	kpq:KPR0928_26500
ko:K12063	kpq:KPR0928_26540
ko:K12062	kpq:KPR0928_26545
ko:K12061	kpq:KPR0928_26550
ko:K12060	kpq:KPR0928_26560
ko:K12059	kpq:KPR0928_26565
ko:K12058	kpq:KPR0928_26570
ko:K12057	kpq:KPR0928_26590
ko:K12072	kpq:KPR0928_26610
ko:K12056	kpq:KPR0928_26615
ko:K03497	kpq:KPR0928_09400
ko:K01856	kpq:KPR0928_14050
ko:K08722	kpq:KPR0928_18315
ko:K07724	kpq:KPR0928_23095
ko:K05785	kpq:KPR0928_00970
ko:K04565	kpq:KPR0928_14615
ko:K05839	kpq:KPR0928_05845
ko:K03503	kpq:KPR0928_10435
ko:K03502	kpq:KPR0928_10440
ko:K03169	kpq:KPR0928_10610
ko:K18979	kpq:KPR0928_02130
ko:K18991	kpq:KPR0928_25355
ko:K07497	kpq:KPR0928_26165
ko:K18988	kpq:KPR0928_05205
ko:K18997	kpq:KPR0928_01850
ko:K05799	kpq:KPR0928_04220
ko:K01980	kpq:KPR0928_04750
ko:K11645	kpq:KPR0928_17655
ko:K19048	kpq:KPR0928_21895
ko:K19048	kpq:KPR0928_20045
ko:K14228	kpq:KPR0928_16780
ko:K14237	kpq:KPR0928_14725
ko:K14237	kpq:KPR0928_14730
ko:K14233	kpq:KPR0928_16905
ko:K14238	kpq:KPR0928_25300
ko:K19000	kpq:KPR0928_04670
ko:K19057	kpq:KPR0928_26180
ko:K19059	kpq:KPR0928_26175
ko:K11748	kpq:KPR0928_23855
ko:K19221	kpq:KPR0928_10915
ko:K19222	kpq:KPR0928_15490
ko:K19165	kpq:KPR0928_24255
ko:K19226	kpq:KPR0928_11055
ko:K02777	kpq:KPR0928_18730
ko:K19236	kpq:KPR0928_10115
ko:K05714	kpq:KPR0928_15290
ko:K03445	kpq:KPR0928_25530
ko:K19278	kpq:KPR0928_25940
ko:K16291	kpq:KPR0928_16935
ko:K19238	kpq:KPR0928_16980
ko:K01710	kpq:KPR0928_00725
ko:K19229	kpq:KPR0928_11040
ko:K19228	kpq:KPR0928_11045
ko:K19234	kpq:KPR0928_15365
ko:K12979	kpq:KPR0928_19755
ko:K19235	kpq:KPR0928_08330
ko:K19058	kpq:KPR0928_26190
ko:K04771	kpq:KPR0928_04540
ko:K19168	kpq:KPR0928_21385
ko:K19265	kpq:KPR0928_18610
ko:K19270	kpq:KPR0928_18325
ko:K01582	kpq:KPR0928_04655
ko:K00839	kpq:KPR0928_13485
ko:K01066	kpq:KPR0928_00185
ko:K01992	kpq:KPR0928_03050
ko:K01992	kpq:KPR0928_08165
ko:K01992	kpq:KPR0928_08170
ko:K01992	kpq:KPR0928_25130
ko:K03722	kpq:KPR0928_16365
ko:K19416	kpq:KPR0928_09305
ko:K00020	kpq:KPR0928_13090
ko:K03722	kpq:KPR0928_08220
ko:K19335	kpq:KPR0928_11650
ko:K07497	kpq:KPR0928_17270
ko:K07497	kpq:KPR0928_17425
ko:K07497	kpq:KPR0928_22085
ko:K07497	kpq:KPR0928_10595
ko:K07497	kpq:KPR0928_01840
ko:K07497	kpq:KPR0928_01905
ko:K07497	kpq:KPR0928_06895
ko:K07497	kpq:KPR0928_24690
ko:K07497	kpq:KPR0928_02860
ko:K00529	kpq:KPR0928_21590
ko:K19267	kpq:KPR0928_02335
ko:K17214	kpq:KPR0928_06550
ko:K19337	kpq:KPR0928_16585
ko:K19338	kpq:KPR0928_16945
ko:K19304	kpq:KPR0928_16600
ko:K19505	kpq:KPR0928_03350
ko:K19334	kpq:KPR0928_02590
ko:K19302	kpq:KPR0928_08460
ko:K01175	kpq:KPR0928_07630
ko:K19270	kpq:KPR0928_10775
ko:K19336	kpq:KPR0928_11645
ko:K19333	kpq:KPR0928_16455
ko:K01785	kpq:KPR0928_19250
ko:K02031	kpq:KPR0928_06960
ko:K02031	kpq:KPR0928_14825
ko:K02031	kpq:KPR0928_17585
ko:K19303	kpq:KPR0928_14655
ko:K01096	kpq:KPR0928_10970
ko:K19510	kpq:KPR0928_03380
ko:K19577	kpq:KPR0928_14670
ko:K00984	kpq:KPR0928_25945
ko:K02532	kpq:KPR0928_08425
ko:K19507	kpq:KPR0928_03360
ko:K19611	kpq:KPR0928_07080
ko:K11209	kpq:KPR0928_18365
ko:K19506	kpq:KPR0928_03355
ko:K19508	kpq:KPR0928_03365
ko:K19509	kpq:KPR0928_03370
ko:K19509	kpq:KPR0928_06820
ko:K02796	kpq:KPR0928_16415
ko:K19697	kpq:KPR0928_20840
ko:K19688	kpq:KPR0928_08430
ko:K19776	kpq:KPR0928_25700
ko:K19775	kpq:KPR0928_22705
ko:K19778	kpq:KPR0928_22465
ko:K19778	kpq:KPR0928_22500
ko:K15540	kpq:KPR0928_06455
ko:K19784	kpq:KPR0928_25785
ko:K00799	kpq:KPR0928_08440
ko:K00799	kpq:KPR0928_04970
ko:K06131	kpq:KPR0928_08150
ko:K00799	kpq:KPR0928_18360
ko:K07119	kpq:KPR0928_14235
ko:K15777	kpq:KPR0928_22320
ko:K07147	kpq:KPR0928_23365
ko:K02032	kpq:KPR0928_17580
ko:K07274	kpq:KPR0928_10490
ko:K01185	kpq:KPR0928_06225
ko:K19802	kpq:KPR0928_11145
ko:K02464	kpq:KPR0928_04395
ko:K19803	kpq:KPR0928_17945
ko:K19804	kpq:KPR0928_10980
ko:K21613	kpq:KPR0928_14180
ko:K07662	kpq:KPR0928_00375
ko:K01185	kpq:KPR0928_09565
ko:K19956	kpq:KPR0928_01295
ko:K19810	kpq:KPR0928_02030
ko:K21638	kpq:KPR0928_01555
ko:K21636	kpq:KPR0928_02530
ko:K22468	kpq:KPR0928_13985
ko:K21405	kpq:KPR0928_19730
ko:K20034	kpq:KPR0928_10155
ko:K00040	kpq:KPR0928_17935
ko:K21265	kpq:KPR0928_03100
ko:K07686	kpq:KPR0928_25565
ko:K22443	kpq:KPR0928_09625
ko:K01612	kpq:KPR0928_20265
ko:K14225	kpq:KPR0928_01065
ko:K14225	kpq:KPR0928_02115
ko:K14225	kpq:KPR0928_02120
ko:K14225	kpq:KPR0928_16790
ko:K14225	kpq:KPR0928_02125
ko:K14225	kpq:KPR0928_21340
ko:K20542	kpq:KPR0928_24585
ko:K14229	kpq:KPR0928_07840
ko:K20542	kpq:KPR0928_24625
ko:K20543	kpq:KPR0928_24635
ko:K20543	kpq:KPR0928_24580
ko:K19591	kpq:KPR0928_05970
ko:K20541	kpq:KPR0928_24590
ko:K21759	kpq:KPR0928_20260
ko:K20541	kpq:KPR0928_24640
ko:K22602	kpq:KPR0928_13525
ko:K22132	kpq:KPR0928_20605
ko:K22003	kpq:KPR0928_16130
ko:K14234	kpq:KPR0928_01055
ko:K14234	kpq:KPR0928_23545
ko:K01980	kpq:KPR0928_23555
ko:K14232	kpq:KPR0928_00785
ko:K14219	kpq:KPR0928_19890
ko:K14219	kpq:KPR0928_19905
ko:K14219	kpq:KPR0928_19900
ko:K14219	kpq:KPR0928_19895
ko:K18301	kpq:KPR0928_15410
ko:K02438	kpq:KPR0928_24165
ko:K02790	kpq:KPR0928_12090
ko:K02791	kpq:KPR0928_12090
ko:K14229	kpq:KPR0928_18675
ko:K14229	kpq:KPR0928_07860
ko:K14229	kpq:KPR0928_07855
ko:K14229	kpq:KPR0928_07850
ko:K14220	kpq:KPR0928_16915
ko:K14220	kpq:KPR0928_17000
ko:K14220	kpq:KPR0928_16990
ko:K14220	kpq:KPR0928_16950
ko:K14228	kpq:KPR0928_07550
ko:K14218	kpq:KPR0928_00575
ko:K14218	kpq:KPR0928_01025
ko:K14218	kpq:KPR0928_04745
ko:K14218	kpq:KPR0928_18635
ko:K14218	kpq:KPR0928_18640
ko:K14230	kpq:KPR0928_20615
ko:K14230	kpq:KPR0928_20620
ko:K14230	kpq:KPR0928_20625
ko:K14230	kpq:KPR0928_23000
ko:K14227	kpq:KPR0928_00570
ko:K14227	kpq:KPR0928_01020
ko:K14227	kpq:KPR0928_04740
ko:K14231	kpq:KPR0928_01910
ko:K14231	kpq:KPR0928_21765
ko:K14233	kpq:KPR0928_19910
ko:K11529	kpq:KPR0928_10860
ko:K14234	kpq:KPR0928_01070
ko:K14236	kpq:KPR0928_01060
ko:K14236	kpq:KPR0928_15745
ko:K14236	kpq:KPR0928_15750
ko:K01200	kpq:KPR0928_04460
ko:K21029	kpq:KPR0928_08385
ko:K04333	kpq:KPR0928_21685
ko:K21085	kpq:KPR0928_16865
ko:K21088	kpq:KPR0928_13675
ko:K21021	kpq:KPR0928_19525
ko:K21086	kpq:KPR0928_21125
ko:K00525	kpq:KPR0928_18120
ko:K02495	kpq:KPR0928_00140
ko:K13075	kpq:KPR0928_13345
ko:K21028	kpq:KPR0928_10635
ko:K08968	kpq:KPR0928_16480
ko:K13609	kpq:KPR0928_03280
ko:K00821	kpq:KPR0928_23895
ko:K21090	kpq:KPR0928_16395
ko:K00525	kpq:KPR0928_19805
ko:K02335	kpq:KPR0928_00125
ko:K00287	kpq:KPR0928_03855
ko:K06223	kpq:KPR0928_08530
ko:K06903	kpq:KPR0928_08640
ko:K18640	kpq:KPR0928_26310
ko:K06907	kpq:KPR0928_08680
ko:K06908	kpq:KPR0928_08685
ko:K06906	kpq:KPR0928_08700
ko:K06905	kpq:KPR0928_08705
ko:K02314	kpq:KPR0928_22070
ko:K02316	kpq:KPR0928_22440
ko:K02314	kpq:KPR0928_09385
ko:K06217	kpq:KPR0928_09805
ko:K03546	kpq:KPR0928_05310
ko:K06904	kpq:KPR0928_23455
ko:K06919	kpq:KPR0928_23475
ko:K02314	kpq:KPR0928_01485
ko:K06866	kpq:KPR0928_19410
ko:K18640	kpq:KPR0928_01830
ko:K02314	kpq:KPR0928_06150
ko:K14744	kpq:KPR0928_06230
ko:K09961	kpq:KPR0928_06255
ko:K07336	kpq:KPR0928_10815
ko:K06191	kpq:KPR0928_19795
ko:K06223	kpq:KPR0928_23960
ko:K00857	kpq:KPR0928_15710
ko:K06919	kpq:KPR0928_11305
ko:K06909	kpq:KPR0928_11350
ko:K09961	kpq:KPR0928_11355
ko:K09960	kpq:KPR0928_11365
ko:K06197	kpq:KPR0928_15850
ko:K04068	kpq:KPR0928_02525
ko:K03676	kpq:KPR0928_24975
ko:K06919	kpq:KPR0928_02845
ko:K06217	kpq:KPR0928_07510
ko:K07313	kpq:KPR0928_16510
ko:K01520	kpq:KPR0928_25110
ko:K00560	kpq:KPR0928_20910
ko:K02315	kpq:KPR0928_03400
ko:K00558	kpq:KPR0928_16885
ko:K14623	kpq:KPR0928_25655
ko:K03292	kpq:KPR0928_04210
ko:K00526	kpq:KPR0928_19810
ko:K20938	kpq:KPR0928_20515
ko:K02032	kpq:KPR0928_14830
ko:K02032	kpq:KPR0928_06955
ko:K05934	kpq:KPR0928_20680
ko:K03292	kpq:KPR0928_22180
ko:K03973	kpq:KPR0928_11100
ko:K13695	kpq:KPR0928_15535
ko:K03651	kpq:KPR0928_02750
ko:K21470	kpq:KPR0928_09085
ko:K01451	kpq:KPR0928_06630
ko:K01420	kpq:KPR0928_12180
ko:K00863	kpq:KPR0928_22580
ko:K01451	kpq:KPR0928_11075
ko:K21698	kpq:KPR0928_23320
ko:K21695	kpq:KPR0928_23315
ko:K00875	kpq:KPR0928_17645
ko:K21948	kpq:KPR0928_12590
ko:K13638	kpq:KPR0928_23630
ko:K21973	kpq:KPR0928_12545
ko:K21963	kpq:KPR0928_05065
ko:K21965	kpq:KPR0928_05075
ko:K21964	kpq:KPR0928_06765
ko:K21965	kpq:KPR0928_06760
ko:K21974	kpq:KPR0928_07970
ko:K21966	kpq:KPR0928_05080
ko:K21967	kpq:KPR0928_06750
ko:K21966	kpq:KPR0928_06755
ko:K21968	kpq:KPR0928_05090
ko:K21976	kpq:KPR0928_07960
ko:K21990	kpq:KPR0928_18545
ko:K22041	kpq:KPR0928_10105
ko:K22015	kpq:KPR0928_15140
ko:K22024	kpq:KPR0928_12770
ko:K22044	kpq:KPR0928_08260
ko:K22051	kpq:KPR0928_02090
ko:K21964	kpq:KPR0928_05070
ko:K21967	kpq:KPR0928_05085
ko:K21968	kpq:KPR0928_06745
ko:K21972	kpq:KPR0928_07980
ko:K21973	kpq:KPR0928_07975
ko:K21975	kpq:KPR0928_07965
ko:K08319	kpq:KPR0928_12595
ko:K15576	kpq:KPR0928_15825
ko:K22131	kpq:KPR0928_12580
ko:K05275	kpq:KPR0928_21100
ko:K22444	kpq:KPR0928_09615
ko:K14274	kpq:KPR0928_19505
ko:K13874	kpq:KPR0928_13110
ko:K22130	kpq:KPR0928_12585
ko:K22129	kpq:KPR0928_12765
ko:K03595	kpq:KPR0928_19355
ko:K22105	kpq:KPR0928_00535
ko:K22110	kpq:KPR0928_21070
ko:K08994	kpq:KPR0928_13850
ko:K03077	kpq:KPR0928_03935
ko:K22300	kpq:KPR0928_09365
ko:K15634	kpq:KPR0928_03595
ko:K02257	kpq:KPR0928_05580
