ko:K19744	pdk:PADK2_05005
ko:K07814	pdk:PADK2_25380
ko:K17850	pdk:PADK2_03770
ko:K07782	pdk:PADK2_16160
ko:K04343	pdk:PADK2_16365
ko:K18100	pdk:PADK2_06865
ko:K18101	pdk:PADK2_06870
ko:K18099	pdk:PADK2_06875
ko:K18118	pdk:PADK2_28970
ko:K18235	pdk:PADK2_02355
ko:K18289	pdk:PADK2_21290
ko:K18291	pdk:PADK2_21310
ko:K18292	pdk:PADK2_21285
ko:K18296	pdk:PADK2_24425
ko:K18295	pdk:PADK2_24430
ko:K18294	pdk:PADK2_24435
ko:K18298	pdk:PADK2_12780
ko:K18299	pdk:PADK2_12775
ko:K18300	pdk:PADK2_12770
ko:K18305	pdk:PADK2_03645
ko:K18306	pdk:PADK2_03640
ko:K18307	pdk:PADK2_03635
ko:K18308	pdk:PADK2_03630
ko:K07491	pdk:PADK2_00220
ko:K07092	pdk:PADK2_25450
ko:K19586	pdk:PADK2_11910
ko:K11688	pdk:PADK2_24520
ko:K06194	pdk:PADK2_06225
ko:K13007	pdk:PADK2_08615
ko:K11073	pdk:PADK2_01465
ko:K11734	pdk:PADK2_21370
ko:K03563	pdk:PADK2_10940
ko:K12368	pdk:PADK2_23415
ko:K08085	pdk:PADK2_24180
ko:K06998	pdk:PADK2_03595
ko:K07391	pdk:PADK2_28185
ko:K07165	pdk:PADK2_19135
ko:K07165	pdk:PADK2_13325
ko:K07165	pdk:PADK2_16085
ko:K07165	pdk:PADK2_25965
ko:K12943	pdk:PADK2_26110
ko:K18301	pdk:PADK2_05950
ko:K18303	pdk:PADK2_05960
ko:K00138	pdk:PADK2_04215
ko:K20258	pdk:PADK2_12380
ko:K07459	pdk:PADK2_28165
ko:K18473	pdk:PADK2_27380
ko:K16234	pdk:PADK2_26980
ko:K11904	pdk:PADK2_11220
ko:K11904	pdk:PADK2_00495
ko:K11904	pdk:PADK2_00475
ko:K11904	pdk:PADK2_13400
ko:K18459	pdk:PADK2_01430
ko:K18480	pdk:PADK2_08255
ko:K11904	pdk:PADK2_26945
ko:K18540	pdk:PADK2_06350
ko:K00681	pdk:PADK2_18950
ko:K00681	pdk:PADK2_01810
ko:K19296	pdk:PADK2_06615
ko:K02664	pdk:PADK2_26705
ko:K02663	pdk:PADK2_26710
ko:K18691	pdk:PADK2_05515
ko:K21645	pdk:PADK2_28875
ko:K09690	pdk:PADK2_11260
ko:K12994	pdk:PADK2_28985
ko:K09690	pdk:PADK2_29000
ko:K18800	pdk:PADK2_27625
ko:K18893	pdk:PADK2_08185
ko:K18831	pdk:PADK2_08025
ko:K20862	pdk:PADK2_27940
ko:K09892	pdk:PADK2_27650
ko:K18954	pdk:PADK2_01230
ko:K18850	pdk:PADK2_11510
ko:K18930	pdk:PADK2_25330
ko:K01971	pdk:PADK2_14980
ko:K03496	pdk:PADK2_18415
ko:K08363	pdk:PADK2_12180
ko:K03169	pdk:PADK2_12250
ko:K03111	pdk:PADK2_12255
ko:K13060	pdk:PADK2_18565
ko:K03646	pdk:PADK2_20835
ko:K04054	pdk:PADK2_17075
ko:K08151	pdk:PADK2_20015
ko:K11811	pdk:PADK2_13875
ko:K03497	pdk:PADK2_11895
ko:K03111	pdk:PADK2_23765
ko:K11811	pdk:PADK2_28130
ko:K03496	pdk:PADK2_26635
ko:K03497	pdk:PADK2_29550
ko:K03496	pdk:PADK2_29555
ko:K18973	pdk:PADK2_29310
ko:K07665	pdk:PADK2_10370
ko:K19055	pdk:PADK2_16450
ko:K03761	pdk:PADK2_29390
ko:K03976	pdk:PADK2_06440
ko:K12545	pdk:PADK2_07230
ko:K03526	pdk:PADK2_05310
ko:K07665	pdk:PADK2_11845
ko:K00335	pdk:PADK2_11455
ko:K00336	pdk:PADK2_11450
ko:K18991	pdk:PADK2_02840
ko:K19048	pdk:PADK2_11005
ko:K19000	pdk:PADK2_21000
ko:K00986	pdk:PADK2_12095
ko:K07746	pdk:PADK2_24095
ko:K00148	pdk:PADK2_28840
ko:K19129	pdk:PADK2_13120
ko:K02030	pdk:PADK2_27185
ko:K19170	pdk:PADK2_10975
ko:K07326	pdk:PADK2_00205
ko:K05913	pdk:PADK2_03850
ko:K19172	pdk:PADK2_10985
ko:K03668	pdk:PADK2_21080
ko:K06858	pdk:PADK2_04100
ko:K19127	pdk:PADK2_13130
ko:K16291	pdk:PADK2_10105
ko:K19171	pdk:PADK2_10980
ko:K01710	pdk:PADK2_27310
ko:K06893	pdk:PADK2_07610
ko:K19092	pdk:PADK2_24100
ko:K00525	pdk:PADK2_19865
ko:K00525	pdk:PADK2_29225
ko:K22468	pdk:PADK2_13075
ko:K07012	pdk:PADK2_13135
ko:K19130	pdk:PADK2_13115
ko:K02030	pdk:PADK2_27180
ko:K01406	pdk:PADK2_19405
ko:K19128	pdk:PADK2_13125
ko:K12979	pdk:PADK2_23490
ko:K19168	pdk:PADK2_21895
ko:K19169	pdk:PADK2_10970
ko:K07451	pdk:PADK2_10875
ko:K19221	pdk:PADK2_19285
ko:K12349	pdk:PADK2_21480
ko:K19246	pdk:PADK2_19800
ko:K01066	pdk:PADK2_13270
ko:K19344	pdk:PADK2_02600
ko:K01066	pdk:PADK2_28655
ko:K19290	pdk:PADK2_06660
ko:K01992	pdk:PADK2_07270
ko:K01992	pdk:PADK2_27675
ko:K04771	pdk:PADK2_21860
ko:K03722	pdk:PADK2_20460
ko:K19293	pdk:PADK2_06635
ko:K19294	pdk:PADK2_06625
ko:K19295	pdk:PADK2_06620
ko:K19302	pdk:PADK2_04270
ko:K19342	pdk:PADK2_07290
ko:K19345	pdk:PADK2_02595
ko:K07497	pdk:PADK2_14515
ko:K07497	pdk:PADK2_11785
ko:K07497	pdk:PADK2_11790
ko:K19353	pdk:PADK2_23515
ko:K00800	pdk:PADK2_08515
ko:K01795	pdk:PADK2_06640
ko:K00986	pdk:PADK2_23915
ko:K19337	pdk:PADK2_28930
ko:K19337	pdk:PADK2_08415
ko:K19339	pdk:PADK2_07315
ko:K19416	pdk:PADK2_11640
ko:K19340	pdk:PADK2_07300
ko:K19341	pdk:PADK2_07295
ko:K19291	pdk:PADK2_06655
ko:K19292	pdk:PADK2_06650
ko:K19577	pdk:PADK2_22690
ko:K18567	pdk:PADK2_07770
ko:K18567	pdk:PADK2_15190
ko:K11690	pdk:PADK2_27350
ko:K21699	pdk:PADK2_00680
ko:K19586	pdk:PADK2_11905
ko:K19610	pdk:PADK2_21060
ko:K19609	pdk:PADK2_21055
ko:K19585	pdk:PADK2_11900
ko:K19610	pdk:PADK2_11215
ko:K19611	pdk:PADK2_11205
ko:K10024	pdk:PADK2_21255
ko:K03446	pdk:PADK2_19460
ko:K00799	pdk:PADK2_22935
ko:K20261	pdk:PADK2_03605
ko:K20257	pdk:PADK2_20740
ko:K19594	pdk:PADK2_06755
ko:K19713	pdk:PADK2_12840
ko:K07165	pdk:PADK2_15390
ko:K19713	pdk:PADK2_24285
ko:K00992	pdk:PADK2_03010
ko:K19711	pdk:PADK2_21985
ko:K19696	pdk:PADK2_09325
ko:K07666	pdk:PADK2_25350
ko:K08305	pdk:PADK2_04360
ko:K20260	pdk:PADK2_16155
ko:K20260	pdk:PADK2_03615
ko:K19784	pdk:PADK2_19620
ko:K00799	pdk:PADK2_10350
ko:K06131	pdk:PADK2_14890
ko:K06132	pdk:PADK2_28285
ko:K00995	pdk:PADK2_11740
ko:K07147	pdk:PADK2_24925
ko:K13877	pdk:PADK2_19385
ko:K07119	pdk:PADK2_14670
ko:K07119	pdk:PADK2_17465
ko:K15777	pdk:PADK2_10180
ko:K07497	pdk:PADK2_01280
ko:K17722	pdk:PADK2_02220
ko:K13775	pdk:PADK2_09910
ko:K19803	pdk:PADK2_27490
ko:K21636	pdk:PADK2_16035
ko:K09796	pdk:PADK2_05400
ko:K09471	pdk:PADK2_28280
ko:K20971	pdk:PADK2_04450
ko:K11915	pdk:PADK2_00395
ko:K20444	pdk:PADK2_20225
ko:K20265	pdk:PADK2_25495
ko:K20276	pdk:PADK2_16280
ko:K20277	pdk:PADK2_07465
ko:K13061	pdk:PADK2_06880
ko:K20260	pdk:PADK2_03620
ko:K20260	pdk:PADK2_16150
ko:K20262	pdk:PADK2_16120
ko:K20261	pdk:PADK2_16140
ko:K20262	pdk:PADK2_03590
ko:K20320	pdk:PADK2_03765
ko:K20259	pdk:PADK2_12385
ko:K20455	pdk:PADK2_21710
ko:K20534	pdk:PADK2_25575
ko:K20972	pdk:PADK2_25765
ko:K07076	pdk:PADK2_18680
ko:K01214	pdk:PADK2_14865
ko:K11529	pdk:PADK2_18225
ko:K20881	pdk:PADK2_27395
ko:K01046	pdk:PADK2_25545
ko:K20987	pdk:PADK2_14095
ko:K21008	pdk:PADK2_09025
ko:K21006	pdk:PADK2_09015
ko:K21007	pdk:PADK2_09020
ko:K21010	pdk:PADK2_09035
ko:K21011	pdk:PADK2_09040
ko:K16011	pdk:PADK2_14105
ko:K16011	pdk:PADK2_29005
ko:K20997	pdk:PADK2_14110
ko:K20998	pdk:PADK2_14090
ko:K21001	pdk:PADK2_14085
ko:K21002	pdk:PADK2_14080
ko:K21003	pdk:PADK2_14075
ko:K21004	pdk:PADK2_14070
ko:K21005	pdk:PADK2_14065
ko:K20940	pdk:PADK2_03585
ko:K00821	pdk:PADK2_02675
ko:K21135	pdk:PADK2_18550
ko:K21137	pdk:PADK2_00795
ko:K21061	pdk:PADK2_19310
ko:K21021	pdk:PADK2_20070
ko:K21019	pdk:PADK2_22575
ko:K01768	pdk:PADK2_08240
ko:K20973	pdk:PADK2_10255
ko:K20974	pdk:PADK2_17655
ko:K20975	pdk:PADK2_15775
ko:K00840	pdk:PADK2_21225
ko:K21062	pdk:PADK2_19380
ko:K20976	pdk:PADK2_07545
ko:K20977	pdk:PADK2_07540
ko:K20978	pdk:PADK2_07535
ko:K07689	pdk:PADK2_11730
ko:K21053	pdk:PADK2_00750
ko:K21020	pdk:PADK2_00850
ko:K21103	pdk:PADK2_03625
ko:K13877	pdk:PADK2_14570
ko:K21022	pdk:PADK2_20145
ko:K21023	pdk:PADK2_17060
ko:K21024	pdk:PADK2_22755
ko:K21029	pdk:PADK2_24770
ko:K21025	pdk:PADK2_26285
ko:K21009	pdk:PADK2_09030
ko:K08968	pdk:PADK2_10265
ko:K21136	pdk:PADK2_00790
ko:K13609	pdk:PADK2_19390
ko:K21133	pdk:PADK2_18545
ko:K20968	pdk:PADK2_17130
ko:K21134	pdk:PADK2_00800
ko:K21012	pdk:PADK2_09045
ko:K21218	pdk:PADK2_06735
ko:K02314	pdk:PADK2_23685
ko:K06223	pdk:PADK2_23725
ko:K02314	pdk:PADK2_26145
ko:K03676	pdk:PADK2_27140
ko:K07336	pdk:PADK2_23505
ko:K09935	pdk:PADK2_24330
ko:K03546	pdk:PADK2_22315
ko:K06217	pdk:PADK2_04415
ko:K03791	pdk:PADK2_03100
ko:K00560	pdk:PADK2_01715
ko:K00287	pdk:PADK2_01755
ko:K04068	pdk:PADK2_11020
ko:K03553	pdk:PADK2_06255
ko:K02316	pdk:PADK2_02910
ko:K01520	pdk:PADK2_28340
ko:K02335	pdk:PADK2_29205
ko:K03863	pdk:PADK2_26015
ko:K05375	pdk:PADK2_13210
ko:K20938	pdk:PADK2_13530
ko:K20938	pdk:PADK2_13640
ko:K02482	pdk:PADK2_12375
ko:K21253	pdk:PADK2_20025
ko:K00526	pdk:PADK2_19870
ko:K03862	pdk:PADK2_26010
ko:K21420	pdk:PADK2_11570
ko:K21472	pdk:PADK2_29495
ko:K11690	pdk:PADK2_21270
ko:K22044	pdk:PADK2_27100
ko:K21405	pdk:PADK2_04220
ko:K01451	pdk:PADK2_09760
ko:K01420	pdk:PADK2_18000
ko:K07334	pdk:PADK2_24830
ko:K01451	pdk:PADK2_22635
ko:K21711	pdk:PADK2_28920
ko:K10914	pdk:PADK2_01365
ko:K21563	pdk:PADK2_02650
ko:K21498	pdk:PADK2_24825
ko:K21700	pdk:PADK2_00670
ko:K21757	pdk:PADK2_12695
ko:K21825	pdk:PADK2_21235
ko:K21829	pdk:PADK2_04995
ko:K21826	pdk:PADK2_28635
ko:K21831	pdk:PADK2_26095
ko:K21833	pdk:PADK2_28725
ko:K21834	pdk:PADK2_28730
ko:K21830	pdk:PADK2_28195
ko:K21832	pdk:PADK2_28795
ko:K21990	pdk:PADK2_10550
ko:K03892	pdk:PADK2_11855
ko:K05802	pdk:PADK2_18670
ko:K03741	pdk:PADK2_11865
ko:K01816	pdk:PADK2_18215
ko:K22131	pdk:PADK2_02775
ko:K22132	pdk:PADK2_19825
ko:K22067	pdk:PADK2_16750
ko:K03595	pdk:PADK2_21835
ko:K07183	pdk:PADK2_16755
ko:K00304	pdk:PADK2_28820
ko:K00302	pdk:PADK2_28825
ko:K22112	pdk:PADK2_07460
ko:K22209	pdk:PADK2_04120
ko:K22292	pdk:PADK2_08475
ko:K22250	pdk:PADK2_26780
ko:K22296	pdk:PADK2_17695
ko:K22345	pdk:PADK2_21460
ko:K22303	pdk:PADK2_00970
ko:K02257	pdk:PADK2_00580
ko:K02257	pdk:PADK2_19035
ko:K11391	pdk:PADK2_24525
ko:K13566	pdk:PADK2_05340
ko:K11206	pdk:PADK2_23305
ko:K00590	pdk:PADK2_24120
ko:K22491	pdk:PADK2_24750
ko:K22452	pdk:PADK2_10010
ko:K22468	pdk:PADK2_00715
ko:K22549	pdk:PADK2_19320
ko:K22550	pdk:PADK2_19315
ko:K09123	pdk:PADK2_19355
ko:K22548	pdk:PADK2_19375
