ko:K02495	sej:STMUK_3987
ko:K21638	sej:STMUK_1079
ko:K20023	sej:STMUK_3683
ko:K07686	sej:STMUK_3776
ko:K20265	sej:STMUK_2389
ko:K20276	sej:STMUK_2724
ko:K19591	sej:STMUK_0506
ko:K01612	sej:STMUK_2911
ko:K01236	sej:STMUK_1529
ko:K20542	sej:STMUK_3602
ko:K20534	sej:STMUK_4189
ko:K20543	sej:STMUK_3601
ko:K20534	sej:STMUK_0564
ko:K20541	sej:STMUK_3603
ko:K21394	sej:STMUK_3657
ko:K22132	sej:STMUK_2975
ko:K20609	sej:STMUK_1581
ko:K01214	sej:STMUK_1527
ko:K02438	sej:STMUK_3522
ko:K21029	sej:STMUK_0850
ko:K21021	sej:STMUK_2707
ko:K21023	sej:STMUK_3374
ko:K21084	sej:STMUK_2153
ko:K21085	sej:STMUK_1965
ko:K21086	sej:STMUK_3596
ko:K21087	sej:STMUK_1770
ko:K21089	sej:STMUK_2190
ko:K21090	sej:STMUK_1800
ko:K00525	sej:STMUK_2796
ko:K00526	sej:STMUK_2797
ko:K06217	sej:STMUK_0674
ko:K02335	sej:STMUK_3983
ko:K02315	sej:STMUK_4530
ko:K03676	sej:STMUK_3688
ko:K01520	sej:STMUK_3717
ko:K06903	sej:STMUK_4187
ko:K06905	sej:STMUK_4192
ko:K06908	sej:STMUK_4197
ko:K06907	sej:STMUK_4198
ko:K04068	sej:STMUK_4436
ko:K02314	sej:STMUK_4231
ko:K14744	sej:STMUK_0996
ko:K07313	sej:STMUK_1826
ko:K06217	sej:STMUK_1094
ko:K06223	sej:STMUK_3470
ko:K11089	sej:STMUK_3506
ko:K00558	sej:STMUK_1970
ko:K14744	sej:STMUK_2645
ko:K02316	sej:STMUK_3199
ko:K06904	sej:STMUK_2001
ko:K06952	sej:STMUK_2023
ko:K06866	sej:STMUK_2682
ko:K06919	sej:STMUK_2733
ko:K06191	sej:STMUK_2794
ko:K06904	sej:STMUK_2266
ko:K00560	sej:STMUK_2989
ko:K00857	sej:STMUK_1723
ko:K06197	sej:STMUK_1742
ko:K03546	sej:STMUK_0401
ko:K03292	sej:STMUK_0151
ko:K05934	sej:STMUK_2057
ko:K21393	sej:STMUK_3658
ko:K21395	sej:STMUK_3659
ko:K21449	sej:STMUK_3677
ko:K21470	sej:STMUK_0961
ko:K21602	sej:STMUK_3653
ko:K21645	sej:STMUK_0770
ko:K21739	sej:STMUK_0569
ko:K21740	sej:STMUK_0570
ko:K21741	sej:STMUK_0571
ko:K21746	sej:STMUK_0568
ko:K21698	sej:STMUK_3353
ko:K21695	sej:STMUK_3352
ko:K21759	sej:STMUK_2912
ko:K21948	sej:STMUK_2906
ko:K21990	sej:STMUK_2423
ko:K22041	sej:STMUK_1181
ko:K22024	sej:STMUK_0165
ko:K22044	sej:STMUK_0831
ko:K22025	sej:STMUK_2903
ko:K22051	sej:STMUK_4332
ko:K08319	sej:STMUK_2907
ko:K22131	sej:STMUK_2904
ko:K01816	sej:STMUK_0525
ko:K14274	sej:STMUK_2703
ko:K03595	sej:STMUK_2612
ko:K22130	sej:STMUK_2905
ko:K22129	sej:STMUK_0164
ko:K22105	sej:STMUK_4111
ko:K22104	sej:STMUK_3326
ko:K22110	sej:STMUK_4036
ko:K22110	sej:STMUK_1099
ko:K22110	sej:STMUK_3999
ko:K22270	sej:STMUK_2205
ko:K03079	sej:STMUK_3662
ko:K08994	sej:STMUK_1492
ko:K03078	sej:STMUK_3661
ko:K03077	sej:STMUK_0102
ko:K15634	sej:STMUK_4572
ko:K22397	sej:STMUK_3517
ko:K22293	sej:STMUK_1474
ko:K13566	sej:STMUK_0314
ko:K11206	sej:STMUK_0636
ko:K22488	sej:STMUK_2863
ko:K22489	sej:STMUK_2909
ko:K07319	sej:STMUK_p033
ko:K22501	sej:STMUK_1766
ko:K00424	sej:STMUK_0748
ko:K22487	sej:STMUK_2861
ko:K22505	sej:STMUK_2860
ko:K22512	sej:STMUK_2884
ko:K22506	sej:STMUK_2883
ko:K22504	sej:STMUK_2887
ko:K22508	sej:STMUK_2878
ko:K22509	sej:STMUK_2877
ko:K22510	sej:STMUK_2876
ko:K22511	sej:STMUK_2886
ko:K22513	sej:STMUK_2882
ko:K22514	sej:STMUK_2881
