ko:K02548	ypg:YpAngola_A0111
ko:K03722	ypg:YpAngola_A2406
ko:K01138	ypg:YpAngola_A3379
ko:K19267	ypg:YpAngola_A2844
ko:K19337	ypg:YpAngola_A2413
ko:K19334	ypg:YpAngola_A4041
ko:K19302	ypg:YpAngola_A1557
ko:K19304	ypg:YpAngola_A2416
ko:K19333	ypg:YpAngola_A2653
ko:K19303	ypg:YpAngola_A2570
ko:K19577	ypg:YpAngola_A3250
ko:K07489	ypg:YpAngola_A0178
ko:K19775	ypg:YpAngola_A1106
ko:K19745	ypg:YpAngola_A1200
ko:K19778	ypg:YpAngola_A3563
ko:K13060	ypg:YpAngola_A0183
ko:K11904	ypg:YpAngola_A2983
ko:K00799	ypg:YpAngola_A1542
ko:K15777	ypg:YpAngola_A0288
ko:K19802	ypg:YpAngola_A2387
ko:K19803	ypg:YpAngola_A1502
ko:K19804	ypg:YpAngola_A2234
ko:K19810	ypg:YpAngola_A0720
ko:K15540	ypg:YpAngola_A2694
ko:K07263	ypg:YpAngola_A4069
ko:K21636	ypg:YpAngola_A4035
ko:K20268	ypg:YpAngola_A1787
ko:K20264	ypg:YpAngola_A1688
ko:K19591	ypg:YpAngola_A1266
ko:K22443	ypg:YpAngola_A1753
ko:K22132	ypg:YpAngola_A3224
ko:K20885	ypg:YpAngola_A1733
ko:K21021	ypg:YpAngola_A0820
ko:K22025	ypg:YpAngola_A2246
ko:K21086	ypg:YpAngola_A4072
ko:K21087	ypg:YpAngola_A3299
ko:K08968	ypg:YpAngola_A2665
ko:K20968	ypg:YpAngola_B0050
ko:K21470	ypg:YpAngola_A1973
ko:K21698	ypg:YpAngola_A1178
ko:K21695	ypg:YpAngola_A1177
ko:K21936	ypg:YpAngola_A0654
ko:K21948	ypg:YpAngola_A1458
ko:K22015	ypg:YpAngola_A0729
ko:K22051	ypg:YpAngola_A0711
ko:K22105	ypg:YpAngola_A0120
ko:K22131	ypg:YpAngola_A1461
ko:K22110	ypg:YpAngola_A4063
ko:K22110	ypg:YpAngola_A2649
ko:K03079	ypg:YpAngola_A0931
ko:K22444	ypg:YpAngola_A1752
ko:K03077	ypg:YpAngola_A0923
ko:K22278	ypg:YpAngola_A1692
ko:K03077	ypg:YpAngola_A2239
ko:K02257	ypg:YpAngola_A3064
ko:K11391	ypg:YpAngola_A1094
ko:K13566	ypg:YpAngola_A3333
ko:K00590	ypg:YpAngola_A1242
ko:K07319	ypg:YpAngola_0132
ko:K00424	ypg:YpAngola_A1390
ko:K22601	ypg:YpAngola_A3453
