ko:K02495	seen:SE451236_00885
ko:K06905	seen:SE451236_04065
ko:K06908	seen:SE451236_04095
ko:K06907	seen:SE451236_04100
ko:K02314	seen:SE451236_04265
ko:K01520	seen:SE451236_02260
ko:K03676	seen:SE451236_02410
ko:K04068	seen:SE451236_05285
ko:K03292	seen:SE451236_06765
ko:K05934	seen:SE451236_16345
ko:K22044	seen:SE451236_10155
ko:K21393	seen:SE451236_02560
ko:K21395	seen:SE451236_02555
ko:K21449	seen:SE451236_02465
ko:K21470	seen:SE451236_10810
ko:K21602	seen:SE451236_02585
ko:K21645	seen:SE451236_09850
ko:K21739	seen:SE451236_08840
ko:K21740	seen:SE451236_08845
ko:K21741	seen:SE451236_08850
ko:K21746	seen:SE451236_08835
ko:K21698	seen:SE451236_22955
ko:K21695	seen:SE451236_22950
ko:K21759	seen:SE451236_20710
ko:K21948	seen:SE451236_20680
ko:K21990	seen:SE451236_18170
ko:K22041	seen:SE451236_11920
ko:K22015	seen:SE451236_04460
ko:K22015	seen:SE451236_04455
ko:K22024	seen:SE451236_06835
ko:K22025	seen:SE451236_20665
ko:K22051	seen:SE451236_04770
ko:K08319	seen:SE451236_20685
ko:K22131	seen:SE451236_20670
ko:K01816	seen:SE451236_08620
ko:K14274	seen:SE451236_19580
ko:K22130	seen:SE451236_20675
ko:K03595	seen:SE451236_19120
ko:K22129	seen:SE451236_06830
ko:K22105	seen:SE451236_00255
ko:K22104	seen:SE451236_22815
ko:K22110	seen:SE451236_00635
ko:K22110	seen:SE451236_11500
ko:K22110	seen:SE451236_00830
ko:K22270	seen:SE451236_17080
ko:K03079	seen:SE451236_02540
ko:K08994	seen:SE451236_13520
ko:K03078	seen:SE451236_02545
ko:K03077	seen:SE451236_02535
ko:K15634	seen:SE451236_05945
ko:K22397	seen:SE451236_03250
ko:K22293	seen:SE451236_13430
ko:K13566	seen:SE451236_07570
ko:K11206	seen:SE451236_09180
ko:K22488	seen:SE451236_20465
ko:K22486	seen:SE451236_20475
ko:K22489	seen:SE451236_20695
ko:K22501	seen:SE451236_14910
ko:K00424	seen:SE451236_09735
ko:K22487	seen:SE451236_20455
ko:K22505	seen:SE451236_20450
ko:K22512	seen:SE451236_20570
ko:K22506	seen:SE451236_20565
ko:K22504	seen:SE451236_20585
ko:K22508	seen:SE451236_20540
ko:K22509	seen:SE451236_20535
ko:K22510	seen:SE451236_20530
ko:K22511	seen:SE451236_20580
ko:K22513	seen:SE451236_20560
ko:K22514	seen:SE451236_20555
