ko:K10563	ecx:EcHS_A3844
ko:K14225	ecx:EcHS_A4697
ko:K00674	ecx:EcHS_A0168
ko:K14225	ecx:EcHS_A4671
ko:K14225	ecx:EcHS_A4724
ko:K14225	ecx:EcHS_A4725
ko:K14225	ecx:EcHS_A4723
ko:K21906	ecx:EcHS_A3717
ko:K15035	ecx:EcHS_A4764
ko:K14227	ecx:EcHS_A4641
ko:K14227	ecx:EcHS_A4704
ko:K14227	ecx:EcHS_A4714
ko:K14226	ecx:EcHS_A4711
ko:K01978	ecx:EcHS_A4778
ko:K14219	ecx:EcHS_A4678
ko:K07273	ecx:EcHS_A2238
ko:K14237	ecx:EcHS_A4667
ko:K14237	ecx:EcHS_A4668
ko:K21029	ecx:EcHS_A0884
ko:K01980	ecx:EcHS_A4794
ko:K01980	ecx:EcHS_A4790
ko:K01980	ecx:EcHS_A4801
ko:K01980	ecx:EcHS_A4762
ko:K01980	ecx:EcHS_A4806
ko:K01980	ecx:EcHS_A4784
ko:K01980	ecx:EcHS_A4733
ko:K14222	ecx:EcHS_A4670
ko:K14170	ecx:EcHS_A2756
ko:K14261	ecx:EcHS_A2516
ko:K00094	ecx:EcHS_A2227
ko:K14230	ecx:EcHS_A4693
ko:K14230	ecx:EcHS_A4694
ko:K14230	ecx:EcHS_A4695
ko:K14230	ecx:EcHS_A4696
ko:K14230	ecx:EcHS_A4700
ko:K01175	ecx:EcHS_A0733
ko:K14232	ecx:EcHS_A4713
ko:K14219	ecx:EcHS_A4688
ko:K14219	ecx:EcHS_A4689
ko:K14219	ecx:EcHS_A4691
ko:K14219	ecx:EcHS_A4690
ko:K03722	ecx:EcHS_A1896
ko:K14588	ecx:EcHS_A0126
ko:K14591	ecx:EcHS_A0458
ko:K06946	ecx:EcHS_A2138
ko:K14977	ecx:EcHS_A0589
ko:K14682	ecx:EcHS_A2964
ko:K07497	ecx:EcHS_A0141
ko:K01138	ecx:EcHS_A1583
ko:K01066	ecx:EcHS_A0553
ko:K16013	ecx:EcHS_A0991
ko:K01146	ecx:EcHS_A2942
ko:K03526	ecx:EcHS_A2666
ko:K14742	ecx:EcHS_A1895
ko:K14762	ecx:EcHS_A3810
ko:K16012	ecx:EcHS_A0990
ko:K15256	ecx:EcHS_A1964
ko:K15257	ecx:EcHS_A1965
ko:K15584	ecx:EcHS_A3675
ko:K15587	ecx:EcHS_A3678
ko:K15580	ecx:EcHS_A1446
ko:K15586	ecx:EcHS_A3677
ko:K10824	ecx:EcHS_A3679
ko:K15580	ecx:EcHS_A1352
ko:K15547	ecx:EcHS_A4326
ko:K15549	ecx:EcHS_A4327
ko:K15550	ecx:EcHS_A4325
ko:K15545	ecx:EcHS_A1668
ko:K15552	ecx:EcHS_A0431
ko:K16301	ecx:EcHS_A1134
ko:K15738	ecx:EcHS_A1058
ko:K15554	ecx:EcHS_A1043
ko:K15461	ecx:EcHS_A2475
ko:K15540	ecx:EcHS_A0143
ko:K15553	ecx:EcHS_A1045
ko:K02428	ecx:EcHS_A3114
ko:K15633	ecx:EcHS_A3824
ko:K15773	ecx:EcHS_A1591
ko:K15551	ecx:EcHS_A0428
ko:K15724	ecx:EcHS_A0160
ko:K15722	ecx:EcHS_A1812
ko:K15735	ecx:EcHS_A2799
ko:K10831	ecx:EcHS_A0430
ko:K15582	ecx:EcHS_A1354
ko:K04765	ecx:EcHS_A2925
ko:K15736	ecx:EcHS_A2795
ko:K15737	ecx:EcHS_A2794
ko:K00254	ecx:EcHS_A1054
ko:K01692	ecx:EcHS_A1480
ko:K18140	ecx:EcHS_A3457
ko:K15723	ecx:EcHS_A2937
ko:K15835	ecx:EcHS_A2563
ko:K15833	ecx:EcHS_A2861
ko:K15827	ecx:EcHS_A2860
ko:K15460	ecx:EcHS_A2731
ko:K15585	ecx:EcHS_A3676
ko:K15828	ecx:EcHS_A2859
ko:K15583	ecx:EcHS_A1355
ko:K15836	ecx:EcHS_A2868
ko:K15539	ecx:EcHS_A2667
ko:K16348	ecx:EcHS_A4391
ko:K15536	ecx:EcHS_A4489
ko:K16347	ecx:EcHS_A4390
ko:K01082	ecx:EcHS_A4468
ko:K15342	ecx:EcHS_A2894
ko:K15830	ecx:EcHS_A2857
ko:K15832	ecx:EcHS_A2855
ko:K15834	ecx:EcHS_A2854
ko:K15268	ecx:EcHS_A1622
ko:K15829	ecx:EcHS_A2858
ko:K15866	ecx:EcHS_A1481
ko:K15977	ecx:EcHS_A2695
ko:K03712	ecx:EcHS_A1612
ko:K15984	ecx:EcHS_A3697
ko:K15974	ecx:EcHS_A2820
ko:K15977	ecx:EcHS_A3289
ko:K18968	ecx:EcHS_A0453
ko:K18843	ecx:EcHS_A1522
ko:K16135	ecx:EcHS_A1887
ko:K07497	ecx:EcHS_A4529
ko:K07497	ecx:EcHS_A3970
ko:K07497	ecx:EcHS_A3021
ko:K07497	ecx:EcHS_A2788
ko:K07497	ecx:EcHS_A2066
ko:K07497	ecx:EcHS_A1991
ko:K07497	ecx:EcHS_A1260
ko:K07497	ecx:EcHS_A0435
ko:K07497	ecx:EcHS_A0347
ko:K07497	ecx:EcHS_A0326
ko:K07497	ecx:EcHS_A0281
ko:K07483	ecx:EcHS_A4530
ko:K07483	ecx:EcHS_A3971
ko:K07483	ecx:EcHS_A3022
ko:K07483	ecx:EcHS_A2789
ko:K07483	ecx:EcHS_A1990
ko:K07483	ecx:EcHS_A1261
ko:K07483	ecx:EcHS_A0436
ko:K07483	ecx:EcHS_A0346
ko:K07483	ecx:EcHS_A0325
ko:K07483	ecx:EcHS_A0280
ko:K07480	ecx:EcHS_A3688
ko:K07480	ecx:EcHS_A3240
ko:K07480	ecx:EcHS_A3145
ko:K07480	ecx:EcHS_A3091
ko:K07480	ecx:EcHS_A3007
ko:K07480	ecx:EcHS_A2785
ko:K07480	ecx:EcHS_A2650
ko:K07480	ecx:EcHS_A2416
ko:K07480	ecx:EcHS_A1779
ko:K07480	ecx:EcHS_A1651
ko:K07480	ecx:EcHS_A1530
ko:K07480	ecx:EcHS_A1386
ko:K07480	ecx:EcHS_A1140
ko:K07480	ecx:EcHS_A0780
ko:K07480	ecx:EcHS_A2655
ko:K07480	ecx:EcHS_A2761
ko:K16092	ecx:EcHS_A4200
ko:K16138	ecx:EcHS_A1693
ko:K16139	ecx:EcHS_A1691
ko:K16089	ecx:EcHS_A2289
ko:K16088	ecx:EcHS_A1224
ko:K02503	ecx:EcHS_A1226
ko:K16090	ecx:EcHS_A0860
ko:K16136	ecx:EcHS_A1695
ko:K16140	ecx:EcHS_A1690
ko:K16137	ecx:EcHS_A1726
ko:K09022	ecx:EcHS_A3301
ko:K16052	ecx:EcHS_A1447
ko:K12516	ecx:EcHS_A1488
ko:K16053	ecx:EcHS_A0624
ko:K07347	ecx:EcHS_A2245
ko:K10013	ecx:EcHS_A2460
ko:K16066	ecx:EcHS_A1629
ko:K16074	ecx:EcHS_A1459
ko:K16346	ecx:EcHS_A3042
ko:K16321	ecx:EcHS_A4547
ko:K16322	ecx:EcHS_A3167
ko:K11645	ecx:EcHS_A2233
ko:K16370	ecx:EcHS_A1804
ko:K16322	ecx:EcHS_A3692
ko:K16371	ecx:EcHS_A2231
ko:K16329	ecx:EcHS_A2302
ko:K18842	ecx:EcHS_A4477
ko:K16325	ecx:EcHS_A2297
ko:K04015	ecx:EcHS_A4318
ko:K16326	ecx:EcHS_A2299
ko:K16328	ecx:EcHS_A2303
ko:K04014	ecx:EcHS_A4317
ko:K16263	ecx:EcHS_A4382
ko:K16291	ecx:EcHS_A2113
ko:K16264	ecx:EcHS_A0806
ko:K16704	ecx:EcHS_A4007
ko:K00370	ecx:EcHS_A1552
ko:K19234	ecx:EcHS_A1759
ko:K19230	ecx:EcHS_A1404
ko:K16692	ecx:EcHS_A1090
ko:K16692	ecx:EcHS_A2191
ko:K18831	ecx:EcHS_A3264
ko:K07012	ecx:EcHS_A2901
ko:K07091	ecx:EcHS_A3160
ko:K18141	ecx:EcHS_A3458
ko:K19235	ecx:EcHS_A0876
ko:K16868	ecx:EcHS_A1511
ko:K15634	ecx:EcHS_A4631
ko:K03585	ecx:EcHS_A0539
ko:K01990	ecx:EcHS_A0131
ko:K00374	ecx:EcHS_A1549
ko:K19353	ecx:EcHS_A4189
ko:K17247	ecx:EcHS_A2073
ko:K11209	ecx:EcHS_A2452
ko:K19227	ecx:EcHS_A1407
ko:K17713	ecx:EcHS_A2663
ko:K19416	ecx:EcHS_A1078
ko:K01992	ecx:EcHS_A0132
ko:K01992	ecx:EcHS_A0846
ko:K01992	ecx:EcHS_A0847
ko:K01992	ecx:EcHS_A3684
ko:K05601	ecx:EcHS_A0977
ko:K15841	ecx:EcHS_A4760
ko:K19221	ecx:EcHS_A1379
ko:K17686	ecx:EcHS_A0563
ko:K19789	ecx:EcHS_A2322
ko:K17722	ecx:EcHS_A2280
ko:K17723	ecx:EcHS_A2281
ko:K17758	ecx:EcHS_A4408
ko:K17759	ecx:EcHS_A4408
ko:K17938	ecx:EcHS_A0442
ko:K18148	ecx:EcHS_A0262
ko:K22597	ecx:EcHS_A1424
ko:K18142	ecx:EcHS_A3459
ko:K17948	ecx:EcHS_A4535
ko:K21469	ecx:EcHS_A2566
ko:K03605	ecx:EcHS_A3173
ko:K08156	ecx:EcHS_A0463
ko:K18324	ecx:EcHS_A2599
ko:K18326	ecx:EcHS_A2219
ko:K18997	ecx:EcHS_A1111
ko:K19540	ecx:EcHS_A3566
ko:K19577	ecx:EcHS_A1736
ko:K21637	ecx:EcHS_A4554
ko:K18471	ecx:EcHS_A1855
ko:K18478	ecx:EcHS_A4103
ko:K01671	ecx:EcHS_A4105
ko:K18446	ecx:EcHS_A3231
ko:K18507	ecx:EcHS_A4787
ko:K18522	ecx:EcHS_A4769
ko:K18531	ecx:EcHS_A4125
ko:K18525	ecx:EcHS_A4788
ko:K18521	ecx:EcHS_A4768
ko:K18518	ecx:EcHS_A4746
ko:K18504	ecx:EcHS_A4781
ko:K18505	ecx:EcHS_A4792
ko:K18511	ecx:EcHS_A4766
ko:K18512	ecx:EcHS_A4744
ko:K18530	ecx:EcHS_A4126
ko:K18508	ecx:EcHS_A4738
ko:K18513	ecx:EcHS_A4756
ko:K18523	ecx:EcHS_A4770
ko:K18520	ecx:EcHS_A4754
ko:K19591	ecx:EcHS_A0566
ko:K18502	ecx:EcHS_A4751
ko:K18503	ecx:EcHS_A4736
ko:K18515	ecx:EcHS_A4767
ko:K18516	ecx:EcHS_A4797
ko:K18528	ecx:EcHS_A4798
ko:K18527	ecx:EcHS_A4796
ko:K18691	ecx:EcHS_A2711
ko:K08968	ecx:EcHS_A1923
ko:K18697	ecx:EcHS_A2713
ko:K18702	ecx:EcHS_A2508
ko:K18765	ecx:EcHS_A3442
ko:K18850	ecx:EcHS_A1248
ko:K18837	ecx:EcHS_A2140
ko:K18889	ecx:EcHS_A0525
ko:K18864	ecx:EcHS_A4752
ko:K18862	ecx:EcHS_A1322
ko:K18862	ecx:EcHS_A1323
ko:K18862	ecx:EcHS_A3736
ko:K07171	ecx:EcHS_A2926
ko:K18827	ecx:EcHS_A2169
ko:K18865	ecx:EcHS_A4753
ko:K18867	ecx:EcHS_A4772
ko:K18868	ecx:EcHS_A4775
ko:K21645	ecx:EcHS_A4555
ko:K18920	ecx:EcHS_A3758
ko:K11741	ecx:EcHS_A4392
ko:K12994	ecx:EcHS_A2167
ko:K12995	ecx:EcHS_A2166
ko:K18841	ecx:EcHS_A4478
ko:K18869	ecx:EcHS_A4776
ko:K18899	ecx:EcHS_A3716
ko:K20861	ecx:EcHS_A0906
ko:K20866	ecx:EcHS_A4110
ko:K20881	ecx:EcHS_A3595
ko:K20862	ecx:EcHS_A4037
ko:K07319	ecx:EcHS_A3455
ko:K18800	ecx:EcHS_A3065
ko:K18778	ecx:EcHS_A0107
ko:K18657	ecx:EcHS_A1055
ko:K18890	ecx:EcHS_A0526
ko:K18929	ecx:EcHS_A0360
ko:K18898	ecx:EcHS_A3715
ko:K22044	ecx:EcHS_A0863
ko:K18839	ecx:EcHS_A4369
ko:K03976	ecx:EcHS_A0558
ko:K19055	ecx:EcHS_A1873
ko:K07497	ecx:EcHS_A3760
ko:K18979	ecx:EcHS_A4409
ko:K18988	ecx:EcHS_A0439
ko:K19046	ecx:EcHS_A2898
ko:K19000	ecx:EcHS_A0191
ko:K19229	ecx:EcHS_A1405
ko:K07452	ecx:EcHS_A4532
ko:K19147	ecx:EcHS_A4531
ko:K19155	ecx:EcHS_A3320
ko:K19156	ecx:EcHS_A3319
ko:K19157	ecx:EcHS_A0253
ko:K19222	ecx:EcHS_A1767
ko:K19166	ecx:EcHS_A3265
ko:K19226	ecx:EcHS_A1408
ko:K19123	ecx:EcHS_A2899
ko:K19236	ecx:EcHS_A1236
ko:K19158	ecx:EcHS_A2155
ko:K19238	ecx:EcHS_A2405
ko:K22444	ecx:EcHS_A1891
ko:K19124	ecx:EcHS_A2897
ko:K19228	ecx:EcHS_A1406
ko:K19125	ecx:EcHS_A2896
ko:K19126	ecx:EcHS_A2895
ko:K19159	ecx:EcHS_A2156
ko:K19168	ecx:EcHS_A3055
ko:K19270	ecx:EcHS_A2442
ko:K19265	ecx:EcHS_A3180
ko:K19335	ecx:EcHS_A4506
ko:K19267	ecx:EcHS_A4466
ko:K19337	ecx:EcHS_A1946
ko:K19338	ecx:EcHS_A2111
ko:K19304	ecx:EcHS_A1949
ko:K19334	ecx:EcHS_A4507
ko:K19302	ecx:EcHS_A0902
ko:K19270	ecx:EcHS_A1808
ko:K19354	ecx:EcHS_A3827
ko:K19336	ecx:EcHS_A4505
ko:K19333	ecx:EcHS_A1918
ko:K19303	ecx:EcHS_A1734
ko:K21636	ecx:EcHS_A4492
ko:K19611	ecx:EcHS_A0633
ko:K02257	ecx:EcHS_A0503
ko:K19688	ecx:EcHS_A0896
ko:K02495	ecx:EcHS_A4092
ko:K19775	ecx:EcHS_A3281
ko:K19745	ecx:EcHS_A3443
ko:K19777	ecx:EcHS_A3712
ko:K19778	ecx:EcHS_A3711
ko:K19776	ecx:EcHS_A3907
ko:K00799	ecx:EcHS_A0899
ko:K06131	ecx:EcHS_A0843
ko:K00799	ecx:EcHS_A2451
ko:K06132	ecx:EcHS_A1167
ko:K15777	ecx:EcHS_A3216
ko:K19784	ecx:EcHS_A3927
ko:K13069	ecx:EcHS_A1625
ko:K19802	ecx:EcHS_A1440
ko:K19803	ecx:EcHS_A2312
ko:K19804	ecx:EcHS_A1391
ko:K19810	ecx:EcHS_A4388
ko:K19956	ecx:EcHS_A3089
ko:K20265	ecx:EcHS_A1577
ko:K20266	ecx:EcHS_A2647
ko:K20543	ecx:EcHS_A3734
ko:K22443	ecx:EcHS_A1890
ko:K21394	ecx:EcHS_A3781
ko:K22111	ecx:EcHS_A4534
ko:K22132	ecx:EcHS_A2956
ko:K21086	ecx:EcHS_A3728
ko:K21087	ecx:EcHS_A1297
ko:K21088	ecx:EcHS_A1458
ko:K21021	ecx:EcHS_A2763
ko:K21028	ecx:EcHS_A1841
ko:K21090	ecx:EcHS_A1905
ko:K21091	ecx:EcHS_A4742
ko:K21393	ecx:EcHS_A3782
ko:K21395	ecx:EcHS_A3783
ko:K21449	ecx:EcHS_A3814
ko:K21470	ecx:EcHS_A1032
ko:K22105	ecx:EcHS_A4197
ko:K21498	ecx:EcHS_A0560
ko:K21498	ecx:EcHS_A1562
ko:K21602	ecx:EcHS_A3778
ko:K08319	ecx:EcHS_A2874
ko:K21739	ecx:EcHS_A0356
ko:K21741	ecx:EcHS_A0355
ko:K21742	ecx:EcHS_A3238
ko:K21746	ecx:EcHS_A0358
ko:K21698	ecx:EcHS_A3432
ko:K21695	ecx:EcHS_A3431
ko:K21948	ecx:EcHS_A2875
ko:K21963	ecx:EcHS_A0348
ko:K21976	ecx:EcHS_A1262
ko:K21990	ecx:EcHS_A2499
ko:K22041	ecx:EcHS_A1234
ko:K22015	ecx:EcHS_A4324
ko:K22051	ecx:EcHS_A4401
ko:K21972	ecx:EcHS_A1258
ko:K21973	ecx:EcHS_A1259
ko:K22131	ecx:EcHS_A2877
ko:K05275	ecx:EcHS_A1489
ko:K22130	ecx:EcHS_A2876
ko:K22104	ecx:EcHS_A3414
ko:K22110	ecx:EcHS_A4536
ko:K22214	ecx:EcHS_A3078
ko:K03079	ecx:EcHS_A3786
ko:K03078	ecx:EcHS_A3785
ko:K03077	ecx:EcHS_A3787
ko:K22293	ecx:EcHS_A1630
ko:K22302	ecx:EcHS_A0290
ko:K13566	ecx:EcHS_A0247
ko:K11206	ecx:EcHS_A0677
ko:K22488	ecx:EcHS_A3011
ko:K22501	ecx:EcHS_A1088
ko:K00424	ecx:EcHS_A0787
ko:K22487	ecx:EcHS_A3009
ko:K22508	ecx:EcHS_A3017
ko:K22509	ecx:EcHS_A3016
ko:K22514	ecx:EcHS_A3020
ko:K22510	ecx:EcHS_A3014
ko:K22486	ecx:EcHS_A3000
