ko:K07497	ecr:ECIAI1_0380
ko:K10984	ecr:ECIAI1_3288
ko:K02080	ecr:ECIAI1_3291
ko:K07497	ecr:ECIAI1_0379
ko:K13497	ecr:ECIAI1_1283
ko:K08326	ecr:ECIAI1_2451
ko:K13896	ecr:ECIAI1_2262
ko:K13639	ecr:ECIAI1_4295
ko:K13893	ecr:ECIAI1_2259
ko:K02058	ecr:ECIAI1_2601
ko:K13891	ecr:ECIAI1_0871
ko:K13894	ecr:ECIAI1_2260
ko:K00121	ecr:ECIAI1_0357
ko:K13620	ecr:ECIAI1_2131
ko:K02484	ecr:ECIAI1_2048
ko:K02056	ecr:ECIAI1_2600
ko:K02477	ecr:ECIAI1_2447
ko:K14220	ecr:ECIAI1_tRNA17
ko:K14220	ecr:ECIAI1_tRNA70
ko:K14220	ecr:ECIAI1_tRNA18
ko:K14220	ecr:ECIAI1_tRNA19
ko:K14238	ecr:ECIAI1_tRNA31
ko:K14237	ecr:ECIAI1_tRNA11
ko:K14237	ecr:ECIAI1_tRNA24
ko:K14237	ecr:ECIAI1_tRNA22
ko:K14237	ecr:ECIAI1_tRNA9
ko:K14237	ecr:ECIAI1_tRNA23
ko:K14232	ecr:ECIAI1_tRNA55
ko:K01983	ecr:ECIAI1_miscRNA_11
ko:K14221	ecr:ECIAI1_tRNA3
ko:K14221	ecr:ECIAI1_tRNA33
ko:K14221	ecr:ECIAI1_tRNA4
ko:K05847	ecr:ECIAI1_2207
ko:K14219	ecr:ECIAI1_tRNA7
ko:K14229	ecr:ECIAI1_tRNA10
ko:K14229	ecr:ECIAI1_tRNA14
ko:K14229	ecr:ECIAI1_tRNA25
ko:K14229	ecr:ECIAI1_tRNA12
ko:K14229	ecr:ECIAI1_tRNA13
ko:K14229	ecr:ECIAI1_tRNA8
ko:K14228	ecr:ECIAI1_tRNA50
ko:K14233	ecr:ECIAI1_tRNA62
ko:K14228	ecr:ECIAI1_tRNA59
ko:K14228	ecr:ECIAI1_tRNA81
ko:K01070	ecr:ECIAI1_0356
ko:K02055	ecr:ECIAI1_1436
ko:K13498	ecr:ECIAI1_1282
ko:K08281	ecr:ECIAI1_1831
ko:K13635	ecr:ECIAI1_2068
ko:K13630	ecr:ECIAI1_1545
ko:K13632	ecr:ECIAI1_1544
ko:K13684	ecr:ECIAI1_2132
ko:K13683	ecr:ECIAI1_2130
ko:K13574	ecr:ECIAI1_0839
ko:K07797	ecr:ECIAI1_2433
ko:K07786	ecr:ECIAI1_2432
ko:K13654	ecr:ECIAI1_1447
ko:K13771	ecr:ECIAI1_4411
ko:K03292	ecr:ECIAI1_3831
ko:K06221	ecr:ECIAI1_3161
ko:K00941	ecr:ECIAI1_2177
ko:K01977	ecr:ECIAI1_16S_1
ko:K01977	ecr:ECIAI1_16S_2
ko:K01977	ecr:ECIAI1_16S_4
ko:K01977	ecr:ECIAI1_16S_7
ko:K01977	ecr:ECIAI1_16S_3
ko:K01977	ecr:ECIAI1_16S_6
ko:K01977	ecr:ECIAI1_16S_5
ko:K03605	ecr:ECIAI1_1016
ko:K07474	ecr:ECIAI1_2648
ko:K07250	ecr:ECIAI1_2758
ko:K14187	ecr:ECIAI1_2721
ko:K07497	ecr:ECIAI1_0806
ko:K03077	ecr:ECIAI1_0061
ko:K14230	ecr:ECIAI1_tRNA80
ko:K14230	ecr:ECIAI1_tRNA84
ko:K14233	ecr:ECIAI1_tRNA71
ko:K07713	ecr:ECIAI1_4219
ko:K01990	ecr:ECIAI1_0830
ko:K14347	ecr:ECIAI1_2467
ko:K14392	ecr:ECIAI1_3401
ko:K14233	ecr:ECIAI1_tRNA78
ko:K14236	ecr:ECIAI1_tRNA75
ko:K14236	ecr:ECIAI1_tRNA76
ko:K14236	ecr:ECIAI1_tRNA43
ko:K14260	ecr:ECIAI1_2364
ko:K14228	ecr:ECIAI1_tRNA37
ko:K14228	ecr:ECIAI1_tRNA53
ko:K14228	ecr:ECIAI1_tRNA51
ko:K14228	ecr:ECIAI1_tRNA52
ko:K19162	ecr:ECIAI1_0464
ko:K21901	ecr:ECIAI1_3655
ko:K07771	ecr:ECIAI1_4343
ko:K07791	ecr:ECIAI1_4371
ko:K21907	ecr:ECIAI1_3660
ko:K05499	ecr:ECIAI1_4139
ko:K14232	ecr:ECIAI1_tRNA20
ko:K14234	ecr:ECIAI1_tRNA45
ko:K14234	ecr:ECIAI1_tRNA58
ko:K14224	ecr:ECIAI1_tRNA32
ko:K14224	ecr:ECIAI1_tRNA67
ko:K14224	ecr:ECIAI1_tRNA41
ko:K14224	ecr:ECIAI1_tRNA46
ko:K14223	ecr:ECIAI1_tRNA85
ko:K14223	ecr:ECIAI1_tRNA86
ko:K14228	ecr:ECIAI1_tRNA74
ko:K14233	ecr:ECIAI1_tRNA77
ko:K14233	ecr:ECIAI1_tRNA79
ko:K09935	ecr:ECIAI1_0836
ko:K14218	ecr:ECIAI1_tRNA2
ko:K14218	ecr:ECIAI1_tRNA40
ko:K14218	ecr:ECIAI1_tRNA57
ko:K14348	ecr:ECIAI1_3777
ko:K21908	ecr:ECIAI1_3659
ko:K01985	ecr:ECIAI1_5S_2
ko:K14219	ecr:ECIAI1_tRNA35
ko:K14225	ecr:ECIAI1_tRNA44
ko:K14393	ecr:ECIAI1_4300
ko:K14155	ecr:ECIAI1_1673
ko:K14223	ecr:ECIAI1_tRNA82
ko:K14223	ecr:ECIAI1_tRNA83
ko:K14230	ecr:ECIAI1_tRNA66
ko:K14230	ecr:ECIAI1_tRNA30
ko:K14287	ecr:ECIAI1_0585
ko:K01155	ecr:ECIAI1_4499
ko:K15034	ecr:ECIAI1_0192
ko:K15035	ecr:ECIAI1_miscRNA_57
ko:K14415	ecr:ECIAI1_3564
ko:K07491	ecr:ECIAI1_1428
ko:K03293	ecr:ECIAI1_3983
ko:K06858	ecr:ECIAI1_0157
ko:K01985	ecr:ECIAI1_5S_7
ko:K01985	ecr:ECIAI1_5S_1
ko:K01985	ecr:ECIAI1_5S_6
ko:K01985	ecr:ECIAI1_5S_4
ko:K01985	ecr:ECIAI1_5S_3
ko:K01985	ecr:ECIAI1_5S_5
ko:K01985	ecr:ECIAI1_5S_8
ko:K14414	ecr:ECIAI1_3565
ko:K14744	ecr:ECIAI1_0778
ko:K14235	ecr:ECIAI1_tRNA34
ko:K02509	ecr:ECIAI1_4571
ko:K02510	ecr:ECIAI1_4570
ko:K14234	ecr:ECIAI1_tRNA5
ko:K14234	ecr:ECIAI1_tRNA42
ko:K15396	ecr:ECIAI1_2584
ko:K14231	ecr:ECIAI1_tRNA29
ko:K14231	ecr:ECIAI1_tRNA54
ko:K14441	ecr:ECIAI1_0874
ko:K14225	ecr:ECIAI1_tRNA61
ko:K00674	ecr:ECIAI1_0163
ko:K21906	ecr:ECIAI1_3665
ko:K07733	ecr:ECIAI1_4501
ko:K14623	ecr:ECIAI1_3816
ko:K03307	ecr:ECIAI1_3857
ko:K14227	ecr:ECIAI1_tRNA1
ko:K14227	ecr:ECIAI1_tRNA56
ko:K14227	ecr:ECIAI1_tRNA39
ko:K14226	ecr:ECIAI1_tRNA36
ko:K14237	ecr:ECIAI1_tRNA15
ko:K14237	ecr:ECIAI1_tRNA16
ko:K01978	ecr:ECIAI1_miscRNA_70
ko:K14219	ecr:ECIAI1_tRNA21
ko:K21029	ecr:ECIAI1_0865
ko:K01980	ecr:ECIAI1_23S_5
ko:K01980	ecr:ECIAI1_23S_6
ko:K01980	ecr:ECIAI1_23S_7
ko:K01980	ecr:ECIAI1_23S_4
ko:K01980	ecr:ECIAI1_23S_3
ko:K01980	ecr:ECIAI1_23S_2
ko:K01980	ecr:ECIAI1_23S_1
ko:K14222	ecr:ECIAI1_tRNA73
ko:K14170	ecr:ECIAI1_2720
ko:K00965	ecr:ECIAI1_0726
ko:K14261	ecr:ECIAI1_2445
ko:K00094	ecr:ECIAI1_2165
ko:K14230	ecr:ECIAI1_tRNA26
ko:K14230	ecr:ECIAI1_tRNA27
ko:K14230	ecr:ECIAI1_tRNA28
ko:K14230	ecr:ECIAI1_tRNA60
ko:K14232	ecr:ECIAI1_tRNA38
ko:K14219	ecr:ECIAI1_tRNA63
ko:K14219	ecr:ECIAI1_tRNA64
ko:K14219	ecr:ECIAI1_tRNA65
ko:K07273	ecr:ECIAI1_2176
ko:K01066	ecr:ECIAI1_0479
ko:K10124	ecr:ECIAI1_1547
ko:K14225	ecr:ECIAI1_tRNA47
ko:K14225	ecr:ECIAI1_tRNA72
ko:K14225	ecr:ECIAI1_tRNA48
ko:K14225	ecr:ECIAI1_tRNA49
ko:K07726	ecr:ECIAI1_3546
ko:K03722	ecr:ECIAI1_1877
ko:K00813	ecr:ECIAI1_0969
ko:K14588	ecr:ECIAI1_0121
ko:K00483	ecr:ECIAI1_4567
ko:K14591	ecr:ECIAI1_0390
ko:K03604	ecr:ECIAI1_1710
ko:K14977	ecr:ECIAI1_0517
ko:K08316	ecr:ECIAI1_3612
ko:K14682	ecr:ECIAI1_2926
ko:K01138	ecr:ECIAI1_1508
ko:K16013	ecr:ECIAI1_0927
ko:K01146	ecr:ECIAI1_2908
ko:K01671	ecr:ECIAI1_4081
ko:K03535	ecr:ECIAI1_2897
ko:K01138	ecr:ECIAI1_3856
ko:K14742	ecr:ECIAI1_1876
ko:K00090	ecr:ECIAI1_3718
ko:K14761	ecr:ECIAI1_0530
ko:K03566	ecr:ECIAI1_2918
ko:K07045	ecr:ECIAI1_1930
ko:K16012	ecr:ECIAI1_0926
ko:K15256	ecr:ECIAI1_1957
ko:K15257	ecr:ECIAI1_1958
ko:K15582	ecr:ECIAI1_1264
ko:K15584	ecr:ECIAI1_3623
ko:K15587	ecr:ECIAI1_3626
ko:K15580	ecr:ECIAI1_1358
ko:K15586	ecr:ECIAI1_3625
ko:K10824	ecr:ECIAI1_3627
ko:K15580	ecr:ECIAI1_1262
ko:K15547	ecr:ECIAI1_4316
ko:K15549	ecr:ECIAI1_4317
ko:K15550	ecr:ECIAI1_4315
ko:K15545	ecr:ECIAI1_1644
ko:K15552	ecr:ECIAI1_0366
ko:K16301	ecr:ECIAI1_1064
ko:K15738	ecr:ECIAI1_0990
ko:K15554	ecr:ECIAI1_0975
ko:K15461	ecr:ECIAI1_2401
ko:K15540	ecr:ECIAI1_0138
ko:K15553	ecr:ECIAI1_0977
ko:K02428	ecr:ECIAI1_3087
ko:K15633	ecr:ECIAI1_3785
ko:K15773	ecr:ECIAI1_1521
ko:K15551	ecr:ECIAI1_0364
ko:K15724	ecr:ECIAI1_0155
ko:K15722	ecr:ECIAI1_1791
ko:K15735	ecr:ECIAI1_2760
ko:K10831	ecr:ECIAI1_0365
ko:K04765	ecr:ECIAI1_2889
ko:K15736	ecr:ECIAI1_2756
ko:K15737	ecr:ECIAI1_2755
ko:K00254	ecr:ECIAI1_0986
ko:K18827	ecr:ECIAI1_2100
ko:K01692	ecr:ECIAI1_1393
ko:K18140	ecr:ECIAI1_3407
ko:K15723	ecr:ECIAI1_2902
ko:K15833	ecr:ECIAI1_2819
ko:K15827	ecr:ECIAI1_2818
ko:K15460	ecr:ECIAI1_2689
ko:K15585	ecr:ECIAI1_3624
ko:K15828	ecr:ECIAI1_2817
ko:K15583	ecr:ECIAI1_1265
ko:K15836	ecr:ECIAI1_2826
ko:K15539	ecr:ECIAI1_2568
ko:K15835	ecr:ECIAI1_2484
ko:K15536	ecr:ECIAI1_4468
ko:K16347	ecr:ECIAI1_4383
ko:K01082	ecr:ECIAI1_4448
ko:K15342	ecr:ECIAI1_2858
ko:K15832	ecr:ECIAI1_2813
ko:K15841	ecr:ECIAI1_miscRNA_51
ko:K15830	ecr:ECIAI1_2815
ko:K15834	ecr:ECIAI1_2812
ko:K15831	ecr:ECIAI1_2814
ko:K15268	ecr:ECIAI1_1552
ko:K15829	ecr:ECIAI1_2816
ko:K15866	ecr:ECIAI1_1394
ko:K15977	ecr:ECIAI1_2596
ko:K08323	ecr:ECIAI1_4169
ko:K03712	ecr:ECIAI1_1543
ko:K15984	ecr:ECIAI1_3642
ko:K15974	ecr:ECIAI1_2779
ko:K15977	ecr:ECIAI1_3251
ko:K18968	ecr:ECIAI1_0384
ko:K18872	ecr:ECIAI1_miscRNA_54
ko:K18843	ecr:ECIAI1_1434
ko:K15922	ecr:ECIAI1_4078
ko:K16135	ecr:ECIAI1_1868
ko:K16092	ecr:ECIAI1_4176
ko:K16138	ecr:ECIAI1_1669
ko:K16139	ecr:ECIAI1_1667
ko:K16089	ecr:ECIAI1_2234
ko:K16088	ecr:ECIAI1_1138
ko:K02503	ecr:ECIAI1_1140
ko:K16090	ecr:ECIAI1_0843
ko:K16136	ecr:ECIAI1_1671
ko:K16140	ecr:ECIAI1_1666
ko:K07497	ecr:ECIAI1_2746
ko:K07497	ecr:ECIAI1_0746
ko:K07497	ecr:ECIAI1_2745
ko:K07497	ecr:ECIAI1_0747
ko:K16137	ecr:ECIAI1_1701
ko:K07347	ecr:ECIAI1_0137
ko:K09022	ecr:ECIAI1_3262
ko:K16052	ecr:ECIAI1_1359
ko:K16053	ecr:ECIAI1_0558
ko:K07347	ecr:ECIAI1_2184
ko:K16076	ecr:ECIAI1_0775
ko:K16066	ecr:ECIAI1_1558
ko:K16074	ecr:ECIAI1_1371
ko:K16346	ecr:ECIAI1_3002
ko:K16321	ecr:ECIAI1_4537
ko:K16322	ecr:ECIAI1_3136
ko:K16324	ecr:ECIAI1_2244
ko:K11645	ecr:ECIAI1_2171
ko:K16370	ecr:ECIAI1_1781
ko:K16322	ecr:ECIAI1_3637
ko:K16371	ecr:ECIAI1_2169
ko:K16329	ecr:ECIAI1_2245
ko:K18842	ecr:ECIAI1_4456
ko:K16325	ecr:ECIAI1_2241
ko:K04015	ecr:ECIAI1_4307
ko:K16326	ecr:ECIAI1_2243
ko:K16328	ecr:ECIAI1_2246
ko:K04014	ecr:ECIAI1_4306
ko:K16263	ecr:ECIAI1_4374
ko:K16291	ecr:ECIAI1_2070
ko:K16264	ecr:ECIAI1_0720
ko:K16328	ecr:ECIAI1_2240
ko:K15770	ecr:ECIAI1_1934
ko:K16703	ecr:ECIAI1_2119
ko:K16704	ecr:ECIAI1_3977
ko:K16692	ecr:ECIAI1_2136
ko:K16711	ecr:ECIAI1_2118
ko:K16710	ecr:ECIAI1_2120
ko:K16695	ecr:ECIAI1_2121
ko:K00370	ecr:ECIAI1_1471
ko:K19234	ecr:ECIAI1_1730
ko:K19230	ecr:ECIAI1_1315
ko:K16692	ecr:ECIAI1_1022
ko:K18831	ecr:ECIAI1_2809
ko:K18831	ecr:ECIAI1_3229
ko:K18828	ecr:ECIAI1_2525
ko:K07012	ecr:ECIAI1_2864
ko:K15772	ecr:ECIAI1_1932
ko:K07091	ecr:ECIAI1_3129
ko:K18141	ecr:ECIAI1_3408
ko:K19235	ecr:ECIAI1_0856
ko:K16787	ecr:ECIAI1_3052
ko:K16786	ecr:ECIAI1_3051
ko:K16785	ecr:ECIAI1_3050
ko:K16923	ecr:ECIAI1_3049
ko:K16868	ecr:ECIAI1_1425
ko:K15634	ecr:ECIAI1_4620
ko:K03585	ecr:ECIAI1_0466
ko:K01990	ecr:ECIAI1_0125
ko:K17467	ecr:ECIAI1_3064
ko:K00374	ecr:ECIAI1_1468
ko:K00373	ecr:ECIAI1_1469
ko:K19353	ecr:ECIAI1_4163
ko:K03526	ecr:ECIAI1_2567
ko:K17247	ecr:ECIAI1_2052
ko:K11209	ecr:ECIAI1_2378
ko:K19227	ecr:ECIAI1_1318
ko:K12678	ecr:ECIAI1_1522
ko:K12678	ecr:ECIAI1_1186
ko:K17713	ecr:ECIAI1_2564
ko:K17468	ecr:ECIAI1_3063
ko:K17463	ecr:ECIAI1_3062
ko:K19416	ecr:ECIAI1_1011
ko:K17465	ecr:ECIAI1_3066
ko:K17464	ecr:ECIAI1_3067
ko:K17466	ecr:ECIAI1_3065
ko:K17473	ecr:ECIAI1_3068
ko:K01992	ecr:ECIAI1_0126
ko:K01992	ecr:ECIAI1_0828
ko:K01992	ecr:ECIAI1_0829
ko:K01992	ecr:ECIAI1_3630
ko:K05601	ecr:ECIAI1_0913
ko:K19221	ecr:ECIAI1_1288
ko:K17686	ecr:ECIAI1_0487
ko:K19789	ecr:ECIAI1_2266
ko:K17722	ecr:ECIAI1_2223
ko:K17723	ecr:ECIAI1_2224
ko:K17758	ecr:ECIAI1_4400
ko:K17759	ecr:ECIAI1_4400
ko:K17737	ecr:ECIAI1_1492
ko:K18015	ecr:ECIAI1_2347
ko:K17938	ecr:ECIAI1_0373
ko:K18148	ecr:ECIAI1_0274
ko:K22597	ecr:ECIAI1_1334
ko:K18142	ecr:ECIAI1_3409
ko:K17948	ecr:ECIAI1_4523
ko:K21430	ecr:ECIAI1_0876
ko:K21469	ecr:ECIAI1_2487
ko:K03605	ecr:ECIAI1_3142
ko:K08156	ecr:ECIAI1_0395
ko:K18324	ecr:ECIAI1_2518
ko:K18326	ecr:ECIAI1_2153
ko:K18997	ecr:ECIAI1_1042
ko:K21637	ecr:ECIAI1_4543
ko:K19540	ecr:ECIAI1_3509
ko:K19577	ecr:ECIAI1_1709
ko:K21365	ecr:ECIAI1_2110
ko:K01934	ecr:ECIAI1_3031
ko:K18471	ecr:ECIAI1_1834
ko:K18479	ecr:ECIAI1_4080
ko:K18478	ecr:ECIAI1_4083
ko:K18446	ecr:ECIAI1_3201
ko:K18507	ecr:ECIAI1_miscRNA_75
ko:K18522	ecr:ECIAI1_miscRNA_61
ko:K18531	ecr:ECIAI1_4102
ko:K18525	ecr:ECIAI1_miscRNA_76
ko:K18526	ecr:ECIAI1_miscRNA_80
ko:K18521	ecr:ECIAI1_miscRNA_60
ko:K18518	ecr:ECIAI1_miscRNA_32
ko:K18504	ecr:ECIAI1_miscRNA_72
ko:K18505	ecr:ECIAI1_miscRNA_81
ko:K18511	ecr:ECIAI1_miscRNA_58
ko:K18512	ecr:ECIAI1_miscRNA_27
ko:K18519	ecr:ECIAI1_miscRNA_39
ko:K18530	ecr:ECIAI1_4103
ko:K18508	ecr:ECIAI1_miscRNA_17
ko:K18513	ecr:ECIAI1_miscRNA_46
ko:K18517	ecr:ECIAI1_miscRNA_30
ko:K18523	ecr:ECIAI1_miscRNA_62
ko:K18506	ecr:ECIAI1_miscRNA_5
ko:K18520	ecr:ECIAI1_miscRNA_44
ko:K19591	ecr:ECIAI1_0490
ko:K18502	ecr:ECIAI1_miscRNA_38
ko:K18503	ecr:ECIAI1_miscRNA_13
ko:K18509	ecr:ECIAI1_miscRNA_28
ko:K18515	ecr:ECIAI1_miscRNA_59
ko:K18516	ecr:ECIAI1_miscRNA_83
ko:K18528	ecr:ECIAI1_miscRNA_84
ko:K18527	ecr:ECIAI1_miscRNA_82
ko:K18691	ecr:ECIAI1_2613
ko:K08968	ecr:ECIAI1_1903
ko:K18697	ecr:ECIAI1_2615
ko:K18702	ecr:ECIAI1_2436
ko:K18765	ecr:ECIAI1_3395
ko:K18850	ecr:ECIAI1_1166
ko:K18889	ecr:ECIAI1_0452
ko:K18929	ecr:ECIAI1_0304
ko:K18864	ecr:ECIAI1_miscRNA_41
ko:K18862	ecr:ECIAI1_1237
ko:K18862	ecr:ECIAI1_3692
ko:K18862	ecr:ECIAI1_3693
ko:K07171	ecr:ECIAI1_2890
ko:K18865	ecr:ECIAI1_miscRNA_42
ko:K18865	ecr:ECIAI1_miscRNA_43
ko:K18867	ecr:ECIAI1_miscRNA_64
ko:K18868	ecr:ECIAI1_miscRNA_67
ko:K21645	ecr:ECIAI1_4544
ko:K11741	ecr:ECIAI1_4385
ko:K12994	ecr:ECIAI1_2098
ko:K12995	ecr:ECIAI1_2097
ko:K18841	ecr:ECIAI1_4457
ko:K18869	ecr:ECIAI1_miscRNA_68
ko:K18899	ecr:ECIAI1_3663
ko:K20861	ecr:ECIAI1_0883
ko:K18829	ecr:ECIAI1_2526
ko:K20866	ecr:ECIAI1_4085
ko:K20881	ecr:ECIAI1_3538
ko:K20862	ecr:ECIAI1_4003
ko:K07319	ecr:ECIAI1_3405
ko:K18800	ecr:ECIAI1_3025
ko:K18778	ecr:ECIAI1_0100
ko:K18657	ecr:ECIAI1_0987
ko:K18890	ecr:ECIAI1_0453
ko:K18870	ecr:ECIAI1_miscRNA_29
ko:K18871	ecr:ECIAI1_miscRNA_3
ko:K18863	ecr:ECIAI1_miscRNA_22
ko:K18898	ecr:ECIAI1_3662
ko:K18863	ecr:ECIAI1_miscRNA_77
ko:K18863	ecr:ECIAI1_miscRNA_78
ko:K18918	ecr:ECIAI1_1606
ko:K22044	ecr:ECIAI1_0846
ko:K18839	ecr:ECIAI1_4361
ko:K18840	ecr:ECIAI1_4360
ko:K03976	ecr:ECIAI1_0484
ko:K19055	ecr:ECIAI1_1851
ko:K18979	ecr:ECIAI1_4399
ko:K18988	ecr:ECIAI1_0371
ko:K19046	ecr:ECIAI1_2862
ko:K19000	ecr:ECIAI1_0189
ko:K19229	ecr:ECIAI1_1316
ko:K07746	ecr:ECIAI1_2158
ko:K19155	ecr:ECIAI1_3278
ko:K19156	ecr:ECIAI1_3277
ko:K19157	ecr:ECIAI1_0265
ko:K19222	ecr:ECIAI1_1738
ko:K19226	ecr:ECIAI1_1319
ko:K19123	ecr:ECIAI1_2863
ko:K19236	ecr:ECIAI1_1150
ko:K18922	ecr:ECIAI1_2865
ko:K19158	ecr:ECIAI1_2087
ko:K22444	ecr:ECIAI1_1872
ko:K19238	ecr:ECIAI1_2337
ko:K19092	ecr:ECIAI1_2159
ko:K19228	ecr:ECIAI1_1317
ko:K19125	ecr:ECIAI1_2860
ko:K19126	ecr:ECIAI1_2859
ko:K19159	ecr:ECIAI1_2088
ko:K19168	ecr:ECIAI1_3015
ko:K09951	ecr:ECIAI1_2857
ko:K19270	ecr:ECIAI1_2367
ko:K19265	ecr:ECIAI1_3150
ko:K01066	ecr:ECIAI1_4089
ko:K19335	ecr:ECIAI1_4480
ko:K19267	ecr:ECIAI1_4445
ko:K19337	ecr:ECIAI1_1926
ko:K19338	ecr:ECIAI1_2069
ko:K19304	ecr:ECIAI1_1943
ko:K19334	ecr:ECIAI1_4481
ko:K19302	ecr:ECIAI1_0880
ko:K19270	ecr:ECIAI1_1785
ko:K19354	ecr:ECIAI1_3788
ko:K19336	ecr:ECIAI1_4479
ko:K19333	ecr:ECIAI1_1898
ko:K19303	ecr:ECIAI1_1707
ko:K21636	ecr:ECIAI1_4470
ko:K07497	ecr:ECIAI1_2060
ko:K19611	ecr:ECIAI1_0566
ko:K02257	ecr:ECIAI1_0431
ko:K19709	ecr:ECIAI1_1747
ko:K19688	ecr:ECIAI1_0875
ko:K02495	ecr:ECIAI1_4066
ko:K19775	ecr:ECIAI1_3244
ko:K19745	ecr:ECIAI1_3396
ko:K19777	ecr:ECIAI1_3658
ko:K07802	ecr:ECIAI1_4630
ko:K19778	ecr:ECIAI1_3657
ko:K19776	ecr:ECIAI1_3873
ko:K00799	ecr:ECIAI1_0877
ko:K01785	ecr:ECIAI1_4079
ko:K00799	ecr:ECIAI1_2377
ko:K06131	ecr:ECIAI1_0825
ko:K06132	ecr:ECIAI1_1080
ko:K15777	ecr:ECIAI1_3186
ko:K19784	ecr:ECIAI1_3893
ko:K13069	ecr:ECIAI1_1554
ko:K19802	ecr:ECIAI1_1350
ko:K19803	ecr:ECIAI1_2256
ko:K19804	ecr:ECIAI1_1303
ko:K19810	ecr:ECIAI1_4381
ko:K19997	ecr:ECIAI1_2117
ko:K22105	ecr:ECIAI1_4173
ko:K20265	ecr:ECIAI1_1502
ko:K22443	ecr:ECIAI1_1871
ko:K01612	ecr:ECIAI1_2837
ko:K21394	ecr:ECIAI1_3744
ko:K20542	ecr:ECIAI1_3682
ko:K20543	ecr:ECIAI1_3681
ko:K20541	ecr:ECIAI1_3683
ko:K22111	ecr:ECIAI1_4522
ko:K22132	ecr:ECIAI1_2922
ko:K01208	ecr:ECIAI1_1931
ko:K21084	ecr:ECIAI1_2143
ko:K21085	ecr:ECIAI1_2036
ko:K21086	ecr:ECIAI1_3675
ko:K21087	ecr:ECIAI1_1212
ko:K21088	ecr:ECIAI1_1370
ko:K21089	ecr:ECIAI1_2203
ko:K21021	ecr:ECIAI1_2725
ko:K21028	ecr:ECIAI1_1818
ko:K21090	ecr:ECIAI1_1884
ko:K21091	ecr:ECIAI1_miscRNA_25
ko:K21039	ecr:ECIAI1_0743
ko:K21393	ecr:ECIAI1_3745
ko:K21512	ecr:ECIAI1_0782
ko:K21511	ecr:ECIAI1_1585
ko:K21395	ecr:ECIAI1_3746
ko:K21449	ecr:ECIAI1_3775
ko:K21470	ecr:ECIAI1_0966
ko:K21498	ecr:ECIAI1_0486
ko:K21511	ecr:ECIAI1_0785
ko:K21512	ecr:ECIAI1_1588
ko:K21498	ecr:ECIAI1_1481
ko:K21602	ecr:ECIAI1_3741
ko:K08319	ecr:ECIAI1_2831
ko:K21739	ecr:ECIAI1_0301
ko:K21740	ecr:ECIAI1_0300
ko:K21741	ecr:ECIAI1_0299
ko:K21742	ecr:ECIAI1_3208
ko:K21746	ecr:ECIAI1_0302
ko:K21698	ecr:ECIAI1_3385
ko:K21695	ecr:ECIAI1_3384
ko:K21759	ecr:ECIAI1_2836
ko:K02334	ecr:ECIAI1_2664
ko:K21948	ecr:ECIAI1_2832
ko:K21963	ecr:ECIAI1_0295
ko:K21965	ecr:ECIAI1_0293
ko:K21966	ecr:ECIAI1_0292
ko:K21974	ecr:ECIAI1_1179
ko:K21975	ecr:ECIAI1_1180
ko:K21968	ecr:ECIAI1_0290
ko:K21976	ecr:ECIAI1_1181
ko:K21990	ecr:ECIAI1_2425
ko:K22041	ecr:ECIAI1_1148
ko:K22015	ecr:ECIAI1_4313
ko:K22051	ecr:ECIAI1_4394
ko:K22014	ecr:ECIAI1_0781
ko:K21964	ecr:ECIAI1_0294
ko:K21967	ecr:ECIAI1_0291
ko:K21972	ecr:ECIAI1_1176
ko:K21973	ecr:ECIAI1_1178
ko:K22131	ecr:ECIAI1_2834
ko:K05275	ecr:ECIAI1_1401
ko:K22130	ecr:ECIAI1_2833
ko:K22104	ecr:ECIAI1_3368
ko:K22110	ecr:ECIAI1_4524
ko:K22110	ecr:ECIAI1_4075
ko:K22214	ecr:ECIAI1_3040
ko:K03079	ecr:ECIAI1_3749
ko:K03078	ecr:ECIAI1_3748
ko:K03077	ecr:ECIAI1_3750
ko:K22300	ecr:ECIAI1_1619
ko:K22304	ecr:ECIAI1_1624
ko:K22293	ecr:ECIAI1_1559
ko:K22302	ecr:ECIAI1_1618
ko:K13566	ecr:ECIAI1_0259
ko:K11206	ecr:ECIAI1_0609
ko:K22488	ecr:ECIAI1_2974
ko:K22489	ecr:ECIAI1_2839
ko:K22505	ecr:ECIAI1_2971
ko:K22509	ecr:ECIAI1_2979
ko:K22486	ecr:ECIAI1_2963
