ko:K18928	bpsh:DR55_5026
ko:K20455	bpsh:DR55_5153
ko:K20429	bpsh:DR55_1178
ko:K20333	bpsh:DR55_4203
ko:K20542	bpsh:DR55_3692
ko:K20543	bpsh:DR55_3693
ko:K20534	bpsh:DR55_5553
ko:K09788	bpsh:DR55_5152
ko:K08282	bpsh:DR55_5630
ko:K20541	bpsh:DR55_3691
ko:K19591	bpsh:DR55_4990
ko:K22131	bpsh:DR55_3856
ko:K07733	bpsh:DR55_2270
ko:K20866	bpsh:DR55_3862
ko:K01214	bpsh:DR55_3197
ko:K20938	bpsh:DR55_4664
ko:K20940	bpsh:DR55_5621
ko:K21105	bpsh:DR55_4557
ko:K21061	bpsh:DR55_5014
ko:K21062	bpsh:DR55_5016
ko:K21053	bpsh:DR55_1970
ko:K00840	bpsh:DR55_2131
ko:K21023	bpsh:DR55_4534
ko:K08968	bpsh:DR55_2101
ko:K13609	bpsh:DR55_5019
ko:K13877	bpsh:DR55_5018
ko:K21801	bpsh:DR55_5601
ko:K13877	bpsh:DR55_5337
ko:K21029	bpsh:DR55_640
ko:K08261	bpsh:DR55_294
ko:K00526	bpsh:DR55_1524
ko:K00558	bpsh:DR55_525
ko:K17733	bpsh:DR55_1407
ko:K07313	bpsh:DR55_5920
ko:K03676	bpsh:DR55_636
ko:K06903	bpsh:DR55_2297
ko:K06907	bpsh:DR55_2302
ko:K06908	bpsh:DR55_2303
ko:K06906	bpsh:DR55_2307
ko:K06905	bpsh:DR55_2309
ko:K01185	bpsh:DR55_2311
ko:K06223	bpsh:DR55_2313
ko:K07336	bpsh:DR55_4085
ko:K07451	bpsh:DR55_4953
ko:K00560	bpsh:DR55_4221
ko:K06905	bpsh:DR55_4241
ko:K06906	bpsh:DR55_4242
ko:K06908	bpsh:DR55_4245
ko:K06907	bpsh:DR55_4246
ko:K02314	bpsh:DR55_2578
ko:K06903	bpsh:DR55_4251
ko:K06919	bpsh:DR55_973
ko:K02316	bpsh:DR55_3508
ko:K01520	bpsh:DR55_214
ko:K03553	bpsh:DR55_344
ko:K00287	bpsh:DR55_2034
ko:K00560	bpsh:DR55_2040
ko:K06217	bpsh:DR55_420
ko:K05874	bpsh:DR55_1197
ko:K02335	bpsh:DR55_3493
ko:K05375	bpsh:DR55_2818
ko:K05375	bpsh:DR55_2884
ko:K02032	bpsh:DR55_4385
ko:K08100	bpsh:DR55_221
ko:K13993	bpsh:DR55_3277
ko:K02483	bpsh:DR55_345
ko:K05710	bpsh:DR55_4442
ko:K00249	bpsh:DR55_2191
ko:K03293	bpsh:DR55_1232
ko:K02482	bpsh:DR55_4525
ko:K09983	bpsh:DR55_2878
ko:K03328	bpsh:DR55_491
ko:K21307	bpsh:DR55_5429
ko:K21308	bpsh:DR55_5428
ko:K21309	bpsh:DR55_5427
ko:K03892	bpsh:DR55_3845
ko:K21405	bpsh:DR55_4754
ko:K03651	bpsh:DR55_3303
ko:K21449	bpsh:DR55_3184
ko:K21420	bpsh:DR55_2970
ko:K01451	bpsh:DR55_5085
ko:K01451	bpsh:DR55_5214
ko:K01420	bpsh:DR55_5818
ko:K01420	bpsh:DR55_4164
ko:K01420	bpsh:DR55_5340
ko:K21699	bpsh:DR55_4604
ko:K10026	bpsh:DR55_914
ko:K21563	bpsh:DR55_2157
ko:K10914	bpsh:DR55_237
ko:K21645	bpsh:DR55_1590
ko:K21757	bpsh:DR55_5833
ko:K00043	bpsh:DR55_3113
ko:K21802	bpsh:DR55_4561
ko:K21825	bpsh:DR55_2130
ko:K21826	bpsh:DR55_4805
ko:K21826	bpsh:DR55_3851
ko:K21833	bpsh:DR55_4801
ko:K21834	bpsh:DR55_4800
ko:K21832	bpsh:DR55_4796
ko:K21929	bpsh:DR55_5497
ko:K21948	bpsh:DR55_3859
ko:K21929	bpsh:DR55_2401
ko:K01634	bpsh:DR55_5696
ko:K01634	bpsh:DR55_5700
ko:K05802	bpsh:DR55_2713
ko:K22003	bpsh:DR55_1793
ko:K22025	bpsh:DR55_3855
ko:K03741	bpsh:DR55_3843
ko:K22130	bpsh:DR55_3858
ko:K22132	bpsh:DR55_265
ko:K08319	bpsh:DR55_3860
ko:K00090	bpsh:DR55_2057
ko:K03595	bpsh:DR55_2088
ko:K22067	bpsh:DR55_4042
ko:K07183	bpsh:DR55_4043
ko:K00304	bpsh:DR55_3908
ko:K00302	bpsh:DR55_3909
ko:K22185	bpsh:DR55_1551
ko:K08994	bpsh:DR55_4366
ko:K22292	bpsh:DR55_1986
ko:K22252	bpsh:DR55_3579
ko:K22303	bpsh:DR55_4686
ko:K02257	bpsh:DR55_619
ko:K00611	bpsh:DR55_251
ko:K13061	bpsh:DR55_4147
ko:K22348	bpsh:DR55_4894
ko:K11206	bpsh:DR55_1682
ko:K22488	bpsh:DR55_3729
ko:K00424	bpsh:DR55_2707
ko:K22487	bpsh:DR55_3727
ko:K00424	bpsh:DR55_579
ko:K22505	bpsh:DR55_3726
ko:K22512	bpsh:DR55_3734
ko:K22504	bpsh:DR55_3731
ko:K22506	bpsh:DR55_3735
ko:K22507	bpsh:DR55_3739
ko:K22508	bpsh:DR55_3740
ko:K22509	bpsh:DR55_3741
ko:K22510	bpsh:DR55_3742
ko:K22511	bpsh:DR55_3732
ko:K22550	bpsh:DR55_5013
ko:K01007	bpsh:DR55_2445
ko:K22549	bpsh:DR55_5012
