ko:K19586	ecly:LI62_17630
ko:K03893	ecly:LI62_012970
ko:K00537	ecly:LI62_012965
ko:K03321	ecly:LI62_012955
ko:K07644	ecly:LI62_012875
ko:K03760	ecly:LI62_012865
ko:K18320	ecly:LI62_012855
ko:K04343	ecly:LI62_012840
ko:K10673	ecly:LI62_012835
ko:K19644	ecly:LI62_012820
ko:K18974	ecly:LI62_012805
ko:K18555	ecly:LI62_012800
ko:K18974	ecly:LI62_012780
ko:K18975	ecly:LI62_012775
ko:K00984	ecly:LI62_012770
ko:K18320	ecly:LI62_012750
ko:K19278	ecly:LI62_025400
ko:K06880	ecly:LI62_012710
ko:K18975	ecly:LI62_012705
ko:K18974	ecly:LI62_012700
ko:K18320	ecly:LI62_012690
ko:K18824	ecly:LI62_012670
ko:K03431	ecly:LI62_012665
ko:K18320	ecly:LI62_012645
ko:K18699	ecly:LI62_012635
ko:K18320	ecly:LI62_012615
ko:K12068	ecly:LI62_012395
ko:K12067	ecly:LI62_012390
ko:K12066	ecly:LI62_012385
ko:K12065	ecly:LI62_012375
ko:K12063	ecly:LI62_012355
ko:K03497	ecly:LI62_012345
ko:K12062	ecly:LI62_012290
ko:K12061	ecly:LI62_012285
ko:K12060	ecly:LI62_012280
ko:K12058	ecly:LI62_012275
ko:K07483	ecly:LI62_012255
ko:K07497	ecly:LI62_012250
ko:K03292	ecly:LI62_25080
ko:K12990	ecly:LI62_25210
ko:K07119	ecly:LI62_13495
ko:K15777	ecly:LI62_21270
ko:K07147	ecly:LI62_22320
ko:K11903	ecly:LI62_25010
ko:K19784	ecly:LI62_24915
ko:K01271	ecly:LI62_23815
ko:K02031	ecly:LI62_16070
ko:K02032	ecly:LI62_16065
ko:K05874	ecly:LI62_03540
ko:K19802	ecly:LI62_13800
ko:K00146	ecly:LI62_11015
ko:K19803	ecly:LI62_16515
ko:K19804	ecly:LI62_13995
ko:K21613	ecly:LI62_13450
ko:K07662	ecly:LI62_24380
ko:K19810	ecly:LI62_02420
ko:K08970	ecly:LI62_012885
ko:K07274	ecly:LI62_09660
ko:K21638	ecly:LI62_10545
ko:K21638	ecly:LI62_09245
ko:K21636	ecly:LI62_02920
ko:K07484	ecly:LI62_21040
ko:K20074	ecly:LI62_14520
ko:K01139	ecly:LI62_00965
ko:K07686	ecly:LI62_00450
ko:K20276	ecly:LI62_18800
ko:K20117	ecly:LI62_05820
ko:K20118	ecly:LI62_05820
ko:K00042	ecly:LI62_21690
ko:K19591	ecly:LI62_05720
ko:K20264	ecly:LI62_00740
ko:K01978	ecly:LI62_25355
ko:K01612	ecly:LI62_19240
ko:K00526	ecly:LI62_16675
ko:K01236	ecly:LI62_13085
ko:K20542	ecly:LI62_23725
ko:K20534	ecly:LI62_06240
ko:K20543	ecly:LI62_23720
ko:K20533	ecly:LI62_00030
ko:K20541	ecly:LI62_23730
ko:K03892	ecly:LI62_00905
ko:K22132	ecly:LI62_19525
ko:K00130	ecly:LI62_06485
ko:K03199	ecly:LI62_00060
ko:K01214	ecly:LI62_13075
ko:K02081	ecly:LI62_21705
ko:K02790	ecly:LI62_21750
ko:K02791	ecly:LI62_21750
ko:K02438	ecly:LI62_23085
ko:K02790	ecly:LI62_19385
ko:K02791	ecly:LI62_19385
ko:K02790	ecly:LI62_18000
ko:K02791	ecly:LI62_18000
ko:K02487	ecly:LI62_20765
ko:K02790	ecly:LI62_10495
ko:K02791	ecly:LI62_10495
ko:K21029	ecly:LI62_07755
ko:K21023	ecly:LI62_22380
ko:K21084	ecly:LI62_16010
ko:K04333	ecly:LI62_08800
ko:K21085	ecly:LI62_15495
ko:K21086	ecly:LI62_23695
ko:K21087	ecly:LI62_14625
ko:K21089	ecly:LI62_16310
ko:K21021	ecly:LI62_18375
ko:K02495	ecly:LI62_24655
ko:K08968	ecly:LI62_14855
ko:K21028	ecly:LI62_09745
ko:K00821	ecly:LI62_22820
ko:K21090	ecly:LI62_14760
ko:K21264	ecly:LI62_03275
ko:K00525	ecly:LI62_18920
ko:K00632	ecly:LI62_17110
ko:K00526	ecly:LI62_18925
ko:K02335	ecly:LI62_24670
ko:K01520	ecly:LI62_01045
ko:K03676	ecly:LI62_01190
ko:K02314	ecly:LI62_20830
ko:K06217	ecly:LI62_06930
ko:K02316	ecly:LI62_21405
ko:K02315	ecly:LI62_03560
ko:K00287	ecly:LI62_03975
ko:K03546	ecly:LI62_05150
ko:K02314	ecly:LI62_01985
ko:K04068	ecly:LI62_02915
ko:K06909	ecly:LI62_06120
ko:K09961	ecly:LI62_06130
ko:K00558	ecly:LI62_012915
ko:K03791	ecly:LI62_17645
ko:K06223	ecly:LI62_012430
ko:K07474	ecly:LI62_17765
ko:K07455	ecly:LI62_17855
ko:K18640	ecly:LI62_012325
ko:K09882	ecly:LI62_012230
ko:K06866	ecly:LI62_18250
ko:K00857	ecly:LI62_14215
ko:K06197	ecly:LI62_14350
ko:K06223	ecly:LI62_22880
ko:K06217	ecly:LI62_08730
ko:K06191	ecly:LI62_18910
ko:K07313	ecly:LI62_14880
ko:K03553	ecly:LI62_19035
ko:K01160	ecly:LI62_09450
ko:K03791	ecly:LI62_09485
ko:K00560	ecly:LI62_19600
ko:K00558	ecly:LI62_15520
ko:K06905	ecly:LI62_25330
ko:K16711	ecly:LI62_15890
ko:K00558	ecly:LI62_20380
ko:K22468	ecly:LI62_13300
ko:K03292	ecly:LI62_04280
ko:K02032	ecly:LI62_06450
ko:K00525	ecly:LI62_16670
ko:K03293	ecly:LI62_01290
ko:K13695	ecly:LI62_09965
ko:K21470	ecly:LI62_08340
ko:K00344	ecly:LI62_01980
ko:K01420	ecly:LI62_10595
ko:K00863	ecly:LI62_22130
ko:K07334	ecly:LI62_18820
ko:K21602	ecly:LI62_23900
ko:K01451	ecly:LI62_19365
ko:K21698	ecly:LI62_22270
ko:K21695	ecly:LI62_22265
ko:K21712	ecly:LI62_02975
ko:K21759	ecly:LI62_19235
ko:K21801	ecly:LI62_18745
ko:K00875	ecly:LI62_16130
ko:K13638	ecly:LI62_22500
ko:K21973	ecly:LI62_13185
ko:K21965	ecly:LI62_00635
ko:K21974	ecly:LI62_10110
ko:K21966	ecly:LI62_00640
ko:K21968	ecly:LI62_00650
ko:K21975	ecly:LI62_10105
ko:K21976	ecly:LI62_10100
ko:K21974	ecly:LI62_11295
ko:K21975	ecly:LI62_11290
ko:K21976	ecly:LI62_11285
ko:K21990	ecly:LI62_17130
ko:K22041	ecly:LI62_09145
ko:K22015	ecly:LI62_02120
ko:K22015	ecly:LI62_02125
ko:K22015	ecly:LI62_10095
ko:K22044	ecly:LI62_07575
ko:K22051	ecly:LI62_02495
ko:K21964	ecly:LI62_00630
ko:K21967	ecly:LI62_00645
ko:K21972	ecly:LI62_10120
ko:K21973	ecly:LI62_10115
ko:K02464	ecly:LI62_08060
ko:K08319	ecly:LI62_012625
ko:K15576	ecly:LI62_14320
ko:K22130	ecly:LI62_025420
ko:K05275	ecly:LI62_10635
ko:K14274	ecly:LI62_18350
ko:K22105	ecly:LI62_24160
ko:K22104	ecly:LI62_22185
ko:K22110	ecly:LI62_19740
ko:K22110	ecly:LI62_02945
ko:K22110	ecly:LI62_24625
ko:K03079	ecly:LI62_23935
ko:K08994	ecly:LI62_11560
ko:K03892	ecly:LI62_012975
ko:K03892	ecly:LI62_07860
ko:K03078	ecly:LI62_23930
ko:K03077	ecly:LI62_23940
ko:K03077	ecly:LI62_04030
ko:K15634	ecly:LI62_03770
ko:K02257	ecly:LI62_05385
ko:K22396	ecly:LI62_03030
ko:K22397	ecly:LI62_03025
ko:K22293	ecly:LI62_10910
ko:K13566	ecly:LI62_04865
ko:K11206	ecly:LI62_06805
ko:K00590	ecly:LI62_012550
ko:K00424	ecly:LI62_07200
ko:K22489	ecly:LI62_19250
