ko:K07591	ebw:BWG_2827
ko:K19337	ebw:BWG_1667
ko:K19272	ebw:BWG_3698
ko:K19338	ebw:BWG_1783
ko:K19304	ebw:BWG_1670
ko:K19334	ebw:BWG_3958
ko:K19302	ebw:BWG_0694
ko:K19270	ebw:BWG_1540
ko:K19354	ebw:BWG_3306
ko:K19336	ebw:BWG_3956
ko:K19333	ebw:BWG_1641
ko:K21638	ebw:BWG_0985
ko:K01785	ebw:BWG_3549
ko:K03722	ebw:BWG_0652
ko:K19303	ebw:BWG_1470
ko:K21636	ebw:BWG_3946
ko:K03498	ebw:BWG_1197
ko:K02796	ebw:BWG_1632
ko:K07497	ebw:BWG_0257
ko:K19611	ebw:BWG_0456
ko:K02257	ebw:BWG_0310
ko:K19709	ebw:BWG_1508
ko:K19688	ebw:BWG_0689
ko:K02495	ebw:BWG_3537
ko:K19779	ebw:BWG_1182
ko:K19775	ebw:BWG_2804
ko:K19745	ebw:BWG_2953
ko:K19777	ebw:BWG_3199
ko:K19778	ebw:BWG_3198
ko:K19780	ebw:BWG_1181
ko:K19776	ebw:BWG_3385
ko:K00799	ebw:BWG_0691
ko:K00799	ebw:BWG_2075
ko:K06131	ebw:BWG_0642
ko:K06132	ebw:BWG_0895
ko:K15777	ebw:BWG_2751
ko:K07147	ebw:BWG_1772
ko:K07119	ebw:BWG_1275
ko:K19784	ebw:BWG_3404
ko:K13069	ebw:BWG_1355
ko:K19802	ebw:BWG_1156
ko:K07802	ebw:BWG_1094
ko:K19803	ebw:BWG_1950
ko:K19804	ebw:BWG_1111
ko:K19810	ebw:BWG_3859
ko:K19956	ebw:BWG_2654
ko:K00525	ebw:BWG_2007
ko:K20265	ebw:BWG_1313
ko:K07686	ebw:BWG_3360
ko:K22443	ebw:BWG_1615
ko:K21394	ebw:BWG_3267
ko:K20534	ebw:BWG_2122
ko:K20543	ebw:BWG_3219
ko:K22111	ebw:BWG_4007
ko:K22132	ebw:BWG_2550
ko:K20609	ebw:BWG_4003
ko:K02438	ebw:BWG_3123
ko:K04333	ebw:BWG_0889
ko:K21084	ebw:BWG_1857
ko:K21085	ebw:BWG_1760
ko:K21021	ebw:BWG_2363
ko:K21086	ebw:BWG_3214
ko:K21087	ebw:BWG_1019
ko:K21088	ebw:BWG_1175
ko:K21089	ebw:BWG_1910
ko:K21028	ebw:BWG_1570
ko:K21090	ebw:BWG_1628
ko:K21091	ebw:BWG_4220
ko:K00525	ebw:BWG_2418
ko:K06217	ebw:BWG_0872
ko:K00857	ebw:BWG_1065
ko:K07313	ebw:BWG_1652
ko:K00558	ebw:BWG_1765
ko:K06217	ebw:BWG_0531
ko:K09935	ebw:BWG_0651
ko:K07336	ebw:BWG_0657
ko:K07455	ebw:BWG_1183
ko:K06197	ebw:BWG_1045
ko:K03546	ebw:BWG_0279
ko:K06952	ebw:BWG_2128
ko:K06866	ebw:BWG_2343
ko:K06191	ebw:BWG_2416
ko:K00560	ebw:BWG_2562
ko:K02316	ebw:BWG_2777
ko:K02335	ebw:BWG_3534
ko:K06223	ebw:BWG_3078
ko:K03676	ebw:BWG_3301
ko:K01520	ebw:BWG_3331
ko:K07313	ebw:BWG_3712
ko:K14744	ebw:BWG_3716
ko:K02314	ebw:BWG_3765
ko:K04068	ebw:BWG_3945
ko:K07497	ebw:BWG_0879
ko:K07497	ebw:BWG_1876
ko:K07497	ebw:BWG_0413
ko:K21393	ebw:BWG_3268
ko:K00526	ebw:BWG_2419
ko:K21395	ebw:BWG_3269
ko:K21470	ebw:BWG_0777
ko:K22105	ebw:BWG_3631
ko:K21511	ebw:BWG_3724
ko:K21498	ebw:BWG_1298
ko:K21602	ebw:BWG_3264
ko:K08319	ebw:BWG_2472
ko:K21742	ebw:BWG_2771
ko:K21698	ebw:BWG_2944
ko:K21948	ebw:BWG_2473
ko:K21974	ebw:BWG_0989
ko:K21975	ebw:BWG_0990
ko:K21976	ebw:BWG_0991
ko:K21990	ebw:BWG_2119
ko:K22041	ebw:BWG_0959
ko:K22015	ebw:BWG_3793
ko:K22014	ebw:BWG_0434
ko:K22051	ebw:BWG_3874
ko:K22014	ebw:BWG_3721
ko:K21972	ebw:BWG_0987
ko:K21973	ebw:BWG_0988
ko:K22131	ebw:BWG_2475
ko:K01816	ebw:BWG_0385
ko:K05275	ebw:BWG_1233
ko:K03595	ebw:BWG_2330
ko:K22130	ebw:BWG_2474
ko:K22104	ebw:BWG_2927
ko:K22110	ebw:BWG_4009
ko:K22110	ebw:BWG_3545
ko:K22214	ebw:BWG_2643
ko:K03079	ebw:BWG_3272
ko:K08994	ebw:BWG_1339
ko:K03078	ebw:BWG_3271
ko:K03077	ebw:BWG_3273
ko:K22300	ebw:BWG_1389
ko:K22304	ebw:BWG_1392
ko:K22396	ebw:BWG_3994
ko:K22293	ebw:BWG_1360
ko:K22302	ebw:BWG_1388
ko:K22397	ebw:BWG_3995
ko:K13566	ebw:BWG_0205
ko:K22501	ebw:BWG_0831
ko:K00424	ebw:BWG_0593
ko:K22486	ebw:BWG_2587
