ko:K15581	ecl:EcolC_2384
ko:K15827	ecl:EcolC_0988
ko:K15460	ecl:EcolC_1102
ko:K15585	ecl:EcolC_0239
ko:K15828	ecl:EcolC_0989
ko:K15583	ecl:EcolC_2382
ko:K15836	ecl:EcolC_0981
ko:K15539	ecl:EcolC_1161
ko:K16348	ecl:EcolC_3863
ko:K15536	ecl:EcolC_3775
ko:K16347	ecl:EcolC_3864
ko:K01082	ecl:EcolC_3792
ko:K15342	ecl:EcolC_0957
ko:K15830	ecl:EcolC_0991
ko:K15832	ecl:EcolC_0993
ko:K15834	ecl:EcolC_0994
ko:K15268	ecl:EcolC_2125
ko:K15829	ecl:EcolC_0990
ko:K15866	ecl:EcolC_2261
ko:K15977	ecl:EcolC_1134
ko:K03712	ecl:EcolC_2128
ko:K15984	ecl:EcolC_0219
ko:K15974	ecl:EcolC_1023
ko:K15977	ecl:EcolC_0595
ko:K18843	ecl:EcolC_2221
ko:K18968	ecl:EcolC_3247
ko:K16135	ecl:EcolC_1834
ko:K16092	ecl:EcolC_4050
ko:K16138	ecl:EcolC_2012
ko:K16091	ecl:EcolC_0743
ko:K16088	ecl:EcolC_2499
ko:K02503	ecl:EcolC_2498
ko:K16089	ecl:EcolC_1493
ko:K16090	ecl:EcolC_2838
ko:K16136	ecl:EcolC_2010
ko:K16140	ecl:EcolC_2015
ko:K16137	ecl:EcolC_1980
ko:K07497	ecl:EcolC_0732
ko:K07483	ecl:EcolC_3405
ko:K07483	ecl:EcolC_0733
ko:K07483	ecl:EcolC_3745
ko:K16137	ecl:EcolC_0730
ko:K07347	ecl:EcolC_3520
ko:K09022	ecl:EcolC_0585
ko:K16052	ecl:EcolC_2294
ko:K16053	ecl:EcolC_3069
ko:K07347	ecl:EcolC_1538
ko:K10013	ecl:EcolC_1342
ko:K16066	ecl:EcolC_2119
ko:K16074	ecl:EcolC_2283
ko:K16346	ecl:EcolC_0826
ko:K16322	ecl:EcolC_0706
ko:K16324	ecl:EcolC_1484
ko:K11645	ecl:EcolC_1550
ko:K16370	ecl:EcolC_1909
ko:K16322	ecl:EcolC_0223
ko:K16371	ecl:EcolC_1552
ko:K16329	ecl:EcolC_1483
ko:K04015	ecl:EcolC_3954
ko:K16326	ecl:EcolC_1485
ko:K16328	ecl:EcolC_1482
ko:K04014	ecl:EcolC_3955
ko:K16263	ecl:EcolC_3871
ko:K16291	ecl:EcolC_1638
ko:K16264	ecl:EcolC_2910
ko:K16703	ecl:EcolC_1597
ko:K16704	ecl:EcolC_4213
ko:K16692	ecl:EcolC_1581
ko:K16711	ecl:EcolC_1598
ko:K16710	ecl:EcolC_1596
ko:K16695	ecl:EcolC_1595
ko:K00370	ecl:EcolC_2188
ko:K19234	ecl:EcolC_1953
ko:K19230	ecl:EcolC_2335
ko:K16692	ecl:EcolC_2615
ko:K07012	ecl:EcolC_0951
ko:K07091	ecl:EcolC_0713
ko:K19235	ecl:EcolC_2824
ko:K18837	ecl:EcolC_3446
ko:K16868	ecl:EcolC_2230
ko:K15634	ecl:EcolC_3661
ko:K03585	ecl:EcolC_3153
ko:K01990	ecl:EcolC_3532
ko:K17195	ecl:EcolC_3941
ko:K00374	ecl:EcolC_2191
ko:K00373	ecl:EcolC_2190
ko:K15035	ecl:EcolC_R0030
ko:K19353	ecl:EcolC_4061
ko:K03526	ecl:EcolC_1162
ko:K17247	ecl:EcolC_1673
ko:K11209	ecl:EcolC_1350
ko:K19227	ecl:EcolC_2332
ko:K12678	ecl:EcolC_2148
ko:K17713	ecl:EcolC_1165
ko:K19416	ecl:EcolC_2626
ko:K01992	ecl:EcolC_3531
ko:K05601	ecl:EcolC_2723
ko:K17686	ecl:EcolC_3132
ko:K17686	ecl:EcolC_3420
ko:K19789	ecl:EcolC_1463
ko:K17722	ecl:EcolC_1502
ko:K17723	ecl:EcolC_1501
ko:K17758	ecl:EcolC_3846
ko:K17759	ecl:EcolC_3846
ko:K07481	ecl:EcolC_3107
ko:K17938	ecl:EcolC_3255
ko:K22597	ecl:EcolC_2316
ko:K18142	ecl:EcolC_0440
ko:K21430	ecl:EcolC_2805
ko:K21469	ecl:EcolC_1249
ko:K03605	ecl:EcolC_0700
ko:K21695	ecl:EcolC_0464
ko:K08156	ecl:EcolC_3237
ko:K16554	ecl:EcolC_3175
ko:K18324	ecl:EcolC_1207
ko:K18326	ecl:EcolC_1564
ko:K18997	ecl:EcolC_2596
ko:K21637	ecl:EcolC_3738
ko:K19540	ecl:EcolC_0342
ko:K18478	ecl:EcolC_4140
ko:K11904	ecl:EcolC_2202
ko:K01671	ecl:EcolC_4138
ko:K18446	ecl:EcolC_0645
ko:K18475	ecl:EcolC_3375
ko:K18507	ecl:EcolC_R0004
ko:K18531	ecl:EcolC_4120
ko:K18521	ecl:EcolC_R0022
ko:K18518	ecl:EcolC_R0052
ko:K18530	ecl:EcolC_4119
ko:K18517	ecl:EcolC_R0055
ko:K18506	ecl:EcolC_R0093
ko:K19591	ecl:EcolC_3129
ko:K18515	ecl:EcolC_R0023
ko:K18516	ecl:EcolC_R0114
ko:K18527	ecl:EcolC_R0115
ko:K18691	ecl:EcolC_1119
ko:K08968	ecl:EcolC_1800
ko:K18697	ecl:EcolC_1117
ko:K18702	ecl:EcolC_1298
ko:K18765	ecl:EcolC_0455
ko:K18850	ecl:EcolC_2475
ko:K18889	ecl:EcolC_3167
ko:K18862	ecl:EcolC_0177
ko:K18862	ecl:EcolC_2408
ko:K18862	ecl:EcolC_2409
ko:K18862	ecl:EcolC_2410
ko:K18838	ecl:EcolC_3445
ko:K03630	ecl:EcolC_3443
ko:K07171	ecl:EcolC_0930
ko:K21645	ecl:EcolC_3737
ko:K18920	ecl:EcolC_0159
ko:K18921	ecl:EcolC_2239
ko:K11741	ecl:EcolC_3862
ko:K18899	ecl:EcolC_0203
ko:K20861	ecl:EcolC_2798
ko:K20866	ecl:EcolC_4133
ko:K20881	ecl:EcolC_0314
ko:K20862	ecl:EcolC_4195
ko:K07319	ecl:EcolC_0444
ko:K18800	ecl:EcolC_0803
ko:K18778	ecl:EcolC_3556
ko:K18831	ecl:EcolC_0618
ko:K18657	ecl:EcolC_2650
ko:K18890	ecl:EcolC_3166
ko:K07339	ecl:EcolC_2222
ko:K18929	ecl:EcolC_3315
ko:K18898	ecl:EcolC_0204
ko:K18918	ecl:EcolC_2071
ko:K22044	ecl:EcolC_2835
ko:K18839	ecl:EcolC_3899
ko:K03976	ecl:EcolC_3135
ko:K19055	ecl:EcolC_1845
ko:K18979	ecl:EcolC_3847
ko:K18988	ecl:EcolC_3256
ko:K19048	ecl:EcolC_3720
ko:K19046	ecl:EcolC_0953
ko:K19000	ecl:EcolC_3471
ko:K19229	ecl:EcolC_2334
ko:K19155	ecl:EcolC_0570
ko:K19156	ecl:EcolC_0571
ko:K19221	ecl:EcolC_2358
ko:K19157	ecl:EcolC_3395
ko:K19222	ecl:EcolC_1945
ko:K19161	ecl:EcolC_3348
ko:K19166	ecl:EcolC_0617
ko:K19226	ecl:EcolC_2331
ko:K19123	ecl:EcolC_0952
ko:K19236	ecl:EcolC_2488
ko:K01154	ecl:EcolC_3719
ko:K19238	ecl:EcolC_1389
ko:K22444	ecl:EcolC_1830
ko:K19124	ecl:EcolC_0954
ko:K19228	ecl:EcolC_2333
ko:K19125	ecl:EcolC_0955
ko:K19126	ecl:EcolC_0956
ko:K19168	ecl:EcolC_0813
ko:K09951	ecl:EcolC_0958
ko:K19270	ecl:EcolC_1359
ko:K01992	ecl:EcolC_0230
ko:K01992	ecl:EcolC_2850
ko:K01992	ecl:EcolC_2851
ko:K19265	ecl:EcolC_0693
ko:K19335	ecl:EcolC_3762
ko:K19267	ecl:EcolC_3795
ko:K19337	ecl:EcolC_1779
ko:K19338	ecl:EcolC_1657
ko:K19304	ecl:EcolC_1776
ko:K19334	ecl:EcolC_3761
ko:K19302	ecl:EcolC_2801
ko:K19270	ecl:EcolC_1905
ko:K19354	ecl:EcolC_0093
ko:K19336	ecl:EcolC_3763
ko:K19333	ecl:EcolC_1805
ko:K21638	ecl:EcolC_2466
ko:K19303	ecl:EcolC_1974
ko:K21636	ecl:EcolC_3773
ko:K19577	ecl:EcolC_1972
ko:K07497	ecl:EcolC_2570
ko:K07497	ecl:EcolC_0729
ko:K19611	ecl:EcolC_3061
ko:K02257	ecl:EcolC_3205
ko:K19709	ecl:EcolC_1937
ko:K19688	ecl:EcolC_2806
ko:K02495	ecl:EcolC_4149
ko:K19775	ecl:EcolC_0602
ko:K19745	ecl:EcolC_0454
ko:K19777	ecl:EcolC_0207
ko:K19778	ecl:EcolC_0208
ko:K19776	ecl:EcolC_0008
ko:K00799	ecl:EcolC_2804
ko:K00799	ecl:EcolC_1351
ko:K06131	ecl:EcolC_2854
ko:K06132	ecl:EcolC_2553
ko:K15777	ecl:EcolC_0659
ko:K19784	ecl:EcolC_4281
ko:K13069	ecl:EcolC_2123
ko:K19802	ecl:EcolC_2300
ko:K07497	ecl:EcolC_0735
ko:K02775	ecl:EcolC_1642
ko:K19803	ecl:EcolC_1473
ko:K19804	ecl:EcolC_2346
ko:K19810	ecl:EcolC_3866
ko:K19956	ecl:EcolC_0779
ko:K19997	ecl:EcolC_1599
ko:K22105	ecl:EcolC_4053
ko:K20265	ecl:EcolC_2165
ko:K20542	ecl:EcolC_0186
ko:K20543	ecl:EcolC_0187
ko:K20541	ecl:EcolC_0185
ko:K22132	ecl:EcolC_0900
ko:K20920	ecl:EcolC_3173
ko:K20988	ecl:EcolC_3174
ko:K21084	ecl:EcolC_1574
ko:K21085	ecl:EcolC_1687
ko:K21086	ecl:EcolC_0192
ko:K21087	ecl:EcolC_2431
ko:K21088	ecl:EcolC_2284
ko:K21089	ecl:EcolC_1520
ko:K21021	ecl:EcolC_1079
ko:K21028	ecl:EcolC_1875
ko:K21090	ecl:EcolC_1818
ko:K21039	ecl:EcolC_2889
ko:K21393	ecl:EcolC_0136
ko:K07497	ecl:EcolC_3716
ko:K07497	ecl:EcolC_3746
ko:K21395	ecl:EcolC_0135
ko:K21470	ecl:EcolC_2671
ko:K21498	ecl:EcolC_3133
ko:K21511	ecl:EcolC_2094
ko:K21512	ecl:EcolC_2091
ko:K21498	ecl:EcolC_2180
ko:K21602	ecl:EcolC_0140
ko:K08319	ecl:EcolC_0976
ko:K21739	ecl:EcolC_3318
ko:K21741	ecl:EcolC_3319
ko:K21742	ecl:EcolC_0639
ko:K21746	ecl:EcolC_3317
ko:K21698	ecl:EcolC_0463
ko:K21948	ecl:EcolC_0975
ko:K21963	ecl:EcolC_3325
ko:K21965	ecl:EcolC_3327
ko:K21966	ecl:EcolC_3328
ko:K21974	ecl:EcolC_2462
ko:K21975	ecl:EcolC_2461
ko:K21968	ecl:EcolC_3330
ko:K21976	ecl:EcolC_2460
ko:K21990	ecl:EcolC_1306
ko:K22041	ecl:EcolC_2490
ko:K22015	ecl:EcolC_3948
ko:K22051	ecl:EcolC_3851
ko:K22014	ecl:EcolC_2090
ko:K21964	ecl:EcolC_3326
ko:K21967	ecl:EcolC_3329
ko:K21972	ecl:EcolC_2464
ko:K21973	ecl:EcolC_2463
ko:K22131	ecl:EcolC_0973
ko:K05275	ecl:EcolC_2252
ko:K22443	ecl:EcolC_1831
ko:K22130	ecl:EcolC_0974
ko:K22104	ecl:EcolC_0480
ko:K22214	ecl:EcolC_0790
ko:K03079	ecl:EcolC_0132
ko:K03078	ecl:EcolC_0133
ko:K03077	ecl:EcolC_0131
ko:K22300	ecl:EcolC_2058
ko:K22293	ecl:EcolC_2118
ko:K22302	ecl:EcolC_2059
ko:K13566	ecl:EcolC_3401
ko:K22488	ecl:EcolC_0851
ko:K00424	ecl:EcolC_2921
ko:K22487	ecl:EcolC_0853
ko:K22508	ecl:EcolC_0847
ko:K22509	ecl:EcolC_0848
ko:K22486	ecl:EcolC_0862
