ko:K03722	ecok:ECMDS42_1482
ko:K02027	ecok:ECMDS42_1108
ko:K17758	ecok:ECMDS42_3609
ko:K17759	ecok:ECMDS42_3609
ko:K01838	ecok:ECMDS42_1115
ko:K02058	ecok:ECMDS42_3669
ko:K02483	ecok:ECMDS42_1596
ko:K01138	ecok:ECMDS42_1210
ko:K00344	ecok:ECMDS42_3489
ko:K00661	ecok:ECMDS42_0358
ko:K01187	ecok:ECMDS42_0302
ko:K13695	ecok:ECMDS42_1381
ko:K02750	ecok:ECMDS42_3119
ko:K07782	ecok:ECMDS42_1576
ko:K18015	ecok:ECMDS42_1840
ko:K08348	ecok:ECMDS42_1186
ko:K07496	ecok:ECMDS42_1151
ko:K06867	ecok:ECMDS42_3455
ko:K01066	ecok:ECMDS42_0375
ko:K01175	ecok:ECMDS42_0542
ko:K07812	ecok:ECMDS42_1549
ko:K22597	ecok:ECMDS42_1107
ko:K18142	ecok:ECMDS42_2728
ko:K05711	ecok:ECMDS42_2085
ko:K21430	ecok:ECMDS42_0688
ko:K21469	ecok:ECMDS42_1981
ko:K01007	ecok:ECMDS42_1375
ko:K03605	ecok:ECMDS42_2471
ko:K08156	ecok:ECMDS42_0295
ko:K10678	ecok:ECMDS42_0703
ko:K18324	ecok:ECMDS42_2012
ko:K18326	ecok:ECMDS42_1660
ko:K05710	ecok:ECMDS42_2084
ko:K18997	ecok:ECMDS42_0844
ko:K19540	ecok:ECMDS42_2817
ko:K19577	ecok:ECMDS42_1328
ko:K04333	ecok:ECMDS42_0875
ko:K01934	ecok:ECMDS42_2411
ko:K18471	ecok:ECMDS42_1446
ko:K18479	ecok:ECMDS42_3319
ko:K18478	ecok:ECMDS42_3322
ko:K18446	ecok:ECMDS42_2523
ko:K18507	ecok:ECMDS42_2885
ko:K18522	ecok:ECMDS42_2343
ko:K18531	ecok:ECMDS42_3336
ko:K00681	ecok:ECMDS42_2886
ko:K18525	ecok:ECMDS42_2950
ko:K18521	ecok:ECMDS42_2314
ko:K18518	ecok:ECMDS42_1361
ko:K18504	ecok:ECMDS42_2678
ko:K18505	ecok:ECMDS42_3241
ko:K18511	ecok:ECMDS42_2192
ko:K18530	ecok:ECMDS42_3337
ko:K18508	ecok:ECMDS42_0698
ko:K18513	ecok:ECMDS42_1783
ko:K18523	ecok:ECMDS42_2344
ko:K18506	ecok:ECMDS42_0063
ko:K19591	ecok:ECMDS42_0386
ko:K18502	ecok:ECMDS42_1580
ko:K18515	ecok:ECMDS42_2297
ko:K18516	ecok:ECMDS42_3304
ko:K18528	ecok:ECMDS42_3398
ko:K18527	ecok:ECMDS42_3302
ko:K00335	ecok:ECMDS42_1855
ko:K18691	ecok:ECMDS42_2103
ko:K08968	ecok:ECMDS42_1507
ko:K18697	ecok:ECMDS42_2105
ko:K18702	ecok:ECMDS42_1928
ko:K18765	ecok:ECMDS42_2715
ko:K18850	ecok:ECMDS42_0949
ko:K18889	ecok:ECMDS42_0347
ko:K18862	ecok:ECMDS42_1003
ko:K18862	ecok:ECMDS42_1005
ko:K18862	ecok:ECMDS42_1007
ko:K18862	ecok:ECMDS42_2974
ko:K18864	ecok:ECMDS42_1655
ko:K07172	ecok:ECMDS42_2287
ko:K18865	ecok:ECMDS42_1656
ko:K18867	ecok:ECMDS42_2412
ko:K18868	ecok:ECMDS42_2520
ko:K18921	ecok:ECMDS42_1135
ko:K11741	ecok:ECMDS42_3590
ko:K18841	ecok:ECMDS42_3667
ko:K18899	ecok:ECMDS42_2948
ko:K20861	ecok:ECMDS42_0695
ko:K20866	ecok:ECMDS42_3324
ko:K20881	ecok:ECMDS42_2845
ko:K20862	ecok:ECMDS42_3253
ko:K18800	ecok:ECMDS42_2405
ko:K18778	ecok:ECMDS42_0094
ko:K18657	ecok:ECMDS42_0798
ko:K18890	ecok:ECMDS42_0348
ko:K18870	ecok:ECMDS42_1137
ko:K05839	ecok:ECMDS42_0359
ko:K03674	ecok:ECMDS42_0701
ko:K03503	ecok:ECMDS42_0970
ko:K03502	ecok:ECMDS42_0971
ko:K03746	ecok:ECMDS42_1031
ko:K07473	ecok:ECMDS42_0215
ko:K07796	ecok:ECMDS42_0438
ko:K07810	ecok:ECMDS42_0439
ko:K03646	ecok:ECMDS42_0589
ko:K18863	ecok:ECMDS42_1006
ko:K18863	ecok:ECMDS42_1008
ko:K07339	ecok:ECMDS42_1156
ko:K03553	ecok:ECMDS42_2204
ko:K18898	ecok:ECMDS42_2947
ko:K18863	ecok:ECMDS42_1004
ko:K18863	ecok:ECMDS42_2975
ko:K05785	ecok:ECMDS42_3280
ko:K08722	ecok:ECMDS42_1862
ko:K07724	ecok:ECMDS42_2656
ko:K10748	ecok:ECMDS42_1280
ko:K04565	ecok:ECMDS42_1317
ko:K11685	ecok:ECMDS42_2173
ko:K03169	ecok:ECMDS42_1438
ko:K22044	ecok:ECMDS42_0658
ko:K18839	ecok:ECMDS42_3568
ko:K18840	ecok:ECMDS42_3567
ko:K03976	ecok:ECMDS42_0380
ko:K19055	ecok:ECMDS42_1461
ko:K18979	ecok:ECMDS42_3608
ko:K19046	ecok:ECMDS42_2264
ko:K19000	ecok:ECMDS42_0176
ko:K05708	ecok:ECMDS42_2082
ko:K08970	ecok:ECMDS42_1672
ko:K19229	ecok:ECMDS42_1089
ko:K19155	ecok:ECMDS42_2597
ko:K19156	ecok:ECMDS42_2596
ko:K19157	ecok:ECMDS42_0214
ko:K19222	ecok:ECMDS42_1358
ko:K19161	ecok:ECMDS42_0221
ko:K19166	ecok:ECMDS42_2552
ko:K19226	ecok:ECMDS42_1092
ko:K19123	ecok:ECMDS42_2265
ko:K19236	ecok:ECMDS42_0934
ko:K02777	ecok:ECMDS42_1968
ko:K19158	ecok:ECMDS42_1630
ko:K16291	ecok:ECMDS42_1618
ko:K19160	ecok:ECMDS42_0222
ko:K19238	ecok:ECMDS42_1830
ko:K22444	ecok:ECMDS42_1477
ko:K01710	ecok:ECMDS42_3226
ko:K19124	ecok:ECMDS42_2263
ko:K00336	ecok:ECMDS42_1854
ko:K19228	ecok:ECMDS42_1090
ko:K19125	ecok:ECMDS42_2262
ko:K19126	ecok:ECMDS42_2261
ko:K19159	ecok:ECMDS42_1631
ko:K19168	ecok:ECMDS42_2395
ko:K09951	ecok:ECMDS42_2259
ko:K19270	ecok:ECMDS42_1864
ko:K19265	ecok:ECMDS42_2479
ko:K19335	ecok:ECMDS42_3690
ko:K19267	ecok:ECMDS42_3653
ko:K19337	ecok:ECMDS42_1530
ko:K19338	ecok:ECMDS42_1616
ko:K19304	ecok:ECMDS42_1533
ko:K19334	ecok:ECMDS42_3691
ko:K19302	ecok:ECMDS42_0692
ko:K19270	ecok:ECMDS42_1402
ko:K19354	ecok:ECMDS42_3049
ko:K19336	ecok:ECMDS42_3689
ko:K19333	ecok:ECMDS42_1502
ko:K01785	ecok:ECMDS42_3318
ko:K03722	ecok:ECMDS42_0649
ko:K19303	ecok:ECMDS42_1326
ko:K21636	ecok:ECMDS42_3679
ko:K18148	ecok:ECMDS42_0224
ko:K02796	ecok:ECMDS42_1493
ko:K19611	ecok:ECMDS42_0444
ko:K02257	ecok:ECMDS42_0327
ko:K19709	ecok:ECMDS42_1367
ko:K19688	ecok:ECMDS42_0687
ko:K02495	ecok:ECMDS42_3306
ko:K19775	ecok:ECMDS42_2564
ko:K19745	ecok:ECMDS42_2716
ko:K19777	ecok:ECMDS42_2944
ko:K07802	ecok:ECMDS42_1060
ko:K19778	ecok:ECMDS42_2943
ko:K19776	ecok:ECMDS42_3131
ko:K00799	ecok:ECMDS42_0689
ko:K00799	ecok:ECMDS42_1872
ko:K06131	ecok:ECMDS42_0639
ko:K06132	ecok:ECMDS42_0881
ko:K15777	ecok:ECMDS42_2514
ko:K07147	ecok:ECMDS42_1598
ko:K07119	ecok:ECMDS42_1168
ko:K19784	ecok:ECMDS42_3150
ko:K13069	ecok:ECMDS42_1246
ko:K12137	ecok:ECMDS42_2025
ko:K19803	ecok:ECMDS42_1744
ko:K19804	ecok:ECMDS42_1078
ko:K19810	ecok:ECMDS42_3586
ko:K19956	ecok:ECMDS42_2431
ko:K14230	ecok:ECMDS42_2538
ko:K20265	ecok:ECMDS42_1204
ko:K07686	ecok:ECMDS42_3104
ko:K22443	ecok:ECMDS42_1476
ko:K21394	ecok:ECMDS42_3014
ko:K20542	ecok:ECMDS42_2966
ko:K20543	ecok:ECMDS42_2965
ko:K20541	ecok:ECMDS42_2967
ko:K22132	ecok:ECMDS42_2318
ko:K02438	ecok:ECMDS42_2876
ko:K02790	ecok:ECMDS42_1291
ko:K02791	ecok:ECMDS42_1291
ko:K21084	ecok:ECMDS42_1648
ko:K21085	ecok:ECMDS42_1582
ko:K21021	ecok:ECMDS42_2148
ko:K21086	ecok:ECMDS42_2960
ko:K21087	ecok:ECMDS42_0981
ko:K21089	ecok:ECMDS42_1695
ko:K00525	ecok:ECMDS42_1803
ko:K21028	ecok:ECMDS42_1432
ko:K21090	ecok:ECMDS42_1489
ko:K00525	ecok:ECMDS42_2179
ko:K00526	ecok:ECMDS42_2180
ko:K06217	ecok:ECMDS42_0866
ko:K06197	ecok:ECMDS42_1010
ko:K00857	ecok:ECMDS42_1032
ko:K09935	ecok:ECMDS42_0648
ko:K07336	ecok:ECMDS42_0654
ko:K03546	ecok:ECMDS42_0296
ko:K06217	ecok:ECMDS42_0520
ko:K02314	ecok:ECMDS42_3490
ko:K06866	ecok:ECMDS42_2124
ko:K06223	ecok:ECMDS42_2833
ko:K06191	ecok:ECMDS42_2177
ko:K04068	ecok:ECMDS42_3678
ko:K02315	ecok:ECMDS42_3716
ko:K07313	ecok:ECMDS42_1513
ko:K03676	ecok:ECMDS42_3044
ko:K00558	ecok:ECMDS42_1587
ko:K00560	ecok:ECMDS42_2333
ko:K01520	ecok:ECMDS42_3074
ko:K14623	ecok:ECMDS42_3079
ko:K02316	ecok:ECMDS42_2535
ko:K21393	ecok:ECMDS42_3015
ko:K02335	ecok:ECMDS42_3301
ko:K21395	ecok:ECMDS42_3016
ko:K21470	ecok:ECMDS42_0777
ko:K22105	ecok:ECMDS42_3401
ko:K21498	ecok:ECMDS42_0382
ko:K21498	ecok:ECMDS42_1189
ko:K21602	ecok:ECMDS42_3011
ko:K08319	ecok:ECMDS42_2241
ko:K21742	ecok:ECMDS42_2529
ko:K21698	ecok:ECMDS42_2707
ko:K21695	ecok:ECMDS42_2706
ko:K21948	ecok:ECMDS42_2242
ko:K21990	ecok:ECMDS42_1918
ko:K22041	ecok:ECMDS42_0932
ko:K22015	ecok:ECMDS42_3518
ko:K22051	ecok:ECMDS42_3601
ko:K22131	ecok:ECMDS42_2244
ko:K01816	ecok:ECMDS42_0401
ko:K03595	ecok:ECMDS42_2111
ko:K22130	ecok:ECMDS42_2243
ko:K22104	ecok:ECMDS42_2690
ko:K22110	ecok:ECMDS42_3314
ko:K22214	ecok:ECMDS42_2420
ko:K03079	ecok:ECMDS42_3019
ko:K08994	ecok:ECMDS42_1231
ko:K03078	ecok:ECMDS42_3018
ko:K03077	ecok:ECMDS42_3020
ko:K13566	ecok:ECMDS42_0208
ko:K11206	ecok:ECMDS42_0487
ko:K11206	ecok:ECMDS42_0486
ko:K00424	ecok:ECMDS42_0584
ko:K22486	ecok:ECMDS42_2360
