ko:K02495	sfe:SFxv_4293
ko:K07483	sfe:SFxv_1566
ko:K07483	sfe:SFxv_2552
ko:K07483	sfe:SFxv_1775
ko:K07483	sfe:SFxv_1788
ko:K07483	sfe:SFxv_4562
ko:K07483	sfe:SFxv_0929
ko:K07483	sfe:SFxv_4600
ko:K07483	sfe:SFxv_4752
ko:K07483	sfe:SFxv_0222
ko:K07483	sfe:SFxv_0239
ko:K07483	sfe:SFxv_0255
ko:K03976	sfe:SFxv_0471
ko:K19055	sfe:SFxv_1623
ko:K03668	sfe:SFxv_2036a
ko:K03526	sfe:SFxv_2816
ko:K07497	sfe:SFxv_1335
ko:K07497	sfe:SFxv_2553
ko:K07497	sfe:SFxv_4947
ko:K07497	sfe:SFxv_5127
ko:K18979	sfe:SFxv_4711
ko:K07483	sfe:SFxv_4892
ko:K07483	sfe:SFxv_4958
ko:K07483	sfe:SFxv_5002
ko:K07483	sfe:SFxv_5053
ko:K07483	sfe:SFxv_5095
ko:K07483	sfe:SFxv_5107
ko:K07483	sfe:SFxv_5121
ko:K07483	sfe:SFxv_0958
ko:K07483	sfe:SFxv_3835
ko:K07483	sfe:SFxv_4839
ko:K18997	sfe:SFxv_1088
ko:K07483	sfe:SFxv_2066
ko:K07483	sfe:SFxv_4950
ko:K07497	sfe:SFxv_2241
ko:K18988	sfe:SFxv_0250
ko:K19048	sfe:SFxv_4756
ko:K19048	sfe:SFxv_0651
ko:K07497	sfe:SFxv_3915
ko:K19000	sfe:SFxv_0189
ko:K19227	sfe:SFxv_1471
ko:K19063	sfe:SFxv_4142b
ko:K19221	sfe:SFxv_1443
ko:K19222	sfe:SFxv_1923
ko:K19161	sfe:SFxv_0297
ko:K19166	sfe:SFxv_3430
ko:K19226	sfe:SFxv_1472
ko:K19229	sfe:SFxv_1469
ko:K19230	sfe:SFxv_1468
ko:K19235	sfe:SFxv_0839
ko:K19236	sfe:SFxv_1270
ko:K02777	sfe:SFxv_2721
ko:K19047	sfe:SFxv_1139
ko:K19056	sfe:SFxv_1154a
ko:K18922	sfe:SFxv_3046
ko:K19163	sfe:SFxv_5075
ko:K01154	sfe:SFxv_4757
ko:K19158	sfe:SFxv_2312
ko:K22444	sfe:SFxv_1613
ko:K19056	sfe:SFxv_1138a
ko:K19160	sfe:SFxv_0298
ko:K19238	sfe:SFxv_2582
ko:K01710	sfe:SFxv_2340
ko:K01710	sfe:SFxv_4208
ko:K19228	sfe:SFxv_1470
ko:K22044	sfe:SFxv_0827
ko:K07495	sfe:SFxv_3767
ko:K19159	sfe:SFxv_2315
ko:K19162	sfe:SFxv_0451
ko:K19168	sfe:SFxv_3161
ko:K19164	sfe:SFxv_5074
ko:K00336	sfe:SFxv_2603
ko:K19270	sfe:SFxv_2614
ko:K19265	sfe:SFxv_3343
ko:K01992	sfe:SFxv_0808
ko:K01992	sfe:SFxv_0809
ko:K01992	sfe:SFxv_3817
ko:K19416	sfe:SFxv_1055
ko:K03722	sfe:SFxv_0814
ko:K07496	sfe:SFxv_1987
ko:K07496	sfe:SFxv_1987a
ko:K19335	sfe:SFxv_4623
ko:K07497	sfe:SFxv_1193
ko:K07497	sfe:SFxv_1196
ko:K07497	sfe:SFxv_1204
ko:K07497	sfe:SFxv_4875
ko:K07497	sfe:SFxv_4877
ko:K07497	sfe:SFxv_4891
ko:K07497	sfe:SFxv_4903
ko:K07497	sfe:SFxv_0359
ko:K07497	sfe:SFxv_4919
ko:K07497	sfe:SFxv_4925
ko:K07497	sfe:SFxv_2236
ko:K07497	sfe:SFxv_5018
ko:K07497	sfe:SFxv_5031
ko:K07497	sfe:SFxv_5060
ko:K07497	sfe:SFxv_5084
ko:K07497	sfe:SFxv_0525
ko:K07497	sfe:SFxv_0530
ko:K07497	sfe:SFxv_3269
ko:K07497	sfe:SFxv_3275
ko:K07497	sfe:SFxv_4220
ko:K07497	sfe:SFxv_5125
ko:K07497	sfe:SFxv_0574
ko:K07497	sfe:SFxv_1518
ko:K07497	sfe:SFxv_2439
ko:K07497	sfe:SFxv_1539
ko:K07497	sfe:SFxv_1553
ko:K07497	sfe:SFxv_1565
ko:K07497	sfe:SFxv_3385
ko:K07497	sfe:SFxv_0748
ko:K07497	sfe:SFxv_4469
ko:K07497	sfe:SFxv_1774
ko:K07497	sfe:SFxv_1787
ko:K07497	sfe:SFxv_0932
ko:K07497	sfe:SFxv_4602
ko:K07497	sfe:SFxv_4605
ko:K07497	sfe:SFxv_0949
ko:K07497	sfe:SFxv_1041
ko:K07497	sfe:SFxv_1975
ko:K07497	sfe:SFxv_2004
ko:K07497	sfe:SFxv_2059
ko:K07497	sfe:SFxv_4753
ko:K07497	sfe:SFxv_0227
ko:K07497	sfe:SFxv_0241
ko:K07497	sfe:SFxv_0253
ko:K07497	sfe:SFxv_1181
ko:K07497	sfe:SFxv_3025
ko:K07497	sfe:SFxv_4830
ko:K19267	sfe:SFxv_4663
ko:K19337	sfe:SFxv_2087
ko:K19338	sfe:SFxv_2291
ko:K19304	sfe:SFxv_2090
ko:K19334	sfe:SFxv_4621
ko:K19302	sfe:SFxv_0863
ko:K19354	sfe:SFxv_3982
ko:K19270	sfe:SFxv_1686
ko:K19271	sfe:SFxv_1150
ko:K01785	sfe:SFxv_4305
ko:K19336	sfe:SFxv_4624
ko:K19333	sfe:SFxv_1585
ko:K21637	sfe:SFxv_4573
ko:K21638	sfe:SFxv_1730
ko:K19303	sfe:SFxv_1891
ko:K19577	sfe:SFxv_1893
ko:K07497	sfe:SFxv_3131
ko:K07497	sfe:SFxv_1339
ko:K19611	sfe:SFxv_0549
ko:K02796	sfe:SFxv_1596
ko:K02257	sfe:SFxv_0410
ko:K19688	sfe:SFxv_0856
ko:K19775	sfe:SFxv_3444
ko:K19745	sfe:SFxv_3603
ko:K19777	sfe:SFxv_3863
ko:K19778	sfe:SFxv_3862
ko:K19776	sfe:SFxv_4097
ko:K00799	sfe:SFxv_0858
ko:K06131	sfe:SFxv_0805
ko:K00799	sfe:SFxv_2622
ko:K06132	sfe:SFxv_1184
ko:K07497	sfe:SFxv_1121
ko:K07497	sfe:SFxv_1126
ko:K07497	sfe:SFxv_2067
ko:K07497	sfe:SFxv_3259
ko:K07497	sfe:SFxv_3265
ko:K07497	sfe:SFxv_5019
ko:K07119	sfe:SFxv_1973
ko:K15777	sfe:SFxv_3379
ko:K19784	sfe:SFxv_4074
ko:K19802	sfe:SFxv_1507
ko:K07497	sfe:SFxv_2069
ko:K07497	sfe:SFxv_0254
ko:K07497	sfe:SFxv_3568
ko:K07497	sfe:SFxv_4133
ko:K07497	sfe:SFxv_1134
ko:K07497	sfe:SFxv_2152
ko:K07497	sfe:SFxv_1536
ko:K19803	sfe:SFxv_2495
ko:K19804	sfe:SFxv_1455
ko:K07497	sfe:SFxv_1727
ko:K07497	sfe:SFxv_1739
ko:K07497	sfe:SFxv_1748
ko:K07497	sfe:SFxv_0358
ko:K12137	sfe:SFxv_2780
ko:K07497	sfe:SFxv_2802
ko:K07497	sfe:SFxv_4559
ko:K07497	sfe:SFxv_4601
ko:K07497	sfe:SFxv_2009
ko:K07497	sfe:SFxv_2016
ko:K07497	sfe:SFxv_2021
ko:K07497	sfe:SFxv_2024
ko:K07497	sfe:SFxv_2879
ko:K07497	sfe:SFxv_4674
ko:K07497	sfe:SFxv_1205
ko:K07497	sfe:SFxv_2125
ko:K07497	sfe:SFxv_3023
ko:K07497	sfe:SFxv_3024
ko:K07497	sfe:SFxv_4754
ko:K07497	sfe:SFxv_2143
ko:K07497	sfe:SFxv_4838
ko:K07497	sfe:SFxv_0731
ko:K07497	sfe:SFxv_0751
ko:K07497	sfe:SFxv_0764
ko:K07497	sfe:SFxv_2258
ko:K07497	sfe:SFxv_2266
ko:K07497	sfe:SFxv_2296
ko:K07497	sfe:SFxv_1426
ko:K07497	sfe:SFxv_4949
ko:K07497	sfe:SFxv_4959
ko:K07497	sfe:SFxv_2408
ko:K07497	sfe:SFxv_5001
ko:K07497	sfe:SFxv_5003
ko:K07497	sfe:SFxv_5036
ko:K07497	sfe:SFxv_5052
ko:K07497	sfe:SFxv_1515
ko:K07497	sfe:SFxv_1542
ko:K07497	sfe:SFxv_1558
ko:K07497	sfe:SFxv_5094
ko:K07497	sfe:SFxv_5106
ko:K07497	sfe:SFxv_0954
ko:K07497	sfe:SFxv_0957
ko:K07497	sfe:SFxv_0970
ko:K07497	sfe:SFxv_1573
ko:K07497	sfe:SFxv_1616
ko:K07497	sfe:SFxv_5122
ko:K07497	sfe:SFxv_1625
ko:K19810	sfe:SFxv_4691
ko:K07484	sfe:SFxv_5073
ko:K19956	sfe:SFxv_4458
ko:K07484	sfe:SFxv_4561
ko:K07484	sfe:SFxv_4955
ko:K07484	sfe:SFxv_5055
ko:K07484	sfe:SFxv_2303
ko:K07484	sfe:SFxv_5063
ko:K07495	sfe:SFxv_4241
ko:K07484	sfe:SFxv_4954
ko:K07495	sfe:SFxv_0443
ko:K07495	sfe:SFxv_0996
ko:K07495	sfe:SFxv_4401
ko:K07495	sfe:SFxv_4141
ko:K07495	sfe:SFxv_4644
ko:K07495	sfe:SFxv_4849
ko:K07495	sfe:SFxv_5082
ko:K21636	sfe:SFxv_4637
ko:K19956	sfe:SFxv_3200
ko:K07484	sfe:SFxv_0416
ko:K07484	sfe:SFxv_4560
ko:K07484	sfe:SFxv_2267
ko:K07484	sfe:SFxv_2268
ko:K07484	sfe:SFxv_2302
ko:K07484	sfe:SFxv_4904
ko:K07484	sfe:SFxv_4924
ko:K07484	sfe:SFxv_3254
ko:K07484	sfe:SFxv_5051
ko:K07484	sfe:SFxv_5054
ko:K07484	sfe:SFxv_0930
ko:K20265	sfe:SFxv_1943
ko:K20265	sfe:SFxv_2752
ko:K07686	sfe:SFxv_4124
ko:K19591	sfe:SFxv_0477
ko:K20542	sfe:SFxv_3885
ko:K20534	sfe:SFxv_0355
ko:K20543	sfe:SFxv_3884
ko:K20541	sfe:SFxv_3886
ko:K12684	sfe:SFxv_4054
ko:K07497	sfe:SFxv_4837
ko:K07484	sfe:SFxv_3252
ko:K07497	sfe:SFxv_5123
ko:K12684	sfe:SFxv_4135
ko:K07497	sfe:SFxv_4884
ko:K21394	sfe:SFxv_3946
ko:K22111	sfe:SFxv_4596
ko:K22132	sfe:SFxv_3099
ko:K02438	sfe:SFxv_3771
ko:K02790	sfe:SFxv_1847
ko:K02791	sfe:SFxv_1847
ko:K04333	sfe:SFxv_1178
ko:K21086	sfe:SFxv_3876
ko:K21087	sfe:SFxv_1358
ko:K21089	sfe:SFxv_2436
ko:K21089	sfe:SFxv_2441
ko:K08968	sfe:SFxv_1580
ko:K21021	sfe:SFxv_2922
ko:K21090	sfe:SFxv_1600
ko:K00525	sfe:SFxv_2965
ko:K00526	sfe:SFxv_2966
ko:K01160	sfe:SFxv_1732
ko:K07455	sfe:SFxv_0317
ko:K02314	sfe:SFxv_0327
ko:K14744	sfe:SFxv_0335
ko:K03546	sfe:SFxv_0373
ko:K02314	sfe:SFxv_4529
ko:K06866	sfe:SFxv_2898
ko:K06223	sfe:SFxv_3716
ko:K04068	sfe:SFxv_4638
ko:K06217	sfe:SFxv_1110
ko:K06191	sfe:SFxv_2963
ko:K21039	sfe:SFxv_0593
ko:K01160	sfe:SFxv_2123
ko:K02315	sfe:SFxv_4786
ko:K06217	sfe:SFxv_0688
ko:K06919	sfe:SFxv_1292
ko:K06904	sfe:SFxv_1299
ko:K00558	sfe:SFxv_2234
ko:K00560	sfe:SFxv_3111
ko:K03676	sfe:SFxv_3977
ko:K09960	sfe:SFxv_0736
ko:K09961	sfe:SFxv_0738
ko:K06909	sfe:SFxv_0739
ko:K06909	sfe:SFxv_0744
ko:K02314	sfe:SFxv_0755
ko:K06197	sfe:SFxv_1392
ko:K01520	sfe:SFxv_4008
ko:K14623	sfe:SFxv_4013
ko:K09935	sfe:SFxv_0815
ko:K07336	sfe:SFxv_0821
ko:K00857	sfe:SFxv_1411
ko:K14744	sfe:SFxv_0933
ko:K07313	sfe:SFxv_1572
ko:K07313	sfe:SFxv_1574
ko:K02316	sfe:SFxv_3412
ko:K00525	sfe:SFxv_2557
ko:K21393	sfe:SFxv_3947
ko:K07497	sfe:SFxv_1131
ko:K07497	sfe:SFxv_2942
ko:K07497	sfe:SFxv_4859
ko:K07497	sfe:SFxv_4029
ko:K07497	sfe:SFxv_3302
ko:K07497	sfe:SFxv_5008
ko:K07497	sfe:SFxv_5023
ko:K07497	sfe:SFxv_5087
ko:K02335	sfe:SFxv_4290
ko:K03293	sfe:SFxv_4216
ko:K21470	sfe:SFxv_0997
ko:K21498	sfe:SFxv_0473
ko:K21498	sfe:SFxv_1956
ko:K21602	sfe:SFxv_3942
ko:K21742	sfe:SFxv_3405
ko:K21698	sfe:SFxv_3594
ko:K21695	sfe:SFxv_3593
ko:K21976	sfe:SFxv_5000
ko:K21990	sfe:SFxv_2670
ko:K22041	sfe:SFxv_1268
ko:K22051	sfe:SFxv_4706
ko:K01816	sfe:SFxv_0493
ko:K22443	sfe:SFxv_1614
ko:K03595	sfe:SFxv_2885
ko:K22105	sfe:SFxv_4408
ko:K22104	sfe:SFxv_3574
ko:K22110	sfe:SFxv_4594
ko:K22110	sfe:SFxv_4302
ko:K08994	sfe:SFxv_1768
ko:K03077	sfe:SFxv_0058
ko:K22597	sfe:SFxv_1490
ko:K22300	sfe:SFxv_0944
ko:K15634	sfe:SFxv_4821
ko:K02560	sfe:SFxv_5092
ko:K02560	sfe:SFxv_1135
ko:K22293	sfe:SFxv_1743
ko:K22302	sfe:SFxv_0943
ko:K13566	sfe:SFxv_0286
ko:K11206	sfe:SFxv_0722
ko:K22488	sfe:SFxv_4979
ko:K22489	sfe:SFxv_3030
ko:K07319	sfe:SFxv_5045
ko:K00424	sfe:SFxv_0619
ko:K22487	sfe:SFxv_4981
ko:K22505	sfe:SFxv_4982
ko:K22512	sfe:SFxv_4991
ko:K22514	sfe:SFxv_4994
ko:K22504	sfe:SFxv_4988
ko:K22506	sfe:SFxv_4992
ko:K22507	sfe:SFxv_4996
ko:K22508	sfe:SFxv_4997
ko:K22509	sfe:SFxv_4998
ko:K22510	sfe:SFxv_4999
ko:K22511	sfe:SFxv_4989
