ko:K16238	kpk:A593_15915
ko:K07686	kpk:A593_10560
ko:K20807	kpk:A593_23230
ko:K01612	kpk:A593_05670
ko:K20542	kpk:A593_09610
ko:K20542	kpk:A593_09650
ko:K20543	kpk:A593_09660
ko:K19591	kpk:A593_16720
ko:K20541	kpk:A593_09615
ko:K21759	kpk:A593_05665
ko:K20541	kpk:A593_09665
ko:K22602	kpk:A593_23635
ko:K22110	kpk:A593_13130
ko:K22132	kpk:A593_06015
ko:K00130	kpk:A593_17375
ko:K00632	kpk:A593_11805
ko:K02790	kpk:A593_22110
ko:K02791	kpk:A593_22110
ko:K14234	kpk:A593_08575
ko:K14234	kpk:A593_11865
ko:K14225	kpk:A593_01690
ko:K14225	kpk:A593_12880
ko:K14225	kpk:A593_12875
ko:K14225	kpk:A593_12885
ko:K14225	kpk:A593_11860
ko:K02438	kpk:A593_09190
ko:K14229	kpk:A593_04025
ko:K14229	kpk:A593_18245
ko:K14229	kpk:A593_18255
ko:K14229	kpk:A593_18225
ko:K14229	kpk:A593_18250
ko:K14229	kpk:A593_18235
ko:K14220	kpk:A593_01820
ko:K14220	kpk:A593_01960
ko:K14220	kpk:A593_01885
ko:K14220	kpk:A593_01970
ko:K14228	kpk:A593_17940
ko:K14218	kpk:A593_03985
ko:K14218	kpk:A593_03990
ko:K14231	kpk:A593_07105
ko:K14231	kpk:A593_12685
ko:K14232	kpk:A593_11605
ko:K11529	kpk:A593_21010
ko:K14230	kpk:A593_06025
ko:K14230	kpk:A593_08090
ko:K14230	kpk:A593_06035
ko:K14230	kpk:A593_06030
ko:K14235	kpk:A593_11420
ko:K01200	kpk:A593_15220
ko:K20941	kpk:A593_25530
ko:K13877	kpk:A593_14040
ko:K21029	kpk:A593_18800
ko:K04333	kpk:A593_07025
ko:K21061	kpk:A593_14020
ko:K21085	kpk:A593_01765
ko:K21062	kpk:A593_14035
ko:K21088	kpk:A593_23810
ko:K21021	kpk:A593_04835
ko:K21086	kpk:A593_06515
ko:K02495	kpk:A593_10985
ko:K08968	kpk:A593_01355
ko:K13075	kpk:A593_23380
ko:K21028	kpk:A593_20795
ko:K13609	kpk:A593_14050
ko:K00821	kpk:A593_08920
ko:K21090	kpk:A593_01265
ko:K03636	kpk:A593_01905
ko:K00632	kpk:A593_03505
ko:K21147	kpk:A593_01900
ko:K00560	kpk:A593_06310
ko:K06217	kpk:A593_19740
ko:K02316	kpk:A593_07430
ko:K06905	kpk:A593_07455
ko:K06906	kpk:A593_07460
ko:K06908	kpk:A593_07475
ko:K06907	kpk:A593_07480
ko:K06903	kpk:A593_07510
ko:K03546	kpk:A593_16070
ko:K09961	kpk:A593_03665
ko:K06909	kpk:A593_03670
ko:K01160	kpk:A593_03715
ko:K02314	kpk:A593_12275
ko:K07336	kpk:A593_20975
ko:K14059	kpk:A593_00270
ko:K06866	kpk:A593_04740
ko:K06223	kpk:A593_08985
ko:K04068	kpk:A593_13290
ko:K00857	kpk:A593_00575
ko:K06217	kpk:A593_17900
ko:K06197	kpk:A593_00715
ko:K06191	kpk:A593_05200
ko:K02315	kpk:A593_14135
ko:K07313	kpk:A593_01385
ko:K03676	kpk:A593_09985
ko:K01520	kpk:A593_10120
ko:K00558	kpk:A593_01785
ko:K00287	kpk:A593_14625
ko:K03292	kpk:A593_14980
ko:K00050	kpk:A593_14605
ko:K00526	kpk:A593_05215
ko:K10018	kpk:A593_21180
ko:K20938	kpk:A593_05925
ko:K02032	kpk:A593_17260
ko:K02032	kpk:A593_17320
ko:K02031	kpk:A593_17325
ko:K05934	kpk:A593_06090
ko:K14333	kpk:A593_11495
ko:K03292	kpk:A593_11150
ko:K21416	kpk:A593_15735
ko:K21417	kpk:A593_15730
ko:K13695	kpk:A593_00395
ko:K00146	kpk:A593_21775
ko:K03651	kpk:A593_13450
ko:K01451	kpk:A593_17040
ko:K01420	kpk:A593_22205
ko:K00863	kpk:A593_07740
ko:K01451	kpk:A593_21245
ko:K21698	kpk:A593_08450
ko:K21695	kpk:A593_08445
ko:K00344	kpk:A593_25290
ko:K21948	kpk:A593_22660
ko:K13638	kpk:A593_08650
ko:K21973	kpk:A593_25775
ko:K21973	kpk:A593_22630
ko:K21963	kpk:A593_15825
ko:K21965	kpk:A593_15835
ko:K21974	kpk:A593_18365
ko:K21966	kpk:A593_15840
ko:K21968	kpk:A593_15850
ko:K21976	kpk:A593_18355
ko:K21990	kpk:A593_03525
ko:K22041	kpk:A593_20045
ko:K22015	kpk:A593_25415
ko:K22024	kpk:A593_22840
ko:K22044	kpk:A593_18680
ko:K22051	kpk:A593_12850
ko:K21964	kpk:A593_15830
ko:K21967	kpk:A593_15845
ko:K21972	kpk:A593_18375
ko:K21973	kpk:A593_18370
ko:K21975	kpk:A593_18360
ko:K08319	kpk:A593_22665
ko:K15576	kpk:A593_00690
ko:K22131	kpk:A593_22650
ko:K05275	kpk:A593_06500
ko:K22444	kpk:A593_19555
ko:K14274	kpk:A593_04815
ko:K22130	kpk:A593_22655
ko:K22129	kpk:A593_22835
ko:K03595	kpk:A593_04685
ko:K22105	kpk:A593_11380
ko:K22110	kpk:A593_06475
ko:K08994	kpk:A593_23995
ko:K22278	kpk:A593_01855
ko:K03077	kpk:A593_14700
ko:K15634	kpk:A593_14320
ko:K02257	kpk:A593_16335
ko:K22293	kpk:A593_22520
ko:K13566	kpk:A593_15575
ko:K11206	kpk:A593_17765
ko:K07319	kpk:A593_26460
ko:K22441	kpk:A593_25325
ko:K22489	kpk:A593_05680
ko:K22601	kpk:A593_23645
