ko:K01139	kps:KPNJ2_00117
ko:K10016	kps:KPNJ2_01611
ko:K10015	kps:KPNJ2_01612
ko:K10017	kps:KPNJ2_01613
ko:K07071	kps:KPNJ2_01616
ko:K07589	kps:KPNJ2_01617
ko:K07095	kps:KPNJ2_01620
ko:K13788	kps:KPNJ2_01622
ko:K00925	kps:KPNJ2_01623
ko:K09899	kps:KPNJ2_01625
ko:K09161	kps:KPNJ2_01626
ko:K14260	kps:KPNJ2_01630
ko:K00330	kps:KPNJ2_01635
ko:K00331	kps:KPNJ2_01636
ko:K13378	kps:KPNJ2_01637
ko:K00334	kps:KPNJ2_01638
ko:K00337	kps:KPNJ2_01641
ko:K00338	kps:KPNJ2_01642
ko:K00339	kps:KPNJ2_01643
ko:K00340	kps:KPNJ2_01644
ko:K00341	kps:KPNJ2_01645
ko:K00342	kps:KPNJ2_01646
ko:K00343	kps:KPNJ2_01647
ko:K00784	kps:KPNJ2_01648
ko:K02348	kps:KPNJ2_01649
ko:K02552	kps:KPNJ2_01650
ko:K02551	kps:KPNJ2_01651
ko:K08680	kps:KPNJ2_01652
ko:K01661	kps:KPNJ2_01653
ko:K02549	kps:KPNJ2_01654
ko:K01911	kps:KPNJ2_01655
ko:K12944	kps:KPNJ2_01656
ko:K07245	kps:KPNJ2_02026
ko:K09824	kps:KPNJ2_02029
ko:K11392	kps:KPNJ2_02033
ko:K03808	kps:KPNJ2_02035
ko:K03607	kps:KPNJ2_02037
ko:K03797	kps:KPNJ2_02038
ko:K03799	kps:KPNJ2_02039
ko:K08169	kps:KPNJ2_02040
ko:K03704	kps:KPNJ2_02049
ko:K03587	kps:KPNJ2_02050
ko:K00563	kps:KPNJ2_02051
ko:K02795	kps:KPNJ2_02056
ko:K02793	kps:KPNJ2_02057
ko:K02794	kps:KPNJ2_02057
ko:K01752	kps:KPNJ2_02060
ko:K01665	kps:KPNJ2_02062
ko:K09917	kps:KPNJ2_02063
ko:K07285	kps:KPNJ2_02067
ko:K01897	kps:KPNJ2_02068
ko:K03684	kps:KPNJ2_02069
ko:K03608	kps:KPNJ2_02070
ko:K03609	kps:KPNJ2_02071
ko:K03610	kps:KPNJ2_02072
ko:K09902	kps:KPNJ2_02073
ko:K09160	kps:KPNJ2_02075
ko:K03611	kps:KPNJ2_02077
ko:K03314	kps:KPNJ2_02078
ko:K03603	kps:KPNJ2_02079
ko:K09936	kps:KPNJ2_02517
ko:K03823	kps:KPNJ2_02518
ko:K01250	kps:KPNJ2_02521
ko:K02014	kps:KPNJ2_02524
ko:K11738	kps:KPNJ2_02527
ko:K02030	kps:KPNJ2_02533
ko:K02029	kps:KPNJ2_02535
ko:K02028	kps:KPNJ2_02536
ko:K02030	kps:KPNJ2_02537
ko:K11208	kps:KPNJ2_02538
ko:K01821	kps:KPNJ2_02539
ko:K16077	kps:KPNJ2_02540
ko:K02855	kps:KPNJ2_02543
ko:K02010	kps:KPNJ2_02545
ko:K02012	kps:KPNJ2_02546
ko:K02011	kps:KPNJ2_02547
ko:K00675	kps:KPNJ2_02548
ko:K00374	kps:KPNJ2_02549
ko:K00373	kps:KPNJ2_02550
ko:K00371	kps:KPNJ2_02551
ko:K00370	kps:KPNJ2_02552
ko:K02575	kps:KPNJ2_02553
ko:K08167	kps:KPNJ2_02555
ko:K02624	kps:KPNJ2_02556
ko:K03464	kps:KPNJ2_02558
ko:K03381	kps:KPNJ2_02559
ko:K05549	kps:KPNJ2_02560
ko:K05550	kps:KPNJ2_02561
ko:K05784	kps:KPNJ2_02562
ko:K14062	kps:KPNJ2_03046
ko:K14061	kps:KPNJ2_03049
ko:K14058	kps:KPNJ2_03050
ko:K05591	kps:KPNJ2_03051
ko:K16074	kps:KPNJ2_03053
ko:K11734	kps:KPNJ2_03057
ko:K00832	kps:KPNJ2_03060
ko:K02072	kps:KPNJ2_03061
ko:K02071	kps:KPNJ2_03062
ko:K02073	kps:KPNJ2_03063
ko:K08969	kps:KPNJ2_03064
ko:K11906	kps:KPNJ2_03078
ko:K11895	kps:KPNJ2_03079
ko:K11896	kps:KPNJ2_03080
ko:K11910	kps:KPNJ2_03081
ko:K11910	kps:KPNJ2_03082
ko:K11891	kps:KPNJ2_03083
ko:K11904	kps:KPNJ2_03093
ko:K11907	kps:KPNJ2_03094
ko:K11903	kps:KPNJ2_03095
ko:K11892	kps:KPNJ2_03097
ko:K11893	kps:KPNJ2_03098
ko:K11900	kps:KPNJ2_03099
ko:K11901	kps:KPNJ2_03100
ko:K05844	kps:KPNJ2_03631
ko:K07085	kps:KPNJ2_03637
ko:K00795	kps:KPNJ2_04272
ko:K01662	kps:KPNJ2_04273
ko:K01095	kps:KPNJ2_04275
ko:K00946	kps:KPNJ2_04276
ko:K03625	kps:KPNJ2_04277
ko:K00794	kps:KPNJ2_04278
ko:K11752	kps:KPNJ2_04279
ko:K07738	kps:KPNJ2_04280
ko:K05517	kps:KPNJ2_04283
ko:K06996	kps:KPNJ2_04285
ko:K03074	kps:KPNJ2_04286
ko:K03072	kps:KPNJ2_04287
ko:K03210	kps:KPNJ2_04288
ko:K00773	kps:KPNJ2_04289
ko:K07568	kps:KPNJ2_04290
ko:K08682	kps:KPNJ2_04292
ko:K03386	kps:KPNJ2_04293
ko:K02821	kps:KPNJ2_04295
ko:K02822	kps:KPNJ2_04296
ko:K03475	kps:KPNJ2_04297
ko:K01624	kps:KPNJ2_04300
ko:K09932	kps:KPNJ2_04302
ko:K01187	kps:KPNJ2_04306
ko:K11736	kps:KPNJ2_04307
ko:K03311	kps:KPNJ2_04308
ko:K07636	kps:KPNJ2_04310
ko:K07657	kps:KPNJ2_04311
ko:K03547	kps:KPNJ2_04312
ko:K00847	kps:KPNJ2_04314
ko:K03554	kps:KPNJ2_04315
ko:K09913	kps:KPNJ2_04316
ko:K14591	kps:KPNJ2_04317
ko:K00891	kps:KPNJ2_04319
ko:K09945	kps:KPNJ2_04321
ko:K09768	kps:KPNJ2_04322
ko:K00286	kps:KPNJ2_04323
ko:K03841	kps:KPNJ2_04951
ko:K02057	kps:KPNJ2_04952
ko:K02057	kps:KPNJ2_04953
ko:K02056	kps:KPNJ2_04954
ko:K02058	kps:KPNJ2_04955
ko:K01507	kps:KPNJ2_04957
ko:K09800	kps:KPNJ2_04961
ko:K07278	kps:KPNJ2_04962
ko:K07304	kps:KPNJ2_04963
ko:K07109	kps:KPNJ2_04967
ko:K01082	kps:KPNJ2_04968
ko:K01119	kps:KPNJ2_04969
ko:K07322	kps:KPNJ2_04974
ko:K11737	kps:KPNJ2_04975
ko:K03773	kps:KPNJ2_04976
ko:K07269	kps:KPNJ2_04977
ko:K02939	kps:KPNJ2_04978
ko:K02963	kps:KPNJ2_04979
ko:K02686	kps:KPNJ2_04980
ko:K02990	kps:KPNJ2_04981
ko:K03077	kps:KPNJ2_04984
ko:K03079	kps:KPNJ2_04985
ko:K03078	kps:KPNJ2_04986
ko:K02821	kps:KPNJ2_04987
ko:K02822	kps:KPNJ2_04988
ko:K03475	kps:KPNJ2_04989
ko:K03476	kps:KPNJ2_04991
ko:K03477	kps:KPNJ2_04992
ko:K06889	kps:KPNJ2_04993
ko:K09456	kps:KPNJ2_04996
ko:K02043	kps:KPNJ2_05080
ko:K06166	kps:KPNJ2_05081
ko:K06165	kps:KPNJ2_05082
ko:K06164	kps:KPNJ2_05083
ko:K06163	kps:KPNJ2_05084
ko:K05781	kps:KPNJ2_05085
ko:K05780	kps:KPNJ2_05086
ko:K06162	kps:KPNJ2_05087
ko:K05774	kps:KPNJ2_05088
ko:K06167	kps:KPNJ2_05089
ko:K10441	kps:KPNJ2_05092
ko:K10440	kps:KPNJ2_05093
ko:K10439	kps:KPNJ2_05094
ko:K07126	kps:KPNJ2_05101
ko:K11102	kps:KPNJ2_05102
ko:K01895	kps:KPNJ2_05104
ko:K14393	kps:KPNJ2_05107
ko:K07347	kps:KPNJ2_05110
ko:K14223	kps:KPNJ2_r066
ko:K14223	kps:KPNJ2_r067
ko:K14228	kps:KPNJ2_r048
ko:K14236	kps:KPNJ2_r008
ko:K14236	kps:KPNJ2_r049
ko:K14236	kps:KPNJ2_r050
ko:K14219	kps:KPNJ2_r025
ko:K14219	kps:KPNJ2_r027
ko:K14219	kps:KPNJ2_r026
ko:K14219	kps:KPNJ2_r028
ko:K14230	kps:KPNJ2_r064
ko:K14230	kps:KPNJ2_r068
ko:K14218	kps:KPNJ2_r077
ko:K14218	kps:KPNJ2_r105
ko:K14218	kps:KPNJ2_r094
ko:K14219	kps:KPNJ2_r039
ko:K14219	kps:KPNJ2_r071
ko:K14220	kps:KPNJ2_r041
ko:K14220	kps:KPNJ2_r043
ko:K14220	kps:KPNJ2_r044
ko:K14220	kps:KPNJ2_r042
ko:K14233	kps:KPNJ2_r045
ko:K14222	kps:KPNJ2_r047
ko:K14237	kps:KPNJ2_r051
ko:K14237	kps:KPNJ2_r052
ko:K14237	kps:KPNJ2_r053
ko:K01980	kps:KPNJ2_r084
ko:K00681	kps:KPNJ2_00323
ko:K01980	kps:KPNJ2_r031
ko:K14233	kps:KPNJ2_r054
ko:K14233	kps:KPNJ2_r055
ko:K14233	kps:KPNJ2_r056
ko:K14233	kps:KPNJ2_r024
ko:K14232	kps:KPNJ2_r040
ko:K14224	kps:KPNJ2_r004
ko:K14224	kps:KPNJ2_r110
ko:K14224	kps:KPNJ2_r030
ko:K14224	kps:KPNJ2_r085
ko:K14235	kps:KPNJ2_r101
ko:K14226	kps:KPNJ2_r099
ko:K14228	kps:KPNJ2_r087
ko:K14232	kps:KPNJ2_r097
ko:K01977	kps:KPNJ2_r107
ko:K01977	kps:KPNJ2_r086
ko:K01977	kps:KPNJ2_r029
ko:K01977	kps:KPNJ2_r003
ko:K01977	kps:KPNJ2_r111
ko:K01977	kps:KPNJ2_r096
ko:K01977	kps:KPNJ2_r011
ko:K01977	kps:KPNJ2_r079
ko:K14219	kps:KPNJ2_r100
ko:K01985	kps:KPNJ2_r006
ko:K01985	kps:KPNJ2_r092
ko:K01985	kps:KPNJ2_r075
ko:K01985	kps:KPNJ2_r083
ko:K01985	kps:KPNJ2_r032
ko:K01985	kps:KPNJ2_r108
ko:K01985	kps:KPNJ2_r013
ko:K01985	kps:KPNJ2_r103
ko:K01985	kps:KPNJ2_r015
ko:K01980	kps:KPNJ2_r109
ko:K14227	kps:KPNJ2_r078
ko:K14227	kps:KPNJ2_r106
ko:K14227	kps:KPNJ2_r095
ko:K14238	kps:KPNJ2_r001
ko:K14234	kps:KPNJ2_r007
ko:K14225	kps:KPNJ2_r020
ko:K01980	kps:KPNJ2_r093
ko:K01980	kps:KPNJ2_r104
ko:K14231	kps:KPNJ2_r019
ko:K14231	kps:KPNJ2_r091
ko:K14234	kps:KPNJ2_r010
ko:K14234	kps:KPNJ2_r014
ko:K14225	kps:KPNJ2_r009
ko:K14225	kps:KPNJ2_r046
ko:K14225	kps:KPNJ2_r089
ko:K14225	kps:KPNJ2_r090
ko:K14225	kps:KPNJ2_r088
ko:K14228	kps:KPNJ2_r016
ko:K14228	kps:KPNJ2_r065
ko:K14230	kps:KPNJ2_r018
ko:K00335	kps:KPNJ2_01639
ko:K04065	kps:KPNJ2_04722
ko:K01980	kps:KPNJ2_r012
ko:K01980	kps:KPNJ2_r005
ko:K01980	kps:KPNJ2_r076
ko:K14221	kps:KPNJ2_r073
ko:K14221	kps:KPNJ2_r074
ko:K14221	kps:KPNJ2_r102
ko:K14223	kps:KPNJ2_r069
ko:K14223	kps:KPNJ2_r070
ko:K14228	kps:KPNJ2_r080
ko:K14228	kps:KPNJ2_r082
ko:K14228	kps:KPNJ2_r081
ko:K14228	kps:KPNJ2_r098
ko:K14237	kps:KPNJ2_r034
ko:K14237	kps:KPNJ2_r062
ko:K14237	kps:KPNJ2_r060
ko:K14237	kps:KPNJ2_r035
ko:K14237	kps:KPNJ2_r036
ko:K13053	kps:KPNJ2_03526
ko:K02477	kps:KPNJ2_01568
ko:K02477	kps:KPNJ2_01764
ko:K14232	kps:KPNJ2_r002
ko:K14229	kps:KPNJ2_r033
ko:K14229	kps:KPNJ2_r059
ko:K14229	kps:KPNJ2_r057
ko:K14229	kps:KPNJ2_r058
ko:K14229	kps:KPNJ2_r063
ko:K14229	kps:KPNJ2_r061
ko:K14234	kps:KPNJ2_r072
ko:K14230	kps:KPNJ2_r017
ko:K14230	kps:KPNJ2_r021
ko:K14230	kps:KPNJ2_r023
ko:K14230	kps:KPNJ2_r022
ko:K14218	kps:KPNJ2_r037
ko:K14218	kps:KPNJ2_r038
ko:K18640	kps:KPNJ2_05072
ko:K18673	kps:KPNJ2_01481
ko:K18697	kps:KPNJ2_01419
ko:K18142	kps:KPNJ2_00502
ko:K18691	kps:KPNJ2_01421
ko:K18765	kps:KPNJ2_00538
ko:K18699	kps:KPNJ2_02871
ko:K11741	kps:KPNJ2_05027
ko:K06218	kps:KPNJ2_04926
ko:K18850	kps:KPNJ2_03389
ko:K21645	kps:KPNJ2_02108
ko:K18900	kps:KPNJ2_01310
ko:K18920	kps:KPNJ2_00200
ko:K18850	kps:KPNJ2_04821
ko:K20861	kps:KPNJ2_03687
ko:K20866	kps:KPNJ2_05377
ko:K20881	kps:KPNJ2_00366
ko:K20862	kps:KPNJ2_05241
ko:K18800	kps:KPNJ2_00928
ko:K18657	kps:KPNJ2_03539
ko:K18918	kps:KPNJ2_04927
ko:K18778	kps:KPNJ2_04582
ko:K18890	kps:KPNJ2_04231
ko:K18954	kps:KPNJ2_04736
ko:K09691	kps:KPNJ2_01845
ko:K05839	kps:KPNJ2_05614
ko:K03496	kps:KPNJ2_05632
ko:K03502	kps:KPNJ2_05634
ko:K04099	kps:KPNJ2_00060
ko:K11685	kps:KPNJ2_01273
ko:K08722	kps:KPNJ2_01629
ko:K01856	kps:KPNJ2_02557
ko:K03674	kps:KPNJ2_03635
ko:K15269	kps:KPNJ2_00988
ko:K07724	kps:KPNJ2_00591
ko:K03496	kps:KPNJ2_04387
ko:K07724	kps:KPNJ2_00850
ko:K07724	kps:KPNJ2_00853
ko:K03746	kps:KPNJ2_02205
ko:K03646	kps:KPNJ2_02715
ko:K03646	kps:KPNJ2_03821
ko:K03169	kps:KPNJ2_03293
ko:K05785	kps:KPNJ2_05215
ko:K03746	kps:KPNJ2_01900
ko:K15773	kps:KPNJ2_02795
ko:K03502	kps:KPNJ2_03331
ko:K03503	kps:KPNJ2_03332
ko:K04565	kps:KPNJ2_02440
ko:K10748	kps:KPNJ2_02972
ko:K03496	kps:KPNJ2_05488
ko:K03502	kps:KPNJ2_05490
ko:K03503	kps:KPNJ2_05491
ko:K05839	kps:KPNJ2_04201
ko:K07796	kps:KPNJ2_04826
ko:K07810	kps:KPNJ2_04827
ko:K03497	kps:KPNJ2_05506
ko:K12068	kps:KPNJ2_05524
ko:K12067	kps:KPNJ2_05525
ko:K12066	kps:KPNJ2_05526
ko:K12065	kps:KPNJ2_05527
ko:K12063	kps:KPNJ2_05537
ko:K12062	kps:KPNJ2_05538
ko:K12061	kps:KPNJ2_05539
ko:K12060	kps:KPNJ2_05540
ko:K12059	kps:KPNJ2_05541
ko:K12058	kps:KPNJ2_05542
ko:K12057	kps:KPNJ2_05546
ko:K12072	kps:KPNJ2_05549
ko:K12056	kps:KPNJ2_05550
ko:K18320	kps:KPNJ2_05579
ko:K18320	kps:KPNJ2_05478
ko:K07481	kps:KPNJ2_05033
ko:K07481	kps:KPNJ2_02362
ko:K07481	kps:KPNJ2_02603
ko:K07481	kps:KPNJ2_02879
ko:K07481	kps:KPNJ2_05271
ko:K03892	kps:KPNJ2_00962
ko:K01699	kps:KPNJ2_01070
ko:K01185	kps:KPNJ2_01337
ko:K04028	kps:KPNJ2_01516
ko:K07483	kps:KPNJ2_01869
ko:K07483	kps:KPNJ2_03298
ko:K07483	kps:KPNJ2_00221
ko:K07483	kps:KPNJ2_05057
ko:K07483	kps:KPNJ2_05069
ko:K00632	kps:KPNJ2_01583
ko:K00336	kps:KPNJ2_01640
ko:K02485	kps:KPNJ2_02203
ko:K08348	kps:KPNJ2_02567
ko:K02615	kps:KPNJ2_03019
ko:K01185	kps:KPNJ2_03139
ko:K08970	kps:KPNJ2_04220
ko:K11745	kps:KPNJ2_04649
ko:K00344	kps:KPNJ2_05151
ko:K18146	kps:KPNJ2_02363
ko:K03976	kps:KPNJ2_04178
ko:K19055	kps:KPNJ2_03337
ko:K09472	kps:KPNJ2_03500
ko:K03668	kps:KPNJ2_03043
ko:K03973	kps:KPNJ2_03189
ko:K06884	kps:KPNJ2_03371
ko:K09017	kps:KPNJ2_03476
ko:K06884	kps:KPNJ2_03486
ko:K01185	kps:KPNJ2_03660
ko:K00130	kps:KPNJ2_04044
ko:K00146	kps:KPNJ2_04086
ko:K01582	kps:KPNJ2_04136
ko:K01271	kps:KPNJ2_05209
ko:K00632	kps:KPNJ2_05211
ko:K00557	kps:KPNJ2_05296
ko:K08172	kps:KPNJ2_01883
ko:K03526	kps:KPNJ2_01461
ko:K14742	kps:KPNJ2_02066
ko:K07481	kps:KPNJ2_02784
ko:K07481	kps:KPNJ2_02785
ko:K03761	kps:KPNJ2_01392
ko:K05396	kps:KPNJ2_01961
ko:K07483	kps:KPNJ2_03122
ko:K07483	kps:KPNJ2_04552
ko:K12064	kps:KPNJ2_05529
ko:K07497	kps:KPNJ2_04858
ko:K18979	kps:KPNJ2_05013
ko:K18991	kps:KPNJ2_00084
ko:K18988	kps:KPNJ2_04335
ko:K18997	kps:KPNJ2_05068
ko:K05799	kps:KPNJ2_04567
ko:K11645	kps:KPNJ2_01777
ko:K19048	kps:KPNJ2_00840
ko:K19048	kps:KPNJ2_01218
ko:K19000	kps:KPNJ2_04470
ko:K11748	kps:KPNJ2_00402
ko:K19221	kps:KPNJ2_03229
ko:K19222	kps:KPNJ2_02259
ko:K19165	kps:KPNJ2_00315
ko:K19226	kps:KPNJ2_03198
ko:K02777	kps:KPNJ2_01544
ko:K19236	kps:KPNJ2_03404
ko:K05714	kps:KPNJ2_02302
ko:K03445	kps:KPNJ2_00044
ko:K19278	kps:KPNJ2_05480
ko:K19163	kps:KPNJ2_05624
ko:K16291	kps:KPNJ2_01939
ko:K19238	kps:KPNJ2_01930
ko:K01710	kps:KPNJ2_01828
ko:K01710	kps:KPNJ2_05261
ko:K19229	kps:KPNJ2_03201
ko:K19228	kps:KPNJ2_03200
ko:K19234	kps:KPNJ2_02285
ko:K12979	kps:KPNJ2_01275
ko:K19235	kps:KPNJ2_03717
ko:K04771	kps:KPNJ2_04496
ko:K19168	kps:KPNJ2_00944
ko:K19265	kps:KPNJ2_01564
ko:K01582	kps:KPNJ2_04473
ko:K00839	kps:KPNJ2_02685
ko:K01066	kps:KPNJ2_05373
ko:K01992	kps:KPNJ2_00130
ko:K01992	kps:KPNJ2_03751
ko:K01992	kps:KPNJ2_03752
ko:K01992	kps:KPNJ2_04813
ko:K03722	kps:KPNJ2_02065
ko:K19416	kps:KPNJ2_03513
ko:K00020	kps:KPNJ2_02769
ko:K03722	kps:KPNJ2_03739
ko:K07497	kps:KPNJ2_00222
ko:K07497	kps:KPNJ2_00803
ko:K07497	kps:KPNJ2_05056
ko:K07497	kps:KPNJ2_05070
ko:K07497	kps:KPNJ2_03297
ko:K07497	kps:KPNJ2_01868
ko:K07497	kps:KPNJ2_04856
ko:K19335	kps:KPNJ2_03075
ko:K00529	kps:KPNJ2_00902
ko:K19267	kps:KPNJ2_04971
ko:K17214	kps:KPNJ2_04123
ko:K19337	kps:KPNJ2_02014
ko:K19338	kps:KPNJ2_01937
ko:K19304	kps:KPNJ2_02011
ko:K19505	kps:KPNJ2_04753
ko:K19334	kps:KPNJ2_04912
ko:K19302	kps:KPNJ2_03689
ko:K01175	kps:KPNJ2_03861
ko:K19270	kps:KPNJ2_01627
ko:K19270	kps:KPNJ2_03258
ko:K19336	kps:KPNJ2_03076
ko:K19333	kps:KPNJ2_02041
ko:K01785	kps:KPNJ2_01435
ko:K02031	kps:KPNJ2_04050
ko:K02031	kps:KPNJ2_02403
ko:K02031	kps:KPNJ2_01791
ko:K19303	kps:KPNJ2_02432
ko:K01096	kps:KPNJ2_03217
ko:K19509	kps:KPNJ2_04059
ko:K19510	kps:KPNJ2_04747
ko:K19504	kps:KPNJ2_04748
ko:K19577	kps:KPNJ2_02430
ko:K00984	kps:KPNJ2_05479
ko:K19507	kps:KPNJ2_04751
ko:K12661	kps:KPNJ2_01664
ko:K02532	kps:KPNJ2_03697
ko:K19611	kps:KPNJ2_04026
ko:K06884	kps:KPNJ2_02593
ko:K11209	kps:KPNJ2_01618
ko:K19506	kps:KPNJ2_04752
ko:K19508	kps:KPNJ2_04750
ko:K19509	kps:KPNJ2_04749
ko:K02796	kps:KPNJ2_02055
ko:K19585	kps:KPNJ2_01305
ko:K19697	kps:KPNJ2_01053
ko:K19688	kps:KPNJ2_03696
ko:K19776	kps:KPNJ2_00008
ko:K19775	kps:KPNJ2_00678
ko:K19778	kps:KPNJ2_00720
ko:K19778	kps:KPNJ2_00726
ko:K19784	kps:KPNJ2_05444
ko:K07486	kps:KPNJ2_05483
ko:K21086	kps:KPNJ2_00998
ko:K00799	kps:KPNJ2_03694
ko:K00799	kps:KPNJ2_04412
ko:K06131	kps:KPNJ2_03755
ko:K00799	kps:KPNJ2_01619
ko:K07119	kps:KPNJ2_02520
ko:K15777	kps:KPNJ2_00756
ko:K07147	kps:KPNJ2_00536
ko:K02032	kps:KPNJ2_01792
ko:K07274	kps:KPNJ2_03319
ko:K19802	kps:KPNJ2_03179
ko:K02464	kps:KPNJ2_04528
ko:K19803	kps:KPNJ2_01714
ko:K21613	kps:KPNJ2_02531
ko:K07662	kps:KPNJ2_05333
ko:K19804	kps:KPNJ2_03215
ko:K19956	kps:KPNJ2_05189
ko:K19810	kps:KPNJ2_05031
ko:K15540	kps:KPNJ2_04144
ko:K21638	kps:KPNJ2_05133
ko:K21636	kps:KPNJ2_04924
ko:K22468	kps:KPNJ2_02572
ko:K21405	kps:KPNJ2_01280
ko:K20034	kps:KPNJ2_03396
ko:K00040	kps:KPNJ2_01716
ko:K21265	kps:KPNJ2_04803
ko:K07686	kps:KPNJ2_00036
ko:K22443	kps:KPNJ2_03505
ko:K01612	kps:KPNJ2_01173
ko:K20542	kps:KPNJ2_00244
ko:K20542	kps:KPNJ2_00236
ko:K20543	kps:KPNJ2_00234
ko:K20543	kps:KPNJ2_00245
ko:K19591	kps:KPNJ2_04174
ko:K20541	kps:KPNJ2_00243
ko:K21759	kps:KPNJ2_01174
ko:K20541	kps:KPNJ2_00233
ko:K22602	kps:KPNJ2_02678
ko:K22132	kps:KPNJ2_01097
ko:K22003	kps:KPNJ2_02113
ko:K18301	kps:KPNJ2_02276
ko:K02438	kps:KPNJ2_00334
ko:K02790	kps:KPNJ2_02979
ko:K02791	kps:KPNJ2_02979
ko:K11529	kps:KPNJ2_03240
ko:K01200	kps:KPNJ2_04514
ko:K21029	kps:KPNJ2_03706
ko:K04333	kps:KPNJ2_00880
ko:K21085	kps:KPNJ2_01952
ko:K21088	kps:KPNJ2_02646
ko:K21021	kps:KPNJ2_01380
ko:K00525	kps:KPNJ2_01675
ko:K02495	kps:KPNJ2_05385
ko:K13075	kps:KPNJ2_02714
ko:K21028	kps:KPNJ2_03288
ko:K08968	kps:KPNJ2_02036
ko:K13609	kps:KPNJ2_04768
ko:K00821	kps:KPNJ2_00393
ko:K21090	kps:KPNJ2_02059
ko:K00525	kps:KPNJ2_01263
ko:K02335	kps:KPNJ2_05389
ko:K01520	kps:KPNJ2_00135
ko:K03676	kps:KPNJ2_00163
ko:K04068	kps:KPNJ2_04925
ko:K06191	kps:KPNJ2_01265
ko:K07313	kps:KPNJ2_02030
ko:K06905	kps:KPNJ2_03640
ko:K06906	kps:KPNJ2_03641
ko:K06908	kps:KPNJ2_03645
ko:K06907	kps:KPNJ2_03646
ko:K06903	kps:KPNJ2_03653
ko:K06223	kps:KPNJ2_03674
ko:K03546	kps:KPNJ2_04313
ko:K06223	kps:KPNJ2_00379
ko:K06919	kps:KPNJ2_00514
ko:K06904	kps:KPNJ2_00518
ko:K02316	kps:KPNJ2_00730
ko:K06223	kps:KPNJ2_01320
ko:K06903	kps:KPNJ2_01344
ko:K09960	kps:KPNJ2_03132
ko:K09961	kps:KPNJ2_03134
ko:K06909	kps:KPNJ2_03135
ko:K06919	kps:KPNJ2_03144
ko:K02314	kps:KPNJ2_00805
ko:K00560	kps:KPNJ2_01039
ko:K06907	kps:KPNJ2_01350
ko:K06908	kps:KPNJ2_01351
ko:K06906	kps:KPNJ2_01355
ko:K06905	kps:KPNJ2_01356
ko:K06197	kps:KPNJ2_02175
ko:K06919	kps:KPNJ2_04397
ko:K06866	kps:KPNJ2_01400
ko:K00857	kps:KPNJ2_02207
ko:K07336	kps:KPNJ2_03250
ko:K02314	kps:KPNJ2_05150
ko:K06217	kps:KPNJ2_03878
ko:K00558	kps:KPNJ2_01948
ko:K03791	kps:KPNJ2_03948
ko:K07474	kps:KPNJ2_03975
ko:K07455	kps:KPNJ2_03995
ko:K06217	kps:KPNJ2_03466
ko:K00287	kps:KPNJ2_04648
ko:K02315	kps:KPNJ2_04742
ko:K06919	kps:KPNJ2_04859
ko:K14623	kps:KPNJ2_00017
ko:K03292	kps:KPNJ2_04570
ko:K00526	kps:KPNJ2_01262
ko:K20938	kps:KPNJ2_01119
ko:K02032	kps:KPNJ2_02402
ko:K02032	kps:KPNJ2_04051
ko:K05934	kps:KPNJ2_01085
ko:K03292	kps:KPNJ2_00784
ko:K21416	kps:KPNJ2_04401
ko:K21417	kps:KPNJ2_04402
ko:K13695	kps:KPNJ2_02249
ko:K03651	kps:KPNJ2_04875
ko:K21470	kps:KPNJ2_03559
ko:K01451	kps:KPNJ2_04101
ko:K01420	kps:KPNJ2_02956
ko:K00863	kps:KPNJ2_00704
ko:K01451	kps:KPNJ2_03194
ko:K21698	kps:KPNJ2_00546
ko:K21695	kps:KPNJ2_00547
ko:K00875	kps:KPNJ2_01779
ko:K21948	kps:KPNJ2_02874
ko:K21948	kps:KPNJ2_05577
ko:K21948	kps:KPNJ2_05578
ko:K13638	kps:KPNJ2_00487
ko:K21963	kps:KPNJ2_04366
ko:K21965	kps:KPNJ2_04364
ko:K21964	kps:KPNJ2_04072
ko:K21965	kps:KPNJ2_04073
ko:K21974	kps:KPNJ2_03795
ko:K21975	kps:KPNJ2_03796
ko:K21966	kps:KPNJ2_04363
ko:K21966	kps:KPNJ2_04074
ko:K21968	kps:KPNJ2_04362
ko:K21976	kps:KPNJ2_03797
ko:K21990	kps:KPNJ2_01579
ko:K22041	kps:KPNJ2_03407
ko:K22015	kps:KPNJ2_05100
ko:K22015	kps:KPNJ2_05099
ko:K22015	kps:KPNJ2_02333
ko:K22024	kps:KPNJ2_02837
ko:K22044	kps:KPNJ2_03732
ko:K22051	kps:KPNJ2_05019
ko:K21964	kps:KPNJ2_04365
ko:K21967	kps:KPNJ2_04075
ko:K21968	kps:KPNJ2_04076
ko:K21972	kps:KPNJ2_03792
ko:K21973	kps:KPNJ2_03793
ko:K08319	kps:KPNJ2_02873
ko:K15576	kps:KPNJ2_02181
ko:K22131	kps:KPNJ2_02876
ko:K05275	kps:KPNJ2_01001
ko:K22444	kps:KPNJ2_03507
ko:K14274	kps:KPNJ2_01384
ko:K13874	kps:KPNJ2_02765
ko:K22130	kps:KPNJ2_02875
ko:K03595	kps:KPNJ2_01413
ko:K22129	kps:KPNJ2_02838
ko:K22105	kps:KPNJ2_05298
ko:K22110	kps:KPNJ2_01006
ko:K08994	kps:KPNJ2_02611
ko:K03077	kps:KPNJ2_04633
ko:K15634	kps:KPNJ2_04704
ko:K02257	kps:KPNJ2_04255
ko:K22293	kps:KPNJ2_02885
