ko:K16238	kpj:N559_4105
ko:K22003	kpj:N559_1993
ko:K03195	kpj:N559_5201
ko:K03199	kpj:N559_5205
ko:K12063	kpj:N559_5357
ko:K18301	kpj:N559_2142
ko:K02438	kpj:N559_0357
ko:K11529	kpj:N559_3021
ko:K01200	kpj:N559_4256
ko:K21029	kpj:N559_3472
ko:K04333	kpj:N559_0851
ko:K21085	kpj:N559_1835
ko:K21088	kpj:N559_2508
ko:K21021	kpj:N559_1330
ko:K21086	kpj:N559_0961
ko:K00525	kpj:N559_1612
ko:K02495	kpj:N559_5107
ko:K13075	kpj:N559_2565
ko:K21028	kpj:N559_3068
ko:K08968	kpj:N559_1915
ko:K13609	kpj:N559_4502
ko:K00821	kpj:N559_0409
ko:K21090	kpj:N559_1933
ko:K02485	kpj:N559_2075
ko:K00525	kpj:N559_1227
ko:K07336	kpj:N559_3031
ko:K02314	kpj:N559_4859
ko:K06191	kpj:N559_1229
ko:K06903	kpj:N559_1300
ko:K06907	kpj:N559_1306
ko:K06908	kpj:N559_1307
ko:K06906	kpj:N559_1310
ko:K06905	kpj:N559_1311
ko:K03546	kpj:N559_4074
ko:K06223	kpj:N559_0396
ko:K06866	kpj:N559_1351
ko:K06919	kpj:N559_0486
ko:K06904	kpj:N559_0490
ko:K06217	kpj:N559_3238
ko:K06919	kpj:N559_4146
ko:K06905	kpj:N559_3406
ko:K06906	kpj:N559_3407
ko:K06908	kpj:N559_3411
ko:K06907	kpj:N559_3412
ko:K06903	kpj:N559_3419
ko:K06223	kpj:N559_3442
ko:K02316	kpj:N559_0701
ko:K00287	kpj:N559_4385
ko:K02314	kpj:N559_0778
ko:K02315	kpj:N559_4478
ko:K00558	kpj:N559_1831
ko:K06217	kpj:N559_3636
ko:K06919	kpj:N559_4591
ko:K00560	kpj:N559_1002
ko:K07313	kpj:N559_1909
ko:K04068	kpj:N559_4651
ko:K06197	kpj:N559_2049
ko:K00857	kpj:N559_2079
ko:K07313	kpj:N559_2965
ko:K02315	kpj:N559_2971
ko:K09960	kpj:N559_3885
ko:K09961	kpj:N559_3886
ko:K02314	kpj:N559_3901
ko:K14623	kpj:N559_0051
ko:K01520	kpj:N559_0167
ko:K03676	kpj:N559_0194
ko:K03292	kpj:N559_4313
ko:K00526	kpj:N559_1226
ko:K01804	kpj:N559_4370
ko:K20938	kpj:N559_1083
ko:K05934	kpj:N559_1049
ko:K14333	kpj:N559_5007
ko:K03292	kpj:N559_0757
ko:K21416	kpj:N559_4149
ko:K21417	kpj:N559_4150
ko:K21470	kpj:N559_3325
ko:K03651	kpj:N559_4608
ko:K01451	kpj:N559_3818
ko:K01420	kpj:N559_2796
ko:K00863	kpj:N559_0676
ko:K21698	kpj:N559_0518
ko:K21695	kpj:N559_0519
ko:K00875	kpj:N559_1712
ko:K21948	kpj:N559_2718
ko:K21973	kpj:N559_2724
ko:K21963	kpj:N559_4124
ko:K21965	kpj:N559_4122
ko:K21964	kpj:N559_3790
ko:K21965	kpj:N559_3791
ko:K21974	kpj:N559_3553
ko:K21966	kpj:N559_4121
ko:K21967	kpj:N559_3793
ko:K21966	kpj:N559_3792
ko:K21968	kpj:N559_4119
ko:K21976	kpj:N559_3555
ko:K21990	kpj:N559_1523
ko:K22041	kpj:N559_3179
ko:K22015	kpj:N559_2200
ko:K22024	kpj:N559_2680
ko:K22044	kpj:N559_3496
ko:K22051	kpj:N559_4737
ko:K21964	kpj:N559_4123
ko:K21967	kpj:N559_4120
ko:K21968	kpj:N559_3794
ko:K21972	kpj:N559_3551
ko:K21973	kpj:N559_3552
ko:K21975	kpj:N559_3554
ko:K15576	kpj:N559_2055
ko:K22131	kpj:N559_2720
ko:K05275	kpj:N559_0964
ko:K22444	kpj:N559_3276
ko:K14274	kpj:N559_1334
ko:K13874	kpj:N559_2613
ko:K22130	kpj:N559_2719
ko:K22129	kpj:N559_2681
ko:K03595	kpj:N559_1362
ko:K22105	kpj:N559_5027
ko:K22110	kpj:N559_0969
ko:K08994	kpj:N559_2464
ko:K15634	kpj:N559_4440
ko:K02257	kpj:N559_4018
ko:K22293	kpj:N559_2734
ko:K13566	kpj:N559_4187
ko:K11206	kpj:N559_3664
ko:K00424	kpj:N559_3585
ko:K22489	kpj:N559_1135
ko:K22601	kpj:N559_2531
