ko:K06946	ecy:ECSE_0289
ko:K14230	ecy:ECSE_tRNA25
ko:K14230	ecy:ECSE_tRNA26
ko:K14230	ecy:ECSE_tRNA27
ko:K14230	ecy:ECSE_tRNA59
ko:K14232	ecy:ECSE_tRNA36
ko:K14219	ecy:ECSE_tRNA62
ko:K14219	ecy:ECSE_tRNA65
ko:K14219	ecy:ECSE_tRNA63
ko:K14219	ecy:ECSE_tRNA64
ko:K07273	ecy:ECSE_2371
ko:K01066	ecy:ECSE_0501
ko:K10124	ecy:ECSE_1624
ko:K14225	ecy:ECSE_tRNA46
ko:K14225	ecy:ECSE_tRNA71
ko:K14225	ecy:ECSE_tRNA47
ko:K14225	ecy:ECSE_tRNA48
ko:K07726	ecy:ECSE_3668
ko:K03722	ecy:ECSE_1982
ko:K00483	ecy:ECSE_4621
ko:K14591	ecy:ECSE_0411
ko:K03604	ecy:ECSE_1782
ko:K14977	ecy:ECSE_0540
ko:K10549	ecy:ECSE_4386
ko:K08316	ecy:ECSE_3733
ko:K14062	ecy:ECSE_2194
ko:K06919	ecy:ECSE_P1-0098
ko:K10906	ecy:ECSE_1403
ko:K14682	ecy:ECSE_3075
ko:K01138	ecy:ECSE_1588
ko:K07481	ecy:ECSE_2079
ko:K06867	ecy:ECSE_4302
ko:K16013	ecy:ECSE_0945
ko:K01146	ecy:ECSE_3058
ko:K03535	ecy:ECSE_3047
ko:K01671	ecy:ECSE_4164
ko:K14588	ecy:ECSE_0123
ko:K01138	ecy:ECSE_3964
ko:K14742	ecy:ECSE_1981
ko:K14761	ecy:ECSE_0553
ko:K16012	ecy:ECSE_0944
ko:K15256	ecy:ECSE_2105
ko:K15257	ecy:ECSE_2106
ko:K15582	ecy:ECSE_1293
ko:K15584	ecy:ECSE_3744
ko:K15587	ecy:ECSE_3747
ko:K15580	ecy:ECSE_1384
ko:K15586	ecy:ECSE_3746
ko:K10824	ecy:ECSE_3748
ko:K15580	ecy:ECSE_1291
ko:K15547	ecy:ECSE_4378
ko:K15549	ecy:ECSE_4379
ko:K15550	ecy:ECSE_4377
ko:K15545	ecy:ECSE_1715
ko:K15552	ecy:ECSE_0389
ko:K16301	ecy:ECSE_1083
ko:K15738	ecy:ECSE_1010
ko:K15554	ecy:ECSE_0995
ko:K15461	ecy:ECSE_2633
ko:K15540	ecy:ECSE_0140
ko:K15553	ecy:ECSE_0997
ko:K02428	ecy:ECSE_3222
ko:K15633	ecy:ECSE_3895
ko:K15773	ecy:ECSE_1599
ko:K15551	ecy:ECSE_0387
ko:K15724	ecy:ECSE_0157
ko:K15722	ecy:ECSE_1901
ko:K15735	ecy:ECSE_2917
ko:K10831	ecy:ECSE_0388
ko:K04765	ecy:ECSE_3039
ko:K15736	ecy:ECSE_2913
ko:K15737	ecy:ECSE_2912
ko:K00254	ecy:ECSE_1006
ko:K01692	ecy:ECSE_1478
ko:K18140	ecy:ECSE_3545
ko:K15723	ecy:ECSE_3053
ko:K15833	ecy:ECSE_2973
ko:K15827	ecy:ECSE_2972
ko:K15585	ecy:ECSE_3745
ko:K15828	ecy:ECSE_2971
ko:K15583	ecy:ECSE_1294
ko:K15836	ecy:ECSE_2979
ko:K15539	ecy:ECSE_2802
ko:K16348	ecy:ECSE_4449
ko:K15835	ecy:ECSE_2717
ko:K15536	ecy:ECSE_4541
ko:K16347	ecy:ECSE_4448
ko:K01082	ecy:ECSE_4520
ko:K15342	ecy:ECSE_3010
ko:K15832	ecy:ECSE_2967
ko:K15830	ecy:ECSE_2969
ko:K15834	ecy:ECSE_2966
ko:K15831	ecy:ECSE_2968
ko:K15268	ecy:ECSE_1629
ko:K15829	ecy:ECSE_2970
ko:K15460	ecy:ECSE_2863
ko:K15866	ecy:ECSE_1479
ko:K15977	ecy:ECSE_2830
ko:K08323	ecy:ECSE_4254
ko:K03712	ecy:ECSE_1620
ko:K15984	ecy:ECSE_3762
ko:K15974	ecy:ECSE_2937
ko:K15977	ecy:ECSE_3386
ko:K18843	ecy:ECSE_1520
ko:K18968	ecy:ECSE_0406
ko:K15922	ecy:ECSE_4161
ko:K16135	ecy:ECSE_1973
ko:K16092	ecy:ECSE_4261
ko:K16138	ecy:ECSE_1739
ko:K16139	ecy:ECSE_1737
ko:K16089	ecy:ECSE_2422
ko:K07483	ecy:ECSE_P3-0055
ko:K16088	ecy:ECSE_1166
ko:K02503	ecy:ECSE_1168
ko:K16090	ecy:ECSE_0861
ko:K16345	ecy:ECSE_3937
ko:K16136	ecy:ECSE_1741
ko:K16140	ecy:ECSE_1736
ko:K16137	ecy:ECSE_1771
ko:K07347	ecy:ECSE_0139
ko:K09022	ecy:ECSE_3397
ko:K16052	ecy:ECSE_1385
ko:K10109	ecy:ECSE_4324
ko:K16053	ecy:ECSE_0641
ko:K07347	ecy:ECSE_2378
ko:K16076	ecy:ECSE_2080
ko:K16076	ecy:ECSE_0587
ko:K10013	ecy:ECSE_2619
ko:K16066	ecy:ECSE_1635
ko:K16074	ecy:ECSE_1396
ko:K07347	ecy:ECSE_0019
ko:K16346	ecy:ECSE_3146
ko:K16321	ecy:ECSE_4594
ko:K16322	ecy:ECSE_3272
ko:K16324	ecy:ECSE_2432
ko:K11645	ecy:ECSE_2366
ko:K16370	ecy:ECSE_1892
ko:K16322	ecy:ECSE_3758
ko:K16371	ecy:ECSE_2364
ko:K16329	ecy:ECSE_2433
ko:K18842	ecy:ECSE_4529
ko:K16325	ecy:ECSE_2429
ko:K04015	ecy:ECSE_4368
ko:K16326	ecy:ECSE_2431
ko:K16328	ecy:ECSE_2434
ko:K04014	ecy:ECSE_4367
ko:K16263	ecy:ECSE_4440
ko:K16291	ecy:ECSE_2274
ko:K16264	ecy:ECSE_0805
ko:K16328	ecy:ECSE_2428
ko:K16703	ecy:ECSE_2318
ko:K16704	ecy:ECSE_4073
ko:K16692	ecy:ECSE_2334
ko:K12222	ecy:ECSE_P1-0100
ko:K12209	ecy:ECSE_P1-0094
ko:K16711	ecy:ECSE_2317
ko:K16710	ecy:ECSE_2319
ko:K16695	ecy:ECSE_2320
ko:K00370	ecy:ECSE_1557
ko:K14744	ecy:ECSE_1430
ko:K19234	ecy:ECSE_1801
ko:K19230	ecy:ECSE_1342
ko:K16692	ecy:ECSE_1043
ko:K18831	ecy:ECSE_3363
ko:K18828	ecy:ECSE_2758
ko:K18828	ecy:ECSE_P3-0052
ko:K07012	ecy:ECSE_3016
ko:K07091	ecy:ECSE_3265
ko:K18141	ecy:ECSE_3546
ko:K16950	ecy:ECSE_P3-0001
ko:K16951	ecy:ECSE_P3-0002
ko:K19235	ecy:ECSE_0876
ko:K16787	ecy:ECSE_3196
ko:K16786	ecy:ECSE_3195
ko:K16785	ecy:ECSE_3194
ko:K16923	ecy:ECSE_3193
ko:K16868	ecy:ECSE_1511
ko:K15634	ecy:ECSE_4671
ko:K03585	ecy:ECSE_0488
ko:K01990	ecy:ECSE_0127
ko:K17195	ecy:ECSE_4383
ko:K00374	ecy:ECSE_1554
ko:K00373	ecy:ECSE_1555
ko:K19353	ecy:ECSE_4248
ko:K03526	ecy:ECSE_2801
ko:K17247	ecy:ECSE_2201
ko:K11209	ecy:ECSE_2560
ko:K19227	ecy:ECSE_1345
ko:K12678	ecy:ECSE_1600
ko:K12678	ecy:ECSE_1215
ko:K17713	ecy:ECSE_2798
ko:K19416	ecy:ECSE_1032
ko:K01992	ecy:ECSE_0128
ko:K01992	ecy:ECSE_0847
ko:K01992	ecy:ECSE_0848
ko:K01992	ecy:ECSE_3751
ko:K05601	ecy:ECSE_0931
ko:K17686	ecy:ECSE_0509
ko:K19789	ecy:ECSE_2453
ko:K17722	ecy:ECSE_2413
ko:K17723	ecy:ECSE_2414
ko:K01160	ecy:ECSE_1675
ko:K17758	ecy:ECSE_4463
ko:K17759	ecy:ECSE_4463
ko:K07483	ecy:ECSE_P3-0005
ko:K21363	ecy:ECSE_2305
ko:K18015	ecy:ECSE_2529
ko:K17938	ecy:ECSE_0397
ko:K18148	ecy:ECSE_0255
ko:K22597	ecy:ECSE_1361
ko:K18142	ecy:ECSE_3547
ko:K17948	ecy:ECSE_4582
ko:K21430	ecy:ECSE_0895
ko:K21469	ecy:ECSE_2720
ko:K03605	ecy:ECSE_3278
ko:K08156	ecy:ECSE_0416
ko:K19164	ecy:ECSE_P2-0010
ko:K18320	ecy:ECSE_P1-0016
ko:K18320	ecy:ECSE_P1-0008
ko:K18324	ecy:ECSE_2751
ko:K18326	ecy:ECSE_2350
ko:K18997	ecy:ECSE_1061
ko:K21637	ecy:ECSE_4600
ko:K19540	ecy:ECSE_3632
ko:K18829	ecy:ECSE_P3-0053
ko:K19577	ecy:ECSE_1781
ko:K18476	ecy:ECSE_P1-0010
ko:K01934	ecy:ECSE_3174
ko:K18471	ecy:ECSE_1942
ko:K11904	ecy:ECSE_1540
ko:K18479	ecy:ECSE_4163
ko:K18478	ecy:ECSE_4166
ko:K18446	ecy:ECSE_3334
ko:K18531	ecy:ECSE_4184
ko:K18530	ecy:ECSE_4185
ko:K19591	ecy:ECSE_0512
ko:K18691	ecy:ECSE_2846
ko:K08968	ecy:ECSE_2007
ko:K18640	ecy:ECSE_P1-0039
ko:K18697	ecy:ECSE_2848
ko:K18702	ecy:ECSE_2668
ko:K18765	ecy:ECSE_3532
ko:K18850	ecy:ECSE_1194
ko:K18889	ecy:ECSE_0474
ko:K18862	ecy:ECSE_1266
ko:K18862	ecy:ECSE_1267
ko:K18862	ecy:ECSE_1268
ko:K18862	ecy:ECSE_3808
ko:K18862	ecy:ECSE_3809
ko:K18862	ecy:ECSE_3810
ko:K03630	ecy:ECSE_0297
ko:K07171	ecy:ECSE_3040
ko:K21645	ecy:ECSE_4601
ko:K18920	ecy:ECSE_3831
ko:K11741	ecy:ECSE_4450
ko:K18841	ecy:ECSE_4530
ko:K18899	ecy:ECSE_3783
ko:K20861	ecy:ECSE_0902
ko:K18829	ecy:ECSE_2759
ko:K20866	ecy:ECSE_4168
ko:K20881	ecy:ECSE_3661
ko:K20862	ecy:ECSE_4099
ko:K07319	ecy:ECSE_3543
ko:K18800	ecy:ECSE_3169
ko:K18778	ecy:ECSE_0103
ko:K18657	ecy:ECSE_1007
ko:K18890	ecy:ECSE_0475
ko:K18929	ecy:ECSE_0324
ko:K18898	ecy:ECSE_3782
ko:K18838	ecy:ECSE_0298
ko:K18839	ecy:ECSE_4427
ko:K18840	ecy:ECSE_4426
ko:K03976	ecy:ECSE_0506
ko:K19055	ecy:ECSE_1958
ko:K07497	ecy:ECSE_P3-0006
ko:K18979	ecy:ECSE_4464
ko:K18988	ecy:ECSE_0395
ko:K18837	ecy:ECSE_0299
ko:K19046	ecy:ECSE_3014
ko:K19000	ecy:ECSE_0188
ko:K19229	ecy:ECSE_1343
ko:K07746	ecy:ECSE_2354
ko:K19155	ecy:ECSE_3414
ko:K19156	ecy:ECSE_3413
ko:K19221	ecy:ECSE_1318
ko:K19157	ecy:ECSE_0246
ko:K19222	ecy:ECSE_1809
ko:K19226	ecy:ECSE_1346
ko:K19123	ecy:ECSE_3015
ko:K19236	ecy:ECSE_1178
ko:K19170	ecy:ECSE_4578
ko:K19173	ecy:ECSE_4571
ko:K18922	ecy:ECSE_3017
ko:K19174	ecy:ECSE_4572
ko:K19163	ecy:ECSE_P2-0011
ko:K19158	ecy:ECSE_2290
ko:K19238	ecy:ECSE_2519
ko:K22444	ecy:ECSE_1977
ko:K19171	ecy:ECSE_4577
ko:K07319	ecy:ECSE_2077
ko:K07319	ecy:ECSE_P2-0027
ko:K19092	ecy:ECSE_2355
ko:K19228	ecy:ECSE_1344
ko:K21528	ecy:ECSE_2565
ko:K22044	ecy:ECSE_0864
ko:K19125	ecy:ECSE_3012
ko:K19126	ecy:ECSE_3011
ko:K19159	ecy:ECSE_2291
ko:K19175	ecy:ECSE_4573
ko:K19162	ecy:ECSE_0486
ko:K19169	ecy:ECSE_4579
ko:K19172	ecy:ECSE_4576
ko:K19168	ecy:ECSE_3159
ko:K09951	ecy:ECSE_3009
ko:K19270	ecy:ECSE_2550
ko:K19265	ecy:ECSE_3285
ko:K01066	ecy:ECSE_4172
ko:K19335	ecy:ECSE_4556
ko:K19267	ecy:ECSE_4517
ko:K19337	ecy:ECSE_2029
ko:K19338	ecy:ECSE_2273
ko:K19304	ecy:ECSE_2032
ko:K19334	ecy:ECSE_4557
ko:K19302	ecy:ECSE_0899
ko:K19270	ecy:ECSE_1896
ko:K19354	ecy:ECSE_3898
ko:K01785	ecy:ECSE_4162
ko:K19336	ecy:ECSE_4555
ko:K19333	ecy:ECSE_2002
ko:K21638	ecy:ECSE_1203
ko:K19303	ecy:ECSE_1779
ko:K21636	ecy:ECSE_4543
ko:K03498	ecy:ECSE_1431
ko:K07497	ecy:ECSE_1091
ko:K19611	ecy:ECSE_0649
ko:K02257	ecy:ECSE_0453
ko:K19709	ecy:ECSE_1817
ko:K19688	ecy:ECSE_0894
ko:K19775	ecy:ECSE_3379
ko:K19745	ecy:ECSE_3533
ko:K19777	ecy:ECSE_3778
ko:K07802	ecy:ECSE_1314
ko:K19778	ecy:ECSE_3777
ko:K19780	ecy:ECSE_1401
ko:K19776	ecy:ECSE_3981
ko:K00799	ecy:ECSE_0896
ko:K07497	ecy:ECSE_P3-0039
ko:K00799	ecy:ECSE_2559
ko:K06131	ecy:ECSE_0844
ko:K06132	ecy:ECSE_1109
ko:K15777	ecy:ECSE_3319
ko:K19784	ecy:ECSE_3999
ko:K13069	ecy:ECSE_1631
ko:K19802	ecy:ECSE_1377
ko:K07746	ecy:ECSE_P3-0009
ko:K07484	ecy:ECSE_P3-0042
ko:K06867	ecy:ECSE_1888
ko:K06867	ecy:ECSE_1889
ko:K19803	ecy:ECSE_2443
ko:K19804	ecy:ECSE_1330
ko:K19810	ecy:ECSE_4446
ko:K19956	ecy:ECSE_3200
ko:K20265	ecy:ECSE_1582
ko:K01612	ecy:ECSE_2990
ko:K21394	ecy:ECSE_3853
ko:K20542	ecy:ECSE_3800
ko:K20543	ecy:ECSE_3799
ko:K20541	ecy:ECSE_3801
ko:K22443	ecy:ECSE_1976
ko:K22132	ecy:ECSE_3072
ko:K21029	ecy:ECSE_0884
ko:K21084	ecy:ECSE_2341
ko:K21085	ecy:ECSE_2186
ko:K21086	ecy:ECSE_3794
ko:K21087	ecy:ECSE_1242
ko:K21088	ecy:ECSE_1395
ko:K21089	ecy:ECSE_2395
ko:K21021	ecy:ECSE_2888
ko:K21028	ecy:ECSE_1928
ko:K21090	ecy:ECSE_1989
ko:K21393	ecy:ECSE_3854
ko:K21395	ecy:ECSE_3855
ko:K21449	ecy:ECSE_3884
ko:K21470	ecy:ECSE_0984
ko:K21498	ecy:ECSE_0508
ko:K21527	ecy:ECSE_2564
ko:K21511	ecy:ECSE_0597
ko:K21512	ecy:ECSE_2066
ko:K21512	ecy:ECSE_0594
ko:K21498	ecy:ECSE_1566
ko:K21511	ecy:ECSE_2223
ko:K02377	ecy:ECSE_2311
ko:K21602	ecy:ECSE_3850
ko:K08319	ecy:ECSE_2984
ko:K21739	ecy:ECSE_0321
ko:K21740	ecy:ECSE_0320
ko:K21741	ecy:ECSE_0319
ko:K21742	ecy:ECSE_3340
ko:K21746	ecy:ECSE_0322
ko:K21698	ecy:ECSE_3522
ko:K21695	ecy:ECSE_3521
ko:K21759	ecy:ECSE_2989
ko:K21948	ecy:ECSE_2985
ko:K21963	ecy:ECSE_0312
ko:K21965	ecy:ECSE_0310
ko:K21966	ecy:ECSE_0309
ko:K21974	ecy:ECSE_1207
ko:K21975	ecy:ECSE_1208
ko:K21968	ecy:ECSE_0307
ko:K07132	ecy:ECSE_2611
ko:K21976	ecy:ECSE_1209
ko:K21990	ecy:ECSE_2657
ko:K22041	ecy:ECSE_1176
ko:K22015	ecy:ECSE_4376
ko:K22015	ecy:ECSE_4375
ko:K22051	ecy:ECSE_4459
ko:K22014	ecy:ECSE_0593
ko:K21964	ecy:ECSE_0311
ko:K21967	ecy:ECSE_0308
ko:K21972	ecy:ECSE_1205
ko:K21973	ecy:ECSE_1206
ko:K22131	ecy:ECSE_2987
ko:K22105	ecy:ECSE_4258
ko:K05275	ecy:ECSE_1486
ko:K22130	ecy:ECSE_2986
ko:K22104	ecy:ECSE_3505
ko:K22110	ecy:ECSE_4583
ko:K22110	ecy:ECSE_4158
ko:K22214	ecy:ECSE_3182
ko:K03079	ecy:ECSE_3858
ko:K03078	ecy:ECSE_3857
ko:K03077	ecy:ECSE_3859
ko:K22300	ecy:ECSE_2254
ko:K22304	ecy:ECSE_1696
ko:K22293	ecy:ECSE_1636
ko:K13566	ecy:ECSE_0240
ko:K11206	ecy:ECSE_0693
ko:K22488	ecy:ECSE_3120
ko:K22489	ecy:ECSE_2992
ko:K07319	ecy:ECSE_P1-0047
ko:K22505	ecy:ECSE_3118
ko:K22508	ecy:ECSE_3125
ko:K22509	ecy:ECSE_3124
ko:K22510	ecy:ECSE_3123
ko:K22487	ecy:ECSE_3119
ko:K22510	ecy:ECSE_3122
ko:K22486	ecy:ECSE_3110
