ko:K02030	kpu:KP1_2889
ko:K02464	kpu:KP1_0977
ko:K00799	kpu:KP1_0327
ko:K14761	kpu:KP1_1389
ko:K01183	kpu:KP1_2226
ko:K14742	kpu:KP1_3449
ko:K16012	kpu:KP1_1886
ko:K15257	kpu:KP1_3516
ko:K15372	kpu:KP1_1518
ko:K15256	kpu:KP1_3515
ko:K15582	kpu:KP1_3306
ko:K10824	kpu:KP1_5193
ko:K15584	kpu:KP1_5188
ko:K15586	kpu:KP1_5190
ko:K15587	kpu:KP1_5192
ko:K15547	kpu:KP1_4586
ko:K15580	kpu:KP1_3308
ko:K15580	kpu:KP1_2356
ko:K15549	kpu:KP1_4584
ko:K15550	kpu:KP1_4587
ko:K07229	kpu:KP1_4796
ko:K15545	kpu:KP1_2597
ko:K15721	kpu:KP1_3593
ko:K15724	kpu:KP1_1009
ko:K15552	kpu:KP1_1172
ko:K15738	kpu:KP1_1950
ko:K15461	kpu:KP1_3964
ko:K15554	kpu:KP1_1941
ko:K01082	kpu:KP1_0484
ko:K15536	kpu:KP1_0506
ko:K15771	kpu:KP1_1303
ko:K15553	kpu:KP1_4418
ko:K15553	kpu:KP1_3203
ko:K15532	kpu:KP1_3520
ko:K03929	kpu:KP1_3013
ko:K15633	kpu:KP1_5306
ko:K15773	kpu:KP1_2713
ko:K15772	kpu:KP1_1304
ko:K15551	kpu:KP1_1169
ko:K10831	kpu:KP1_1171
ko:K15553	kpu:KP1_1943
ko:K02428	kpu:KP1_4665
ko:K15722	kpu:KP1_2271
ko:K15735	kpu:KP1_1099
ko:K15736	kpu:KP1_1103
ko:K15737	kpu:KP1_1104
ko:K04765	kpu:KP1_4397
ko:K02226	kpu:KP1_1625
ko:K02034	kpu:KP1_1524
ko:K01692	kpu:KP1_2477
ko:K01026	kpu:KP1_2747
ko:K19271	kpu:KP1_3094
ko:K03585	kpu:KP1_5406
ko:K15723	kpu:KP1_4408
ko:K15833	kpu:KP1_4329
ko:K15585	kpu:KP1_5189
ko:K15577	kpu:KP1_3334
ko:K15827	kpu:KP1_4328
ko:K15828	kpu:KP1_4327
ko:K15578	kpu:KP1_3333
ko:K15580	kpu:KP1_1974
ko:K15583	kpu:KP1_3305
ko:K15539	kpu:KP1_4096
ko:K16347	kpu:KP1_0418
ko:K16348	kpu:KP1_0419
ko:K15836	kpu:KP1_4336
ko:K15832	kpu:KP1_4322
ko:K15834	kpu:KP1_4321
ko:K15342	kpu:KP1_3165
ko:K01713	kpu:KP1_4242
ko:K15831	kpu:KP1_4323
ko:K15268	kpu:KP1_2656
ko:K15829	kpu:KP1_4326
ko:K15460	kpu:KP1_4157
ko:K15866	kpu:KP1_2478
ko:K02028	kpu:KP1_1153
ko:K08679	kpu:KP1_3699
ko:K03712	kpu:KP1_2659
ko:K10716	kpu:KP1_3303
ko:K18138	kpu:KP1_5407
ko:K15984	kpu:KP1_5202
ko:K15974	kpu:KP1_4277
ko:K15977	kpu:KP1_1871
ko:K15977	kpu:KP1_4827
ko:K15977	kpu:KP1_4129
ko:K18139	kpu:KP1_5408
ko:K16135	kpu:KP1_2000
ko:K16092	kpu:KP1_0121
ko:K16089	kpu:KP1_3820
ko:K16301	kpu:KP1_2037
ko:K16090	kpu:KP1_2284
ko:K19611	kpu:KP1_3609
ko:K16136	kpu:KP1_2522
ko:K16137	kpu:KP1_3061
ko:K07483	kpu:KP1_5246
ko:K07483	kpu:KP1_2132
ko:K07483	kpu:KP1_1521
ko:K07480	kpu:KP1_p119
ko:K16137	kpu:KP1_3577
ko:K02014	kpu:KP1_2101
ko:K02014	kpu:KP1_p314
ko:K18828	kpu:KP1_p299
ko:K03321	kpu:KP1_3862
ko:K18138	kpu:KP1_1319
ko:K16053	kpu:KP1_1475
ko:K16087	kpu:KP1_4356
ko:K16077	kpu:KP1_1432
ko:K16077	kpu:KP1_4339
ko:K10013	kpu:KP1_3946
ko:K16066	kpu:KP1_2613
ko:K16074	kpu:KP1_2449
ko:K16074	kpu:KP1_2518
ko:K01990	kpu:KP1_1776
ko:K01990	kpu:KP1_5339
ko:K15269	kpu:KP1_4564
ko:K16345	kpu:KP1_5373
ko:K16370	kpu:KP1_4848
ko:K16210	kpu:KP1_3521
ko:K16210	kpu:KP1_3530
ko:K16345	kpu:KP1_2710
ko:K16514	kpu:KP1_5416
ko:K01223	kpu:KP1_3030
ko:K16515	kpu:KP1_5418
ko:K16516	kpu:KP1_5419
ko:K11645	kpu:KP1_3767
ko:K16370	kpu:KP1_3290
ko:K16322	kpu:KP1_5198
ko:K16371	kpu:KP1_4851
ko:K01223	kpu:KP1_4337
ko:K11734	kpu:KP1_2444
ko:K16171	kpu:KP1_4222
ko:K16234	kpu:KP1_1747
ko:K16263	kpu:KP1_0397
ko:K16291	kpu:KP1_3568
ko:K16264	kpu:KP1_1708
ko:K11959	kpu:KP1_2648
ko:K11960	kpu:KP1_2650
ko:K16693	kpu:KP1_0154
ko:K11961	kpu:KP1_2651
ko:K17213	kpu:KP1_1422
ko:K05816	kpu:KP1_0566
ko:K16704	kpu:KP1_0152
ko:K02071	kpu:KP1_2698
ko:K16692	kpu:KP1_3718
ko:K10543	kpu:KP1_4667
ko:K19227	kpu:KP1_2334
ko:K19230	kpu:KP1_2331
ko:K16651	kpu:KP1_4492
ko:K18828	kpu:KP1_3606
ko:K11962	kpu:KP1_2652
ko:K11963	kpu:KP1_2653
ko:K10544	kpu:KP1_4669
ko:K10545	kpu:KP1_4668
ko:K10013	kpu:KP1_1449
ko:K16137	kpu:KP1_p311
ko:K02028	kpu:KP1_4237
ko:K02029	kpu:KP1_4237
ko:K01160	kpu:KP1_2168
ko:K02030	kpu:KP1_2957
ko:K02029	kpu:KP1_1513
ko:K02029	kpu:KP1_1514
ko:K16868	kpu:KP1_3007
ko:K16839	kpu:KP1_2709
ko:K16842	kpu:KP1_2836
ko:K02050	kpu:KP1_3199
ko:K16841	kpu:KP1_2837
ko:K02749	kpu:KP1_2735
ko:K02750	kpu:KP1_2735
ko:K16840	kpu:KP1_2711
ko:K10439	kpu:KP1_3363
ko:K10440	kpu:KP1_1589
ko:K17214	kpu:KP1_1424
ko:K17195	kpu:KP1_2791
ko:K17195	kpu:KP1_2752
ko:K00371	kpu:KP1_2947
ko:K00374	kpu:KP1_2949
ko:K00373	kpu:KP1_2948
ko:K02030	kpu:KP1_3189
ko:K02503	kpu:KP1_2092
ko:K10441	kpu:KP1_1591
ko:K17202	kpu:KP1_1541
ko:K02030	kpu:KP1_1512
ko:K17247	kpu:KP1_4979
ko:K12255	kpu:KP1_4232
ko:K13923	kpu:KP1_4480
ko:K00370	kpu:KP1_2946
ko:K02028	kpu:KP1_1515
ko:K02030	kpu:KP1_4236
ko:K19611	kpu:KP1_2278
ko:K19611	kpu:KP1_0306
ko:K10439	kpu:KP1_1592
ko:K17713	kpu:KP1_4092
ko:K17203	kpu:KP1_1538
ko:K17204	kpu:KP1_1539
ko:K02010	kpu:KP1_2953
ko:K17215	kpu:KP1_1423
ko:K02029	kpu:KP1_3187
ko:K01990	kpu:KP1_0962
ko:K01992	kpu:KP1_0963
ko:K05601	kpu:KP1_1873
ko:K17686	kpu:KP1_1343
ko:K17686	kpu:KP1_p145
ko:K10111	kpu:KP1_1300
ko:K19789	kpu:KP1_3848
ko:K04749	kpu:KP1_2385
ko:K19745	kpu:KP1_3576
ko:K17758	kpu:KP1_0435
ko:K17759	kpu:KP1_0435
ko:K04749	kpu:KP1_1977
ko:K00254	kpu:KP1_1946
ko:K17737	kpu:KP1_3128
ko:K18140	kpu:KP1_4990
ko:K03585	kpu:KP1_1320
ko:K00133	kpu:KP1_2822
ko:K02749	kpu:KP1_5375
ko:K02750	kpu:KP1_5375
ko:K07277	kpu:KP1_0312
ko:K02035	kpu:KP1_1501
ko:K01758	kpu:KP1_4685
ko:K08351	kpu:KP1_1593
ko:K17938	kpu:KP1_1178
ko:K18325	kpu:KP1_1492
ko:K02440	kpu:KP1_4778
ko:K03366	kpu:KP1_3140
ko:K01805	kpu:KP1_0669
ko:K00883	kpu:KP1_0754
ko:K16053	kpu:KP1_1533
ko:K09022	kpu:KP1_0268
ko:K03446	kpu:KP1_2825
ko:K02525	kpu:KP1_5257
ko:K03482	kpu:KP1_2736
ko:K18142	kpu:KP1_4992
ko:K21430	kpu:KP1_1828
ko:K02073	kpu:KP1_3272
ko:K16089	kpu:KP1_p025
ko:K05796	kpu:KP1_5285
ko:K02024	kpu:KP1_0670
ko:K02783	kpu:KP1_0608
ko:K08156	kpu:KP1_2924
ko:K18324	kpu:KP1_4054
ko:K18326	kpu:KP1_3745
ko:K00138	kpu:KP1_4252
ko:K19587	kpu:KP1_4206
ko:K18829	kpu:KP1_3605
ko:K11904	kpu:KP1_2400
ko:K18446	kpu:KP1_4744
ko:K16235	kpu:KP1_1167
ko:K18507	kpu:KP1_6122
ko:K18518	kpu:KP1_6071
ko:K18513	kpu:KP1_6088
ko:K19504	kpu:KP1_0764
ko:K18502	kpu:KP1_6081
ko:K18515	kpu:KP1_6106
ko:K18528	kpu:KP1_6005
ko:K18640	kpu:KP1_0373
ko:K18673	kpu:KP1_4075
ko:K18697	kpu:KP1_4139
ko:K18691	kpu:KP1_4137
ko:K18765	kpu:KP1_4976
ko:K18699	kpu:KP1_2635
ko:K11741	kpu:KP1_0420
ko:K03651	kpu:KP1_0567
ko:K18850	kpu:KP1_2135
ko:K18889	kpu:KP1_1282
ko:K18895	kpu:KP1_3612
ko:K21645	kpu:KP1_3401
ko:K18920	kpu:KP1_5268
ko:K18850	kpu:KP1_0694
ko:K20861	kpu:KP1_1837
ko:K20866	kpu:KP1_0032
ko:K20881	kpu:KP1_5100
ko:K20862	kpu:KP1_0171
ko:K18800	kpu:KP1_4629
ko:K18778	kpu:KP1_0925
ko:K18831	kpu:KP1_p122
ko:K18918	kpu:KP1_0520
ko:K18657	kpu:KP1_1947
ko:K18890	kpu:KP1_1283
ko:K18954	kpu:KP1_0776
ko:K03496	kpu:KP1_p197
ko:K07497	kpu:KP1_1124
ko:K03976	kpu:KP1_1341
ko:K19055	kpu:KP1_2200
ko:K03526	kpu:KP1_4095
ko:K18979	kpu:KP1_0434
ko:K18991	kpu:KP1_5395
ko:K18988	kpu:KP1_1176
ko:K18997	kpu:KP1_0375
ko:K19048	kpu:KP1_4319
ko:K19000	kpu:KP1_1047
ko:K19221	kpu:KP1_2304
ko:K19222	kpu:KP1_3258
ko:K19165	kpu:KP1_5149
ko:K19226	kpu:KP1_2335
ko:K19236	kpu:KP1_2105
ko:K19125	kpu:KP1_3166
ko:K22444	kpu:KP1_1994
ko:K19238	kpu:KP1_3573
ko:K19229	kpu:KP1_2332
ko:K19124	kpu:KP1_3167
ko:K19046	kpu:KP1_3169
ko:K19228	kpu:KP1_2333
ko:K19126	kpu:KP1_3168
ko:K19234	kpu:KP1_3231
ko:K19235	kpu:KP1_1808
ko:K07451	kpu:KP1_p158
ko:K19168	kpu:KP1_4612
ko:K19270	kpu:KP1_3930
ko:K19265	kpu:KP1_3994
ko:K01992	kpu:KP1_0698
ko:K01992	kpu:KP1_1774
ko:K01992	kpu:KP1_1775
ko:K01992	kpu:KP1_5338
ko:K01066	kpu:KP1_0036
ko:K03722	kpu:KP1_3450
ko:K19416	kpu:KP1_1973
ko:K19335	kpu:KP1_2424
ko:K19267	kpu:KP1_0481
ko:K19337	kpu:KP1_3498
ko:K19338	kpu:KP1_3570
ko:K19304	kpu:KP1_3501
ko:K19505	kpu:KP1_0759
ko:K19334	kpu:KP1_0538
ko:K19302	kpu:KP1_1835
ko:K19270	kpu:KP1_2275
ko:K19336	kpu:KP1_2423
ko:K19333	kpu:KP1_3470
ko:K19303	kpu:KP1_3066
ko:K19510	kpu:KP1_0765
ko:K19577	kpu:KP1_3069
ko:K19507	kpu:KP1_0761
ko:K19611	kpu:KP1_1547
ko:K11209	kpu:KP1_3938
ko:K19506	kpu:KP1_0760
ko:K19508	kpu:KP1_0762
ko:K19509	kpu:KP1_0763
ko:K19585	kpu:KP1_4205
ko:K19697	kpu:KP1_4491
ko:K07315	kpu:KP1_2384
ko:K19688	kpu:KP1_1827
ko:K19776	kpu:KP1_5476
ko:K19775	kpu:KP1_4820
ko:K19778	kpu:KP1_4770
ko:K19778	kpu:KP1_4777
ko:K19784	kpu:KP1_5493
ko:K00799	kpu:KP1_1829
ko:K06131	kpu:KP1_1771
ko:K00799	kpu:KP1_3937
ko:K15777	kpu:KP1_4734
ko:K07497	kpu:KP1_0996
ko:K19802	kpu:KP1_2353
ko:K19803	kpu:KP1_3836
ko:K19804	kpu:KP1_2319
ko:K21613	kpu:KP1_2964
ko:K21636	kpu:KP1_0525
ko:K22468	kpu:KP1_2926
ko:K21405	kpu:KP1_4253
ko:K20034	kpu:KP1_2124
ko:K21265	kpu:KP1_0708
ko:K02761	kpu:KP1_2884
ko:K22443	kpu:KP1_1996
ko:K01612	kpu:KP1_4367
ko:K20542	kpu:KP1_5222
ko:K20542	kpu:KP1_5232
ko:K20543	kpu:KP1_5234
ko:K20543	kpu:KP1_5221
ko:K18829	kpu:KP1_p298
ko:K19591	kpu:KP1_1344
ko:K07497	kpu:KP1_1520
ko:K07497	kpu:KP1_2133
ko:K07497	kpu:KP1_5247
ko:K20541	kpu:KP1_5224
ko:K21759	kpu:KP1_4365
ko:K20541	kpu:KP1_5236
ko:K22602	kpu:KP1_2816
ko:K22132	kpu:KP1_4444
ko:K22003	kpu:KP1_3395
ko:K11529	kpu:KP1_2293
ko:K01200	kpu:KP1_0994
ko:K21029	kpu:KP1_1818
ko:K21085	kpu:KP1_3555
ko:K21088	kpu:KP1_2841
ko:K21021	kpu:KP1_4180
ko:K02495	kpu:KP1_0027
ko:K08968	kpu:KP1_3475
ko:K13075	kpu:KP1_2781
ko:K21028	kpu:KP1_2242
ko:K13609	kpu:KP1_0749
ko:K21090	kpu:KP1_3456
ko:K03292	kpu:KP1_0936
ko:K21416	kpu:KP1_1119
ko:K21417	kpu:KP1_1118
ko:K07665	kpu:KP1_p136
ko:K21470	kpu:KP1_1925
ko:K01451	kpu:KP1_1448
ko:K01451	kpu:KP1_2339
ko:K21698	kpu:KP1_4968
ko:K21695	kpu:KP1_4967
ko:K00875	kpu:KP1_3764
ko:K21948	kpu:KP1_2631
ko:K21963	kpu:KP1_1145
ko:K21965	kpu:KP1_1147
ko:K21974	kpu:KP1_1728
ko:K21975	kpu:KP1_1727
ko:K21966	kpu:KP1_1148
ko:K21968	kpu:KP1_1150
ko:K21976	kpu:KP1_1726
ko:K21990	kpu:KP1_3978
ko:K22041	kpu:KP1_2102
ko:K22015	kpu:KP1_0346
ko:K22015	kpu:KP1_3178
ko:K22024	kpu:KP1_2670
ko:K22044	kpu:KP1_1794
ko:K22051	kpu:KP1_0428
ko:K21964	kpu:KP1_1146
ko:K21967	kpu:KP1_1149
ko:K21972	kpu:KP1_1730
ko:K21973	kpu:KP1_1729
ko:K08319	kpu:KP1_2632
ko:K15576	kpu:KP1_3335
ko:K22131	kpu:KP1_2629
ko:K05275	kpu:KP1_4550
ko:K14274	kpu:KP1_4176
ko:K22024	kpu:KP1_2115
ko:K22129	kpu:KP1_2116
ko:K13874	kpu:KP1_2743
ko:K22130	kpu:KP1_2630
ko:K22129	kpu:KP1_2669
ko:K22105	kpu:KP1_0117
ko:K22110	kpu:KP1_4544
ko:K03077	kpu:KP1_0873
ko:K15634	kpu:KP1_0812
ko:K02257	kpu:KP1_1258
ko:K22293	kpu:KP1_2612
ko:K13566	kpu:KP1_1077
ko:K11206	kpu:KP1_1613
ko:K00424	kpu:KP1_1695
ko:K22489	kpu:KP1_4369
ko:K22601	kpu:KP1_2819
