ko:K19296	ppud:DW66_4804
ko:K13877	ppud:DW66_2303
ko:K00821	ppud:DW66_0382
ko:K21135	ppud:DW66_0820
ko:K21137	ppud:DW66_5419
ko:K21405	ppud:DW66_0557
ko:K21021	ppud:DW66_4903
ko:K20973	ppud:DW66_1799
ko:K20974	ppud:DW66_4017
ko:K00840	ppud:DW66_4260
ko:K20975	ppud:DW66_2468
ko:K20976	ppud:DW66_4197
ko:K20977	ppud:DW66_4198
ko:K20978	ppud:DW66_4199
ko:K21053	ppud:DW66_0608
ko:K07689	ppud:DW66_3942
ko:K13877	ppud:DW66_2395
ko:K21024	ppud:DW66_4708
ko:K21029	ppud:DW66_0754
ko:K21023	ppud:DW66_3347
ko:K21060	ppud:DW66_4406
ko:K08968	ppud:DW66_1801
ko:K21136	ppud:DW66_5420
ko:K21133	ppud:DW66_0819
ko:K21134	ppud:DW66_5418
ko:K21218	ppud:DW66_4559
ko:K02315	ppud:DW66_1523
ko:K03553	ppud:DW66_1566
ko:K03676	ppud:DW66_2526
ko:K07336	ppud:DW66_0892
ko:K14059	ppud:DW66_2692
ko:K02314	ppud:DW66_2722
ko:K07474	ppud:DW66_2735
ko:K03546	ppud:DW66_1900
ko:K07313	ppud:DW66_2879
ko:K06223	ppud:DW66_3824
ko:K03553	ppud:DW66_1172
ko:K03553	ppud:DW66_1173
ko:K03553	ppud:DW66_1204
ko:K02316	ppud:DW66_0397
ko:K01520	ppud:DW66_5707
ko:K06217	ppud:DW66_5020
ko:K02314	ppud:DW66_5109
ko:K03676	ppud:DW66_5291
ko:K00287	ppud:DW66_5372
ko:K00560	ppud:DW66_5382
ko:K06907	ppud:DW66_5524
ko:K06908	ppud:DW66_5525
ko:K06905	ppud:DW66_5531
ko:K06903	ppud:DW66_5533
ko:K06907	ppud:DW66_5644
ko:K06908	ppud:DW66_5645
ko:K06905	ppud:DW66_5651
ko:K06903	ppud:DW66_5653
ko:K02483	ppud:DW66_2244
ko:K01046	ppud:DW66_5091
ko:K03892	ppud:DW66_2540
ko:K02335	ppud:DW66_0098
ko:K05375	ppud:DW66_3688
ko:K20938	ppud:DW66_3292
ko:K01802	ppud:DW66_4145
ko:K02482	ppud:DW66_2847
ko:K21196	ppud:DW66_5375
ko:K00344	ppud:DW66_3372
ko:K00526	ppud:DW66_3522
ko:K20938	ppud:DW66_0224
ko:K21416	ppud:DW66_0570
ko:K21417	ppud:DW66_0569
ko:K21405	ppud:DW66_3208
ko:K02483	ppud:DW66_2206
ko:K02483	ppud:DW66_3191
ko:K02483	ppud:DW66_3271
ko:K00146	ppud:DW66_2643
ko:K02483	ppud:DW66_0276
ko:K21420	ppud:DW66_3863
ko:K21405	ppud:DW66_0572
ko:K22044	ppud:DW66_1298
ko:K01451	ppud:DW66_3079
ko:K00344	ppud:DW66_2860
ko:K01420	ppud:DW66_4095
ko:K01420	ppud:DW66_2590
ko:K01420	ppud:DW66_2602
ko:K21699	ppud:DW66_2664
ko:K21711	ppud:DW66_5768
ko:K22081	ppud:DW66_3426
ko:K10914	ppud:DW66_3549
ko:K21741	ppud:DW66_3547
ko:K08685	ppud:DW66_3200
ko:K21725	ppud:DW66_3572
ko:K21757	ppud:DW66_3453
ko:K21825	ppud:DW66_4262
ko:K21826	ppud:DW66_0303
ko:K21833	ppud:DW66_0315
ko:K21834	ppud:DW66_0316
ko:K21830	ppud:DW66_5370
ko:K21826	ppud:DW66_2527
ko:K21826	ppud:DW66_2530
ko:K21832	ppud:DW66_0320
ko:K08365	ppud:DW66_5865
ko:K21936	ppud:DW66_2224
ko:K18244	ppud:DW66_2655
ko:K21990	ppud:DW66_4495
ko:K22044	ppud:DW66_1658
ko:K05802	ppud:DW66_0712
ko:K21993	ppud:DW66_2507
ko:K01816	ppud:DW66_4130
ko:K22132	ppud:DW66_1127
ko:K22067	ppud:DW66_1949
ko:K22082	ppud:DW66_3425
ko:K22083	ppud:DW66_3424
ko:K22131	ppud:DW66_4704
ko:K03595	ppud:DW66_4605
ko:K14274	ppud:DW66_3005
ko:K07183	ppud:DW66_1948
ko:K00302	ppud:DW66_0329
ko:K00304	ppud:DW66_0328
ko:K00304	ppud:DW66_3693
ko:K00302	ppud:DW66_3694
ko:K22132	ppud:DW66_1461
ko:K08994	ppud:DW66_4398
ko:K08994	ppud:DW66_0849
ko:K13875	ppud:DW66_2300
ko:K22252	ppud:DW66_1721
ko:K22292	ppud:DW66_1694
ko:K22250	ppud:DW66_5239
ko:K22345	ppud:DW66_0801
ko:K02257	ppud:DW66_0085
ko:K02257	ppud:DW66_0832
ko:K11391	ppud:DW66_4870
ko:K01593	ppud:DW66_2355
ko:K11206	ppud:DW66_0932
ko:K22424	ppud:DW66_0747
ko:K13566	ppud:DW66_0888
ko:K22491	ppud:DW66_2465
ko:K22491	ppud:DW66_4848
ko:K22491	ppud:DW66_0759
ko:K22468	ppud:DW66_0288
