ko:K19586	eclz:LI64_15525
ko:K06904	eclz:LI64_18500
ko:K06223	eclz:LI64_22805
ko:K14744	eclz:LI64_05755
ko:K09961	eclz:LI64_05780
ko:K02314	eclz:LI64_01715
ko:K00558	eclz:LI64_23760
ko:K06217	eclz:LI64_06515
ko:K06223	eclz:LI64_19985
ko:K04068	eclz:LI64_02595
ko:K06919	eclz:LI64_02805
ko:K06866	eclz:LI64_15950
ko:K06191	eclz:LI64_16275
ko:K03553	eclz:LI64_16400
ko:K02315	eclz:LI64_03100
ko:K00857	eclz:LI64_12225
ko:K22468	eclz:LI64_11005
ko:K03292	eclz:LI64_03850
ko:K00525	eclz:LI64_14605
ko:K07345	eclz:LI64_04100
ko:K03293	eclz:LI64_00950
ko:K13695	eclz:LI64_09255
ko:K21470	eclz:LI64_07895
ko:K00344	eclz:LI64_01710
ko:K01420	eclz:LI64_09895
ko:K00863	eclz:LI64_19250
ko:K01451	eclz:LI64_16815
ko:K21739	eclz:LI64_17975
ko:K21698	eclz:LI64_19370
ko:K21695	eclz:LI64_19365
ko:K21712	eclz:LI64_02670
ko:K21759	eclz:LI64_16685
ko:K13638	eclz:LI64_19600
ko:K21966	eclz:LI64_10335
ko:K21973	eclz:LI64_11110
ko:K21965	eclz:LI64_00405
ko:K21974	eclz:LI64_09395
ko:K21975	eclz:LI64_09390
ko:K21966	eclz:LI64_00410
ko:K21968	eclz:LI64_00420
ko:K21976	eclz:LI64_09385
ko:K21974	eclz:LI64_10645
ko:K21975	eclz:LI64_10640
ko:K21976	eclz:LI64_10635
ko:K21990	eclz:LI64_15065
ko:K22041	eclz:LI64_08690
ko:K22015	eclz:LI64_01835
ko:K22015	eclz:LI64_01840
ko:K22044	eclz:LI64_07180
ko:K22051	eclz:LI64_02175
ko:K21964	eclz:LI64_00400
ko:K21967	eclz:LI64_00415
ko:K21972	eclz:LI64_09405
ko:K21973	eclz:LI64_09400
ko:K02464	eclz:LI64_07610
ko:K15576	eclz:LI64_12330
ko:K05275	eclz:LI64_09935
ko:K14274	eclz:LI64_16050
ko:K03595	eclz:LI64_15895
ko:K22105	eclz:LI64_21220
ko:K22110	eclz:LI64_17185
ko:K22110	eclz:LI64_02625
ko:K22110	eclz:LI64_21295
ko:K22110	eclz:LI64_21655
ko:K08994	eclz:LI64_11495
ko:K03892	eclz:LI64_18055
ko:K15634	eclz:LI64_03325
ko:K02257	eclz:LI64_05070
ko:K22396	eclz:LI64_02725
ko:K22397	eclz:LI64_02720
ko:K22293	eclz:LI64_10265
ko:K13566	eclz:LI64_04490
ko:K11206	eclz:LI64_06375
ko:K00424	eclz:LI64_06800
ko:K22489	eclz:LI64_16700
