ko:K02495	senr:STMDT2_38651
ko:K07451	senr:STMDT2_19491
ko:K19168	senr:STMDT2_29421
ko:K09951	senr:STMDT2_28371
ko:K00336	senr:STMDT2_22921
ko:K19270	senr:STMDT2_23031
ko:K19265	senr:STMDT2_23741
ko:K01992	senr:STMDT2_07921
ko:K01992	senr:STMDT2_07931
ko:K01992	senr:STMDT2_34701
ko:K01066	senr:STMDT2_38921
ko:K03722	senr:STMDT2_17421
ko:K19416	senr:STMDT2_10221
ko:K07801	senr:STMDT2_17931
ko:K03722	senr:STMDT2_07981
ko:K07497	senr:STMDT2_24701
ko:K07497	senr:STMDT2_02941
ko:K19335	senr:STMDT2_15971
ko:K07496	senr:STMDT2_25621
ko:K19353	senr:STMDT2_39821
ko:K19267	senr:STMDT2_42491
ko:K19337	senr:STMDT2_18151
ko:K19304	senr:STMDT2_18181
ko:K19505	senr:STMDT2_43821
ko:K19334	senr:STMDT2_43141
ko:K19302	senr:STMDT2_08411
ko:K19270	senr:STMDT2_12551
ko:K19354	senr:STMDT2_35921
ko:K19336	senr:STMDT2_15981
ko:K19333	senr:STMDT2_17621
ko:K21637	senr:STMDT2_30241
ko:K01785	senr:STMDT2_38801
ko:K03293	senr:STMDT2_38011
ko:K06884	senr:STMDT2_16521
ko:K06884	senr:STMDT2_14401
ko:K06884	senr:STMDT2_10561
ko:K19303	senr:STMDT2_13621
ko:K19510	senr:STMDT2_43881
ko:K19507	senr:STMDT2_43841
ko:K19611	senr:STMDT2_05761
ko:K11209	senr:STMDT2_23181
ko:K19506	senr:STMDT2_43831
ko:K19508	senr:STMDT2_43851
ko:K19509	senr:STMDT2_43861
ko:K19509	senr:STMDT2_05651
ko:K02257	senr:STMDT2_04361
ko:K02796	senr:STMDT2_17521
ko:K19592	senr:STMDT2_03501
ko:K19594	senr:STMDT2_03471
ko:K00525	senr:STMDT2_22461
ko:K19709	senr:STMDT2_12901
ko:K19688	senr:STMDT2_08291
ko:K19745	senr:STMDT2_32691
ko:K19778	senr:STMDT2_14851
ko:K19776	senr:STMDT2_37101
ko:K00799	senr:STMDT2_08381
ko:K06131	senr:STMDT2_07891
ko:K00799	senr:STMDT2_23171
ko:K06132	senr:STMDT2_10821
ko:K15777	senr:STMDT2_30831
ko:K07147	senr:STMDT2_32701
ko:K07119	senr:STMDT2_15121
ko:K19784	senr:STMDT2_37301
ko:K19802	senr:STMDT2_16041
ko:K01185	senr:STMDT2_09641
ko:K19803	senr:STMDT2_21901
ko:K21636	senr:STMDT2_42981
ko:K19804	senr:STMDT2_16331
ko:K19810	senr:STMDT2_41841
ko:K07662	senr:STMDT2_39221
ko:K07453	senr:STMDT2_01611
ko:K07497	senr:STMDT2_03211
ko:K07497	senr:STMDT2_08851
ko:K07126	senr:STMDT2_04351
ko:K07126	senr:STMDT2_04341
ko:K07011	senr:STMDT2_07031
ko:K02485	senr:STMDT2_16771
ko:K03445	senr:STMDT2_36601
ko:K21638	senr:STMDT2_10461
ko:K20023	senr:STMDT2_35811
ko:K20265	senr:STMDT2_23281
ko:K07686	senr:STMDT2_36741
ko:K20276	senr:STMDT2_26361
ko:K19591	senr:STMDT2_04951
ko:K01612	senr:STMDT2_28221
ko:K01236	senr:STMDT2_14831
ko:K20542	senr:STMDT2_35021
ko:K20534	senr:STMDT2_40541
ko:K20543	senr:STMDT2_35011
ko:K20534	senr:STMDT2_05501
ko:K20541	senr:STMDT2_35031
ko:K21394	senr:STMDT2_35551
ko:K22132	senr:STMDT2_28881
ko:K20609	senr:STMDT2_15351
ko:K02438	senr:STMDT2_34241
ko:K21029	senr:STMDT2_08211
ko:K21021	senr:STMDT2_26181
ko:K21023	senr:STMDT2_32811
ko:K21084	senr:STMDT2_20971
ko:K03077	senr:STMDT2_01031
ko:K21085	senr:STMDT2_19101
ko:K21086	senr:STMDT2_34961
ko:K21087	senr:STMDT2_17181
ko:K21089	senr:STMDT2_21351
ko:K00821	senr:STMDT2_33551
ko:K21090	senr:STMDT2_17481
ko:K00525	senr:STMDT2_27131
ko:K00526	senr:STMDT2_27141
ko:K14059	senr:STMDT2_15771
ko:K00857	senr:STMDT2_16741
ko:K06197	senr:STMDT2_16901
ko:K14744	senr:STMDT2_09651
ko:K06217	senr:STMDT2_10611
ko:K03546	senr:STMDT2_03911
ko:K06217	senr:STMDT2_06601
ko:K02335	senr:STMDT2_38611
ko:K06903	senr:STMDT2_40521
ko:K06905	senr:STMDT2_40571
ko:K06908	senr:STMDT2_40621
ko:K06907	senr:STMDT2_40631
ko:K02314	senr:STMDT2_40961
ko:K04068	senr:STMDT2_42971
ko:K02315	senr:STMDT2_43911
ko:K07313	senr:STMDT2_17731
ko:K06904	senr:STMDT2_19451
ko:K03791	senr:STMDT2_19531
ko:K00558	senr:STMDT2_19151
ko:K06952	senr:STMDT2_19671
ko:K16711	senr:STMDT2_20731
ko:K06904	senr:STMDT2_22121
ko:K06919	senr:STMDT2_26511
ko:K14744	senr:STMDT2_25741
ko:K10906	senr:STMDT2_25851
ko:K06866	senr:STMDT2_25981
ko:K06191	senr:STMDT2_27111
ko:K02316	senr:STMDT2_31041
ko:K00560	senr:STMDT2_29001
ko:K06223	senr:STMDT2_33711
ko:K11089	senr:STMDT2_34071
ko:K03676	senr:STMDT2_35871
ko:K01520	senr:STMDT2_36171
ko:K03292	senr:STMDT2_01511
ko:K07497	senr:STMDT2_17921
ko:K05934	senr:STMDT2_20001
ko:K21393	senr:STMDT2_35561
ko:K21395	senr:STMDT2_35571
ko:K21449	senr:STMDT2_35751
ko:K21470	senr:STMDT2_09311
ko:K01420	senr:STMDT2_15841
ko:K21602	senr:STMDT2_35511
ko:K21645	senr:STMDT2_07421
ko:K21739	senr:STMDT2_05551
ko:K21740	senr:STMDT2_05561
ko:K21741	senr:STMDT2_05571
ko:K21746	senr:STMDT2_05541
ko:K21698	senr:STMDT2_32591
ko:K21695	senr:STMDT2_32581
ko:K21759	senr:STMDT2_28231
ko:K21948	senr:STMDT2_28171
ko:K21990	senr:STMDT2_23621
ko:K22041	senr:STMDT2_11481
ko:K22015	senr:STMDT2_41361
ko:K22015	senr:STMDT2_41351
ko:K21905	senr:STMDT2_p00008
ko:K07804	senr:STMDT2_p00009
ko:K19164	senr:STMDT2_p00026
ko:K19163	senr:STMDT2_p00027
ko:K13450	senr:STMDT2_p00038
ko:K01185	senr:STMDT2_p00042
ko:K01673	senr:STMDT2_p00049
ko:K03497	senr:STMDT2_p00058
ko:K22024	senr:STMDT2_01651
ko:K03502	senr:STMDT2_p00059
ko:K03503	senr:STMDT2_p00060
ko:K02345	senr:STMDT2_p00069
ko:K03111	senr:STMDT2_p00071
ko:K03497	senr:STMDT2_p00073
ko:K12068	senr:STMDT2_p00084
ko:K12067	senr:STMDT2_p00085
ko:K12066	senr:STMDT2_p00086
ko:K12065	senr:STMDT2_p00087
ko:K12064	senr:STMDT2_p00090
ko:K12063	senr:STMDT2_p00095
ko:K12062	senr:STMDT2_p00096
ko:K12061	senr:STMDT2_p00097
ko:K12060	senr:STMDT2_p00098
ko:K12059	senr:STMDT2_p00100
ko:K22044	senr:STMDT2_08031
ko:K22025	senr:STMDT2_28141
ko:K12058	senr:STMDT2_p00102
ko:K12057	senr:STMDT2_p00104
ko:K12072	senr:STMDT2_p00107
ko:K12056	senr:STMDT2_p00108
ko:K18828	senr:STMDT2_p00112
ko:K18829	senr:STMDT2_p00113
ko:K22051	senr:STMDT2_41981
ko:K08319	senr:STMDT2_28181
ko:K22131	senr:STMDT2_28151
ko:K01816	senr:STMDT2_05141
ko:K14274	senr:STMDT2_26141
ko:K22130	senr:STMDT2_28161
ko:K22129	senr:STMDT2_01641
ko:K22105	senr:STMDT2_39901
ko:K22104	senr:STMDT2_32321
ko:K22110	senr:STMDT2_39141
ko:K22110	senr:STMDT2_10661
ko:K22110	senr:STMDT2_38761
ko:K22270	senr:STMDT2_21521
ko:K03079	senr:STMDT2_35601
ko:K08994	senr:STMDT2_14541
ko:K03078	senr:STMDT2_35591
ko:K03077	senr:STMDT2_35611
ko:K15634	senr:STMDT2_44291
ko:K22397	senr:STMDT2_34191
ko:K22293	senr:STMDT2_14371
ko:K13566	senr:STMDT2_03061
ko:K11206	senr:STMDT2_06221
ko:K22488	senr:STMDT2_27741
ko:K22486	senr:STMDT2_27761
ko:K22489	senr:STMDT2_28201
ko:K07319	senr:STMDT2_p00063
ko:K22501	senr:STMDT2_17141
ko:K00424	senr:STMDT2_07251
ko:K22487	senr:STMDT2_27721
ko:K22505	senr:STMDT2_27711
ko:K22512	senr:STMDT2_27941
ko:K22506	senr:STMDT2_27931
ko:K22504	senr:STMDT2_27971
ko:K22508	senr:STMDT2_27881
ko:K22509	senr:STMDT2_27871
ko:K22510	senr:STMDT2_27861
ko:K22511	senr:STMDT2_27961
ko:K22513	senr:STMDT2_27921
ko:K22514	senr:STMDT2_27911
