ko:K11897	eck:EC55989_3295
ko:K18831	eck:EC55989_2981
ko:K18831	eck:EC55989_3496
ko:K18828	eck:EC55989_2757
ko:K07012	eck:EC55989_3034
ko:K07091	eck:EC55989_3396
ko:K19235	eck:EC55989_0862
ko:K16787	eck:EC55989_3220
ko:K16786	eck:EC55989_3219
ko:K16785	eck:EC55989_3218
ko:K16923	eck:EC55989_3217
ko:K16868	eck:EC55989_1561
ko:K15634	eck:EC55989_5057
ko:K01990	eck:EC55989_0120
ko:K00374	eck:EC55989_1596
ko:K00373	eck:EC55989_1597
ko:K19353	eck:EC55989_4437
ko:K03526	eck:EC55989_2800
ko:K11209	eck:EC55989_2546
ko:K03585	eck:EC55989_0476
ko:K19227	eck:EC55989_1455
ko:K12678	eck:EC55989_1643
ko:K12678	eck:EC55989_1263
ko:K17713	eck:EC55989_2797
ko:K19416	eck:EC55989_1019
ko:K01992	eck:EC55989_0122
ko:K01992	eck:EC55989_0836
ko:K01992	eck:EC55989_0837
ko:K01992	eck:EC55989_3891
ko:K05601	eck:EC55989_0918
ko:K19221	eck:EC55989_1426
ko:K17686	eck:EC55989_0497
ko:K17686	eck:EC55989_3910
ko:K19789	eck:EC55989_2438
ko:K17722	eck:EC55989_2396
ko:K17723	eck:EC55989_2397
ko:K01160	eck:EC55989_1046
ko:K01160	eck:EC55989_1376
ko:K17758	eck:EC55989_4722
ko:K17759	eck:EC55989_4722
ko:K07484	eck:EC55989_4941
ko:K07483	eck:EC55989_1142
ko:K18015	eck:EC55989_2517
ko:K17938	eck:EC55989_0382
ko:K07483	eck:EC55989_3276
ko:K18148	eck:EC55989_0259
ko:K22597	eck:EC55989_1472
ko:K18142	eck:EC55989_3680
ko:K21430	eck:EC55989_0882
ko:K21469	eck:EC55989_2719
ko:K03605	eck:EC55989_3410
ko:K21695	eck:EC55989_3655
ko:K08156	eck:EC55989_0404
ko:K18324	eck:EC55989_2750
ko:K18326	eck:EC55989_2333
ko:K18997	eck:EC55989_1109
ko:K21637	eck:EC55989_4992
ko:K19540	eck:EC55989_3776
ko:K19577	eck:EC55989_1825
ko:K18476	eck:EC55989_4857
ko:K01934	eck:EC55989_3199
ko:K11904	eck:EC55989_3331
ko:K18471	eck:EC55989_1940
ko:K18478	eck:EC55989_4352
ko:K11904	eck:EC55989_1588
ko:K01671	eck:EC55989_4354
ko:K18446	eck:EC55989_3468
ko:K18507	eck:EC55989miscRNA87
ko:K18522	eck:EC55989miscRNA67
ko:K18531	eck:EC55989_4375
ko:K18525	eck:EC55989miscRNA88
ko:K18526	eck:EC55989miscRNA91
ko:K18521	eck:EC55989miscRNA66
ko:K18518	eck:EC55989miscRNA38
ko:K18504	eck:EC55989miscRNA84
ko:K18505	eck:EC55989miscRNA92
ko:K18511	eck:EC55989miscRNA63
ko:K18512	eck:EC55989miscRNA32
ko:K18519	eck:EC55989miscRNA45
ko:K18530	eck:EC55989_4376
ko:K18508	eck:EC55989miscRNA19
ko:K18513	eck:EC55989miscRNA53
ko:K18517	eck:EC55989miscRNA21
ko:K18517	eck:EC55989miscRNA35
ko:K18517	eck:EC55989miscRNA28
ko:K18523	eck:EC55989miscRNA68
ko:K18524	eck:EC55989miscRNA109
ko:K18506	eck:EC55989miscRNA4
ko:K18520	eck:EC55989miscRNA51
ko:K19591	eck:EC55989_0500
ko:K18502	eck:EC55989miscRNA44
ko:K18503	eck:EC55989miscRNA14
ko:K18509	eck:EC55989miscRNA33
ko:K18515	eck:EC55989miscRNA65
ko:K18516	eck:EC55989miscRNA94
ko:K18528	eck:EC55989miscRNA95
ko:K18527	eck:EC55989miscRNA93
ko:K18691	eck:EC55989_2845
ko:K08968	eck:EC55989_2009
ko:K18640	eck:EC55989_2099
ko:K18697	eck:EC55989_2847
ko:K18702	eck:EC55989_2664
ko:K18765	eck:EC55989_3666
ko:K18850	eck:EC55989_1241
ko:K18837	eck:EC55989_4895
ko:K18837	eck:EC55989_4631
ko:K18889	eck:EC55989_0462
ko:K18929	eck:EC55989_0309
ko:K18837	eck:EC55989_3366
ko:K18838	eck:EC55989_2262
ko:K18838	eck:EC55989_4894
ko:K18838	eck:EC55989_4632
ko:K18864	eck:EC55989miscRNA49
ko:K18862	eck:EC55989_1312
ko:K18862	eck:EC55989_1313
ko:K18862	eck:EC55989_3988
ko:K03630	eck:EC55989_2260
ko:K07171	eck:EC55989_3057
ko:K18864	eck:EC55989miscRNA48
ko:K18865	eck:EC55989miscRNA50
ko:K18867	eck:EC55989miscRNA71
ko:K18867	eck:EC55989miscRNA70
ko:K18868	eck:EC55989miscRNA78
ko:K21645	eck:EC55989_4993
ko:K11741	eck:EC55989_4705
ko:K18841	eck:EC55989_4783
ko:K18869	eck:EC55989miscRNA80
ko:K18899	eck:EC55989_3958
ko:K20861	eck:EC55989_0889
ko:K18829	eck:EC55989_2758
ko:K20866	eck:EC55989_4359
ko:K20881	eck:EC55989_3804
ko:K20862	eck:EC55989_4286
ko:K07319	eck:EC55989_3676
ko:K18800	eck:EC55989_3194
ko:K18778	eck:EC55989_0096
ko:K18657	eck:EC55989_0995
ko:K07316	eck:EC55989_3268
ko:K18890	eck:EC55989_0463
ko:K18870	eck:EC55989miscRNA34
ko:K18871	eck:EC55989miscRNA2
ko:K18863	eck:EC55989miscRNA26
ko:K18898	eck:EC55989_3957
ko:K18863	eck:EC55989miscRNA25
ko:K18863	eck:EC55989miscRNA89
ko:K18863	eck:EC55989miscRNA90
ko:K22044	eck:EC55989_0852
ko:K18839	eck:EC55989_4621
ko:K18840	eck:EC55989_4620
ko:K03976	eck:EC55989_0494
ko:K19055	eck:EC55989_1956
ko:K07484	eck:EC55989_4970
ko:K18979	eck:EC55989_4721
ko:K18988	eck:EC55989_0380
ko:K07484	eck:EC55989_3274
ko:K07484	eck:EC55989_4671
ko:K19048	eck:EC55989_5009
ko:K19046	eck:EC55989_3032
ko:K19000	eck:EC55989_0183
ko:K19229	eck:EC55989_1453
ko:K07746	eck:EC55989_2338
ko:K19155	eck:EC55989_3548
ko:K19156	eck:EC55989_3547
ko:K19157	eck:EC55989_0249
ko:K19222	eck:EC55989_1853
ko:K19166	eck:EC55989_3497
ko:K19226	eck:EC55989_1456
ko:K19230	eck:EC55989_1452
ko:K19123	eck:EC55989_3033
ko:K19236	eck:EC55989_1225
ko:K19170	eck:EC55989_4840
ko:K19047	eck:EC55989_4859
ko:K19173	eck:EC55989_4832
ko:K18922	eck:EC55989_3035
ko:K19174	eck:EC55989_4833
ko:K01154	eck:EC55989_5010
ko:K19158	eck:EC55989_2276
ko:K22444	eck:EC55989_1976
ko:K19056	eck:EC55989_4860
ko:K19238	eck:EC55989_2507
ko:K19171	eck:EC55989_4839
ko:K07319	eck:EC55989_1049
ko:K19092	eck:EC55989_2339
ko:K19228	eck:EC55989_1454
ko:K19125	eck:EC55989_3030
ko:K19126	eck:EC55989_3029
ko:K19159	eck:EC55989_2277
ko:K19175	eck:EC55989_4834
ko:K19169	eck:EC55989_4841
ko:K19168	eck:EC55989_3182
ko:K19172	eck:EC55989_4838
ko:K09951	eck:EC55989_3027
ko:K19270	eck:EC55989_2537
ko:K19265	eck:EC55989_3419
ko:K01066	eck:EC55989_4363
ko:K19335	eck:EC55989_4808
ko:K19267	eck:EC55989_4771
ko:K19337	eck:EC55989_2032
ko:K19338	eck:EC55989_2223
ko:K19304	eck:EC55989_2035
ko:K19334	eck:EC55989_4809
ko:K19302	eck:EC55989_0886
ko:K19270	eck:EC55989_1894
ko:K19354	eck:EC55989_4082
ko:K19336	eck:EC55989_4807
ko:K19333	eck:EC55989_2004
ko:K21638	eck:EC55989_1250
ko:K19303	eck:EC55989_1823
ko:K21636	eck:EC55989_4796
ko:K07497	eck:EC55989_1141
ko:K19611	eck:EC55989_0575
ko:K02257	eck:EC55989_0442
ko:K19709	eck:EC55989_1861
ko:K19688	eck:EC55989_0881
ko:K02495	eck:EC55989_4342
ko:K19775	eck:EC55989_3512
ko:K19745	eck:EC55989_3667
ko:K19777	eck:EC55989_3953
ko:K19778	eck:EC55989_3952
ko:K19776	eck:EC55989_4164
ko:K00799	eck:EC55989_0883
ko:K07483	eck:EC55989_4637
ko:K00799	eck:EC55989_2545
ko:K06131	eck:EC55989_0833
ko:K06132	eck:EC55989_1159
ko:K15777	eck:EC55989_3454
ko:K19784	eck:EC55989_4183
ko:K13069	eck:EC55989_1676
ko:K03630	eck:EC55989_4892
ko:K03630	eck:EC55989_3363
ko:K19802	eck:EC55989_1489
ko:K15773	eck:EC55989_3922
ko:K03630	eck:EC55989_4635
ko:K07483	eck:EC55989_4654
ko:K07483	eck:EC55989_4664
ko:K07483	eck:EC55989_4672
ko:K07497	eck:EC55989_4948
ko:K07497	eck:EC55989_2189
ko:K19803	eck:EC55989_2428
ko:K19804	eck:EC55989_1441
ko:K19810	eck:EC55989_4701
ko:K19956	eck:EC55989_3224
ko:K19997	eck:EC55989_2298
ko:K22105	eck:EC55989_4448
ko:K20265	eck:EC55989_1624
ko:K22443	eck:EC55989_1975
ko:K01612	eck:EC55989_3009
ko:K21394	eck:EC55989_4034
ko:K20542	eck:EC55989_3978
ko:K20543	eck:EC55989_3977
ko:K20541	eck:EC55989_3979
ko:K22111	eck:EC55989_2114
ko:K22132	eck:EC55989_3091
ko:K21084	eck:EC55989_2323
ko:K21021	eck:EC55989_2893
ko:K21086	eck:EC55989_3971
ko:K21087	eck:EC55989_1290
ko:K21088	eck:EC55989_1506
ko:K21089	eck:EC55989_2376
ko:K21028	eck:EC55989_1925
ko:K21090	eck:EC55989_1988
ko:K21091	eck:EC55989miscRNA30
ko:K21039	eck:EC55989_0755
ko:K07497	eck:EC55989_4865
ko:K21393	eck:EC55989_4035
ko:K21395	eck:EC55989_4036
ko:K21449	eck:EC55989_4069
ko:K21470	eck:EC55989_0971
ko:K21498	eck:EC55989_0496
ko:K21511	eck:EC55989_0794
ko:K21512	eck:EC55989_0790
ko:K21498	eck:EC55989_1609
ko:K21602	eck:EC55989_4031
ko:K08319	eck:EC55989_3003
ko:K21739	eck:EC55989_0306
ko:K21740	eck:EC55989_0305
ko:K21741	eck:EC55989_0304
ko:K21742	eck:EC55989_3475
ko:K21746	eck:EC55989_0307
ko:K21698	eck:EC55989_3656
ko:K21759	eck:EC55989_3008
ko:K21948	eck:EC55989_3004
ko:K21963	eck:EC55989_0298
ko:K21974	eck:EC55989_1254
ko:K21965	eck:EC55989_0296
ko:K21966	eck:EC55989_0295
ko:K21975	eck:EC55989_1255
ko:K21968	eck:EC55989_0293
ko:K21976	eck:EC55989_1256
ko:K21990	eck:EC55989_2592
ko:K22041	eck:EC55989_1223
ko:K22015	eck:EC55989_4574
ko:K22051	eck:EC55989_4716
ko:K22014	eck:EC55989_0789
ko:K21964	eck:EC55989_0297
ko:K21967	eck:EC55989_0294
ko:K21972	eck:EC55989_1252
ko:K21973	eck:EC55989_1253
ko:K22131	eck:EC55989_3006
ko:K05275	eck:EC55989_1537
ko:K22130	eck:EC55989_3005
ko:K22104	eck:EC55989_3639
ko:K22214	eck:EC55989_3208
ko:K03079	eck:EC55989_4039
ko:K03078	eck:EC55989_4038
ko:K03077	eck:EC55989_4040
ko:K22300	eck:EC55989_1029
ko:K22300	eck:EC55989_1734
ko:K22304	eck:EC55989_1737
ko:K02560	eck:EC55989_4949
ko:K22293	eck:EC55989_1681
ko:K22302	eck:EC55989_1733
ko:K22302	eck:EC55989_1365
ko:K13566	eck:EC55989_0243
ko:K11206	eck:EC55989_0618
ko:K22488	eck:EC55989_3140
ko:K22489	eck:EC55989_3011
ko:K22505	eck:EC55989_3137
ko:K22509	eck:EC55989_3146
ko:K22486	eck:EC55989_3129
