ko:K07046	bpk:BBK_3654
ko:K02032	bpk:BBK_3486
ko:K08100	bpk:BBK_607
ko:K13993	bpk:BBK_199
ko:K02483	bpk:BBK_732
ko:K00249	bpk:BBK_2628
ko:K03293	bpk:BBK_1603
ko:K02482	bpk:BBK_3629
ko:K09983	bpk:BBK_3267
ko:K03328	bpk:BBK_882
ko:K21307	bpk:BBK_5080
ko:K21309	bpk:BBK_5082
ko:K05710	bpk:BBK_3544
ko:K03892	bpk:BBK_4040
ko:K21405	bpk:BBK_3894
ko:K03651	bpk:BBK_228
ko:K21449	bpk:BBK_108
ko:K21420	bpk:BBK_3360
ko:K01451	bpk:BBK_5472
ko:K01451	bpk:BBK_5340
ko:K01420	bpk:BBK_5948
ko:K01420	bpk:BBK_5170
ko:K01420	bpk:BBK_4655
ko:K21699	bpk:BBK_3746
ko:K10026	bpk:BBK_1293
ko:K21563	bpk:BBK_2592
ko:K10914	bpk:BBK_622
ko:K21645	bpk:BBK_1996
ko:K21757	bpk:BBK_4640
ko:K00043	bpk:BBK_48
ko:K21825	bpk:BBK_2566
ko:K21826	bpk:BBK_3945
ko:K21826	bpk:BBK_4033
ko:K21833	bpk:BBK_3941
ko:K21834	bpk:BBK_3940
ko:K08994	bpk:BBK_3467
ko:K21832	bpk:BBK_3936
ko:K21929	bpk:BBK_5013
ko:K21948	bpk:BBK_4025
ko:K21929	bpk:BBK_2781
ko:K01634	bpk:BBK_4776
ko:K01634	bpk:BBK_4772
ko:K05802	bpk:BBK_3099
ko:K22003	bpk:BBK_2207
ko:K22025	bpk:BBK_4029
ko:K03741	bpk:BBK_4042
ko:K22132	bpk:BBK_651
ko:K08319	bpk:BBK_4024
ko:K03595	bpk:BBK_2525
ko:K00090	bpk:BBK_2494
ko:K14274	bpk:BBK_4836
ko:K22067	bpk:BBK_5862
ko:K07183	bpk:BBK_5863
ko:K00304	bpk:BBK_3977
ko:K00302	bpk:BBK_3976
ko:K22185	bpk:BBK_1957
ko:K22292	bpk:BBK_2422
ko:K22303	bpk:BBK_3824
ko:K02257	bpk:BBK_1001
ko:K00611	bpk:BBK_637
ko:K13061	bpk:BBK_5930
ko:K03469	bpk:BBK_178
ko:K22348	bpk:BBK_5663
ko:K11206	bpk:BBK_2093
ko:K22488	bpk:BBK_4158
ko:K00424	bpk:BBK_3093
ko:K22487	bpk:BBK_4160
ko:K00424	bpk:BBK_961
ko:K22505	bpk:BBK_4161
ko:K22512	bpk:BBK_4153
ko:K22504	bpk:BBK_4156
ko:K22506	bpk:BBK_4152
ko:K22507	bpk:BBK_4147
ko:K22508	bpk:BBK_4146
ko:K22509	bpk:BBK_4145
ko:K22510	bpk:BBK_4144
ko:K22511	bpk:BBK_4155
ko:K22550	bpk:BBK_5546
ko:K01007	bpk:BBK_2824
ko:K22549	bpk:BBK_5547
