ko:K00086	kpx:PMK1_01008
ko:K10543	kpx:PMK1_00861
ko:K10545	kpx:PMK1_00862
ko:K10544	kpx:PMK1_00863
ko:K09923	kpx:PMK1_00865
ko:K03439	kpx:PMK1_00866
ko:K03575	kpx:PMK1_00867
ko:K08306	kpx:PMK1_00869
ko:K03289	kpx:PMK1_00870
ko:K01581	kpx:PMK1_00871
ko:K07150	kpx:PMK1_00872
ko:K04042	kpx:PMK1_01634
ko:K02114	kpx:PMK1_01635
ko:K02112	kpx:PMK1_01636
ko:K02115	kpx:PMK1_01637
ko:K02111	kpx:PMK1_01638
ko:K02113	kpx:PMK1_01639
ko:K02109	kpx:PMK1_01640
ko:K02110	kpx:PMK1_01641
ko:K02108	kpx:PMK1_01642
ko:K02116	kpx:PMK1_01643
ko:K03501	kpx:PMK1_01644
ko:K03495	kpx:PMK1_01645
ko:K06205	kpx:PMK1_01646
ko:K03718	kpx:PMK1_01647
ko:K01914	kpx:PMK1_01648
ko:K03924	kpx:PMK1_01650
ko:K03549	kpx:PMK1_01651
ko:K06726	kpx:PMK1_01652
ko:K10441	kpx:PMK1_01653
ko:K10440	kpx:PMK1_01654
ko:K10439	kpx:PMK1_01655
ko:K00852	kpx:PMK1_01656
ko:K02529	kpx:PMK1_01657
ko:K03753	kpx:PMK1_01661
ko:K03752	kpx:PMK1_01662
ko:K09896	kpx:PMK1_01663
ko:K03673	kpx:PMK1_01665
ko:K03978	kpx:PMK1_01668
ko:K09894	kpx:PMK1_01669
ko:K07712	kpx:PMK1_01671
ko:K07708	kpx:PMK1_01672
ko:K01915	kpx:PMK1_01673
ko:K06207	kpx:PMK1_01674
ko:K07058	kpx:PMK1_01676
ko:K07560	kpx:PMK1_01677
ko:K02380	kpx:PMK1_01682
ko:K01990	kpx:PMK1_02443
ko:K01992	kpx:PMK1_02444
ko:K01579	kpx:PMK1_02447
ko:K01918	kpx:PMK1_02448
ko:K00606	kpx:PMK1_02449
ko:K00950	kpx:PMK1_02450
ko:K00970	kpx:PMK1_02451
ko:K01894	kpx:PMK1_02452
ko:K06204	kpx:PMK1_02453
ko:K06206	kpx:PMK1_02454
ko:K01975	kpx:PMK1_02455
ko:K03579	kpx:PMK1_02456
ko:K02463	kpx:PMK1_02458
ko:K02462	kpx:PMK1_02459
ko:K02461	kpx:PMK1_02460
ko:K02460	kpx:PMK1_02461
ko:K02459	kpx:PMK1_02462
ko:K02458	kpx:PMK1_02463
ko:K02457	kpx:PMK1_02464
ko:K02456	kpx:PMK1_02465
ko:K02455	kpx:PMK1_02466
ko:K02454	kpx:PMK1_02467
ko:K02453	kpx:PMK1_02468
ko:K02452	kpx:PMK1_02469
ko:K02451	kpx:PMK1_02471
ko:K05365	kpx:PMK1_02472
ko:K02014	kpx:PMK1_02473
ko:K02013	kpx:PMK1_02474
ko:K02016	kpx:PMK1_02475
ko:K02015	kpx:PMK1_02476
ko:K01845	kpx:PMK1_02477
ko:K03281	kpx:PMK1_02478
ko:K15724	kpx:PMK1_02479
ko:K06858	kpx:PMK1_02481
ko:K01243	kpx:PMK1_02482
ko:K01129	kpx:PMK1_02483
ko:K02647	kpx:PMK1_02485
ko:K00674	kpx:PMK1_02487
ko:K00990	kpx:PMK1_02488
ko:K01265	kpx:PMK1_02489
ko:K02967	kpx:PMK1_02490
ko:K02357	kpx:PMK1_02491
ko:K09903	kpx:PMK1_02492
ko:K03694	kpx:PMK1_03251
ko:K02518	kpx:PMK1_03252
ko:K00684	kpx:PMK1_03253
ko:K16012	kpx:PMK1_03254
ko:K16013	kpx:PMK1_03255
ko:K00384	kpx:PMK1_03256
ko:K03719	kpx:PMK1_03257
ko:K03466	kpx:PMK1_03258
ko:K03634	kpx:PMK1_03259
ko:K07478	kpx:PMK1_03260
ko:K01875	kpx:PMK1_03261
ko:K07306	kpx:PMK1_03262
ko:K07307	kpx:PMK1_03263
ko:K07308	kpx:PMK1_03264
ko:K08219	kpx:PMK1_03265
ko:K04069	kpx:PMK1_03266
ko:K00656	kpx:PMK1_03267
ko:K06212	kpx:PMK1_03268
ko:K09136	kpx:PMK1_03269
ko:K00831	kpx:PMK1_03271
ko:K00800	kpx:PMK1_03272
ko:K00945	kpx:PMK1_03273
ko:K02945	kpx:PMK1_03274
ko:K05788	kpx:PMK1_03275
ko:K02238	kpx:PMK1_03276
ko:K11085	kpx:PMK1_03277
ko:K00912	kpx:PMK1_03278
ko:K09927	kpx:PMK1_03279
ko:K09791	kpx:PMK1_03280
ko:K00979	kpx:PMK1_03281
ko:K06219	kpx:PMK1_03284
ko:K03633	kpx:PMK1_03285
ko:K03804	kpx:PMK1_03286
ko:K03632	kpx:PMK1_03287
ko:K00813	kpx:PMK1_03292
ko:K09476	kpx:PMK1_03293
ko:K01893	kpx:PMK1_03294
ko:K01751	kpx:PMK1_03296
ko:K03837	kpx:PMK1_03297
ko:K06016	kpx:PMK1_03298
ko:K00763	kpx:PMK1_03300
ko:K01256	kpx:PMK1_03301
ko:K15555	kpx:PMK1_03302
ko:K03566	kpx:PMK1_04030
ko:K03671	kpx:PMK1_04036
ko:K00425	kpx:PMK1_04038
ko:K00425	kpx:PMK1_04039
ko:K00426	kpx:PMK1_04040
ko:K01760	kpx:PMK1_04045
ko:K03576	kpx:PMK1_04046
ko:K02352	kpx:PMK1_04052
ko:K08476	kpx:PMK1_04057
ko:K08475	kpx:PMK1_04058
ko:K08475	kpx:PMK1_04060
ko:K08478	kpx:PMK1_04061
ko:K11382	kpx:PMK1_04062
ko:K03707	kpx:PMK1_04065
ko:K06971	kpx:PMK1_04066
ko:K00852	kpx:PMK1_04067
ko:K10439	kpx:PMK1_04068
ko:K02529	kpx:PMK1_04069
ko:K02056	kpx:PMK1_04070
ko:K02057	kpx:PMK1_04071
ko:K07048	kpx:PMK1_04072
ko:K01439	kpx:PMK1_04074
ko:K02015	kpx:PMK1_04846
ko:K02016	kpx:PMK1_04847
ko:K04781	kpx:PMK1_04849
ko:K05373	kpx:PMK1_04850
ko:K06147	kpx:PMK1_04851
ko:K06147	kpx:PMK1_04852
ko:K05372	kpx:PMK1_04853
ko:K04784	kpx:PMK1_04854
ko:K04786	kpx:PMK1_04855
ko:K04785	kpx:PMK1_04856
ko:K05374	kpx:PMK1_04857
ko:K04783	kpx:PMK1_04858
ko:K15721	kpx:PMK1_04859
ko:K07733	kpx:PMK1_04864
ko:K03657	kpx:PMK1_04888
ko:K07459	kpx:PMK1_04889
ko:K03566	kpx:PMK1_04895
ko:K02031	kpx:PMK1_04199
ko:K02032	kpx:PMK1_04199
ko:K08350	kpx:PMK1_04205
ko:K08349	kpx:PMK1_04206
ko:K05783	kpx:PMK1_04210
ko:K05784	kpx:PMK1_04211
ko:K05550	kpx:PMK1_04212
ko:K05549	kpx:PMK1_04213
ko:K03381	kpx:PMK1_04214
ko:K03464	kpx:PMK1_04215
ko:K02624	kpx:PMK1_04217
ko:K08167	kpx:PMK1_04218
ko:K02575	kpx:PMK1_04220
ko:K00370	kpx:PMK1_04221
ko:K00371	kpx:PMK1_04222
ko:K00373	kpx:PMK1_04223
ko:K00374	kpx:PMK1_04224
ko:K00675	kpx:PMK1_04225
ko:K02011	kpx:PMK1_04226
ko:K02012	kpx:PMK1_04227
ko:K02010	kpx:PMK1_04228
ko:K13993	kpx:PMK1_a00065
ko:K03696	kpx:PMK1_a00066
ko:K03799	kpx:PMK1_a00069
ko:K01551	kpx:PMK1_a00085
ko:K03893	kpx:PMK1_a00086
ko:K00537	kpx:PMK1_a00087
ko:K03823	kpx:PMK1_a00088
ko:K01551	kpx:PMK1_a00089
ko:K01551	kpx:PMK1_a00090
ko:K03088	kpx:PMK1_a00092
ko:K03823	kpx:PMK1_a00095
ko:K07644	kpx:PMK1_a00101
ko:K07665	kpx:PMK1_a00102
ko:K07245	kpx:PMK1_a00103
ko:K07156	kpx:PMK1_a00104
ko:K07233	kpx:PMK1_a00105
ko:K17686	kpx:PMK1_a00110
ko:K07787	kpx:PMK1_a00112
ko:K07798	kpx:PMK1_a00113
ko:K11741	kpx:PMK1_02018
ko:K06218	kpx:PMK1_02112
ko:K18845	kpx:PMK1_ndm00227
ko:K18850	kpx:PMK1_03474
ko:K18889	kpx:PMK1_02740
ko:K03630	kpx:PMK1_00957
ko:K21645	kpx:PMK1_04647
ko:K14228	kpx:PMK1_02154
ko:K01980	kpx:PMK1_04968
ko:K01980	kpx:PMK1_05013
ko:K01980	kpx:PMK1_04948
ko:K01980	kpx:PMK1_04983
ko:K18900	kpx:PMK1_00439
ko:K18920	kpx:PMK1_01422
ko:K18921	kpx:PMK1_ndm00003
ko:K14228	kpx:PMK1_02287
ko:K14228	kpx:PMK1_02289
ko:K14228	kpx:PMK1_02288
ko:K14228	kpx:PMK1_01786
ko:K14219	kpx:PMK1_00226
ko:K18850	kpx:PMK1_02199
ko:K18780	kpx:PMK1_ndm00067
ko:K18780	kpx:PMK1_ndm00076
ko:K18780	kpx:PMK1_ndm00085
ko:K15035	kpx:PMK1_00437
ko:K20861	kpx:PMK1_03211
ko:K18831	kpx:PMK1_02863
ko:K20866	kpx:PMK1_01675
ko:K20881	kpx:PMK1_01274
ko:K20862	kpx:PMK1_01798
ko:K18800	kpx:PMK1_00827
ko:K18657	kpx:PMK1_03308
ko:K06218	kpx:PMK1_ndm00189
ko:K18918	kpx:PMK1_02111
ko:K18778	kpx:PMK1_02413
ko:K18890	kpx:PMK1_02741
ko:K18790	kpx:PMK1_ndm00057
ko:K14237	kpx:PMK1_04351
ko:K18831	kpx:PMK1_a00172
ko:K18954	kpx:PMK1_02277
ko:K14230	kpx:PMK1_03024
ko:K14230	kpx:PMK1_03028
ko:K12066	kpx:PMK1_ndm00164
ko:K09691	kpx:PMK1_04931
ko:K01977	kpx:PMK1_04973
ko:K01977	kpx:PMK1_05038
ko:K01977	kpx:PMK1_05023
ko:K01977	kpx:PMK1_05008
ko:K01977	kpx:PMK1_04993
ko:K01977	kpx:PMK1_04953
ko:K01977	kpx:PMK1_04978
ko:K01977	kpx:PMK1_05053
ko:K14223	kpx:PMK1_03022
ko:K14223	kpx:PMK1_03023
ko:K14233	kpx:PMK1_03390
ko:K14233	kpx:PMK1_03394
ko:K14222	kpx:PMK1_04770
ko:K14228	kpx:PMK1_01092
ko:K18916	kpx:PMK1_a00057
ko:K00335	kpx:PMK1_00172
ko:K07484	kpx:PMK1_04839
ko:K18974	kpx:PMK1_ndm00223
ko:K07497	kpx:PMK1_04382
ko:K07497	kpx:PMK1_00550
ko:K03892	kpx:PMK1_00788
ko:K03496	kpx:PMK1_a00137
ko:K07484	kpx:PMK1_a00049
ko:K04028	kpx:PMK1_00287
ko:K00632	kpx:PMK1_00221
ko:K00336	kpx:PMK1_00171
ko:K02485	kpx:PMK1_04570
ko:K08348	kpx:PMK1_04207
ko:K18838	kpx:PMK1_00955
ko:K07497	kpx:PMK1_03733
ko:K14233	kpx:PMK1_03334
ko:K14232	kpx:PMK1_01403
ko:K02615	kpx:PMK1_03796
ko:K08970	kpx:PMK1_02752
ko:K11745	kpx:PMK1_02352
ko:K00344	kpx:PMK1_01912
ko:K03976	kpx:PMK1_02792
ko:K14219	kpx:PMK1_02815
ko:K19055	kpx:PMK1_03557
ko:K09472	kpx:PMK1_03358
ko:K01699	kpx:PMK1_00686
ko:K03668	kpx:PMK1_03775
ko:K03973	kpx:PMK1_03686
ko:K06884	kpx:PMK1_03490
ko:K09017	kpx:PMK1_03379
ko:K00130	kpx:PMK1_02912
ko:K00146	kpx:PMK1_02868
ko:K01271	kpx:PMK1_01828
ko:K00632	kpx:PMK1_01826
ko:K08172	kpx:PMK1_04900
ko:K01582	kpx:PMK1_02826
ko:K00557	kpx:PMK1_01744
ko:K07481	kpx:PMK1_a00060
ko:K18975	kpx:PMK1_ndm00222
ko:K03526	kpx:PMK1_00343
ko:K14742	kpx:PMK1_04686
ko:K12064	kpx:PMK1_ndm00169
ko:K07483	kpx:PMK1_ndm00266
ko:K07483	kpx:PMK1_02579
ko:K07483	kpx:PMK1_a00121
ko:K12064	kpx:PMK1_a00185
ko:K07481	kpx:PMK1_a00053
ko:K07481	kpx:PMK1_a00059
ko:K03761	kpx:PMK1_00407
ko:K03496	kpx:PMK1_c00018
ko:K03502	kpx:PMK1_c00020
ko:K03503	kpx:PMK1_c00021
ko:K02345	kpx:PMK1_c00032
ko:K07480	kpx:PMK1_c00045
ko:K07480	kpx:PMK1_c00057
ko:K07480	kpx:PMK1_c00065
ko:K04343	kpx:PMK1_c00068
ko:K11685	kpx:PMK1_00474
ko:K07480	kpx:PMK1_02924
ko:K10673	kpx:PMK1_c00069
ko:K05839	kpx:PMK1_c00082
ko:K03502	kpx:PMK1_ndm00011
ko:K03503	kpx:PMK1_ndm00012
ko:K07480	kpx:PMK1_02157
ko:K03746	kpx:PMK1_04568
ko:K18320	kpx:PMK1_ndm00055
ko:K18320	kpx:PMK1_ndm00059
ko:K18320	kpx:PMK1_ndm00062
ko:K07810	kpx:PMK1_02193
ko:K07796	kpx:PMK1_02194
ko:K07480	kpx:PMK1_04625
ko:K18555	kpx:PMK1_ndm00094
ko:K18320	kpx:PMK1_ndm00096
ko:K07480	kpx:PMK1_01434
ko:K07480	kpx:PMK1_02279
ko:K03646	kpx:PMK1_03079
ko:K10748	kpx:PMK1_03836
ko:K03497	kpx:PMK1_ndm00144
ko:K12067	kpx:PMK1_ndm00163
ko:K12065	kpx:PMK1_ndm00166
ko:K12063	kpx:PMK1_ndm00170
ko:K12061	kpx:PMK1_ndm00180
ko:K12060	kpx:PMK1_ndm00181
ko:K12058	kpx:PMK1_ndm00182
ko:K10748	kpx:PMK1_ndm00206
ko:K05839	kpx:PMK1_ndm00212
ko:K18231	kpx:PMK1_ndm00230
ko:K06979	kpx:PMK1_ndm00231
ko:K18320	kpx:PMK1_ndm00234
ko:K07480	kpx:PMK1_ndm00238
ko:K07483	kpx:PMK1_04837
ko:K15269	kpx:PMK1_00765
ko:K04099	kpx:PMK1_01557
ko:K00520	kpx:PMK1_ndm00248
ko:K08364	kpx:PMK1_ndm00250
ko:K08363	kpx:PMK1_ndm00251
ko:K05791	kpx:PMK1_ndm00280
ko:K05792	kpx:PMK1_ndm00281
ko:K05793	kpx:PMK1_ndm00282
ko:K07480	kpx:PMK1_01620
ko:K07480	kpx:PMK1_03205
ko:K03674	kpx:PMK1_03216
ko:K15773	kpx:PMK1_03998
ko:K03746	kpx:PMK1_ndm00296
ko:K12056	kpx:PMK1_ndm00320
ko:K12072	kpx:PMK1_ndm00321
ko:K12057	kpx:PMK1_ndm00322
ko:K12070	kpx:PMK1_ndm00328
ko:K12071	kpx:PMK1_ndm00329
ko:K03646	kpx:PMK1_04075
ko:K03194	kpx:PMK1_04868
ko:K03201	kpx:PMK1_04873
ko:K03203	kpx:PMK1_04875
ko:K03204	kpx:PMK1_04876
ko:K03196	kpx:PMK1_04878
ko:K12056	kpx:PMK1_a00001
ko:K18320	kpx:PMK1_a00026
ko:K18476	kpx:PMK1_a00030
ko:K18320	kpx:PMK1_a00031
ko:K18320	kpx:PMK1_a00034
ko:K18320	kpx:PMK1_a00052
ko:K07480	kpx:PMK1_a00061
ko:K08722	kpx:PMK1_00179
ko:K07480	kpx:PMK1_00996
ko:K05785	kpx:PMK1_01823
ko:K01856	kpx:PMK1_04216
ko:K05839	kpx:PMK1_a00078
ko:K11811	kpx:PMK1_a00093
ko:K03892	kpx:PMK1_a00083
ko:K08365	kpx:PMK1_ndm00236
ko:K07810	kpx:PMK1_a00114
ko:K07796	kpx:PMK1_a00115
ko:K07480	kpx:PMK1_a00120
ko:K07480	kpx:PMK1_a00124
ko:K03497	kpx:PMK1_a00138
ko:K03502	kpx:PMK1_a00143
ko:K03503	kpx:PMK1_a00144
ko:K03497	kpx:PMK1_a00158
ko:K18921	kpx:PMK1_a00164
ko:K07724	kpx:PMK1_01106
ko:K03503	kpx:PMK1_03561
ko:K03502	kpx:PMK1_03562
ko:K04565	kpx:PMK1_04328
ko:K12068	kpx:PMK1_a00180
ko:K12067	kpx:PMK1_a00181
ko:K12066	kpx:PMK1_a00182
ko:K12065	kpx:PMK1_a00183
ko:K12062	kpx:PMK1_a00194
ko:K12061	kpx:PMK1_a00195
ko:K12060	kpx:PMK1_a00196
ko:K12059	kpx:PMK1_a00197
ko:K12058	kpx:PMK1_a00198
ko:K12057	kpx:PMK1_a00202
ko:K12072	kpx:PMK1_a00206
ko:K07480	kpx:PMK1_00332
ko:K05839	kpx:PMK1_02771
ko:K03169	kpx:PMK1_03587
ko:K07128	kpx:PMK1_b00019
ko:K07128	kpx:PMK1_b00022
ko:K03496	kpx:PMK1_b00051
ko:K03674	kpx:PMK1_b00066
ko:K05396	kpx:PMK1_04779
ko:K14235	kpx:PMK1_01750
ko:K01980	kpx:PMK1_05043
ko:K14230	kpx:PMK1_00952
ko:K07497	kpx:PMK1_02160
ko:K18979	kpx:PMK1_02034
ko:K07497	kpx:PMK1_c00051
ko:K07497	kpx:PMK1_ndm00121
ko:K07497	kpx:PMK1_ndm00153
ko:K07497	kpx:PMK1_02168
ko:K07484	kpx:PMK1_ndm00264
ko:K18991	kpx:PMK1_01536
ko:K07483	kpx:PMK1_ndm00006
ko:K07497	kpx:PMK1_ndm00005
ko:K18988	kpx:PMK1_02645
ko:K18997	kpx:PMK1_01983
ko:K08365	kpx:PMK1_ndm00252
ko:K18837	kpx:PMK1_00954
ko:K05799	kpx:PMK1_02425
ko:K01980	kpx:PMK1_04998
ko:K11645	kpx:PMK1_00036
ko:K19048	kpx:PMK1_00530
ko:K14228	kpx:PMK1_04769
ko:K14219	kpx:PMK1_01784
ko:K14237	kpx:PMK1_04349
ko:K14237	kpx:PMK1_04350
ko:K14233	kpx:PMK1_04794
ko:K14238	kpx:PMK1_01524
ko:K19000	kpx:PMK1_02510
ko:K07497	kpx:PMK1_00549
ko:K07497	kpx:PMK1_c00050
ko:K07497	kpx:PMK1_ndm00122
ko:K07497	kpx:PMK1_ndm00152
ko:K07484	kpx:PMK1_04838
ko:K11748	kpx:PMK1_01241
ko:K19221	kpx:PMK1_03651
ko:K19222	kpx:PMK1_04524
ko:K19165	kpx:PMK1_01318
ko:K19166	kpx:PMK1_02862
ko:K19226	kpx:PMK1_03677
ko:K19236	kpx:PMK1_03450
ko:K07448	kpx:PMK1_02159
ko:K19058	kpx:PMK1_ndm00249
ko:K19057	kpx:PMK1_ndm00247
ko:K19059	kpx:PMK1_ndm00246
ko:K05714	kpx:PMK1_04484
ko:K03445	kpx:PMK1_01571
ko:K19125	kpx:PMK1_04444
ko:K19163	kpx:PMK1_c00007
ko:K22444	kpx:PMK1_03351
ko:K16291	kpx:PMK1_04800
ko:K19160	kpx:PMK1_b00068
ko:K02777	kpx:PMK1_00261
ko:K19238	kpx:PMK1_04809
ko:K19148	kpx:PMK1_01582
ko:K09951	kpx:PMK1_04442
ko:K01710	kpx:PMK1_01775
ko:K19229	kpx:PMK1_03674
ko:K06122	kpx:PMK1_01004
ko:K19124	kpx:PMK1_04445
ko:K19046	kpx:PMK1_04447
ko:K19228	kpx:PMK1_03675
ko:K19126	kpx:PMK1_04446
ko:K19234	kpx:PMK1_04499
ko:K12979	kpx:PMK1_00472
ko:K19235	kpx:PMK1_03183
ko:K00590	kpx:PMK1_ndm00112
ko:K04771	kpx:PMK1_02484
ko:K19168	kpx:PMK1_00812
ko:K19270	kpx:PMK1_00181
ko:K01582	kpx:PMK1_02507
ko:K19265	kpx:PMK1_00238
ko:K00839	kpx:PMK1_04101
ko:K01066	kpx:PMK1_01679
ko:K01992	kpx:PMK1_01490
ko:K01992	kpx:PMK1_02202
ko:K01992	kpx:PMK1_03152
ko:K01992	kpx:PMK1_03153
ko:K03722	kpx:PMK1_04687
ko:K19416	kpx:PMK1_03332
ko:K00020	kpx:PMK1_04020
ko:K07496	kpx:PMK1_ndm00186
ko:K07496	kpx:PMK1_ndm00188
ko:K07496	kpx:PMK1_a00141
ko:K07496	kpx:PMK1_a00142
ko:K03722	kpx:PMK1_ndm00020
ko:K03722	kpx:PMK1_03163
ko:K19335	kpx:PMK1_03744
ko:K07497	kpx:PMK1_02161
ko:K07497	kpx:PMK1_02169
ko:K07497	kpx:PMK1_02170
ko:K07497	kpx:PMK1_03732
ko:K07497	kpx:PMK1_a00122
ko:K07497	kpx:PMK1_04383
ko:K19267	kpx:PMK1_02074
ko:K17214	kpx:PMK1_02837
ko:K19337	kpx:PMK1_04730
ko:K19278	kpx:PMK1_ndm00058
ko:K19271	kpx:PMK1_04365
ko:K19338	kpx:PMK1_04802
ko:K19304	kpx:PMK1_04733
ko:K19505	kpx:PMK1_02262
ko:K19334	kpx:PMK1_02126
ko:K19302	kpx:PMK1_03209
ko:K01175	kpx:PMK1_03043
ko:K19270	kpx:PMK1_03620
ko:K19271	kpx:PMK1_ndm00240
ko:K19336	kpx:PMK1_03743
ko:K19333	kpx:PMK1_04705
ko:K01785	kpx:PMK1_00368
ko:K02031	kpx:PMK1_02906
ko:K19303	kpx:PMK1_04336
ko:K01096	kpx:PMK1_03660
ko:K19510	kpx:PMK1_02268
ko:K19577	kpx:PMK1_04339
ko:K19507	kpx:PMK1_02264
ko:K19504	kpx:PMK1_02267
ko:K19611	kpx:PMK1_02933
ko:K11209	kpx:PMK1_00189
ko:K19506	kpx:PMK1_02263
ko:K19508	kpx:PMK1_02265
ko:K19509	kpx:PMK1_02266
ko:K02796	kpx:PMK1_04697
ko:K19585	kpx:PMK1_00443
ko:K19697	kpx:PMK1_00703
ko:K07315	kpx:PMK1_03713
ko:K19688	kpx:PMK1_03202
ko:K01980	kpx:PMK1_05058
ko:K19776	kpx:PMK1_01605
ko:K19775	kpx:PMK1_01040
ko:K19778	kpx:PMK1_01001
ko:K19784	kpx:PMK1_01622
ko:K00799	kpx:PMK1_03204
ko:K00799	kpx:PMK1_02566
ko:K06131	kpx:PMK1_03149
ko:K00799	kpx:PMK1_00188
ko:K07119	kpx:PMK1_04254
ko:K15777	kpx:PMK1_00926
ko:K07147	kpx:PMK1_01169
ko:K07274	kpx:PMK1_03572
ko:K12068	kpx:PMK1_ndm00162
ko:K19802	kpx:PMK1_03695
ko:K02464	kpx:PMK1_02457
ko:K19803	kpx:PMK1_00094
ko:K21613	kpx:PMK1_04243
ko:K19804	kpx:PMK1_03662
ko:K07662	kpx:PMK1_01710
ko:K19810	kpx:PMK1_02014
ko:K21638	kpx:PMK1_01926
ko:K21636	kpx:PMK1_02114
ko:K03100	kpx:PMK1_ndm00179
ko:K22468	kpx:PMK1_04204
ko:K21405	kpx:PMK1_00467
ko:K20034	kpx:PMK1_03467
ko:K00040	kpx:PMK1_00092
ko:K07484	kpx:PMK1_02586
ko:K14218	kpx:PMK1_00243
ko:K14218	kpx:PMK1_00244
ko:K14218	kpx:PMK1_01748
ko:K14218	kpx:PMK1_01833
ko:K14218	kpx:PMK1_02524
ko:K14237	kpx:PMK1_00248
ko:K14237	kpx:PMK1_00249
ko:K14237	kpx:PMK1_03086
ko:K14237	kpx:PMK1_00250
ko:K14237	kpx:PMK1_03084
ko:K14229	kpx:PMK1_00251
ko:K14229	kpx:PMK1_03089
ko:K14229	kpx:PMK1_03083
ko:K14229	kpx:PMK1_03085
ko:K14229	kpx:PMK1_03087
ko:K14229	kpx:PMK1_03088
ko:K14224	kpx:PMK1_00408
ko:K14224	kpx:PMK1_01660
ko:K14224	kpx:PMK1_01873
ko:K14224	kpx:PMK1_02200
ko:K14233	kpx:PMK1_00503
ko:K14230	kpx:PMK1_00648
ko:K14230	kpx:PMK1_00650
ko:K14230	kpx:PMK1_01087
ko:K14230	kpx:PMK1_00649
ko:K14225	kpx:PMK1_00799
ko:K14225	kpx:PMK1_01839
ko:K14225	kpx:PMK1_02031
ko:K14225	kpx:PMK1_04771
ko:K14225	kpx:PMK1_02032
ko:K14225	kpx:PMK1_02033
ko:K14219	kpx:PMK1_00499
ko:K14219	kpx:PMK1_00500
ko:K14219	kpx:PMK1_00502
ko:K14219	kpx:PMK1_00501
ko:K14232	kpx:PMK1_00114
ko:K21265	kpx:PMK1_02213
ko:K01139	kpx:PMK1_01502
ko:K07686	kpx:PMK1_01578
ko:K22443	kpx:PMK1_03353
ko:K14223	kpx:PMK1_03025
ko:K14223	kpx:PMK1_03026
ko:K14220	kpx:PMK1_04796
ko:K14220	kpx:PMK1_04803
ko:K14220	kpx:PMK1_04813
ko:K14220	kpx:PMK1_04811
ko:K01612	kpx:PMK1_00578
ko:K20542	kpx:PMK1_01383
ko:K20542	kpx:PMK1_01391
ko:K00001	kpx:PMK1_04035
ko:K20543	kpx:PMK1_01393
ko:K20543	kpx:PMK1_01382
ko:K19591	kpx:PMK1_02795
ko:K03197	kpx:PMK1_04869
ko:K03200	kpx:PMK1_04871
ko:K20541	kpx:PMK1_01384
ko:K21759	kpx:PMK1_00577
ko:K20541	kpx:PMK1_01394
ko:K22602	kpx:PMK1_04107
ko:K22132	kpx:PMK1_00646
ko:K22003	kpx:PMK1_04642
ko:K03199	kpx:PMK1_04870
ko:K03195	kpx:PMK1_04877
ko:K14227	kpx:PMK1_01747
ko:K14227	kpx:PMK1_01832
ko:K14227	kpx:PMK1_02523
ko:K14234	kpx:PMK1_01183
ko:K14234	kpx:PMK1_01840
ko:K14234	kpx:PMK1_01837
ko:K14234	kpx:PMK1_02605
ko:K01980	kpx:PMK1_05028
ko:K18301	kpx:PMK1_04508
ko:K02438	kpx:PMK1_01300
ko:K14221	kpx:PMK1_01749
ko:K14221	kpx:PMK1_02525
ko:K14221	kpx:PMK1_02536
ko:K14232	kpx:PMK1_01787
ko:K14236	kpx:PMK1_01838
ko:K14236	kpx:PMK1_04575
ko:K14236	kpx:PMK1_04574
ko:K14228	kpx:PMK1_03027
ko:K14233	kpx:PMK1_b00063
ko:K11529	kpx:PMK1_03637
ko:K12063	kpx:PMK1_a00193
ko:K02790	kpx:PMK1_03830
ko:K02791	kpx:PMK1_03830
ko:K01200	kpx:PMK1_02470
ko:K13075	kpx:PMK1_04076
ko:K21029	kpx:PMK1_03193
ko:K04333	kpx:PMK1_00854
ko:K21085	kpx:PMK1_04786
ko:K21088	kpx:PMK1_04132
ko:K21021	kpx:PMK1_00419
ko:K21086	kpx:PMK1_c00063
ko:K21086	kpx:PMK1_00757
ko:K02495	kpx:PMK1_01670
ko:K21028	kpx:PMK1_03592
ko:K08968	kpx:PMK1_04710
ko:K00525	kpx:PMK1_00140
ko:K13609	kpx:PMK1_02252
ko:K00821	kpx:PMK1_01249
ko:K21090	kpx:PMK1_04693
ko:K00525	kpx:PMK1_b00097
ko:K00525	kpx:PMK1_00482
ko:K00526	kpx:PMK1_b00098
ko:K02335	kpx:PMK1_01667
ko:K18640	kpx:PMK1_c00022
ko:K06191	kpx:PMK1_00480
ko:K04068	kpx:PMK1_02113
ko:K00857	kpx:PMK1_04567
ko:K06217	kpx:PMK1_03019
ko:K06197	kpx:PMK1_04595
ko:K00558	kpx:PMK1_ndm00125
ko:K02315	kpx:PMK1_ndm00126
ko:K03676	kpx:PMK1_01458
ko:K02315	kpx:PMK1_02272
ko:K01520	kpx:PMK1_01485
ko:K07313	kpx:PMK1_04716
ko:K09882	kpx:PMK1_ndm00195
ko:K00560	kpx:PMK1_00717
ko:K00287	kpx:PMK1_02353
ko:K00558	kpx:PMK1_04790
ko:K14623	kpx:PMK1_01596
ko:K03546	kpx:PMK1_00118
ko:K02316	kpx:PMK1_00949
ko:K06217	kpx:PMK1_03388
ko:K06919	kpx:PMK1_02604
ko:K03546	kpx:PMK1_02666
ko:K02314	kpx:PMK1_01913
ko:K06223	kpx:PMK1_03519
ko:K01185	kpx:PMK1_03532
ko:K06903	kpx:PMK1_03537
ko:K06906	kpx:PMK1_03543
