ko:K19744	pfc:PflA506_2228
ko:K20977	pfc:PflA506_3739
ko:K00821	pfc:PflA506_4907
ko:K20978	pfc:PflA506_3740
ko:K21053	pfc:PflA506_0646
ko:K07689	pfc:PflA506_2155
ko:K00840	pfc:PflA506_4071
ko:K21024	pfc:PflA506_4165
ko:K21029	pfc:PflA506_0728
ko:K21023	pfc:PflA506_2943
ko:K21060	pfc:PflA506_2821
ko:K08968	pfc:PflA506_1782
ko:K21136	pfc:PflA506_0232
ko:K21133	pfc:PflA506_0941
ko:K20969	pfc:PflA506_4909
ko:K20970	pfc:PflA506_1130
ko:K21134	pfc:PflA506_0234
ko:K21218	pfc:PflA506_1122
ko:K00529	pfc:PflA506_2267
ko:K03676	pfc:PflA506_0324
ko:K02314	pfc:PflA506_0523
ko:K07336	pfc:PflA506_0799
ko:K06903	pfc:PflA506_1145
ko:K06907	pfc:PflA506_1152
ko:K06908	pfc:PflA506_1153
ko:K06905	pfc:PflA506_1617
ko:K06906	pfc:PflA506_1618
ko:K06908	pfc:PflA506_1622
ko:K06907	pfc:PflA506_1623
ko:K06903	pfc:PflA506_1628
ko:K06223	pfc:PflA506_1646
ko:K00558	pfc:PflA506_1661
ko:K06906	pfc:PflA506_1157
ko:K06905	pfc:PflA506_1159
ko:K03791	pfc:PflA506_1160
ko:K03553	pfc:PflA506_1162
ko:K03546	pfc:PflA506_2512
ko:K06217	pfc:PflA506_4696
ko:K02316	pfc:PflA506_4891
ko:K21147	pfc:PflA506_3927
ko:K01520	pfc:PflA506_5267
ko:K00287	pfc:PflA506_5097
ko:K00560	pfc:PflA506_5108
ko:K02483	pfc:PflA506_2666
ko:K02335	pfc:PflA506_0078
ko:K21281	pfc:PflA506_2596
ko:K02032	pfc:PflA506_1688
ko:K02031	pfc:PflA506_1687
ko:K02482	pfc:PflA506_1080
ko:K05375	pfc:PflA506_3682
ko:K21196	pfc:PflA506_5099
ko:K05710	pfc:PflA506_2266
ko:K00526	pfc:PflA506_4083
ko:K21416	pfc:PflA506_2315
ko:K21417	pfc:PflA506_2316
ko:K02483	pfc:PflA506_1872
ko:K02483	pfc:PflA506_2968
ko:K02483	pfc:PflA506_3038
ko:K21405	pfc:PflA506_3138
ko:K21405	pfc:PflA506_2314
ko:K21405	pfc:PflA506_2263
ko:K21420	pfc:PflA506_3185
ko:K11690	pfc:PflA506_2559
ko:K21405	pfc:PflA506_4733
ko:K22044	pfc:PflA506_3680
ko:K21470	pfc:PflA506_3040
ko:K01451	pfc:PflA506_1352
ko:K21607	pfc:PflA506_5354
ko:K21498	pfc:PflA506_5044
ko:K01420	pfc:PflA506_3874
ko:K21699	pfc:PflA506_4085
ko:K21711	pfc:PflA506_5376
ko:K10914	pfc:PflA506_0204
ko:K10914	pfc:PflA506_0183
ko:K21757	pfc:PflA506_4485
ko:K21825	pfc:PflA506_4073
ko:K21829	pfc:PflA506_2226
ko:K21826	pfc:PflA506_4974
ko:K21833	pfc:PflA506_4960
ko:K21834	pfc:PflA506_4959
ko:K21830	pfc:PflA506_5095
ko:K21826	pfc:PflA506_3557
ko:K21832	pfc:PflA506_4953
ko:K21990	pfc:PflA506_5016
ko:K22044	pfc:PflA506_4782
ko:K22003	pfc:PflA506_1504
ko:K03741	pfc:PflA506_2761
ko:K01816	pfc:PflA506_1823
ko:K22132	pfc:PflA506_1222
ko:K22067	pfc:PflA506_3907
ko:K01816	pfc:PflA506_2261
ko:K03595	pfc:PflA506_1044
ko:K14274	pfc:PflA506_2249
ko:K07183	pfc:PflA506_3908
ko:K00302	pfc:PflA506_4946
ko:K00304	pfc:PflA506_4947
ko:K22187	pfc:PflA506_0840
ko:K21904	pfc:PflA506_2654
ko:K08994	pfc:PflA506_2700
ko:K08994	pfc:PflA506_2237
ko:K22185	pfc:PflA506_2254
ko:K13875	pfc:PflA506_2245
ko:K22292	pfc:PflA506_1691
ko:K22250	pfc:PflA506_0387
ko:K17758	pfc:PflA506_0501
ko:K22345	pfc:PflA506_4454
ko:K22303	pfc:PflA506_0212
ko:K02257	pfc:PflA506_0065
ko:K02257	pfc:PflA506_2194
ko:K02257	pfc:PflA506_4428
ko:K11206	pfc:PflA506_0856
ko:K13566	pfc:PflA506_4358
ko:K11391	pfc:PflA506_4637
ko:K22491	pfc:PflA506_4446
ko:K00590	pfc:PflA506_4587
ko:K22491	pfc:PflA506_0739
ko:K22486	pfc:PflA506_3904
ko:K03219	pfc:PflA506_3906
