ko:K02030	kpn:KPN_01829
ko:K01485	kpn:KPN_02036
ko:K03436	kpn:KPN_01704
ko:K16013	kpn:KPN_00919
ko:K10439	kpn:KPN_01730
ko:K06919	kpn:KPN_02947
ko:K13650	kpn:KPN_00834
ko:K13409	kpn:KPN_04536
ko:K13408	kpn:KPN_04537
ko:K15373	kpn:KPN_00576
ko:K15269	kpn:KPN_03281
ko:K15599	kpn:KPN_01801
ko:K15600	kpn:KPN_01800
ko:K00799	kpn:KPN_04464
ko:K01183	kpn:KPN_01201
ko:K14761	kpn:KPN_00483
ko:K14742	kpn:KPN_02324
ko:K16012	kpn:KPN_00918
ko:K15257	kpn:KPN_02385
ko:K15372	kpn:KPN_00577
ko:K15256	kpn:KPN_02384
ko:K15582	kpn:KPN_02195
ko:K10824	kpn:KPN_03854
ko:K15584	kpn:KPN_03850
ko:K15586	kpn:KPN_03852
ko:K15587	kpn:KPN_03853
ko:K15547	kpn:KPN_03298
ko:K15580	kpn:KPN_02197
ko:K15580	kpn:KPN_01310
ko:K15549	kpn:KPN_03297
ko:K15550	kpn:KPN_03299
ko:K07229	kpn:KPN_03499
ko:K15545	kpn:KPN_01574
ko:K15724	kpn:KPN_00171
ko:K15552	kpn:KPN_00313
ko:K15738	kpn:KPN_00978
ko:K15461	kpn:KPN_02714
ko:K15554	kpn:KPN_00970
ko:K01082	kpn:KPN_04608
ko:K15536	kpn:KPN_04632
ko:K15771	kpn:KPN_00428
ko:K15553	kpn:KPN_03141
ko:K15553	kpn:KPN_02109
ko:K15532	kpn:KPN_02389
ko:K03929	kpn:KPN_01946
ko:K15633	kpn:KPN_03956
ko:K15773	kpn:KPN_01667
ko:K15772	kpn:KPN_00429
ko:K15551	kpn:KPN_00311
ko:K10831	kpn:KPN_00312
ko:K15553	kpn:KPN_00972
ko:K02428	kpn:KPN_03388
ko:K15722	kpn:KPN_01237
ko:K15735	kpn:KPN_00253
ko:K15736	kpn:KPN_00257
ko:K15737	kpn:KPN_00258
ko:K04765	kpn:KPN_03125
ko:K11741	kpn:KPN_pKPN5p08252
ko:K02226	kpn:KPN_00670
ko:K02034	kpn:KPN_00580
ko:K01692	kpn:KPN_01474
ko:K01026	kpn:KPN_01695
ko:K12543	kpn:KPN_00995
ko:K03585	kpn:KPN_04039
ko:K15723	kpn:KPN_03136
ko:K15833	kpn:KPN_03062
ko:K15585	kpn:KPN_03851
ko:K15577	kpn:KPN_02222
ko:K15827	kpn:KPN_03061
ko:K15828	kpn:KPN_03060
ko:K15578	kpn:KPN_02221
ko:K15580	kpn:KPN_01007
ko:K15583	kpn:KPN_02194
ko:K15539	kpn:KPN_02846
ko:K16347	kpn:KPN_04546
ko:K16348	kpn:KPN_04547
ko:K15836	kpn:KPN_03068
ko:K15832	kpn:KPN_03056
ko:K15834	kpn:KPN_03055
ko:K01713	kpn:KPN_02982
ko:K15831	kpn:KPN_03057
ko:K15773	kpn:KPN_04692
ko:K15268	kpn:KPN_01622
ko:K15829	kpn:KPN_03059
ko:K15460	kpn:KPN_02900
ko:K15866	kpn:KPN_01475
ko:K02028	kpn:KPN_00298
ko:K12541	kpn:KPN_00996
ko:K03712	kpn:KPN_01625
ko:K12542	kpn:KPN_00997
ko:K10716	kpn:KPN_02192
ko:K18138	kpn:KPN_04040
ko:K15984	kpn:KPN_03862
ko:K15974	kpn:KPN_03013
ko:K15977	kpn:KPN_00905
ko:K15977	kpn:KPN_03529
ko:K15977	kpn:KPN_02875
ko:K18139	kpn:KPN_04041
ko:K08679	kpn:KPN_02492
ko:K18552	kpn:KPN_pKPN5p08202
ko:K16135	kpn:KPN_01016
ko:K16092	kpn:KPN_04255
ko:K16089	kpn:KPN_02593
ko:K19611	kpn:KPN_01244
ko:K16301	kpn:KPN_01047
ko:K16090	kpn:KPN_01250
ko:K16136	kpn:KPN_01513
ko:K16137	kpn:KPN_01988
ko:K16137	kpn:KPN_02440
ko:K07481	kpn:KPN_pKPN3p05895
ko:K07481	kpn:KPN_02068
ko:K07481	kpn:KPN_01779
ko:K07480	kpn:KPN_02838
ko:K01153	kpn:KPN_pKPN4p07084
ko:K07483	kpn:KPN_04521
ko:K07483	kpn:KPN_03901
ko:K12058	kpn:KPN_pKPN4p07145
ko:K12057	kpn:KPN_pKPN4p07149
ko:K12056	kpn:KPN_pKPN4p07154
ko:K02014	kpn:KPN_01108
ko:K03321	kpn:KPN_pKPN5p08247
ko:K18138	kpn:KPN_00443
ko:K07483	kpn:KPN_02572
ko:K16053	kpn:KPN_00543
ko:K16087	kpn:KPN_03087
ko:K16077	kpn:KPN_00515
ko:K16077	kpn:KPN_01892
ko:K16077	kpn:KPN_03071
ko:K10013	kpn:KPN_02700
ko:K16066	kpn:KPN_01590
ko:K16074	kpn:KPN_01373
ko:K16074	kpn:KPN_01510
ko:K01990	kpn:KPN_00822
ko:K01990	kpn:KPN_03986
ko:K16345	kpn:KPN_04013
ko:K16370	kpn:KPN_03544
ko:K16210	kpn:KPN_02390
ko:K16210	kpn:KPN_02398
ko:K16345	kpn:KPN_01664
ko:K09476	kpn:KPN_00956
ko:K16514	kpn:KPN_04047
ko:K01223	kpn:KPN_01961
ko:K16515	kpn:KPN_04049
ko:K16516	kpn:KPN_04050
ko:K11645	kpn:KPN_02549
ko:K16370	kpn:KPN_02183
ko:K16322	kpn:KPN_03858
ko:K16371	kpn:KPN_03547
ko:K16291	kpn:KPN_02435
ko:K01223	kpn:KPN_03069
ko:K10673	kpn:KPN_pKPN5p08179
ko:K11734	kpn:KPN_01368
ko:K16234	kpn:KPN_00797
ko:K16263	kpn:KPN_04531
ko:K16264	kpn:KPN_00756
ko:K11959	kpn:KPN_01616
ko:K11960	kpn:KPN_01617
ko:K16693	kpn:KPN_04292
ko:K11961	kpn:KPN_01618
ko:K17213	kpn:KPN_00509
ko:K05816	kpn:KPN_04679
ko:K16704	kpn:KPN_04290
ko:K02071	kpn:KPN_01653
ko:K19227	kpn:KPN_01290
ko:K19230	kpn:KPN_01287
ko:K16692	kpn:KPN_02510
ko:K16651	kpn:KPN_03223
ko:K11962	kpn:KPN_01619
ko:K11963	kpn:KPN_01620
ko:K18828	kpn:KPN_pKPN4p07073
ko:K10013	kpn:KPN_00524
ko:K02028	kpn:KPN_02977
ko:K02029	kpn:KPN_02977
ko:K02030	kpn:KPN_00299
ko:K02030	kpn:KPN_01897
ko:K02029	kpn:KPN_00573
ko:K02029	kpn:KPN_00574
ko:K16868	kpn:KPN_01940
ko:K16839	kpn:KPN_01663
ko:K16842	kpn:KPN_01787
ko:K02050	kpn:KPN_02107
ko:K16841	kpn:KPN_01788
ko:K02749	kpn:KPN_01683
ko:K02750	kpn:KPN_01683
ko:K16840	kpn:KPN_01665
ko:K02030	kpn:KPN_01458
ko:K10439	kpn:KPN_02245
ko:K10440	kpn:KPN_00638
ko:K17214	kpn:KPN_00511
ko:K17195	kpn:KPN_01700
ko:K17195	kpn:KPN_01744
ko:K00371	kpn:KPN_01881
ko:K00374	kpn:KPN_01883
ko:K00373	kpn:KPN_01882
ko:K02030	kpn:KPN_02099
ko:K02503	kpn:KPN_01100
ko:K10441	kpn:KPN_00640
ko:K17202	kpn:KPN_00600
ko:K02030	kpn:KPN_00572
ko:K17247	kpn:KPN_03662
ko:K12255	kpn:KPN_02973
ko:K13923	kpn:KPN_03212
ko:K00370	kpn:KPN_01880
ko:K02028	kpn:KPN_00575
ko:K02030	kpn:KPN_02976
ko:K19611	kpn:KPN_04448
ko:K02028	kpn:KPN_01460
ko:K02029	kpn:KPN_01460
ko:K10439	kpn:KPN_00641
ko:K17713	kpn:KPN_02842
ko:K17203	kpn:KPN_00597
ko:K17204	kpn:KPN_00598
ko:K02010	kpn:KPN_01887
ko:K17215	kpn:KPN_00510
ko:K02029	kpn:KPN_02098
ko:K01990	kpn:KPN_00135
ko:K01992	kpn:KPN_00136
ko:K05601	kpn:KPN_00907
ko:K17686	kpn:KPN_00464
ko:K17686	kpn:KPN_pKPN3p05945
ko:K10111	kpn:KPN_00426
ko:K19789	kpn:KPN_02617
ko:K07480	kpn:KPN_pKPN3p05935
ko:K19745	kpn:KPN_02441
ko:K17758	kpn:KPN_04565
ko:K17759	kpn:KPN_04565
ko:K04757	kpn:KPN_01317
ko:K00254	kpn:KPN_00974
ko:K17737	kpn:KPN_02052
ko:K18140	kpn:KPN_03671
ko:K03585	kpn:KPN_00444
ko:K02525	kpn:KPN_03911
ko:K03482	kpn:KPN_01684
ko:K02035	kpn:KPN_00564
ko:K01758	kpn:KPN_03410
ko:K08351	kpn:KPN_00642
ko:K17938	kpn:KPN_00319
ko:K18325	kpn:KPN_00556
ko:K02440	kpn:KPN_03485
ko:K03366	kpn:KPN_02061
ko:K04343	kpn:KPN_pKPN5p08180
ko:K00133	kpn:KPN_01773
ko:K02749	kpn:KPN_04015
ko:K02750	kpn:KPN_04015
ko:K01805	kpn:KPN_04723
ko:K00883	kpn:KPN_04796
ko:K16053	kpn:KPN_00588
ko:K05796	kpn:KPN_03937
ko:K09022	kpn:KPN_04416
ko:K03446	kpn:KPN_01776
ko:K18142	kpn:KPN_03673
ko:K18143	kpn:KPN_02067
ko:K18144	kpn:KPN_02066
ko:K21430	kpn:KPN_00869
ko:K07277	kpn:KPN_04452
ko:K02073	kpn:KPN_02168
ko:K03502	kpn:KPN_pKPN5p08225
ko:K08194	kpn:KPN_00071
ko:K02024	kpn:KPN_04724
ko:K03321	kpn:KPN_02630
ko:K02783	kpn:KPN_02951
ko:K08156	kpn:KPN_01860
ko:K11904	kpn:KPN_01329
ko:K18320	kpn:KPN_pKPN3p05875
ko:K18320	kpn:KPN_pKPN5p08206
ko:K18320	kpn:KPN_pKPN5p08195
ko:K18320	kpn:KPN_pKPN4p07063
ko:K18320	kpn:KPN_pKPN5p08240
ko:K18320	kpn:KPN_pKPN5p08246
ko:K18320	kpn:KPN_pKPN5p08177
ko:K18320	kpn:KPN_pKPN5p08188
ko:K18320	kpn:KPN_pKPN5p08235
ko:K18320	kpn:KPN_pKPN5p08253
ko:K18320	kpn:KPN_pKPN4p07049
ko:K18320	kpn:KPN_pKPN3p05886
ko:K18320	kpn:KPN_pKPN5p08163
ko:K18320	kpn:KPN_pKPN5p08229
ko:K18324	kpn:KPN_02803
ko:K18326	kpn:KPN_02529
ko:K00138	kpn:KPN_02991
ko:K19587	kpn:KPN_02971
ko:K18829	kpn:KPN_pKPN4p07074
ko:K18476	kpn:KPN_pKPN5p08254
ko:K11904	kpn:KPN_03170
ko:K18446	kpn:KPN_03458
ko:K16235	kpn:KPN_00309
ko:K19504	kpn:KPN_04806
ko:K18698	kpn:KPN_pKPN4p07062
ko:K18698	kpn:KPN_pKPN5p08258
ko:K18640	kpn:KPN_04507
ko:K18640	kpn:KPN_pKPN5p08227
ko:K18640	kpn:KPN_pKPN4p07094
ko:K18673	kpn:KPN_02823
ko:K18697	kpn:KPN_02885
ko:K18699	kpn:KPN_pKPN4p07050
ko:K18691	kpn:KPN_02883
ko:K18765	kpn:KPN_03660
ko:K18699	kpn:KPN_01607
ko:K11741	kpn:KPN_04548
ko:K03651	kpn:KPN_04680
ko:K18850	kpn:KPN_01134
ko:K18889	kpn:KPN_00411
ko:K21645	kpn:KPN_02286
ko:K18920	kpn:KPN_03921
ko:K18850	kpn:KPN_04743
ko:K07171	kpn:KPN_pKPN7p10264
ko:K20861	kpn:KPN_00875
ko:K20866	kpn:KPN_04180
ko:K20881	kpn:KPN_03770
ko:K20862	kpn:KPN_04311
ko:K18800	kpn:KPN_03342
ko:K18778	kpn:KPN_00105
ko:K18831	kpn:KPN_pKPN3p05997
ko:K18918	kpn:KPN_04643
ko:K18657	kpn:KPN_00975
ko:K18890	kpn:KPN_00412
ko:K18824	kpn:KPN_pKPN5p08183
ko:K18954	kpn:KPN_04816
ko:K18916	kpn:KPN_pKPN3p05892
ko:K18974	kpn:KPN_pKPN5p08200
ko:K18146	kpn:KPN_02064
ko:K03496	kpn:KPN_pKPN3p05970
ko:K03976	kpn:KPN_00462
ko:K19055	kpn:KPN_01179
ko:K18975	kpn:KPN_pKPN5p08201
ko:K03526	kpn:KPN_02845
ko:K18979	kpn:KPN_04564
ko:K03431	kpn:KPN_pKPN5p08184
ko:K18991	kpn:KPN_04031
ko:K18988	kpn:KPN_00317
ko:K18997	kpn:KPN_04508
ko:K19048	kpn:KPN_03053
ko:K07483	kpn:KPN_pKPN3p05882
ko:K07483	kpn:KPN_pKPN3p05955
ko:K07483	kpn:KPN_pKPN3p05962
ko:K19000	kpn:KPN_00202
ko:K19057	kpn:KPN_pKPN4p07067
ko:K19059	kpn:KPN_pKPN4p07066
ko:K19221	kpn:KPN_01266
ko:K19222	kpn:KPN_02157
ko:K19165	kpn:KPN_03815
ko:K19226	kpn:KPN_01291
ko:K19236	kpn:KPN_01111
ko:K07480	kpn:KPN_pKPN4p07070
ko:K19278	kpn:KPN_pKPN4p07058
ko:K22444	kpn:KPN_01011
ko:K19238	kpn:KPN_02444
ko:K19229	kpn:KPN_01288
ko:K19228	kpn:KPN_01289
ko:K19234	kpn:KPN_02135
ko:K19235	kpn:KPN_00849
ko:K19058	kpn:KPN_pKPN4p07069
ko:K19168	kpn:KPN_03324
ko:K19265	kpn:KPN_02741
ko:K19270	kpn:KPN_02683
ko:K01992	kpn:KPN_00820
ko:K01992	kpn:KPN_00821
ko:K01992	kpn:KPN_03985
ko:K01992	kpn:KPN_04749
ko:K01066	kpn:KPN_04184
ko:K03722	kpn:KPN_02325
ko:K19416	kpn:KPN_01006
ko:K19335	kpn:KPN_01351
ko:K19267	kpn:KPN_04605
ko:K19337	kpn:KPN_02368
ko:K19271	kpn:KPN_02018
ko:K19338	kpn:KPN_02437
ko:K19304	kpn:KPN_02371
ko:K19505	kpn:KPN_04801
ko:K19334	kpn:KPN_04658
ko:K19302	kpn:KPN_00873
ko:K19270	kpn:KPN_01241
ko:K19271	kpn:KPN_pKPN5p08234
ko:K19336	kpn:KPN_01350
ko:K19333	kpn:KPN_02343
ko:K19272	kpn:KPN_pKPN5p08194
ko:K19303	kpn:KPN_01993
ko:K19510	kpn:KPN_04807
ko:K19577	kpn:KPN_01995
ko:K19507	kpn:KPN_04803
ko:K19611	kpn:KPN_00602
ko:K11209	kpn:KPN_02692
ko:K19506	kpn:KPN_04802
ko:K19508	kpn:KPN_04804
ko:K19509	kpn:KPN_04805
ko:K19585	kpn:KPN_02970
ko:K17881	kpn:KPN_pKPN5p08204
ko:K19697	kpn:KPN_03222
ko:K19688	kpn:KPN_00868
ko:K19776	kpn:KPN_04098
ko:K19775	kpn:KPN_03522
ko:K19778	kpn:KPN_03479
ko:K19778	kpn:KPN_03484
ko:K19784	kpn:KPN_04123
ko:K00799	kpn:KPN_00870
ko:K06131	kpn:KPN_00817
ko:K00799	kpn:KPN_02691
ko:K15777	kpn:KPN_03452
ko:K07497	kpn:KPN_02571
ko:K19802	kpn:KPN_01308
ko:K19803	kpn:KPN_02607
ko:K19804	kpn:KPN_01276
ko:K21613	kpn:KPN_01902
ko:K19810	kpn:KPN_04544
ko:K19956	kpn:KPN_04402
ko:K21636	kpn:KPN_04646
ko:K22468	kpn:KPN_01862
ko:K21405	kpn:KPN_02992
ko:K20034	kpn:KPN_01128
ko:K21265	kpn:KPN_04759
ko:K20117	kpn:KPN_02960
ko:K20118	kpn:KPN_02960
ko:K02761	kpn:KPN_03074
ko:K22443	kpn:KPN_01013
ko:K01612	kpn:KPN_03097
ko:K20542	kpn:KPN_03881
ko:K20542	kpn:KPN_03889
ko:K20543	kpn:KPN_03891
ko:K20543	kpn:KPN_03880
ko:K19591	kpn:KPN_00465
ko:K07497	kpn:KPN_03900
ko:K07497	kpn:KPN_pKPN3p05956
ko:K07497	kpn:KPN_pKPN3p05963
ko:K20541	kpn:KPN_03882
ko:K21759	kpn:KPN_03096
ko:K20541	kpn:KPN_03892
ko:K22602	kpn:KPN_01768
ko:K22132	kpn:KPN_03163
ko:K22003	kpn:KPN_02281
ko:K01200	kpn:KPN_00163
ko:K21029	kpn:KPN_00859
ko:K21085	kpn:KPN_02424
ko:K21088	kpn:KPN_01794
ko:K21021	kpn:KPN_02925
ko:K02495	kpn:KPN_04175
ko:K08968	kpn:KPN_02348
ko:K13075	kpn:KPN_01736
ko:K21028	kpn:KPN_01213
ko:K13609	kpn:KPN_04791
ko:K21090	kpn:KPN_02331
ko:K03292	kpn:KPN_00115
ko:K21470	kpn:KPN_00952
ko:K01451	kpn:KPN_00523
ko:K21645	kpn:KPN_00763
ko:K01451	kpn:KPN_01294
ko:K21698	kpn:KPN_03652
ko:K21695	kpn:KPN_03651
ko:K00875	kpn:KPN_02547
ko:K21948	kpn:KPN_01604
ko:K21963	kpn:KPN_00290
ko:K21965	kpn:KPN_00292
ko:K21966	kpn:KPN_00293
ko:K21968	kpn:KPN_00295
ko:K21990	kpn:KPN_02728
ko:K22041	kpn:KPN_01109
ko:K22015	kpn:KPN_04482
ko:K22015	kpn:KPN_02090
ko:K22044	kpn:KPN_00837
ko:K22051	kpn:KPN_04556
ko:K21964	kpn:KPN_00291
ko:K21967	kpn:KPN_00294
ko:K21972	kpn:KPN_00783
ko:K21973	kpn:KPN_00782
ko:K08319	kpn:KPN_01605
ko:K15576	kpn:KPN_02223
ko:K22131	kpn:KPN_01602
ko:K08319	kpn:KPN_pKPN4p07052
ko:K05275	kpn:KPN_03272
ko:K14274	kpn:KPN_02921
ko:K22024	kpn:KPN_01121
ko:K22129	kpn:KPN_01122
ko:K13874	kpn:KPN_01691
ko:K22130	kpn:KPN_01603
ko:K22105	kpn:KPN_04252
ko:K22110	kpn:KPN_03267
ko:K03077	kpn:KPN_00060
ko:K15634	kpn:KPN_04850
ko:K02257	kpn:KPN_00390
ko:K22293	kpn:KPN_01589
ko:K13566	kpn:KPN_00234
ko:K11206	kpn:KPN_00658
ko:K07319	kpn:KPN_pKPN4p07097
ko:K00424	kpn:KPN_00738
ko:K22489	kpn:KPN_03099
ko:K22601	kpn:KPN_01770
