ko:K00652	eum:ECUMN_3461
ko:K01607	eum:ECUMN_1763
ko:K06858	eum:ECUMN_0156
ko:K06979	eum:ECUMN_4827
ko:K01985	eum:ECUMN_5S_1
ko:K01985	eum:ECUMN_5S_7
ko:K01985	eum:ECUMN_5S_8
ko:K01985	eum:ECUMN_5S_6
ko:K01985	eum:ECUMN_5S_3
ko:K01985	eum:ECUMN_5S_4
ko:K01985	eum:ECUMN_5S_5
ko:K01985	eum:ECUMN_5S_2
ko:K14414	eum:ECUMN_3880
ko:K14744	eum:ECUMN_1412
ko:K12059	eum:p1ECUMN_0093
ko:K14235	eum:ECUMN_tRNA35
ko:K02509	eum:ECUMN_4971
ko:K02510	eum:ECUMN_4969
ko:K14234	eum:ECUMN_tRNA5
ko:K14234	eum:ECUMN_tRNA43
ko:K15396	eum:ECUMN_2852
ko:K14231	eum:ECUMN_tRNA30
ko:K14231	eum:ECUMN_tRNA55
ko:K14441	eum:ECUMN_1025
ko:K14225	eum:ECUMN_tRNA62
ko:K00674	eum:ECUMN_0162
ko:K05372	eum:ECUMN_2272
ko:K07497	eum:ECUMN_0248
ko:K14623	eum:ECUMN_4160
ko:K15035	eum:ECUMN_misc_RNA_49
ko:K03307	eum:ECUMN_4211
ko:K14227	eum:ECUMN_tRNA1
ko:K14227	eum:ECUMN_tRNA40
ko:K14227	eum:ECUMN_tRNA57
ko:K14226	eum:ECUMN_tRNA37
ko:K14237	eum:ECUMN_tRNA15
ko:K14237	eum:ECUMN_tRNA16
ko:K14219	eum:ECUMN_tRNA21
ko:K01980	eum:ECUMN_23S_5
ko:K07273	eum:ECUMN_2434
ko:K21029	eum:ECUMN_1014
ko:K01980	eum:ECUMN_23S_2
ko:K01980	eum:ECUMN_23S_1
ko:K01980	eum:ECUMN_23S_3
ko:K01980	eum:ECUMN_23S_7
ko:K01980	eum:ECUMN_23S_6
ko:K01980	eum:ECUMN_23S_4
ko:K14222	eum:ECUMN_tRNA75
ko:K14170	eum:ECUMN_2924
ko:K12058	eum:p1ECUMN_0092
ko:K14261	eum:ECUMN_2709
ko:K14230	eum:ECUMN_tRNA26
ko:K14230	eum:ECUMN_tRNA27
ko:K14230	eum:ECUMN_tRNA28
ko:K14230	eum:ECUMN_tRNA29
ko:K14230	eum:ECUMN_tRNA61
ko:K00094	eum:ECUMN_2423
ko:K01978	eum:ECUMN_misc_RNA_63
ko:K14232	eum:ECUMN_tRNA39
ko:K14219	eum:ECUMN_tRNA64
ko:K14219	eum:ECUMN_tRNA65
ko:K14219	eum:ECUMN_tRNA67
ko:K14219	eum:ECUMN_tRNA66
ko:K14744	eum:ECUMN_0607
ko:K14744	eum:ECUMN_1337
ko:K14225	eum:ECUMN_tRNA48
ko:K14225	eum:ECUMN_tRNA74
ko:K14225	eum:ECUMN_tRNA49
ko:K14225	eum:ECUMN_tRNA50
ko:K03604	eum:ECUMN_1948
ko:K07346	eum:ECUMN_3890
ko:K00813	eum:ECUMN_1122
ko:K07497	eum:ECUMN_3377
ko:K14588	eum:ECUMN_0120
ko:K00483	eum:ECUMN_4966
ko:K06946	eum:ECUMN_4880
ko:K14977	eum:ECUMN_0555
ko:K08316	eum:ECUMN_3927
ko:K21906	eum:ECUMN_4016
ko:K01035	eum:ECUMN_2560
ko:K14682	eum:ECUMN_3145
ko:K01175	eum:ECUMN_0772
ko:K07481	eum:ECUMN_1887
ko:K07484	eum:ECUMN_3364
ko:K01138	eum:ECUMN_1752
ko:K00090	eum:ECUMN_4065
ko:K06867	eum:ECUMN_2010
ko:K16013	eum:ECUMN_1082
ko:K01146	eum:ECUMN_3127
ko:K14591	eum:ECUMN_0428
ko:K15721	eum:ECUMN_2278
ko:K07452	eum:ECUMN_4955
ko:K03535	eum:ECUMN_3118
ko:K07347	eum:ECUMN_3889
ko:K07484	eum:ECUMN_3391
ko:K06919	eum:ECUMN_2951
ko:K07780	eum:ECUMN_0636
ko:K14587	eum:ECUMN_4900
ko:K01138	eum:ECUMN_4210
ko:K14742	eum:ECUMN_2099
ko:K06867	eum:ECUMN_4543
ko:K14761	eum:ECUMN_0568
ko:K03566	eum:ECUMN_3137
ko:K01671	eum:ECUMN_4408
ko:K12062	eum:p1ECUMN_0097
ko:K12064	eum:p1ECUMN_0103
ko:K16012	eum:ECUMN_1081
ko:K15256	eum:ECUMN_2168
ko:K15257	eum:ECUMN_2169
ko:K15582	eum:ECUMN_1542
ko:K15584	eum:ECUMN_3957
ko:K15580	eum:ECUMN_1625
ko:K15586	eum:ECUMN_3959
ko:K10824	eum:ECUMN_3961
ko:K15587	eum:ECUMN_3960
ko:K15547	eum:ECUMN_4618
ko:K15580	eum:ECUMN_1540
ko:K15549	eum:ECUMN_4619
ko:K15550	eum:ECUMN_4617
ko:K15545	eum:ECUMN_1879
ko:K00971	eum:ECUMN_2375
ko:K15552	eum:ECUMN_0407
ko:K15461	eum:ECUMN_2664
ko:K16301	eum:ECUMN_1203
ko:K15738	eum:ECUMN_1138
ko:K15554	eum:ECUMN_1130
ko:K15540	eum:ECUMN_0137
ko:K15553	eum:ECUMN_1132
ko:K02428	eum:ECUMN_3306
ko:K15633	eum:ECUMN_4129
ko:K15773	eum:ECUMN_1777
ko:K15551	eum:ECUMN_0405
ko:K10831	eum:ECUMN_0406
ko:K15724	eum:ECUMN_0154
ko:K15722	eum:ECUMN_2020
ko:K15735	eum:ECUMN_2988
ko:K04765	eum:ECUMN_3112
ko:K15736	eum:ECUMN_2984
ko:K15737	eum:ECUMN_2983
ko:K00254	eum:ECUMN_1134
ko:K12543	eum:ECUMN_0526
ko:K18140	eum:ECUMN_3738
ko:K15723	eum:ECUMN_3122
ko:K15835	eum:ECUMN_2748
ko:K15833	eum:ECUMN_3047
ko:K15827	eum:ECUMN_3046
ko:K15460	eum:ECUMN_2898
ko:K15585	eum:ECUMN_3958
ko:K15828	eum:ECUMN_3045
ko:K15583	eum:ECUMN_1543
ko:K15836	eum:ECUMN_3054
ko:K15539	eum:ECUMN_2836
ko:K15536	eum:ECUMN_4769
ko:K01082	eum:ECUMN_4751
ko:K15832	eum:ECUMN_3041
ko:K15834	eum:ECUMN_3040
ko:K15841	eum:ECUMN_misc_RNA_45
ko:K15830	eum:ECUMN_3043
ko:K15831	eum:ECUMN_3042
ko:K15268	eum:ECUMN_1801
ko:K15829	eum:ECUMN_3044
ko:K15977	eum:ECUMN_2863
ko:K03712	eum:ECUMN_1798
ko:K12541	eum:ECUMN_0528
ko:K12542	eum:ECUMN_0529
ko:K15984	eum:ECUMN_3982
ko:K15974	eum:ECUMN_3009
ko:K15977	eum:ECUMN_3585
ko:K18968	eum:ECUMN_0423
ko:K18872	eum:ECUMN_misc_RNA_47
ko:K15922	eum:ECUMN_4405
ko:K16135	eum:ECUMN_2089
ko:K16092	eum:ECUMN_4497
ko:K16089	eum:ECUMN_3356
ko:K16138	eum:ECUMN_1907
ko:K16091	eum:ECUMN_4860
ko:K16088	eum:ECUMN_1280
ko:K02503	eum:ECUMN_1281
ko:K16089	eum:ECUMN_2490
ko:K07497	eum:ECUMN_4398
ko:K07497	eum:ECUMN_0319
ko:K07483	eum:ECUMN_4399
ko:K07483	eum:ECUMN_0318
ko:K07491	eum:ECUMN_4193
ko:K07491	eum:ECUMN_3488
ko:K07491	eum:ECUMN_2821
ko:K07491	eum:ECUMN_1535
ko:K07481	eum:p1ECUMN_0113
ko:K07481	eum:ECUMN_4913
ko:K07481	eum:ECUMN_2980
ko:K07481	eum:ECUMN_2290
ko:K07484	eum:p1ECUMN_0012
ko:K07480	eum:p1ECUMN_0062
ko:K07480	eum:p1ECUMN_0059
ko:K07480	eum:ECUMN_4832
ko:K07480	eum:ECUMN_4804
ko:K16090	eum:ECUMN_0949
ko:K16136	eum:ECUMN_1910
ko:K16140	eum:ECUMN_1904
ko:K16137	eum:ECUMN_1939
ko:K07347	eum:ECUMN_0136
ko:K07347	eum:ECUMN_0572
ko:K02014	eum:ECUMN_3371
ko:K09022	eum:ECUMN_3597
ko:K16052	eum:ECUMN_1626
ko:K16087	eum:p1ECUMN_0020
ko:K16087	eum:ECUMN_4000
ko:K12516	eum:ECUMN_1651
ko:K19221	eum:ECUMN_0809
ko:K16053	eum:ECUMN_0667
ko:K07347	eum:ECUMN_2441
ko:K16076	eum:ECUMN_0604
ko:K16076	eum:ECUMN_1725
ko:K10013	eum:ECUMN_2650
ko:K16066	eum:ECUMN_1806
ko:K16074	eum:ECUMN_1638
ko:K01185	eum:ECUMN_0606
ko:K16346	eum:ECUMN_3225
ko:K16321	eum:ECUMN_4928
ko:K16322	eum:ECUMN_3471
ko:K16324	eum:ECUMN_2500
ko:K07347	eum:ECUMN_0019
ko:K11645	eum:ECUMN_2429
ko:K16370	eum:ECUMN_2012
ko:K16322	eum:ECUMN_3978
ko:K16371	eum:ECUMN_2427
ko:K16329	eum:ECUMN_2501
ko:K16325	eum:ECUMN_2497
ko:K16139	eum:ECUMN_1905
ko:K04015	eum:ECUMN_4609
ko:K16326	eum:ECUMN_2499
ko:K16328	eum:ECUMN_2502
ko:K04014	eum:ECUMN_4608
ko:K16263	eum:ECUMN_4676
ko:K16291	eum:ECUMN_2326
ko:K16264	eum:ECUMN_0836
ko:K16703	eum:ECUMN_2380
ko:K16704	eum:ECUMN_4315
ko:K16692	eum:ECUMN_2396
ko:K16711	eum:ECUMN_2379
ko:K16710	eum:ECUMN_2381
ko:K16695	eum:ECUMN_2382
ko:K00370	eum:ECUMN_1721
ko:K19234	eum:ECUMN_1967
ko:K19230	eum:ECUMN_1595
ko:K18831	eum:ECUMN_3565
ko:K01160	eum:ECUMN_1327
ko:K07012	eum:ECUMN_3088
ko:K16137	eum:ECUMN_3348
ko:K07091	eum:ECUMN_3464
ko:K18141	eum:ECUMN_3739
ko:K16787	eum:ECUMN_3277
ko:K16786	eum:ECUMN_3276
ko:K16785	eum:ECUMN_3275
ko:K16923	eum:ECUMN_3274
ko:K16868	eum:ECUMN_1678
ko:K19956	eum:ECUMN_3281
ko:K01990	eum:ECUMN_0124
ko:K00374	eum:ECUMN_1718
ko:K00373	eum:ECUMN_1719
ko:K19353	eum:ECUMN_4486
ko:K19227	eum:ECUMN_1598
ko:K03526	eum:ECUMN_2835
ko:K17247	eum:ECUMN_2263
ko:K13923	eum:ECUMN_2343
ko:K11209	eum:ECUMN_2642
ko:K03585	eum:ECUMN_0502
ko:K12678	eum:ECUMN_1778
ko:K12678	eum:ECUMN_1459
ko:K17713	eum:ECUMN_2832
ko:K01992	eum:ECUMN_0937
ko:K01992	eum:ECUMN_3970
ko:K01992	eum:ECUMN_0126
ko:K01992	eum:ECUMN_0936
ko:K05601	eum:ECUMN_1068
ko:K07497	eum:ECUMN_3358
ko:K19221	eum:ECUMN_1568
ko:K17686	eum:ECUMN_0523
ko:K19789	eum:ECUMN_2521
ko:K17722	eum:ECUMN_2479
ko:K17723	eum:ECUMN_2480
ko:K03722	eum:ECUMN_2100
ko:K01160	eum:ECUMN_0875
ko:K17758	eum:ECUMN_4700
ko:K17759	eum:ECUMN_4700
ko:K07483	eum:ECUMN_3359
ko:K18015	eum:ECUMN_2612
ko:K07483	eum:ECUMN_4851
ko:K17938	eum:ECUMN_0414
ko:K07483	eum:ECUMN_3326
ko:K07483	eum:ECUMN_3365
ko:K07483	eum:p1ECUMN_0013
ko:K17948	eum:ECUMN_3380
ko:K18148	eum:ECUMN_0299
ko:K18142	eum:ECUMN_3740
ko:K17948	eum:ECUMN_4915
ko:K02783	eum:ECUMN_2958
ko:K21430	eum:ECUMN_1027
ko:K21469	eum:ECUMN_2751
ko:K03605	eum:ECUMN_3477
ko:K08156	eum:ECUMN_0433
ko:K07483	eum:ECUMN_1127
ko:K07483	eum:ECUMN_2900
ko:K07483	eum:ECUMN_4057
ko:K07483	eum:ECUMN_4123
ko:K19164	eum:p1ECUMN_0156
ko:K18320	eum:ECUMN_4828
ko:K18320	eum:ECUMN_4810
ko:K18320	eum:ECUMN_4817
ko:K18320	eum:ECUMN_4822
ko:K18324	eum:ECUMN_2782
ko:K18326	eum:ECUMN_2415
ko:K18997	eum:ECUMN_1181
ko:K21637	eum:ECUMN_4935
ko:K19577	eum:ECUMN_1947
ko:K18476	eum:p1ECUMN_0055
ko:K18471	eum:ECUMN_2060
ko:K18479	eum:ECUMN_4407
ko:K18478	eum:ECUMN_4410
ko:K18446	eum:ECUMN_3536
ko:K18475	eum:ECUMN_0266
ko:K18507	eum:ECUMN_misc_RNA_67
ko:K18522	eum:ECUMN_misc_RNA_53
ko:K18525	eum:ECUMN_misc_RNA_68
ko:K18526	eum:ECUMN_misc_RNA_70
ko:K18521	eum:ECUMN_misc_RNA_52
ko:K18518	eum:ECUMN_misc_RNA_27
ko:K18504	eum:ECUMN_misc_RNA_65
ko:K18505	eum:ECUMN_misc_RNA_71
ko:K18511	eum:ECUMN_misc_RNA_50
ko:K18512	eum:ECUMN_misc_RNA_21
ko:K18519	eum:ECUMN_misc_RNA_34
ko:K18508	eum:ECUMN_misc_RNA_12
ko:K18513	eum:ECUMN_misc_RNA_40
ko:K18517	eum:ECUMN_misc_RNA_25
ko:K18523	eum:ECUMN_misc_RNA_54
ko:K18524	eum:ECUMN_misc_RNA_79
ko:K18506	eum:ECUMN_misc_RNA_3
ko:K18520	eum:ECUMN_misc_RNA_39
ko:K19591	eum:ECUMN_0530
ko:K18502	eum:ECUMN_misc_RNA_33
ko:K18503	eum:ECUMN_misc_RNA_9
ko:K18509	eum:ECUMN_misc_RNA_22
ko:K18515	eum:ECUMN_misc_RNA_51
ko:K18516	eum:ECUMN_misc_RNA_73
ko:K18528	eum:ECUMN_misc_RNA_74
ko:K18527	eum:ECUMN_misc_RNA_72
ko:K18698	eum:ECUMN_4830
ko:K18691	eum:ECUMN_2878
ko:K08968	eum:ECUMN_2126
ko:K18640	eum:p1ECUMN_0151
ko:K18697	eum:ECUMN_2880
ko:K18702	eum:ECUMN_2700
ko:K18765	eum:ECUMN_3726
ko:K18928	eum:ECUMN_0344
ko:K18850	eum:ECUMN_1372
ko:K18842	eum:p1ECUMN_0066
ko:K18837	eum:ECUMN_3411
ko:K18889	eum:ECUMN_0488
ko:K18838	eum:ECUMN_3410
ko:K18864	eum:ECUMN_misc_RNA_35
ko:K18862	eum:ECUMN_1513
ko:K18862	eum:ECUMN_1514
ko:K18838	eum:ECUMN_4888
ko:K03630	eum:ECUMN_4885
ko:K18865	eum:ECUMN_misc_RNA_38
ko:K18867	eum:ECUMN_misc_RNA_57
ko:K18867	eum:ECUMN_misc_RNA_56
ko:K18868	eum:ECUMN_misc_RNA_60
ko:K18868	eum:ECUMN_misc_RNA_61
ko:K21645	eum:ECUMN_4936
ko:K11741	eum:ECUMN_4684
ko:K18841	eum:p1ECUMN_0065
ko:K18899	eum:ECUMN_4015
ko:K20861	eum:ECUMN_1034
ko:K20866	eum:ECUMN_4412
ko:K20881	eum:ECUMN_3857
ko:K20862	eum:ECUMN_4337
ko:K07319	eum:ECUMN_3736
ko:K18800	eum:ECUMN_3248
ko:K18778	eum:ECUMN_0100
ko:K07483	eum:p1ECUMN_0004
ko:K18657	eum:ECUMN_1135
ko:K18890	eum:ECUMN_0489
ko:K18870	eum:ECUMN_misc_RNA_23
ko:K18871	eum:ECUMN_misc_RNA_2
ko:K07339	eum:ECUMN_1685
ko:K18843	eum:ECUMN_1686
ko:K18929	eum:ECUMN_0345
ko:K18898	eum:ECUMN_4014
ko:K18863	eum:ECUMN_misc_RNA_16
ko:K18863	eum:ECUMN_misc_RNA_69
ko:K22044	eum:ECUMN_0952
ko:K18974	eum:ECUMN_4820
ko:K18839	eum:ECUMN_4662
ko:K18840	eum:ECUMN_4661
ko:K03976	eum:ECUMN_0520
ko:K19055	eum:ECUMN_2076
ko:K18975	eum:ECUMN_4821
ko:K18979	eum:ECUMN_4699
ko:K18988	eum:ECUMN_0412
ko:K19048	eum:ECUMN_4956
ko:K19046	eum:ECUMN_3086
ko:K19000	eum:ECUMN_0186
ko:K07484	eum:ECUMN_3389
ko:K07484	eum:ECUMN_4868
ko:K19229	eum:ECUMN_1596
ko:K19155	eum:ECUMN_3612
ko:K19156	eum:ECUMN_3611
ko:K19222	eum:ECUMN_1975
ko:K19161	eum:ECUMN_0295
ko:K19166	eum:ECUMN_3566
ko:K19226	eum:ECUMN_1599
ko:K19123	eum:ECUMN_3087
ko:K19235	eum:ECUMN_1003
ko:K19236	eum:ECUMN_1291
ko:K07495	eum:ECUMN_4173
ko:K19047	eum:p1ECUMN_0053
ko:K18922	eum:ECUMN_3089
ko:K19163	eum:p1ECUMN_0155
ko:K19147	eum:ECUMN_4954
ko:K19056	eum:p1ECUMN_0052
ko:K07480	eum:p1ECUMN_0050
ko:K19238	eum:ECUMN_2602
ko:K22444	eum:ECUMN_2095
ko:K07495	eum:ECUMN_4970
ko:K19228	eum:ECUMN_1597
ko:K19060	eum:ECUMN_4825
ko:K19061	eum:ECUMN_4826
ko:K07334	eum:ECUMN_1732
ko:K19125	eum:ECUMN_3084
ko:K19126	eum:ECUMN_3083
ko:K07495	eum:ECUMN_4840
ko:K19162	eum:ECUMN_0500
ko:K07451	eum:ECUMN_0887
ko:K19168	eum:ECUMN_3238
ko:K09951	eum:ECUMN_3080
ko:K19270	eum:ECUMN_2632
ko:K19265	eum:ECUMN_3485
ko:K19416	eum:ECUMN_1160
ko:K19268	eum:ECUMN_0815
ko:K19335	eum:ECUMN_4781
ko:K19267	eum:ECUMN_4748
ko:K19337	eum:ECUMN_2151
ko:K19338	eum:ECUMN_2325
ko:K19304	eum:ECUMN_2154
ko:K19334	eum:ECUMN_4782
ko:K19302	eum:ECUMN_1031
ko:K19270	eum:ECUMN_2016
ko:K19271	eum:ECUMN_4806
ko:K19354	eum:ECUMN_4132
ko:K19336	eum:ECUMN_4780
ko:K19333	eum:ECUMN_2121
ko:K21638	eum:ECUMN_1445
ko:K19303	eum:ECUMN_1945
ko:K21636	eum:ECUMN_4771
ko:K19611	eum:ECUMN_0676
ko:K02257	eum:ECUMN_0467
ko:K19709	eum:ECUMN_1983
ko:K19688	eum:ECUMN_1026
ko:K19775	eum:ECUMN_3578
ko:K19745	eum:ECUMN_3727
ko:K19777	eum:ECUMN_4010
ko:K19778	eum:ECUMN_4009
ko:K19776	eum:ECUMN_4226
ko:K00799	eum:ECUMN_1028
ko:K01785	eum:ECUMN_4406
ko:K03630	eum:ECUMN_3407
ko:K06131	eum:ECUMN_0933
ko:K00799	eum:ECUMN_2640
ko:K06132	eum:ECUMN_1220
ko:K15777	eum:ECUMN_3526
ko:K19784	eum:ECUMN_4244
ko:K13069	eum:ECUMN_1803
ko:K19802	eum:ECUMN_1620
ko:K07497	eum:ECUMN_4849
ko:K00064	eum:ECUMN_5020
ko:K07497	eum:ECUMN_4852
ko:K19803	eum:ECUMN_2511
ko:K19804	eum:ECUMN_1582
ko:K19810	eum:ECUMN_4681
ko:K19956	eum:ECUMN_4548
ko:K22105	eum:ECUMN_4494
ko:K20265	eum:ECUMN_1746
ko:K20117	eum:ECUMN_2966
ko:K20118	eum:ECUMN_2966
ko:K22443	eum:ECUMN_2094
ko:K01612	eum:ECUMN_3061
ko:K21394	eum:ECUMN_4090
ko:K20542	eum:ECUMN_4039
ko:K20534	eum:ECUMN_0913
ko:K20541	eum:ECUMN_4040
ko:K22111	eum:ECUMN_4914
ko:K22110	eum:ECUMN_3381
ko:K22132	eum:ECUMN_3142
ko:K20609	eum:ECUMN_4905
ko:K21084	eum:ECUMN_2405
ko:K21085	eum:ECUMN_2247
ko:K21021	eum:ECUMN_2929
ko:K21086	eum:ECUMN_4026
ko:K21087	eum:ECUMN_1485
ko:K21088	eum:ECUMN_1637
ko:K21089	eum:ECUMN_2461
ko:K21028	eum:ECUMN_2046
ko:K21090	eum:ECUMN_2107
ko:K21091	eum:ECUMN_misc_RNA_19
ko:K21039	eum:ECUMN_0858
ko:K21393	eum:ECUMN_4091
ko:K21511	eum:ECUMN_0616
ko:K07802	eum:ECUMN_5051
ko:K21395	eum:ECUMN_4092
ko:K21470	eum:ECUMN_1119
ko:K21511	eum:ECUMN_1419
ko:K21512	eum:ECUMN_1416
ko:K21602	eum:ECUMN_4087
ko:K21739	eum:ECUMN_0342
ko:K21740	eum:ECUMN_0341
ko:K21741	eum:ECUMN_0340
ko:K21742	eum:ECUMN_3543
ko:K21746	eum:ECUMN_0343
ko:K21698	eum:ECUMN_3717
ko:K21695	eum:ECUMN_3716
ko:K21759	eum:ECUMN_3060
ko:K21936	eum:ECUMN_4003
ko:K21963	eum:ECUMN_0328
ko:K21965	eum:ECUMN_0326
ko:K21966	eum:ECUMN_0325
ko:K21974	eum:ECUMN_1449
ko:K21975	eum:ECUMN_1450
ko:K21968	eum:ECUMN_0323
ko:K21976	eum:ECUMN_1451
ko:K21990	eum:ECUMN_2688
ko:K22041	eum:ECUMN_1289
ko:K22015	eum:ECUMN_4615
ko:K22051	eum:ECUMN_4693
ko:K22014	eum:ECUMN_1415
ko:K21964	eum:ECUMN_0327
ko:K21967	eum:ECUMN_0324
ko:K21972	eum:ECUMN_1447
ko:K21973	eum:ECUMN_1448
ko:K05275	eum:ECUMN_1652
ko:K22104	eum:ECUMN_3700
ko:K22110	eum:ECUMN_4916
ko:K22110	eum:ECUMN_4402
ko:K22214	eum:ECUMN_3264
ko:K03079	eum:ECUMN_4095
ko:K03078	eum:ECUMN_4094
ko:K03077	eum:ECUMN_4096
ko:K22300	eum:ECUMN_1311
ko:K15634	eum:ECUMN_5026
ko:K22304	eum:ECUMN_1859
ko:K22396	eum:ECUMN_4896
ko:K22293	eum:ECUMN_1807
ko:K22302	eum:ECUMN_1312
ko:K22397	eum:ECUMN_4897
ko:K22302	eum:ECUMN_1854
ko:K13566	eum:ECUMN_0240
ko:K11206	eum:ECUMN_0718
ko:K22488	eum:ECUMN_3191
ko:K22489	eum:ECUMN_3063
ko:K07319	eum:p1ECUMN_0137
ko:K22486	eum:ECUMN_4185
ko:K22487	eum:ECUMN_3189
ko:K22505	eum:ECUMN_3188
ko:K22506	eum:ECUMN_3201
ko:K22504	eum:ECUMN_3204
ko:K22508	eum:ECUMN_3196
ko:K22509	eum:ECUMN_3195
ko:K22510	eum:ECUMN_3194
ko:K22511	eum:ECUMN_3203
ko:K22513	eum:ECUMN_3200
ko:K22514	eum:ECUMN_3199
ko:K22486	eum:ECUMN_3182
