ko:K07591	eoh:ECO103_3866
ko:K08323	eoh:ECO103_4717
ko:K03712	eoh:ECO103_1661
ko:K15984	eoh:ECO103_4223
ko:K15974	eoh:ECO103_3224
ko:K15977	eoh:ECO103_3850
ko:K18968	eoh:ECO103_0360
ko:K18872	eoh:ECO103_ncRNA43
ko:K18843	eoh:ECO103_1568
ko:K10906	eoh:ECO103_1360
ko:K10906	eoh:ECO103_1716
ko:K16041	eoh:ECO103_0807
ko:K16042	eoh:ECO103_0803
ko:K15922	eoh:ECO103_4293
ko:K16135	eoh:ECO103_1988
ko:K16092	eoh:ECO103_4724
ko:K16138	eoh:ECO103_1758
ko:K16139	eoh:ECO103_1756
ko:K16089	eoh:ECO103_2630
ko:K16088	eoh:ECO103_1147
ko:K02503	eoh:ECO103_1148
ko:K16090	eoh:ECO103_0841
ko:K16136	eoh:ECO103_1760
ko:K16140	eoh:ECO103_1755
ko:K16137	eoh:ECO103_1790
ko:K07347	eoh:ECO103_0139
ko:K04565	eoh:ECO103_2374
ko:K07804	eoh:ECO103_4923
ko:K06946	eoh:ECO103_4896
ko:K09022	eoh:ECO103_3860
ko:K00526	eoh:ECO103_2704
ko:K00287	eoh:ECO103_0051
ko:K16052	eoh:ECO103_1497
ko:K03111	eoh:ECO103_4809
ko:K16053	eoh:ECO103_0582
ko:K07347	eoh:ECO103_2585
ko:K16076	eoh:ECO103_0528
ko:K10013	eoh:ECO103_2774
ko:K16066	eoh:ECO103_1677
ko:K16074	eoh:ECO103_1508
ko:K01250	eoh:ECO103_0658
ko:K05708	eoh:ECO103_3055
ko:K01185	eoh:ECO103_2326
ko:K16346	eoh:ECO103_3457
ko:K01834	eoh:ECO103_0743
ko:K18838	eoh:ECO103_5087
ko:K11747	eoh:ECO103_4069
ko:K16321	eoh:ECO103_5102
ko:K16322	eoh:ECO103_3671
ko:K16324	eoh:ECO103_2639
ko:K11645	eoh:ECO103_2573
ko:K07812	eoh:ECO103_2134
ko:K16370	eoh:ECO103_1915
ko:K16322	eoh:ECO103_4219
ko:K16371	eoh:ECO103_2569
ko:K16329	eoh:ECO103_2640
ko:K18842	eoh:ECO103_5021
ko:K16325	eoh:ECO103_2636
ko:K04015	eoh:ECO103_4824
ko:K16326	eoh:ECO103_2638
ko:K16328	eoh:ECO103_2641
ko:K04014	eoh:ECO103_4823
ko:K01160	eoh:ECO103_1379
ko:K01160	eoh:ECO103_1190
ko:K16263	eoh:ECO103_4936
ko:K16291	eoh:ECO103_2451
ko:K16264	eoh:ECO103_0740
ko:K16328	eoh:ECO103_2635
ko:K11391	eoh:ECO103_3829
ko:K10544	eoh:ECO103_4666
ko:K16703	eoh:ECO103_2523
ko:K16704	eoh:ECO103_4374
ko:K11894	eoh:ECO103_0222
ko:K03776	eoh:ECO103_3817
ko:K16692	eoh:ECO103_2539
ko:K16711	eoh:ECO103_2522
ko:K07662	eoh:ECO103_4615
ko:K16710	eoh:ECO103_2524
ko:K16695	eoh:ECO103_2525
ko:K00370	eoh:ECO103_1598
ko:K14744	eoh:ECO103_2836
ko:K19234	eoh:ECO103_1821
ko:K19230	eoh:ECO103_1454
ko:K16692	eoh:ECO103_1026
ko:K18831	eoh:ECO103_3253
ko:K18831	eoh:ECO103_3827
ko:K10111	eoh:ECO103_4783
ko:K10108	eoh:ECO103_4782
ko:K10014	eoh:ECO103_2773
ko:K18828	eoh:ECO103_2986
ko:K09472	eoh:ECO103_1464
ko:K07012	eoh:ECO103_3304
ko:K02849	eoh:ECO103_4550
ko:K09471	eoh:ECO103_1465
ko:K01160	eoh:ECO103_2410
ko:K07091	eoh:ECO103_3664
ko:K18141	eoh:ECO103_4004
ko:K16786	eoh:ECO103_3506
ko:K16785	eoh:ECO103_3505
ko:K07358	eoh:ECO103_5094
ko:K16923	eoh:ECO103_3504
ko:K03559	eoh:ECO103_3688
ko:K00040	eoh:ECO103_5104
ko:K00151	eoh:ECO103_5135
ko:K18837	eoh:ECO103_5088
ko:K08302	eoh:ECO103_3884
ko:K00265	eoh:ECO103_3959
ko:K16868	eoh:ECO103_1561
ko:K15634	eoh:ECO103_5256
ko:K06970	eoh:ECO103_0843
ko:K03585	eoh:ECO103_0439
ko:K06075	eoh:ECO103_1783
ko:K01990	eoh:ECO103_0127
ko:K17195	eoh:ECO103_4837
ko:K19353	eoh:ECO103_4711
ko:K17247	eoh:ECO103_2220
ko:K11209	eoh:ECO103_2766
ko:K19227	eoh:ECO103_1457
ko:K12678	eoh:ECO103_1271
ko:K12678	eoh:ECO103_1640
ko:K10439	eoh:ECO103_4406
ko:K17713	eoh:ECO103_3029
ko:K08313	eoh:ECO103_0869
ko:K10112	eoh:ECO103_1482
ko:K01992	eoh:ECO103_0128
ko:K01992	eoh:ECO103_0828
ko:K01992	eoh:ECO103_0829
ko:K01992	eoh:ECO103_4211
ko:K11070	eoh:ECO103_1169
ko:K05601	eoh:ECO103_0917
ko:K17686	eoh:ECO103_0460
ko:K19789	eoh:ECO103_2661
ko:K06518	eoh:ECO103_2616
ko:K08485	eoh:ECO103_3953
ko:K17722	eoh:ECO103_2621
ko:K11928	eoh:ECO103_1061
ko:K17723	eoh:ECO103_2622
ko:K02026	eoh:ECO103_1476
ko:K14744	eoh:ECO103_2323
ko:K02032	eoh:ECO103_1612
ko:K02031	eoh:ECO103_1613
ko:K01791	eoh:ECO103_4378
ko:K03275	eoh:ECO103_4553
ko:K17758	eoh:ECO103_4960
ko:K17759	eoh:ECO103_4960
ko:K00661	eoh:ECO103_0435
ko:K07483	eoh:ECO103_4519
ko:K07483	eoh:ECO103_0311
ko:K07483	eoh:ECO103_0777
ko:K17938	eoh:ECO103_0352
ko:K18148	eoh:ECO103_0250
ko:K22597	eoh:ECO103_1473
ko:K18142	eoh:ECO103_4005
ko:K17948	eoh:ECO103_5091
ko:K05711	eoh:ECO103_3061
ko:K21430	eoh:ECO103_0881
ko:K21469	eoh:ECO103_2948
ko:K01007	eoh:ECO103_1846
ko:K03605	eoh:ECO103_3678
ko:K05710	eoh:ECO103_3060
ko:K08156	eoh:ECO103_0370
ko:K07733	eoh:ECO103_1237
ko:K10762	eoh:ECO103_2274
ko:K06946	eoh:ECO103_3763
ko:K10678	eoh:ECO103_0895
ko:K01737	eoh:ECO103_5074
ko:K02560	eoh:ECO103_p23
ko:K03607	eoh:ECO103_4525
ko:K18324	eoh:ECO103_2979
ko:K18326	eoh:ECO103_2555
ko:K18997	eoh:ECO103_1044
ko:K19540	eoh:ECO103_4089
ko:K21637	eoh:ECO103_5107
ko:K19577	eoh:ECO103_1798
ko:K04333	eoh:ECO103_1085
ko:K11904	eoh:ECO103_3364
ko:K11904	eoh:ECO103_1587
ko:K18479	eoh:ECO103_4291
ko:K18478	eoh:ECO103_4288
ko:K18446	eoh:ECO103_3734
ko:K18522	eoh:ECO103_ncRNA48
ko:K18531	eoh:ECO103_4630
ko:K00681	eoh:ECO103_4167
ko:K18525	eoh:ECO103_ncRNA62
ko:K18526	eoh:ECO103_ncRNA66
ko:K18521	eoh:ECO103_ncRNA47
ko:K18518	eoh:ECO103_ncRNA21
ko:K18504	eoh:ECO103_ncRNA60
ko:K18505	eoh:ECO103_ncRNA65
ko:K18511	eoh:ECO103_ncRNA45
ko:K18512	eoh:ECO103_ncRNA17
ko:K18519	eoh:ECO103_ncRNA29
ko:K18530	eoh:ECO103_4629
ko:K18508	eoh:ECO103_ncRNA07
ko:K18513	eoh:ECO103_ncRNA37
ko:K18517	eoh:ECO103_ncRNA10
ko:K18517	eoh:ECO103_ncRNA32
ko:K18517	eoh:ECO103_ncRNA19
ko:K18517	eoh:ECO103_ncRNA14
ko:K18517	eoh:ECO103_ncRNA30
ko:K18517	eoh:ECO103_ncRNA31
ko:K18523	eoh:ECO103_ncRNA49
ko:K18506	eoh:ECO103_ncRNA01
ko:K18520	eoh:ECO103_ncRNA36
ko:K19591	eoh:ECO103_0463
ko:K18502	eoh:ECO103_ncRNA28
ko:K18503	eoh:ECO103_ncRNA04
ko:K18509	eoh:ECO103_ncRNA18
ko:K18515	eoh:ECO103_ncRNA46
ko:K18516	eoh:ECO103_ncRNA63
ko:K18528	eoh:ECO103_ncRNA68
ko:K18527	eoh:ECO103_ncRNA64
ko:K00335	eoh:ECO103_2748
ko:K18691	eoh:ECO103_3079
ko:K08968	eoh:ECO103_2023
ko:K18640	eoh:ECO103_1871
ko:K18697	eoh:ECO103_3081
ko:K18702	eoh:ECO103_2896
ko:K18765	eoh:ECO103_3992
ko:K07316	eoh:ECO103_0856
ko:K18850	eoh:ECO103_1235
ko:K18837	eoh:ECO103_3751
ko:K18889	eoh:ECO103_0425
ko:K18929	eoh:ECO103_0283
ko:K18837	eoh:ECO103_2482
ko:K18837	eoh:ECO103_3592
ko:K18862	eoh:ECO103_1318
ko:K18862	eoh:ECO103_1319
ko:K18862	eoh:ECO103_1320
ko:K18862	eoh:ECO103_4267
ko:K18862	eoh:ECO103_4268
ko:K18862	eoh:ECO103_4269
ko:K18862	eoh:ECO103_4270
ko:K18838	eoh:ECO103_3752
ko:K18838	eoh:ECO103_3591
ko:K18864	eoh:ECO103_ncRNA33
ko:K18837	eoh:ECO103_4889
ko:K03630	eoh:ECO103_5086
ko:K07171	eoh:ECO103_3325
ko:K07172	eoh:ECO103_3326
ko:K18865	eoh:ECO103_ncRNA34
ko:K18865	eoh:ECO103_ncRNA35
ko:K18867	eoh:ECO103_ncRNA51
ko:K18868	eoh:ECO103_ncRNA54
ko:K21645	eoh:ECO103_5108
ko:K18920	eoh:ECO103_4677
ko:K18921	eoh:ECO103_1551
ko:K11741	eoh:ECO103_4946
ko:K18841	eoh:ECO103_5022
ko:K18838	eoh:ECO103_2481
ko:K18869	eoh:ECO103_ncRNA56
ko:K18899	eoh:ECO103_4242
ko:K20861	eoh:ECO103_0888
ko:K18829	eoh:ECO103_2987
ko:K18831	eoh:ECO103_2359
ko:K20866	eoh:ECO103_4286
ko:K20881	eoh:ECO103_4117
ko:K20862	eoh:ECO103_4352
ko:K07319	eoh:ECO103_4001
ko:K18800	eoh:ECO103_3482
ko:K18778	eoh:ECO103_0103
ko:K18657	eoh:ECO103_0992
ko:K18890	eoh:ECO103_0426
ko:K18838	eoh:ECO103_4890
ko:K03630	eoh:ECO103_3589
ko:K03630	eoh:ECO103_2479
ko:K03630	eoh:ECO103_3754
ko:K03630	eoh:ECO103_4892
ko:K03553	eoh:ECO103_3234
ko:K03646	eoh:ECO103_0734
ko:K07796	eoh:ECO103_0577
ko:K03503	eoh:ECO103_1285
ko:K03502	eoh:ECO103_1286
ko:K07473	eoh:ECO103_0242
ko:K05839	eoh:ECO103_0436
ko:K03746	eoh:ECO103_1339
ko:K03674	eoh:ECO103_0893
ko:K11685	eoh:ECO103_3210
ko:K04565	eoh:ECO103_2232
ko:K08722	eoh:ECO103_2755
ko:K10748	eoh:ECO103_1750
ko:K03169	eoh:ECO103_1957
ko:K04565	eoh:ECO103_1787
ko:K05793	eoh:ECO103_3771
ko:K05792	eoh:ECO103_3772
ko:K05791	eoh:ECO103_3773
ko:K18898	eoh:ECO103_4241
ko:K07724	eoh:ECO103_3935
ko:K12684	eoh:ECO103_3805
ko:K05785	eoh:ECO103_4323
ko:K07389	eoh:ECO103_p32
ko:K03497	eoh:ECO103_p67
ko:K22044	eoh:ECO103_0844
ko:K18840	eoh:ECO103_4880
ko:K03976	eoh:ECO103_0457
ko:K07483	eoh:ECO103_4909
ko:K07483	eoh:ECO103_4912
ko:K07483	eoh:ECO103_4927
ko:K07483	eoh:ECO103_5150
ko:K07483	eoh:ECO103_5187
ko:K07483	eoh:ECO103_5201
ko:K07483	eoh:ECO103_p16
ko:K07483	eoh:ECO103_p26
ko:K07483	eoh:ECO103_p33
ko:K07483	eoh:ECO103_p41
ko:K07483	eoh:ECO103_p53
ko:K07483	eoh:ECO103_p90
ko:K19055	eoh:ECO103_1973
ko:K07484	eoh:ECO103_4926
ko:K07483	eoh:ECO103_3058
ko:K07483	eoh:ECO103_3584
ko:K07483	eoh:ECO103_1814
ko:K07483	eoh:ECO103_2572
ko:K07483	eoh:ECO103_3434
ko:K07483	eoh:ECO103_2115
ko:K07483	eoh:ECO103_2122
ko:K07483	eoh:ECO103_2130
ko:K07483	eoh:ECO103_2429
ko:K07483	eoh:ECO103_2440
ko:K07483	eoh:ECO103_2442
ko:K07483	eoh:ECO103_3730
ko:K07483	eoh:ECO103_3893
ko:K07483	eoh:ECO103_3646
ko:K07483	eoh:ECO103_3648
ko:K18979	eoh:ECO103_4959
ko:K18988	eoh:ECO103_0351
ko:K19046	eoh:ECO103_3302
ko:K19000	eoh:ECO103_0187
ko:K07484	eoh:ECO103_4925
ko:K06867	eoh:ECO103_4918
ko:K07484	eoh:ECO103_4911
ko:K01185	eoh:ECO103_2840
ko:K19229	eoh:ECO103_1455
ko:K07746	eoh:ECO103_2559
ko:K19155	eoh:ECO103_3875
ko:K19156	eoh:ECO103_3874
ko:K19221	eoh:ECO103_1431
ko:K19157	eoh:ECO103_0241
ko:K19222	eoh:ECO103_1829
ko:K19166	eoh:ECO103_3828
ko:K19166	eoh:ECO103_2360
ko:K19226	eoh:ECO103_1458
ko:K19235	eoh:ECO103_0854
ko:K19236	eoh:ECO103_1158
ko:K19123	eoh:ECO103_3303
ko:K02777	eoh:ECO103_2936
ko:K18922	eoh:ECO103_3305
ko:K07497	eoh:ECO103_2114
ko:K07497	eoh:ECO103_2123
ko:K07497	eoh:ECO103_3892
ko:K07497	eoh:ECO103_5186
ko:K07497	eoh:ECO103_p52
ko:K07497	eoh:ECO103_2129
ko:K07497	eoh:ECO103_2443
ko:K07497	eoh:ECO103_4910
ko:K07497	eoh:ECO103_5202
ko:K07497	eoh:ECO103_p34
ko:K07497	eoh:ECO103_p40
ko:K19158	eoh:ECO103_2495
ko:K22444	eoh:ECO103_1992
ko:K01710	eoh:ECO103_2520
ko:K19238	eoh:ECO103_2726
ko:K01710	eoh:ECO103_4376
ko:K07319	eoh:ECO103_1382
ko:K07319	eoh:ECO103_2097
ko:K19148	eoh:ECO103_4485
ko:K07497	eoh:ECO103_1632
ko:K19228	eoh:ECO103_1456
ko:K19125	eoh:ECO103_3299
ko:K19126	eoh:ECO103_3298
ko:K19159	eoh:ECO103_2496
ko:K07451	eoh:ECO103_0858
ko:K19168	eoh:ECO103_3471
ko:K09951	eoh:ECO103_3296
ko:K00336	eoh:ECO103_2747
ko:K19270	eoh:ECO103_2757
ko:K19265	eoh:ECO103_3685
ko:K01066	eoh:ECO103_4282
ko:K19416	eoh:ECO103_1016
ko:K07497	eoh:ECO103_0776
ko:K07497	eoh:ECO103_0310
ko:K07497	eoh:ECO103_3057
ko:K07497	eoh:ECO103_3585
ko:K07497	eoh:ECO103_1815
ko:K07497	eoh:ECO103_2403
ko:K07497	eoh:ECO103_2404
ko:K07497	eoh:ECO103_2571
ko:K07497	eoh:ECO103_3435
ko:K07497	eoh:ECO103_1686
ko:K07497	eoh:ECO103_2428
ko:K07497	eoh:ECO103_2439
ko:K07497	eoh:ECO103_3729
ko:K07497	eoh:ECO103_3645
ko:K07497	eoh:ECO103_3649
ko:K19335	eoh:ECO103_5046
ko:K07497	eoh:ECO103_5151
ko:K07497	eoh:ECO103_5200
ko:K07497	eoh:ECO103_p17
ko:K07497	eoh:ECO103_p25
ko:K07497	eoh:ECO103_p89
ko:K19267	eoh:ECO103_5010
ko:K19337	eoh:ECO103_2043
ko:K19338	eoh:ECO103_2450
ko:K19304	eoh:ECO103_2046
ko:K19334	eoh:ECO103_5047
ko:K19302	eoh:ECO103_0885
ko:K19270	eoh:ECO103_1919
ko:K19354	eoh:ECO103_4564
ko:K19336	eoh:ECO103_5045
ko:K19333	eoh:ECO103_2018
ko:K21638	eoh:ECO103_1261
ko:K01785	eoh:ECO103_4292
ko:K19353	eoh:ECO103_p22
ko:K03722	eoh:ECO103_0835
ko:K19303	eoh:ECO103_1796
ko:K21636	eoh:ECO103_5034
ko:K07474	eoh:ECO103_1206
ko:K07474	eoh:ECO103_2318
ko:K02796	eoh:ECO103_2009
ko:K00525	eoh:ECO103_2703
ko:K19611	eoh:ECO103_0591
ko:K02257	eoh:ECO103_0405
ko:K19709	eoh:ECO103_1837
ko:K19688	eoh:ECO103_0880
ko:K02495	eoh:ECO103_4304
ko:K19775	eoh:ECO103_3843
ko:K19745	eoh:ECO103_3993
ko:K19777	eoh:ECO103_4238
ko:K19778	eoh:ECO103_4237
ko:K19776	eoh:ECO103_4463
ko:K00799	eoh:ECO103_0882
ko:K07484	eoh:ECO103_4928
ko:K00799	eoh:ECO103_2765
ko:K06131	eoh:ECO103_0825
ko:K01612	eoh:ECO103_3280
ko:K06132	eoh:ECO103_1092
ko:K07147	eoh:ECO103_2219
ko:K07119	eoh:ECO103_1580
ko:K15777	eoh:ECO103_3717
ko:K19784	eoh:ECO103_4445
ko:K13069	eoh:ECO103_1673
ko:K19802	eoh:ECO103_1490
ko:K01185	eoh:ECO103_2400
ko:K19803	eoh:ECO103_2651
ko:K19804	eoh:ECO103_1443
ko:K19810	eoh:ECO103_4942
ko:K19956	eoh:ECO103_3511
ko:K15035	eoh:ssrA
ko:K20265	eoh:ECO103_1619
ko:K14219	eoh:ECO103_tRNA38
ko:K14219	eoh:ECO103_tRNA49
ko:K07686	eoh:ECO103_4488
ko:K21394	eoh:ECO103_4657
ko:K20542	eoh:ECO103_4259
ko:K20543	eoh:ECO103_4258
ko:K20552	eoh:ECO103_3638
ko:K20541	eoh:ECO103_4260
ko:K22443	eoh:ECO103_1991
ko:K22111	eoh:ECO103_5090
ko:K22132	eoh:ECO103_3355
ko:K02438	eoh:ECO103_4152
ko:K02790	eoh:ECO103_1761
ko:K02791	eoh:ECO103_1761
ko:K21029	eoh:ECO103_0870
ko:K21084	eoh:ECO103_2546
ko:K21085	eoh:ECO103_2206
ko:K21086	eoh:ECO103_4253
ko:K21087	eoh:ECO103_1296
ko:K21088	eoh:ECO103_1507
ko:K21089	eoh:ECO103_2603
ko:K21021	eoh:ECO103_3178
ko:K21028	eoh:ECO103_1950
ko:K21090	eoh:ECO103_2004
ko:K21091	eoh:ECO103_ncRNA15
ko:K00525	eoh:ECO103_3216
ko:K00526	eoh:ECO103_3217
ko:K06223	eoh:ECO103_4105
ko:K01520	eoh:ECO103_4542
ko:K03676	eoh:ECO103_4569
ko:K02314	eoh:ECO103_4801
ko:K06952	eoh:ECO103_0512
ko:K01160	eoh:ECO103_0524
ko:K14744	eoh:ECO103_1200
ko:K14744	eoh:ECO103_1391
ko:K03546	eoh:ECO103_0371
ko:K09935	eoh:ECO103_0834
ko:K07336	eoh:ECO103_0840
ko:K07313	eoh:ECO103_0765
ko:K14744	eoh:ECO103_0773
ko:K06197	eoh:ECO103_1322
ko:K06217	eoh:ECO103_0667
ko:K00857	eoh:ECO103_1340
ko:K09960	eoh:ECO103_3112
ko:K09961	eoh:ECO103_3114
ko:K00558	eoh:ECO103_3136
ko:K01160	eoh:ECO103_2336
ko:K07455	eoh:ECO103_2863
ko:K06866	eoh:ECO103_3158
ko:K00560	eoh:ECO103_3386
ko:K06191	eoh:ECO103_3214
ko:K01160	eoh:ECO103_1695
ko:K06903	eoh:ECO103_1887
ko:K06906	eoh:ECO103_1895
ko:K06908	eoh:ECO103_1898
ko:K06907	eoh:ECO103_1899
ko:K06905	eoh:ECO103_1900
ko:K07313	eoh:ECO103_2029
ko:K14744	eoh:ECO103_2397
ko:K00558	eoh:ECO103_2211
ko:K14744	eoh:ECO103_2088
ko:K01160	eoh:ECO103_2100
ko:K02314	eoh:ECO103_2102
ko:K14744	eoh:ECO103_2255
ko:K01185	eoh:ECO103_2258
ko:K02316	eoh:ECO103_3746
ko:K04068	eoh:ECO103_5033
ko:K14744	eoh:ECO103_5206
ko:K07474	eoh:ECO103_5210
ko:K21393	eoh:ECO103_4656
ko:K07741	eoh:ECO103_2878
ko:K07802	eoh:ECO103_1427
ko:K02335	eoh:ECO103_4307
ko:K21395	eoh:ECO103_4655
ko:K21449	eoh:ECO103_4577
ko:K21470	eoh:ECO103_0969
ko:K22105	eoh:ECO103_4721
ko:K21498	eoh:ECO103_0459
ko:K21511	eoh:ECO103_0541
ko:K21512	eoh:ECO103_0538
ko:K21498	eoh:ECO103_1606
ko:K21602	eoh:ECO103_4660
ko:K08319	eoh:ECO103_3274
ko:K21739	eoh:ECO103_0280
ko:K21740	eoh:ECO103_0279
ko:K21741	eoh:ECO103_0278
ko:K21742	eoh:ECO103_3740
ko:K21746	eoh:ECO103_0281
ko:K21698	eoh:ECO103_3984
ko:K21695	eoh:ECO103_3983
ko:K21759	eoh:ECO103_3279
ko:K02334	eoh:ECO103_3132
ko:K21948	eoh:ECO103_3275
ko:K21963	eoh:ECO103_0271
ko:K21965	eoh:ECO103_0269
ko:K21966	eoh:ECO103_0268
ko:K21974	eoh:ECO103_1265
ko:K21975	eoh:ECO103_1266
ko:K21968	eoh:ECO103_0266
ko:K21976	eoh:ECO103_1267
ko:K21990	eoh:ECO103_2811
ko:K22041	eoh:ECO103_1156
ko:K22015	eoh:ECO103_4830
ko:K22051	eoh:ECO103_4955
ko:K22014	eoh:ECO103_0537
ko:K21964	eoh:ECO103_0270
ko:K21967	eoh:ECO103_0267
ko:K21972	eoh:ECO103_1263
ko:K21973	eoh:ECO103_1264
ko:K22131	eoh:ECO103_3277
ko:K01816	eoh:ECO103_0481
ko:K05275	eoh:ECO103_1538
ko:K03595	eoh:ECO103_3144
ko:K22130	eoh:ECO103_3276
ko:K22104	eoh:ECO103_3967
ko:K22110	eoh:ECO103_5092
ko:K22110	eoh:ECO103_4296
ko:K03079	eoh:ECO103_4652
ko:K08994	eoh:ECO103_1650
ko:K03078	eoh:ECO103_4653
ko:K03077	eoh:ECO103_4651
ko:K22300	eoh:ECO103_1709
ko:K22304	eoh:ECO103_1362
ko:K22300	eoh:ECO103_1364
ko:K22304	eoh:ECO103_2287
ko:K22304	eoh:ECO103_2364
ko:K22304	eoh:ECO103_1714
ko:K22304	eoh:ECO103_1174
ko:K22293	eoh:ECO103_1678
ko:K22302	eoh:ECO103_1708
ko:K22302	eoh:ECO103_1365
ko:K13566	eoh:ECO103_0235
ko:K11206	eoh:ECO103_0633
ko:K22488	eoh:ECO103_3424
ko:K22489	eoh:ECO103_3282
ko:K22487	eoh:ECO103_3422
ko:K00424	eoh:ECO103_0729
ko:K22508	eoh:ECO103_3429
ko:K22509	eoh:ECO103_3428
ko:K22486	eoh:ECO103_3413
