ko:K02495	sfs:SFyv_5686
ko:K07480	sfs:SFyv_1846
ko:K04565	sfs:SFyv_2447
ko:K07480	sfs:SFyv_4731
ko:K07480	sfs:SFyv_4734
ko:K07480	sfs:SFyv_5980
ko:K07480	sfs:SFyv_6024
ko:K07480	sfs:SFyv_3031
ko:K07480	sfs:SFyv_4783
ko:K07480	sfs:SFyv_4790
ko:K07480	sfs:SFyv_6089
ko:K07480	sfs:SFyv_6105
ko:K07480	sfs:SFyv_6106
ko:K07480	sfs:SFyv_0179
ko:K07480	sfs:SFyv_0749
ko:K03646	sfs:SFyv_0778
ko:K07480	sfs:SFyv_1331
ko:K07480	sfs:SFyv_1332
ko:K07480	sfs:SFyv_2497
ko:K07480	sfs:SFyv_3080
ko:K07480	sfs:SFyv_3631
ko:K07480	sfs:SFyv_6121
ko:K07480	sfs:SFyv_6130
ko:K07480	sfs:SFyv_6152
ko:K07480	sfs:SFyv_1945
ko:K07480	sfs:SFyv_2524
ko:K07480	sfs:SFyv_2525
ko:K07480	sfs:SFyv_2535
ko:K07480	sfs:SFyv_2540
ko:K07480	sfs:SFyv_3113
ko:K07480	sfs:SFyv_6219
ko:K07480	sfs:SFyv_6225
ko:K07480	sfs:SFyv_6226
ko:K07480	sfs:SFyv_6246
ko:K07480	sfs:SFyv_6261
ko:K07480	sfs:SFyv_0836
ko:K07480	sfs:SFyv_1413
ko:K07480	sfs:SFyv_1996
ko:K07480	sfs:SFyv_2553
ko:K07480	sfs:SFyv_2566
ko:K07480	sfs:SFyv_2574
ko:K07480	sfs:SFyv_3143
ko:K07480	sfs:SFyv_3147
ko:K07480	sfs:SFyv_5071
ko:K07480	sfs:SFyv_5078
ko:K07480	sfs:SFyv_6294
ko:K07480	sfs:SFyv_6300
ko:K07480	sfs:SFyv_6338
ko:K07480	sfs:SFyv_2020
ko:K07480	sfs:SFyv_2039
ko:K07480	sfs:SFyv_3161
ko:K07480	sfs:SFyv_3171
ko:K07480	sfs:SFyv_3177
ko:K07480	sfs:SFyv_3178
ko:K07480	sfs:SFyv_3886
ko:K07480	sfs:SFyv_5096
ko:K07480	sfs:SFyv_5104
ko:K07480	sfs:SFyv_5120
ko:K07480	sfs:SFyv_5151
ko:K07480	sfs:SFyv_6382
ko:K00344	sfs:SFyv_6034
ko:K07480	sfs:SFyv_0339
ko:K07480	sfs:SFyv_1479
ko:K07480	sfs:SFyv_1486
ko:K07480	sfs:SFyv_1502
ko:K07480	sfs:SFyv_2067
ko:K07480	sfs:SFyv_2653
ko:K07480	sfs:SFyv_2665
ko:K07480	sfs:SFyv_3201
ko:K11685	sfs:SFyv_3911
ko:K07480	sfs:SFyv_5192
ko:K07480	sfs:SFyv_5204
ko:K07480	sfs:SFyv_5237
ko:K07480	sfs:SFyv_0348
ko:K07480	sfs:SFyv_0360
ko:K07480	sfs:SFyv_1503
ko:K08151	sfs:SFyv_1505
ko:K07480	sfs:SFyv_3987
ko:K07480	sfs:SFyv_5242
ko:K07480	sfs:SFyv_5258
ko:K07480	sfs:SFyv_5286
ko:K07480	sfs:SFyv_5308
ko:K07480	sfs:SFyv_0400
ko:K03169	sfs:SFyv_2141
ko:K07480	sfs:SFyv_3277
ko:K07480	sfs:SFyv_4045
ko:K07480	sfs:SFyv_4050
ko:K07480	sfs:SFyv_5361
ko:K03894	sfs:SFyv_5368
ko:K03896	sfs:SFyv_5369
ko:K03895	sfs:SFyv_5370
ko:K07480	sfs:SFyv_5382
ko:K07480	sfs:SFyv_5404
ko:K07480	sfs:SFyv_5422
ko:K07480	sfs:SFyv_2191
ko:K07480	sfs:SFyv_2201
ko:K07480	sfs:SFyv_2216
ko:K07480	sfs:SFyv_2786
ko:K07480	sfs:SFyv_4235
ko:K07480	sfs:SFyv_4246
ko:K07480	sfs:SFyv_4274
ko:K07480	sfs:SFyv_4275
ko:K12684	sfs:SFyv_5495
ko:K07480	sfs:SFyv_5538
ko:K07480	sfs:SFyv_0497
ko:K07480	sfs:SFyv_2252
ko:K07480	sfs:SFyv_2260
ko:K07480	sfs:SFyv_2840
ko:K12684	sfs:SFyv_4306
ko:K12684	sfs:SFyv_4314
ko:K07480	sfs:SFyv_4333
ko:K07480	sfs:SFyv_4370
ko:K07480	sfs:SFyv_5604
ko:K05839	sfs:SFyv_0552
ko:K03674	sfs:SFyv_1128
ko:K07480	sfs:SFyv_3417
ko:K08722	sfs:SFyv_3441
ko:K07480	sfs:SFyv_4371
ko:K07480	sfs:SFyv_4374
ko:K07480	sfs:SFyv_4375
ko:K05785	sfs:SFyv_5652
ko:K07480	sfs:SFyv_5701
ko:K07480	sfs:SFyv_5720
ko:K07480	sfs:SFyv_0026
ko:K07480	sfs:SFyv_1168
ko:K07480	sfs:SFyv_1721
ko:K03503	sfs:SFyv_1751
ko:K03502	sfs:SFyv_1752
ko:K07480	sfs:SFyv_4481
ko:K07480	sfs:SFyv_4488
ko:K07480	sfs:SFyv_5739
ko:K07480	sfs:SFyv_0607
ko:K07480	sfs:SFyv_1785
ko:K07480	sfs:SFyv_2947
ko:K07480	sfs:SFyv_3505
ko:K07480	sfs:SFyv_4557
ko:K07480	sfs:SFyv_4608
ko:K08323	sfs:SFyv_5847
ko:K07480	sfs:SFyv_5851
ko:K14219	sfs:SFyv_tRNA28
ko:K07480	sfs:SFyv_0626
ko:K07796	sfs:SFyv_0640
ko:K07810	sfs:SFyv_0642
ko:K10748	sfs:SFyv_2388
ko:K07480	sfs:SFyv_2402
ko:K07480	sfs:SFyv_2966
ko:K07480	sfs:SFyv_4613
ko:K07724	sfs:SFyv_4687
ko:K07483	sfs:SFyv_5350
ko:K07483	sfs:SFyv_5190
ko:K05396	sfs:SFyv_2870
ko:K14219	sfs:SFyv_tRNA69
ko:K14219	sfs:SFyv_tRNA66
ko:K14219	sfs:SFyv_tRNA67
ko:K14219	sfs:SFyv_tRNA68
ko:K18979	sfs:SFyv_6273
ko:K18997	sfs:SFyv_1418
ko:K18988	sfs:SFyv_0325
ko:K05799	sfs:SFyv_0142
ko:K04771	sfs:SFyv_0207
ko:K19048	sfs:SFyv_6331
ko:K19048	sfs:SFyv_0831
ko:K14221	sfs:SFyv_tRNA37
ko:K14221	sfs:SFyv_tRNA5
ko:K14221	sfs:SFyv_tRNA4
ko:K01985	sfs:SFyv_rRNA10
ko:K01985	sfs:SFyv_rRNA11
ko:K01985	sfs:SFyv_rRNA8
ko:K01985	sfs:SFyv_rRNA12
ko:K01985	sfs:SFyv_rRNA9
ko:K01985	sfs:SFyv_rRNA15
ko:K01985	sfs:SFyv_rRNA14
ko:K01985	sfs:SFyv_rRNA13
ko:K14230	sfs:SFyv_tRNA15
ko:K14230	sfs:SFyv_tRNA19
ko:K14230	sfs:SFyv_tRNA83
ko:K14230	sfs:SFyv_tRNA70
ko:K14230	sfs:SFyv_tRNA35
ko:K14237	sfs:SFyv_tRNA23
ko:K00632	sfs:SFyv_3511
ko:K07497	sfs:SFyv_0672
ko:K07497	sfs:SFyv_5189
ko:K07483	sfs:SFyv_0331
ko:K07483	sfs:SFyv_0404
ko:K07483	sfs:SFyv_0412
ko:K07483	sfs:SFyv_0939
ko:K07483	sfs:SFyv_0964
ko:K07483	sfs:SFyv_0982
ko:K07483	sfs:SFyv_1114
ko:K07483	sfs:SFyv_1214
ko:K07483	sfs:SFyv_1238
ko:K07483	sfs:SFyv_1243
ko:K07483	sfs:SFyv_1260
ko:K07483	sfs:SFyv_1473
ko:K07483	sfs:SFyv_1577
ko:K07483	sfs:SFyv_1859
ko:K07483	sfs:SFyv_2003
ko:K07483	sfs:SFyv_2027
ko:K07483	sfs:SFyv_2041
ko:K07483	sfs:SFyv_2095
ko:K07483	sfs:SFyv_2291
ko:K07483	sfs:SFyv_2624
ko:K07483	sfs:SFyv_2644
ko:K07483	sfs:SFyv_2703
ko:K07483	sfs:SFyv_2783
ko:K07483	sfs:SFyv_3015
ko:K07483	sfs:SFyv_3156
ko:K07483	sfs:SFyv_3700
ko:K07483	sfs:SFyv_3798
ko:K07483	sfs:SFyv_4002
ko:K07483	sfs:SFyv_4719
ko:K07483	sfs:SFyv_5414
ko:K07483	sfs:SFyv_5492
ko:K07483	sfs:SFyv_6329
ko:K19000	sfs:SFyv_0247
ko:K14234	sfs:SFyv_tRNA17
ko:K14234	sfs:SFyv_tRNA21
ko:K14234	sfs:SFyv_tRNA85
ko:K14234	sfs:SFyv_tRNA45
ko:K14234	sfs:SFyv_tRNA78
ko:K14219	sfs:SFyv_tRNA7
ko:K14219	sfs:SFyv_tRNA16
ko:K14219	sfs:SFyv_tRNA20
ko:K14219	sfs:SFyv_tRNA84
ko:K14219	sfs:SFyv_tRNA88
ko:K07497	sfs:SFyv_0711
ko:K07497	sfs:SFyv_0960
ko:K07497	sfs:SFyv_1209
ko:K07497	sfs:SFyv_2350
ko:K07497	sfs:SFyv_2636
ko:K07497	sfs:SFyv_2698
ko:K07497	sfs:SFyv_2794
ko:K07497	sfs:SFyv_2816
ko:K07497	sfs:SFyv_3353
ko:K07497	sfs:SFyv_3519
ko:K07497	sfs:SFyv_4151
ko:K07497	sfs:SFyv_6133
ko:K19227	sfs:SFyv_1922
ko:K11748	sfs:SFyv_4866
ko:K19221	sfs:SFyv_1884
ko:K19222	sfs:SFyv_2514
ko:K19161	sfs:SFyv_0382
ko:K19166	sfs:SFyv_4538
ko:K19226	sfs:SFyv_1923
ko:K19229	sfs:SFyv_1920
ko:K19235	sfs:SFyv_1088
ko:K19236	sfs:SFyv_1659
ko:K07319	sfs:SFyv_4781
ko:K02777	sfs:SFyv_3587
ko:K19047	sfs:SFyv_1482
ko:K03445	sfs:SFyv_5490
ko:K01154	sfs:SFyv_6332
ko:K22444	sfs:SFyv_2091
ko:K16291	sfs:SFyv_3010
ko:K19160	sfs:SFyv_0383
ko:K19238	sfs:SFyv_3402
ko:K01710	sfs:SFyv_3058
ko:K01710	sfs:SFyv_5580
ko:K07495	sfs:SFyv_5530
ko:K07495	sfs:SFyv_1070
ko:K07495	sfs:SFyv_1274
ko:K07495	sfs:SFyv_1302
ko:K07495	sfs:SFyv_1841
ko:K07495	sfs:SFyv_3184
ko:K07495	sfs:SFyv_4074
ko:K07495	sfs:SFyv_4511
ko:K07495	sfs:SFyv_4981
ko:K07495	sfs:SFyv_5124
ko:K07495	sfs:SFyv_5502
ko:K11745	sfs:SFyv_0061
ko:K19228	sfs:SFyv_1921
ko:K22044	sfs:SFyv_1076
ko:K05708	sfs:SFyv_3749
ko:K07495	sfs:SFyv_0543
ko:K19162	sfs:SFyv_0553
ko:K19168	sfs:SFyv_4183
ko:K04772	sfs:SFyv_4746
ko:K00713	sfs:SFyv_5300
ko:K00336	sfs:SFyv_3431
ko:K00557	sfs:SFyv_5859
ko:K19270	sfs:SFyv_3443
ko:K19265	sfs:SFyv_4427
ko:K01992	sfs:SFyv_1049
ko:K01992	sfs:SFyv_1051
ko:K01992	sfs:SFyv_5049
ko:K19416	sfs:SFyv_1370
ko:K07496	sfs:SFyv_2461
ko:K07496	sfs:SFyv_2602
ko:K07496	sfs:SFyv_2888
ko:K11645	sfs:SFyv_3121
ko:K03722	sfs:SFyv_1059
ko:K19335	sfs:SFyv_6155
ko:K07497	sfs:SFyv_0668
ko:K07497	sfs:SFyv_0717
ko:K07497	sfs:SFyv_3018
ko:K07497	sfs:SFyv_1357
ko:K07497	sfs:SFyv_6127
ko:K07497	sfs:SFyv_5068
ko:K07497	sfs:SFyv_6327
ko:K07497	sfs:SFyv_2022
ko:K07497	sfs:SFyv_0311
ko:K07497	sfs:SFyv_0328
ko:K07497	sfs:SFyv_0329
ko:K07497	sfs:SFyv_3206
ko:K07497	sfs:SFyv_4006
ko:K07497	sfs:SFyv_0409
ko:K07497	sfs:SFyv_0983
ko:K07497	sfs:SFyv_1564
ko:K07497	sfs:SFyv_1568
ko:K07497	sfs:SFyv_1569
ko:K07497	sfs:SFyv_1576
ko:K07497	sfs:SFyv_2146
ko:K07497	sfs:SFyv_2704
ko:K07497	sfs:SFyv_5351
ko:K07497	sfs:SFyv_0433
ko:K07497	sfs:SFyv_2808
ko:K07497	sfs:SFyv_4326
ko:K07497	sfs:SFyv_2331
ko:K07497	sfs:SFyv_4478
ko:K07497	sfs:SFyv_1206
ko:K07497	sfs:SFyv_2938
ko:K07497	sfs:SFyv_0646
ko:K19267	sfs:SFyv_6208
ko:K19337	sfs:SFyv_2731
ko:K19338	sfs:SFyv_3009
ko:K19304	sfs:SFyv_2734
ko:K19334	sfs:SFyv_6154
ko:K19302	sfs:SFyv_1118
ko:K01175	sfs:SFyv_0861
ko:K19270	sfs:SFyv_2208
ko:K19271	sfs:SFyv_1499
ko:K01785	sfs:SFyv_5709
ko:K19336	sfs:SFyv_6156
ko:K19354	sfs:SFyv_5285
ko:K19333	sfs:SFyv_2060
ko:K02440	sfs:SFyv_5790
ko:K21637	sfs:SFyv_6087
ko:K06867	sfs:SFyv_2215
ko:K06867	sfs:SFyv_5925
ko:K06867	sfs:SFyv_5927
ko:K01066	sfs:SFyv_0573
ko:K19303	sfs:SFyv_2467
ko:K01096	sfs:SFyv_1896
ko:K13683	sfs:SFyv_3078
ko:K19577	sfs:SFyv_2470
ko:K07497	sfs:SFyv_4366
ko:K07497	sfs:SFyv_1465
ko:K19611	sfs:SFyv_0679
ko:K06884	sfs:SFyv_1871
ko:K02257	sfs:SFyv_0501
ko:K18148	sfs:SFyv_0388
ko:K02796	sfs:SFyv_2071
ko:K07497	sfs:SFyv_0667
ko:K07497	sfs:SFyv_3022
ko:K07497	sfs:SFyv_1458
ko:K07497	sfs:SFyv_1460
ko:K19688	sfs:SFyv_1109
ko:K05875	sfs:SFyv_2829
ko:K07497	sfs:SFyv_4315
ko:K07497	sfs:SFyv_4317
ko:K08172	sfs:SFyv_2997
ko:K08172	sfs:SFyv_2999
ko:K19775	sfs:SFyv_4558
ko:K19745	sfs:SFyv_4770
ko:K19777	sfs:SFyv_5115
ko:K19778	sfs:SFyv_5114
ko:K19776	sfs:SFyv_5439
ko:K00799	sfs:SFyv_1112
ko:K06131	sfs:SFyv_1045
ko:K00799	sfs:SFyv_3456
ko:K07147	sfs:SFyv_2952
ko:K07147	sfs:SFyv_2953
ko:K07119	sfs:SFyv_2586
ko:K06132	sfs:SFyv_1555
ko:K00042	sfs:SFyv_4588
ko:K15777	sfs:SFyv_4472
ko:K19784	sfs:SFyv_5410
ko:K19802	sfs:SFyv_1970
ko:K03293	sfs:SFyv_5589
ko:K07497	sfs:SFyv_0986
ko:K07497	sfs:SFyv_0330
ko:K07497	sfs:SFyv_1215
ko:K07497	sfs:SFyv_0431
ko:K07497	sfs:SFyv_2637
ko:K07497	sfs:SFyv_2707
ko:K07749	sfs:SFyv_3538
ko:K07662	sfs:SFyv_5771
ko:K07497	sfs:SFyv_0666
ko:K07497	sfs:SFyv_1258
ko:K07497	sfs:SFyv_1259
ko:K07497	sfs:SFyv_1860
ko:K07497	sfs:SFyv_2998
ko:K07497	sfs:SFyv_4720
ko:K07497	sfs:SFyv_3014
ko:K12137	sfs:SFyv_3666
ko:K12137	sfs:SFyv_3669
ko:K07497	sfs:SFyv_3701
ko:K07497	sfs:SFyv_6221
ko:K07497	sfs:SFyv_1979
ko:K07497	sfs:SFyv_2004
ko:K07497	sfs:SFyv_3799
ko:K07497	sfs:SFyv_6328
ko:K07497	sfs:SFyv_2028
ko:K07497	sfs:SFyv_2042
ko:K07497	sfs:SFyv_2623
ko:K07497	sfs:SFyv_3157
ko:K07497	sfs:SFyv_1472
ko:K07497	sfs:SFyv_2645
ko:K07497	sfs:SFyv_0940
ko:K07497	sfs:SFyv_2096
ko:K07497	sfs:SFyv_2113
ko:K07497	sfs:SFyv_4003
ko:K07497	sfs:SFyv_0403
ko:K07497	sfs:SFyv_0963
ko:K07497	sfs:SFyv_1548
ko:K07497	sfs:SFyv_0413
ko:K07497	sfs:SFyv_0424
ko:K07497	sfs:SFyv_1578
ko:K07497	sfs:SFyv_5415
ko:K07497	sfs:SFyv_2784
ko:K07497	sfs:SFyv_5493
ko:K07497	sfs:SFyv_2261
ko:K07497	sfs:SFyv_2820
ko:K07497	sfs:SFyv_1115
ko:K07497	sfs:SFyv_2276
ko:K07497	sfs:SFyv_2292
ko:K07497	sfs:SFyv_1239
ko:K07497	sfs:SFyv_1242
ko:K07497	sfs:SFyv_2964
ko:K07497	sfs:SFyv_2965
ko:K07497	sfs:SFyv_2974
ko:K19803	sfs:SFyv_3286
ko:K19804	sfs:SFyv_1901
ko:K19810	sfs:SFyv_6247
ko:K19956	sfs:SFyv_5933
ko:K01139	sfs:SFyv_5332
ko:K00632	sfs:SFyv_5657
ko:K05710	sfs:SFyv_3751
ko:K00529	sfs:SFyv_3753
ko:K05711	sfs:SFyv_3752
ko:K12991	sfs:SFyv_3051
ko:K01271	sfs:SFyv_5661
ko:K02081	sfs:SFyv_4599
ko:K09017	sfs:SFyv_1435
ko:K03892	sfs:SFyv_5099
ko:K03973	sfs:SFyv_1939
ko:K02032	sfs:SFyv_2551
ko:K08970	sfs:SFyv_3134
ko:K07274	sfs:SFyv_2115
ko:K05874	sfs:SFyv_6366
ko:K02483	sfs:SFyv_2950
ko:K02485	sfs:SFyv_1837
ko:K07484	sfs:SFyv_0510
ko:K07484	sfs:SFyv_1204
ko:K07484	sfs:SFyv_2978
ko:K07484	sfs:SFyv_4813
ko:K07484	sfs:SFyv_6074
ko:K01138	sfs:SFyv_2528
ko:K01138	sfs:SFyv_5467
ko:K07484	sfs:SFyv_6072
ko:K07495	sfs:SFyv_0268
ko:K07495	sfs:SFyv_5616
ko:K07495	sfs:SFyv_5845
ko:K07484	sfs:SFyv_1205
ko:K07484	sfs:SFyv_4814
ko:K21638	sfs:SFyv_2266
ko:K21636	sfs:SFyv_6170
ko:K19956	sfs:SFyv_4234
ko:K07484	sfs:SFyv_0508
ko:K07484	sfs:SFyv_4311
ko:K07484	sfs:SFyv_2976
ko:K20265	sfs:SFyv_2543
ko:K20265	sfs:SFyv_3629
ko:K07686	sfs:SFyv_5481
ko:K19591	sfs:SFyv_0585
ko:K20542	sfs:SFyv_5143
ko:K20534	sfs:SFyv_0414
ko:K20543	sfs:SFyv_5141
ko:K20541	sfs:SFyv_5144
ko:K12684	sfs:SFyv_5376
ko:K07484	sfs:SFyv_4309
ko:K12684	sfs:SFyv_5497
ko:K21394	sfs:SFyv_5238
ko:K22111	sfs:SFyv_6120
ko:K22132	sfs:SFyv_4105
ko:K14230	sfs:SFyv_tRNA12
ko:K14230	sfs:SFyv_tRNA8
ko:K14230	sfs:SFyv_tRNA32
ko:K14230	sfs:SFyv_tRNA33
ko:K14230	sfs:SFyv_tRNA63
ko:K14232	sfs:SFyv_tRNA27
ko:K14232	sfs:SFyv_tRNA42
ko:K14219	sfs:SFyv_tRNA39
ko:K14233	sfs:SFyv_tRNA91
ko:K14233	sfs:SFyv_tRNA90
ko:K14233	sfs:SFyv_tRNA92
ko:K14233	sfs:SFyv_tRNA65
ko:K21088	sfs:SFyv_2676
ko:K21087	sfs:SFyv_1774
ko:K21089	sfs:SFyv_3203
ko:K21089	sfs:SFyv_3208
ko:K02438	sfs:SFyv_4986
ko:K14231	sfs:SFyv_tRNA57
ko:K14231	sfs:SFyv_tRNA34
ko:K02790	sfs:SFyv_2407
ko:K02791	sfs:SFyv_2407
ko:K14225	sfs:SFyv_tRNA18
ko:K14225	sfs:SFyv_tRNA86
ko:K14225	sfs:SFyv_tRNA22
ko:K14225	sfs:SFyv_tRNA47
ko:K14225	sfs:SFyv_tRNA79
ko:K14225	sfs:SFyv_tRNA64
ko:K14226	sfs:SFyv_tRNA40
ko:K14218	sfs:SFyv_tRNA73
ko:K14218	sfs:SFyv_tRNA74
ko:K14232	sfs:SFyv_tRNA59
ko:K14223	sfs:SFyv_tRNA13
ko:K14223	sfs:SFyv_tRNA14
ko:K14228	sfs:SFyv_tRNA9
ko:K14228	sfs:SFyv_tRNA82
ko:K14228	sfs:SFyv_tRNA62
ko:K14228	sfs:SFyv_tRNA41
ko:K14228	sfs:SFyv_tRNA54
ko:K14228	sfs:SFyv_tRNA56
ko:K14228	sfs:SFyv_tRNA55
ko:K14228	sfs:SFyv_tRNA58
ko:K14235	sfs:SFyv_tRNA38
ko:K14223	sfs:SFyv_tRNA10
ko:K14223	sfs:SFyv_tRNA11
ko:K14236	sfs:SFyv_tRNA89
ko:K14236	sfs:SFyv_tRNA46
ko:K14229	sfs:SFyv_tRNA31
ko:K14229	sfs:SFyv_tRNA93
ko:K14229	sfs:SFyv_tRNA95
ko:K14234	sfs:SFyv_tRNA6
ko:K14220	sfs:SFyv_tRNA24
ko:K14220	sfs:SFyv_tRNA26
ko:K14220	sfs:SFyv_tRNA25
ko:K14220	sfs:SFyv_tRNA75
ko:K04333	sfs:SFyv_1542
ko:K21085	sfs:SFyv_2929
ko:K21086	sfs:SFyv_5131
ko:K21087	sfs:SFyv_1770
ko:K00821	sfs:SFyv_4874
ko:K21088	sfs:SFyv_2677
ko:K08968	sfs:SFyv_2055
ko:K21028	sfs:SFyv_2151
ko:K21021	sfs:SFyv_3860
ko:K21021	sfs:SFyv_3862
ko:K21028	sfs:SFyv_2152
ko:K21090	sfs:SFyv_2076
ko:K21039	sfs:SFyv_1257
ko:K00525	sfs:SFyv_3917
ko:K00526	sfs:SFyv_3918
ko:K00857	sfs:SFyv_1840
ko:K01160	sfs:SFyv_2985
ko:K02314	sfs:SFyv_6033
ko:K16711	sfs:SFyv_3061
ko:K04068	sfs:SFyv_6171
ko:K06223	sfs:SFyv_4913
ko:K06217	sfs:SFyv_0887
ko:K14059	sfs:SFyv_2017
ko:K07313	sfs:SFyv_2040
ko:K07313	sfs:SFyv_2043
ko:K06866	sfs:SFyv_3828
ko:K02315	sfs:SFyv_6375
ko:K06217	sfs:SFyv_1444
ko:K06191	sfs:SFyv_3915
ko:K09960	sfs:SFyv_0946
ko:K09961	sfs:SFyv_0948
ko:K06909	sfs:SFyv_0950
ko:K06909	sfs:SFyv_0955
ko:K03676	sfs:SFyv_5275
ko:K17680	sfs:SFyv_0966
ko:K02315	sfs:SFyv_0969
ko:K02314	sfs:SFyv_0970
ko:K14744	sfs:SFyv_0981
ko:K00560	sfs:SFyv_4122
ko:K01520	sfs:SFyv_5321
ko:K14623	sfs:SFyv_5326
ko:K03546	sfs:SFyv_0451
ko:K09935	sfs:SFyv_1058
ko:K07336	sfs:SFyv_1065
ko:K01160	sfs:SFyv_2781
ko:K06919	sfs:SFyv_1688
ko:K06904	sfs:SFyv_1695
ko:K01160	sfs:SFyv_2270
ko:K02316	sfs:SFyv_4508
ko:K14744	sfs:SFyv_1208
ko:K00558	sfs:SFyv_2936
ko:K06197	sfs:SFyv_1819
ko:K00525	sfs:SFyv_3370
ko:K21393	sfs:SFyv_5239
ko:K07497	sfs:SFyv_1445
ko:K07497	sfs:SFyv_1446
ko:K07497	sfs:SFyv_3888
ko:K07497	sfs:SFyv_3889
ko:K07497	sfs:SFyv_5348
ko:K07497	sfs:SFyv_4145
ko:K07497	sfs:SFyv_1741
ko:K02335	sfs:SFyv_5680
ko:K13695	sfs:SFyv_2232
ko:K21449	sfs:SFyv_5265
ko:K21470	sfs:SFyv_1303
ko:K21430	sfs:SFyv_1111
ko:K21498	sfs:SFyv_0581
ko:K01420	sfs:SFyv_2693
ko:K21498	sfs:SFyv_2558
ko:K21602	sfs:SFyv_5231
ko:K21742	sfs:SFyv_4499
ko:K21698	sfs:SFyv_4758
ko:K21695	sfs:SFyv_4756
ko:K21948	sfs:SFyv_4001
ko:K21990	sfs:SFyv_3516
ko:K22041	sfs:SFyv_1657
ko:K22015	sfs:SFyv_6013
ko:K22015	sfs:SFyv_6017
ko:K22015	sfs:SFyv_6015
ko:K22051	sfs:SFyv_6267
ko:K08319	sfs:SFyv_4000
ko:K22443	sfs:SFyv_2093
ko:K03595	sfs:SFyv_3809
ko:K22105	sfs:SFyv_5856
ko:K22104	sfs:SFyv_4728
ko:K22110	sfs:SFyv_6118
ko:K22214	sfs:SFyv_4212
ko:K22214	sfs:SFyv_4213
ko:K08994	sfs:SFyv_2315
ko:K03077	sfs:SFyv_0074
ko:K15634	sfs:SFyv_6427
ko:K02560	sfs:SFyv_1476
ko:K22293	sfs:SFyv_2284
ko:K22302	sfs:SFyv_1230
ko:K13566	sfs:SFyv_0370
ko:K11206	sfs:SFyv_0929
ko:K22489	sfs:SFyv_4009
ko:K00424	sfs:SFyv_0784
ko:K22597	sfs:SFyv_1946
