ko:K15581	sew:SeSA_A1879
ko:K18765	sew:SeSA_A3567
ko:K18850	sew:SeSA_A1308
ko:K18889	sew:SeSA_A0519
ko:K18864	sew:SeSA_A2361
ko:K18868	sew:SeSA_A3389
ko:K08217	sew:SeSA_B0056
ko:K21645	sew:SeSA_A4767
ko:K20861	sew:SeSA_A1019
ko:K20866	sew:SeSA_A4237
ko:K20881	sew:SeSA_A3693
ko:K20862	sew:SeSA_A4160
ko:K07319	sew:SeSA_A3578
ko:K18800	sew:SeSA_A3227
ko:K18778	sew:SeSA_A0156
ko:K18831	sew:SeSA_A4241
ko:K18657	sew:SeSA_A1121
ko:K18890	sew:SeSA_A0520
ko:K03297	sew:SeSA_B0062
ko:K18824	sew:SeSA_B0090
ko:K18918	sew:SeSA_A4700
ko:K18918	sew:SeSA_B0017
ko:K03496	sew:SeSA_B0007
ko:K03976	sew:SeSA_A0558
ko:K19055	sew:SeSA_A1374
ko:K03526	sew:SeSA_A2762
ko:K18979	sew:SeSA_A4624
ko:K03431	sew:SeSA_B0091
ko:K18988	sew:SeSA_A0429
ko:K18997	sew:SeSA_A1175
ko:K19048	sew:SeSA_A0332
ko:K19046	sew:SeSA_A3096
ko:K19000	sew:SeSA_A0264
ko:K19227	sew:SeSA_A1818
ko:K19057	sew:SeSA_B0044
ko:K19059	sew:SeSA_B0043
ko:K19229	sew:SeSA_A1824
ko:K07746	sew:SeSA_A3114
ko:K19222	sew:SeSA_A1462
ko:K19166	sew:SeSA_A4242
ko:K19226	sew:SeSA_A1817
ko:K19123	sew:SeSA_A3097
ko:K19236	sew:SeSA_A1291
ko:K19163	sew:SeSA_A4745
ko:K19124	sew:SeSA_A3095
ko:K19238	sew:SeSA_A2532
ko:K22044	sew:SeSA_A0975
ko:K19125	sew:SeSA_A3094
ko:K19228	sew:SeSA_A1823
ko:K19126	sew:SeSA_A3093
ko:K19234	sew:SeSA_A1472
ko:K19235	sew:SeSA_A0989
ko:K19058	sew:SeSA_B0080
ko:K19162	sew:SeSA_A0534
ko:K07451	sew:SeSA_A2269
ko:K19168	sew:SeSA_A3214
ko:K09951	sew:SeSA_A3091
ko:K19164	sew:SeSA_A4744
ko:K19270	sew:SeSA_A2562
ko:K01992	sew:SeSA_A0963
ko:K01992	sew:SeSA_A0964
ko:K01992	sew:SeSA_A3777
ko:K19265	sew:SeSA_A2640
ko:K01066	sew:SeSA_A4243
ko:K03722	sew:SeSA_A1965
ko:K19416	sew:SeSA_A1148
ko:K19335	sew:SeSA_A1799
ko:K19353	sew:SeSA_A4328
ko:K19267	sew:SeSA_A4669
ko:K19337	sew:SeSA_A2041
ko:K19304	sew:SeSA_A2044
ko:K19505	sew:SeSA_A4788
ko:K19334	sew:SeSA_A4723
ko:K19302	sew:SeSA_A1017
ko:K19270	sew:SeSA_A1419
ko:K19271	sew:SeSA_B0098
ko:K19354	sew:SeSA_A3906
ko:K19336	sew:SeSA_A1800
ko:K19333	sew:SeSA_A1985
ko:K21637	sew:SeSA_A3306
ko:K19303	sew:SeSA_A1528
ko:K19510	sew:SeSA_A4794
ko:K19507	sew:SeSA_A4790
ko:K19611	sew:SeSA_A0743
ko:K11209	sew:SeSA_A2578
ko:K19506	sew:SeSA_A4789
ko:K02257	sew:SeSA_A0497
ko:K19508	sew:SeSA_A4791
ko:K19509	sew:SeSA_A4792
ko:K19592	sew:SeSA_A0407
ko:K19594	sew:SeSA_A0404
ko:K19709	sew:SeSA_A1453
ko:K19688	sew:SeSA_A1004
ko:K19745	sew:SeSA_A3568
ko:K19778	sew:SeSA_A1674
ko:K01785	sew:SeSA_A4230
ko:K00799	sew:SeSA_A1014
ko:K06131	sew:SeSA_A0960
ko:K00799	sew:SeSA_A2577
ko:K06132	sew:SeSA_A1215
ko:K15777	sew:SeSA_A3375
ko:K19784	sew:SeSA_A4059
ko:K19802	sew:SeSA_A1806
ko:K19803	sew:SeSA_A2453
ko:K19804	sew:SeSA_A1837
ko:K18923	sew:SeSA_B0003
ko:K07497	sew:SeSA_A3382
ko:K19810	sew:SeSA_A4603
ko:K07497	sew:SeSA_A0833
ko:K21636	sew:SeSA_A4703
ko:K19956	sew:SeSA_A3252
ko:K20265	sew:SeSA_A2589
ko:K20276	sew:SeSA_A2886
ko:K19591	sew:SeSA_A0563
ko:K01612	sew:SeSA_A3072
ko:K01236	sew:SeSA_A1672
ko:K20542	sew:SeSA_A3812
ko:K20534	sew:SeSA_A0724
ko:K20543	sew:SeSA_A3811
ko:K20533	sew:SeSA_B0075
ko:K20541	sew:SeSA_A3813
ko:K21394	sew:SeSA_A3869
ko:K22132	sew:SeSA_A3150
ko:K20609	sew:SeSA_A1729
ko:K01214	sew:SeSA_A1670
ko:K20993	sew:SeSA_B0022
ko:K21029	sew:SeSA_A0996
ko:K21023	sew:SeSA_A3580
ko:K21084	sew:SeSA_A2358
ko:K21085	sew:SeSA_A2146
ko:K21086	sew:SeSA_A3805
ko:K21087	sew:SeSA_A1940
ko:K21089	sew:SeSA_A2399
ko:K21021	sew:SeSA_A2867
ko:K08968	sew:SeSA_A1990
ko:K21090	sew:SeSA_A1971
ko:K03292	sew:SeSA_A0167
ko:K21393	sew:SeSA_A3870
ko:K21395	sew:SeSA_A3871
ko:K21449	sew:SeSA_A3892
ko:K21470	sew:SeSA_A1110
ko:K21602	sew:SeSA_A3865
ko:K21739	sew:SeSA_A0730
ko:K21740	sew:SeSA_A0731
ko:K21741	sew:SeSA_A0733
ko:K21746	sew:SeSA_A0729
ko:K21698	sew:SeSA_A3559
ko:K21695	sew:SeSA_A3558
ko:K21759	sew:SeSA_A3073
ko:K21948	sew:SeSA_A3067
ko:K21990	sew:SeSA_A2622
ko:K22041	sew:SeSA_A1289
ko:K22024	sew:SeSA_A0182
ko:K22025	sew:SeSA_A3064
ko:K22051	sew:SeSA_A4616
ko:K08319	sew:SeSA_A3068
ko:K22131	sew:SeSA_A3065
ko:K14274	sew:SeSA_A2862
ko:K22130	sew:SeSA_A3066
ko:K22129	sew:SeSA_A0181
ko:K22104	sew:SeSA_A3533
ko:K22110	sew:SeSA_A4268
ko:K22110	sew:SeSA_A1196
ko:K22110	sew:SeSA_A4226
ko:K22270	sew:SeSA_A2414
ko:K03079	sew:SeSA_A3874
ko:K03078	sew:SeSA_A3873
ko:K03077	sew:SeSA_A3875
ko:K03077	sew:SeSA_A0112
ko:K15634	sew:SeSA_A4836
ko:K22293	sew:SeSA_A1613
ko:K13566	sew:SeSA_A0357
ko:K11206	sew:SeSA_A0790
ko:K22488	sew:SeSA_A3027
ko:K22486	sew:SeSA_A3029
ko:K22489	sew:SeSA_A3070
ko:K00424	sew:SeSA_A0900
ko:K22487	sew:SeSA_A3025
ko:K22505	sew:SeSA_A3024
ko:K22512	sew:SeSA_A3048
ko:K22504	sew:SeSA_A3051
ko:K22506	sew:SeSA_A3047
ko:K22507	sew:SeSA_A3043
ko:K22508	sew:SeSA_A3042
ko:K22509	sew:SeSA_A3041
ko:K22510	sew:SeSA_A3040
ko:K22511	sew:SeSA_A3050
ko:K22513	sew:SeSA_A3046
ko:K22514	sew:SeSA_A3045
