ko:K00086	ecln:ECNIH4_18110
ko:K05589	ecln:ECNIH4_04960
ko:K00991	ecln:ECNIH4_04965
ko:K01770	ecln:ECNIH4_04970
ko:K06176	ecln:ECNIH4_04975
ko:K03787	ecln:ECNIH4_04980
ko:K00573	ecln:ECNIH4_04985
ko:K06194	ecln:ECNIH4_04990
ko:K03087	ecln:ECNIH4_04995
ko:K03186	ecln:ECNIH4_05020
ko:K03555	ecln:ECNIH4_05035
ko:K02013	ecln:ECNIH4_05055
ko:K02015	ecln:ECNIH4_05060
ko:K02016	ecln:ECNIH4_05065
ko:K15836	ecln:ECNIH4_05070
ko:K04655	ecln:ECNIH4_05075
ko:K04654	ecln:ECNIH4_05080
ko:K04653	ecln:ECNIH4_05085
ko:K04652	ecln:ECNIH4_05090
ko:K04651	ecln:ECNIH4_05095
ko:K15833	ecln:ECNIH4_05100
ko:K15827	ecln:ECNIH4_05105
ko:K15828	ecln:ECNIH4_05110
ko:K15829	ecln:ECNIH4_05115
ko:K15830	ecln:ECNIH4_05120
ko:K15831	ecln:ECNIH4_05125
ko:K15832	ecln:ECNIH4_05130
ko:K15834	ecln:ECNIH4_05135
ko:K08315	ecln:ECNIH4_05140
ko:K01223	ecln:ECNIH4_05145
ko:K02752	ecln:ECNIH4_05150
ko:K02753	ecln:ECNIH4_05150
ko:K03487	ecln:ECNIH4_05155
ko:K05796	ecln:ECNIH4_05160
ko:K04656	ecln:ECNIH4_05165
ko:K07241	ecln:ECNIH4_05170
ko:K12265	ecln:ECNIH4_05175
ko:K12264	ecln:ECNIH4_05180
ko:K12266	ecln:ECNIH4_05185
ko:K02467	ecln:ECNIH4_05190
ko:K02468	ecln:ECNIH4_05195
ko:K02466	ecln:ECNIH4_05200
ko:K00606	ecln:ECNIH4_18850
ko:K01918	ecln:ECNIH4_18855
ko:K01579	ecln:ECNIH4_18860
ko:K15540	ecln:ECNIH4_18870
ko:K07347	ecln:ECNIH4_18875
ko:K01992	ecln:ECNIH4_18910
ko:K01990	ecln:ECNIH4_18915
ko:K01673	ecln:ECNIH4_18920
ko:K00760	ecln:ECNIH4_18925
ko:K00117	ecln:ECNIH4_18930
ko:K14588	ecln:ECNIH4_18935
ko:K00797	ecln:ECNIH4_18945
ko:K01611	ecln:ECNIH4_18950
ko:K09910	ecln:ECNIH4_18980
ko:K01682	ecln:ECNIH4_18985
ko:K00382	ecln:ECNIH4_19005
ko:K00627	ecln:ECNIH4_19010
ko:K00163	ecln:ECNIH4_19015
ko:K11734	ecln:ECNIH4_19030
ko:K03807	ecln:ECNIH4_19045
ko:K03806	ecln:ECNIH4_19050
ko:K00767	ecln:ECNIH4_19055
ko:K02682	ecln:ECNIH4_19060
ko:K02504	ecln:ECNIH4_19065
ko:K02505	ecln:ECNIH4_19070
ko:K00364	ecln:ECNIH4_19075
ko:K00859	ecln:ECNIH4_19080
ko:K18778	ecln:ECNIH4_19085
ko:K09862	ecln:ECNIH4_19090
ko:K03574	ecln:ECNIH4_19095
ko:K03070	ecln:ECNIH4_19100
ko:K13301	ecln:ECNIH4_19105
ko:K02535	ecln:ECNIH4_19110
ko:K09972	ecln:ECNIH4_02515
ko:K09971	ecln:ECNIH4_02520
ko:K09970	ecln:ECNIH4_02525
ko:K09969	ecln:ECNIH4_02530
ko:K18142	ecln:ECNIH4_02540
ko:K18141	ecln:ECNIH4_02545
ko:K18140	ecln:ECNIH4_02550
ko:K03557	ecln:ECNIH4_02565
ko:K05540	ecln:ECNIH4_02570
ko:K01674	ecln:ECNIH4_02575
ko:K02687	ecln:ECNIH4_02580
ko:K14392	ecln:ECNIH4_02585
ko:K01961	ecln:ECNIH4_02615
ko:K02160	ecln:ECNIH4_02620
ko:K03786	ecln:ECNIH4_02625
ko:K17247	ecln:ECNIH4_02630
ko:K18765	ecln:ECNIH4_02645
ko:K03569	ecln:ECNIH4_02650
ko:K03570	ecln:ECNIH4_02655
ko:K03571	ecln:ECNIH4_02660
ko:K06287	ecln:ECNIH4_02665
ko:K08301	ecln:ECNIH4_02670
ko:K03568	ecln:ECNIH4_02680
ko:K15548	ecln:ECNIH4_02695
ko:K03468	ecln:ECNIH4_02700
ko:K00135	ecln:ECNIH4_02705
ko:K03623	ecln:ECNIH4_02710
ko:K03402	ecln:ECNIH4_02725
ko:K00024	ecln:ECNIH4_02730
ko:K04691	ecln:ECNIH4_02735
ko:K09908	ecln:ECNIH4_02745
ko:K06916	ecln:ECNIH4_02750
ko:K02871	ecln:ECNIH4_02755
ko:K02996	ecln:ECNIH4_02760
ko:K11901	ecln:ECNIH4_06855
ko:K11905	ecln:ECNIH4_06860
ko:K11911	ecln:ECNIH4_06870
ko:K04754	ecln:ECNIH4_06885
ko:K06076	ecln:ECNIH4_06890
ko:K01782	ecln:ECNIH4_06905
ko:K08296	ecln:ECNIH4_06910
ko:K07320	ecln:ECNIH4_06920
ko:K01736	ecln:ECNIH4_06925
ko:K07261	ecln:ECNIH4_06930
ko:K07090	ecln:ECNIH4_06935
ko:K09906	ecln:ECNIH4_06940
ko:K00647	ecln:ECNIH4_06955
ko:K03473	ecln:ECNIH4_06970
ko:K06173	ecln:ECNIH4_06980
ko:K03975	ecln:ECNIH4_06985
ko:K01963	ecln:ECNIH4_06990
ko:K11754	ecln:ECNIH4_06995
ko:K03749	ecln:ECNIH4_07000
ko:K03558	ecln:ECNIH4_07005
ko:K00764	ecln:ECNIH4_07010
ko:K03186	ecln:ECNIH4_07015
ko:K10013	ecln:ECNIH4_07020
ko:K10014	ecln:ECNIH4_07025
ko:K10016	ecln:ECNIH4_07030
ko:K10015	ecln:ECNIH4_07035
ko:K10017	ecln:ECNIH4_07040
ko:K07071	ecln:ECNIH4_07065
ko:K07589	ecln:ECNIH4_07070
ko:K02821	ecln:ECNIH4_07100
ko:K02822	ecln:ECNIH4_07105
ko:K03475	ecln:ECNIH4_07110
ko:K00615	ecln:ECNIH4_07115
ko:K00615	ecln:ECNIH4_07120
ko:K02355	ecln:ECNIH4_11250
ko:K00675	ecln:ECNIH4_11270
ko:K00374	ecln:ECNIH4_11275
ko:K00373	ecln:ECNIH4_11280
ko:K00371	ecln:ECNIH4_11285
ko:K00370	ecln:ECNIH4_11290
ko:K02575	ecln:ECNIH4_11295
ko:K08167	ecln:ECNIH4_11305
ko:K16076	ecln:ECNIH4_11315
ko:K08349	ecln:ECNIH4_11335
ko:K08350	ecln:ECNIH4_11340
ko:K13953	ecln:ECNIH4_11370
ko:K00027	ecln:ECNIH4_11380
ko:K02972	ecln:ECNIH4_11385
ko:K04063	ecln:ECNIH4_11405
ko:K12228	ecln:ECNIH4_23050
ko:K18918	ecln:ECNIH4_20385
ko:K14234	ecln:ECNIH4_18020
ko:K14228	ecln:ECNIH4_19710
ko:K14228	ecln:ECNIH4_19720
ko:K14228	ecln:ECNIH4_21915
ko:K14228	ecln:ECNIH4_19715
ko:K01977	ecln:ECNIH4_21645
ko:K01977	ecln:ECNIH4_22635
ko:K07448	ecln:ECNIH4_20185
ko:K18890	ecln:ECNIH4_17500
ko:K14228	ecln:ECNIH4_08645
ko:K14219	ecln:ECNIH4_06875
ko:K03630	ecln:ECNIH4_23365
ko:K03553	ecln:ECNIH4_05250
ko:K14225	ecln:ECNIH4_01150
ko:K14234	ecln:ECNIH4_01155
ko:K14234	ecln:ECNIH4_02505
ko:K01977	ecln:ECNIH4_05945
ko:K01977	ecln:ECNIH4_22095
ko:K01977	ecln:ECNIH4_21000
ko:K01977	ecln:ECNIH4_18535
ko:K14224	ecln:ECNIH4_02490
ko:K14224	ecln:ECNIH4_22630
ko:K14224	ecln:ECNIH4_20995
ko:K14224	ecln:ECNIH4_05950
ko:K18698	ecln:ECNIH4_23070
ko:K14218	ecln:ECNIH4_18525
ko:K14218	ecln:ECNIH4_22085
ko:K14218	ecln:ECNIH4_21635
ko:K14234	ecln:ECNIH4_18315
ko:K14223	ecln:ECNIH4_16270
ko:K14230	ecln:ECNIH4_16245
ko:K14230	ecln:ECNIH4_16265
ko:K14223	ecln:ECNIH4_16255
ko:K14223	ecln:ECNIH4_16260
ko:K14228	ecln:ECNIH4_16250
ko:K14233	ecln:ECNIH4_14405
ko:K14233	ecln:ECNIH4_14425
ko:K14237	ecln:ECNIH4_13165
ko:K14222	ecln:ECNIH4_08640
ko:K14220	ecln:ECNIH4_08195
ko:K14220	ecln:ECNIH4_08205
ko:K14220	ecln:ECNIH4_08310
ko:K14220	ecln:ECNIH4_08230
ko:K14233	ecln:ECNIH4_05270
ko:K14230	ecln:ECNIH4_03060
ko:K14230	ecln:ECNIH4_04740
ko:K14230	ecln:ECNIH4_04745
ko:K14230	ecln:ECNIH4_04735
ko:K14225	ecln:ECNIH4_04500
ko:K14230	ecln:ECNIH4_03540
ko:K14228	ecln:ECNIH4_03050
ko:K14226	ecln:ECNIH4_21920
ko:K14219	ecln:ECNIH4_21925
ko:K14235	ecln:ECNIH4_22065
ko:K01978	ecln:ECNIH4_22640
ko:K18146	ecln:ECNIH4_10670
ko:K00335	ecln:ECNIH4_07190
ko:K02615	ecln:ECNIH4_12375
ko:K18838	ecln:ECNIH4_18200
ko:K03976	ecln:ECNIH4_17305
ko:K03668	ecln:ECNIH4_11035
ko:K00042	ecln:ECNIH4_03260
ko:K09472	ecln:ECNIH4_12715
ko:K19055	ecln:ECNIH4_13775
ko:K03526	ecln:ECNIH4_06300
ko:K14742	ecln:ECNIH4_09545
ko:K07483	ecln:ECNIH4_09175
ko:K07483	ecln:ECNIH4_10930
ko:K07483	ecln:ECNIH4_10945
ko:K07483	ecln:ECNIH4_03835
ko:K17850	ecln:ECNIH4_20870
ko:K00344	ecln:ECNIH4_21270
ko:K03761	ecln:ECNIH4_05965
ko:K05785	ecln:ECNIH4_21690
ko:K07389	ecln:ECNIH4_22450
ko:K03194	ecln:ECNIH4_22735
ko:K03201	ecln:ECNIH4_22760
ko:K03203	ecln:ECNIH4_22770
ko:K03204	ecln:ECNIH4_22775
ko:K03196	ecln:ECNIH4_22785
ko:K03169	ecln:ECNIH4_22810
ko:K03503	ecln:ECNIH4_22850
ko:K03496	ecln:ECNIH4_22880
ko:K03502	ecln:ECNIH4_23010
ko:K03503	ecln:ECNIH4_23015
ko:K12218	ecln:ECNIH4_23045
ko:K12217	ecln:ECNIH4_23055
ko:K18320	ecln:ECNIH4_23080
ko:K18555	ecln:ECNIH4_23110
ko:K18320	ecln:ECNIH4_23115
ko:K18320	ecln:ECNIH4_23130
ko:K12206	ecln:ECNIH4_23195
ko:K12209	ecln:ECNIH4_23220
ko:K12213	ecln:ECNIH4_23225
ko:K12214	ecln:ECNIH4_23235
ko:K03746	ecln:ECNIH4_23240
ko:K12222	ecln:ECNIH4_23270
ko:K12203	ecln:ECNIH4_23275
ko:K12204	ecln:ECNIH4_23280
ko:K05839	ecln:ECNIH4_23335
ko:K07480	ecln:ECNIH4_23435
ko:K03746	ecln:ECNIH4_23465
ko:K03194	ecln:ECNIH4_23470
ko:K03201	ecln:ECNIH4_23505
ko:K03203	ecln:ECNIH4_23510
ko:K03204	ecln:ECNIH4_23515
ko:K03196	ecln:ECNIH4_23525
ko:K18320	ecln:ECNIH4_23595
ko:K03503	ecln:ECNIH4_23695
ko:K03502	ecln:ECNIH4_23700
ko:K07480	ecln:ECNIH4_03865
ko:K15773	ecln:ECNIH4_03875
ko:K03895	ecln:ECNIH4_08325
ko:K03896	ecln:ECNIH4_08330
ko:K03894	ecln:ECNIH4_08335
ko:K03502	ecln:ECNIH4_12790
ko:K03503	ecln:ECNIH4_12795
ko:K10748	ecln:ECNIH4_12905
ko:K04565	ecln:ECNIH4_13070
ko:K03497	ecln:ECNIH4_08735
ko:K03496	ecln:ECNIH4_08775
ko:K03205	ecln:ECNIH4_08885
ko:K03169	ecln:ECNIH4_13705
ko:K05839	ecln:ECNIH4_17405
ko:K11685	ecln:ECNIH4_05395
ko:K15773	ecln:ECNIH4_01525
ko:K07796	ecln:ECNIH4_01565
ko:K07810	ecln:ECNIH4_01570
ko:K03746	ecln:ECNIH4_10145
ko:K03674	ecln:ECNIH4_15385
ko:K07480	ecln:ECNIH4_02605
ko:K07724	ecln:ECNIH4_07050
ko:K07724	ecln:ECNIH4_02970
ko:K08722	ecln:ECNIH4_07155
ko:K07796	ecln:ECNIH4_11610
ko:K07810	ecln:ECNIH4_11615
ko:K03646	ecln:ECNIH4_15995
ko:K03892	ecln:ECNIH4_04510
ko:K05396	ecln:ECNIH4_08595
ko:K18979	ecln:ECNIH4_20800
ko:K18988	ecln:ECNIH4_17895
ko:K05799	ecln:ECNIH4_19020
ko:K04771	ecln:ECNIH4_18730
ko:K01582	ecln:ECNIH4_18610
ko:K09017	ecln:ECNIH4_14480
ko:K03973	ecln:ECNIH4_10740
ko:K11645	ecln:ECNIH4_07840
ko:K19048	ecln:ECNIH4_00580
ko:K19048	ecln:ECNIH4_05040
ko:K07497	ecln:ECNIH4_09450
ko:K07497	ecln:ECNIH4_17200
ko:K07497	ecln:ECNIH4_22580
ko:K07497	ecln:ECNIH4_22860
ko:K19000	ecln:ECNIH4_18595
ko:K11748	ecln:ECNIH4_02120
ko:K19129	ecln:ECNIH4_15135
ko:K19221	ecln:ECNIH4_10550
ko:K19222	ecln:ECNIH4_13355
ko:K19166	ecln:ECNIH4_00385
ko:K07326	ecln:ECNIH4_04210
ko:K19226	ecln:ECNIH4_10720
ko:K19236	ecln:ECNIH4_13975
ko:K07448	ecln:ECNIH4_23445
ko:K08172	ecln:ECNIH4_08220
ko:K03445	ecln:ECNIH4_00450
ko:K07448	ecln:ECNIH4_22940
ko:K19163	ecln:ECNIH4_21580
ko:K11745	ecln:ECNIH4_19370
ko:K16291	ecln:ECNIH4_08225
ko:K02777	ecln:ECNIH4_06675
ko:K19163	ecln:ECNIH4_11345
ko:K01710	ecln:ECNIH4_08075
ko:K19215	ecln:ECNIH4_20875
ko:K19130	ecln:ECNIH4_15130
ko:K19228	ecln:ECNIH4_10710
ko:K19234	ecln:ECNIH4_13245
ko:K19128	ecln:ECNIH4_15140
ko:K19235	ecln:ECNIH4_15555
ko:K19162	ecln:ECNIH4_17400
ko:K19168	ecln:ECNIH4_04450
ko:K04772	ecln:ECNIH4_02740
ko:K19164	ecln:ECNIH4_21585
ko:K00557	ecln:ECNIH4_22110
ko:K00336	ecln:ECNIH4_07195
ko:K19270	ecln:ECNIH4_07145
ko:K19265	ecln:ECNIH4_06810
ko:K00839	ecln:ECNIH4_14560
ko:K19265	ecln:ECNIH4_03960
ko:K01992	ecln:ECNIH4_15730
ko:K01992	ecln:ECNIH4_15735
ko:K03722	ecln:ECNIH4_09540
ko:K19416	ecln:ECNIH4_14730
ko:K03722	ecln:ECNIH4_15705
ko:K00001	ecln:ECNIH4_16820
ko:K07497	ecln:ECNIH4_09170
ko:K07497	ecln:ECNIH4_10950
ko:K07497	ecln:ECNIH4_03840
ko:K00529	ecln:ECNIH4_04275
ko:K19271	ecln:ECNIH4_12620
ko:K19267	ecln:ECNIH4_20595
ko:K19337	ecln:ECNIH4_09310
ko:K19338	ecln:ECNIH4_08235
ko:K19304	ecln:ECNIH4_09295
ko:K19334	ecln:ECNIH4_20270
ko:K19302	ecln:ECNIH4_15425
ko:K01175	ecln:ECNIH4_16180
ko:K19270	ecln:ECNIH4_13545
ko:K19271	ecln:ECNIH4_23120
ko:K19333	ecln:ECNIH4_09430
ko:K06867	ecln:ECNIH4_05425
ko:K02031	ecln:ECNIH4_18445
ko:K19303	ecln:ECNIH4_13115
ko:K01096	ecln:ECNIH4_10605
ko:K19577	ecln:ECNIH4_13125
ko:K03498	ecln:ECNIH4_03800
ko:K20074	ecln:ECNIH4_09810
ko:K07344	ecln:ECNIH4_08925
ko:K06884	ecln:ECNIH4_14525
ko:K06884	ecln:ECNIH4_11940
ko:K19611	ecln:ECNIH4_16655
ko:K11209	ecln:ECNIH4_07075
ko:K22003	ecln:ECNIH4_08360
ko:K02796	ecln:ECNIH4_09490
ko:K19585	ecln:ECNIH4_12600
ko:K17881	ecln:ECNIH4_23065
ko:K12205	ecln:ECNIH4_23285
ko:K19688	ecln:ECNIH4_15450
ko:K05875	ecln:ECNIH4_09055
ko:K05875	ecln:ECNIH4_03480
ko:K19776	ecln:ECNIH4_00270
ko:K19745	ecln:ECNIH4_02640
ko:K19775	ecln:ECNIH4_03360
ko:K19778	ecln:ECNIH4_18075
ko:K00799	ecln:ECNIH4_15440
ko:K06131	ecln:ECNIH4_15750
ko:K00799	ecln:ECNIH4_07080
ko:K07119	ecln:ECNIH4_11150
ko:K15777	ecln:ECNIH4_03680
ko:K07147	ecln:ECNIH4_02635
ko:K19784	ecln:ECNIH4_00195
ko:K01271	ecln:ECNIH4_21665
ko:K05874	ecln:ECNIH4_19850
ko:K19802	ecln:ECNIH4_10835
ko:K00146	ecln:ECNIH4_12440
ko:K19803	ecln:ECNIH4_07515
ko:K19804	ecln:ECNIH4_10615
ko:K21613	ecln:ECNIH4_11185
ko:K07662	ecln:ECNIH4_22320
ko:K19810	ecln:ECNIH4_20910
ko:K07274	ecln:ECNIH4_13760
ko:K07274	ecln:ECNIH4_00935
ko:K21636	ecln:ECNIH4_20370
ko:K22468	ecln:ECNIH4_11350
ko:K01139	ecln:ECNIH4_00650
ko:K20266	ecln:ECNIH4_08915
ko:K07686	ecln:ECNIH4_00405
ko:K20276	ecln:ECNIH4_05500
ko:K20117	ecln:ECNIH4_17180
ko:K20118	ecln:ECNIH4_17180
ko:K19591	ecln:ECNIH4_17290
ko:K01612	ecln:ECNIH4_05025
ko:K01236	ecln:ECNIH4_11555
ko:K20542	ecln:ECNIH4_01365
ko:K20534	ecln:ECNIH4_17110
ko:K20527	ecln:ECNIH4_08895
ko:K20531	ecln:ECNIH4_08930
ko:K20542	ecln:ECNIH4_01325
ko:K20532	ecln:ECNIH4_08935
ko:K20543	ecln:ECNIH4_01370
ko:K20533	ecln:ECNIH4_08940
ko:K20528	ecln:ECNIH4_08900
ko:K03197	ecln:ECNIH4_22740
ko:K03200	ecln:ECNIH4_22750
ko:K03198	ecln:ECNIH4_23485
ko:K03200	ecln:ECNIH4_23495
ko:K20529	ecln:ECNIH4_08905
ko:K20530	ecln:ECNIH4_08910
ko:K20541	ecln:ECNIH4_01360
ko:K22602	ecln:ECNIH4_14590
ko:K22132	ecln:ECNIH4_04755
ko:K00130	ecln:ECNIH4_16705
ko:K03199	ecln:ECNIH4_22745
ko:K03199	ecln:ECNIH4_23490
ko:K03195	ecln:ECNIH4_23520
ko:K03195	ecln:ECNIH4_22780
ko:K01214	ecln:ECNIH4_11565
ko:K02790	ecln:ECNIH4_03200
ko:K02791	ecln:ECNIH4_03200
ko:K02081	ecln:ECNIH4_03245
ko:K02438	ecln:ECNIH4_01765
ko:K20885	ecln:ECNIH4_21745
ko:K02790	ecln:ECNIH4_12935
ko:K02791	ecln:ECNIH4_12935
ko:K02790	ecln:ECNIH4_04895
ko:K02791	ecln:ECNIH4_04895
ko:K02790	ecln:ECNIH4_06250
ko:K02791	ecln:ECNIH4_06250
ko:K21029	ecln:ECNIH4_15505
ko:K04333	ecln:ECNIH4_14365
ko:K21023	ecln:ECNIH4_02555
ko:K21084	ecln:ECNIH4_07895
ko:K21023	ecln:ECNIH4_10865
ko:K21085	ecln:ECNIH4_08450
ko:K21086	ecln:ECNIH4_01395
ko:K21087	ecln:ECNIH4_09645
ko:K21089	ecln:ECNIH4_07725
ko:K21088	ecln:ECNIH4_10860
ko:K21021	ecln:ECNIH4_05885
ko:K02495	ecln:ECNIH4_22555
ko:K08968	ecln:ECNIH4_09405
ko:K21028	ecln:ECNIH4_13675
ko:K00821	ecln:ECNIH4_02030
ko:K21090	ecln:ECNIH4_09510
ko:K21264	ecln:ECNIH4_20095
ko:K00525	ecln:ECNIH4_05365
ko:K00632	ecln:ECNIH4_06900
ko:K00526	ecln:ECNIH4_05360
ko:K02335	ecln:ECNIH4_22570
ko:K02314	ecln:ECNIH4_21265
ko:K18640	ecln:ECNIH4_22920
ko:K00558	ecln:ECNIH4_23430
ko:K04068	ecln:ECNIH4_20375
ko:K00558	ecln:ECNIH4_08425
ko:K00560	ecln:ECNIH4_04680
ko:K01520	ecln:ECNIH4_00695
ko:K07313	ecln:ECNIH4_09380
ko:K03676	ecln:ECNIH4_00835
ko:K06191	ecln:ECNIH4_05375
ko:K06919	ecln:ECNIH4_05540
ko:K06905	ecln:ECNIH4_05670
ko:K06906	ecln:ECNIH4_05675
ko:K06908	ecln:ECNIH4_05695
ko:K06907	ecln:ECNIH4_05700
ko:K06903	ecln:ECNIH4_05725
ko:K01185	ecln:ECNIH4_05755
ko:K06197	ecln:ECNIH4_10005
ko:K06217	ecln:ECNIH4_14435
ko:K03546	ecln:ECNIH4_17795
ko:K06866	ecln:ECNIH4_06005
ko:K00857	ecln:ECNIH4_10150
ko:K01185	ecln:ECNIH4_10305
ko:K06903	ecln:ECNIH4_10340
ko:K06907	ecln:ECNIH4_10365
ko:K06908	ecln:ECNIH4_10370
ko:K06906	ecln:ECNIH4_10390
ko:K06905	ecln:ECNIH4_10395
ko:K06223	ecln:ECNIH4_01965
ko:K14059	ecln:ECNIH4_10890
ko:K01185	ecln:ECNIH4_18970
ko:K00287	ecln:ECNIH4_19365
ko:K06217	ecln:ECNIH4_16290
ko:K02315	ecln:ECNIH4_19790
ko:K02316	ecln:ECNIH4_03555
ko:K16711	ecln:ECNIH4_08015
ko:K03292	ecln:ECNIH4_19035
ko:K02032	ecln:ECNIH4_18440
ko:K02032	ecln:ECNIH4_11420
ko:K02032	ecln:ECNIH4_16760
ko:K00525	ecln:ECNIH4_07360
ko:K03293	ecln:ECNIH4_21930
ko:K13695	ecln:ECNIH4_13465
ko:K21470	ecln:ECNIH4_14930
ko:K01420	ecln:ECNIH4_12840
ko:K00863	ecln:ECNIH4_18150
ko:K00863	ecln:ECNIH4_02825
ko:K21498	ecln:ECNIH4_18045
ko:K21698	ecln:ECNIH4_02685
ko:K01153	ecln:ECNIH4_17990
ko:K21695	ecln:ECNIH4_02690
ko:K21712	ecln:ECNIH4_20315
ko:K21759	ecln:ECNIH4_05030
ko:K13638	ecln:ECNIH4_02415
ko:K21973	ecln:ECNIH4_11460
ko:K21963	ecln:ECNIH4_19810
ko:K21974	ecln:ECNIH4_13290
ko:K21975	ecln:ECNIH4_13295
ko:K21976	ecln:ECNIH4_13300
ko:K21990	ecln:ECNIH4_06880
ko:K22041	ecln:ECNIH4_13985
ko:K22015	ecln:ECNIH4_21150
ko:K22015	ecln:ECNIH4_21145
ko:K22015	ecln:ECNIH4_13305
ko:K22044	ecln:ECNIH4_15645
ko:K22051	ecln:ECNIH4_20835
ko:K21972	ecln:ECNIH4_13280
ko:K21973	ecln:ECNIH4_13285
ko:K15576	ecln:ECNIH4_10035
ko:K05275	ecln:ECNIH4_12800
ko:K14274	ecln:ECNIH4_05910
ko:K03595	ecln:ECNIH4_06060
ko:K22105	ecln:ECNIH4_22120
ko:K22110	ecln:ECNIH4_20345
ko:K22110	ecln:ECNIH4_22525
ko:K08994	ecln:ECNIH4_11695
ko:K03077	ecln:ECNIH4_19310
ko:K15634	ecln:ECNIH4_19545
ko:K02257	ecln:ECNIH4_17625
ko:K22396	ecln:ECNIH4_20260
ko:K22397	ecln:ECNIH4_20265
ko:K22293	ecln:ECNIH4_12510
ko:K13566	ecln:ECNIH4_18415
ko:K11206	ecln:ECNIH4_16415
ko:K22441	ecln:ECNIH4_12355
ko:K00424	ecln:ECNIH4_16020
ko:K22489	ecln:ECNIH4_05015
ko:K22601	ecln:ECNIH4_14600
