ko:K19744	pnc:NCGM2_5052
ko:K10814	pnc:NCGM2_3175
ko:K10815	pnc:NCGM2_3176
ko:K10816	pnc:NCGM2_3177
ko:K12987	pnc:NCGM2_1370
ko:K12993	pnc:NCGM2_6226
ko:K11916	pnc:NCGM2_2569
ko:K12988	pnc:NCGM2_0515
ko:K12240	pnc:NCGM2_5470
ko:K12241	pnc:NCGM2_5469
ko:K08194	pnc:NCGM2_3192
ko:K12238	pnc:NCGM2_5473
ko:K11918	pnc:NCGM2_3374
ko:K14219	pnc:NCGM2_0350
ko:K14225	pnc:NCGM2_2910
ko:K14220	pnc:NCGM2_2911
ko:K03417	pnc:NCGM2_1525
ko:K17716	pnc:NCGM2_4271
ko:K11070	pnc:NCGM2_4740
ko:K02030	pnc:NCGM2_0534
ko:K02030	pnc:NCGM2_1504
ko:K18150	pnc:NCGM2_4850
ko:K07679	pnc:NCGM2_3596
ko:K01802	pnc:NCGM2_1363
ko:K01802	pnc:NCGM2_4848
ko:K02030	pnc:NCGM2_0370
ko:K02030	pnc:NCGM2_6033
ko:K17316	pnc:NCGM2_4302
ko:K02030	pnc:NCGM2_3701
ko:K02030	pnc:NCGM2_0434
ko:K02065	pnc:NCGM2_0856
ko:K17315	pnc:NCGM2_4303
ko:K01992	pnc:NCGM2_5238
ko:K02028	pnc:NCGM2_3702
ko:K02058	pnc:NCGM2_0152
ko:K11209	pnc:NCGM2_2514
ko:K19609	pnc:NCGM2_3714
ko:K03457	pnc:NCGM2_5720
ko:K04091	pnc:NCGM2_4582
ko:K02066	pnc:NCGM2_0855
ko:K11209	pnc:NCGM2_1894
ko:K08738	pnc:NCGM2_5678
ko:K02028	pnc:NCGM2_2138
ko:K02028	pnc:NCGM2_5907
ko:K02052	pnc:NCGM2_5583
ko:K03457	pnc:NCGM2_0411
ko:K17060	pnc:NCGM2_2224
ko:K17061	pnc:NCGM2_2223
ko:K17247	pnc:NCGM2_0888
ko:K17103	pnc:NCGM2_0886
ko:K05603	pnc:NCGM2_0404
ko:K00951	pnc:NCGM2_1717
ko:K00151	pnc:NCGM2_5324
ko:K17218	pnc:NCGM2_3353
ko:K17218	pnc:NCGM2_3576
ko:K01897	pnc:NCGM2_4427
ko:K01897	pnc:NCGM2_4428
ko:K01800	pnc:NCGM2_3475
ko:K18456	pnc:NCGM2_0147
ko:K17713	pnc:NCGM2_4987
ko:K04091	pnc:NCGM2_3365
ko:K15555	pnc:NCGM2_4580
ko:K01992	pnc:NCGM2_4802
ko:K17228	pnc:NCGM2_5151
ko:K17317	pnc:NCGM2_4301
ko:K10112	pnc:NCGM2_4300
ko:K10439	pnc:NCGM2_2864
ko:K02029	pnc:NCGM2_0435
ko:K01990	pnc:NCGM2_3906
ko:K01399	pnc:NCGM2_4855
ko:K10111	pnc:NCGM2_3349
ko:K01992	pnc:NCGM2_3905
ko:K01992	pnc:NCGM2_4537
ko:K07576	pnc:NCGM2_4745
ko:K17686	pnc:NCGM2_5113
ko:K01990	pnc:NCGM2_4803
ko:K01990	pnc:NCGM2_5237
ko:K17680	pnc:NCGM2_2906
ko:K01533	pnc:NCGM2_2436
ko:K18139	pnc:NCGM2_5770
ko:K09788	pnc:NCGM2_1522
ko:K17723	pnc:NCGM2_5758
ko:K03892	pnc:NCGM2_3287
ko:K00632	pnc:NCGM2_4128
ko:K05540	pnc:NCGM2_0676
ko:K03566	pnc:NCGM2_2058
ko:K06518	pnc:NCGM2_4570
ko:K03566	pnc:NCGM2_5034
ko:K11928	pnc:NCGM2_1510
ko:K03574	pnc:NCGM2_3815
ko:K19746	pnc:NCGM2_5053
ko:K07263	pnc:NCGM2_5827
ko:K07263	pnc:NCGM2_5828
ko:K01658	pnc:NCGM2_1856
ko:K01658	pnc:NCGM2_5554
ko:K15856	pnc:NCGM2_6231
ko:K17758	pnc:NCGM2_0571
ko:K17759	pnc:NCGM2_0571
ko:K00344	pnc:NCGM2_0022
ko:K00248	pnc:NCGM2_0493
ko:K00018	pnc:NCGM2_0963
ko:K01130	pnc:NCGM2_0191
ko:K00138	pnc:NCGM2_2957
ko:K17735	pnc:NCGM2_6160
ko:K00135	pnc:NCGM2_0348
ko:K01497	pnc:NCGM2_5247
ko:K17737	pnc:NCGM2_2972
ko:K01139	pnc:NCGM2_6103
ko:K00249	pnc:NCGM2_3558
ko:K07003	pnc:NCGM2_3224
ko:K18001	pnc:NCGM2_1851
ko:K01758	pnc:NCGM2_5798
ko:K18000	pnc:NCGM2_1850
ko:K18002	pnc:NCGM2_1852
ko:K18003	pnc:NCGM2_1853
ko:K18004	pnc:NCGM2_5394
ko:K00020	pnc:NCGM2_4695
ko:K02614	pnc:NCGM2_5962
ko:K00520	pnc:NCGM2_1750
ko:K17940	pnc:NCGM2_3602
ko:K00004	pnc:NCGM2_5301
ko:K01267	pnc:NCGM2_4370
ko:K07483	pnc:NCGM2_0044
ko:K07483	pnc:NCGM2_2026
ko:K07483	pnc:NCGM2_3231
ko:K07483	pnc:NCGM2_3764
ko:K07483	pnc:NCGM2_4499
ko:K07483	pnc:NCGM2_5950
ko:K07483	pnc:NCGM2_6334
ko:K07068	pnc:NCGM2_1871
ko:K06998	pnc:NCGM2_5460
ko:K07003	pnc:NCGM2_4197
ko:K01133	pnc:NCGM2_0030
ko:K01007	pnc:NCGM2_2671
ko:K18148	pnc:NCGM2_6248
ko:K18138	pnc:NCGM2_1228
ko:K00004	pnc:NCGM2_5356
ko:K09017	pnc:NCGM2_0175
ko:K18093	pnc:NCGM2_1765
ko:K03719	pnc:NCGM2_1092
ko:K01046	pnc:NCGM2_3972
ko:K18029	pnc:NCGM2_2493
ko:K03585	pnc:NCGM2_1229
ko:K00249	pnc:NCGM2_1657
ko:K00249	pnc:NCGM2_2422
ko:K00557	pnc:NCGM2_0820
ko:K18073	pnc:NCGM2_2709
ko:K18072	pnc:NCGM2_2708
ko:K07814	pnc:NCGM2_0751
ko:K00632	pnc:NCGM2_4592
ko:K07222	pnc:NCGM2_6166
ko:K17850	pnc:NCGM2_5309
ko:K07782	pnc:NCGM2_2816
ko:K04343	pnc:NCGM2_2775
ko:K18100	pnc:NCGM2_4619
ko:K18101	pnc:NCGM2_4618
ko:K18099	pnc:NCGM2_4617
ko:K00249	pnc:NCGM2_0521
ko:K18118	pnc:NCGM2_6222
ko:K18235	pnc:NCGM2_5729
ko:K18289	pnc:NCGM2_1660
ko:K18304	pnc:NCGM2_2313
ko:K07165	pnc:NCGM2_0630
ko:K07165	pnc:NCGM2_2828
ko:K07165	pnc:NCGM2_2187
ko:K07165	pnc:NCGM2_5090
ko:K18296	pnc:NCGM2_0994
ko:K18295	pnc:NCGM2_0993
ko:K18294	pnc:NCGM2_0992
ko:K18298	pnc:NCGM2_3496
ko:K18299	pnc:NCGM2_3497
ko:K18300	pnc:NCGM2_3498
ko:K18305	pnc:NCGM2_5450
ko:K18306	pnc:NCGM2_5451
ko:K18307	pnc:NCGM2_5452
ko:K18308	pnc:NCGM2_5453
ko:K11073	pnc:NCGM2_0315
ko:K07289	pnc:NCGM2_0361
ko:K15125	pnc:NCGM2_0042
ko:K07092	pnc:NCGM2_0737
ko:K11688	pnc:NCGM2_0975
ko:K18093	pnc:NCGM2_1744
ko:K11073	pnc:NCGM2_2102
ko:K12368	pnc:NCGM2_1104
ko:K02455	pnc:NCGM2_1350
ko:K03781	pnc:NCGM2_1827
ko:K03543	pnc:NCGM2_1831
ko:K06042	pnc:NCGM2_4015
ko:K03407	pnc:NCGM2_2342
ko:K08289	pnc:NCGM2_4933
ko:K03726	pnc:NCGM2_6333
ko:K07095	pnc:NCGM2_5851
ko:K18320	pnc:NCGM2_1745
ko:K07497	pnc:NCGM2_0264
ko:K18291	pnc:NCGM2_1656
ko:K18292	pnc:NCGM2_1661
ko:K18301	pnc:NCGM2_4809
ko:K18303	pnc:NCGM2_4807
ko:K00138	pnc:NCGM2_5221
ko:K14234	pnc:NCGM2_2912
ko:K00984	pnc:NCGM2_1759
ko:K20258	pnc:NCGM2_3581
ko:K22589	pnc:NCGM2_3700
ko:K00100	pnc:NCGM2_2019
ko:K18473	pnc:NCGM2_5930
ko:K16234	pnc:NCGM2_0413
ko:K11904	pnc:NCGM2_3712
ko:K11904	pnc:NCGM2_0100
ko:K11904	pnc:NCGM2_0095
ko:K07645	pnc:NCGM2_0757
ko:K11904	pnc:NCGM2_3384
ko:K18459	pnc:NCGM2_0323
ko:K18480	pnc:NCGM2_4329
ko:K11904	pnc:NCGM2_0420
ko:K11904	pnc:NCGM2_2552
ko:K11904	pnc:NCGM2_4627
ko:K11904	pnc:NCGM2_6029
ko:K00681	pnc:NCGM2_0172
ko:K00681	pnc:NCGM2_2226
ko:K00681	pnc:NCGM2_5839
ko:K19296	pnc:NCGM2_4676
ko:K18540	pnc:NCGM2_4729
ko:K12658	pnc:NCGM2_3706
ko:K02664	pnc:NCGM2_0470
ko:K02663	pnc:NCGM2_0469
ko:K00249	pnc:NCGM2_2061
ko:K18691	pnc:NCGM2_4947
ko:K21645	pnc:NCGM2_6202
ko:K09690	pnc:NCGM2_3695
ko:K12994	pnc:NCGM2_6225
ko:K18815	pnc:NCGM2_1758
ko:K09690	pnc:NCGM2_6228
ko:K18800	pnc:NCGM2_5981
ko:K18893	pnc:NCGM2_4350
ko:K20862	pnc:NCGM2_6045
ko:K07497	pnc:NCGM2_2025
ko:K09892	pnc:NCGM2_5986
ko:K18782	pnc:NCGM2_1757
ko:K18954	pnc:NCGM2_0254
ko:K18850	pnc:NCGM2_3646
ko:K18930	pnc:NCGM2_0762
ko:K01971	pnc:NCGM2_3118
ko:K03496	pnc:NCGM2_0484
ko:K03205	pnc:NCGM2_0846
ko:K03496	pnc:NCGM2_0862
ko:K03497	pnc:NCGM2_0868
ko:K08363	pnc:NCGM2_1753
ko:K03169	pnc:NCGM2_1441
ko:K03111	pnc:NCGM2_1442
ko:K03646	pnc:NCGM2_1778
ko:K11811	pnc:NCGM2_3290
ko:K04054	pnc:NCGM2_2623
ko:K03496	pnc:NCGM2_2347
ko:K03497	pnc:NCGM2_6350
ko:K03496	pnc:NCGM2_6351
ko:K18974	pnc:NCGM2_1761
ko:K07665	pnc:NCGM2_3903
ko:K03761	pnc:NCGM2_6311
ko:K07497	pnc:NCGM2_0263
ko:K07497	pnc:NCGM2_3229
ko:K07497	pnc:NCGM2_3759
ko:K19055	pnc:NCGM2_2756
ko:K07483	pnc:NCGM2_1793
ko:K03976	pnc:NCGM2_4708
ko:K18975	pnc:NCGM2_1760
ko:K03526	pnc:NCGM2_4990
ko:K07481	pnc:NCGM2_1826
ko:K08085	pnc:NCGM2_1046
ko:K18973	pnc:NCGM2_6294
ko:K00335	pnc:NCGM2_3657
ko:K00336	pnc:NCGM2_3658
ko:K00433	pnc:NCGM2_3745
ko:K18991	pnc:NCGM2_5631
ko:K07497	pnc:NCGM2_1746
ko:K19000	pnc:NCGM2_1723
ko:K19057	pnc:NCGM2_1749
ko:K19059	pnc:NCGM2_1748
ko:K07746	pnc:NCGM2_1798
ko:K06992	pnc:NCGM2_2663
ko:K00148	pnc:NCGM2_6194
ko:K19156	pnc:NCGM2_1401
ko:K02030	pnc:NCGM2_0371
ko:K07326	pnc:NCGM2_3465
ko:K06893	pnc:NCGM2_2729
ko:K03458	pnc:NCGM2_2392
ko:K12979	pnc:NCGM2_1719
ko:K07326	pnc:NCGM2_0040
ko:K05913	pnc:NCGM2_5299
ko:K09017	pnc:NCGM2_5761
ko:K00091	pnc:NCGM2_0958
ko:K03293	pnc:NCGM2_1518
ko:K03668	pnc:NCGM2_1708
ko:K06858	pnc:NCGM2_5245
ko:K06867	pnc:NCGM2_3501
ko:K06992	pnc:NCGM2_2871
ko:K16291	pnc:NCGM2_3964
ko:K00344	pnc:NCGM2_3697
ko:K01505	pnc:NCGM2_4209
ko:K07749	pnc:NCGM2_4864
ko:K01710	pnc:NCGM2_5917
ko:K06893	pnc:NCGM2_4462
ko:K05799	pnc:NCGM2_0124
ko:K09017	pnc:NCGM2_2389
ko:K01271	pnc:NCGM2_1103
ko:K00525	pnc:NCGM2_2029
ko:K00525	pnc:NCGM2_6276
ko:K22468	pnc:NCGM2_3433
ko:K19068	pnc:NCGM2_4270
ko:K02030	pnc:NCGM2_0372
ko:K00344	pnc:NCGM2_5995
ko:K01406	pnc:NCGM2_2131
ko:K12979	pnc:NCGM2_1088
ko:K19058	pnc:NCGM2_1751
ko:K19155	pnc:NCGM2_1402
ko:K19168	pnc:NCGM2_1487
ko:K06884	pnc:NCGM2_3128
ko:K07216	pnc:NCGM2_2571
ko:K19092	pnc:NCGM2_1797
ko:K19221	pnc:NCGM2_2156
ko:K12349	pnc:NCGM2_1619
ko:K00020	pnc:NCGM2_4442
ko:K19246	pnc:NCGM2_2042
ko:K19344	pnc:NCGM2_5679
ko:K01066	pnc:NCGM2_6158
ko:K19290	pnc:NCGM2_4666
ko:K01992	pnc:NCGM2_4536
ko:K01992	pnc:NCGM2_5991
ko:K03722	pnc:NCGM2_1906
ko:K04771	pnc:NCGM2_1493
ko:K19293	pnc:NCGM2_4671
ko:K19294	pnc:NCGM2_4674
ko:K19295	pnc:NCGM2_4675
ko:K19302	pnc:NCGM2_5210
ko:K19342	pnc:NCGM2_4532
ko:K07497	pnc:NCGM2_1794
ko:K07497	pnc:NCGM2_1795
ko:K07497	pnc:NCGM2_1796
ko:K07497	pnc:NCGM2_1843
ko:K07497	pnc:NCGM2_3228
ko:K07497	pnc:NCGM2_3763
ko:K07497	pnc:NCGM2_5449
ko:K19345	pnc:NCGM2_5680
ko:K19353	pnc:NCGM2_1083
ko:K00249	pnc:NCGM2_1168
ko:K01795	pnc:NCGM2_4670
ko:K19337	pnc:NCGM2_6214
ko:K19337	pnc:NCGM2_4296
ko:K06867	pnc:NCGM2_4415
ko:K19300	pnc:NCGM2_5320
ko:K19339	pnc:NCGM2_4527
ko:K19416	pnc:NCGM2_3620
ko:K06867	pnc:NCGM2_0979
ko:K19340	pnc:NCGM2_4530
ko:K19341	pnc:NCGM2_4531
ko:K19291	pnc:NCGM2_4667
ko:K19292	pnc:NCGM2_4668
ko:K19577	pnc:NCGM2_1249
ko:K18567	pnc:NCGM2_3072
ko:K18567	pnc:NCGM2_4431
ko:K21699	pnc:NCGM2_0137
ko:K07344	pnc:NCGM2_0840
ko:K19610	pnc:NCGM2_1712
ko:K19609	pnc:NCGM2_1713
ko:K19610	pnc:NCGM2_3713
ko:K19611	pnc:NCGM2_3715
ko:K03446	pnc:NCGM2_2115
ko:K00799	pnc:NCGM2_1202
ko:K20257	pnc:NCGM2_1854
ko:K19594	pnc:NCGM2_4647
ko:K19713	pnc:NCGM2_3484
ko:K07165	pnc:NCGM2_3028
ko:K19713	pnc:NCGM2_1025
ko:K00992	pnc:NCGM2_5589
ko:K19711	pnc:NCGM2_1469
ko:K19696	pnc:NCGM2_4119
ko:K07666	pnc:NCGM2_0758
ko:K08305	pnc:NCGM2_5192
ko:K01003	pnc:NCGM2_0654
ko:K20260	pnc:NCGM2_2817
ko:K20260	pnc:NCGM2_5457
ko:K19784	pnc:NCGM2_2078
ko:K00799	pnc:NCGM2_3907
ko:K06131	pnc:NCGM2_3138
ko:K06132	pnc:NCGM2_6074
ko:K00995	pnc:NCGM2_3599
ko:K07119	pnc:NCGM2_2541
ko:K07119	pnc:NCGM2_3179
ko:K07147	pnc:NCGM2_0887
ko:K13877	pnc:NCGM2_2135
ko:K15777	pnc:NCGM2_3944
ko:K17722	pnc:NCGM2_5757
ko:K19803	pnc:NCGM2_5954
ko:K13775	pnc:NCGM2_4003
ko:K14731	pnc:NCGM2_3078
ko:K21636	pnc:NCGM2_2839
ko:K09796	pnc:NCGM2_4970
ko:K09471	pnc:NCGM2_6073
ko:K20971	pnc:NCGM2_5173
ko:K11915	pnc:NCGM2_0079
ko:K07474	pnc:NCGM2_1579
ko:K06904	pnc:NCGM2_1582
ko:K20260	pnc:NCGM2_2818
ko:K02314	pnc:NCGM2_0591
ko:K07336	pnc:NCGM2_1085
ko:K14059	pnc:NCGM2_0352
ko:K03676	pnc:NCGM2_0380
ko:K09935	pnc:NCGM2_1016
ko:K03546	pnc:NCGM2_1325
ko:K14059	pnc:NCGM2_1553
ko:K02315	pnc:NCGM2_1570
ko:K02314	pnc:NCGM2_1571
ko:K03791	pnc:NCGM2_1576
ko:K20266	pnc:NCGM2_0842
ko:K20265	pnc:NCGM2_0727
ko:K13061	pnc:NCGM2_4616
ko:K20260	pnc:NCGM2_5456
ko:K20262	pnc:NCGM2_5461
ko:K20276	pnc:NCGM2_2792
ko:K20277	pnc:NCGM2_4492
ko:K20262	pnc:NCGM2_2822
ko:K20320	pnc:NCGM2_5310
ko:K20259	pnc:NCGM2_3580
ko:K20455	pnc:NCGM2_1523
ko:K20444	pnc:NCGM2_1958
ko:K20527	pnc:NCGM2_0845
ko:K20531	pnc:NCGM2_0839
ko:K20532	pnc:NCGM2_0838
ko:K20533	pnc:NCGM2_0837
ko:K20528	pnc:NCGM2_0844
ko:K20529	pnc:NCGM2_0843
ko:K20534	pnc:NCGM2_0711
ko:K20972	pnc:NCGM2_0672
ko:K07076	pnc:NCGM2_2287
ko:K01214	pnc:NCGM2_3144
ko:K11529	pnc:NCGM2_2384
ko:K20881	pnc:NCGM2_5934
ko:K01046	pnc:NCGM2_0717
ko:K20987	pnc:NCGM2_3244
ko:K21008	pnc:NCGM2_4182
ko:K21006	pnc:NCGM2_4184
ko:K21007	pnc:NCGM2_4183
ko:K21010	pnc:NCGM2_4180
ko:K21011	pnc:NCGM2_4179
ko:K16011	pnc:NCGM2_3242
ko:K16011	pnc:NCGM2_6229
ko:K20997	pnc:NCGM2_3241
ko:K20998	pnc:NCGM2_3245
ko:K20999	pnc:NCGM2_3246
ko:K21000	pnc:NCGM2_3247
ko:K21001	pnc:NCGM2_3248
ko:K21002	pnc:NCGM2_3249
ko:K21003	pnc:NCGM2_3250
ko:K21004	pnc:NCGM2_3251
ko:K21005	pnc:NCGM2_3252
ko:K20940	pnc:NCGM2_5462
ko:K00821	pnc:NCGM2_5665
ko:K21135	pnc:NCGM2_2317
ko:K21137	pnc:NCGM2_0165
ko:K21061	pnc:NCGM2_2150
ko:K21021	pnc:NCGM2_1990
ko:K21019	pnc:NCGM2_1272
ko:K01768	pnc:NCGM2_4332
ko:K20973	pnc:NCGM2_3929
ko:K20974	pnc:NCGM2_2502
ko:K20975	pnc:NCGM2_2948
ko:K00840	pnc:NCGM2_1673
ko:K21062	pnc:NCGM2_2136
ko:K20976	pnc:NCGM2_4476
ko:K20977	pnc:NCGM2_4477
ko:K20978	pnc:NCGM2_4478
ko:K07689	pnc:NCGM2_3601
ko:K21053	pnc:NCGM2_0155
ko:K21020	pnc:NCGM2_0177
ko:K21103	pnc:NCGM2_5454
ko:K13877	pnc:NCGM2_3199
ko:K21022	pnc:NCGM2_1974
ko:K21023	pnc:NCGM2_2626
ko:K21024	pnc:NCGM2_1236
ko:K21029	pnc:NCGM2_0924
ko:K21025	pnc:NCGM2_0560
ko:K21009	pnc:NCGM2_4181
ko:K08968	pnc:NCGM2_3927
ko:K21136	pnc:NCGM2_0164
ko:K13609	pnc:NCGM2_2134
ko:K20968	pnc:NCGM2_2612
ko:K21133	pnc:NCGM2_2318
ko:K21134	pnc:NCGM2_0166
ko:K21012	pnc:NCGM2_4178
ko:K00249	pnc:NCGM2_3206
ko:K00632	pnc:NCGM2_4052
ko:K21218	pnc:NCGM2_4651
ko:K03791	pnc:NCGM2_5557
ko:K06905	pnc:NCGM2_5558
ko:K06906	pnc:NCGM2_5560
ko:K06908	pnc:NCGM2_5563
ko:K06907	pnc:NCGM2_5564
ko:K06903	pnc:NCGM2_5569
ko:K00287	pnc:NCGM2_5852
ko:K00560	pnc:NCGM2_5860
ko:K14059	pnc:NCGM2_2883
ko:K04068	pnc:NCGM2_3756
ko:K03553	pnc:NCGM2_4748
ko:K09961	pnc:NCGM2_2917
ko:K03791	pnc:NCGM2_2934
ko:K06217	pnc:NCGM2_5180
ko:K02316	pnc:NCGM2_5610
ko:K03791	pnc:NCGM2_3848
ko:K06905	pnc:NCGM2_3850
ko:K06906	pnc:NCGM2_3852
ko:K06908	pnc:NCGM2_3856
ko:K06907	pnc:NCGM2_3857
ko:K06903	pnc:NCGM2_3862
ko:K06919	pnc:NCGM2_3877
ko:K00558	pnc:NCGM2_3886
ko:K01520	pnc:NCGM2_6086
ko:K02335	pnc:NCGM2_6272
ko:K03863	pnc:NCGM2_0619
ko:K00108	pnc:NCGM2_3101
ko:K20938	pnc:NCGM2_3357
ko:K20938	pnc:NCGM2_3338
ko:K05375	pnc:NCGM2_3417
ko:K02482	pnc:NCGM2_3583
ko:K21253	pnc:NCGM2_2001
ko:K00526	pnc:NCGM2_2028
ko:K03862	pnc:NCGM2_0620
ko:K07474	pnc:NCGM2_2914
ko:K21416	pnc:NCGM2_5353
ko:K21417	pnc:NCGM2_5354
ko:K11690	pnc:NCGM2_5925
ko:K21405	pnc:NCGM2_5350
ko:K21420	pnc:NCGM2_3634
ko:K21472	pnc:NCGM2_6339
ko:K11690	pnc:NCGM2_1664
ko:K22044	pnc:NCGM2_0388
ko:K21405	pnc:NCGM2_5220
ko:K01451	pnc:NCGM2_4032
ko:K01420	pnc:NCGM2_2431
ko:K01451	pnc:NCGM2_1260
ko:K21711	pnc:NCGM2_6212
ko:K10914	pnc:NCGM2_0337
ko:K21607	pnc:NCGM2_5295
ko:K21563	pnc:NCGM2_5669
ko:K21498	pnc:NCGM2_0911
ko:K21700	pnc:NCGM2_0135
ko:K21757	pnc:NCGM2_3514
ko:K21825	pnc:NCGM2_1671
ko:K21829	pnc:NCGM2_5054
ko:K21826	pnc:NCGM2_6154
ko:K21831	pnc:NCGM2_0603
ko:K21833	pnc:NCGM2_6171
ko:K21834	pnc:NCGM2_6172
ko:K21830	pnc:NCGM2_6057
ko:K21832	pnc:NCGM2_6184
ko:K21990	pnc:NCGM2_3826
ko:K05802	pnc:NCGM2_2289
ko:K03741	pnc:NCGM2_3289
ko:K01816	pnc:NCGM2_2386
ko:K22131	pnc:NCGM2_5644
ko:K22132	pnc:NCGM2_2037
ko:K22067	pnc:NCGM2_2689
ko:K03595	pnc:NCGM2_1498
ko:K07183	pnc:NCGM2_2688
ko:K00304	pnc:NCGM2_6190
ko:K00302	pnc:NCGM2_6191
ko:K22209	pnc:NCGM2_5241
ko:K22292	pnc:NCGM2_4283
ko:K22250	pnc:NCGM2_0454
ko:K22296	pnc:NCGM2_2494
ko:K01337	pnc:NCGM2_5378
ko:K22345	pnc:NCGM2_1623
ko:K22303	pnc:NCGM2_0202
ko:K02257	pnc:NCGM2_0117
ko:K02257	pnc:NCGM2_2208
ko:K11391	pnc:NCGM2_0974
ko:K13566	pnc:NCGM2_4984
ko:K11206	pnc:NCGM2_1127
ko:K22491	pnc:NCGM2_0928
ko:K22452	pnc:NCGM2_3984
ko:K22468	pnc:NCGM2_0146
ko:K22549	pnc:NCGM2_2148
ko:K22550	pnc:NCGM2_2149
ko:K09123	pnc:NCGM2_2141
ko:K22548	pnc:NCGM2_2137
