ko:K00932	ecz:ECS88_3508
ko:K14744	ecz:ECS88_2523
ko:K07497	ecz:ECS88_0557
ko:K14225	ecz:ECS88_tRNA52
ko:K14225	ecz:ECS88_tRNA53
ko:K14225	ecz:ECS88_tRNA54
ko:K14225	ecz:ECS88_tRNA77
ko:K03722	ecz:ECS88_1860
ko:K07346	ecz:ECS88_3824
ko:K07729	ecz:ECS88_1172
ko:K00813	ecz:ECS88_0956
ko:K06946	ecz:ECS88_2091
ko:K14155	ecz:ECS88_3109
ko:K06946	ecz:ECS88_4890
ko:K00058	ecz:ECS88_3862
ko:K14977	ecz:ECS88_0514
ko:K08316	ecz:ECS88_3868
ko:K21906	ecz:ECS88_3928
ko:K01035	ecz:ECS88_2371
ko:K06221	ecz:ECS88_3392
ko:K14682	ecz:ECS88_3113
ko:K01138	ecz:ECS88_1586
ko:K06887	ecz:ECS88_3415
ko:K16013	ecz:ECS88_0916
ko:K01146	ecz:ECS88_3067
ko:K13409	ecz:ECS88_p0116
ko:K13408	ecz:ECS88_p0117
ko:K14591	ecz:ECS88_0385
ko:K14588	ecz:ECS88_0132
ko:K10823	ecz:ECS88_1315
ko:K01185	ecz:ECS88_0562
ko:K03535	ecz:ECS88_3057
ko:K07484	ecz:ECS88_2087
ko:K02538	ecz:ECS88_4079
ko:K14587	ecz:ECS88_4912
ko:K14742	ecz:ECS88_1859
ko:K00090	ecz:ECS88_3972
ko:K14761	ecz:ECS88_0528
ko:K03566	ecz:ECS88_3077
ko:K08173	ecz:ECS88_4525
ko:K12062	ecz:ECS88_p0078
ko:K12064	ecz:ECS88_p0074
ko:K07484	ecz:ECS88_2080
ko:K07486	ecz:ECS88_p0042
ko:K07497	ecz:ECS88_4702
ko:K07497	ecz:ECS88_4857
ko:K07484	ecz:ECS88_2079
ko:K16012	ecz:ECS88_0915
ko:K15256	ecz:ECS88_1928
ko:K15257	ecz:ECS88_1929
ko:K15582	ecz:ECS88_1313
ko:K15584	ecz:ECS88_3879
ko:K15580	ecz:ECS88_1472
ko:K15586	ecz:ECS88_3881
ko:K10824	ecz:ECS88_3883
ko:K15587	ecz:ECS88_3882
ko:K15547	ecz:ECS88_4580
ko:K15580	ecz:ECS88_1311
ko:K15549	ecz:ECS88_4581
ko:K15550	ecz:ECS88_4579
ko:K15545	ecz:ECS88_1639
ko:K15552	ecz:ECS88_0364
ko:K15461	ecz:ECS88_2472
ko:K16301	ecz:ECS88_1035
ko:K15738	ecz:ECS88_0970
ko:K15554	ecz:ECS88_0962
ko:K15540	ecz:ECS88_0150
ko:K15553	ecz:ECS88_0964
ko:K02428	ecz:ECS88_3236
ko:K15633	ecz:ECS88_4029
ko:K15773	ecz:ECS88_1595
ko:K15551	ecz:ECS88_0362
ko:K10831	ecz:ECS88_0363
ko:K15724	ecz:ECS88_0167
ko:K15735	ecz:ECS88_2928
ko:K04765	ecz:ECS88_3049
ko:K15722	ecz:ECS88_1782
ko:K15736	ecz:ECS88_2924
ko:K15737	ecz:ECS88_2923
ko:K00254	ecz:ECS88_0966
ko:K18138	ecz:ECS88_1433
ko:K03585	ecz:ECS88_1432
ko:K18140	ecz:ECS88_3649
ko:K15723	ecz:ECS88_3062
ko:K15721	ecz:ECS88_2043
ko:K15833	ecz:ECS88_2990
ko:K15827	ecz:ECS88_2989
ko:K15585	ecz:ECS88_3880
ko:K15583	ecz:ECS88_1314
ko:K15828	ecz:ECS88_2988
ko:K15539	ecz:ECS88_2692
ko:K16348	ecz:ECS88_4735
ko:K15836	ecz:ECS88_2996
ko:K15536	ecz:ECS88_4826
ko:K16347	ecz:ECS88_4734
ko:K15342	ecz:ECS88_0905
ko:K01082	ecz:ECS88_4808
ko:K15832	ecz:ECS88_2984
ko:K15834	ecz:ECS88_2983
ko:K15830	ecz:ECS88_2986
ko:K15831	ecz:ECS88_2985
ko:K15268	ecz:ECS88_1615
ko:K15829	ecz:ECS88_2987
ko:K15460	ecz:ECS88_2749
ko:K15977	ecz:ECS88_2713
ko:K03712	ecz:ECS88_1606
ko:K18139	ecz:ECS88_1434
ko:K15984	ecz:ECS88_3902
ko:K15974	ecz:ECS88_2949
ko:K15977	ecz:ECS88_3497
ko:K18872	ecz:ECS88_misc_RNA_53
ko:K18968	ecz:ECS88_0379
ko:K16092	ecz:ECS88_4425
ko:K16089	ecz:ECS88_3295
ko:K16138	ecz:ECS88_1665
ko:K16091	ecz:ECS88_4864
ko:K16088	ecz:ECS88_1116
ko:K16089	ecz:ECS88_2303
ko:K19611	ecz:ECS88_p0124
ko:K07480	ecz:ECS88_4716
ko:K07480	ecz:ECS88_p0036
ko:K16090	ecz:ECS88_0823
ko:K16136	ecz:ECS88_1667
ko:K16140	ecz:ECS88_1661
ko:K16137	ecz:ECS88_1698
ko:K07347	ecz:ECS88_0149
ko:K02014	ecz:ECS88_p0009
ko:K09022	ecz:ECS88_3506
ko:K16052	ecz:ECS88_1473
ko:K16087	ecz:ECS88_3913
ko:K12516	ecz:ECS88_1500
ko:K16053	ecz:ECS88_0614
ko:K07347	ecz:ECS88_2251
ko:K16076	ecz:ECS88_1986
ko:K16076	ecz:ECS88_1183
ko:K10013	ecz:ECS88_2457
ko:K16066	ecz:ECS88_1619
ko:K16074	ecz:ECS88_1485
ko:K16346	ecz:ECS88_3161
ko:K16321	ecz:ECS88_4939
ko:K16322	ecz:ECS88_3369
ko:K16324	ecz:ECS88_2312
ko:K11645	ecz:ECS88_2239
ko:K16370	ecz:ECS88_1775
ko:K16322	ecz:ECS88_3897
ko:K16371	ecz:ECS88_2237
ko:K16329	ecz:ECS88_2313
ko:K16139	ecz:ECS88_1662
ko:K04015	ecz:ECS88_4566
ko:K16326	ecz:ECS88_2311
ko:K16328	ecz:ECS88_2314
ko:K04014	ecz:ECS88_4565
ko:K01160	ecz:ECS88_1347
ko:K09476	ecz:ECS88_2017
ko:K16263	ecz:ECS88_4727
ko:K16291	ecz:ECS88_2055
ko:K16264	ecz:ECS88_0768
ko:K16328	ecz:ECS88_2309
ko:K16703	ecz:ECS88_2141
ko:K16704	ecz:ECS88_4212
ko:K16692	ecz:ECS88_2157
ko:K16711	ecz:ECS88_2140
ko:K16710	ecz:ECS88_2142
ko:K16695	ecz:ECS88_2143
ko:K00370	ecz:ECS88_1563
ko:K01160	ecz:ECS88_5012
ko:K19234	ecz:ECS88_1728
ko:K19230	ecz:ECS88_1436
ko:K18831	ecz:ECS88_2980
ko:K07091	ecz:ECS88_3362
ko:K19235	ecz:ECS88_0837
ko:K16787	ecz:ECS88_3208
ko:K16786	ecz:ECS88_3207
ko:K16785	ecz:ECS88_3206
ko:K16923	ecz:ECS88_3205
ko:K18141	ecz:ECS88_3650
ko:K16868	ecz:ECS88_1525
ko:K01990	ecz:ECS88_0136
ko:K17466	ecz:ECS88_3860
ko:K17467	ecz:ECS88_3861
ko:K17195	ecz:ECS88_4585
ko:K00374	ecz:ECS88_1560
ko:K00373	ecz:ECS88_1561
ko:K02503	ecz:ECS88_1117
ko:K19353	ecz:ECS88_4410
ko:K03526	ecz:ECS88_2691
ko:K17247	ecz:ECS88_2024
ko:K11209	ecz:ECS88_2449
ko:K03585	ecz:ECS88_0460
ko:K17713	ecz:ECS88_2688
ko:K19416	ecz:ECS88_0992
ko:K17465	ecz:ECS88_3859
ko:K17464	ecz:ECS88_3858
ko:K01992	ecz:ECS88_0810
ko:K01992	ecz:ECS88_0811
ko:K01992	ecz:ECS88_3892
ko:K01992	ecz:ECS88_0138
ko:K05601	ecz:ECS88_0894
ko:K15841	ecz:ECS88_misc_RNA_51
ko:K17686	ecz:ECS88_0485
ko:K19789	ecz:ECS88_2333
ko:K17722	ecz:ECS88_2292
ko:K17723	ecz:ECS88_2293
ko:K14744	ecz:ECS88_2892
ko:K14744	ecz:ECS88_0564
ko:K01160	ecz:ECS88_2528
ko:K01160	ecz:ECS88_2899
ko:K01160	ecz:ECS88_0550
ko:K17758	ecz:ECS88_4753
ko:K17759	ecz:ECS88_4753
ko:K07483	ecz:ECS88_3292
ko:K17938	ecz:ECS88_0371
ko:K18148	ecz:ECS88_0270
ko:K03446	ecz:ECS88_1482
ko:K18142	ecz:ECS88_3651
ko:K17948	ecz:ECS88_4927
ko:K22597	ecz:ECS88_1450
ko:K21430	ecz:ECS88_0854
ko:K03605	ecz:ECS88_3375
ko:K08156	ecz:ECS88_0390
ko:K18324	ecz:ECS88_2649
ko:K18326	ecz:ECS88_2176
ko:K21637	ecz:ECS88_4945
ko:K19577	ecz:ECS88_1706
ko:K11904	ecz:ECS88_3090
ko:K18471	ecz:ECS88_1823
ko:K18478	ecz:ECS88_4323
ko:K01671	ecz:ECS88_4325
ko:K18446	ecz:ECS88_3451
ko:K18507	ecz:ECS88_misc_RNA_74
ko:K18522	ecz:ECS88_misc_RNA_60
ko:K18525	ecz:ECS88_misc_RNA_75
ko:K18521	ecz:ECS88_misc_RNA_59
ko:K18518	ecz:ECS88_misc_RNA_29
ko:K18504	ecz:ECS88_misc_RNA_72
ko:K18505	ecz:ECS88_misc_RNA_78
ko:K18511	ecz:ECS88_misc_RNA_56
ko:K18512	ecz:ECS88_misc_RNA_25
ko:K18519	ecz:ECS88_misc_RNA_37
ko:K18508	ecz:ECS88_misc_RNA_14
ko:K18513	ecz:ECS88_misc_RNA_44
ko:K18517	ecz:ECS88_misc_RNA_22
ko:K18523	ecz:ECS88_misc_RNA_61
ko:K18524	ecz:ECS88_misc_RNA_89
ko:K18506	ecz:ECS88_misc_RNA_4
ko:K18520	ecz:ECS88_misc_RNA_42
ko:K19591	ecz:ECS88_0488
ko:K18502	ecz:ECS88_misc_RNA_36
ko:K18503	ecz:ECS88_misc_RNA_10
ko:K18509	ecz:ECS88_misc_RNA_26
ko:K18515	ecz:ECS88_misc_RNA_58
ko:K18516	ecz:ECS88_misc_RNA_80
ko:K18528	ecz:ECS88_misc_RNA_81
ko:K18527	ecz:ECS88_misc_RNA_79
ko:K18691	ecz:ECS88_2730
ko:K08968	ecz:ECS88_1885
ko:K18697	ecz:ECS88_2732
ko:K18702	ecz:ECS88_2566
ko:K18765	ecz:ECS88_3629
ko:K18928	ecz:ECS88_0307
ko:K18850	ecz:ECS88_1143
ko:K18837	ecz:ECS88_4641
ko:K18837	ecz:ECS88_3315
ko:K18838	ecz:ECS88_2101
ko:K18889	ecz:ECS88_0445
ko:K18895	ecz:ECS88_p0127
ko:K18838	ecz:ECS88_4642
ko:K18862	ecz:ECS88_1284
ko:K18862	ecz:ECS88_3954
ko:K18862	ecz:ECS88_3956
ko:K18862	ecz:ECS88_3957
ko:K03630	ecz:ECS88_2099
ko:K07171	ecz:ECS88_3050
ko:K18865	ecz:ECS88_misc_RNA_38
ko:K18867	ecz:ECS88_misc_RNA_64
ko:K18867	ecz:ECS88_misc_RNA_63
ko:K07495	ecz:ECS88_1307
ko:K21645	ecz:ECS88_4946
ko:K11741	ecz:ECS88_4736
ko:K18869	ecz:ECS88_misc_RNA_67
ko:K18869	ecz:ECS88_misc_RNA_68
ko:K18899	ecz:ECS88_3926
ko:K20861	ecz:ECS88_0861
ko:K20866	ecz:ECS88_4330
ko:K20881	ecz:ECS88_3785
ko:K20862	ecz:ECS88_4238
ko:K07319	ecz:ECS88_3647
ko:K18800	ecz:ECS88_3186
ko:K18778	ecz:ECS88_0105
ko:K07483	ecz:ECS88_p0134
ko:K18657	ecz:ECS88_0967
ko:K18890	ecz:ECS88_0446
ko:K18871	ecz:ECS88_misc_RNA_2
ko:K18929	ecz:ECS88_0308
ko:K18898	ecz:ECS88_3925
ko:K18863	ecz:ECS88_misc_RNA_20
ko:K18863	ecz:ECS88_misc_RNA_76
ko:K18863	ecz:ECS88_misc_RNA_77
ko:K22044	ecz:ECS88_0826
ko:K07497	ecz:ECS88_p0135
ko:K03496	ecz:ECS88_p0037
ko:K03976	ecz:ECS88_0480
ko:K18840	ecz:ECS88_4632
ko:K19055	ecz:ECS88_1841
ko:K18979	ecz:ECS88_4752
ko:K18997	ecz:ECS88_1014
ko:K18988	ecz:ECS88_0369
ko:K19048	ecz:ECS88_4965
ko:K07497	ecz:ECS88_3291
ko:K19000	ecz:ECS88_0200
ko:K19227	ecz:ECS88_1439
ko:K19229	ecz:ECS88_1437
ko:K19129	ecz:ECS88_0910
ko:K19221	ecz:ECS88_1404
ko:K19222	ecz:ECS88_1736
ko:K19161	ecz:ECS88_0267
ko:K19226	ecz:ECS88_1440
ko:K19236	ecz:ECS88_1127
ko:K18922	ecz:ECS88_3025
ko:K19127	ecz:ECS88_0907
ko:K19158	ecz:ECS88_2116
ko:K19160	ecz:ECS88_0268
ko:K19238	ecz:ECS88_2410
ko:K07319	ecz:ECS88_1350
ko:K07012	ecz:ECS88_0906
ko:K19228	ecz:ECS88_1438
ko:K19130	ecz:ECS88_0911
ko:K07448	ecz:ECS88_4970
ko:K19159	ecz:ECS88_2117
ko:K19168	ecz:ECS88_3176
ko:K19164	ecz:ECS88_0052
ko:K19270	ecz:ECS88_2440
ko:K19265	ecz:ECS88_3383
ko:K01066	ecz:ECS88_4334
ko:K19335	ecz:ECS88_4838
ko:K19267	ecz:ECS88_4805
ko:K19337	ecz:ECS88_1910
ko:K19338	ecz:ECS88_2054
ko:K19304	ecz:ECS88_1913
ko:K19334	ecz:ECS88_4839
ko:K19302	ecz:ECS88_0858
ko:K19270	ecz:ECS88_1779
ko:K19354	ecz:ECS88_4032
ko:K19336	ecz:ECS88_4837
ko:K19333	ecz:ECS88_1880
ko:K19303	ecz:ECS88_1704
ko:K21636	ecz:ECS88_4828
ko:K19611	ecz:ECS88_0622
ko:K02257	ecz:ECS88_0424
ko:K19709	ecz:ECS88_1744
ko:K19688	ecz:ECS88_0853
ko:K19775	ecz:ECS88_3490
ko:K19745	ecz:ECS88_3630
ko:K19777	ecz:ECS88_3922
ko:K07802	ecz:ECS88_5088
ko:K19778	ecz:ECS88_3921
ko:K18865	ecz:ECS88_misc_RNA_41
ko:K19160	ecz:ECS88_2503
ko:K18838	ecz:ECS88_4900
ko:K19776	ecz:ECS88_4118
ko:K00799	ecz:ECS88_0855
ko:K03630	ecz:ECS88_3312
ko:K03630	ecz:ECS88_4644
ko:K08323	ecz:ECS88_4416
ko:K07497	ecz:ECS88_p0151
ko:K07451	ecz:ECS88_2889
ko:K06131	ecz:ECS88_0807
ko:K00799	ecz:ECS88_2448
ko:K06132	ecz:ECS88_1058
ko:K15777	ecz:ECS88_3435
ko:K19784	ecz:ECS88_4136
ko:K13069	ecz:ECS88_1617
ko:K19802	ecz:ECS88_1467
ko:K00932	ecz:ECS88_4678
ko:K03630	ecz:ECS88_4895
ko:K19803	ecz:ECS88_2323
ko:K19804	ecz:ECS88_1420
ko:K19810	ecz:ECS88_4732
ko:K19956	ecz:ECS88_4488
ko:K22105	ecz:ECS88_4422
ko:K20117	ecz:ECS88_4263
ko:K20118	ecz:ECS88_4263
ko:K20265	ecz:ECS88_1580
ko:K20542	ecz:ECS88_3945
ko:K20543	ecz:ECS88_3944
ko:K20541	ecz:ECS88_3946
ko:K21394	ecz:ECS88_3997
ko:K22111	ecz:ECS88_4926
ko:K22132	ecz:ECS88_3081
ko:K20609	ecz:ECS88_4917
ko:K21029	ecz:ECS88_0843
ko:K21084	ecz:ECS88_2166
ko:K21085	ecz:ECS88_2009
ko:K03077	ecz:ECS88_0064
ko:K21086	ecz:ECS88_3938
ko:K21087	ecz:ECS88_1257
ko:K21088	ecz:ECS88_1484
ko:K21089	ecz:ECS88_2270
ko:K21021	ecz:ECS88_2790
ko:K21028	ecz:ECS88_1809
ko:K21090	ecz:ECS88_1867
ko:K21091	ecz:ECS88_misc_RNA_23
ko:K21393	ecz:ECS88_3998
ko:K21395	ecz:ECS88_3999
ko:K21449	ecz:ECS88_4019
ko:K21470	ecz:ECS88_0953
ko:K21498	ecz:ECS88_0484
ko:K01451	ecz:ECS88_4420
ko:K07334	ecz:ECS88_0483
ko:K07334	ecz:ECS88_1571
ko:K21602	ecz:ECS88_3993
ko:K08319	ecz:ECS88_3003
ko:K21739	ecz:ECS88_0305
ko:K21740	ecz:ECS88_0304
ko:K21741	ecz:ECS88_0303
ko:K21742	ecz:ECS88_3458
ko:K21746	ecz:ECS88_0306
ko:K19956	ecz:ECS88_3213
ko:K21698	ecz:ECS88_3619
ko:K21695	ecz:ECS88_3618
ko:K21936	ecz:ECS88_3915
ko:K21948	ecz:ECS88_3004
ko:K21963	ecz:ECS88_0291
ko:K21965	ecz:ECS88_0289
ko:K21966	ecz:ECS88_0288
ko:K21974	ecz:ECS88_1225
ko:K21975	ecz:ECS88_1226
ko:K21968	ecz:ECS88_0286
ko:K21976	ecz:ECS88_1227
ko:K21990	ecz:ECS88_2494
ko:K22041	ecz:ECS88_1125
ko:K22015	ecz:ECS88_4577
ko:K22024	ecz:ECS88_0714
ko:K22051	ecz:ECS88_4747
ko:K21964	ecz:ECS88_0290
ko:K21967	ecz:ECS88_0287
ko:K21972	ecz:ECS88_1222
ko:K21973	ecz:ECS88_1224
ko:K22131	ecz:ECS88_3006
ko:K05275	ecz:ECS88_1501
ko:K22130	ecz:ECS88_3005
ko:K22129	ecz:ECS88_0713
ko:K22104	ecz:ECS88_3603
ko:K22110	ecz:ECS88_4928
ko:K03079	ecz:ECS88_4002
ko:K03078	ecz:ECS88_4001
ko:K03077	ecz:ECS88_4003
ko:K15634	ecz:ECS88_5078
ko:K22304	ecz:ECS88_1331
ko:K22396	ecz:ECS88_4908
ko:K22293	ecz:ECS88_1620
ko:K22302	ecz:ECS88_2542
ko:K22397	ecz:ECS88_4909
ko:K13566	ecz:ECS88_0256
ko:K11206	ecz:ECS88_0667
