ko:K15581	ecq:ECED1_1396
ko:K15555	ecq:ECED1_0963
ko:K15724	ecq:ECED1_0163
ko:K15735	ecq:ECED1_3117
ko:K04765	ecq:ECED1_3234
ko:K15722	ecq:ECED1_1933
ko:K15736	ecq:ECED1_3113
ko:K15737	ecq:ECED1_3112
ko:K00254	ecq:ECED1_0968
ko:K18138	ecq:ECED1_1502
ko:K03585	ecq:ECED1_1501
ko:K18140	ecq:ECED1_3923
ko:K15723	ecq:ECED1_3246
ko:K15833	ecq:ECED1_3176
ko:K15827	ecq:ECED1_3175
ko:K15585	ecq:ECED1_4150
ko:K15828	ecq:ECED1_3174
ko:K15583	ecq:ECED1_1398
ko:K15539	ecq:ECED1_2947
ko:K16348	ecq:ECED1_4936
ko:K15836	ecq:ECED1_3183
ko:K15536	ecq:ECED1_5091
ko:K15342	ecq:ECED1_0850
ko:K01082	ecq:ECED1_5073
ko:K15832	ecq:ECED1_3170
ko:K15834	ecq:ECED1_3169
ko:K15841	ecq:ECED1_misc_RNA_51
ko:K15830	ecq:ECED1_3172
ko:K15831	ecq:ECED1_3171
ko:K15268	ecq:ECED1_1663
ko:K15829	ecq:ECED1_3173
ko:K10109	ecq:ECED1_4749
ko:K15460	ecq:ECED1_3006
ko:K15977	ecq:ECED1_2970
ko:K03712	ecq:ECED1_1658
ko:K18139	ecq:ECED1_1503
ko:K15984	ecq:ECED1_4166
ko:K15974	ecq:ECED1_3138
ko:K15977	ecq:ECED1_3769
ko:K10906	ecq:ECED1_1090
ko:K18968	ecq:ECED1_0408
ko:K18872	ecq:ECED1_misc_RNA_53
ko:K15922	ecq:ECED1_4577
ko:K16092	ecq:ECED1_4675
ko:K16089	ecq:ECED1_3560
ko:K16138	ecq:ECED1_1817
ko:K16139	ecq:ECED1_1815
ko:K16091	ecq:ECED1_5156
ko:K16089	ecq:ECED1_2604
ko:K16088	ecq:ECED1_1245
ko:K07480	ecq:ECED1_5234
ko:K07480	ecq:ECED1_5160
ko:K07480	ecq:ECED1_4227
ko:K07480	ecq:ECED1_4102
ko:K07480	ecq:ECED1_4097
ko:K07480	ecq:ECED1_4091
ko:K07480	ecq:ECED1_3664
ko:K07480	ecq:ECED1_3538
ko:K07480	ecq:ECED1_3100
ko:K07480	ecq:ECED1_3020
ko:K07480	ecq:ECED1_2935
ko:K07480	ecq:ECED1_2167
ko:K07480	ecq:ECED1_1288
ko:K07480	ecq:ECED1_1282
ko:K07480	ecq:ECED1_1080
ko:K07480	ecq:ECED1_0397
ko:K07480	ecq:ECED1_0334
ko:K07480	ecq:ECED1_2453
ko:K16345	ecq:ECED1_4339
ko:K16090	ecq:ECED1_0770
ko:K16136	ecq:ECED1_1820
ko:K16089	ecq:ECED1_4895
ko:K16140	ecq:ECED1_1814
ko:K16137	ecq:ECED1_1849
ko:K16076	ecq:ECED1_1690
ko:K16076	ecq:ECED1_2497
ko:K07347	ecq:ECED1_0144
ko:K02014	ecq:ECED1_4901
ko:K09022	ecq:ECED1_3778
ko:K16052	ecq:ECED1_1541
ko:K07347	ecq:ECED1_4098
ko:K12516	ecq:ECED1_1568
ko:K16053	ecq:ECED1_0569
ko:K07347	ecq:ECED1_2465
ko:K16076	ecq:ECED1_1456
ko:K10013	ecq:ECED1_2774
ko:K16066	ecq:ECED1_1667
ko:K16074	ecq:ECED1_1552
ko:K01185	ecq:ECED1_1124
ko:K16346	ecq:ECED1_3342
ko:K16089	ecq:ECED1_3551
ko:K18838	ecq:ECED1_4875
ko:K16322	ecq:ECED1_3637
ko:K16324	ecq:ECED1_2612
ko:K14744	ecq:ECED1_1127
ko:K01624	ecq:ECED1_4344
ko:K16370	ecq:ECED1_1926
ko:K16322	ecq:ECED1_4162
ko:K16329	ecq:ECED1_2613
ko:K04015	ecq:ECED1_4801
ko:K16326	ecq:ECED1_2611
ko:K16328	ecq:ECED1_2614
ko:K04014	ecq:ECED1_4800
ko:K01160	ecq:ECED1_1018
ko:K01160	ecq:ECED1_1420
ko:K16263	ecq:ECED1_4929
ko:K16291	ecq:ECED1_2326
ko:K16264	ecq:ECED1_0713
ko:K16328	ecq:ECED1_2609
ko:K16701	ecq:ECED1_2380
ko:K16703	ecq:ECED1_2390
ko:K16704	ecq:ECED1_4475
ko:K16692	ecq:ECED1_2406
ko:K16711	ecq:ECED1_2389
ko:K16710	ecq:ECED1_2391
ko:K16695	ecq:ECED1_2392
ko:K00370	ecq:ECED1_1621
ko:K19234	ecq:ECED1_1877
ko:K19230	ecq:ECED1_1505
ko:K18831	ecq:ECED1_3165
ko:K18831	ecq:ECED1_3750
ko:K07091	ecq:ECED1_3630
ko:K18141	ecq:ECED1_3924
ko:K16787	ecq:ECED1_3388
ko:K16786	ecq:ECED1_3387
ko:K16785	ecq:ECED1_3386
ko:K16923	ecq:ECED1_3385
ko:K16868	ecq:ECED1_1586
ko:K01985	ecq:ECED1_5S_2
ko:K01990	ecq:ECED1_0131
ko:K17195	ecq:ECED1_4819
ko:K00374	ecq:ECED1_1618
ko:K00373	ecq:ECED1_1619
ko:K02503	ecq:ECED1_1246
ko:K19353	ecq:ECED1_4660
ko:K19227	ecq:ECED1_1508
ko:K03526	ecq:ECED1_2946
ko:K17247	ecq:ECED1_2237
ko:K11209	ecq:ECED1_2766
ko:K03585	ecq:ECED1_0486
ko:K17713	ecq:ECED1_2943
ko:K19416	ecq:ECED1_0993
ko:K01992	ecq:ECED1_0133
ko:K01992	ecq:ECED1_0757
ko:K01992	ecq:ECED1_0758
ko:K01992	ecq:ECED1_4155
ko:K05601	ecq:ECED1_0840
ko:K17686	ecq:ECED1_0510
ko:K19789	ecq:ECED1_2635
ko:K17722	ecq:ECED1_2593
ko:K17723	ecq:ECED1_2594
ko:K14744	ecq:ECED1_2522
ko:K03722	ecq:ECED1_2011
ko:K01160	ecq:ECED1_1729
ko:K01160	ecq:ECED1_2115
ko:K14744	ecq:ECED1_1715
ko:K17758	ecq:ECED1_4952
ko:K17759	ecq:ECED1_4952
ko:K03111	ecq:ECED1_3589
ko:K17938	ecq:ECED1_0400
ko:K07483	ecq:ECED1_5008
ko:K17948	ecq:ECED1_4916
ko:K18148	ecq:ECED1_0269
ko:K03446	ecq:ECED1_1549
ko:K18142	ecq:ECED1_3925
ko:K17948	ecq:ECED1_5194
ko:K22597	ecq:ECED1_1517
ko:K21430	ecq:ECED1_0801
ko:K03605	ecq:ECED1_3643
ko:K08156	ecq:ECED1_0418
ko:K18324	ecq:ECED1_2903
ko:K18326	ecq:ECED1_2423
ko:K19577	ecq:ECED1_1856
ko:K18479	ecq:ECED1_4580
ko:K18478	ecq:ECED1_4583
ko:K18446	ecq:ECED1_3722
ko:K18507	ecq:ECED1_misc_RNA_76
ko:K18522	ecq:ECED1_misc_RNA_60
ko:K18525	ecq:ECED1_misc_RNA_77
ko:K18521	ecq:ECED1_misc_RNA_59
ko:K18518	ecq:ECED1_misc_RNA_30
ko:K18504	ecq:ECED1_misc_RNA_74
ko:K18505	ecq:ECED1_misc_RNA_79
ko:K18519	ecq:ECED1_misc_RNA_38
ko:K18511	ecq:ECED1_misc_RNA_56
ko:K18512	ecq:ECED1_misc_RNA_25
ko:K18508	ecq:ECED1_misc_RNA_15
ko:K18513	ecq:ECED1_misc_RNA_46
ko:K18517	ecq:ECED1_misc_RNA_17
ko:K18523	ecq:ECED1_misc_RNA_61
ko:K18524	ecq:ECED1_misc_RNA_90
ko:K18506	ecq:ECED1_misc_RNA_4
ko:K18520	ecq:ECED1_misc_RNA_43
ko:K19591	ecq:ECED1_0513
ko:K18502	ecq:ECED1_misc_RNA_37
ko:K18503	ecq:ECED1_misc_RNA_11
ko:K18509	ecq:ECED1_misc_RNA_26
ko:K18515	ecq:ECED1_misc_RNA_58
ko:K18516	ecq:ECED1_misc_RNA_81
ko:K18528	ecq:ECED1_misc_RNA_82
ko:K18527	ecq:ECED1_misc_RNA_80
ko:K18691	ecq:ECED1_2986
ko:K08968	ecq:ECED1_2036
ko:K18697	ecq:ECED1_2988
ko:K18702	ecq:ECED1_2818
ko:K18765	ecq:ECED1_3903
ko:K18928	ecq:ECED1_0344
ko:K18850	ecq:ECED1_1272
ko:K18929	ecq:ECED1_5016
ko:K18837	ecq:ECED1_4987
ko:K18889	ecq:ECED1_0472
ko:K18837	ecq:ECED1_3493
ko:K18838	ecq:ECED1_2355
ko:K18838	ecq:ECED1_4988
ko:K18864	ecq:ECED1_misc_RNA_39
ko:K18862	ecq:ECED1_1364
ko:K18838	ecq:ECED1_5187
ko:K03630	ecq:ECED1_2353
ko:K07171	ecq:ECED1_3235
ko:K18865	ecq:ECED1_misc_RNA_42
ko:K18867	ecq:ECED1_misc_RNA_64
ko:K18867	ecq:ECED1_misc_RNA_63
ko:K11741	ecq:ECED1_4937
ko:K18869	ecq:ECED1_misc_RNA_69
ko:K18869	ecq:ECED1_misc_RNA_70
ko:K18899	ecq:ECED1_4192
ko:K20861	ecq:ECED1_0808
ko:K20866	ecq:ECED1_4585
ko:K20881	ecq:ECED1_4058
ko:K20862	ecq:ECED1_4497
ko:K07319	ecq:ECED1_3921
ko:K18800	ecq:ECED1_3365
ko:K18778	ecq:ECED1_0101
ko:K18657	ecq:ECED1_0969
ko:K07316	ecq:ECED1_2295
ko:K18890	ecq:ECED1_0473
ko:K18871	ecq:ECED1_misc_RNA_2
ko:K18929	ecq:ECED1_0345
ko:K18898	ecq:ECED1_4191
ko:K18863	ecq:ECED1_misc_RNA_78
ko:K22044	ecq:ECED1_0773
ko:K07484	ecq:ECED1_0319
ko:K18839	ecq:ECED1_4864
ko:K03976	ecq:ECED1_0505
ko:K18840	ecq:ECED1_4863
ko:K19055	ecq:ECED1_1993
ko:K18837	ecq:ECED1_4874
ko:K18837	ecq:ECED1_5188
ko:K07484	ecq:ECED1_4907
ko:K18979	ecq:ECED1_4951
ko:K18997	ecq:ECED1_1076
ko:K18988	ecq:ECED1_0399
ko:K19048	ecq:ECED1_5211
ko:K07483	ecq:ECED1_0900
ko:K07483	ecq:ECED1_0945
ko:K07483	ecq:ECED1_1289
ko:K07483	ecq:ECED1_1673
ko:K07483	ecq:ECED1_2841
ko:K19000	ecq:ECED1_0195
ko:K19229	ecq:ECED1_1506
ko:K19155	ecq:ECED1_3792
ko:K19156	ecq:ECED1_3791
ko:K19129	ecq:ECED1_0854
ko:K19221	ecq:ECED1_1476
ko:K19222	ecq:ECED1_1885
ko:K19161	ecq:ECED1_0266
ko:K19166	ecq:ECED1_3166
ko:K19226	ecq:ECED1_1509
ko:K19235	ecq:ECED1_0784
ko:K19236	ecq:ECED1_1256
ko:K07448	ecq:ECED1_3576
ko:K18922	ecq:ECED1_3210
ko:K19163	ecq:ECED1_0049
ko:K19127	ecq:ECED1_0852
ko:K01154	ecq:ECED1_5212
ko:K19160	ecq:ECED1_0267
ko:K19238	ecq:ECED1_2727
ko:K07319	ecq:ECED1_1021
ko:K07012	ecq:ECED1_0851
ko:K19228	ecq:ECED1_1507
ko:K19130	ecq:ECED1_0855
ko:K19128	ecq:ECED1_0853
ko:K19168	ecq:ECED1_3355
ko:K19164	ecq:ECED1_0048
ko:K19270	ecq:ECED1_2757
ko:K19265	ecq:ECED1_3652
ko:K01066	ecq:ECED1_4589
ko:K19267	ecq:ECED1_5070
ko:K01785	ecq:ECED1_4579
ko:K19337	ecq:ECED1_2058
ko:K19338	ecq:ECED1_2325
ko:K19304	ecq:ECED1_2061
ko:K19334	ecq:ECED1_5106
ko:K19302	ecq:ECED1_0805
ko:K19270	ecq:ECED1_1930
ko:K19354	ecq:ECED1_4301
ko:K19333	ecq:ECED1_2031
ko:K19270	ecq:ECED1_1013
ko:K19303	ecq:ECED1_1854
ko:K21636	ecq:ECED1_5093
ko:K02257	ecq:ECED1_0451
ko:K20263	ecq:ECED1_5044
ko:K19709	ecq:ECED1_1893
ko:K19688	ecq:ECED1_0800
ko:K19775	ecq:ECED1_3762
ko:K19745	ecq:ECED1_3904
ko:K19777	ecq:ECED1_4188
ko:K07802	ecq:ECED1_5277
ko:K19778	ecq:ECED1_4187
ko:K19780	ecq:ECED1_3501
ko:K19776	ecq:ECED1_4386
ko:K00799	ecq:ECED1_0802
ko:K03630	ecq:ECED1_4990
ko:K03630	ecq:ECED1_4878
ko:K08323	ecq:ECED1_4666
ko:K07474	ecq:ECED1_1441
ko:K07474	ecq:ECED1_1706
ko:K07474	ecq:ECED1_2513
ko:K07497	ecq:ECED1_5013
ko:K19779	ecq:ECED1_2543
ko:K06131	ecq:ECED1_0754
ko:K00799	ecq:ECED1_2765
ko:K06132	ecq:ECED1_1190
ko:K15777	ecq:ECED1_3707
ko:K19784	ecq:ECED1_4404
ko:K13069	ecq:ECED1_1665
ko:K03630	ecq:ECED1_5184
ko:K19802	ecq:ECED1_1533
ko:K00932	ecq:ECED1_3455
ko:K18838	ecq:ECED1_3492
ko:K07497	ecq:ECED1_0901
ko:K18928	ecq:ECED1_5017
ko:K07497	ecq:ECED1_1290
ko:K07497	ecq:ECED1_1672
ko:K07497	ecq:ECED1_2842
ko:K07497	ecq:ECED1_0944
ko:K19803	ecq:ECED1_2624
ko:K19804	ecq:ECED1_1490
ko:K19810	ecq:ECED1_4934
ko:K19956	ecq:ECED1_4730
ko:K19997	ecq:ECED1_2388
ko:K22105	ecq:ECED1_4672
ko:K20117	ecq:ECED1_4516
ko:K20118	ecq:ECED1_4516
ko:K20265	ecq:ECED1_1638
ko:K20264	ecq:ECED1_5045
ko:K20542	ecq:ECED1_4209
ko:K20543	ecq:ECED1_4208
ko:K20541	ecq:ECED1_4210
ko:K21394	ecq:ECED1_4266
ko:K22111	ecq:ECED1_5193
ko:K22110	ecq:ECED1_4915
ko:K22132	ecq:ECED1_3266
ko:K21084	ecq:ECED1_2413
ko:K21085	ecq:ECED1_2222
ko:K03077	ecq:ECED1_0060
ko:K21086	ecq:ECED1_4203
ko:K21087	ecq:ECED1_1336
ko:K21088	ecq:ECED1_1551
ko:K21089	ecq:ECED1_2571
ko:K21021	ecq:ECED1_3043
ko:K21028	ecq:ECED1_1959
ko:K21090	ecq:ECED1_2018
ko:K21091	ecq:ECED1_misc_RNA_23
ko:K21393	ecq:ECED1_4267
ko:K21395	ecq:ECED1_4268
ko:K21449	ecq:ECED1_4288
ko:K21470	ecq:ECED1_0955
ko:K21498	ecq:ECED1_0509
ko:K07334	ecq:ECED1_0508
ko:K07334	ecq:ECED1_1630
ko:K21602	ecq:ECED1_4262
ko:K21739	ecq:ECED1_0342
ko:K21740	ecq:ECED1_0341
ko:K21741	ecq:ECED1_0340
ko:K01451	ecq:ECED1_4670
ko:K21742	ecq:ECED1_3729
ko:K21746	ecq:ECED1_0343
ko:K19956	ecq:ECED1_3393
ko:K21698	ecq:ECED1_3893
ko:K21695	ecq:ECED1_3892
ko:K21936	ecq:ECED1_4181
ko:K21948	ecq:ECED1_3190
ko:K21963	ecq:ECED1_0332
ko:K21965	ecq:ECED1_0336
ko:K21966	ecq:ECED1_0337
ko:K21974	ecq:ECED1_1304
ko:K21975	ecq:ECED1_1305
ko:K21976	ecq:ECED1_1306
ko:K21990	ecq:ECED1_2810
ko:K22041	ecq:ECED1_1254
ko:K22015	ecq:ECED1_4812
ko:K22051	ecq:ECED1_4946
ko:K21964	ecq:ECED1_0335
ko:K21972	ecq:ECED1_1302
ko:K21973	ecq:ECED1_1303
ko:K08319	ecq:ECED1_3189
ko:K22131	ecq:ECED1_3192
ko:K05275	ecq:ECED1_1569
ko:K22130	ecq:ECED1_3191
ko:K22104	ecq:ECED1_3877
ko:K22110	ecq:ECED1_5195
ko:K22110	ecq:ECED1_4574
ko:K03079	ecq:ECED1_4271
ko:K03078	ecq:ECED1_4270
ko:K03077	ecq:ECED1_4272
ko:K15634	ecq:ECED1_5268
ko:K22304	ecq:ECED1_0998
ko:K02560	ecq:ECED1_5141
ko:K22293	ecq:ECED1_1668
ko:K13566	ecq:ECED1_0253
ko:K11206	ecq:ECED1_0622
