ko:K19744	bceo:I35_0706
ko:K13877	bceo:I35_5112
ko:K13877	bceo:I35_6414
ko:K00249	bceo:I35_1633
ko:K08261	bceo:I35_2668
ko:K00248	bceo:I35_1228
ko:K03553	bceo:I35_2717
ko:K06217	bceo:I35_2758
ko:K03462	bceo:I35_5920
ko:K13522	bceo:I35_5921
ko:K00529	bceo:I35_2745
ko:K03676	bceo:I35_2925
ko:K07451	bceo:I35_5374
ko:K01185	bceo:I35_1531
ko:K06223	bceo:I35_2397
ko:K06905	bceo:I35_2401
ko:K06906	bceo:I35_2403
ko:K06908	bceo:I35_2406
ko:K06907	bceo:I35_2407
ko:K06903	bceo:I35_2412
ko:K00558	bceo:I35_2438
ko:K07313	bceo:I35_4789
ko:K06905	bceo:I35_0091
ko:K06906	bceo:I35_0092
ko:K06908	bceo:I35_0096
ko:K06907	bceo:I35_0097
ko:K06903	bceo:I35_0102
ko:K02316	bceo:I35_4835
ko:K00287	bceo:I35_0948
ko:K00560	bceo:I35_0953
ko:K01520	bceo:I35_2587
ko:K09882	bceo:I35_5025
ko:K07336	bceo:I35_5844
ko:K02314	bceo:I35_1861
ko:K00526	bceo:I35_0447
ko:K17733	bceo:I35_0343
ko:K22252	bceo:I35_4922
ko:K00249	bceo:I35_7019
ko:K00042	bceo:I35_1871
ko:K05710	bceo:I35_2746
ko:K05710	bceo:I35_5732
ko:K05874	bceo:I35_0138
ko:K03863	bceo:I35_6337
ko:K02030	bceo:I35_6265
ko:K10018	bceo:I35_7107
ko:K09017	bceo:I35_7859
ko:K00108	bceo:I35_5016
ko:K00571	bceo:I35_4914
ko:K05375	bceo:I35_1600
ko:K02032	bceo:I35_5649
ko:K01617	bceo:I35_6005
ko:K08100	bceo:I35_2593
ko:K02483	bceo:I35_2718
ko:K03636	bceo:I35_7672
ko:K00249	bceo:I35_5197
ko:K00249	bceo:I35_7220
ko:K02031	bceo:I35_5648
ko:K09983	bceo:I35_1627
ko:K02335	bceo:I35_4821
ko:K01139	bceo:I35_7869
ko:K21307	bceo:I35_5021
ko:K21308	bceo:I35_5022
ko:K21309	bceo:I35_5023
ko:K03862	bceo:I35_6336
ko:K05799	bceo:I35_0493
ko:K00499	bceo:I35_4826
ko:K07005	bceo:I35_4840
ko:K21416	bceo:I35_1830
ko:K21394	bceo:I35_7210
ko:K21417	bceo:I35_1829
ko:K03293	bceo:I35_5352
ko:K03892	bceo:I35_4224
ko:K21405	bceo:I35_6101
ko:K03651	bceo:I35_1110
ko:K21405	bceo:I35_6261
ko:K21449	bceo:I35_4959
ko:K21449	bceo:I35_7252
ko:K03651	bceo:I35_7282
ko:K21420	bceo:I35_1460
ko:K21405	bceo:I35_1834
ko:K02483	bceo:I35_2067
ko:K02483	bceo:I35_6352
ko:K02483	bceo:I35_1595
ko:K02483	bceo:I35_7515
ko:K22044	bceo:I35_4856
ko:K01451	bceo:I35_1614
ko:K01451	bceo:I35_6471
ko:K01451	bceo:I35_5599
ko:K01420	bceo:I35_5337
ko:K01420	bceo:I35_4049
ko:K21645	bceo:I35_5078
ko:K21699	bceo:I35_5294
ko:K21645	bceo:I35_7104
ko:K21495	bceo:I35_5841
ko:K21703	bceo:I35_4148
ko:K10026	bceo:I35_3191
ko:K10914	bceo:I35_2612
ko:K21645	bceo:I35_0515
ko:K00344	bceo:I35_1229
ko:K00344	bceo:I35_1650
ko:K00344	bceo:I35_5685
ko:K00344	bceo:I35_1118
ko:K21757	bceo:I35_4650
ko:K21757	bceo:I35_4704
ko:K21802	bceo:I35_6671
ko:K21825	bceo:I35_1050
ko:K21829	bceo:I35_0705
ko:K21826	bceo:I35_6218
ko:K21826	bceo:I35_6306
ko:K08166	bceo:I35_7304
ko:K21833	bceo:I35_6214
ko:K21834	bceo:I35_6213
ko:K21830	bceo:I35_0476
ko:K21826	bceo:I35_7806
ko:K21832	bceo:I35_7807
ko:K21832	bceo:I35_6209
ko:K21929	bceo:I35_7600
ko:K21948	bceo:I35_6292
ko:K21929	bceo:I35_2040
ko:K22027	bceo:I35_4540
ko:K00424	bceo:I35_1709
ko:K05802	bceo:I35_6366
ko:K22003	bceo:I35_7419
ko:K03442	bceo:I35_4179
ko:K22025	bceo:I35_6296
ko:K22027	bceo:I35_5996
ko:K03285	bceo:I35_7457
ko:K03741	bceo:I35_4225
ko:K01816	bceo:I35_1870
ko:K22130	bceo:I35_6293
ko:K22132	bceo:I35_2638
ko:K05275	bceo:I35_4481
ko:K08319	bceo:I35_6291
ko:K00090	bceo:I35_0972
ko:K03595	bceo:I35_1003
ko:K22067	bceo:I35_5552
ko:K07183	bceo:I35_5551
ko:K00304	bceo:I35_6286
ko:K00302	bceo:I35_6285
ko:K22112	bceo:I35_5163
ko:K22185	bceo:I35_0473
ko:K13875	bceo:I35_6680
ko:K08994	bceo:I35_5632
ko:K08994	bceo:I35_7665
ko:K22186	bceo:I35_7391
ko:K22209	bceo:I35_0795
ko:K03392	bceo:I35_6011
ko:K12242	bceo:I35_6124
ko:K22292	bceo:I35_0903
ko:K22296	bceo:I35_4986
ko:K22303	bceo:I35_4965
ko:K22303	bceo:I35_4966
ko:K02257	bceo:I35_2908
ko:K03469	bceo:I35_1168
ko:K22348	bceo:I35_4350
ko:K00611	bceo:I35_2624
ko:K11206	bceo:I35_0595
ko:K00424	bceo:I35_2888
ko:K22550	bceo:I35_5117
ko:K01007	bceo:I35_2000
ko:K22549	bceo:I35_5118
