ko:K02030	kpe:KPK_2529
ko:K07733	kpe:KPK_4428
ko:K15125	kpe:KPK_4110
ko:K18141	kpe:KPK_0445
ko:K14227	kpe:KPK_4518
ko:K14227	kpe:KPK_5423
ko:K14227	kpe:KPK_5327
ko:K14226	kpe:KPK_5381
ko:K14237	kpe:KPK_2340
ko:K14237	kpe:KPK_2341
ko:K14237	kpe:KPK_2342
ko:K14219	kpe:KPK_1410
ko:K10218	kpe:KPK_0045
ko:K14222	kpe:KPK_1873
ko:K15396	kpe:KPK_1255
ko:K14170	kpe:KPK_1200
ko:K14261	kpe:KPK_1404
ko:K14230	kpe:KPK_0543
ko:K14230	kpe:KPK_0950
ko:K14230	kpe:KPK_0951
ko:K14230	kpe:KPK_0952
ko:K01607	kpe:KPK_2733
ko:K14232	kpe:KPK_5379
ko:K03457	kpe:KPK_1803
ko:K14219	kpe:KPK_1101
ko:K14219	kpe:KPK_1102
ko:K14219	kpe:KPK_1104
ko:K14219	kpe:KPK_1103
ko:K14225	kpe:KPK_1872
ko:K14225	kpe:KPK_5107
ko:K07726	kpe:KPK_B0056
ko:K02083	kpe:KPK_2609
ko:K14475	kpe:KPK_4422
ko:K07315	kpe:KPK_3077
ko:K14588	kpe:KPK_4606
ko:K14591	kpe:KPK_4352
ko:K19227	kpe:KPK_3124
ko:K21908	kpe:KPK_0632
ko:K06919	kpe:KPK_A0077
ko:K14682	kpe:KPK_0889
ko:K01607	kpe:KPK_0791
ko:K19162	kpe:KPK_4238
ko:K14762	kpe:KPK_0149
ko:K01146	kpe:KPK_0970
ko:K16013	kpe:KPK_3642
ko:K13650	kpe:KPK_3735
ko:K02028	kpe:KPK_1823
ko:K13874	kpe:KPK_B0074
ko:K01758	kpe:KPK_0708
ko:K02030	kpe:KPK_1820
ko:K00344	kpe:KPK_1766
ko:K13409	kpe:KPK_5134
ko:K13409	kpe:KPK_A0151
ko:K13408	kpe:KPK_5133
ko:K09476	kpe:KPK_3603
ko:K14475	kpe:KPK_2127
ko:K15269	kpe:KPK_0830
ko:K15599	kpe:KPK_2555
ko:K15600	kpe:KPK_2556
ko:K15598	kpe:KPK_2554
ko:K15373	kpe:KPK_4008
ko:K00799	kpe:KPK_5205
ko:K01941	kpe:KPK_2626
ko:K01457	kpe:KPK_2627
ko:K14761	kpe:KPK_4196
ko:K14742	kpe:KPK_1969
ko:K16012	kpe:KPK_3643
ko:K15257	kpe:KPK_1899
ko:K15372	kpe:KPK_4007
ko:K15256	kpe:KPK_1900
ko:K15582	kpe:KPK_2115
ko:K10824	kpe:KPK_0259
ko:K15584	kpe:KPK_0263
ko:K15586	kpe:KPK_0261
ko:K15587	kpe:KPK_0260
ko:K15547	kpe:KPK_0805
ko:K15580	kpe:KPK_2113
ko:K15580	kpe:KPK_3103
ko:K15549	kpe:KPK_0806
ko:K15550	kpe:KPK_0804
ko:K07229	kpe:KPK_0613
ko:K15545	kpe:KPK_2881
ko:K15724	kpe:KPK_4562
ko:K00971	kpe:KPK_1668
ko:K15552	kpe:KPK_4375
ko:K15738	kpe:KPK_3590
ko:K15461	kpe:KPK_1425
ko:K15554	kpe:KPK_3598
ko:K01082	kpe:KPK_5060
ko:K15536	kpe:KPK_5032
ko:K15771	kpe:KPK_4252
ko:K15553	kpe:KPK_0981
ko:K15553	kpe:KPK_2214
ko:K15532	kpe:KPK_1895
ko:K03929	kpe:KPK_2403
ko:K15633	kpe:KPK_0139
ko:K15773	kpe:KPK_2707
ko:K15772	kpe:KPK_4251
ko:K15551	kpe:KPK_4377
ko:K10831	kpe:KPK_4376
ko:K15553	kpe:KPK_3596
ko:K02428	kpe:KPK_0721
ko:K15722	kpe:KPK_3204
ko:K15735	kpe:KPK_4479
ko:K02050	kpe:KPK_4449
ko:K15736	kpe:KPK_4475
ko:K15737	kpe:KPK_4474
ko:K04765	kpe:KPK_0997
ko:K15790	kpe:KPK_1696
ko:K02595	kpe:KPK_1703
ko:K02226	kpe:KPK_3903
ko:K02034	kpe:KPK_4004
ko:K01692	kpe:KPK_2995
ko:K19271	kpe:KPK_2323
ko:K03585	kpe:KPK_0055
ko:K15723	kpe:KPK_0986
ko:K15833	kpe:KPK_1060
ko:K15585	kpe:KPK_0262
ko:K15577	kpe:KPK_2084
ko:K15827	kpe:KPK_1061
ko:K15828	kpe:KPK_1062
ko:K15578	kpe:KPK_2085
ko:K15580	kpe:KPK_3567
ko:K15583	kpe:KPK_2116
ko:K15539	kpe:KPK_1274
ko:K16347	kpe:KPK_5122
ko:K16348	kpe:KPK_5121
ko:K15836	kpe:KPK_1054
ko:K15832	kpe:KPK_1066
ko:K15834	kpe:KPK_1067
ko:K01713	kpe:KPK_1149
ko:K02594	kpe:KPK_1704
ko:K15831	kpe:KPK_1065
ko:K15268	kpe:KPK_2761
ko:K15829	kpe:KPK_1063
ko:K15460	kpe:KPK_1222
ko:K15866	kpe:KPK_2994
ko:K02028	kpe:KPK_4392
ko:K03712	kpe:KPK_2758
ko:K10716	kpe:KPK_2118
ko:K18138	kpe:KPK_0054
ko:K16959	kpe:KPK_1531
ko:K16958	kpe:KPK_1530
ko:K16960	kpe:KPK_1529
ko:K15984	kpe:KPK_0245
ko:K15974	kpe:KPK_1114
ko:K15977	kpe:KPK_3657
ko:K15977	kpe:KPK_0582
ko:K15977	kpe:KPK_1247
ko:K18139	kpe:KPK_0053
ko:K08679	kpe:KPK_1672
ko:K03781	kpe:KPK_2233
ko:K16135	kpe:KPK_3543
ko:K10109	kpe:KPK_5254
ko:K16092	kpe:KPK_5426
ko:K16089	kpe:KPK_1573
ko:K19611	kpe:KPK_3197
ko:K16301	kpe:KPK_3510
ko:K16090	kpe:KPK_3191
ko:K16136	kpe:KPK_2946
ko:K16137	kpe:KPK_2360
ko:K16137	kpe:KPK_1749
ko:K16137	kpe:KPK_2235
ko:K01573	kpe:KPK_4717
ko:K01816	kpe:KPK_2805
ko:K03299	kpe:KPK_2806
ko:K04080	kpe:KPK_2811
ko:K07497	kpe:KPK_A0093
ko:K02014	kpe:KPK_3447
ko:K18828	kpe:KPK_A0156
ko:K03321	kpe:KPK_1521
ko:K18138	kpe:KPK_4237
ko:K20037	kpe:KPK_4884
ko:K16053	kpe:KPK_4038
ko:K07347	kpe:KPK_0826
ko:K16087	kpe:KPK_1035
ko:K16077	kpe:KPK_4072
ko:K16077	kpe:KPK_2464
ko:K16077	kpe:KPK_1051
ko:K10013	kpe:KPK_1445
ko:K16066	kpe:KPK_2865
ko:K16074	kpe:KPK_3033
ko:K16074	kpe:KPK_2949
ko:K01990	kpe:KPK_0108
ko:K14189	kpe:KPK_B0010
ko:K02781	kpe:KPK_3429
ko:K16345	kpe:KPK_0083
ko:K16210	kpe:KPK_1894
ko:K16210	kpe:KPK_1884
ko:K16210	kpe:KPK_1307
ko:K16345	kpe:KPK_2710
ko:K01990	kpe:KPK_3749
ko:K16514	kpe:KPK_0046
ko:K01223	kpe:KPK_2387
ko:K16515	kpe:KPK_0044
ko:K16516	kpe:KPK_0042
ko:K11645	kpe:KPK_1620
ko:K16322	kpe:KPK_0249
ko:K16291	kpe:KPK_1815
ko:K01223	kpe:KPK_A0131
ko:K11734	kpe:KPK_3038
ko:K05349	kpe:KPK_A0120
ko:K16234	kpe:KPK_3776
ko:K16263	kpe:KPK_5140
ko:K16264	kpe:KPK_3814
ko:K11959	kpe:KPK_2768
ko:K11960	kpe:KPK_2767
ko:K16693	kpe:KPK_5387
ko:K01223	kpe:KPK_1053
ko:K11961	kpe:KPK_2766
ko:K17213	kpe:KPK_4079
ko:K05816	kpe:KPK_4986
ko:K16704	kpe:KPK_5389
ko:K15555	kpe:KPK_3094
ko:K02071	kpe:KPK_2722
ko:K15554	kpe:KPK_3095
ko:K15553	kpe:KPK_3097
ko:K19230	kpe:KPK_3141
ko:K16692	kpe:KPK_1656
ko:K16651	kpe:KPK_0892
ko:K11962	kpe:KPK_2765
ko:K11963	kpe:KPK_2764
ko:K10013	kpe:KPK_4059
ko:K02028	kpe:KPK_1154
ko:K02029	kpe:KPK_1154
ko:K02030	kpe:KPK_4391
ko:K02030	kpe:KPK_2458
ko:K02029	kpe:KPK_4010
ko:K16957	kpe:KPK_1532
ko:K16868	kpe:KPK_2409
ko:K16839	kpe:KPK_2712
ko:K16842	kpe:KPK_2572
ko:K00854	kpe:KPK_3940
ko:K01805	kpe:KPK_4922
ko:K01182	kpe:KPK_A0108
ko:K01232	kpe:KPK_2684
ko:K01198	kpe:KPK_0598
ko:K00133	kpe:KPK_2597
ko:K01714	kpe:KPK_3293
ko:K12973	kpe:KPK_A0097
ko:K12974	kpe:KPK_4958
ko:K02525	kpe:KPK_0194
ko:K03482	kpe:KPK_2682
ko:K02624	kpe:KPK_2479
ko:K10439	kpe:KPK_2058
ko:K09996	kpe:KPK_5108
ko:K02028	kpe:KPK_4009
ko:K02073	kpe:KPK_2150
ko:K02532	kpe:KPK_5056
ko:K16053	kpe:KPK_3989
ko:K02024	kpe:KPK_4920
ko:K10124	kpe:KPK_1432
ko:K01551	kpe:KPK_A0058
ko:K11903	kpe:KPK_4929
ko:K07703	kpe:KPK_1915
ko:K02440	kpe:KPK_0630
ko:K05796	kpe:KPK_0168
ko:K15532	kpe:KPK_1306
ko:K07277	kpe:KPK_5220
ko:K11932	kpe:KPK_2867
ko:K02050	kpe:KPK_2216
ko:K16841	kpe:KPK_2571
ko:K02749	kpe:KPK_2683
ko:K02750	kpe:KPK_2683
ko:K16840	kpe:KPK_2709
ko:K02029	kpe:KPK_4011
ko:K02030	kpe:KPK_3013
ko:K10440	kpe:KPK_3937
ko:K17214	kpe:KPK_4077
ko:K00371	kpe:KPK_2475
ko:K00374	kpe:KPK_2473
ko:K00373	kpe:KPK_2474
ko:K02030	kpe:KPK_2225
ko:K02503	kpe:KPK_3456
ko:K10441	kpe:KPK_3935
ko:K02030	kpe:KPK_3099
ko:K17202	kpe:KPK_3982
ko:K02030	kpe:KPK_4012
ko:K17247	kpe:KPK_0455
ko:K12255	kpe:KPK_1158
ko:K00370	kpe:KPK_2476
ko:K02030	kpe:KPK_1155
ko:K19611	kpe:KPK_5226
ko:K02028	kpe:KPK_3011
ko:K02029	kpe:KPK_3011
ko:K00381	kpe:KPK_4457
ko:K12678	kpe:KPK_A0135
ko:K02028	kpe:KPK_3100
ko:K10439	kpe:KPK_3934
ko:K17713	kpe:KPK_1278
ko:K17203	kpe:KPK_3985
ko:K17204	kpe:KPK_3984
ko:K17228	kpe:KPK_2268
ko:K02010	kpe:KPK_2469
ko:K17215	kpe:KPK_4078
ko:K02029	kpe:KPK_2226
ko:K01990	kpe:KPK_4601
ko:K01992	kpe:KPK_4600
ko:K05601	kpe:KPK_3655
ko:K10112	kpe:KPK_2000
ko:K17686	kpe:KPK_4216
ko:K10111	kpe:KPK_4254
ko:K19789	kpe:KPK_1544
ko:K03292	kpe:KPK_4923
ko:K04749	kpe:KPK_3076
ko:K19745	kpe:KPK_1748
ko:K17758	kpe:KPK_5103
ko:K17759	kpe:KPK_5103
ko:K04749	kpe:KPK_3564
ko:K00254	kpe:KPK_3594
ko:K17737	kpe:KPK_2279
ko:K18140	kpe:KPK_0446
ko:K03585	kpe:KPK_4236
ko:K02035	kpe:KPK_4021
ko:K08351	kpe:KPK_3932
ko:K17938	kpe:KPK_4368
ko:K18325	kpe:KPK_4028
ko:K03366	kpe:KPK_2269
ko:K02749	kpe:KPK_0081
ko:K02750	kpe:KPK_0081
ko:K03446	kpe:KPK_2594
ko:K18142	kpe:KPK_0444
ko:K21430	kpe:KPK_3695
ko:K08194	kpe:KPK_4671
ko:K08156	kpe:KPK_2496
ko:K22550	kpe:KPK_4827
ko:K19586	kpe:KPK_1163
ko:K18320	kpe:KPK_B0033
ko:K18324	kpe:KPK_1333
ko:K18326	kpe:KPK_1636
ko:K00138	kpe:KPK_1140
ko:K19587	kpe:KPK_1161
ko:K18829	kpe:KPK_A0157
ko:K18796	kpe:KPK_2780
ko:K11904	kpe:KPK_0944
ko:K18480	kpe:KPK_A0104
ko:K18446	kpe:KPK_0663
ko:K16235	kpe:KPK_4379
ko:K19504	kpe:KPK_4808
ko:K18699	kpe:KPK_2800
ko:K18640	kpe:KPK_5160
ko:K18673	kpe:KPK_1312
ko:K18697	kpe:KPK_1237
ko:K18691	kpe:KPK_1238
ko:K18765	kpe:KPK_0458
ko:K18476	kpe:KPK_3281
ko:K11741	kpe:KPK_5119
ko:K18842	kpe:KPK_1740
ko:K18850	kpe:KPK_3417
ko:K18889	kpe:KPK_4271
ko:K03630	kpe:KPK_4944
ko:K18827	kpe:KPK_1679
ko:K21645	kpe:KPK_2023
ko:K18920	kpe:KPK_0184
ko:K12994	kpe:KPK_1681
ko:K12995	kpe:KPK_1682
ko:K18850	kpe:KPK_4901
ko:K18841	kpe:KPK_1741
ko:K20861	kpe:KPK_3689
ko:K20866	kpe:KPK_5502
ko:K20881	kpe:KPK_0346
ko:K20862	kpe:KPK_5367
ko:K18800	kpe:KPK_0758
ko:K18778	kpe:KPK_4636
ko:K18657	kpe:KPK_3592
ko:K18890	kpe:KPK_4270
ko:K18954	kpe:KPK_4798
ko:K07339	kpe:KPK_3376
ko:K18843	kpe:KPK_3375
ko:K03496	kpe:KPK_A0023
ko:K18838	kpe:KPK_4942
ko:K03976	kpe:KPK_4218
ko:K19055	kpe:KPK_3305
ko:K01872	kpe:KPK_1795
ko:K03526	kpe:KPK_1275
ko:K18979	kpe:KPK_5104
ko:K18991	kpe:KPK_0065
ko:K18988	kpe:KPK_4370
ko:K18997	kpe:KPK_5158
ko:K19048	kpe:KPK_1068
ko:K07497	kpe:KPK_A0051
ko:K19000	kpe:KPK_4531
ko:K19221	kpe:KPK_3172
ko:K19222	kpe:KPK_2163
ko:K19226	kpe:KPK_3123
ko:K19236	kpe:KPK_3443
ko:K19163	kpe:KPK_B0088
ko:K00571	kpe:KPK_1771
ko:K19238	kpe:KPK_1746
ko:K19229	kpe:KPK_3140
ko:K19228	kpe:KPK_3139
ko:K19234	kpe:KPK_2186
ko:K19235	kpe:KPK_3717
ko:K07451	kpe:KPK_3370
ko:K19168	kpe:KPK_0774
ko:K19164	kpe:KPK_B0087
ko:K19270	kpe:KPK_1464
ko:K19265	kpe:KPK_1398
ko:K01066	kpe:KPK_5498
ko:K01992	kpe:KPK_0109
ko:K01992	kpe:KPK_3750
ko:K01992	kpe:KPK_3752
ko:K01992	kpe:KPK_4894
ko:K03722	kpe:KPK_1968
ko:K19416	kpe:KPK_3568
ko:K19335	kpe:KPK_3056
ko:K19267	kpe:KPK_5064
ko:K19337	kpe:KPK_1920
ko:K19338	kpe:KPK_1813
ko:K19304	kpe:KPK_1913
ko:K19505	kpe:KPK_4813
ko:K19334	kpe:KPK_5010
ko:K19302	kpe:KPK_3691
ko:K19270	kpe:KPK_3200
ko:K19333	kpe:KPK_1947
ko:K19431	kpe:KPK_1657
ko:K19302	kpe:KPK_1137
ko:K19303	kpe:KPK_2354
ko:K19577	kpe:KPK_2352
ko:K19577	kpe:KPK_2975
ko:K19507	kpe:KPK_4811
ko:K19611	kpe:KPK_3976
ko:K11209	kpe:KPK_1455
ko:K19506	kpe:KPK_4812
ko:K19508	kpe:KPK_4810
ko:K19509	kpe:KPK_4809
ko:K22003	kpe:KPK_2029
ko:K19585	kpe:KPK_1162
ko:K19697	kpe:KPK_0893
ko:K01179	kpe:KPK_A0121
ko:K19688	kpe:KPK_3696
ko:K19776	kpe:KPK_2033
ko:K19775	kpe:KPK_0589
ko:K19778	kpe:KPK_0631
ko:K19778	kpe:KPK_0636
ko:K19784	kpe:KPK_5559
ko:K00799	kpe:KPK_3694
ko:K06131	kpe:KPK_3754
ko:K00799	kpe:KPK_1456
ko:K15777	kpe:KPK_0670
ko:K19802	kpe:KPK_3105
ko:K19803	kpe:KPK_1555
ko:K21613	kpe:KPK_2452
ko:K19804	kpe:KPK_3158
ko:K19810	kpe:KPK_5124
ko:K19956	kpe:KPK_5272
ko:K21638	kpe:KPK_5217
ko:K21636	kpe:KPK_5019
ko:K21613	kpe:KPK_1824
ko:K22468	kpe:KPK_2494
ko:K20038	kpe:KPK_4883
ko:K21405	kpe:KPK_1138
ko:K20034	kpe:KPK_3425
ko:K20023	kpe:KPK_2460
ko:K21265	kpe:KPK_4871
ko:K20266	kpe:KPK_1290
ko:K20807	kpe:KPK_2673
ko:K02761	kpe:KPK_A0130
ko:K22443	kpe:KPK_3547
ko:K01612	kpe:KPK_1026
ko:K20542	kpe:KPK_0224
ko:K20542	kpe:KPK_0216
ko:K20543	kpe:KPK_0214
ko:K20543	kpe:KPK_0225
ko:K19591	kpe:KPK_4214
ko:K20541	kpe:KPK_0223
ko:K21759	kpe:KPK_1027
ko:K20541	kpe:KPK_0213
ko:K22602	kpe:KPK_2602
ko:K22110	kpe:KPK_5054
ko:K22132	kpe:KPK_0954
ko:K11529	kpe:KPK_3184
ko:K01200	kpe:KPK_4573
ko:K13877	kpe:KPK_4822
ko:K21029	kpe:KPK_3707
ko:K21061	kpe:KPK_4826
ko:K21085	kpe:KPK_1855
ko:K21062	kpe:KPK_4823
ko:K21088	kpe:KPK_2566
ko:K21021	kpe:KPK_1195
ko:K02495	kpe:KPK_5507
ko:K13075	kpe:KPK_2642
ko:K21028	kpe:KPK_3230
ko:K08968	kpe:KPK_1942
ko:K13609	kpe:KPK_4820
ko:K21090	kpe:KPK_1962
ko:K03636	kpe:KPK_1754
ko:K21147	kpe:KPK_1755
ko:K03292	kpe:KPK_4625
ko:K03651	kpe:KPK_4985
ko:K21416	kpe:KPK_4460
ko:K21417	kpe:KPK_4461
ko:K21470	kpe:KPK_3607
ko:K01451	kpe:KPK_4060
ko:K21602	kpe:KPK_0167
ko:K01451	kpe:KPK_3118
ko:K21698	kpe:KPK_0466
ko:K21695	kpe:KPK_0467
ko:K21948	kpe:KPK_2783
ko:K21963	kpe:KPK_4400
ko:K21965	kpe:KPK_4398
ko:K21974	kpe:KPK_3795
ko:K21975	kpe:KPK_3796
ko:K21966	kpe:KPK_4397
ko:K21968	kpe:KPK_4395
ko:K21976	kpe:KPK_3797
ko:K21990	kpe:KPK_1411
ko:K22041	kpe:KPK_3445
ko:K22015	kpe:KPK_5187
ko:K22015	kpe:KPK_2240
ko:K22024	kpe:KPK_2749
ko:K22044	kpe:KPK_3732
ko:K22051	kpe:KPK_5112
ko:K21964	kpe:KPK_4399
ko:K21967	kpe:KPK_4396
ko:K21972	kpe:KPK_3793
ko:K21973	kpe:KPK_3794
ko:K08319	kpe:KPK_2782
ko:K15576	kpe:KPK_2083
ko:K22131	kpe:KPK_2785
ko:K05275	kpe:KPK_0840
ko:K22444	kpe:KPK_3549
ko:K14274	kpe:KPK_1201
ko:K22024	kpe:KPK_3432
ko:K22129	kpe:KPK_3431
ko:K22130	kpe:KPK_2784
ko:K22129	kpe:KPK_2750
ko:K22105	kpe:KPK_5429
ko:K08319	kpe:KPK_2802
ko:K22110	kpe:KPK_0845
ko:K03079	kpe:KPK_0160
ko:K03078	kpe:KPK_0161
ko:K03077	kpe:KPK_0159
ko:K03077	kpe:KPK_4682
ko:K15634	kpe:KPK_4763
ko:K02257	kpe:KPK_4294
ko:K22293	kpe:KPK_2866
ko:K13566	kpe:KPK_4498
ko:K11206	kpe:KPK_3915
ko:K00424	kpe:KPK_3832
ko:K22489	kpe:KPK_1024
ko:K22601	kpe:KPK_2600
ko:K22549	kpe:KPK_4828
