ko:K18928	eun:UMNK88_353
ko:K01130	eun:UMNK88_4611
ko:K10673	eun:pUMNK88_43
ko:K14059	eun:UMNK88_2033
ko:K02614	eun:UMNK88_1803
ko:K01791	eun:UMNK88_4595
ko:K02032	eun:UMNK88_1888
ko:K01497	eun:UMNK88_1608
ko:K00632	eun:UMNK88_4673
ko:K17758	eun:UMNK88_5105
ko:K17759	eun:UMNK88_5105
ko:K02027	eun:UMNK88_1646
ko:K02483	eun:UMNK88_2446
ko:K11928	eun:UMNK88_1172
ko:K00344	eun:UMNK88_4907
ko:K12146	eun:UMNK88_3087
ko:K00661	eun:UMNK88_512
ko:K13695	eun:UMNK88_2171
ko:K02477	eun:UMNK88_2981
ko:K07483	eun:UMNK88_3682
ko:K03585	eun:UMNK88_516
ko:K07484	eun:UMNK88_pEnt26
ko:K12062	eun:pUMNK88_87
ko:K12064	eun:pUMNK88_76
ko:K03111	eun:UMNK88_5017
ko:K18015	eun:UMNK88_2823
ko:K07481	eun:UMNK88_5240
ko:K07483	eun:UMNK88_4341
ko:K07483	eun:UMNK88_1923
ko:K07496	eun:UMNK88_1834
ko:K17938	eun:UMNK88_425
ko:K12069	eun:pUMNK88_77
ko:K12227	eun:UMNK88_pIncI163
ko:K00520	eun:pUMNK88_146
ko:K07484	eun:UMNK88_1269
ko:K07484	eun:UMNK88_pHly2
ko:K07497	eun:UMNK88_5215
ko:K07497	eun:UMNK88_pEnt29
ko:K06867	eun:UMNK88_2183
ko:K06867	eun:UMNK88_4861
ko:K07483	eun:UMNK88_2528
ko:K07483	eun:UMNK88_pEnt20
ko:K07483	eun:UMNK88_5052
ko:K07483	eun:UMNK88_pEnt27
ko:K07483	eun:UMNK88_1216
ko:K07483	eun:UMNK88_1266
ko:K07483	eun:UMNK88_3680
ko:K01066	eun:UMNK88_528
ko:K03366	eun:UMNK88_pK8827
ko:K04343	eun:pUMNK88_42
ko:K07483	eun:UMNK88_1206
ko:K07483	eun:UMNK88_pK8831
ko:K07497	eun:UMNK88_1265
ko:K07484	eun:UMNK88_1220
ko:K22597	eun:UMNK88_1645
ko:K07484	eun:UMNK88_1189
ko:K18142	eun:UMNK88_4026
ko:K12064	eun:UMNK88_pEnt61
ko:K07483	eun:UMNK88_pIncI170
ko:K05711	eun:UMNK88_3194
ko:K01007	eun:UMNK88_2165
ko:K21430	eun:UMNK88_879
ko:K21469	eun:UMNK88_3033
ko:K03605	eun:UMNK88_3750
ko:K05710	eun:UMNK88_3193
ko:K08156	eun:UMNK88_444
ko:K03275	eun:UMNK88_4413
ko:K11891	eun:UMNK88_229
ko:K07309	eun:UMNK88_2041
ko:K00027	eun:UMNK88_pK8825
ko:K01752	eun:UMNK88_3867
ko:K07347	eun:UMNK88_pK8855
ko:K10678	eun:UMNK88_944
ko:K07001	eun:UMNK88_1277
ko:K01070	eun:UMNK88_405
ko:K15551	eun:UMNK88_414
ko:K06163	eun:UMNK88_4964
ko:K02358	eun:UMNK88_4102
ko:K02358	eun:UMNK88_4103
ko:K03305	eun:UMNK88_4997
ko:K01448	eun:UMNK88_5108
ko:K09980	eun:UMNK88_5124
ko:K03476	eun:UMNK88_5138
ko:K03078	eun:UMNK88_5144
ko:K09470	eun:UMNK88_1631
ko:K07788	eun:UMNK88_2621
ko:K03449	eun:UMNK88_1911
ko:K01653	eun:UMNK88_3677
ko:K18320	eun:pUMNK88_142
ko:K18320	eun:pUMNK88_33
ko:K18320	eun:pUMNK88_32
ko:K18324	eun:UMNK88_3064
ko:K18326	eun:UMNK88_2623
ko:K18997	eun:UMNK88_1153
ko:K21637	eun:UMNK88_5250
ko:K19540	eun:UMNK88_4136
ko:K04333	eun:UMNK88_1303
ko:K00984	eun:pUMNK88_133
ko:K18476	eun:pUMNK88_41
ko:K01934	eun:UMNK88_3606
ko:K18471	eun:UMNK88_2236
ko:K11904	eun:UMNK88_1861
ko:K18479	eun:UMNK88_4713
ko:K18478	eun:UMNK88_4716
ko:K18446	eun:UMNK88_3805
ko:K11904	eun:UMNK88_247
ko:K18531	eun:UMNK88_4732
ko:K00681	eun:UMNK88_4215
ko:K18530	eun:UMNK88_4733
ko:K00335	eun:UMNK88_2834
ko:K18691	eun:UMNK88_3212
ko:K18640	eun:UMNK88_pHly56
ko:K18640	eun:UMNK88_pK8865
ko:K18697	eun:UMNK88_3213
ko:K18640	eun:pUMNK88_173
ko:K18702	eun:UMNK88_2969
ko:K18765	eun:UMNK88_4012
ko:K18640	eun:UMNK88_pIncI115
ko:K18850	eun:UMNK88_1459
ko:K18837	eun:UMNK88_2550
ko:K18889	eun:UMNK88_500
ko:K18837	eun:UMNK88_1289
ko:K18837	eun:UMNK88_3705
ko:K18838	eun:UMNK88_2549
ko:K18862	eun:UMNK88_1532
ko:K18862	eun:UMNK88_1533
ko:K18862	eun:UMNK88_1534
ko:K03630	eun:UMNK88_3703
ko:K07171	eun:UMNK88_3465
ko:K21645	eun:UMNK88_5249
ko:K18920	eun:UMNK88_4340
ko:K18148	eun:UMNK88_269
ko:K11741	eun:UMNK88_5089
ko:K18838	eun:UMNK88_1288
ko:K18841	eun:UMNK88_pK8835
ko:K18899	eun:UMNK88_4292
ko:K20861	eun:UMNK88_885
ko:K20866	eun:UMNK88_4718
ko:K20881	eun:UMNK88_4165
ko:K08968	eun:UMNK88_2303
ko:K20862	eun:UMNK88_4624
ko:K07319	eun:UMNK88_4022
ko:K18800	eun:UMNK88_3601
ko:K18778	eun:UMNK88_101
ko:K07483	eun:UMNK88_pK8840
ko:K18831	eun:UMNK88_3837
ko:K18657	eun:UMNK88_1102
ko:K18890	eun:UMNK88_501
ko:K18824	eun:pUMNK88_45
ko:K18838	eun:UMNK88_3704
ko:K03630	eun:UMNK88_1284
ko:K12066	eun:pUMNK88_74
ko:K07480	eun:UMNK88_pK8854
ko:K18843	eun:UMNK88_1841
ko:K03630	eun:UMNK88_2546
ko:K03630	eun:UMNK88_2547
ko:K03553	eun:UMNK88_3371
ko:K18929	eun:UMNK88_354
ko:K18898	eun:UMNK88_4291
ko:K18918	eun:UMNK88_2012
ko:K07480	eun:UMNK88_1249
ko:K07724	eun:UMNK88_3950
ko:K12056	eun:UMNK88_pEnt47
ko:K12072	eun:UMNK88_pEnt48
ko:K12057	eun:UMNK88_pEnt53
ko:K12058	eun:UMNK88_pEnt54
ko:K12059	eun:UMNK88_pEnt55
ko:K12060	eun:UMNK88_pEnt58
ko:K12061	eun:UMNK88_pEnt59
ko:K12063	eun:UMNK88_pEnt60
ko:K12065	eun:UMNK88_pEnt64
ko:K12066	eun:UMNK88_pEnt65
ko:K12067	eun:UMNK88_pEnt66
ko:K12068	eun:UMNK88_pEnt67
ko:K03169	eun:UMNK88_2228
ko:K07480	eun:UMNK88_3102
ko:K03497	eun:UMNK88_pEnt75
ko:K03497	eun:UMNK88_pEnt10
ko:K12217	eun:UMNK88_pHly17
ko:K12206	eun:UMNK88_pHly28
ko:K12209	eun:UMNK88_pHly33
ko:K12213	eun:UMNK88_pHly34
ko:K12214	eun:UMNK88_pHly35
ko:K12203	eun:UMNK88_pHly39
ko:K12204	eun:UMNK88_pHly40
ko:K07389	eun:UMNK88_pHly49
ko:K05839	eun:UMNK88_513
ko:K03169	eun:UMNK88_5014
ko:K07796	eun:UMNK88_601
ko:K07810	eun:UMNK88_602
ko:K03503	eun:UMNK88_1496
ko:K03502	eun:UMNK88_1497
ko:K03746	eun:UMNK88_1555
ko:K11685	eun:UMNK88_3338
ko:K03646	eun:UMNK88_777
ko:K03111	eun:UMNK88_1691
ko:K07480	eun:UMNK88_5233
ko:K07480	eun:UMNK88_5263
ko:K07480	eun:UMNK88_5264
ko:K03496	eun:pUMNK88_47
ko:K03497	eun:pUMNK88_48
ko:K03674	eun:UMNK88_942
ko:K03169	eun:pUMNK88_62
ko:K12070	eun:pUMNK88_64
ko:K12071	eun:pUMNK88_65
ko:K12068	eun:pUMNK88_72
ko:K12067	eun:pUMNK88_73
ko:K12065	eun:pUMNK88_75
ko:K12063	eun:pUMNK88_85
ko:K12061	eun:pUMNK88_88
ko:K12060	eun:pUMNK88_90
ko:K12058	eun:pUMNK88_91
ko:K03111	eun:pUMNK88_97
ko:K08722	eun:pUMNK88_117
ko:K08363	eun:pUMNK88_148
ko:K10748	eun:pUMNK88_160
ko:K14060	eun:UMNK88_1972
ko:K08722	eun:UMNK88_2841
ko:K12057	eun:pUMNK88_164
ko:K12072	eun:pUMNK88_165
ko:K12056	eun:pUMNK88_166
ko:K07724	eun:pUMNK88_168
ko:K03746	eun:pUMNK88_172
ko:K03496	eun:UMNK88_pIncI113
ko:K03502	eun:UMNK88_pIncI117
ko:K03503	eun:UMNK88_pIncI118
ko:K03497	eun:UMNK88_pIncI130
ko:K05785	eun:UMNK88_4669
ko:K12217	eun:UMNK88_pIncI142
ko:K12218	eun:UMNK88_pIncI144
ko:K12206	eun:UMNK88_pIncI155
ko:K12213	eun:UMNK88_pIncI161
ko:K12214	eun:UMNK88_pIncI162
ko:K12203	eun:UMNK88_pIncI167
ko:K12204	eun:UMNK88_pIncI168
ko:K07473	eun:UMNK88_259
ko:K07480	eun:UMNK88_1181
ko:K10748	eun:UMNK88_2070
ko:K18920	eun:UMNK88_1209
ko:K05791	eun:UMNK88_1230
ko:K05792	eun:UMNK88_1231
ko:K05793	eun:UMNK88_1232
ko:K04565	eun:UMNK88_2106
ko:K03496	eun:UMNK88_pK8864
ko:K03502	eun:UMNK88_pK8867
ko:K12068	eun:UMNK88_pK8878
ko:K12067	eun:UMNK88_pK8879
ko:K12066	eun:UMNK88_pK8880
ko:K12065	eun:UMNK88_pK8881
ko:K12063	eun:UMNK88_pK8887
ko:K12060	eun:UMNK88_pK8888
ko:K22044	eun:UMNK88_847
ko:K07484	eun:UMNK88_pEnt25
ko:K18974	eun:pUMNK88_135
ko:K07497	eun:UMNK88_1015
ko:K07497	eun:UMNK88_5051
ko:K18839	eun:UMNK88_4994
ko:K07483	eun:UMNK88_3694
ko:K00221	eun:pUMNK88_145
ko:K07483	eun:UMNK88_2923
ko:K07483	eun:UMNK88_pK8845
ko:K07483	eun:UMNK88_pEnt23
ko:K03976	eun:UMNK88_534
ko:K18840	eun:UMNK88_4993
ko:K19055	eun:UMNK88_2252
ko:K07484	eun:UMNK88_1188
ko:K18975	eun:pUMNK88_134
ko:K07497	eun:UMNK88_pIncI169
ko:K07497	eun:UMNK88_pK8839
ko:K18979	eun:UMNK88_5104
ko:K07497	eun:UMNK88_4342
ko:K18988	eun:UMNK88_422
ko:K07484	eun:UMNK88_1218
ko:K19046	eun:UMNK88_3438
ko:K19000	eun:UMNK88_194
ko:K07484	eun:UMNK88_1217
ko:K00986	eun:UMNK88_pEnt6
ko:K19229	eun:UMNK88_1624
ko:K07452	eun:UMNK88_3691
ko:K19160	eun:UMNK88_992
ko:K19155	eun:UMNK88_3887
ko:K19156	eun:UMNK88_3886
ko:K19157	eun:UMNK88_258
ko:K19222	eun:UMNK88_2149
ko:K19161	eun:UMNK88_266
ko:K19166	eun:UMNK88_3838
ko:K19226	eun:UMNK88_1627
ko:K19230	eun:UMNK88_1623
ko:K19123	eun:UMNK88_3439
ko:K19235	eun:UMNK88_859
ko:K19236	eun:UMNK88_1384
ko:K02777	eun:UMNK88_3019
ko:K07448	eun:UMNK88_3683
ko:K19057	eun:pUMNK88_144
ko:K19096	eun:pUMNK88_79
ko:K07448	eun:UMNK88_5025
ko:K19147	eun:UMNK88_3690
ko:K19158	eun:UMNK88_2565
ko:K19160	eun:UMNK88_267
ko:K19238	eun:UMNK88_2811
ko:K00571	eun:UMNK88_pEnt4
ko:K00571	eun:UMNK88_pHly58
ko:K22444	eun:UMNK88_2273
ko:K01710	eun:UMNK88_2586
ko:K01710	eun:UMNK88_4597
ko:K19124	eun:UMNK88_3437
ko:K19228	eun:UMNK88_1625
ko:K19125	eun:UMNK88_3436
ko:K19126	eun:UMNK88_3435
ko:K19159	eun:UMNK88_2566
ko:K19162	eun:UMNK88_514
ko:K07451	eun:UMNK88_299
ko:K19168	eun:UMNK88_3589
ko:K09951	eun:UMNK88_3433
ko:K00336	eun:UMNK88_2833
ko:K19270	eun:UMNK88_2843
ko:K01992	eun:UMNK88_4257
ko:K01992	eun:UMNK88_831
ko:K01992	eun:UMNK88_833
ko:K19265	eun:UMNK88_3757
ko:K19416	eun:UMNK88_1125
ko:K03722	eun:UMNK88_839
ko:K07496	eun:UMNK88_pIncI133
ko:K07496	eun:UMNK88_pK8822
ko:K19335	eun:UMNK88_5196
ko:K07497	eun:UMNK88_pEnt32
ko:K07497	eun:UMNK88_pEnt39
ko:K07497	eun:UMNK88_2521
ko:K07497	eun:UMNK88_5223
ko:K07497	eun:UMNK88_3681
ko:K07497	eun:UMNK88_3695
ko:K07497	eun:UMNK88_2922
ko:K07497	eun:UMNK88_pK8816
ko:K07497	eun:UMNK88_pK8844
ko:K07497	eun:UMNK88_pEnt21
ko:K07497	eun:UMNK88_pEnt22
ko:K19267	eun:UMNK88_5158
ko:K01785	eun:UMNK88_4712
ko:K19337	eun:UMNK88_2325
ko:K19338	eun:UMNK88_2510
ko:K19304	eun:UMNK88_2328
ko:K19334	eun:UMNK88_5197
ko:K19302	eun:UMNK88_882
ko:K19270	eun:UMNK88_2191
ko:K19354	eun:UMNK88_4401
ko:K19336	eun:UMNK88_5195
ko:K19333	eun:UMNK88_2298
ko:K19303	eun:UMNK88_2116
ko:K19577	eun:UMNK88_2118
ko:K02796	eun:UMNK88_2289
ko:K00984	eun:pUMNK88_130
ko:K07497	eun:UMNK88_2529
ko:K19611	eun:UMNK88_614
ko:K02257	eun:UMNK88_478
ko:K19709	eun:UMNK88_2157
ko:K19688	eun:UMNK88_877
ko:K02495	eun:UMNK88_4699
ko:K07497	eun:UMNK88_3689
ko:K19775	eun:UMNK88_3850
ko:K19745	eun:UMNK88_4013
ko:K19777	eun:UMNK88_4288
ko:K19778	eun:UMNK88_4287
ko:K19780	eun:UMNK88_5041
ko:K07493	eun:UMNK88_pHly54
ko:K19776	eun:UMNK88_4505
ko:K00799	eun:UMNK88_878
ko:K07119	eun:UMNK88_1853
ko:K00799	eun:UMNK88_2852
ko:K06131	eun:UMNK88_829
ko:K06132	eun:UMNK88_1311
ko:K15777	eun:UMNK88_3791
ko:K07147	eun:UMNK88_2448
ko:K19784	eun:UMNK88_4522
ko:K13069	eun:UMNK88_1962
ko:K19802	eun:UMNK88_1663
ko:K07484	eun:UMNK88_pK8823
ko:K12137	eun:UMNK88_3078
ko:K07497	eun:UMNK88_2443
ko:K07484	eun:UMNK88_1219
ko:K07497	eun:UMNK88_1191
ko:K12137	eun:UMNK88_3077
ko:K19803	eun:UMNK88_2722
ko:K21636	eun:UMNK88_5184
ko:K19804	eun:UMNK88_1611
ko:K07497	eun:UMNK88_5217
ko:K19810	eun:UMNK88_5084
ko:K07484	eun:UMNK88_1215
ko:K19956	eun:UMNK88_4867
ko:K07274	eun:UMNK88_5012
ko:K19956	eun:UMNK88_3627
ko:K07484	eun:UMNK88_pIncI147
ko:K07484	eun:UMNK88_pK8829
ko:K07484	eun:UMNK88_pK8833
ko:K07484	eun:UMNK88_pHly61
ko:K07484	eun:UMNK88_5237
ko:K07484	eun:UMNK88_5239
ko:K07484	eun:UMNK88_3678
ko:K07484	eun:UMNK88_3679
ko:K20265	eun:UMNK88_1897
ko:K07686	eun:UMNK88_4478
ko:K19591	eun:UMNK88_541
ko:K21394	eun:UMNK88_4362
ko:K20542	eun:UMNK88_4311
ko:K20543	eun:UMNK88_4310
ko:K20541	eun:UMNK88_4312
ko:K22443	eun:UMNK88_2272
ko:K22132	eun:UMNK88_3497
ko:K02438	eun:UMNK88_4201
ko:K02790	eun:UMNK88_2080
ko:K02791	eun:UMNK88_2080
ko:K21029	eun:UMNK88_867
ko:K21084	eun:UMNK88_2612
ko:K21085	eun:UMNK88_2431
ko:K21086	eun:UMNK88_4303
ko:K21087	eun:UMNK88_1508
ko:K21088	eun:UMNK88_1777
ko:K21089	eun:UMNK88_2670
ko:K21021	eun:UMNK88_3257
ko:K00525	eun:UMNK88_2783
ko:K21028	eun:UMNK88_2222
ko:K21090	eun:UMNK88_2285
ko:K00525	eun:UMNK88_3344
ko:K00526	eun:UMNK88_3345
ko:K06952	eun:UMNK88_282
ko:K01160	eun:UMNK88_290
ko:K06904	eun:UMNK88_304
ko:K03546	eun:UMNK88_445
ko:K06217	eun:UMNK88_698
ko:K07451	eun:UMNK88_1427
ko:K06904	eun:UMNK88_1432
ko:K06217	eun:UMNK88_1176
ko:K06907	eun:UMNK88_932
ko:K06908	eun:UMNK88_933
ko:K06906	eun:UMNK88_937
ko:K06905	eun:UMNK88_938
ko:K06905	eun:UMNK88_996
ko:K06907	eun:UMNK88_998
ko:K06908	eun:UMNK88_999
ko:K06906	eun:UMNK88_1003
ko:K06903	eun:UMNK88_1012
ko:K09935	eun:UMNK88_838
ko:K07336	eun:UMNK88_844
ko:K06223	eun:UMNK88_896
ko:K06903	eun:UMNK88_922
ko:K14623	eun:UMNK88_4450
ko:K01520	eun:UMNK88_4424
ko:K06919	eun:UMNK88_4441
ko:K07313	eun:UMNK88_2308
ko:K00558	eun:UMNK88_2437
ko:K07313	eun:UMNK88_2936
ko:K02314	eun:UMNK88_2942
ko:K03791	eun:UMNK88_3108
ko:K07474	eun:UMNK88_3136
ko:K10906	eun:UMNK88_3150
ko:K06191	eun:UMNK88_3342
ko:K00560	eun:UMNK88_3511
ko:K06904	eun:UMNK88_2460
ko:K07451	eun:UMNK88_2465
ko:K06197	eun:UMNK88_1536
ko:K00857	eun:UMNK88_1556
ko:K02314	eun:UMNK88_1681
ko:K09961	eun:UMNK88_1745
ko:K06866	eun:UMNK88_3232
ko:K06904	eun:UMNK88_3293
ko:K03791	eun:UMNK88_3304
ko:K06919	eun:UMNK88_3310
ko:K14059	eun:UMNK88_3320
ko:K00558	eun:pUMNK88_57
ko:K06919	eun:UMNK88_pIncI164
ko:K02314	eun:UMNK88_4908
ko:K02314	eun:UMNK88_5003
ko:K06919	eun:UMNK88_pHly37
ko:K04068	eun:UMNK88_5183
ko:K02315	eun:UMNK88_5276
ko:K09882	eun:pUMNK88_95
ko:K00558	eun:pUMNK88_112
ko:K02316	eun:UMNK88_3818
ko:K06223	eun:UMNK88_4153
ko:K03676	eun:UMNK88_4397
ko:K07497	eun:UMNK88_1924
ko:K21393	eun:UMNK88_4363
ko:K07497	eun:UMNK88_pEnt19
ko:K02335	eun:UMNK88_4693
ko:K21395	eun:UMNK88_4364
ko:K21470	eun:UMNK88_1078
ko:K21498	eun:UMNK88_536
ko:K21511	eun:UMNK88_1994
ko:K21512	eun:UMNK88_1997
ko:K21498	eun:UMNK88_1882
ko:K21602	eun:UMNK88_4359
ko:K08319	eun:UMNK88_3410
ko:K21739	eun:UMNK88_350
ko:K21740	eun:UMNK88_349
ko:K21741	eun:UMNK88_348
ko:K21742	eun:UMNK88_3812
ko:K21746	eun:UMNK88_351
ko:K21698	eun:UMNK88_4004
ko:K21695	eun:UMNK88_4003
ko:K00875	eun:UMNK88_2638
ko:K21948	eun:UMNK88_3411
ko:K21976	eun:UMNK88_5234
ko:K21963	eun:UMNK88_342
ko:K21965	eun:UMNK88_340
ko:K21966	eun:UMNK88_339
ko:K21968	eun:UMNK88_337
ko:K21976	eun:UMNK88_1473
ko:K21990	eun:UMNK88_2901
ko:K22041	eun:UMNK88_1382
ko:K22015	eun:UMNK88_4942
ko:K22015	eun:UMNK88_4941
ko:K22051	eun:UMNK88_5097
ko:K22014	eun:UMNK88_1998
ko:K21964	eun:UMNK88_341
ko:K21967	eun:UMNK88_338
ko:K21972	eun:UMNK88_1471
ko:K21973	eun:UMNK88_1472
ko:K22131	eun:UMNK88_3413
ko:K01816	eun:UMNK88_559
ko:K05275	eun:UMNK88_1808
ko:K22130	eun:UMNK88_3412
ko:K03595	eun:UMNK88_3219
ko:K22105	eun:UMNK88_4801
ko:K22104	eun:UMNK88_3987
ko:K22110	eun:UMNK88_4708
ko:K22214	eun:UMNK88_3616
ko:K03079	eun:UMNK88_4367
ko:K08994	eun:UMNK88_1939
ko:K03078	eun:UMNK88_4366
ko:K03077	eun:UMNK88_4368
ko:K15634	eun:UMNK88_5315
ko:K22304	eun:UMNK88_2490
ko:K22304	eun:UMNK88_2027
ko:K22304	eun:UMNK88_1403
ko:K02560	eun:UMNK88_5218
ko:K22397	eun:UMNK88_5121
ko:K22293	eun:UMNK88_1967
ko:K22302	eun:UMNK88_2021
ko:K13566	eun:UMNK88_252
ko:K11206	eun:UMNK88_661
ko:K22488	eun:UMNK88_3548
ko:K07319	eun:UMNK88_pIncI122
ko:K00424	eun:UMNK88_772
ko:K22487	eun:UMNK88_3546
ko:K22507	eun:UMNK88_3553
ko:K22505	eun:UMNK88_3545
ko:K22508	eun:UMNK88_3552
ko:K22509	eun:UMNK88_3551
ko:K22486	eun:UMNK88_3537
