ko:K01139	kpa:KPNJ1_00116
ko:K09807	kpa:KPNJ1_00884
ko:K05596	kpa:KPNJ1_00885
ko:K01807	kpa:KPNJ1_00886
ko:K00784	kpa:KPNJ1_01680
ko:K02348	kpa:KPNJ1_01681
ko:K02552	kpa:KPNJ1_01682
ko:K02551	kpa:KPNJ1_01683
ko:K08680	kpa:KPNJ1_01684
ko:K01661	kpa:KPNJ1_01685
ko:K02549	kpa:KPNJ1_01686
ko:K01911	kpa:KPNJ1_01687
ko:K12944	kpa:KPNJ1_01688
ko:K12661	kpa:KPNJ1_01695
ko:K12660	kpa:KPNJ1_01698
ko:K00113	kpa:KPNJ1_01699
ko:K00112	kpa:KPNJ1_01700
ko:K00111	kpa:KPNJ1_01701
ko:K02445	kpa:KPNJ1_01702
ko:K01126	kpa:KPNJ1_01703
ko:K11107	kpa:KPNJ1_01705
ko:K00568	kpa:KPNJ1_01708
ko:K02469	kpa:KPNJ1_01709
ko:K07677	kpa:KPNJ1_01710
ko:K07687	kpa:KPNJ1_01711
ko:K07676	kpa:KPNJ1_01712
ko:K09475	kpa:KPNJ1_01716
ko:K03734	kpa:KPNJ1_01717
ko:K10778	kpa:KPNJ1_01718
ko:K03919	kpa:KPNJ1_01719
ko:K06159	kpa:KPNJ1_01721
ko:K06213	kpa:KPNJ1_01722
ko:K00116	kpa:KPNJ1_01724
ko:K08276	kpa:KPNJ1_01725
ko:K07014	kpa:KPNJ1_01727
ko:K09904	kpa:KPNJ1_01728
ko:K06899	kpa:KPNJ1_01729
ko:K07506	kpa:KPNJ1_02535
ko:K05782	kpa:KPNJ1_02536
ko:K08303	kpa:KPNJ1_02538
ko:K00426	kpa:KPNJ1_02542
ko:K00425	kpa:KPNJ1_02543
ko:K02055	kpa:KPNJ1_02547
ko:K02052	kpa:KPNJ1_02548
ko:K02054	kpa:KPNJ1_02549
ko:K02053	kpa:KPNJ1_02550
ko:K00137	kpa:KPNJ1_02551
ko:K09936	kpa:KPNJ1_02562
ko:K03823	kpa:KPNJ1_02563
ko:K01250	kpa:KPNJ1_02566
ko:K02014	kpa:KPNJ1_02569
ko:K11738	kpa:KPNJ1_02572
ko:K02030	kpa:KPNJ1_02578
ko:K02029	kpa:KPNJ1_02580
ko:K02028	kpa:KPNJ1_02581
ko:K02030	kpa:KPNJ1_02582
ko:K11208	kpa:KPNJ1_02583
ko:K01821	kpa:KPNJ1_02584
ko:K16077	kpa:KPNJ1_02585
ko:K01258	kpa:KPNJ1_03399
ko:K11072	kpa:KPNJ1_03400
ko:K11071	kpa:KPNJ1_03401
ko:K11070	kpa:KPNJ1_03402
ko:K11069	kpa:KPNJ1_03403
ko:K12410	kpa:KPNJ1_03407
ko:K00884	kpa:KPNJ1_03408
ko:K09808	kpa:KPNJ1_03409
ko:K09810	kpa:KPNJ1_03410
ko:K01077	kpa:KPNJ1_04374
ko:K08161	kpa:KPNJ1_04376
ko:K01921	kpa:KPNJ1_04378
ko:K17938	kpa:KPNJ1_04382
ko:K01698	kpa:KPNJ1_04385
ko:K03119	kpa:KPNJ1_04387
ko:K15552	kpa:KPNJ1_04388
ko:K10831	kpa:KPNJ1_04389
ko:K15551	kpa:KPNJ1_04390
ko:K00547	kpa:KPNJ1_04391
ko:K16235	kpa:KPNJ1_04392
ko:K03735	kpa:KPNJ1_04395
ko:K03736	kpa:KPNJ1_04396
ko:K01999	kpa:KPNJ1_04399
ko:K01997	kpa:KPNJ1_04400
ko:K01998	kpa:KPNJ1_04401
ko:K01995	kpa:KPNJ1_04402
ko:K01996	kpa:KPNJ1_04403
ko:K02814	kpa:KPNJ1_05189
ko:K02815	kpa:KPNJ1_05190
ko:K00014	kpa:KPNJ1_05192
ko:K03324	kpa:KPNJ1_05193
ko:K00548	kpa:KPNJ1_05194
ko:K13641	kpa:KPNJ1_05195
ko:K00906	kpa:KPNJ1_05196
ko:K01637	kpa:KPNJ1_05197
ko:K01638	kpa:KPNJ1_05198
ko:K00651	kpa:KPNJ1_05201
ko:K03827	kpa:KPNJ1_05202
ko:K00602	kpa:KPNJ1_05208
ko:K01945	kpa:KPNJ1_05209
ko:K07709	kpa:KPNJ1_05211
ko:K07803	kpa:KPNJ1_05213
ko:K05787	kpa:KPNJ1_05215
ko:K09891	kpa:KPNJ1_05216
ko:K05982	kpa:KPNJ1_05217
ko:K01599	kpa:KPNJ1_05218
ko:K03426	kpa:KPNJ1_05219
ko:K07740	kpa:KPNJ1_05220
ko:K03147	kpa:KPNJ1_05221
ko:K00788	kpa:KPNJ1_05222
ko:K03148	kpa:KPNJ1_05223
ko:K03154	kpa:KPNJ1_05224
ko:K03149	kpa:KPNJ1_05225
ko:K03150	kpa:KPNJ1_05226
ko:K02760	kpa:KPNJ1_05229
ko:K02759	kpa:KPNJ1_05230
ko:K07792	kpa:KPNJ1_05231
ko:K03046	kpa:KPNJ1_05232
ko:K03043	kpa:KPNJ1_05233
ko:K02935	kpa:KPNJ1_05234
ko:K02864	kpa:KPNJ1_05235
ko:K02863	kpa:KPNJ1_05237
ko:K02867	kpa:KPNJ1_05238
ko:K02601	kpa:KPNJ1_05239
ko:K03073	kpa:KPNJ1_05240
ko:K02358	kpa:KPNJ1_05241
ko:K03274	kpa:KPNJ1_00155
ko:K00639	kpa:KPNJ1_00156
ko:K00060	kpa:KPNJ1_00157
ko:K09798	kpa:KPNJ1_00159
ko:K15633	kpa:KPNJ1_00161
ko:K03071	kpa:KPNJ1_00165
ko:K00057	kpa:KPNJ1_00166
ko:K00640	kpa:KPNJ1_00167
ko:K03216	kpa:KPNJ1_00168
ko:K00101	kpa:KPNJ1_00169
ko:K14348	kpa:KPNJ1_00170
ko:K00427	kpa:KPNJ1_00171
ko:K14762	kpa:KPNJ1_00173
ko:K02562	kpa:KPNJ1_00176
ko:K00009	kpa:KPNJ1_00177
ko:K02798	kpa:KPNJ1_00178
ko:K02799	kpa:KPNJ1_00178
ko:K02800	kpa:KPNJ1_00178
ko:K01515	kpa:KPNJ1_00720
ko:K09920	kpa:KPNJ1_00721
ko:K03651	kpa:KPNJ1_00722
ko:K07000	kpa:KPNJ1_00723
ko:K02622	kpa:KPNJ1_00724
ko:K03923	kpa:KPNJ1_00726
ko:K07645	kpa:KPNJ1_00727
ko:K07666	kpa:KPNJ1_00728
ko:K13652	kpa:KPNJ1_00730
ko:K02621	kpa:KPNJ1_00731
ko:K00655	kpa:KPNJ1_00732
ko:K06221	kpa:KPNJ1_00736
ko:K08325	kpa:KPNJ1_00737
ko:K01760	kpa:KPNJ1_00740
ko:K03561	kpa:KPNJ1_00742
ko:K03559	kpa:KPNJ1_00743
ko:K01061	kpa:KPNJ1_00747
ko:K11209	kpa:KPNJ1_00749
ko:K01460	kpa:KPNJ1_00752
ko:K01460	kpa:KPNJ1_00753
ko:K01758	kpa:KPNJ1_00759
ko:K01697	kpa:KPNJ1_00760
ko:K12055	kpa:KPNJ1_00766
ko:K03528	kpa:KPNJ1_01580
ko:K01972	kpa:KPNJ1_01582
ko:K09954	kpa:KPNJ1_01583
ko:K14347	kpa:KPNJ1_01584
ko:K01885	kpa:KPNJ1_01587
ko:K11535	kpa:KPNJ1_01591
ko:K03322	kpa:KPNJ1_01592
ko:K00845	kpa:KPNJ1_01597
ko:K02478	kpa:KPNJ1_01599
ko:K14261	kpa:KPNJ1_01602
ko:K03449	kpa:KPNJ1_01603
ko:K11921	kpa:KPNJ1_01605
ko:K04754	kpa:KPNJ1_01610
ko:K06076	kpa:KPNJ1_01611
ko:K01782	kpa:KPNJ1_01614
ko:K01782	kpa:KPNJ1_01615
ko:K08296	kpa:KPNJ1_01616
ko:K07320	kpa:KPNJ1_01618
ko:K01736	kpa:KPNJ1_01619
ko:K07261	kpa:KPNJ1_01620
ko:K07090	kpa:KPNJ1_01621
ko:K09906	kpa:KPNJ1_01622
ko:K15461	kpa:KPNJ1_01624
ko:K00647	kpa:KPNJ1_01625
ko:K02050	kpa:KPNJ1_02426
ko:K02049	kpa:KPNJ1_02427
ko:K02051	kpa:KPNJ1_02428
ko:K01470	kpa:KPNJ1_02429
ko:K01485	kpa:KPNJ1_02431
ko:K02051	kpa:KPNJ1_02435
ko:K02034	kpa:KPNJ1_02446
ko:K02033	kpa:KPNJ1_02447
ko:K02035	kpa:KPNJ1_02448
ko:K01759	kpa:KPNJ1_02450
ko:K01673	kpa:KPNJ1_02453
ko:K06966	kpa:KPNJ1_02465
ko:K03327	kpa:KPNJ1_02467
ko:K00793	kpa:KPNJ1_02468
ko:K00574	kpa:KPNJ1_02469
ko:K03604	kpa:KPNJ1_02471
ko:K04564	kpa:KPNJ1_02474
ko:K07390	kpa:KPNJ1_02476
ko:K03683	kpa:KPNJ1_02477
ko:K01759	kpa:KPNJ1_02478
ko:K01142	kpa:KPNJ1_03290
ko:K05777	kpa:KPNJ1_03294
ko:K05778	kpa:KPNJ1_03295
ko:K08320	kpa:KPNJ1_03298
ko:K00262	kpa:KPNJ1_03299
ko:K01008	kpa:KPNJ1_03302
ko:K09474	kpa:KPNJ1_03303
ko:K04773	kpa:KPNJ1_03308
ko:K01424	kpa:KPNJ1_03309
ko:K08281	kpa:KPNJ1_03310
ko:K08369	kpa:KPNJ1_03311
ko:K18471	kpa:KPNJ1_03313
ko:K08369	kpa:KPNJ1_03317
ko:K01183	kpa:KPNJ1_03319
ko:K09916	kpa:KPNJ1_03321
ko:K07305	kpa:KPNJ1_03322
ko:K00134	kpa:KPNJ1_03323
ko:K01792	kpa:KPNJ1_03324
ko:K07180	kpa:KPNJ1_03328
ko:K09786	kpa:KPNJ1_03329
ko:K00432	kpa:KPNJ1_03331
ko:K01042	kpa:KPNJ1_04985
ko:K01465	kpa:KPNJ1_04986
ko:K15536	kpa:KPNJ1_04994
ko:K03592	kpa:KPNJ1_04995
ko:K09889	kpa:KPNJ1_04996
ko:K02558	kpa:KPNJ1_05003
ko:K03841	kpa:KPNJ1_05005
ko:K02057	kpa:KPNJ1_05006
ko:K02057	kpa:KPNJ1_05007
ko:K02056	kpa:KPNJ1_05008
ko:K02058	kpa:KPNJ1_05009
ko:K01507	kpa:KPNJ1_05011
ko:K09800	kpa:KPNJ1_05015
ko:K07278	kpa:KPNJ1_05016
ko:K07304	kpa:KPNJ1_05017
ko:K07109	kpa:KPNJ1_05021
ko:K01082	kpa:KPNJ1_05022
ko:K01119	kpa:KPNJ1_05023
ko:K07322	kpa:KPNJ1_05028
ko:K11737	kpa:KPNJ1_05029
ko:K09808	kpa:KPNJ1_03411
ko:K03723	kpa:KPNJ1_03412
ko:K12151	kpa:KPNJ1_03414
ko:K02014	kpa:KPNJ1_03418
ko:K03885	kpa:KPNJ1_03420
ko:K07000	kpa:KPNJ1_03421
ko:K01207	kpa:KPNJ1_03422
ko:K07251	kpa:KPNJ1_03423
ko:K07337	kpa:KPNJ1_03424
ko:K02503	kpa:KPNJ1_03426
ko:K02778	kpa:KPNJ1_03427
ko:K02779	kpa:KPNJ1_03427
ko:K03424	kpa:KPNJ1_03428
ko:K02341	kpa:KPNJ1_03429
ko:K00943	kpa:KPNJ1_03430
ko:K07082	kpa:KPNJ1_03431
ko:K02619	kpa:KPNJ1_03432
ko:K09458	kpa:KPNJ1_03433
ko:K02078	kpa:KPNJ1_03434
ko:K00059	kpa:KPNJ1_03435
ko:K00645	kpa:KPNJ1_03436
ko:K00648	kpa:KPNJ1_03437
ko:K03621	kpa:KPNJ1_03438
ko:K02911	kpa:KPNJ1_03439
ko:K07040	kpa:KPNJ1_03440
ko:K06179	kpa:KPNJ1_03442
ko:K08300	kpa:KPNJ1_03443
ko:K03980	kpa:KPNJ1_03446
ko:K03810	kpa:KPNJ1_03447
ko:K09915	kpa:KPNJ1_03448
ko:K03585	kpa:KPNJ1_04245
ko:K18138	kpa:KPNJ1_04246
ko:K00661	kpa:KPNJ1_04250
ko:K00375	kpa:KPNJ1_04252
ko:K02919	kpa:KPNJ1_04254
ko:K02909	kpa:KPNJ1_04255
ko:K02024	kpa:KPNJ1_04257
ko:K02778	kpa:KPNJ1_04258
ko:K12308	kpa:KPNJ1_04259
ko:K01224	kpa:KPNJ1_04260
ko:K15772	kpa:KPNJ1_04261
ko:K15771	kpa:KPNJ1_04262
ko:K15770	kpa:KPNJ1_04263
ko:K10111	kpa:KPNJ1_04265
ko:K07443	kpa:KPNJ1_04274
ko:K09914	kpa:KPNJ1_04275
ko:K10805	kpa:KPNJ1_04276
ko:K03320	kpa:KPNJ1_04277
ko:K04752	kpa:KPNJ1_04278
ko:K05800	kpa:KPNJ1_04281
ko:K01738	kpa:KPNJ1_04282
ko:K11938	kpa:KPNJ1_04283
ko:K06920	kpa:KPNJ1_04285
ko:K12500	kpa:KPNJ1_04286
ko:K02237	kpa:KPNJ1_04287
ko:K03770	kpa:KPNJ1_04288
ko:K03530	kpa:KPNJ1_04289
ko:K01338	kpa:KPNJ1_04290
ko:K03544	kpa:KPNJ1_04291
ko:K01358	kpa:KPNJ1_04292
ko:K03545	kpa:KPNJ1_04293
ko:K05527	kpa:KPNJ1_04295
ko:K07286	kpa:KPNJ1_04297
ko:K08218	kpa:KPNJ1_04298
ko:K03098	kpa:KPNJ1_05080
ko:K16348	kpa:KPNJ1_05082
ko:K16347	kpa:KPNJ1_05083
ko:K02356	kpa:KPNJ1_05084
ko:K07347	kpa:KPNJ1_05090
ko:K13409	kpa:KPNJ1_05095
ko:K04077	kpa:KPNJ1_05098
ko:K04078	kpa:KPNJ1_05099
ko:K16263	kpa:KPNJ1_05101
ko:K07113	kpa:KPNJ1_05102
ko:K01744	kpa:KPNJ1_05104
ko:K07791	kpa:KPNJ1_05105
ko:K03926	kpa:KPNJ1_05106
ko:K04084	kpa:KPNJ1_05107
ko:K13631	kpa:KPNJ1_05122
ko:K01092	kpa:KPNJ1_05132
ko:K07277	kpa:KPNJ1_05135
ko:K14223	kpa:KPNJ1_r057
ko:K14228	kpa:KPNJ1_r041
ko:K14230	kpa:KPNJ1_r055
ko:K14230	kpa:KPNJ1_r058
ko:K14218	kpa:KPNJ1_r023
ko:K14219	kpa:KPNJ1_r032
ko:K14219	kpa:KPNJ1_r062
ko:K14233	kpa:KPNJ1_r038
ko:K14222	kpa:KPNJ1_r040
ko:K01980	kpa:KPNJ1_r024
ko:K00681	kpa:KPNJ1_00322
ko:K14233	kpa:KPNJ1_r045
ko:K14233	kpa:KPNJ1_r046
ko:K14233	kpa:KPNJ1_r047
ko:K14233	kpa:KPNJ1_r016
ko:K14236	kpa:KPNJ1_r042
ko:K14236	kpa:KPNJ1_r086
ko:K14236	kpa:KPNJ1_r043
ko:K14225	kpa:KPNJ1_r012
ko:K14232	kpa:KPNJ1_r033
ko:K14224	kpa:KPNJ1_r074
ko:K14235	kpa:KPNJ1_r095
ko:K14226	kpa:KPNJ1_r093
ko:K14228	kpa:KPNJ1_r076
ko:K14232	kpa:KPNJ1_r091
ko:K01977	kpa:KPNJ1_r003
ko:K01977	kpa:KPNJ1_r021
ko:K01977	kpa:KPNJ1_r068
ko:K01977	kpa:KPNJ1_r083
ko:K01977	kpa:KPNJ1_r090
ko:K01977	kpa:KPNJ1_r099
ko:K01977	kpa:KPNJ1_r102
ko:K01977	kpa:KPNJ1_r075
ko:K14219	kpa:KPNJ1_r094
ko:K01985	kpa:KPNJ1_r005
ko:K01985	kpa:KPNJ1_r097
ko:K01985	kpa:KPNJ1_r081
ko:K01985	kpa:KPNJ1_r100
ko:K01985	kpa:KPNJ1_r072
ko:K01985	kpa:KPNJ1_r088
ko:K01985	kpa:KPNJ1_r025
ko:K01985	kpa:KPNJ1_r066
ko:K01985	kpa:KPNJ1_r007
ko:K14238	kpa:KPNJ1_r001
ko:K01980	kpa:KPNJ1_r067
ko:K01980	kpa:KPNJ1_r101
ko:K14237	kpa:KPNJ1_r044
ko:K14220	kpa:KPNJ1_r061
ko:K14227	kpa:KPNJ1_r022
ko:K14231	kpa:KPNJ1_r011
ko:K14231	kpa:KPNJ1_r080
ko:K01980	kpa:KPNJ1_r082
ko:K14228	kpa:KPNJ1_r008
ko:K14230	kpa:KPNJ1_r010
ko:K14218	kpa:KPNJ1_r030
ko:K14218	kpa:KPNJ1_r031
ko:K00335	kpa:KPNJ1_01671
ko:K18589	kpa:KPNJ1_05734
ko:K04065	kpa:KPNJ1_04773
ko:K19504	kpa:KPNJ1_04799
ko:K01980	kpa:KPNJ1_r073
ko:K01980	kpa:KPNJ1_r089
ko:K01980	kpa:KPNJ1_r098
ko:K01980	kpa:KPNJ1_r004
ko:K14221	kpa:KPNJ1_r064
ko:K14221	kpa:KPNJ1_r065
ko:K14221	kpa:KPNJ1_r096
ko:K14234	kpa:KPNJ1_r063
ko:K14234	kpa:KPNJ1_r006
ko:K14234	kpa:KPNJ1_r084
ko:K14234	kpa:KPNJ1_r087
ko:K14219	kpa:KPNJ1_r017
ko:K14219	kpa:KPNJ1_r018
ko:K14219	kpa:KPNJ1_r020
ko:K14219	kpa:KPNJ1_r019
ko:K14223	kpa:KPNJ1_r059
ko:K14223	kpa:KPNJ1_r060
ko:K14228	kpa:KPNJ1_r056
ko:K14228	kpa:KPNJ1_r069
ko:K14228	kpa:KPNJ1_r070
ko:K14228	kpa:KPNJ1_r071
ko:K14228	kpa:KPNJ1_r092
ko:K14237	kpa:KPNJ1_r027
ko:K14237	kpa:KPNJ1_r053
ko:K14237	kpa:KPNJ1_r029
ko:K14237	kpa:KPNJ1_r051
ko:K14237	kpa:KPNJ1_r028
ko:K13053	kpa:KPNJ1_03537
ko:K02477	kpa:KPNJ1_01598
ko:K02477	kpa:KPNJ1_01797
ko:K14232	kpa:KPNJ1_r002
ko:K14225	kpa:KPNJ1_r039
ko:K14225	kpa:KPNJ1_r078
ko:K14225	kpa:KPNJ1_r079
ko:K14225	kpa:KPNJ1_r077
ko:K14220	kpa:KPNJ1_r034
ko:K14220	kpa:KPNJ1_r035
ko:K14220	kpa:KPNJ1_r037
ko:K14220	kpa:KPNJ1_r036
ko:K14229	kpa:KPNJ1_r026
ko:K14229	kpa:KPNJ1_r050
ko:K14229	kpa:KPNJ1_r049
ko:K14229	kpa:KPNJ1_r048
ko:K14229	kpa:KPNJ1_r054
ko:K14229	kpa:KPNJ1_r052
ko:K14230	kpa:KPNJ1_r009
ko:K14230	kpa:KPNJ1_r014
ko:K14230	kpa:KPNJ1_r013
ko:K14230	kpa:KPNJ1_r015
ko:K14225	kpa:KPNJ1_r085
ko:K18698	kpa:KPNJ1_05666
ko:K18640	kpa:KPNJ1_05713
ko:K18673	kpa:KPNJ1_01510
ko:K18697	kpa:KPNJ1_01395
ko:K18142	kpa:KPNJ1_00463
ko:K18698	kpa:KPNJ1_05808
ko:K18698	kpa:KPNJ1_05814
ko:K18691	kpa:KPNJ1_01397
ko:K18765	kpa:KPNJ1_00499
ko:K11741	kpa:KPNJ1_05081
ko:K06218	kpa:KPNJ1_04980
ko:K18850	kpa:KPNJ1_03398
ko:K21645	kpa:KPNJ1_02147
ko:K18900	kpa:KPNJ1_01284
ko:K18920	kpa:KPNJ1_00201
ko:K18921	kpa:KPNJ1_05604
ko:K18850	kpa:KPNJ1_04872
ko:K20861	kpa:KPNJ1_03699
ko:K20866	kpa:KPNJ1_05421
ko:K20881	kpa:KPNJ1_00365
ko:K20862	kpa:KPNJ1_05285
ko:K18800	kpa:KPNJ1_00894
ko:K18657	kpa:KPNJ1_03550
ko:K18918	kpa:KPNJ1_04981
ko:K18778	kpa:KPNJ1_04629
ko:K18890	kpa:KPNJ1_04279
ko:K18824	kpa:KPNJ1_05661
ko:K18831	kpa:KPNJ1_05613
ko:K18954	kpa:KPNJ1_04787
ko:K09691	kpa:KPNJ1_01881
ko:K18916	kpa:KPNJ1_05518
ko:K03497	kpa:KPNJ1_05716
ko:K03502	kpa:KPNJ1_05715
ko:K03503	kpa:KPNJ1_05714
ko:K03497	kpa:KPNJ1_05698
ko:K07796	kpa:KPNJ1_04877
ko:K07810	kpa:KPNJ1_04878
ko:K04343	kpa:KPNJ1_05663
ko:K10673	kpa:KPNJ1_05662
ko:K18320	kpa:KPNJ1_05742
ko:K07480	kpa:KPNJ1_05738
ko:K03496	kpa:KPNJ1_05781
ko:K05839	kpa:KPNJ1_05764
ko:K03503	kpa:KPNJ1_04132
ko:K03502	kpa:KPNJ1_05783
ko:K03169	kpa:KPNJ1_03301
ko:K03502	kpa:KPNJ1_03338
ko:K03503	kpa:KPNJ1_03339
ko:K07724	kpa:KPNJ1_00815
ko:K07724	kpa:KPNJ1_00818
ko:K08722	kpa:KPNJ1_01660
ko:K04565	kpa:KPNJ1_02483
ko:K05839	kpa:KPNJ1_04249
ko:K01856	kpa:KPNJ1_02602
ko:K15269	kpa:KPNJ1_00955
ko:K03496	kpa:KPNJ1_04435
ko:K05785	kpa:KPNJ1_05259
ko:K03746	kpa:KPNJ1_01937
ko:K03674	kpa:KPNJ1_03646
ko:K15773	kpa:KPNJ1_02822
ko:K11685	kpa:KPNJ1_01247
ko:K10748	kpa:KPNJ1_02971
ko:K03646	kpa:KPNJ1_03834
ko:K18320	kpa:KPNJ1_05513
ko:K07480	kpa:KPNJ1_05522
ko:K05839	kpa:KPNJ1_05541
ko:K11811	kpa:KPNJ1_05556
ko:K07810	kpa:KPNJ1_05579
ko:K07796	kpa:KPNJ1_05580
ko:K07480	kpa:KPNJ1_05585
ko:K07480	kpa:KPNJ1_05589
ko:K03497	kpa:KPNJ1_05602
ko:K04099	kpa:KPNJ1_00059
ko:K07724	kpa:KPNJ1_00553
ko:K03746	kpa:KPNJ1_02245
ko:K12068	kpa:KPNJ1_05622
ko:K12067	kpa:KPNJ1_05623
ko:K12066	kpa:KPNJ1_05624
ko:K12065	kpa:KPNJ1_05625
ko:K12063	kpa:KPNJ1_05635
ko:K12062	kpa:KPNJ1_05636
ko:K12061	kpa:KPNJ1_05637
ko:K12060	kpa:KPNJ1_05638
ko:K12059	kpa:KPNJ1_05639
ko:K12058	kpa:KPNJ1_05640
ko:K12057	kpa:KPNJ1_05643
ko:K12072	kpa:KPNJ1_05647
ko:K12056	kpa:KPNJ1_05648
ko:K18146	kpa:KPNJ1_02405
ko:K01699	kpa:KPNJ1_01039
ko:K01185	kpa:KPNJ1_01312
ko:K04028	kpa:KPNJ1_01545
ko:K07483	kpa:KPNJ1_00221
ko:K07483	kpa:KPNJ1_04021
ko:K03496	kpa:KPNJ1_05601
ko:K07484	kpa:KPNJ1_05719
ko:K00632	kpa:KPNJ1_01613
ko:K00336	kpa:KPNJ1_01672
ko:K02485	kpa:KPNJ1_02243
ko:K08348	kpa:KPNJ1_02611
ko:K07483	kpa:KPNJ1_05718
ko:K01185	kpa:KPNJ1_03145
ko:K08970	kpa:KPNJ1_04268
ko:K11745	kpa:KPNJ1_04698
ko:K00344	kpa:KPNJ1_05152
ko:K03976	kpa:KPNJ1_04225
ko:K19055	kpa:KPNJ1_03345
ko:K09472	kpa:KPNJ1_03511
ko:K08970	kpa:KPNJ1_05687
ko:K03668	kpa:KPNJ1_03043
ko:K03973	kpa:KPNJ1_03197
ko:K06884	kpa:KPNJ1_03380
ko:K09017	kpa:KPNJ1_03487
ko:K01185	kpa:KPNJ1_03671
ko:K00130	kpa:KPNJ1_04000
ko:K00146	kpa:KPNJ1_04064
ko:K01582	kpa:KPNJ1_04113
ko:K01271	kpa:KPNJ1_05253
ko:K00632	kpa:KPNJ1_05255
ko:K00557	kpa:KPNJ1_05341
ko:K08172	kpa:KPNJ1_01919
ko:K07481	kpa:KPNJ1_05521
ko:K07481	kpa:KPNJ1_02649
ko:K07481	kpa:KPNJ1_04902
ko:K07481	kpa:KPNJ1_05315
ko:K03526	kpa:KPNJ1_01437
ko:K14742	kpa:KPNJ1_02103
ko:K07481	kpa:KPNJ1_05087
ko:K07481	kpa:KPNJ1_00966
ko:K07481	kpa:KPNJ1_00967
ko:K07481	kpa:KPNJ1_02878
ko:K07481	kpa:KPNJ1_02879
ko:K07481	kpa:KPNJ1_05514
ko:K07481	kpa:KPNJ1_05520
ko:K03761	kpa:KPNJ1_01368
ko:K07497	kpa:KPNJ1_05693
ko:K05396	kpa:KPNJ1_01999
ko:K07483	kpa:KPNJ1_05113
ko:K07483	kpa:KPNJ1_04599
ko:K07483	kpa:KPNJ1_05586
ko:K12064	kpa:KPNJ1_05627
ko:K07497	kpa:KPNJ1_04909
ko:K07483	kpa:KPNJ1_03128
ko:K07483	kpa:KPNJ1_05694
ko:K18979	kpa:KPNJ1_05067
ko:K18991	kpa:KPNJ1_00083
ko:K03892	kpa:KPNJ1_05546
ko:K18988	kpa:KPNJ1_04384
ko:K07483	kpa:KPNJ1_03306
ko:K05799	kpa:KPNJ1_04614
ko:K07484	kpa:KPNJ1_05720
ko:K11645	kpa:KPNJ1_01810
ko:K19048	kpa:KPNJ1_00805
ko:K19048	kpa:KPNJ1_01192
ko:K19000	kpa:KPNJ1_04518
ko:K11748	kpa:KPNJ1_00401
ko:K19221	kpa:KPNJ1_03238
ko:K19222	kpa:KPNJ1_02298
ko:K19165	kpa:KPNJ1_00314
ko:K19226	kpa:KPNJ1_03207
ko:K02777	kpa:KPNJ1_01573
ko:K19236	kpa:KPNJ1_03413
ko:K07448	kpa:KPNJ1_05739
ko:K19098	kpa:KPNJ1_05668
ko:K05714	kpa:KPNJ1_02342
ko:K03445	kpa:KPNJ1_00043
ko:K19163	kpa:KPNJ1_05774
ko:K19278	kpa:KPNJ1_05818
ko:K16291	kpa:KPNJ1_01978
ko:K19238	kpa:KPNJ1_01969
ko:K01710	kpa:KPNJ1_01864
ko:K01710	kpa:KPNJ1_05305
ko:K19229	kpa:KPNJ1_03210
ko:K19228	kpa:KPNJ1_03209
ko:K19234	kpa:KPNJ1_02325
ko:K12979	kpa:KPNJ1_01249
ko:K19235	kpa:KPNJ1_03729
ko:K04771	kpa:KPNJ1_04544
ko:K19162	kpa:KPNJ1_04248
ko:K19098	kpa:KPNJ1_05816
ko:K19168	kpa:KPNJ1_00910
ko:K01582	kpa:KPNJ1_04521
ko:K19265	kpa:KPNJ1_01594
ko:K00839	kpa:KPNJ1_02731
ko:K01066	kpa:KPNJ1_05417
ko:K01992	kpa:KPNJ1_00131
ko:K01992	kpa:KPNJ1_03765
ko:K01992	kpa:KPNJ1_04866
ko:K03722	kpa:KPNJ1_02102
ko:K19416	kpa:KPNJ1_03524
ko:K00020	kpa:KPNJ1_02799
ko:K03722	kpa:KPNJ1_03751
ko:K07497	kpa:KPNJ1_00764
ko:K07497	kpa:KPNJ1_03305
ko:K07497	kpa:KPNJ1_00222
ko:K07497	kpa:KPNJ1_05112
ko:K07497	kpa:KPNJ1_01905
ko:K07497	kpa:KPNJ1_05587
ko:K07497	kpa:KPNJ1_04020
ko:K07497	kpa:KPNJ1_04907
ko:K19335	kpa:KPNJ1_03077
ko:K00529	kpa:KPNJ1_00868
ko:K19267	kpa:KPNJ1_05025
ko:K17214	kpa:KPNJ1_04100
ko:K19337	kpa:KPNJ1_02052
ko:K19338	kpa:KPNJ1_01976
ko:K19304	kpa:KPNJ1_02049
ko:K19505	kpa:KPNJ1_04804
ko:K19334	kpa:KPNJ1_04964
ko:K19302	kpa:KPNJ1_03701
ko:K01175	kpa:KPNJ1_03875
ko:K19270	kpa:KPNJ1_01658
ko:K19270	kpa:KPNJ1_03267
ko:K19336	kpa:KPNJ1_03078
ko:K19333	kpa:KPNJ1_02079
ko:K01785	kpa:KPNJ1_01411
ko:K02031	kpa:KPNJ1_04006
ko:K02031	kpa:KPNJ1_02445
ko:K02031	kpa:KPNJ1_01825
ko:K19278	kpa:KPNJ1_05670
ko:K19303	kpa:KPNJ1_02475
ko:K01096	kpa:KPNJ1_03226
ko:K19509	kpa:KPNJ1_04037
ko:K19510	kpa:KPNJ1_04798
