ko:K02495	eclg:EC036_44170
ko:K10906	eclg:EC036_24930
ko:K06905	eclg:EC036_25080
ko:K06906	eclg:EC036_25090
ko:K06903	eclg:EC036_25110
ko:K01185	eclg:EC036_25180
ko:K00857	eclg:EC036_25430
ko:K06197	eclg:EC036_25710
ko:K07313	eclg:EC036_26770
ko:K00558	eclg:EC036_28050
ko:K00526	eclg:EC036_34390
ko:K02335	eclg:EC036_44200
ko:K01520	eclg:EC036_01200
ko:K03676	eclg:EC036_01480
ko:K03546	eclg:EC036_09570
ko:K06217	eclg:EC036_15850
ko:K02314	eclg:EC036_02980
ko:K04068	eclg:EC036_04800
ko:K02315	eclg:EC036_06010
ko:K00287	eclg:EC036_06760
ko:K06217	eclg:EC036_12180
ko:K06223	eclg:EC036_41190
ko:K06866	eclg:EC036_33410
ko:K01185	eclg:EC036_42300
ko:K06191	eclg:EC036_34360
ko:K00560	eclg:EC036_35700
ko:K02316	eclg:EC036_37940
ko:K06905	eclg:EC036_37980
ko:K06906	eclg:EC036_37990
ko:K06908	eclg:EC036_38030
ko:K06907	eclg:EC036_38040
ko:K06903	eclg:EC036_38090
ko:K01185	eclg:EC036_38140
ko:K03292	eclg:EC036_07400
ko:K02032	eclg:EC036_08470
ko:K00525	eclg:EC036_30820
ko:K03292	eclg:EC036_26210
ko:K03293	eclg:EC036_42970
ko:K13695	eclg:EC036_17780
ko:K21470	eclg:EC036_14840
ko:K01420	eclg:EC036_19080
ko:K21512	eclg:EC036_24720
ko:K00863	eclg:EC036_39780
ko:K21602	eclg:EC036_01850
ko:K21511	eclg:EC036_24700
ko:K21698	eclg:EC036_40040
ko:K21695	eclg:EC036_40030
ko:K21712	eclg:EC036_04870
ko:K21759	eclg:EC036_35030
ko:K13638	eclg:EC036_40450
ko:K21973	eclg:EC036_22150
ko:K21965	eclg:EC036_29630
ko:K21964	eclg:EC036_00700
ko:K21965	eclg:EC036_00710
ko:K21974	eclg:EC036_18140
ko:K21966	eclg:EC036_29620
ko:K21966	eclg:EC036_00720
ko:K21967	eclg:EC036_00730
ko:K21968	eclg:EC036_29600
ko:K21976	eclg:EC036_18130
ko:K21990	eclg:EC036_31740
ko:K22041	eclg:EC036_16690
ko:K22015	eclg:EC036_03230
ko:K22015	eclg:EC036_03240
ko:K22015	eclg:EC036_18120
ko:K22024	eclg:EC036_21490
ko:K22044	eclg:EC036_13360
ko:K22051	eclg:EC036_03850
ko:K21968	eclg:EC036_00740
ko:K22014	eclg:EC036_24730
ko:K21964	eclg:EC036_29640
ko:K21967	eclg:EC036_29610
ko:K21972	eclg:EC036_18160
ko:K21973	eclg:EC036_18150
ko:K02464	eclg:EC036_14250
ko:K15576	eclg:EC036_25640
ko:K05275	eclg:EC036_19160
ko:K14274	eclg:EC036_33560
ko:K22129	eclg:EC036_21480
ko:K03595	eclg:EC036_33300
ko:K22105	eclg:EC036_43280
ko:K22110	eclg:EC036_35980
ko:K22110	eclg:EC036_44110
ko:K03079	eclg:EC036_01780
ko:K08994	eclg:EC036_21620
ko:K03078	eclg:EC036_01790
ko:K03077	eclg:EC036_01770
ko:K15634	eclg:EC036_06410
ko:K02257	eclg:EC036_09920
ko:K22396	eclg:EC036_04980
ko:K22397	eclg:EC036_04970
ko:K22293	eclg:EC036_19890
ko:K13566	eclg:EC036_08520
ko:K11206	eclg:EC036_11930
ko:K00424	eclg:EC036_12640
ko:K22489	eclg:EC036_35060
ko:K22601	eclg:EC036_15380
