ko:K01139	kph:KPNIH24_25705
ko:K02824	kph:KPNIH24_09215
ko:K10763	kph:KPNIH24_09220
ko:K00537	kph:KPNIH24_09230
ko:K03548	kph:KPNIH24_09240
ko:K03564	kph:KPNIH24_09245
ko:K03567	kph:KPNIH24_09250
ko:K01714	kph:KPNIH24_09255
ko:K07287	kph:KPNIH24_09260
ko:K01923	kph:KPNIH24_09265
ko:K07054	kph:KPNIH24_09270
ko:K06957	kph:KPNIH24_09275
ko:K06999	kph:KPNIH24_09280
ko:K01439	kph:KPNIH24_09290
ko:K18324	kph:KPNIH24_09300
ko:K12945	kph:KPNIH24_09310
ko:K00615	kph:KPNIH24_09320
ko:K00616	kph:KPNIH24_09325
ko:K00029	kph:KPNIH24_09330
ko:K04031	kph:KPNIH24_09335
ko:K04029	kph:KPNIH24_09340
ko:K04030	kph:KPNIH24_09345
ko:K04032	kph:KPNIH24_09350
ko:K04020	kph:KPNIH24_09355
ko:K04027	kph:KPNIH24_09360
ko:K04021	kph:KPNIH24_09370
ko:K04024	kph:KPNIH24_09375
ko:K04022	kph:KPNIH24_09380
ko:K04023	kph:KPNIH24_09385
ko:K04019	kph:KPNIH24_09390
ko:K03735	kph:KPNIH24_09395
ko:K03736	kph:KPNIH24_09400
ko:K04026	kph:KPNIH24_09405
ko:K04025	kph:KPNIH24_09410
ko:K04033	kph:KPNIH24_09415
ko:K00228	kph:KPNIH24_09420
ko:K16137	kph:KPNIH24_13600
ko:K06938	kph:KPNIH24_13605
ko:K06075	kph:KPNIH24_13635
ko:K06077	kph:KPNIH24_13645
ko:K09001	kph:KPNIH24_13650
ko:K00275	kph:KPNIH24_13660
ko:K01866	kph:KPNIH24_13665
ko:K00868	kph:KPNIH24_13670
ko:K00799	kph:KPNIH24_13675
ko:K03305	kph:KPNIH24_13680
ko:K10773	kph:KPNIH24_13685
ko:K03613	kph:KPNIH24_13690
ko:K03612	kph:KPNIH24_13695
ko:K03614	kph:KPNIH24_13700
ko:K03615	kph:KPNIH24_13705
ko:K03616	kph:KPNIH24_13710
ko:K03617	kph:KPNIH24_13715
ko:K01223	kph:KPNIH24_13730
ko:K01488	kph:KPNIH24_13740
ko:K12262	kph:KPNIH24_13765
ko:K00121	kph:KPNIH24_13775
ko:K05358	kph:KPNIH24_13780
ko:K00448	kph:KPNIH24_13790
ko:K02759	kph:KPNIH24_01125
ko:K02760	kph:KPNIH24_01130
ko:K03150	kph:KPNIH24_01140
ko:K03149	kph:KPNIH24_01145
ko:K03154	kph:KPNIH24_01150
ko:K03148	kph:KPNIH24_01155
ko:K00788	kph:KPNIH24_01160
ko:K03147	kph:KPNIH24_01165
ko:K07740	kph:KPNIH24_01170
ko:K03426	kph:KPNIH24_01175
ko:K01599	kph:KPNIH24_01180
ko:K05982	kph:KPNIH24_01185
ko:K09891	kph:KPNIH24_01190
ko:K05787	kph:KPNIH24_01195
ko:K07803	kph:KPNIH24_01205
ko:K07709	kph:KPNIH24_01210
ko:K01945	kph:KPNIH24_01220
ko:K00602	kph:KPNIH24_01225
ko:K03827	kph:KPNIH24_01250
ko:K00651	kph:KPNIH24_01255
ko:K01638	kph:KPNIH24_01260
ko:K01637	kph:KPNIH24_01265
ko:K00906	kph:KPNIH24_01270
ko:K13641	kph:KPNIH24_01275
ko:K00548	kph:KPNIH24_01280
ko:K03324	kph:KPNIH24_01285
ko:K00014	kph:KPNIH24_01290
ko:K02815	kph:KPNIH24_01300
ko:K02814	kph:KPNIH24_01305
ko:K02813	kph:KPNIH24_01310
ko:K02812	kph:KPNIH24_01315
ko:K00068	kph:KPNIH24_01320
ko:K06182	kph:KPNIH24_01330
ko:K03453	kph:KPNIH24_01340
ko:K00928	kph:KPNIH24_01345
ko:K01810	kph:KPNIH24_01350
ko:K09022	kph:KPNIH24_01365
ko:K00865	kph:KPNIH24_05540
ko:K06911	kph:KPNIH24_05560
ko:K07393	kph:KPNIH24_05575
ko:K15977	kph:KPNIH24_05580
ko:K08191	kph:KPNIH24_05620
ko:K01812	kph:KPNIH24_05630
ko:K01685	kph:KPNIH24_05635
ko:K07862	kph:KPNIH24_05645
ko:K07043	kph:KPNIH24_05660
ko:K11391	kph:KPNIH24_05675
ko:K00219	kph:KPNIH24_05680
ko:K11216	kph:KPNIH24_05685
ko:K11531	kph:KPNIH24_05690
ko:K10558	kph:KPNIH24_05695
ko:K10556	kph:KPNIH24_05700
ko:K10557	kph:KPNIH24_05705
ko:K10555	kph:KPNIH24_05710
ko:K08321	kph:KPNIH24_05715
ko:K11530	kph:KPNIH24_05720
ko:K09251	kph:KPNIH24_05725
ko:K07229	kph:KPNIH24_05735
ko:K05881	kph:KPNIH24_05745
ko:K05879	kph:KPNIH24_05750
ko:K05878	kph:KPNIH24_05755
ko:K00005	kph:KPNIH24_05765
ko:K05880	kph:KPNIH24_05770
ko:K02440	kph:KPNIH24_05815
ko:K00339	kph:KPNIH24_09970
ko:K00340	kph:KPNIH24_09975
ko:K00341	kph:KPNIH24_09980
ko:K00342	kph:KPNIH24_09985
ko:K00343	kph:KPNIH24_09990
ko:K00784	kph:KPNIH24_09995
ko:K02348	kph:KPNIH24_10000
ko:K02552	kph:KPNIH24_10005
ko:K02551	kph:KPNIH24_10010
ko:K08680	kph:KPNIH24_10015
ko:K01661	kph:KPNIH24_10020
ko:K02549	kph:KPNIH24_10025
ko:K01911	kph:KPNIH24_10030
ko:K12944	kph:KPNIH24_10035
ko:K12660	kph:KPNIH24_10070
ko:K00113	kph:KPNIH24_10075
ko:K00112	kph:KPNIH24_10080
ko:K00111	kph:KPNIH24_10085
ko:K02445	kph:KPNIH24_10090
ko:K01126	kph:KPNIH24_10095
ko:K11107	kph:KPNIH24_10100
ko:K00568	kph:KPNIH24_10115
ko:K02469	kph:KPNIH24_10120
ko:K07677	kph:KPNIH24_10125
ko:K07687	kph:KPNIH24_10130
ko:K07676	kph:KPNIH24_10135
ko:K09475	kph:KPNIH24_10140
ko:K03734	kph:KPNIH24_10145
ko:K10778	kph:KPNIH24_10150
ko:K03919	kph:KPNIH24_10155
ko:K00449	kph:KPNIH24_13795
ko:K03929	kph:KPNIH24_13805
ko:K00055	kph:KPNIH24_13810
ko:K03817	kph:KPNIH24_13820
ko:K03304	kph:KPNIH24_13830
ko:K16868	kph:KPNIH24_13835
ko:K07506	kph:KPNIH24_13850
ko:K05782	kph:KPNIH24_13855
ko:K08303	kph:KPNIH24_13865
ko:K08369	kph:KPNIH24_18165
ko:K01183	kph:KPNIH24_18175
ko:K09916	kph:KPNIH24_18185
ko:K07305	kph:KPNIH24_18190
ko:K00134	kph:KPNIH24_18195
ko:K01792	kph:KPNIH24_18200
ko:K07180	kph:KPNIH24_18215
ko:K09786	kph:KPNIH24_18220
ko:K00432	kph:KPNIH24_18230
ko:K03449	kph:KPNIH24_18300
ko:K09712	kph:KPNIH24_18320
ko:K13069	kph:KPNIH24_18325
ko:K11250	kph:KPNIH24_18345
ko:K12974	kph:KPNIH24_18350
ko:K01424	kph:KPNIH24_18355
ko:K03182	kph:KPNIH24_18375
ko:K00426	kph:KPNIH24_18405
ko:K00425	kph:KPNIH24_18410
ko:K07217	kph:KPNIH24_18415
ko:K01491	kph:KPNIH24_22660
ko:K14761	kph:KPNIH24_22665
ko:K01883	kph:KPNIH24_22670
ko:K03768	kph:KPNIH24_22675
ko:K03269	kph:KPNIH24_22680
ko:K01588	kph:KPNIH24_22690
ko:K01589	kph:KPNIH24_22695
ko:K06917	kph:KPNIH24_22700
ko:K02004	kph:KPNIH24_22710
ko:K02003	kph:KPNIH24_22715
ko:K10804	kph:KPNIH24_22720
ko:K05838	kph:KPNIH24_22730
ko:K02069	kph:KPNIH24_22735
ko:K02068	kph:KPNIH24_22740
ko:K07340	kph:KPNIH24_22750
ko:K17686	kph:KPNIH24_22760
ko:K09973	kph:KPNIH24_22765
ko:K11751	kph:KPNIH24_22775
ko:K08223	kph:KPNIH24_22780
ko:K03455	kph:KPNIH24_22790
ko:K00892	kph:KPNIH24_22795
ko:K01772	kph:KPNIH24_22800
ko:K00939	kph:KPNIH24_22805
ko:K04079	kph:KPNIH24_22810
ko:K06187	kph:KPNIH24_22815
ko:K09747	kph:KPNIH24_22820
ko:K02343	kph:KPNIH24_22825
ko:K00759	kph:KPNIH24_22830
ko:K09790	kph:KPNIH24_22835
ko:K04067	kph:KPNIH24_22840
ko:K05802	kph:KPNIH24_22855
ko:K03577	kph:KPNIH24_22860
ko:K03585	kph:KPNIH24_22865
ko:K18138	kph:KPNIH24_22870
ko:K00661	kph:KPNIH24_22885
ko:K00375	kph:KPNIH24_22895
ko:K02919	kph:KPNIH24_22905
ko:K02909	kph:KPNIH24_22910
ko:K02024	kph:KPNIH24_22920
ko:K02778	kph:KPNIH24_22925
ko:K12308	kph:KPNIH24_22930
ko:K01224	kph:KPNIH24_22935
ko:K03724	kph:KPNIH24_27235
ko:K02532	kph:KPNIH24_27255
ko:K01190	kph:KPNIH24_27260
ko:K02013	kph:KPNIH24_27290
ko:K02015	kph:KPNIH24_27295
ko:K06159	kph:KPNIH24_10160
ko:K06213	kph:KPNIH24_10165
ko:K03321	kph:KPNIH24_10170
ko:K00116	kph:KPNIH24_10175
ko:K08276	kph:KPNIH24_10180
ko:K07014	kph:KPNIH24_10195
ko:K09904	kph:KPNIH24_10200
ko:K06899	kph:KPNIH24_10205
ko:K09936	kph:KPNIH24_14450
ko:K09936	kph:KPNIH24_14455
ko:K05515	kph:KPNIH24_14460
ko:K01951	kph:KPNIH24_14465
ko:K06139	kph:KPNIH24_14475
ko:K06138	kph:KPNIH24_14480
ko:K06137	kph:KPNIH24_14485
ko:K06136	kph:KPNIH24_14490
ko:K01273	kph:KPNIH24_14500
ko:K13745	kph:KPNIH24_14530
ko:K00836	kph:KPNIH24_14535
ko:K15598	kph:KPNIH24_14540
ko:K15600	kph:KPNIH24_14550
ko:K03707	kph:KPNIH24_14555
ko:K03335	kph:KPNIH24_14575
ko:K02529	kph:KPNIH24_14580
ko:K01487	kph:KPNIH24_14590
ko:K03457	kph:KPNIH24_14595
ko:K16841	kph:KPNIH24_14605
ko:K16842	kph:KPNIH24_14610
ko:K07090	kph:KPNIH24_14615
ko:K01118	kph:KPNIH24_14645
ko:K01951	kph:KPNIH24_14655
ko:K09936	kph:KPNIH24_14680
ko:K09936	kph:KPNIH24_14685
ko:K09458	kph:KPNIH24_14690
ko:K03543	kph:KPNIH24_14700
ko:K00133	kph:KPNIH24_14710
ko:K03809	kph:KPNIH24_18990
ko:K01085	kph:KPNIH24_19000
ko:K07124	kph:KPNIH24_19010
ko:K14052	kph:KPNIH24_19025
ko:K09470	kph:KPNIH24_19030
ko:K09473	kph:KPNIH24_19035
ko:K14056	kph:KPNIH24_19040
ko:K09471	kph:KPNIH24_19050
ko:K16135	kph:KPNIH24_19055
ko:K07246	kph:KPNIH24_19060
ko:K03451	kph:KPNIH24_19065
ko:K00135	kph:KPNIH24_19075
ko:K01921	kph:KPNIH24_23490
ko:K17938	kph:KPNIH24_23510
ko:K01698	kph:KPNIH24_23525
ko:K03119	kph:KPNIH24_23535
ko:K15552	kph:KPNIH24_23540
ko:K10831	kph:KPNIH24_23545
ko:K15551	kph:KPNIH24_23550
ko:K00547	kph:KPNIH24_23555
ko:K16235	kph:KPNIH24_23560
ko:K03735	kph:KPNIH24_23575
ko:K03736	kph:KPNIH24_23580
ko:K01999	kph:KPNIH24_23585
ko:K01997	kph:KPNIH24_23590
ko:K01998	kph:KPNIH24_23595
ko:K01995	kph:KPNIH24_23600
ko:K01996	kph:KPNIH24_23605
ko:K02030	kph:KPNIH24_23615
ko:K02028	kph:KPNIH24_23620
ko:K02029	kph:KPNIH24_23625
ko:K02029	kph:KPNIH24_23630
ko:K02041	kph:KPNIH24_23665
ko:K02044	kph:KPNIH24_23670
ko:K02042	kph:KPNIH24_23675
ko:K02042	kph:KPNIH24_23680
ko:K11929	kph:KPNIH24_23705
ko:K00931	kph:KPNIH24_23710
ko:K00147	kph:KPNIH24_23715
ko:K07733	kph:KPNIH24_23760
ko:K11741	kph:KPNIH24_02060
ko:K06218	kph:KPNIH24_02530
ko:K18850	kph:KPNIH24_18510
ko:K14221	kph:KPNIH24_00590
ko:K14221	kph:KPNIH24_24060
ko:K14221	kph:KPNIH24_24000
ko:K18889	kph:KPNIH24_23035
ko:K08217	kph:KPNIH24_26555
ko:K21645	kph:KPNIH24_12070
ko:K18900	kph:KPNIH24_08600
ko:K14228	kph:KPNIH24_02790
ko:K01980	kph:KPNIH24_04765
ko:K18920	kph:KPNIH24_25310
ko:K14228	kph:KPNIH24_03475
ko:K14228	kph:KPNIH24_03480
ko:K14228	kph:KPNIH24_00780
ko:K18921	kph:KPNIH24_27965
ko:K14232	kph:KPNIH24_10190
ko:K14219	kph:KPNIH24_09680
ko:K18850	kph:KPNIH24_03030
ko:K20861	kph:KPNIH24_20220
ko:K20866	kph:KPNIH24_00165
ko:K20881	kph:KPNIH24_24535
ko:K20862	kph:KPNIH24_00845
ko:K18800	kph:KPNIH24_06840
ko:K18657	kph:KPNIH24_19510
ko:K18918	kph:KPNIH24_02525
ko:K18778	kph:KPNIH24_04165
ko:K18890	kph:KPNIH24_23030
ko:K03297	kph:KPNIH24_27475
ko:K14237	kph:KPNIH24_13495
ko:K18831	kph:KPNIH24_28005
ko:K18954	kph:KPNIH24_03435
ko:K14230	kph:KPNIH24_21145
ko:K14230	kph:KPNIH24_21165
ko:K07480	kph:KPNIH24_27405
ko:K07480	kph:KPNIH24_26830
ko:K09691	kph:KPNIH24_10855
ko:K14224	kph:KPNIH24_00080
ko:K14224	kph:KPNIH24_03040
ko:K14224	kph:KPNIH24_01235
ko:K14224	kph:KPNIH24_08755
ko:K14234	kph:KPNIH24_23720
ko:K14223	kph:KPNIH24_21170
ko:K14223	kph:KPNIH24_21175
ko:K14223	kph:KPNIH24_21155
ko:K14223	kph:KPNIH24_21160
ko:K14233	kph:KPNIH24_18865
ko:K14233	kph:KPNIH24_18885
ko:K14222	kph:KPNIH24_11440
ko:K14233	kph:KPNIH24_08280
ko:K14225	kph:KPNIH24_06965
ko:K14228	kph:KPNIH24_05295
ko:K14226	kph:KPNIH24_00775
ko:K18916	kph:KPNIH24_26515
ko:K00335	kph:KPNIH24_09950
ko:K07483	kph:KPNIH24_10970
ko:K07483	kph:KPNIH24_18110
ko:K18974	kph:KPNIH24_17315
ko:K18146	kph:KPNIH24_13220
ko:K03892	kph:KPNIH24_07015
ko:K01699	kph:KPNIH24_07450
ko:K07483	kph:KPNIH24_01850
ko:K07483	kph:KPNIH24_01905
ko:K07483	kph:KPNIH24_21810
ko:K07483	kph:KPNIH24_25210
ko:K03496	kph:KPNIH24_27855
ko:K07484	kph:KPNIH24_27380
ko:K07484	kph:KPNIH24_27285
ko:K04028	kph:KPNIH24_09365
ko:K00632	kph:KPNIH24_09705
ko:K00336	kph:KPNIH24_09955
ko:K02485	kph:KPNIH24_12505
ko:K08348	kph:KPNIH24_14225
ko:K07483	kph:KPNIH24_27385
ko:K14233	kph:KPNIH24_19375
ko:K14232	kph:KPNIH24_25215
ko:K14236	kph:KPNIH24_01060
ko:K14236	kph:KPNIH24_12485
ko:K14236	kph:KPNIH24_12480
ko:K01185	kph:KPNIH24_16925
ko:K08970	kph:KPNIH24_22970
ko:K11745	kph:KPNIH24_03855
ko:K00344	kph:KPNIH24_01480
ko:K03976	kph:KPNIH24_22770
ko:K14219	kph:KPNIH24_22655
ko:K19055	kph:KPNIH24_18285
ko:K09472	kph:KPNIH24_19045
ko:K03668	kph:KPNIH24_16430
ko:K03973	kph:KPNIH24_17160
ko:K06884	kph:KPNIH24_18430
ko:K09017	kph:KPNIH24_18940
ko:K01185	kph:KPNIH24_20085
ko:K00130	kph:KPNIH24_21710
ko:K00146	kph:KPNIH24_22020
ko:K01271	kph:KPNIH24_00995
ko:K00632	kph:KPNIH24_00985
ko:K08172	kph:KPNIH24_11040
ko:K01582	kph:KPNIH24_22225
ko:K00557	kph:KPNIH24_00545
ko:K18975	kph:KPNIH24_17320
ko:K18552	kph:KPNIH24_27465
ko:K03526	kph:KPNIH24_09095
ko:K14742	kph:KPNIH24_11865
ko:K07483	kph:KPNIH24_04290
ko:K07483	kph:KPNIH24_27795
ko:K07483	kph:KPNIH24_10805
ko:K07483	kph:KPNIH24_16835
ko:K07483	kph:KPNIH24_21865
ko:K03746	kph:KPNIH24_11125
ko:K15269	kph:KPNIH24_07135
ko:K10748	kph:KPNIH24_16115
ko:K07810	kph:KPNIH24_03000
ko:K07796	kph:KPNIH24_03005
ko:K03646	kph:KPNIH24_20885
ko:K03746	kph:KPNIH24_12515
ko:K03502	kph:KPNIH24_17220
ko:K03503	kph:KPNIH24_17225
ko:K18320	kph:KPNIH24_17245
ko:K18320	kph:KPNIH24_17270
ko:K04099	kph:KPNIH24_25975
ko:K11685	kph:KPNIH24_08425
ko:K18320	kph:KPNIH24_17295
ko:K18320	kph:KPNIH24_17335
ko:K07481	kph:KPNIH24_26495
ko:K07481	kph:KPNIH24_26525
ko:K03761	kph:KPNIH24_08770
ko:K03892	kph:KPNIH24_27600
ko:K05396	kph:KPNIH24_11395
ko:K14235	kph:KPNIH24_00595
ko:K01980	kph:KPNIH24_01240
ko:K14220	kph:KPNIH24_22505
ko:K14230	kph:KPNIH24_05855
ko:K03503	kph:KPNIH24_22305
ko:K06979	kph:KPNIH24_26475
ko:K18320	kph:KPNIH24_26480
ko:K18320	kph:KPNIH24_26490
ko:K18320	kph:KPNIH24_26560
ko:K18320	kph:KPNIH24_26670
ko:K18320	kph:KPNIH24_26695
ko:K00520	kph:KPNIH24_26720
ko:K07480	kph:KPNIH24_26730
ko:K03169	kph:KPNIH24_18090
ko:K18320	kph:KPNIH24_26790
ko:K03497	kph:KPNIH24_26810
ko:K03502	kph:KPNIH24_26815
ko:K03503	kph:KPNIH24_26820
ko:K03204	kph:KPNIH24_26895
ko:K03203	kph:KPNIH24_26900
ko:K03201	kph:KPNIH24_26905
ko:K03194	kph:KPNIH24_26925
ko:K04565	kph:KPNIH24_13615
ko:K03502	kph:KPNIH24_18260
ko:K03503	kph:KPNIH24_18265
ko:K05839	kph:KPNIH24_22880
ko:K03496	kph:KPNIH24_27020
ko:K03503	kph:KPNIH24_27030
ko:K18320	kph:KPNIH24_27035
ko:K18320	kph:KPNIH24_27060
ko:K18320	kph:KPNIH24_27125
ko:K11685	kph:KPNIH24_27195
ko:K03169	kph:KPNIH24_27200
ko:K03205	kph:KPNIH24_27225
ko:K18974	kph:KPNIH24_26880
ko:K07724	kph:KPNIH24_05225
ko:K07480	kph:KPNIH24_27490
ko:K05839	kph:KPNIH24_27575
ko:K05785	kph:KPNIH24_00970
ko:K08722	kph:KPNIH24_09915
ko:K01856	kph:KPNIH24_14180
ko:K11811	kph:KPNIH24_27645
ko:K07810	kph:KPNIH24_27755
ko:K07796	kph:KPNIH24_27760
ko:K07480	kph:KPNIH24_27790
ko:K07480	kph:KPNIH24_27805
ko:K03497	kph:KPNIH24_27860
ko:K03502	kph:KPNIH24_27870
ko:K03496	kph:KPNIH24_23730
ko:K03503	kph:KPNIH24_27875
ko:K03497	kph:KPNIH24_27935
ko:K12068	kph:KPNIH24_28040
ko:K12067	kph:KPNIH24_28045
ko:K12066	kph:KPNIH24_28050
ko:K12065	kph:KPNIH24_28055
ko:K12062	kph:KPNIH24_28100
ko:K12061	kph:KPNIH24_28105
ko:K12060	kph:KPNIH24_28110
ko:K12059	kph:KPNIH24_28115
ko:K12058	kph:KPNIH24_28120
ko:K12057	kph:KPNIH24_28140
ko:K03646	kph:KPNIH24_14915
ko:K03497	kph:KPNIH24_19295
ko:K12072	kph:KPNIH24_28160
ko:K12056	kph:KPNIH24_28165
ko:K15773	kph:KPNIH24_15275
ko:K07724	kph:KPNIH24_06455
ko:K07724	kph:KPNIH24_06470
ko:K07480	kph:KPNIH24_10800
ko:K03674	kph:KPNIH24_19970
ko:K18979	kph:KPNIH24_02140
ko:K07481	kph:KPNIH24_27485
ko:K07481	kph:KPNIH24_02025
ko:K07481	kph:KPNIH24_04465
ko:K07481	kph:KPNIH24_07145
ko:K07481	kph:KPNIH24_10755
ko:K07481	kph:KPNIH24_12240
ko:K07481	kph:KPNIH24_12250
ko:K07481	kph:KPNIH24_14375
ko:K07481	kph:KPNIH24_15695
ko:K07481	kph:KPNIH24_17390
ko:K07481	kph:KPNIH24_26530
ko:K07481	kph:KPNIH24_27415
ko:K18975	kph:KPNIH24_26875
ko:K18991	kph:KPNIH24_25870
ko:K07497	kph:KPNIH24_26700
ko:K18988	kph:KPNIH24_23520
ko:K18997	kph:KPNIH24_01855
ko:K05799	kph:KPNIH24_04225
ko:K11645	kph:KPNIH24_10575
ko:K19048	kph:KPNIH24_06410
ko:K19048	kph:KPNIH24_08150
ko:K14228	kph:KPNIH24_11445
ko:K14237	kph:KPNIH24_13505
ko:K14237	kph:KPNIH24_13500
ko:K14233	kph:KPNIH24_11320
ko:K14238	kph:KPNIH24_25815
ko:K07497	kph:KPNIH24_02860
ko:K19000	kph:KPNIH24_04685
ko:K19057	kph:KPNIH24_26715
ko:K19059	kph:KPNIH24_26710
ko:K11748	kph:KPNIH24_24370
ko:K19221	kph:KPNIH24_17785
ko:K19222	kph:KPNIH24_12740
ko:K19165	kph:KPNIH24_24770
ko:K19226	kph:KPNIH24_17205
ko:K02777	kph:KPNIH24_09495
ko:K19236	kph:KPNIH24_18585
ko:K05714	kph:KPNIH24_12940
ko:K03445	kph:KPNIH24_26045
ko:K19278	kph:KPNIH24_26780
ko:K16291	kph:KPNIH24_11290
ko:K19238	kph:KPNIH24_11245
ko:K01710	kph:KPNIH24_00725
ko:K19229	kph:KPNIH24_17660
ko:K19060	kph:KPNIH24_26465
ko:K19061	kph:KPNIH24_26470
ko:K19228	kph:KPNIH24_17655
ko:K19234	kph:KPNIH24_12865
ko:K12979	kph:KPNIH24_08435
ko:K19235	kph:KPNIH24_20365
ko:K19058	kph:KPNIH24_26725
ko:K04771	kph:KPNIH24_04555
ko:K19168	kph:KPNIH24_06920
ko:K19276	kph:KPNIH24_26565
ko:K19270	kph:KPNIH24_09905
ko:K19265	kph:KPNIH24_09620
ko:K00839	kph:KPNIH24_14770
ko:K01992	kph:KPNIH24_03060
ko:K01992	kph:KPNIH24_20525
ko:K01992	kph:KPNIH24_20530
ko:K01992	kph:KPNIH24_25645
ko:K01066	kph:KPNIH24_00185
ko:K03722	kph:KPNIH24_11860
ko:K19416	kph:KPNIH24_19385
ko:K00020	kph:KPNIH24_15165
ko:K03722	kph:KPNIH24_20475
ko:K19335	kph:KPNIH24_16595
ko:K07497	kph:KPNIH24_18105
ko:K07497	kph:KPNIH24_27800
ko:K07497	kph:KPNIH24_01845
ko:K07497	kph:KPNIH24_01910
ko:K07497	kph:KPNIH24_06225
ko:K07497	kph:KPNIH24_10810
ko:K07497	kph:KPNIH24_10965
ko:K07497	kph:KPNIH24_02870
ko:K07497	kph:KPNIH24_25205
ko:K07497	kph:KPNIH24_21805
ko:K00529	kph:KPNIH24_06715
ko:K19267	kph:KPNIH24_02345
ko:K17214	kph:KPNIH24_22170
ko:K19337	kph:KPNIH24_11640
ko:K19271	kph:KPNIH24_13425
ko:K19338	kph:KPNIH24_11280
ko:K19304	kph:KPNIH24_11625
ko:K19505	kph:KPNIH24_03360
ko:K19334	kph:KPNIH24_02600
ko:K19302	kph:KPNIH24_20230
ko:K01175	kph:KPNIH24_21075
ko:K19270	kph:KPNIH24_17925
ko:K19336	kph:KPNIH24_16600
ko:K19333	kph:KPNIH24_11770
ko:K01785	kph:KPNIH24_08970
ko:K02031	kph:KPNIH24_21740
ko:K02031	kph:KPNIH24_13405
ko:K19303	kph:KPNIH24_13575
ko:K01096	kph:KPNIH24_17730
ko:K19510	kph:KPNIH24_03390
ko:K19577	kph:KPNIH24_13560
ko:K00984	kph:KPNIH24_26785
ko:K00984	kph:KPNIH24_27065
ko:K02532	kph:KPNIH24_20265
ko:K19507	kph:KPNIH24_03370
ko:K00984	kph:KPNIH24_27470
ko:K00984	kph:KPNIH24_27460
ko:K19611	kph:KPNIH24_21620
ko:K11209	kph:KPNIH24_09865
ko:K06884	kph:KPNIH24_14345
ko:K19506	kph:KPNIH24_03365
ko:K19508	kph:KPNIH24_03375
ko:K19509	kph:KPNIH24_03380
ko:K19509	kph:KPNIH24_21900
ko:K02796	kph:KPNIH24_11810
ko:K19585	kph:KPNIH24_08575
ko:K19697	kph:KPNIH24_07365
ko:K19688	kph:KPNIH24_20260
ko:K19776	kph:KPNIH24_26210
ko:K19775	kph:KPNIH24_05615
ko:K19778	kph:KPNIH24_05820
ko:K19778	kph:KPNIH24_05845
ko:K15540	kph:KPNIH24_22265
ko:K19784	kph:KPNIH24_26295
ko:K00799	kph:KPNIH24_20250
ko:K00799	kph:KPNIH24_23850
ko:K06131	kph:KPNIH24_20545
ko:K00799	kph:KPNIH24_09870
ko:K07119	kph:KPNIH24_13995
ko:K15777	kph:KPNIH24_05990
ko:K07147	kph:KPNIH24_04955
ko:K02031	kph:KPNIH24_10645
ko:K02032	kph:KPNIH24_10650
ko:K07274	kph:KPNIH24_18210
ko:K01185	kph:KPNIH24_22495
ko:K19802	kph:KPNIH24_17115
ko:K02464	kph:KPNIH24_04400
ko:K19803	kph:KPNIH24_10285
ko:K19804	kph:KPNIH24_17720
ko:K21613	kph:KPNIH24_14050
ko:K07662	kph:KPNIH24_00375
ko:K01185	kph:KPNIH24_19135
ko:K19956	kph:KPNIH24_01295
ko:K19810	kph:KPNIH24_02040
ko:K21638	kph:KPNIH24_01555
ko:K21636	kph:KPNIH24_02540
ko:K22468	kph:KPNIH24_14245
ko:K21405	kph:KPNIH24_08460
ko:K20034	kph:KPNIH24_18545
ko:K00040	kph:KPNIH24_10295
ko:K07484	kph:KPNIH24_27370
ko:K01980	kph:KPNIH24_03045
ko:K01980	kph:KPNIH24_24070
ko:K21265	kph:KPNIH24_03110
ko:K07686	kph:KPNIH24_26080
ko:K22443	kph:KPNIH24_19070
ko:K01612	kph:KPNIH24_07930
ko:K00525	kph:KPNIH24_10110
ko:K14225	kph:KPNIH24_11435
ko:K14225	kph:KPNIH24_02130
ko:K20542	kph:KPNIH24_25100
ko:K20542	kph:KPNIH24_25140
ko:K20543	kph:KPNIH24_25150
ko:K20543	kph:KPNIH24_25095
ko:K19591	kph:KPNIH24_22755
ko:K03200	kph:KPNIH24_26910
ko:K20541	kph:KPNIH24_25105
ko:K21759	kph:KPNIH24_07935
ko:K20541	kph:KPNIH24_25155
ko:K22602	kph:KPNIH24_14735
ko:K22132	kph:KPNIH24_07590
ko:K22003	kph:KPNIH24_12095
ko:K03195	kph:KPNIH24_26890
ko:K03199	kph:KPNIH24_26915
ko:K14230	kph:KPNIH24_05320
ko:K14230	kph:KPNIH24_07580
ko:K14230	kph:KPNIH24_07575
ko:K14230	kph:KPNIH24_07570
ko:K18301	kph:KPNIH24_12820
ko:K02438	kph:KPNIH24_24680
ko:K02790	kph:KPNIH24_16145
ko:K02791	kph:KPNIH24_16145
ko:K14220	kph:KPNIH24_11225
ko:K14220	kph:KPNIH24_11310
ko:K14220	kph:KPNIH24_11275
ko:K14220	kph:KPNIH24_11235
ko:K14228	kph:KPNIH24_21150
ko:K14218	kph:KPNIH24_09585
ko:K14218	kph:KPNIH24_09590
ko:K14218	kph:KPNIH24_09595
ko:K14227	kph:KPNIH24_00570
ko:K14227	kph:KPNIH24_04755
ko:K14227	kph:KPNIH24_01020
ko:K14231	kph:KPNIH24_01915
ko:K14231	kph:KPNIH24_06540
ko:K14232	kph:KPNIH24_00785
ko:K11529	kph:KPNIH24_17840
ko:K12063	kph:KPNIH24_28095
ko:K14234	kph:KPNIH24_01070
