ko:K19586	eclx:LI66_16110
ko:K01420	eclx:LI66_09830
ko:K00863	eclx:LI66_20150
ko:K21602	eclx:LI66_21880
ko:K01451	eclx:LI66_17905
ko:K21698	eclx:LI66_20285
ko:K21695	eclx:LI66_20280
ko:K21712	eclx:LI66_02490
ko:K21759	eclx:LI66_17775
ko:K21801	eclx:LI66_17160
ko:K13638	eclx:LI66_20515
ko:K21973	eclx:LI66_11040
ko:K21973	eclx:LI66_11700
ko:K21965	eclx:LI66_00355
ko:K21974	eclx:LI66_09335
ko:K21966	eclx:LI66_00360
ko:K21968	eclx:LI66_00370
ko:K21975	eclx:LI66_09330
ko:K21976	eclx:LI66_09325
ko:K21974	eclx:LI66_10495
ko:K21975	eclx:LI66_10490
ko:K21976	eclx:LI66_10485
ko:K21990	eclx:LI66_15630
ko:K22041	eclx:LI66_08370
ko:K22015	eclx:LI66_01700
ko:K22015	eclx:LI66_01705
ko:K22015	eclx:LI66_09320
ko:K22044	eclx:LI66_06675
ko:K22051	eclx:LI66_02040
ko:K21964	eclx:LI66_00350
ko:K21967	eclx:LI66_00365
ko:K21972	eclx:LI66_09345
ko:K21973	eclx:LI66_09340
ko:K02464	eclx:LI66_07305
ko:K15576	eclx:LI66_12505
ko:K05275	eclx:LI66_09870
ko:K14274	eclx:LI66_16575
ko:K03595	eclx:LI66_16420
ko:K22105	eclx:LI66_22135
ko:K22104	eclx:LI66_20195
ko:K22110	eclx:LI66_18280
ko:K22110	eclx:LI66_22210
ko:K22110	eclx:LI66_22540
ko:K03079	eclx:LI66_21915
ko:K08994	eclx:LI66_10770
ko:K03078	eclx:LI66_21910
ko:K03077	eclx:LI66_21920
ko:K03077	eclx:LI66_03540
ko:K15634	eclx:LI66_03320
ko:K02257	eclx:LI66_04865
ko:K22396	eclx:LI66_02545
ko:K22397	eclx:LI66_02540
ko:K22293	eclx:LI66_10115
ko:K13566	eclx:LI66_04315
ko:K11206	eclx:LI66_05905
ko:K07319	eclx:LI66_23220
ko:K22441	eclx:LI66_07905
ko:K00424	eclx:LI66_06300
ko:K22489	eclx:LI66_17790
