ko:K19744	pff:PFLUOLIPICF726490
ko:K06955	pff:PFLUOLIPICF704555
ko:K01669	pff:PFLUOLIPICF704575
ko:K09701	pff:PFLUOLIPICF704595
ko:K00574	pff:PFLUOLIPICF704600
ko:K01776	pff:PFLUOLIPICF704620
ko:K02493	pff:PFLUOLIPICF704630
ko:K02835	pff:PFLUOLIPICF704635
ko:K02492	pff:PFLUOLIPICF704640
ko:K02494	pff:PFLUOLIPICF704650
ko:K00919	pff:PFLUOLIPICF704655
ko:K00948	pff:PFLUOLIPICF704665
ko:K02897	pff:PFLUOLIPICF704670
ko:K01056	pff:PFLUOLIPICF704675
ko:K06942	pff:PFLUOLIPICF704680
ko:K03222	pff:PFLUOLIPICF704695
ko:K03223	pff:PFLUOLIPICF704705
ko:K03219	pff:PFLUOLIPICF704720
ko:K03229	pff:PFLUOLIPICF704735
ko:K01959	pff:PFLUOLIPICF708580
ko:K01960	pff:PFLUOLIPICF708585
ko:K02029	pff:PFLUOLIPICF708595
ko:K02030	pff:PFLUOLIPICF708600
ko:K07734	pff:PFLUOLIPICF708620
ko:K00375	pff:PFLUOLIPICF708625
ko:K11073	pff:PFLUOLIPICF708635
ko:K01424	pff:PFLUOLIPICF708650
ko:K03310	pff:PFLUOLIPICF708655
ko:K01744	pff:PFLUOLIPICF708660
ko:K01588	pff:PFLUOLIPICF708670
ko:K01589	pff:PFLUOLIPICF708675
ko:K01792	pff:PFLUOLIPICF708685
ko:K10806	pff:PFLUOLIPICF708690
ko:K02040	pff:PFLUOLIPICF708700
ko:K02037	pff:PFLUOLIPICF708705
ko:K02038	pff:PFLUOLIPICF708710
ko:K02036	pff:PFLUOLIPICF708715
ko:K02039	pff:PFLUOLIPICF708720
ko:K07636	pff:PFLUOLIPICF708745
ko:K07657	pff:PFLUOLIPICF708750
ko:K03179	pff:PFLUOLIPICF708760
ko:K03181	pff:PFLUOLIPICF708765
ko:K05297	pff:PFLUOLIPICF708775
ko:K05787	pff:PFLUOLIPICF708780
ko:K11904	pff:PFLUOLIPICF708800
ko:K11907	pff:PFLUOLIPICF708805
ko:K11895	pff:PFLUOLIPICF708810
ko:K01652	pff:PFLUOLIPICF712640
ko:K01653	pff:PFLUOLIPICF712645
ko:K00053	pff:PFLUOLIPICF712650
ko:K17103	pff:PFLUOLIPICF712655
ko:K17247	pff:PFLUOLIPICF712665
ko:K03583	pff:PFLUOLIPICF712695
ko:K03582	pff:PFLUOLIPICF712700
ko:K03581	pff:PFLUOLIPICF712705
ko:K00140	pff:PFLUOLIPICF712750
ko:K06995	pff:PFLUOLIPICF712760
ko:K07130	pff:PFLUOLIPICF712765
ko:K00453	pff:PFLUOLIPICF712770
ko:K11734	pff:PFLUOLIPICF712775
ko:K11311	pff:PFLUOLIPICF712780
ko:K05600	pff:PFLUOLIPICF712785
ko:K05599	pff:PFLUOLIPICF712790
ko:K01856	pff:PFLUOLIPICF712805
ko:K03464	pff:PFLUOLIPICF712810
ko:K03381	pff:PFLUOLIPICF712815
ko:K01556	pff:PFLUOLIPICF712825
ko:K07090	pff:PFLUOLIPICF712840
ko:K03923	pff:PFLUOLIPICF712845
ko:K03321	pff:PFLUOLIPICF712860
ko:K03299	pff:PFLUOLIPICF712870
ko:K06015	pff:PFLUOLIPICF712880
ko:K03805	pff:PFLUOLIPICF716800
ko:K04084	pff:PFLUOLIPICF716810
ko:K00836	pff:PFLUOLIPICF716830
ko:K01267	pff:PFLUOLIPICF716855
ko:K06177	pff:PFLUOLIPICF716860
ko:K03608	pff:PFLUOLIPICF716865
ko:K03609	pff:PFLUOLIPICF716870
ko:K03610	pff:PFLUOLIPICF716875
ko:K02517	pff:PFLUOLIPICF716880
ko:K07001	pff:PFLUOLIPICF716885
ko:K01483	pff:PFLUOLIPICF716905
ko:K01477	pff:PFLUOLIPICF716910
ko:K07127	pff:PFLUOLIPICF716925
ko:K06901	pff:PFLUOLIPICF716940
ko:K00799	pff:PFLUOLIPICF716955
ko:K03300	pff:PFLUOLIPICF716965
ko:K01495	pff:PFLUOLIPICF716985
ko:K07320	pff:PFLUOLIPICF717005
ko:K06889	pff:PFLUOLIPICF717015
ko:K01736	pff:PFLUOLIPICF717020
ko:K05820	pff:PFLUOLIPICF717025
ko:K08967	pff:PFLUOLIPICF717030
ko:K05520	pff:PFLUOLIPICF720940
ko:K00101	pff:PFLUOLIPICF720965
ko:K06889	pff:PFLUOLIPICF720970
ko:K01356	pff:PFLUOLIPICF720995
ko:K14161	pff:PFLUOLIPICF721005
ko:K14162	pff:PFLUOLIPICF721010
ko:K03701	pff:PFLUOLIPICF721020
ko:K00615	pff:PFLUOLIPICF721025
ko:K09794	pff:PFLUOLIPICF721030
ko:K01166	pff:PFLUOLIPICF721060
ko:K01425	pff:PFLUOLIPICF721085
ko:K02028	pff:PFLUOLIPICF721100
ko:K02029	pff:PFLUOLIPICF721105
ko:K02030	pff:PFLUOLIPICF721110
ko:K13747	pff:PFLUOLIPICF721125
ko:K02055	pff:PFLUOLIPICF721135
ko:K02053	pff:PFLUOLIPICF721140
ko:K02053	pff:PFLUOLIPICF721145
ko:K02052	pff:PFLUOLIPICF721150
ko:K00381	pff:PFLUOLIPICF725100
ko:K00156	pff:PFLUOLIPICF725120
ko:K01584	pff:PFLUOLIPICF725150
ko:K02342	pff:PFLUOLIPICF725155
ko:K03469	pff:PFLUOLIPICF725160
ko:K01069	pff:PFLUOLIPICF725170
ko:K08307	pff:PFLUOLIPICF725175
ko:K13893	pff:PFLUOLIPICF725180
ko:K13893	pff:PFLUOLIPICF725185
ko:K13894	pff:PFLUOLIPICF725190
ko:K13895	pff:PFLUOLIPICF725195
ko:K13896	pff:PFLUOLIPICF725200
ko:K00481	pff:PFLUOLIPICF700875
ko:K18954	pff:PFLUOLIPICF700880
ko:K07118	pff:PFLUOLIPICF700900
ko:K03566	pff:PFLUOLIPICF700905
ko:K01652	pff:PFLUOLIPICF700910
ko:K03449	pff:PFLUOLIPICF700920
ko:K01826	pff:PFLUOLIPICF700930
ko:K18297	pff:PFLUOLIPICF700935
ko:K03288	pff:PFLUOLIPICF700975
ko:K06016	pff:PFLUOLIPICF700995
ko:K01923	pff:PFLUOLIPICF701025
ko:K07287	pff:PFLUOLIPICF701035
ko:K01714	pff:PFLUOLIPICF701040
ko:K03567	pff:PFLUOLIPICF701045
ko:K03564	pff:PFLUOLIPICF701050
ko:K03548	pff:PFLUOLIPICF701055
ko:K03598	pff:PFLUOLIPICF701075
ko:K03597	pff:PFLUOLIPICF701080
ko:K03088	pff:PFLUOLIPICF701085
ko:K00278	pff:PFLUOLIPICF701090
ko:K19168	pff:PFLUOLIPICF701095
ko:K09159	pff:PFLUOLIPICF701100
ko:K06980	pff:PFLUOLIPICF701105
ko:K07649	pff:PFLUOLIPICF701115
ko:K00822	pff:PFLUOLIPICF705005
ko:K16345	pff:PFLUOLIPICF705015
ko:K18456	pff:PFLUOLIPICF705035
ko:K07300	pff:PFLUOLIPICF705040
ko:K07552	pff:PFLUOLIPICF705075
ko:K07213	pff:PFLUOLIPICF705080
ko:K17686	pff:PFLUOLIPICF705090
ko:K07178	pff:PFLUOLIPICF705100
ko:K00626	pff:PFLUOLIPICF705105
ko:K00059	pff:PFLUOLIPICF705110
ko:K02651	pff:PFLUOLIPICF705135
ko:K02279	pff:PFLUOLIPICF705140
ko:K02280	pff:PFLUOLIPICF705145
ko:K02282	pff:PFLUOLIPICF705150
ko:K02283	pff:PFLUOLIPICF705155
ko:K12510	pff:PFLUOLIPICF705160
ko:K12511	pff:PFLUOLIPICF705165
ko:K02278	pff:PFLUOLIPICF705185
ko:K06219	pff:PFLUOLIPICF705215
ko:K05367	pff:PFLUOLIPICF705225
ko:K06894	pff:PFLUOLIPICF705235
ko:K03327	pff:PFLUOLIPICF705240
ko:K01585	pff:PFLUOLIPICF705245
ko:K03113	pff:PFLUOLIPICF705250
ko:K06940	pff:PFLUOLIPICF709070
ko:K03719	pff:PFLUOLIPICF709075
ko:K00285	pff:PFLUOLIPICF709080
ko:K01775	pff:PFLUOLIPICF709090
ko:K03816	pff:PFLUOLIPICF709110
ko:K03656	pff:PFLUOLIPICF709115
ko:K03327	pff:PFLUOLIPICF709125
ko:K07391	pff:PFLUOLIPICF709150
ko:K09806	pff:PFLUOLIPICF709160
ko:K04752	pff:PFLUOLIPICF709165
ko:K03320	pff:PFLUOLIPICF709170
ko:K03733	pff:PFLUOLIPICF709190
ko:K09921	pff:PFLUOLIPICF709195
ko:K01778	pff:PFLUOLIPICF709200
ko:K01586	pff:PFLUOLIPICF709205
ko:K06202	pff:PFLUOLIPICF709215
ko:K06140	pff:PFLUOLIPICF709225
ko:K05851	pff:PFLUOLIPICF709230
ko:K00799	pff:PFLUOLIPICF709245
ko:K01755	pff:PFLUOLIPICF709250
ko:K08083	pff:PFLUOLIPICF709255
ko:K01749	pff:PFLUOLIPICF709260
ko:K01719	pff:PFLUOLIPICF709265
ko:K02496	pff:PFLUOLIPICF709270
ko:K02498	pff:PFLUOLIPICF709275
ko:K03611	pff:PFLUOLIPICF709280
ko:K07740	pff:PFLUOLIPICF709285
ko:K03773	pff:PFLUOLIPICF709290
ko:K06158	pff:PFLUOLIPICF709305
ko:K05834	pff:PFLUOLIPICF709315
ko:K07243	pff:PFLUOLIPICF709320
ko:K09768	pff:PFLUOLIPICF709325
ko:K08738	pff:PFLUOLIPICF713170
ko:K07568	pff:PFLUOLIPICF713215
ko:K00773	pff:PFLUOLIPICF713220
ko:K03210	pff:PFLUOLIPICF713225
ko:K03072	pff:PFLUOLIPICF713230
ko:K03074	pff:PFLUOLIPICF713235
ko:K01092	pff:PFLUOLIPICF713245
ko:K15396	pff:PFLUOLIPICF713250
ko:K00640	pff:PFLUOLIPICF713255
ko:K13643	pff:PFLUOLIPICF713260
ko:K04487	pff:PFLUOLIPICF713265
ko:K04488	pff:PFLUOLIPICF713270
ko:K13628	pff:PFLUOLIPICF713275
ko:K04082	pff:PFLUOLIPICF713280
ko:K04044	pff:PFLUOLIPICF713285
ko:K04755	pff:PFLUOLIPICF713290
ko:K00940	pff:PFLUOLIPICF713300
ko:K06941	pff:PFLUOLIPICF713305
ko:K02656	pff:PFLUOLIPICF713310
ko:K15539	pff:PFLUOLIPICF713315
ko:K03526	pff:PFLUOLIPICF713320
ko:K01892	pff:PFLUOLIPICF713325
ko:K17713	pff:PFLUOLIPICF713335
ko:K03977	pff:PFLUOLIPICF713340
ko:K14287	pff:PFLUOLIPICF713345
ko:K01649	pff:PFLUOLIPICF713355
ko:K03601	pff:PFLUOLIPICF713370
ko:K07090	pff:PFLUOLIPICF713380
ko:K00088	pff:PFLUOLIPICF713390
ko:K01951	pff:PFLUOLIPICF713395
ko:K00812	pff:PFLUOLIPICF717310
ko:K01173	pff:PFLUOLIPICF717340
ko:K07112	pff:PFLUOLIPICF717355
ko:K00606	pff:PFLUOLIPICF717365
ko:K07304	pff:PFLUOLIPICF717385
ko:K07222	pff:PFLUOLIPICF717390
ko:K03188	pff:PFLUOLIPICF705545
ko:K03189	pff:PFLUOLIPICF705550
ko:K03192	pff:PFLUOLIPICF705555
ko:K01996	pff:PFLUOLIPICF705575
ko:K01995	pff:PFLUOLIPICF705580
ko:K01998	pff:PFLUOLIPICF705585
ko:K01997	pff:PFLUOLIPICF705590
ko:K01999	pff:PFLUOLIPICF705595
ko:K00128	pff:PFLUOLIPICF705605
ko:K00763	pff:PFLUOLIPICF705615
ko:K01916	pff:PFLUOLIPICF705620
ko:K02939	pff:PFLUOLIPICF705670
ko:K02963	pff:PFLUOLIPICF705680
ko:K02990	pff:PFLUOLIPICF705685
ko:K03218	pff:PFLUOLIPICF705690
ko:K12573	pff:PFLUOLIPICF705695
ko:K02012	pff:PFLUOLIPICF705710
ko:K02011	pff:PFLUOLIPICF705715
ko:K01939	pff:PFLUOLIPICF705725
ko:K02502	pff:PFLUOLIPICF705730
ko:K04087	pff:PFLUOLIPICF705735
ko:K04088	pff:PFLUOLIPICF705740
ko:K03665	pff:PFLUOLIPICF705745
ko:K03666	pff:PFLUOLIPICF705750
ko:K00791	pff:PFLUOLIPICF705755
ko:K03572	pff:PFLUOLIPICF705760
ko:K01438	pff:PFLUOLIPICF709585
ko:K14682	pff:PFLUOLIPICF709590
ko:K15551	pff:PFLUOLIPICF709595
ko:K00299	pff:PFLUOLIPICF709610
ko:K15553	pff:PFLUOLIPICF709615
ko:K04091	pff:PFLUOLIPICF709620
ko:K15554	pff:PFLUOLIPICF709625
ko:K15555	pff:PFLUOLIPICF709630
ko:K01915	pff:PFLUOLIPICF709645
ko:K01915	pff:PFLUOLIPICF709650
ko:K12256	pff:PFLUOLIPICF709655
ko:K11073	pff:PFLUOLIPICF709660
ko:K11073	pff:PFLUOLIPICF709665
ko:K11076	pff:PFLUOLIPICF709670
ko:K11075	pff:PFLUOLIPICF709675
ko:K11074	pff:PFLUOLIPICF709680
ko:K18991	pff:PFLUOLIPICF709700
ko:K18991	pff:PFLUOLIPICF709705
ko:K01434	pff:PFLUOLIPICF709710
ko:K07394	pff:PFLUOLIPICF709730
ko:K00058	pff:PFLUOLIPICF709750
ko:K01807	pff:PFLUOLIPICF709775
ko:K01754	pff:PFLUOLIPICF709780
ko:K08311	pff:PFLUOLIPICF709800
ko:K08484	pff:PFLUOLIPICF709805
ko:K07090	pff:PFLUOLIPICF709815
ko:K13292	pff:PFLUOLIPICF709820
ko:K07226	pff:PFLUOLIPICF713670
ko:K07113	pff:PFLUOLIPICF713675
ko:K04078	pff:PFLUOLIPICF713680
ko:K04077	pff:PFLUOLIPICF713685
ko:K18138	pff:PFLUOLIPICF713715
ko:K03585	pff:PFLUOLIPICF713720
ko:K09947	pff:PFLUOLIPICF713725
ko:K07338	pff:PFLUOLIPICF713730
ko:K03406	pff:PFLUOLIPICF713745
ko:K09790	pff:PFLUOLIPICF713750
ko:K07215	pff:PFLUOLIPICF713755
ko:K16087	pff:PFLUOLIPICF713760
ko:K07165	pff:PFLUOLIPICF713765
ko:K00134	pff:PFLUOLIPICF713775
ko:K01690	pff:PFLUOLIPICF713780
ko:K00845	pff:PFLUOLIPICF713785
ko:K03761	pff:PFLUOLIPICF713820
ko:K10126	pff:PFLUOLIPICF713825
ko:K10125	pff:PFLUOLIPICF713830
ko:K01676	pff:PFLUOLIPICF713835
ko:K00873	pff:PFLUOLIPICF713850
ko:K03924	pff:PFLUOLIPICF713870
ko:K09471	pff:PFLUOLIPICF717835
ko:K01304	pff:PFLUOLIPICF717865
ko:K07483	pff:PFLUOLIPICF717875
ko:K07644	pff:PFLUOLIPICF717885
ko:K07665	pff:PFLUOLIPICF717890
ko:K03563	pff:PFLUOLIPICF717920
ko:K01150	pff:PFLUOLIPICF717930
ko:K05597	pff:PFLUOLIPICF717940
ko:K10439	pff:PFLUOLIPICF717945
ko:K10441	pff:PFLUOLIPICF717950
ko:K10440	pff:PFLUOLIPICF717955
ko:K02529	pff:PFLUOLIPICF717960
ko:K00852	pff:PFLUOLIPICF717965
ko:K06726	pff:PFLUOLIPICF717970
ko:K01239	pff:PFLUOLIPICF717975
ko:K03704	pff:PFLUOLIPICF717995
ko:K01868	pff:PFLUOLIPICF718005
ko:K02520	pff:PFLUOLIPICF718010
ko:K02916	pff:PFLUOLIPICF718015
ko:K02887	pff:PFLUOLIPICF718020
ko:K01889	pff:PFLUOLIPICF718025
ko:K01890	pff:PFLUOLIPICF718030
ko:K04764	pff:PFLUOLIPICF718035
ko:K07664	pff:PFLUOLIPICF718050
ko:K07642	pff:PFLUOLIPICF718055
ko:K03585	pff:PFLUOLIPICF718060
ko:K04754	pff:PFLUOLIPICF718070
ko:K01895	pff:PFLUOLIPICF718090
ko:K00286	pff:PFLUOLIPICF721980
ko:K03762	pff:PFLUOLIPICF722000
ko:K03406	pff:PFLUOLIPICF722010
ko:K16088	pff:PFLUOLIPICF722015
ko:K11737	pff:PFLUOLIPICF722030
ko:K06044	pff:PFLUOLIPICF722080
ko:K00705	pff:PFLUOLIPICF722085
ko:K01236	pff:PFLUOLIPICF722090
ko:K00703	pff:PFLUOLIPICF722095
ko:K03406	pff:PFLUOLIPICF722125
ko:K02049	pff:PFLUOLIPICF722160
ko:K02051	pff:PFLUOLIPICF722165
ko:K02050	pff:PFLUOLIPICF722170
ko:K07116	pff:PFLUOLIPICF722185
ko:K07483	pff:PFLUOLIPICF722220
ko:K02461	pff:PFLUOLIPICF726110
ko:K02460	pff:PFLUOLIPICF726115
ko:K02456	pff:PFLUOLIPICF726120
ko:K02458	pff:PFLUOLIPICF726125
ko:K02452	pff:PFLUOLIPICF726130
ko:K02457	pff:PFLUOLIPICF726135
ko:K02459	pff:PFLUOLIPICF726140
ko:K03088	pff:PFLUOLIPICF726150
ko:K13979	pff:PFLUOLIPICF726165
ko:K15977	pff:PFLUOLIPICF726185
ko:K10680	pff:PFLUOLIPICF726205
ko:K16137	pff:PFLUOLIPICF726215
ko:K00128	pff:PFLUOLIPICF726225
ko:K00822	pff:PFLUOLIPICF726230
ko:K02031	pff:PFLUOLIPICF726250
ko:K02032	pff:PFLUOLIPICF726250
ko:K02034	pff:PFLUOLIPICF726255
ko:K02033	pff:PFLUOLIPICF726260
ko:K02035	pff:PFLUOLIPICF726265
ko:K06153	pff:PFLUOLIPICF726275
ko:K07223	pff:PFLUOLIPICF726280
ko:K02529	pff:PFLUOLIPICF726310
ko:K00010	pff:PFLUOLIPICF726320
ko:K17213	pff:PFLUOLIPICF726330
ko:K11209	pff:PFLUOLIPICF726335
ko:K01785	pff:PFLUOLIPICF726360
ko:K03769	pff:PFLUOLIPICF725205
ko:K13893	pff:PFLUOLIPICF725210
ko:K13894	pff:PFLUOLIPICF725215
ko:K13895	pff:PFLUOLIPICF725220
ko:K13896	pff:PFLUOLIPICF725225
ko:K00019	pff:PFLUOLIPICF725240
ko:K01907	pff:PFLUOLIPICF725245
ko:K03769	pff:PFLUOLIPICF725255
ko:K00874	pff:PFLUOLIPICF725260
ko:K02028	pff:PFLUOLIPICF725280
ko:K02029	pff:PFLUOLIPICF725285
ko:K02029	pff:PFLUOLIPICF725290
ko:K02030	pff:PFLUOLIPICF725295
ko:K03671	pff:PFLUOLIPICF725305
ko:K01808	pff:PFLUOLIPICF725320
ko:K17207	pff:PFLUOLIPICF725325
ko:K17206	pff:PFLUOLIPICF725330
ko:K17205	pff:PFLUOLIPICF725335
ko:K00065	pff:PFLUOLIPICF725340
ko:K05878	pff:PFLUOLIPICF725350
ko:K03786	pff:PFLUOLIPICF717395
ko:K02030	pff:PFLUOLIPICF717425
ko:K01438	pff:PFLUOLIPICF717440
ko:K02051	pff:PFLUOLIPICF717450
ko:K01706	pff:PFLUOLIPICF717455
ko:K06967	pff:PFLUOLIPICF717470
ko:K05606	pff:PFLUOLIPICF717530
ko:K00799	pff:PFLUOLIPICF717535
ko:K03547	pff:PFLUOLIPICF721470
ko:K07114	pff:PFLUOLIPICF721480
ko:K07114	pff:PFLUOLIPICF721485
ko:K03924	pff:PFLUOLIPICF721500
ko:K15371	pff:PFLUOLIPICF721510
ko:K11103	pff:PFLUOLIPICF721530
ko:K01246	pff:PFLUOLIPICF721535
ko:K00375	pff:PFLUOLIPICF721545
ko:K16137	pff:PFLUOLIPICF721575
ko:K03837	pff:PFLUOLIPICF721590
ko:K01682	pff:PFLUOLIPICF721595
ko:K06938	pff:PFLUOLIPICF721600
ko:K06169	pff:PFLUOLIPICF721610
ko:K18073	pff:PFLUOLIPICF721620
ko:K18072	pff:PFLUOLIPICF721625
ko:K18289	pff:PFLUOLIPICF721665
ko:K18292	pff:PFLUOLIPICF721670
ko:K11688	pff:PFLUOLIPICF721675
ko:K11689	pff:PFLUOLIPICF721680
ko:K01467	pff:PFLUOLIPICF721690
ko:K17850	pff:PFLUOLIPICF721695
ko:K01061	pff:PFLUOLIPICF721700
ko:K01915	pff:PFLUOLIPICF725610
ko:K00627	pff:PFLUOLIPICF725620
ko:K03366	pff:PFLUOLIPICF725640
ko:K02014	pff:PFLUOLIPICF725645
ko:K01761	pff:PFLUOLIPICF725660
ko:K06160	pff:PFLUOLIPICF725690
ko:K16088	pff:PFLUOLIPICF725695
ko:K01426	pff:PFLUOLIPICF725735
ko:K01455	pff:PFLUOLIPICF725745
ko:K03406	pff:PFLUOLIPICF725750
ko:K01857	pff:PFLUOLIPICF725760
ko:K01679	pff:PFLUOLIPICF725765
ko:K11963	pff:PFLUOLIPICF725775
ko:K11962	pff:PFLUOLIPICF725780
ko:K11961	pff:PFLUOLIPICF725785
ko:K11960	pff:PFLUOLIPICF725790
ko:K11959	pff:PFLUOLIPICF725795
ko:K02052	pff:PFLUOLIPICF725815
ko:K02054	pff:PFLUOLIPICF725820
ko:K02053	pff:PFLUOLIPICF725825
ko:K00303	pff:PFLUOLIPICF725840
ko:K02055	pff:PFLUOLIPICF725845
ko:K01916	pff:PFLUOLIPICF725850
ko:K06867	pff:PFLUOLIPICF717050
ko:K19265	pff:PFLUOLIPICF707080
ko:K03574	pff:PFLUOLIPICF721050
ko:K01066	pff:PFLUOLIPICF706465
ko:K19290	pff:PFLUOLIPICF703395
ko:K01992	pff:PFLUOLIPICF709455
ko:K07749	pff:PFLUOLIPICF713600
ko:K04771	pff:PFLUOLIPICF701070
ko:K19293	pff:PFLUOLIPICF703420
ko:K19294	pff:PFLUOLIPICF703430
ko:K00020	pff:PFLUOLIPICF712755
ko:K19295	pff:PFLUOLIPICF703435
ko:K07497	pff:PFLUOLIPICF722980
ko:K07497	pff:PFLUOLIPICF715945
ko:K07497	pff:PFLUOLIPICF712320
ko:K07497	pff:PFLUOLIPICF717880
ko:K07497	pff:PFLUOLIPICF722225
ko:K19335	pff:PFLUOLIPICF723370
ko:K03722	pff:PFLUOLIPICF701680
ko:K19353	pff:PFLUOLIPICF724955
ko:K00249	pff:PFLUOLIPICF704100
ko:K01406	pff:PFLUOLIPICF723260
ko:K06600	pff:PFLUOLIPICF722475
ko:K09017	pff:PFLUOLIPICF705020
ko:K09691	pff:PFLUOLIPICF715925
ko:K17214	pff:PFLUOLIPICF725500
ko:K01795	pff:PFLUOLIPICF703415
ko:K19337	pff:PFLUOLIPICF708565
ko:K19337	pff:PFLUOLIPICF714435
ko:K19416	pff:PFLUOLIPICF720305
ko:K01785	pff:PFLUOLIPICF718970
ko:K06867	pff:PFLUOLIPICF712160
ko:K19291	pff:PFLUOLIPICF703400
ko:K19292	pff:PFLUOLIPICF703405
ko:K19300	pff:PFLUOLIPICF713405
ko:K19302	pff:PFLUOLIPICF711720
ko:K19294	pff:PFLUOLIPICF715955
ko:K08646	pff:PFLUOLIPICF717505
ko:K02650	pff:PFLUOLIPICF704330
ko:K19610	pff:PFLUOLIPICF720250
ko:K19609	pff:PFLUOLIPICF720255
ko:K06884	pff:PFLUOLIPICF723790
ko:K06884	pff:PFLUOLIPICF723795
ko:K06884	pff:PFLUOLIPICF723890
ko:K00800	pff:PFLUOLIPICF700245
ko:K16238	pff:PFLUOLIPICF700105
ko:K19591	pff:PFLUOLIPICF705095
ko:K19577	pff:PFLUOLIPICF700430
ko:K19577	pff:PFLUOLIPICF701405
ko:K19577	pff:PFLUOLIPICF721990
ko:K09690	pff:PFLUOLIPICF715920
ko:K10024	pff:PFLUOLIPICF714810
ko:K03710	pff:PFLUOLIPICF715165
ko:K00675	pff:PFLUOLIPICF719960
ko:K03832	pff:PFLUOLIPICF720555
ko:K14225	pff:PFLUOLIPICF701210
ko:K14228	pff:PFLUOLIPICF705700
ko:K14228	pff:PFLUOLIPICF705705
ko:K14228	pff:PFLUOLIPICF712460
ko:K14224	pff:PFLUOLIPICF717680
ko:K14224	pff:PFLUOLIPICF727750
ko:K14224	pff:PFLUOLIPICF717690
ko:K14224	pff:PFLUOLIPICF727770
ko:K14224	pff:PFLUOLIPICF727760
ko:K14220	pff:PFLUOLIPICF717255
ko:K19707	pff:PFLUOLIPICF721230
ko:K14233	pff:PFLUOLIPICF715360
ko:K14232	pff:PFLUOLIPICF704385
ko:K14232	pff:PFLUOLIPICF704395
ko:K14229	pff:PFLUOLIPICF704390
ko:K14229	pff:PFLUOLIPICF714155
ko:K14220	pff:PFLUOLIPICF704400
ko:K14220	pff:PFLUOLIPICF717215
ko:K14223	pff:PFLUOLIPICF704660
ko:K00992	pff:PFLUOLIPICF711005
ko:K01985	pff:PFLUOLIPICF704975
ko:K01985	pff:PFLUOLIPICF711175
ko:K01985	pff:PFLUOLIPICF707635
ko:K01985	pff:PFLUOLIPICF712690
ko:K01985	pff:PFLUOLIPICF707640
ko:K01985	pff:PFLUOLIPICF727335
ko:K01985	pff:PFLUOLIPICF713200
ko:K14230	pff:PFLUOLIPICF712465
ko:K14233	pff:PFLUOLIPICF701020
ko:K14230	pff:PFLUOLIPICF710900
ko:K14230	pff:PFLUOLIPICF713630
ko:K14230	pff:PFLUOLIPICF713635
ko:K14230	pff:PFLUOLIPICF713625
ko:K14218	pff:PFLUOLIPICF704985
ko:K14218	pff:PFLUOLIPICF727345
ko:K14218	pff:PFLUOLIPICF712680
ko:K14218	pff:PFLUOLIPICF707650
ko:K14218	pff:PFLUOLIPICF711165
ko:K14218	pff:PFLUOLIPICF717675
ko:K14218	pff:PFLUOLIPICF717685
ko:K14228	pff:PFLUOLIPICF713210
ko:K14231	pff:PFLUOLIPICF706705
ko:K14219	pff:PFLUOLIPICF707315
ko:K14219	pff:PFLUOLIPICF714910
ko:K14219	pff:PFLUOLIPICF714915
ko:K14219	pff:PFLUOLIPICF714940
ko:K14236	pff:PFLUOLIPICF711195
ko:K14235	pff:PFLUOLIPICF711210
ko:K14237	pff:PFLUOLIPICF717820
ko:K14237	pff:PFLUOLIPICF727610
ko:K14237	pff:PFLUOLIPICF717840
ko:K14221	pff:PFLUOLIPICF717825
ko:K14221	pff:PFLUOLIPICF727605
ko:K14221	pff:PFLUOLIPICF717830
ko:K14232	pff:PFLUOLIPICF718045
ko:K14226	pff:PFLUOLIPICF719355
ko:K14226	pff:PFLUOLIPICF719365
ko:K14222	pff:PFLUOLIPICF722190
ko:K14228	pff:PFLUOLIPICF722430
ko:K07315	pff:PFLUOLIPICF721225
ko:K01977	pff:PFLUOLIPICF704995
ko:K01977	pff:PFLUOLIPICF712670
ko:K01977	pff:PFLUOLIPICF707660
ko:K01977	pff:PFLUOLIPICF713190
ko:K01977	pff:PFLUOLIPICF727355
ko:K01977	pff:PFLUOLIPICF711155
ko:K14230	pff:PFLUOLIPICF704795
ko:K14233	pff:PFLUOLIPICF714905
ko:K14233	pff:PFLUOLIPICF720310
ko:K14225	pff:PFLUOLIPICF711200
ko:K14225	pff:PFLUOLIPICF726620
ko:K14225	pff:PFLUOLIPICF727755
ko:K14225	pff:PFLUOLIPICF727765
ko:K14225	pff:PFLUOLIPICF727745
ko:K14234	pff:PFLUOLIPICF704320
ko:K14234	pff:PFLUOLIPICF706780
ko:K14234	pff:PFLUOLIPICF711205
ko:K14227	pff:PFLUOLIPICF704990
ko:K14227	pff:PFLUOLIPICF727350
ko:K14227	pff:PFLUOLIPICF707655
ko:K14227	pff:PFLUOLIPICF712675
ko:K14227	pff:PFLUOLIPICF711160
ko:K14228	pff:PFLUOLIPICF719360
ko:K14219	pff:PFLUOLIPICF719350
ko:K07666	pff:PFLUOLIPICF723105
ko:K18300	pff:PFLUOLIPICF724205
ko:K01003	pff:PFLUOLIPICF723000
ko:K06132	pff:PFLUOLIPICF709050
ko:K00799	pff:PFLUOLIPICF721180
ko:K00799	pff:PFLUOLIPICF727665
ko:K06131	pff:PFLUOLIPICF711470
ko:K19784	pff:PFLUOLIPICF725125
ko:K07119	pff:PFLUOLIPICF727800
ko:K07119	pff:PFLUOLIPICF715755
ko:K07147	pff:PFLUOLIPICF712660
