ko:K00086	kpz:KPNIH27_22065
ko:K07235	kpz:KPNIH27_23250
ko:K03772	kpz:KPNIH27_23260
ko:K03745	kpz:KPNIH27_23265
ko:K03775	kpz:KPNIH27_23270
ko:K07070	kpz:KPNIH27_23275
ko:K11747	kpz:KPNIH27_23280
ko:K06158	kpz:KPNIH27_23290
ko:K07019	kpz:KPNIH27_23295
ko:K09898	kpz:KPNIH27_23300
ko:K00855	kpz:KPNIH27_23305
ko:K07397	kpz:KPNIH27_23310
ko:K10914	kpz:KPNIH27_23315
ko:K01479	kpz:KPNIH27_29445
ko:K01468	kpz:KPNIH27_29450
ko:K05836	kpz:KPNIH27_29455
ko:K05603	kpz:KPNIH27_29460
ko:K09975	kpz:KPNIH27_29465
ko:K02051	kpz:KPNIH27_29470
ko:K02050	kpz:KPNIH27_29475
ko:K02049	kpz:KPNIH27_29480
ko:K01745	kpz:KPNIH27_29485
ko:K01712	kpz:KPNIH27_29490
ko:K00817	kpz:KPNIH27_29495
ko:K00005	kpz:KPNIH27_29505
ko:K10017	kpz:KPNIH27_29625
ko:K10016	kpz:KPNIH27_29630
ko:K16092	kpz:KPNIH27_00575
ko:K01776	kpz:KPNIH27_00580
ko:K09897	kpz:KPNIH27_00625
ko:K07391	kpz:KPNIH27_00630
ko:K01652	kpz:KPNIH27_00635
ko:K11258	kpz:KPNIH27_00640
ko:K00826	kpz:KPNIH27_00645
ko:K01687	kpz:KPNIH27_00650
ko:K01754	kpz:KPNIH27_00655
ko:K02521	kpz:KPNIH27_00660
ko:K00053	kpz:KPNIH27_00665
ko:K03769	kpz:KPNIH27_00670
ko:K03769	kpz:KPNIH27_00675
ko:K03656	kpz:KPNIH27_00680
ko:K07150	kpz:KPNIH27_00685
ko:K01524	kpz:KPNIH27_00700
ko:K03732	kpz:KPNIH27_00705
ko:K03671	kpz:KPNIH27_00710
ko:K03628	kpz:KPNIH27_00715
ko:K02851	kpz:KPNIH27_00720
ko:K05790	kpz:KPNIH27_00725
ko:K01791	kpz:KPNIH27_00730
ko:K02472	kpz:KPNIH27_00735
ko:K00973	kpz:KPNIH27_00745
ko:K16704	kpz:KPNIH27_00750
ko:K02805	kpz:KPNIH27_00755
ko:K16693	kpz:KPNIH27_00760
ko:K12582	kpz:KPNIH27_00765
ko:K02853	kpz:KPNIH27_00770
ko:K02852	kpz:KPNIH27_00775
ko:K02498	kpz:KPNIH27_00810
ko:K02496	kpz:KPNIH27_00815
ko:K01719	kpz:KPNIH27_00820
ko:K01749	kpz:KPNIH27_00825
ko:K05851	kpz:KPNIH27_00830
ko:K06202	kpz:KPNIH27_00835
ko:K02042	kpz:KPNIH27_04980
ko:K02042	kpz:KPNIH27_04985
ko:K02044	kpz:KPNIH27_04990
ko:K02041	kpz:KPNIH27_04995
ko:K02029	kpz:KPNIH27_05030
ko:K02029	kpz:KPNIH27_05035
ko:K02028	kpz:KPNIH27_05040
ko:K02030	kpz:KPNIH27_05045
ko:K01996	kpz:KPNIH27_05055
ko:K01995	kpz:KPNIH27_05060
ko:K01998	kpz:KPNIH27_05065
ko:K01997	kpz:KPNIH27_05070
ko:K01999	kpz:KPNIH27_05075
ko:K03736	kpz:KPNIH27_05080
ko:K03735	kpz:KPNIH27_05085
ko:K16235	kpz:KPNIH27_05100
ko:K00547	kpz:KPNIH27_05105
ko:K15551	kpz:KPNIH27_05110
ko:K10831	kpz:KPNIH27_05115
ko:K15552	kpz:KPNIH27_05120
ko:K03119	kpz:KPNIH27_05125
ko:K01698	kpz:KPNIH27_05145
ko:K17938	kpz:KPNIH27_05160
ko:K01921	kpz:KPNIH27_05180
ko:K08161	kpz:KPNIH27_05190
ko:K01077	kpz:KPNIH27_05200
ko:K00286	kpz:KPNIH27_05210
ko:K09768	kpz:KPNIH27_05215
ko:K09945	kpz:KPNIH27_05220
ko:K00891	kpz:KPNIH27_05225
ko:K14591	kpz:KPNIH27_05235
ko:K09913	kpz:KPNIH27_05240
ko:K03554	kpz:KPNIH27_05245
ko:K00847	kpz:KPNIH27_05250
ko:K09808	kpz:KPNIH27_09425
ko:K00884	kpz:KPNIH27_09430
ko:K12410	kpz:KPNIH27_09435
ko:K01803	kpz:KPNIH27_09450
ko:K02526	kpz:KPNIH27_09475
ko:K02781	kpz:KPNIH27_09480
ko:K01808	kpz:KPNIH27_09485
ko:K00616	kpz:KPNIH27_09490
ko:K00615	kpz:KPNIH27_09495
ko:K11069	kpz:KPNIH27_09510
ko:K11070	kpz:KPNIH27_09515
ko:K11071	kpz:KPNIH27_09520
ko:K11072	kpz:KPNIH27_09525
ko:K01258	kpz:KPNIH27_09530
ko:K10109	kpz:KPNIH27_01390
ko:K10108	kpz:KPNIH27_01395
ko:K10111	kpz:KPNIH27_01400
ko:K02024	kpz:KPNIH27_01405
ko:K05775	kpz:KPNIH27_01410
ko:K03181	kpz:KPNIH27_01415
ko:K03179	kpz:KPNIH27_01420
ko:K00631	kpz:KPNIH27_01425
ko:K00901	kpz:KPNIH27_01430
ko:K01356	kpz:KPNIH27_01435
ko:K03327	kpz:KPNIH27_01440
ko:K09823	kpz:KPNIH27_01450
ko:K05539	kpz:KPNIH27_01460
ko:K01775	kpz:KPNIH27_01480
ko:K00832	kpz:KPNIH27_01485
ko:K03788	kpz:KPNIH27_01490
ko:K03701	kpz:KPNIH27_01505
ko:K18325	kpz:KPNIH27_01525
ko:K07277	kpz:KPNIH27_01540
ko:K01092	kpz:KPNIH27_01550
ko:K13631	kpz:KPNIH27_01595
ko:K13639	kpz:KPNIH27_01600
ko:K00799	kpz:KPNIH27_01605
ko:K06901	kpz:KPNIH27_01610
ko:K03316	kpz:KPNIH27_01615
ko:K06518	kpz:KPNIH27_01625
ko:K07347	kpz:KPNIH27_01645
ko:K14393	kpz:KPNIH27_01660
ko:K03577	kpz:KPNIH27_05810
ko:K03577	kpz:KPNIH27_05815
ko:K05802	kpz:KPNIH27_05820
ko:K04067	kpz:KPNIH27_05835
ko:K09790	kpz:KPNIH27_05840
ko:K00759	kpz:KPNIH27_05845
ko:K02343	kpz:KPNIH27_05850
ko:K09747	kpz:KPNIH27_05855
ko:K06187	kpz:KPNIH27_05860
ko:K04079	kpz:KPNIH27_05865
ko:K00939	kpz:KPNIH27_05870
ko:K01772	kpz:KPNIH27_05875
ko:K00892	kpz:KPNIH27_05880
ko:K03455	kpz:KPNIH27_05885
ko:K08223	kpz:KPNIH27_05895
ko:K11751	kpz:KPNIH27_05900
ko:K09973	kpz:KPNIH27_05910
ko:K17686	kpz:KPNIH27_05915
ko:K07340	kpz:KPNIH27_05925
ko:K02068	kpz:KPNIH27_05935
ko:K02069	kpz:KPNIH27_05940
ko:K05838	kpz:KPNIH27_05945
ko:K10804	kpz:KPNIH27_05955
ko:K02003	kpz:KPNIH27_05960
ko:K02004	kpz:KPNIH27_05965
ko:K06917	kpz:KPNIH27_05975
ko:K01589	kpz:KPNIH27_05980
ko:K01588	kpz:KPNIH27_05985
ko:K03269	kpz:KPNIH27_05995
ko:K03768	kpz:KPNIH27_06000
ko:K01883	kpz:KPNIH27_06005
ko:K14761	kpz:KPNIH27_06010
ko:K01491	kpz:KPNIH27_06015
ko:K07127	kpz:KPNIH27_06030
ko:K01647	kpz:KPNIH27_06040
ko:K07345	kpz:KPNIH27_06055
ko:K02517	kpz:KPNIH27_06080
ko:K03765	kpz:KPNIH27_06090
ko:K01142	kpz:KPNIH27_10305
ko:K00840	kpz:KPNIH27_10310
ko:K00673	kpz:KPNIH27_10315
ko:K06447	kpz:KPNIH27_10320
ko:K01484	kpz:KPNIH27_10325
ko:K05526	kpz:KPNIH27_10330
ko:K07637	kpz:KPNIH27_09540
ko:K07660	kpz:KPNIH27_09545
ko:K01756	kpz:KPNIH27_09560
ko:K07153	kpz:KPNIH27_09565
ko:K00566	kpz:KPNIH27_09570
ko:K12152	kpz:KPNIH27_09575
ko:K06181	kpz:KPNIH27_09580
ko:K00031	kpz:KPNIH27_09585
ko:K05358	kpz:KPNIH27_14015
ko:K00121	kpz:KPNIH27_14020
ko:K12262	kpz:KPNIH27_14030
ko:K01488	kpz:KPNIH27_14055
ko:K01223	kpz:KPNIH27_14065
ko:K03617	kpz:KPNIH27_14080
ko:K03616	kpz:KPNIH27_14085
ko:K03615	kpz:KPNIH27_14090
ko:K03614	kpz:KPNIH27_14095
ko:K03612	kpz:KPNIH27_14100
ko:K03613	kpz:KPNIH27_14105
ko:K10773	kpz:KPNIH27_14110
ko:K03305	kpz:KPNIH27_14120
ko:K00799	kpz:KPNIH27_14125
ko:K00868	kpz:KPNIH27_14130
ko:K01866	kpz:KPNIH27_14135
ko:K00275	kpz:KPNIH27_14140
ko:K09001	kpz:KPNIH27_14150
ko:K06077	kpz:KPNIH27_14155
ko:K06075	kpz:KPNIH27_14165
ko:K06938	kpz:KPNIH27_14195
ko:K16137	kpz:KPNIH27_14200
ko:K10680	kpz:KPNIH27_14205
ko:K01759	kpz:KPNIH27_14210
ko:K03683	kpz:KPNIH27_14215
ko:K07390	kpz:KPNIH27_14220
ko:K13631	kpz:KPNIH27_14230
ko:K04564	kpz:KPNIH27_14235
ko:K03604	kpz:KPNIH27_14250
ko:K00574	kpz:KPNIH27_14265
ko:K00793	kpz:KPNIH27_14270
ko:K03327	kpz:KPNIH27_14275
ko:K06966	kpz:KPNIH27_14290
ko:K00228	kpz:KPNIH27_18410
ko:K04033	kpz:KPNIH27_18415
ko:K04025	kpz:KPNIH27_18420
ko:K04026	kpz:KPNIH27_18425
ko:K03736	kpz:KPNIH27_18430
ko:K03735	kpz:KPNIH27_18435
ko:K04019	kpz:KPNIH27_18440
ko:K04023	kpz:KPNIH27_18445
ko:K04022	kpz:KPNIH27_18450
ko:K04024	kpz:KPNIH27_18455
ko:K04021	kpz:KPNIH27_18460
ko:K04027	kpz:KPNIH27_18470
ko:K04020	kpz:KPNIH27_18475
ko:K04032	kpz:KPNIH27_18480
ko:K04030	kpz:KPNIH27_18485
ko:K04029	kpz:KPNIH27_18490
ko:K04031	kpz:KPNIH27_18495
ko:K00029	kpz:KPNIH27_18500
ko:K00616	kpz:KPNIH27_18505
ko:K00615	kpz:KPNIH27_18510
ko:K12945	kpz:KPNIH27_18520
ko:K18324	kpz:KPNIH27_18530
ko:K01439	kpz:KPNIH27_18540
ko:K06999	kpz:KPNIH27_18550
ko:K06957	kpz:KPNIH27_18555
ko:K07054	kpz:KPNIH27_18560
ko:K01923	kpz:KPNIH27_18565
ko:K07287	kpz:KPNIH27_18570
ko:K01714	kpz:KPNIH27_18575
ko:K03567	kpz:KPNIH27_18580
ko:K03564	kpz:KPNIH27_18585
ko:K03548	kpz:KPNIH27_18590
ko:K00537	kpz:KPNIH27_18600
ko:K10763	kpz:KPNIH27_18610
ko:K02824	kpz:KPNIH27_18615
ko:K00761	kpz:KPNIH27_18620
ko:K01223	kpz:KPNIH27_18625
ko:K18673	kpz:KPNIH27_18630
ko:K01933	kpz:KPNIH27_18635
ko:K11175	kpz:KPNIH27_18640
ko:K00937	kpz:KPNIH27_18645
ko:K01524	kpz:KPNIH27_18650
ko:K02871	kpz:KPNIH27_22790
ko:K06916	kpz:KPNIH27_22795
ko:K09908	kpz:KPNIH27_22800
ko:K04691	kpz:KPNIH27_22810
ko:K00024	kpz:KPNIH27_22815
ko:K03402	kpz:KPNIH27_22820
ko:K03623	kpz:KPNIH27_22835
ko:K03468	kpz:KPNIH27_22840
ko:K15548	kpz:KPNIH27_22845
ko:K03568	kpz:KPNIH27_22860
ko:K08301	kpz:KPNIH27_22870
ko:K06287	kpz:KPNIH27_22875
ko:K03571	kpz:KPNIH27_22880
ko:K03570	kpz:KPNIH27_22885
ko:K03569	kpz:KPNIH27_22890
ko:K17247	kpz:KPNIH27_22905
ko:K03786	kpz:KPNIH27_22910
ko:K02160	kpz:KPNIH27_22915
ko:K01961	kpz:KPNIH27_22920
ko:K14392	kpz:KPNIH27_22930
ko:K02687	kpz:KPNIH27_22935
ko:K05540	kpz:KPNIH27_22940
ko:K03557	kpz:KPNIH27_22945
ko:K18140	kpz:KPNIH27_22950
ko:K18141	kpz:KPNIH27_22955
ko:K00014	kpz:KPNIH27_23005
ko:K07566	kpz:KPNIH27_23010
ko:K07479	kpz:KPNIH27_23015
ko:K03747	kpz:KPNIH27_23020
ko:K04096	kpz:KPNIH27_23025
ko:K01462	kpz:KPNIH27_23030
ko:K00604	kpz:KPNIH27_23035
ko:K03500	kpz:KPNIH27_23040
ko:K03499	kpz:KPNIH27_23045
ko:K03282	kpz:KPNIH27_23050
ko:K09890	kpz:KPNIH27_23055
ko:K05984	kpz:KPNIH27_10340
ko:K01916	kpz:KPNIH27_10345
ko:K04064	kpz:KPNIH27_10350
ko:K02760	kpz:KPNIH27_10355
ko:K02761	kpz:KPNIH27_10360
ko:K02759	kpz:KPNIH27_10365
ko:K03490	kpz:KPNIH27_10370
ko:K01222	kpz:KPNIH27_10375
ko:K03478	kpz:KPNIH27_10380
ko:K03781	kpz:KPNIH27_10385
ko:K15722	kpz:KPNIH27_10390
ko:K06956	kpz:KPNIH27_10395
ko:K07038	kpz:KPNIH27_10400
ko:K00065	kpz:KPNIH27_10405
ko:K10806	kpz:KPNIH27_10420
ko:K06190	kpz:KPNIH27_10430
ko:K06940	kpz:KPNIH27_10440
ko:K07275	kpz:KPNIH27_10445
ko:K16090	kpz:KPNIH27_10455
ko:K01695	kpz:KPNIH27_10480
ko:K01696	kpz:KPNIH27_10485
ko:K13498	kpz:KPNIH27_10490
ko:K13497	kpz:KPNIH27_10495
ko:K01657	kpz:KPNIH27_10500
ko:K07053	kpz:KPNIH27_10505
ko:K03566	kpz:KPNIH27_10520
ko:K06178	kpz:KPNIH27_10525
ko:K04774	kpz:KPNIH27_10545
ko:K03168	kpz:KPNIH27_10555
ko:K13634	kpz:KPNIH27_10565
ko:K05713	kpz:KPNIH27_14860
ko:K05712	kpz:KPNIH27_14865
ko:K05818	kpz:KPNIH27_14870
ko:K02016	kpz:KPNIH27_14875
ko:K02015	kpz:KPNIH27_14880
ko:K02013	kpz:KPNIH27_14885
ko:K02020	kpz:KPNIH27_14890
ko:K00014	kpz:KPNIH27_14895
ko:K08194	kpz:KPNIH27_14900
ko:K00457	kpz:KPNIH27_14905
ko:K00873	kpz:KPNIH27_14920
ko:K06078	kpz:KPNIH27_14925
ko:K02426	kpz:KPNIH27_14935
ko:K11717	kpz:KPNIH27_14940
ko:K09015	kpz:KPNIH27_14945
ko:K09013	kpz:KPNIH27_14950
ko:K09014	kpz:KPNIH27_14955
ko:K05997	kpz:KPNIH27_14960
ko:K00101	kpz:KPNIH27_14970
ko:K02016	kpz:KPNIH27_15000
ko:K02015	kpz:KPNIH27_15005
ko:K02013	kpz:KPNIH27_15010
ko:K00549	kpz:KPNIH27_15020
ko:K09773	kpz:KPNIH27_15070
ko:K01626	kpz:KPNIH27_15075
ko:K08997	kpz:KPNIH27_15085
ko:K06074	kpz:KPNIH27_15095
ko:K00432	kpz:KPNIH27_15100
ko:K02073	kpz:KPNIH27_15105
ko:K06073	kpz:KPNIH27_15110
ko:K00285	kpz:KPNIH27_15125
ko:K03474	kpz:KPNIH27_19235
ko:K03584	kpz:KPNIH27_19240
ko:K03685	kpz:KPNIH27_19250
ko:K03100	kpz:KPNIH27_19255
ko:K03596	kpz:KPNIH27_19260
ko:K03803	kpz:KPNIH27_19265
ko:K03598	kpz:KPNIH27_19270
ko:K03597	kpz:KPNIH27_19275
ko:K03088	kpz:KPNIH27_19280
ko:K00278	kpz:KPNIH27_19285
ko:K15460	kpz:KPNIH27_19290
ko:K05590	kpz:KPNIH27_19295
ko:K03648	kpz:KPNIH27_19305
ko:K03214	kpz:KPNIH27_19310
ko:K03672	kpz:KPNIH27_19315
ko:K05812	kpz:KPNIH27_19320
ko:K00998	kpz:KPNIH27_19330
ko:K05811	kpz:KPNIH27_19335
ko:K03695	kpz:KPNIH27_19365
ko:K05810	kpz:KPNIH27_19370
ko:K06180	kpz:KPNIH27_19375
ko:K05807	kpz:KPNIH27_19380
ko:K05809	kpz:KPNIH27_19385
ko:K14170	kpz:KPNIH27_19390
ko:K14187	kpz:KPNIH27_19400
ko:K01626	kpz:KPNIH27_19405
ko:K02884	kpz:KPNIH27_19435
ko:K00554	kpz:KPNIH27_19440
ko:K02860	kpz:KPNIH27_19445
ko:K02959	kpz:KPNIH27_19450
ko:K03106	kpz:KPNIH27_19455
ko:K03687	kpz:KPNIH27_19470
ko:K00858	kpz:KPNIH27_19475
ko:K03631	kpz:KPNIH27_19480
ko:K06186	kpz:KPNIH27_19485
ko:K09801	kpz:KPNIH27_19490
ko:K03664	kpz:KPNIH27_19500
ko:K00700	kpz:KPNIH27_23600
ko:K00133	kpz:KPNIH27_23605
ko:K06156	kpz:KPNIH27_23610
ko:K00851	kpz:KPNIH27_23615
ko:K06145	kpz:KPNIH27_23620
ko:K06911	kpz:KPNIH27_23625
ko:K03825	kpz:KPNIH27_23640
ko:K00681	kpz:KPNIH27_23645
ko:K01126	kpz:KPNIH27_23655
ko:K05816	kpz:KPNIH27_23660
ko:K05815	kpz:KPNIH27_23665
ko:K05814	kpz:KPNIH27_23670
ko:K05813	kpz:KPNIH27_23675
ko:K07341	kpz:KPNIH27_23680
ko:K01996	kpz:KPNIH27_23690
ko:K01995	kpz:KPNIH27_23695
ko:K01998	kpz:KPNIH27_23700
ko:K01997	kpz:KPNIH27_23705
ko:K01999	kpz:KPNIH27_23710
ko:K01999	kpz:KPNIH27_23725
ko:K00823	kpz:KPNIH27_23740
ko:K00375	kpz:KPNIH27_23745
ko:K03089	kpz:KPNIH27_23750
ko:K09811	kpz:KPNIH27_23755
ko:K09812	kpz:KPNIH27_23760
ko:K03110	kpz:KPNIH27_23765
ko:K08316	kpz:KPNIH27_23770
ko:K08993	kpz:KPNIH27_23775
ko:K01534	kpz:KPNIH27_23790
ko:K04085	kpz:KPNIH27_23795
ko:K09125	kpz:KPNIH27_23800
ko:K12963	kpz:KPNIH27_23820
ko:K12962	kpz:KPNIH27_23825
ko:K07264	kpz:KPNIH27_23830
ko:K13014	kpz:KPNIH27_23835
ko:K10011	kpz:KPNIH27_23840
ko:K10012	kpz:KPNIH27_23845
ko:K16137	kpz:KPNIH27_30030
ko:K03671	kpz:KPNIH27_30040
ko:K14155	kpz:KPNIH27_30060
ko:K06889	kpz:KPNIH27_30100
ko:K07397	kpz:KPNIH27_30100
ko:K11741	kpz:KPNIH27_02010
ko:K06218	kpz:KPNIH27_02485
ko:K18850	kpz:KPNIH27_09535
ko:K18889	kpz:KPNIH27_05635
ko:K21645	kpz:KPNIH27_15930
ko:K01980	kpz:KPNIH27_01055
ko:K18920	kpz:KPNIH27_24230
ko:K18921	kpz:KPNIH27_29135
ko:K14228	kpz:KPNIH27_03350
ko:K14228	kpz:KPNIH27_03355
ko:K14228	kpz:KPNIH27_03360
ko:K14228	kpz:KPNIH27_00795
ko:K14219	kpz:KPNIH27_18150
ko:K18850	kpz:KPNIH27_02900
ko:K18841	kpz:KPNIH27_27230
ko:K20861	kpz:KPNIH27_08070
ko:K20866	kpz:KPNIH27_00185
ko:K20881	kpz:KPNIH27_23450
ko:K20862	kpz:KPNIH27_00860
ko:K12228	kpz:KPNIH27_27260
ko:K18800	kpz:KPNIH27_21365
ko:K18657	kpz:KPNIH27_08750
ko:K07481	kpz:KPNIH27_29390
ko:K07481	kpz:KPNIH27_27730
ko:K07481	kpz:KPNIH27_27805
ko:K18918	kpz:KPNIH27_02480
ko:K18778	kpz:KPNIH27_03985
ko:K18890	kpz:KPNIH27_05640
ko:K14237	kpz:KPNIH27_14305
ko:K18831	kpz:KPNIH27_29715
ko:K18954	kpz:KPNIH27_03310
ko:K14230	kpz:KPNIH27_07110
ko:K14230	kpz:KPNIH27_07130
ko:K12066	kpz:KPNIH27_26120
ko:K03630	kpz:KPNIH27_27090
ko:K09691	kpz:KPNIH27_16985
ko:K14223	kpz:KPNIH27_07100
ko:K14223	kpz:KPNIH27_07105
ko:K14233	kpz:KPNIH27_09105
ko:K14233	kpz:KPNIH27_09125
ko:K14222	kpz:KPNIH27_16555
ko:K14228	kpz:KPNIH27_22560
ko:K00335	kpz:KPNIH27_17880
ko:K06120	kpz:KPNIH27_28315
ko:K18974	kpz:KPNIH27_26725
ko:K18146	kpz:KPNIH27_14575
ko:K03892	kpz:KPNIH27_21190
ko:K01699	kpz:KPNIH27_20680
ko:K03496	kpz:KPNIH27_27635
ko:K07484	kpz:KPNIH27_28030
ko:K07484	kpz:KPNIH27_28255
ko:K07484	kpz:KPNIH27_29945
ko:K07484	kpz:KPNIH27_00130
ko:K07484	kpz:KPNIH27_04870
ko:K07484	kpz:KPNIH27_13100
ko:K07484	kpz:KPNIH27_27670
ko:K07484	kpz:KPNIH27_28620
ko:K07484	kpz:KPNIH27_29605
ko:K07484	kpz:KPNIH27_28720
ko:K04028	kpz:KPNIH27_18465
ko:K00632	kpz:KPNIH27_18125
ko:K00336	kpz:KPNIH27_17875
ko:K02485	kpz:KPNIH27_15280
ko:K08348	kpz:KPNIH27_13555
ko:K07483	kpz:KPNIH27_28615
ko:K07483	kpz:KPNIH27_00125
ko:K07483	kpz:KPNIH27_04865
ko:K07483	kpz:KPNIH27_13095
ko:K07483	kpz:KPNIH27_27665
ko:K07483	kpz:KPNIH27_29610
ko:K14233	kpz:KPNIH27_08885
ko:K02615	kpz:KPNIH27_11595
ko:K08970	kpz:KPNIH27_05700
ko:K11745	kpz:KPNIH27_03680
ko:K00344	kpz:KPNIH27_01470
ko:K03976	kpz:KPNIH27_05905
ko:K14219	kpz:KPNIH27_06020
ko:K19055	kpz:KPNIH27_10095
ko:K09472	kpz:KPNIH27_08940
ko:K08970	kpz:KPNIH27_29195
ko:K03668	kpz:KPNIH27_11380
ko:K03973	kpz:KPNIH27_10715
ko:K06884	kpz:KPNIH27_09005
ko:K00130	kpz:KPNIH27_06565
ko:K00146	kpz:KPNIH27_06305
ko:K01271	kpz:KPNIH27_01020
ko:K01582	kpz:KPNIH27_06100
ko:K00632	kpz:KPNIH27_01010
ko:K00557	kpz:KPNIH27_00565
ko:K08172	kpz:KPNIH27_16825
ko:K18975	kpz:KPNIH27_26415
ko:K03526	kpz:KPNIH27_18735
ko:K14742	kpz:KPNIH27_16130
ko:K15054	kpz:KPNIH27_29500
ko:K07483	kpz:KPNIH27_29680
ko:K07483	kpz:KPNIH27_29850
ko:K07483	kpz:KPNIH27_27485
ko:K07483	kpz:KPNIH27_28035
ko:K07483	kpz:KPNIH27_28565
ko:K07483	kpz:KPNIH27_28590
ko:K07483	kpz:KPNIH27_17270
ko:K12064	kpz:KPNIH27_29035
ko:K07483	kpz:KPNIH27_26530
ko:K07480	kpz:KPNIH27_24770
ko:K03497	kpz:KPNIH27_27510
ko:K03503	kpz:KPNIH27_27610
ko:K03502	kpz:KPNIH27_27615
ko:K18923	kpz:KPNIH27_27620
ko:K03497	kpz:KPNIH27_27630
ko:K07480	kpz:KPNIH27_27690
ko:K07810	kpz:KPNIH27_02870
ko:K07796	kpz:KPNIH27_02875
ko:K03646	kpz:KPNIH27_07395
ko:K10748	kpz:KPNIH27_11800
ko:K04099	kpz:KPNIH27_24960
ko:K07480	kpz:KPNIH27_27810
ko:K07796	kpz:KPNIH27_27845
ko:K07810	kpz:KPNIH27_27850
ko:K05839	kpz:KPNIH27_27950
ko:K11811	kpz:KPNIH27_27995
ko:K15269	kpz:KPNIH27_21070
ko:K03746	kpz:KPNIH27_28045
ko:K05793	kpz:KPNIH27_28110
ko:K05792	kpz:KPNIH27_28115
ko:K05791	kpz:KPNIH27_28120
ko:K07480	kpz:KPNIH27_28270
ko:K18320	kpz:KPNIH27_25700
ko:K03503	kpz:KPNIH27_25780
ko:K03502	kpz:KPNIH27_25785
ko:K18320	kpz:KPNIH27_28420
ko:K07480	kpz:KPNIH27_28555
ko:K03674	kpz:KPNIH27_08290
ko:K15773	kpz:KPNIH27_12630
ko:K07480	kpz:KPNIH27_21500
ko:K07724	kpz:KPNIH27_21615
ko:K07480	kpz:KPNIH27_25840
ko:K18320	kpz:KPNIH27_25850
ko:K03496	kpz:KPNIH27_25955
ko:K03497	kpz:KPNIH27_25960
ko:K03169	kpz:KPNIH27_26040
ko:K12070	kpz:KPNIH27_26055
ko:K12071	kpz:KPNIH27_26060
ko:K18320	kpz:KPNIH27_28775
ko:K07480	kpz:KPNIH27_28845
ko:K12068	kpz:KPNIH27_26110
ko:K12067	kpz:KPNIH27_26115
ko:K12065	kpz:KPNIH27_26125
ko:K12063	kpz:KPNIH27_26150
ko:K12062	kpz:KPNIH27_26160
ko:K12061	kpz:KPNIH27_26165
ko:K12060	kpz:KPNIH27_26175
ko:K12058	kpz:KPNIH27_26180
ko:K03111	kpz:KPNIH27_26215
ko:K08722	kpz:KPNIH27_26325
ko:K12056	kpz:KPNIH27_28925
ko:K12072	kpz:KPNIH27_28930
ko:K12057	kpz:KPNIH27_28950
ko:K12058	kpz:KPNIH27_28970
ko:K12059	kpz:KPNIH27_28975
ko:K12060	kpz:KPNIH27_28980
ko:K12061	kpz:KPNIH27_28990
ko:K12062	kpz:KPNIH27_28995
ko:K12063	kpz:KPNIH27_29000
ko:K12065	kpz:KPNIH27_29040
ko:K12066	kpz:KPNIH27_29045
ko:K12067	kpz:KPNIH27_29050
ko:K12068	kpz:KPNIH27_29055
ko:K18320	kpz:KPNIH27_26430
ko:K18231	kpz:KPNIH27_26435
ko:K06979	kpz:KPNIH27_26440
ko:K18320	kpz:KPNIH27_26445
ko:K18320	kpz:KPNIH27_26470
ko:K18320	kpz:KPNIH27_26475
ko:K18320	kpz:KPNIH27_26505
ko:K07480	kpz:KPNIH27_26610
ko:K18320	kpz:KPNIH27_26650
ko:K03497	kpz:KPNIH27_29305
ko:K03502	kpz:KPNIH27_29310
ko:K03503	kpz:KPNIH27_29315
ko:K07480	kpz:KPNIH27_29325
ko:K07481	kpz:KPNIH27_29575
ko:K07481	kpz:KPNIH27_28285
ko:K07481	kpz:KPNIH27_28390
ko:K07481	kpz:KPNIH27_28545
ko:K03761	kpz:KPNIH27_19340
ko:K07486	kpz:KPNIH27_28570
ko:K12064	kpz:KPNIH27_26130
ko:K12069	kpz:KPNIH27_26135
ko:K07497	kpz:KPNIH27_27480
ko:K05396	kpz:KPNIH27_16600
ko:K14235	kpz:KPNIH27_00615
ko:K01980	kpz:KPNIH27_02915
ko:K14230	kpz:KPNIH27_21995
ko:K01856	kpz:KPNIH27_13600
ko:K08722	kpz:KPNIH27_17915
ko:K07480	kpz:KPNIH27_29540
ko:K07480	kpz:KPNIH27_29635
ko:K07724	kpz:KPNIH27_22630
ko:K03497	kpz:KPNIH27_29755
ko:K03496	kpz:KPNIH27_29870
ko:K18320	kpz:KPNIH27_29960
ko:K07480	kpz:KPNIH27_09465
ko:K03497	kpz:KPNIH27_09615
ko:K04565	kpz:KPNIH27_14185
ko:K18320	kpz:KPNIH27_30020
ko:K18320	kpz:KPNIH27_30105
ko:K12056	kpz:KPNIH27_30190
ko:K12072	kpz:KPNIH27_30195
ko:K12057	kpz:KPNIH27_30205
ko:K12058	kpz:KPNIH27_30210
ko:K12059	kpz:KPNIH27_30215
ko:K12060	kpz:KPNIH27_30220
ko:K12061	kpz:KPNIH27_30225
ko:K12062	kpz:KPNIH27_30230
ko:K12063	kpz:KPNIH27_30235
ko:K12065	kpz:KPNIH27_30245
ko:K12067	kpz:KPNIH27_30250
ko:K12068	kpz:KPNIH27_30255
ko:K18975	kpz:KPNIH27_26720
ko:K05785	kpz:KPNIH27_00995
ko:K03503	kpz:KPNIH27_09900
ko:K03502	kpz:KPNIH27_09905
ko:K05839	kpz:KPNIH27_05790
ko:K03503	kpz:KPNIH27_10115
