ko:K19744	bcen:DM39_657
ko:K18829	bcen:DM39_27
ko:K01505	bcen:DM39_4760
ko:K18893	bcen:DM39_6628
ko:K10217	bcen:DM39_4835
ko:K18831	bcen:DM39_2050
ko:K14234	bcen:DM39_147
ko:K18954	bcen:DM39_6500
ko:K18828	bcen:DM39_28
ko:K14219	bcen:DM39_2473
ko:K14225	bcen:DM39_733
ko:K14219	bcen:DM39_832
ko:K14219	bcen:DM39_834
ko:K14219	bcen:DM39_833
ko:K14225	bcen:DM39_983
ko:K14225	bcen:DM39_984
ko:K14225	bcen:DM39_985
ko:K04940	bcen:DM39_4502
ko:K14224	bcen:DM39_2120
ko:K14224	bcen:DM39_2122
ko:K14224	bcen:DM39_2124
ko:K14218	bcen:DM39_2125
ko:K14233	bcen:DM39_2149
ko:K14237	bcen:DM39_2240
ko:K14237	bcen:DM39_1364
ko:K14237	bcen:DM39_3294
ko:K14218	bcen:DM39_139
ko:K14218	bcen:DM39_5348
ko:K14218	bcen:DM39_3283
ko:K14218	bcen:DM39_6795
ko:K14218	bcen:DM39_2314
ko:K14218	bcen:DM39_356
ko:K14227	bcen:DM39_138
ko:K14227	bcen:DM39_6794
ko:K14227	bcen:DM39_3284
ko:K14227	bcen:DM39_2315
ko:K14227	bcen:DM39_5347
ko:K14227	bcen:DM39_355
ko:K14225	bcen:DM39_146
ko:K07278	bcen:DM39_2526
ko:K01971	bcen:DM39_7047
ko:K18901	bcen:DM39_5285
ko:K18903	bcen:DM39_5287
ko:K07484	bcen:DM39_4134
ko:K07050	bcen:DM39_2378
ko:K18249	bcen:DM39_4368
ko:K07535	bcen:DM39_6475
ko:K07536	bcen:DM39_6476
ko:K19055	bcen:DM39_1685
ko:K09472	bcen:DM39_3823
ko:K09472	bcen:DM39_6801
ko:K09472	bcen:DM39_3084
ko:K03526	bcen:DM39_1774
ko:K14742	bcen:DM39_2107
ko:K16873	bcen:DM39_4075
ko:K07483	bcen:DM39_2142
ko:K07483	bcen:DM39_4135
ko:K07483	bcen:DM39_4241
ko:K03646	bcen:DM39_609
ko:K03761	bcen:DM39_1583
ko:K03761	bcen:DM39_1672
ko:K04565	bcen:DM39_2519
ko:K03496	bcen:DM39_2531
ko:K03205	bcen:DM39_1973
ko:K03169	bcen:DM39_3230
ko:K03496	bcen:DM39_2027
ko:K03497	bcen:DM39_2034
ko:K18979	bcen:DM39_2646
ko:K03496	bcen:DM39_42
ko:K03497	bcen:DM39_1496
ko:K03746	bcen:DM39_56
ko:K03746	bcen:DM39_87
ko:K18476	bcen:DM39_572
ko:K01856	bcen:DM39_4374
ko:K03496	bcen:DM39_3367
ko:K03497	bcen:DM39_3368
ko:K18365	bcen:DM39_3381
ko:K18366	bcen:DM39_3382
ko:K18364	bcen:DM39_3383
ko:K03746	bcen:DM39_4168
ko:K18366	bcen:DM39_4833
ko:K18364	bcen:DM39_4834
ko:K00446	bcen:DM39_4837
ko:K16249	bcen:DM39_4844
ko:K03496	bcen:DM39_2866
ko:K03111	bcen:DM39_2869
ko:K03497	bcen:DM39_4180
ko:K03205	bcen:DM39_4205
ko:K10216	bcen:DM39_4829
ko:K18365	bcen:DM39_4832
ko:K16243	bcen:DM39_4843
ko:K03497	bcen:DM39_4999
ko:K03496	bcen:DM39_5000
ko:K03746	bcen:DM39_5169
ko:K18248	bcen:DM39_4369
ko:K03196	bcen:DM39_4207
ko:K03204	bcen:DM39_4209
ko:K03203	bcen:DM39_4210
ko:K03201	bcen:DM39_4213
ko:K03194	bcen:DM39_4217
ko:K01856	bcen:DM39_5088
ko:K17850	bcen:DM39_5686
ko:K03746	bcen:DM39_5825
ko:K11811	bcen:DM39_6000
ko:K10676	bcen:DM39_5592
ko:K04054	bcen:DM39_5760
ko:K03194	bcen:DM39_5767
ko:K15773	bcen:DM39_6057
ko:K15773	bcen:DM39_3485
ko:K03496	bcen:DM39_6692
ko:K03497	bcen:DM39_6693
ko:K03746	bcen:DM39_6880
ko:K04099	bcen:DM39_6585
ko:K03746	bcen:DM39_6591
ko:K18981	bcen:DM39_4655
ko:K02663	bcen:DM39_205
ko:K03772	bcen:DM39_4312
ko:K18991	bcen:DM39_602
ko:K01458	bcen:DM39_2247
ko:K13543	bcen:DM39_2509
ko:K00632	bcen:DM39_2810
ko:K00344	bcen:DM39_2391
ko:K00335	bcen:DM39_2344
ko:K00336	bcen:DM39_2343
ko:K16319	bcen:DM39_4371
ko:K19048	bcen:DM39_3279
ko:K01046	bcen:DM39_4007
ko:K00146	bcen:DM39_5850
ko:K00130	bcen:DM39_5521
ko:K03429	bcen:DM39_5517
ko:K04772	bcen:DM39_256
ko:K06867	bcen:DM39_1852
ko:K06020	bcen:DM39_325
ko:K00148	bcen:DM39_4140
ko:K00148	bcen:DM39_5530
ko:K16319	bcen:DM39_6336
ko:K05874	bcen:DM39_1579
ko:K16011	bcen:DM39_4328
ko:K08166	bcen:DM39_6558
ko:K07326	bcen:DM39_7001
ko:K19221	bcen:DM39_1619
ko:K08678	bcen:DM39_5783
ko:K08166	bcen:DM39_4314
ko:K00344	bcen:DM39_2353
ko:K07749	bcen:DM39_1786
ko:K00249	bcen:DM39_3667
ko:K12448	bcen:DM39_5782
ko:K09017	bcen:DM39_6818
ko:K05874	bcen:DM39_807
ko:K01801	bcen:DM39_2903
ko:K07448	bcen:DM39_4651
ko:K03458	bcen:DM39_2690
ko:K00499	bcen:DM39_4272
ko:K07100	bcen:DM39_1156
ko:K00476	bcen:DM39_5439
ko:K02031	bcen:DM39_6051
ko:K02483	bcen:DM39_1258
ko:K00020	bcen:DM39_5643
ko:K00571	bcen:DM39_3961
ko:K22444	bcen:DM39_6555
ko:K08678	bcen:DM39_7021
ko:K02650	bcen:DM39_2733
ko:K19200	bcen:DM39_4689
ko:K19166	bcen:DM39_1747
ko:K01710	bcen:DM39_682
ko:K01710	bcen:DM39_599
ko:K10844	bcen:DM39_3493
ko:K03293	bcen:DM39_3513
ko:K22468	bcen:DM39_3684
ko:K07062	bcen:DM39_6215
ko:K05898	bcen:DM39_6203
ko:K02483	bcen:DM39_5674
ko:K01167	bcen:DM39_444
ko:K00102	bcen:DM39_544
ko:K07451	bcen:DM39_737
ko:K03328	bcen:DM39_705
ko:K03285	bcen:DM39_836
ko:K02351	bcen:DM39_1000
ko:K07451	bcen:DM39_1509
ko:K16011	bcen:DM39_3673
ko:K16011	bcen:DM39_6239
ko:K07326	bcen:DM39_3519
ko:K01066	bcen:DM39_3483
ko:K01066	bcen:DM39_6365
ko:K19416	bcen:DM39_1778
ko:K03574	bcen:DM39_4818
ko:K19265	bcen:DM39_3171
ko:K01066	bcen:DM39_1860
ko:K01785	bcen:DM39_437
ko:K01066	bcen:DM39_6369
ko:K00020	bcen:DM39_1951
ko:K00020	bcen:DM39_4092
ko:K00020	bcen:DM39_3872
ko:K04771	bcen:DM39_968
ko:K01992	bcen:DM39_3605
ko:K03722	bcen:DM39_1757
ko:K19337	bcen:DM39_467
ko:K07497	bcen:DM39_3277
ko:K19338	bcen:DM39_759
ko:K03574	bcen:DM39_1629
ko:K00529	bcen:DM39_5968
ko:K17214	bcen:DM39_1319
ko:K09459	bcen:DM39_3754
ko:K19267	bcen:DM39_1975
ko:K19338	bcen:DM39_1995
ko:K19338	bcen:DM39_2000
ko:K19338	bcen:DM39_4042
ko:K00001	bcen:DM39_1724
ko:K15241	bcen:DM39_4146
ko:K04771	bcen:DM39_7177
ko:K00525	bcen:DM39_408
ko:K19302	bcen:DM39_5204
ko:K13876	bcen:DM39_5046
ko:K19302	bcen:DM39_4983
ko:K18567	bcen:DM39_3905
ko:K11690	bcen:DM39_5676
ko:K17838	bcen:DM39_4747
ko:K19585	bcen:DM39_5918
ko:K19586	bcen:DM39_5917
ko:K11209	bcen:DM39_1645
ko:K01617	bcen:DM39_4831
ko:K11209	bcen:DM39_4138
ko:K07344	bcen:DM39_1965
ko:K19577	bcen:DM39_1135
ko:K19577	bcen:DM39_2781
ko:K19577	bcen:DM39_634
ko:K18702	bcen:DM39_5721
ko:K03446	bcen:DM39_4798
ko:K00799	bcen:DM39_3126
ko:K11904	bcen:DM39_273
ko:K02480	bcen:DM39_1063
ko:K01457	bcen:DM39_3455
ko:K18540	bcen:DM39_1273
ko:K14222	bcen:DM39_987
ko:K14228	bcen:DM39_1904
ko:K19713	bcen:DM39_5393
ko:K14219	bcen:DM39_1200
ko:K14234	bcen:DM39_848
ko:K14233	bcen:DM39_824
ko:K14233	bcen:DM39_806
ko:K14233	bcen:DM39_2282
ko:K19670	bcen:DM39_3244
ko:K14235	bcen:DM39_149
ko:K14223	bcen:DM39_2894
ko:K19670	bcen:DM39_5343
ko:K00992	bcen:DM39_2804
ko:K19666	bcen:DM39_5944
ko:K14237	bcen:DM39_1890
ko:K07666	bcen:DM39_2702
ko:K08172	bcen:DM39_3490
ko:K19743	bcen:DM39_3532
ko:K11712	bcen:DM39_5680
ko:K15540	bcen:DM39_3193
ko:K00799	bcen:DM39_4403
ko:K07404	bcen:DM39_6304
ko:K00799	bcen:DM39_4393
ko:K06131	bcen:DM39_2814
ko:K19784	bcen:DM39_5004
ko:K07119	bcen:DM39_3474
ko:K07119	bcen:DM39_4341
ko:K06132	bcen:DM39_3680
ko:K06132	bcen:DM39_2841
ko:K07147	bcen:DM39_199
ko:K00799	bcen:DM39_6639
ko:K00799	bcen:DM39_4139
ko:K15777	bcen:DM39_314
ko:K00128	bcen:DM39_6446
ko:K17722	bcen:DM39_6820
ko:K00529	bcen:DM39_4068
ko:K07497	bcen:DM39_1435
ko:K07497	bcen:DM39_1438
ko:K07497	bcen:DM39_4266
ko:K19804	bcen:DM39_886
ko:K08992	bcen:DM39_885
ko:K04102	bcen:DM39_6345
ko:K00275	bcen:DM39_4630
ko:K19813	bcen:DM39_6100
ko:K01451	bcen:DM39_4601
ko:K00380	bcen:DM39_6161
ko:K01777	bcen:DM39_3530
ko:K14731	bcen:DM39_2836
ko:K09796	bcen:DM39_1001
ko:K20034	bcen:DM39_1872
ko:K09796	bcen:DM39_5618
ko:K20034	bcen:DM39_1227
ko:K20035	bcen:DM39_6903
ko:K22443	bcen:DM39_6553
ko:K14230	bcen:DM39_4259
ko:K07484	bcen:DM39_4240
ko:K20266	bcen:DM39_1967
ko:K20277	bcen:DM39_4816
ko:K20277	bcen:DM39_4815
ko:K13061	bcen:DM39_5942
ko:K20329	bcen:DM39_1048
ko:K00507	bcen:DM39_2593
ko:K00146	bcen:DM39_4451
ko:K20455	bcen:DM39_5180
ko:K14231	bcen:DM39_3219
ko:K20444	bcen:DM39_583
ko:K20444	bcen:DM39_589
ko:K20534	bcen:DM39_7073
ko:K20527	bcen:DM39_1971
ko:K20531	bcen:DM39_1964
ko:K20541	bcen:DM39_6262
ko:K20542	bcen:DM39_1284
ko:K20532	bcen:DM39_1963
ko:K20543	bcen:DM39_6263
ko:K20543	bcen:DM39_1285
ko:K20534	bcen:DM39_4635
ko:K20533	bcen:DM39_1962
ko:K14232	bcen:DM39_1189
ko:K09788	bcen:DM39_5181
ko:K20528	bcen:DM39_1970
ko:K03198	bcen:DM39_4215
ko:K03197	bcen:DM39_4216
ko:K03200	bcen:DM39_4212
ko:K20529	bcen:DM39_1969
ko:K20530	bcen:DM39_1968
ko:K20541	bcen:DM39_1283
ko:K22131	bcen:DM39_5448
ko:K03195	bcen:DM39_4208
ko:K03199	bcen:DM39_4214
ko:K11529	bcen:DM39_5586
ko:K15540	bcen:DM39_6888
ko:K14229	bcen:DM39_605
ko:K19591	bcen:DM39_2310
ko:K01214	bcen:DM39_7060
ko:K16011	bcen:DM39_685
ko:K21062	bcen:DM39_6469
ko:K13877	bcen:DM39_6510
ko:K20940	bcen:DM39_5111
ko:K21105	bcen:DM39_5058
ko:K21021	bcen:DM39_5582
ko:K21061	bcen:DM39_3734
ko:K12658	bcen:DM39_4868
ko:K21053	bcen:DM39_855
ko:K00821	bcen:DM39_2577
ko:K00840	bcen:DM39_1027
ko:K08968	bcen:DM39_996
ko:K13609	bcen:DM39_3738
ko:K13877	bcen:DM39_3737
ko:K13877	bcen:DM39_5313
ko:K00249	bcen:DM39_1633
ko:K00249	bcen:DM39_6404
ko:K21029	bcen:DM39_2950
ko:K21147	bcen:DM39_4550
ko:K08261	bcen:DM39_2682
ko:K21140	bcen:DM39_4551
ko:K00529	bcen:DM39_2770
ko:K00526	bcen:DM39_409
ko:K02314	bcen:DM39_1832
ko:K17733	bcen:DM39_296
ko:K01520	bcen:DM39_2601
ko:K00287	bcen:DM39_918
ko:K00560	bcen:DM39_921
ko:K00558	bcen:DM39_1488
ko:K07451	bcen:DM39_3278
ko:K06223	bcen:DM39_989
ko:K07451	bcen:DM39_1536
ko:K07451	bcen:DM39_1537
ko:K03553	bcen:DM39_2739
ko:K07451	bcen:DM39_3286
ko:K06217	bcen:DM39_2784
ko:K06919	bcen:DM39_4204
ko:K03676	bcen:DM39_2946
ko:K13522	bcen:DM39_5718
ko:K03462	bcen:DM39_5719
ko:K09882	bcen:DM39_3842
ko:K01286	bcen:DM39_5469
ko:K04068	bcen:DM39_6646
ko:K02316	bcen:DM39_4261
ko:K07336	bcen:DM39_5805
ko:K07313	bcen:DM39_4305
ko:K22252	bcen:DM39_3953
ko:K00249	bcen:DM39_6410
ko:K00108	bcen:DM39_4741
ko:K00108	bcen:DM39_3851
ko:K00108	bcen:DM39_6817
ko:K00108	bcen:DM39_6359
ko:K00108	bcen:DM39_6447
ko:K05874	bcen:DM39_65
ko:K03863	bcen:DM39_5401
ko:K02335	bcen:DM39_4276
ko:K02030	bcen:DM39_5475
ko:K01139	bcen:DM39_831
ko:K05375	bcen:DM39_1599
ko:K20938	bcen:DM39_4237
ko:K20938	bcen:DM39_6656
ko:K02032	bcen:DM39_6050
ko:K08100	bcen:DM39_2608
ko:K02483	bcen:DM39_2740
ko:K05710	bcen:DM39_2771
ko:K05710	bcen:DM39_5956
ko:K03636	bcen:DM39_4552
ko:K03636	bcen:DM39_6958
ko:K09983	bcen:DM39_1627
ko:K01139	bcen:DM39_6790
ko:K21307	bcen:DM39_3846
ko:K21308	bcen:DM39_3845
ko:K21309	bcen:DM39_3844
ko:K03862	bcen:DM39_5402
ko:K21416	bcen:DM39_1801
ko:K21394	bcen:DM39_6506
ko:K21417	bcen:DM39_1800
ko:K00146	bcen:DM39_4065
ko:K03892	bcen:DM39_5996
ko:K21405	bcen:DM39_5624
ko:K21405	bcen:DM39_4452
ko:K21405	bcen:DM39_5479
ko:K03651	bcen:DM39_1107
ko:K02483	bcen:DM39_5385
ko:K00146	bcen:DM39_6815
ko:K21420	bcen:DM39_1458
ko:K21405	bcen:DM39_1804
ko:K22044	bcen:DM39_4022
ko:K01451	bcen:DM39_1617
ko:K01451	bcen:DM39_5262
ko:K21607	bcen:DM39_1986
ko:K21498	bcen:DM39_3580
ko:K01451	bcen:DM39_6105
ko:K01420	bcen:DM39_3534
ko:K01420	bcen:DM39_4951
ko:K21495	bcen:DM39_6214
ko:K21699	bcen:DM39_3565
ko:K21700	bcen:DM39_1669
ko:K21699	bcen:DM39_1661
ko:K21703	bcen:DM39_4854
ko:K10026	bcen:DM39_3217
ko:K10914	bcen:DM39_6029
ko:K10914	bcen:DM39_2626
ko:K21495	bcen:DM39_5808
ko:K21645	bcen:DM39_476
ko:K08685	bcen:DM39_4450
ko:K00344	bcen:DM39_2406
ko:K00344	bcen:DM39_1250
ko:K21757	bcen:DM39_5097
ko:K21757	bcen:DM39_4373
ko:K21802	bcen:DM39_5053
ko:K21825	bcen:DM39_1024
ko:K21829	bcen:DM39_656
ko:K21826	bcen:DM39_5537
ko:K21826	bcen:DM39_5433
ko:K21833	bcen:DM39_5541
ko:K21834	bcen:DM39_5542
ko:K21830	bcen:DM39_439
ko:K21826	bcen:DM39_6466
ko:K21832	bcen:DM39_5546
ko:K21929	bcen:DM39_7032
ko:K21948	bcen:DM39_5451
ko:K21929	bcen:DM39_2105
ko:K00680	bcen:DM39_6604
ko:K21965	bcen:DM39_5841
ko:K21966	bcen:DM39_5842
ko:K21968	bcen:DM39_5844
ko:K22003	bcen:DM39_4037
ko:K22027	bcen:DM39_4513
ko:K21967	bcen:DM39_5843
ko:K21964	bcen:DM39_5840
ko:K05802	bcen:DM39_5376
ko:K22003	bcen:DM39_4048
ko:K03442	bcen:DM39_4817
ko:K22025	bcen:DM39_5447
ko:K22027	bcen:DM39_4924
ko:K03741	bcen:DM39_5997
ko:K01816	bcen:DM39_1841
ko:K22130	bcen:DM39_5450
ko:K22132	bcen:DM39_2652
ko:K08319	bcen:DM39_5452
ko:K13874	bcen:DM39_1219
ko:K00090	bcen:DM39_942
ko:K03595	bcen:DM39_973
ko:K22067	bcen:DM39_6155
ko:K07183	bcen:DM39_6156
ko:K00304	bcen:DM39_5457
ko:K00302	bcen:DM39_5458
ko:K22112	bcen:DM39_3686
ko:K22185	bcen:DM39_436
ko:K13876	bcen:DM39_6177
ko:K13875	bcen:DM39_5044
ko:K08994	bcen:DM39_6067
ko:K08994	bcen:DM39_6966
ko:K22213	bcen:DM39_4827
ko:K22209	bcen:DM39_757
ko:K22252	bcen:DM39_691
ko:K22292	bcen:DM39_873
ko:K22293	bcen:DM39_6174
ko:K22296	bcen:DM39_3882
ko:K22303	bcen:DM39_3899
ko:K22303	bcen:DM39_3898
ko:K22318	bcen:DM39_6763
ko:K02257	bcen:DM39_2929
ko:K01563	bcen:DM39_1977
ko:K01563	bcen:DM39_2021
ko:K00611	bcen:DM39_2638
ko:K11206	bcen:DM39_549
ko:K00424	bcen:DM39_1688
ko:K22549	bcen:DM39_3732
ko:K00424	bcen:DM39_2912
ko:K22550	bcen:DM39_3733
ko:K01007	bcen:DM39_2065
